0000000180126d60 (__TEXT,__text) non-external K256
00000001800f2720 (__TEXT,__text) non-external (was a private external) ___destroy_helper_block_8_32r40r48r
00000001800c8658 (__TEXT,__text) non-external (was a private external) ___destroy_helper_block_8_32r40r48r56r
00000001800cf798 (__TEXT,__text) non-external (was a private external) ___destroy_helper_block_8_32r40r48r56r64r
0000000180125b7c (__TEXT,__text) non-external (was a private external) ___disable_threadsignal
00000001800baeac (__TEXT,__text) non-external (was a private external) ___error
0000000180125ba8 (__TEXT,__text) non-external (was a private external) ___execve
0000000180125bd4 (__TEXT,__text) non-external (was a private external) ___exit
0000000180125c00 (__TEXT,__text) non-external (was a private external) ___fchmod
00000001800bbfdc (__TEXT,__text) non-external (was a private external) ___fcntl
00000001e8751260 (__DATA,__data) non-external ___g
00000001800baf68 (__TEXT,__text) non-external (was a private external) ___getattrlist
0000000180125c2c (__TEXT,__text) non-external (was a private external) ___getdirentries64
00000001800bd0e8 (__TEXT,__text) non-external (was a private external) ___getpid
0000000180125c58 (__TEXT,__text) non-external (was a private external) ___getrlimit
0000000180125cb0 (__TEXT,__text) non-external (was a private external) ___gettimeofday
0000000180125c84 (__TEXT,__text) non-external (was a private external) ___gettimeofday_with_mach
00000001800bcce8 (__TEXT,__text) non-external (was a private external) ___guard_setup
00000001800ba80c (__TEXT,__text) non-external (was a private external) ___ioctl
00000001800bc534 (__TEXT,__text) non-external (was a private external) ___kdebug_trace64
0000000180125ce0 (__TEXT,__text) non-external (was a private external) ___kdebug_trace_string
0000000180125d0c (__TEXT,__text) non-external (was a private external) ___kdebug_typefilter
0000000180125d38 (__TEXT,__text) non-external (was a private external) ___kqueue_workloop_ctl
0000000180125d64 (__TEXT,__text) non-external (was a private external) ___lseek
0000000180125d90 (__TEXT,__text) non-external (was a private external) ___mac_syscall
0000000180125dbc (__TEXT,__text) non-external (was a private external) ___map_with_linking_np
00000001800bd34c (__TEXT,__text) non-external (was a private external) ___mmap
0000000180125de8 (__TEXT,__text) non-external (was a private external) ___mprotect
00000001800bc154 (__TEXT,__text) non-external (was a private external) ___munmap
0000000180125e14 (__TEXT,__text) non-external (was a private external) ___open
0000000180125e40 (__TEXT,__text) non-external (was a private external) ___openat
0000000180122800 (__TEXT,__text) non-external (was a private external) ___os_log_simple_offset
0000000180125e6c (__TEXT,__text) non-external (was a private external) ___pipe
0000000180125ea4 (__TEXT,__text) non-external (was a private external) ___posix_spawn
0000000180125ed0 (__TEXT,__text) non-external (was a private external) ___proc_info
0000000180125efc (__TEXT,__text) non-external (was a private external) ___proc_info_extended_id
0000000180125f28 (__TEXT,__text) non-external (was a private external) ___process_policy
0000000180125f54 (__TEXT,__text) non-external (was a private external) ___psynch_cvbroad
0000000180125f80 (__TEXT,__text) non-external (was a private external) ___psynch_cvclrprepost
0000000180125fac (__TEXT,__text) non-external (was a private external) ___psynch_cvsignal
0000000180125fd8 (__TEXT,__text) non-external (was a private external) ___psynch_cvwait
0000000180126004 (__TEXT,__text) non-external (was a private external) ___psynch_mutexdrop
0000000180126030 (__TEXT,__text) non-external (was a private external) ___psynch_mutexwait
000000018012605c (__TEXT,__text) non-external (was a private external) ___pthread_canceled
00000001e8280b70 (__DATA_DIRTY,__data) non-external (was a private external) ___pthread_head
0000000180126088 (__TEXT,__text) non-external (was a private external) ___pthread_kill
00000001801260b4 (__TEXT,__text) non-external (was a private external) ___pthread_markcancel
00000001801260e0 (__TEXT,__text) non-external (was a private external) ___pthread_sigmask
000000018012610c (__TEXT,__text) non-external (was a private external) ___reboot
00000001e8753d08 (__DATA,__bss) non-external ___remove_counter
0000000180126138 (__TEXT,__text) non-external (was a private external) ___rename
00000001ece2f608 (__DATA_CONST,__const) non-external ___roots
0000000180125d90 (__TEXT,__text) non-external (was a private external) ___sandbox_ms
0000000180126164 (__TEXT,__text) non-external (was a private external) ___semwait_signal_nocancel
0000000180126190 (__TEXT,__text) non-external (was a private external) ___sendto
00000001801261bc (__TEXT,__text) non-external (was a private external) ___shared_region_check_np
00000001801261e8 (__TEXT,__text) non-external (was a private external) ___shared_region_map_and_slide_2_np
0000000180126214 (__TEXT,__text) non-external (was a private external) ___sigwait
00000001800bb1dc (__TEXT,__text) non-external ___simple_bprintf
00000001ece2ee00 (__DATA_CONST,__const) non-external ___specs
00000001800fdba8 (__TEXT,__text) non-external (was a private external) ___stack_chk_fail
00000001e8280bc0 (__DATA_DIRTY,__common) non-external (was a private external) ___stack_chk_guard
00000001e8752f10 (__DATA,__common) non-external (was a private external) ___stderrp
00000001e8752f18 (__DATA,__common) non-external (was a private external) ___stdoutp
00000001800bd0ac (__TEXT,__text) non-external (was a private external) ___syscall
0000000180126240 (__TEXT,__text) non-external (was a private external) ___sysctl
00000001e8753cb0 (__DATA,__bss) non-external ___tbi
000000018012626c (__TEXT,__text) non-external (was a private external) ___terminate_with_payload
00000001800bccbc (__TEXT,__text) non-external (was a private external) ___thread_selfid
00000001800bc560 (__TEXT,__text) non-external (was a private external) ___ulock_wait
0000000180126298 (__TEXT,__text) non-external (was a private external) ___ulock_wait2
00000001800bc58c (__TEXT,__text) non-external (was a private external) ___ulock_wake
00000001801262c4 (__TEXT,__text) non-external (was a private external) ___unlink
00000001801201c8 (__TEXT,__text) non-external ___wait_4isc
00000001801262f0 (__TEXT,__text) non-external (was a private external) ___workq_kernreturn
000000018012631c (__TEXT,__text) non-external (was a private external) ___workq_open
00000001e8753cd8 (__DATA,__bss) non-external __args
00000001ece2f5c8 (__DATA_CONST,__const) non-external (was a private external) __boot_root_canonical_app
00000001ece2f5a8 (__DATA_CONST,__const) non-external (was a private external) __boot_root_canonical_os
00000001ece2f568 (__DATA_CONST,__const) non-external (was a private external) __boot_root_cryptex_app
00000001ece2f548 (__DATA_CONST,__const) non-external (was a private external) __boot_root_cryptex_os
00000001ece2f588 (__DATA_CONST,__const) non-external (was a private external) __boot_root_cryptex_prereboot_os
00000001ece2f5e8 (__DATA_CONST,__const) non-external (was a private external) __boot_root_dylib_cache
00000001ece2f4c8 (__DATA_CONST,__const) non-external (was a private external) __boot_root_fs
00000001ece2f4e8 (__DATA_CONST,__const) non-external (was a private external) __boot_root_preboot
00000001ece2f508 (__DATA_CONST,__const) non-external (was a private external) __boot_root_preboot_groupdir
00000001ece2f528 (__DATA_CONST,__const) non-external (was a private external) __boot_root_xart
00000001ece2f2e8 (__DATA_CONST,__const) non-external (was a private external) __boot_spec_local
00000001ece2f288 (__DATA_CONST,__const) non-external (was a private external) __boot_spec_null
00000001ece2f348 (__DATA_CONST,__const) non-external (was a private external) __boot_spec_post_initproc
00000001ece2f408 (__DATA_CONST,__const) non-external (was a private external) __boot_spec_remote_dmg
00000001ece2f468 (__DATA_CONST,__const) non-external (was a private external) __boot_spec_remote_nerd
00000001ece2f3a8 (__DATA_CONST,__const) non-external (was a private external) __boot_spec_remote_ramdisk
00000001e8753ce0 (__DATA,__bss) non-external __config
0000000180125674 (__TEXT,__text) non-external (was a private external) __crossarch_trap
000000018011f794 (__TEXT,__text) non-external __cryptex1_sniff_fire
000000018011f78c (__TEXT,__text) non-external (was a private external) __cryptex1_sniff_payload_check
0000000180121fe8 (__TEXT,__text) non-external __cryptex_graft_failure_app_livefs
000000018011d2cc (__TEXT,__text) non-external __cryptex_graft_failure_prereboot_os
00000001ece2ef98 (__DATA_CONST,__const) non-external (was a private external) __cryptex_spec_app
00000001ece2f750 (__DATA_CONST,__const) non-external (was a private external) __cryptex_spec_app_livefs
000000018011db68 (__TEXT,__text) non-external __cryptex_spec_iterate_select_app
000000018011d280 (__TEXT,__text) non-external __cryptex_spec_iterate_select_prereboot_os
00000001ece2f190 (__DATA_CONST,__const) non-external (was a private external) __cryptex_spec_os
00000001ece2ed68 (__DATA_CONST,__const) non-external (was a private external) __cryptex_spec_prereboot_os
00000001ece2f6b8 (__DATA_CONST,__const) non-external (was a private external) __cryptex_spec_safari_downlevel
00000001e8280b80 (__DATA_DIRTY,__data) non-external (was a private external) __current_pid
00000001801212d0 (__TEXT,__text) non-external (was a private external) __derive_proc_name
000000018011f888 (__TEXT,__text) non-external __derive_ticket_name
00000001800b9e20 (__TEXT,__text) external __dyld_debugger_notification
00000001800bcb70 (__TEXT,__text) external __dyld_start
000000018012207c (__TEXT,__text) non-external __dylib_cache_fire
0000000180122034 (__TEXT,__text) non-external (was a private external) __dylib_cache_payload_check
0000000180122e90 (__TEXT,__text) non-external __enlarge
0000000180130394 (__TEXT,__text) non-external __enlarge.cold.1
00000001800b97e0 (__TEXT,__text) non-external (was a private external) __exclaves_ctl_trap
0000000180125bd4 (__TEXT,__text) non-external (was a private external) __exit
0000000180122de4 (__TEXT,__text) non-external __flush
0000000180122d5c (__TEXT,__text) non-external __flush_reset
000000018011db60 (__TEXT,__text) non-external __goodbye_fire
000000018011db58 (__TEXT,__text) non-external (was a private external) __goodbye_payload_check
000000018011f230 (__TEXT,__text) non-external __graft_fetch_fire
000000018011f228 (__TEXT,__text) non-external (was a private external) __graft_fetch_payload_check
000000018011d494 (__TEXT,__text) non-external __graft_fire
000000018011d48c (__TEXT,__text) non-external (was a private external) __graft_payload_check
000000018011ee38 (__TEXT,__text) non-external __graft_select_fire
000000018011ee30 (__TEXT,__text) non-external (was a private external) __graft_select_payload_check
000000018013f92a (__TEXT,__cstring) non-external __h
000000018011d984 (__TEXT,__text) non-external __hello_fire
000000018011d97c (__TEXT,__text) non-external (was a private external) __hello_payload_check
00000001800b95d0 (__TEXT,__text) non-external (was a private external) __kernelrpc_mach_port_allocate_trap
00000001800b9624 (__TEXT,__text) non-external (was a private external) __kernelrpc_mach_port_construct_trap
00000001800b95dc (__TEXT,__text) non-external (was a private external) __kernelrpc_mach_port_deallocate_trap
00000001800b9630 (__TEXT,__text) non-external (was a private external) __kernelrpc_mach_port_destruct_trap
00000001800b9618 (__TEXT,__text) non-external (was a private external) __kernelrpc_mach_port_extract_member_trap
00000001800b96d8 (__TEXT,__text) non-external (was a private external) __kernelrpc_mach_port_get_attributes_trap
00000001800b96e4 (__TEXT,__text) non-external (was a private external) __kernelrpc_mach_port_guard_trap
00000001800b960c (__TEXT,__text) non-external (was a private external) __kernelrpc_mach_port_insert_member_trap
00000001800b9600 (__TEXT,__text) non-external (was a private external) __kernelrpc_mach_port_insert_right_trap
00000001800b95e8 (__TEXT,__text) non-external (was a private external) __kernelrpc_mach_port_mod_refs_trap
00000001800b95f4 (__TEXT,__text) non-external (was a private external) __kernelrpc_mach_port_move_member_trap
00000001800b97d4 (__TEXT,__text) non-external (was a private external) __kernelrpc_mach_port_request_notification_trap
00000001800b97c8 (__TEXT,__text) non-external (was a private external) __kernelrpc_mach_port_type_trap
00000001800b96f0 (__TEXT,__text) non-external (was a private external) __kernelrpc_mach_port_unguard_trap
00000001800b9588 (__TEXT,__text) non-external (was a private external) __kernelrpc_mach_vm_allocate_trap
00000001800b95a0 (__TEXT,__text) non-external (was a private external) __kernelrpc_mach_vm_deallocate_trap
00000001800b95c4 (__TEXT,__text) non-external (was a private external) __kernelrpc_mach_vm_map_trap
00000001800b95b8 (__TEXT,__text) non-external (was a private external) __kernelrpc_mach_vm_protect_trap
00000001800b9594 (__TEXT,__text) non-external (was a private external) __kernelrpc_mach_vm_purgable_control_trap
00000001e8280c00 (__DATA_DIRTY,__common) non-external (was a private external) __main_thread
000000018011d904 (__TEXT,__text) non-external __object_absence_policy_global_im4m
0000000180121f78 (__TEXT,__text) non-external __object_absence_policy_im4m
00000001ece2ee58 (__DATA_CONST,__const) non-external (was a private external) __object_spec_app_dmg
00000001ece2f688 (__DATA_CONST,__const) non-external (was a private external) __object_spec_app_seal
00000001ece2ef68 (__DATA_CONST,__const) non-external (was a private external) __object_spec_app_trst
00000001ece2ee88 (__DATA_CONST,__const) non-external (was a private external) __object_spec_global_im4m
00000001ece2f658 (__DATA_CONST,__const) non-external (was a private external) __object_spec_im4m
00000001ece2f160 (__DATA_CONST,__const) non-external (was a private external) __object_spec_os_dmg
00000001ece2f130 (__DATA_CONST,__const) non-external (was a private external) __object_spec_os_seal
00000001ece2f228 (__DATA_CONST,__const) non-external (was a private external) __object_spec_os_trst
00000001ece2f258 (__DATA_CONST,__const) non-external (was a private external) __object_spec_prereboot_os_dmg
00000001ece2eeb8 (__DATA_CONST,__const) non-external (was a private external) __object_spec_safari_downlevel_im4m
000000018012092c (__TEXT,__text) non-external __open_as
000000018011f0fc (__TEXT,__text) non-external __open_console
0000000180123c40 (__TEXT,__text) non-external __os_alloc
0000000180130530 (__TEXT,__text) non-external __os_alloc.cold.1
00000001e8753120 (__DATA,__common) non-external (was a private external) __os_alloc_heap
0000000180123bf4 (__TEXT,__text) non-external (was a private external) __os_alloc_once
00000001e87531b0 (__DATA,__common) non-external (was a private external) __os_alloc_once_table
0000000180123cf8 (__TEXT,__text) non-external __os_alloc_slow
0000000180131b58 (__TEXT,__const) non-external __os_lock_type_base
0000000180122910 (__TEXT,__text) non-external (was a private external) __os_log_simple_send
0000000180122a88 (__TEXT,__text) non-external (was a private external) __os_log_simple_shim
0000000180123994 (__TEXT,__text) non-external (was a private external) __os_once
00000001801239f4 (__TEXT,__text) non-external __os_once_callout
00000001801238e8 (__TEXT,__text) non-external __os_once_gate_broadcast
00000001801304b8 (__TEXT,__text) non-external (was a private external) __os_once_gate_corruption_abort
0000000180130468 (__TEXT,__text) non-external (was a private external) __os_once_gate_recursive_abort
0000000180130490 (__TEXT,__text) non-external (was a private external) __os_once_gate_unowned_abort
0000000180123a64 (__TEXT,__text) non-external __os_once_gate_wait
0000000180123e28 (__TEXT,__text) non-external (was a private external) __os_semaphore_dispose
0000000180130558 (__TEXT,__text) non-external __os_semaphore_dispose.cold.1
000000018013040c (__TEXT,__text) non-external (was a private external) __os_unfair_lock_corruption_abort
000000018012361c (__TEXT,__text) non-external __os_unfair_lock_lock_slow
00000001801303bc (__TEXT,__text) non-external (was a private external) __os_unfair_lock_recursive_abort
00000001801237dc (__TEXT,__text) non-external __os_unfair_lock_unlock_slow
00000001801303e4 (__TEXT,__text) non-external (was a private external) __os_unfair_lock_unowned_abort
00000001800b9fa0 (__TEXT,__text) non-external (was a private external) __platform_bzero
00000001800bcea0 (__TEXT,__text) non-external (was a private external) __platform_memchr
00000001800bc030 (__TEXT,__text) non-external (was a private external) __platform_memcmp
00000001800ba3a0 (__TEXT,__text) non-external (was a private external) __platform_memmove
00000001800ba000 (__TEXT,__text) non-external (was a private external) __platform_memset
00000001800bab00 (__TEXT,__text) non-external (was a private external) __platform_strchr
00000001800ba9b0 (__TEXT,__text) non-external (was a private external) __platform_strcmp
00000001800baecc (__TEXT,__text) non-external (was a private external) __platform_strlcat
00000001800ba764 (__TEXT,__text) non-external (was a private external) __platform_strlcpy
00000001800b9f00 (__TEXT,__text) non-external (was a private external) __platform_strlen
00000001800ba890 (__TEXT,__text) non-external (was a private external) __platform_strncmp
0000000180123e58 (__TEXT,__text) non-external (was a private external) __platform_strncpy
00000001800b9e60 (__TEXT,__text) non-external (was a private external) __platform_strnlen
00000001800bc184 (__TEXT,__text) non-external (was a private external) __platform_strstr
000000018011f3a8 (__TEXT,__text) non-external __preboot_fire
000000018011f398 (__TEXT,__text) non-external (was a private external) __preboot_payload_check
00000001e8752ef8 (__DATA,__data) non-external __pthread_count
00000001801244d0 (__TEXT,__text) non-external __pthread_current_stack_address
0000000180123ed8 (__TEXT,__text) non-external __pthread_exit
00000001800bd3ac (__TEXT,__text) non-external (was a private external) __pthread_exit_if_canceled
00000001801246f0 (__TEXT,__text) non-external __pthread_exit_if_canceled.cold.1
00000001e8753cf0 (__DATA,__bss) non-external __pthread_introspection_hook
000000018012457c (__TEXT,__text) non-external __pthread_introspection_hook_callout_thread_destroy
00000001801244e0 (__TEXT,__text) non-external __pthread_introspection_hook_callout_thread_terminate
0000000180124670 (__TEXT,__text) non-external (was a private external) __pthread_joiner_prepost_wake
00000001801240e0 (__TEXT,__text) non-external __pthread_joiner_wake
0000000180124618 (__TEXT,__text) non-external __pthread_joiner_wake.cold.1
00000001e8753144 (__DATA,__common) non-external (was a private external) __pthread_list_lock
0000000180125438 (__TEXT,__text) non-external __pthread_mutex_check_init_slow
0000000180130580 (__TEXT,__text) non-external (was a private external) __pthread_mutex_corruption_abort
00000001801255d8 (__TEXT,__text) non-external __pthread_mutex_fairshare_lock
0000000180124768 (__TEXT,__text) non-external (was a private external) __pthread_mutex_fairshare_lock_slow
0000000180124880 (__TEXT,__text) non-external __pthread_mutex_fairshare_lock_wait
00000001801252c8 (__TEXT,__text) non-external __pthread_mutex_fairshare_unlock
0000000180124a78 (__TEXT,__text) non-external __pthread_mutex_fairshare_unlock_drop
000000018012494c (__TEXT,__text) non-external (was a private external) __pthread_mutex_fairshare_unlock_slow
0000000180124ea4 (__TEXT,__text) non-external (was a private external) __pthread_mutex_firstfit_lock_slow
0000000180124ff0 (__TEXT,__text) non-external __pthread_mutex_firstfit_lock_wait
0000000180124d34 (__TEXT,__text) non-external (was a private external) __pthread_mutex_firstfit_unlock_slow
0000000180124e40 (__TEXT,__text) non-external __pthread_mutex_firstfit_wake
0000000180125098 (__TEXT,__text) non-external (was a private external) __pthread_mutex_lock_init_slow
00000001e82824f8 (__DATA_DIRTY,__bss) non-external __pthread_mutex_sig_fast
0000000180124ae4 (__TEXT,__text) non-external (was a private external) __pthread_mutex_ulock_lock
0000000180124b34 (__TEXT,__text) non-external __pthread_mutex_ulock_lock_slow
0000000180124c40 (__TEXT,__text) non-external (was a private external) __pthread_mutex_ulock_unlock
0000000180124c78 (__TEXT,__text) non-external __pthread_mutex_ulock_unlock_slow
0000000180125224 (__TEXT,__text) non-external __pthread_mutex_unlock_init_slow
00000001e87531a8 (__DATA,__common) non-external (was a private external) __pthread_ptr_munge_token
00000001800bcc38 (__TEXT,__text) non-external (was a private external) __pthread_set_self
00000001801241e8 (__TEXT,__text) non-external __pthread_set_self_dyld
0000000180124644 (__TEXT,__text) non-external (was a private external) __pthread_setcancelstate_exit
00000001801242b0 (__TEXT,__text) non-external __pthread_terminate
0000000180124254 (__TEXT,__text) non-external __pthread_terminate_invoke
0000000180125670 (__TEXT,__text) non-external (was a private external) __pthread_tsd_cleanup
0000000180122ab0 (__TEXT,__text) non-external __simple_asl_connect
0000000180122bf8 (__TEXT,__text) non-external __simple_asl_connect_once
0000000180122b60 (__TEXT,__text) non-external (was a private external) __simple_asl_get_fd
0000000180122ce8 (__TEXT,__text) non-external __simple_asl_init_context
0000000180122c64 (__TEXT,__text) non-external (was a private external) __simple_asl_log
0000000180122e64 (__TEXT,__text) non-external (was a private external) __simple_dprintf
00000001800bcdbc (__TEXT,__text) non-external (was a private external) __simple_getenv
00000001800baf94 (__TEXT,__text) non-external (was a private external) __simple_salloc
00000001800bbd50 (__TEXT,__text) non-external (was a private external) __simple_sfree
0000000180122fd0 (__TEXT,__text) non-external (was a private external) __simple_sprintf
0000000180123008 (__TEXT,__text) non-external (was a private external) __simple_sresize
00000001800bbd40 (__TEXT,__text) non-external (was a private external) __simple_string
0000000180122d00 (__TEXT,__text) non-external (was a private external) __simple_vdprintf
00000001800bb1b4 (__TEXT,__text) non-external (was a private external) __simple_vsprintf
00000001ece2f0f0 (__DATA_CONST,__const) non-external (was a private external) __stage_cryptex1_sniff
00000001ece2f7e8 (__DATA_CONST,__const) non-external (was a private external) __stage_dylib_cache
00000001ece2ef28 (__DATA_CONST,__const) non-external (was a private external) __stage_goodbye
00000001ece2ee18 (__DATA_CONST,__const) non-external (was a private external) __stage_graft
00000001ece2f070 (__DATA_CONST,__const) non-external (was a private external) __stage_graft_fetch
00000001ece2f030 (__DATA_CONST,__const) non-external (was a private external) __stage_graft_select
00000001ece2eee8 (__DATA_CONST,__const) non-external (was a private external) __stage_hello
00000001ece2f0b0 (__DATA_CONST,__const) non-external (was a private external) __stage_preboot
000000018011cfe0 (__TEXT,__text) non-external (was a private external) __subsystem_init
00000001e828250c (__DATA_DIRTY,__bss) non-external __task_reply_port
00000001e8753cd0 (__DATA,__bss) non-external __tbi
00000001801268f4 (__TEXT,__text) non-external (was a private external) __thread_set_tsd_base
000000018012ec20 (__TEXT,__text) non-external (was a private external) _abort
000000018012eba8 (__TEXT,__text) non-external (was a private external) _abort_report_np
000000018013064c (__TEXT,__text) non-external (was a private external) _abort_with_payload
00000001801305c0 (__TEXT,__text) non-external _abort_with_payload_wrapper_internal
00000001801305a0 (__TEXT,__text) non-external (was a private external) _abort_with_reason
000000018011cbe8 (__TEXT,__text) non-external (was a private external) _amfi_check_dyld_policy_self
000000018011cc5c (__TEXT,__text) non-external (was a private external) _amfi_load_trust_cache
00000001e8753c0c (__DATA,__bss) non-external _arc4_count
000000018011ce24 (__TEXT,__text) non-external _arc4_fetch
00000001e8753c00 (__DATA,__bss) non-external _arc4_lock
000000018011cef8 (__TEXT,__text) non-external _arc4_stir
000000018011ccb8 (__TEXT,__text) non-external (was a private external) _arc4random
00000001801211c8 (__TEXT,__text) non-external (was a private external) _arguments
00000001801211f4 (__TEXT,__text) non-external (was a private external) _arguments_dump
0000000180120f90 (__TEXT,__text) non-external (was a private external) _arguments_init
00000001800bc030 (__TEXT,__text) non-external (was a private external) _bcmp
0000000180120d08 (__TEXT,__text) non-external (was a private external) _boot_boot
0000000180120f0c (__TEXT,__text) non-external (was a private external) _boot_destroy
0000000180120bd4 (__TEXT,__text) non-external (was a private external) _boot_dump_spec
0000000180120cf0 (__TEXT,__text) non-external (was a private external) _boot_get
0000000180120f04 (__TEXT,__text) non-external (was a private external) _boot_get_dylib_root
0000000180120cfc (__TEXT,__text) non-external (was a private external) _boot_get_unsafe
0000000180120c88 (__TEXT,__text) non-external (was a private external) _boot_init
0000000180120aec (__TEXT,__text) non-external (was a private external) _boot_select_spec
0000000180120ef4 (__TEXT,__text) non-external (was a private external) _boot_set_dylib_root
0000000180120e58 (__TEXT,__text) non-external (was a private external) _boot_set_payload
0000000180120df8 (__TEXT,__text) non-external (was a private external) _boot_set_root
00000001801226ac (__TEXT,__text) non-external (was a private external) _buff_get_length_uint32
00000001801226e4 (__TEXT,__text) non-external (was a private external) _buff_map_fd_anon
00000001800b9fa0 (__TEXT,__text) non-external (was a private external) _bzero
0000000180129548 (__TEXT,__text) non-external (was a private external) _cc_clear
0000000180129574 (__TEXT,__text) non-external (was a private external) _cc_disable_dit
000000018012691c (__TEXT,__text) non-external (was a private external) _ccdigest_final_64be
0000000180126b48 (__TEXT,__text) non-external (was a private external) _ccdigest_init
0000000180126bd4 (__TEXT,__text) non-external (was a private external) _ccdigest_update
00000001801285dc (__TEXT,__text) non-external (was a private external) _ccsha1_di
0000000180131e40 (__TEXT,__const) non-external (was a private external) _ccsha1_initial_state
00000001801285e8 (__TEXT,__text) non-external _ccsha1_vng_arm_compress
00000001ece2f870 (__DATA_CONST,__const) non-external (was a private external) _ccsha1_vng_arm_di
000000018012955c (__TEXT,__text) non-external (was a private external) _ccsha256_di
0000000180131e54 (__TEXT,__const) non-external (was a private external) _ccsha256_initial_state
00000001801292b4 (__TEXT,__text) non-external _ccsha256_vng_arm_compress
00000001ece2f8b8 (__DATA_CONST,__const) non-external (was a private external) _ccsha256_vng_arm_di
0000000180129568 (__TEXT,__text) non-external (was a private external) _ccsha384_di
0000000180131e78 (__TEXT,__const) non-external (was a private external) _ccsha384_initial_state
0000000180126904 (__TEXT,__text) non-external _ccsha384_vng_arm_compress
00000001ece2f828 (__DATA_CONST,__const) non-external (was a private external) _ccsha384_vng_arm_di
0000000180131bc0 (__TEXT,__const) non-external (was a private external) _ccsha512_K
00000001801292b8 (__TEXT,__text) non-external (was a private external) _ccsha512_final
00000001800bd378 (__TEXT,__text) non-external (was a private external) _cerror
00000001800bae88 (__TEXT,__text) non-external (was a private external) _cerror_nocancel
00000001800b97a4 (__TEXT,__text) non-external (was a private external) _clock_sleep_trap
00000001800ba838 (__TEXT,__text) non-external (was a private external) _close
000000018011f9e8 (__TEXT,__text) non-external (was a private external) _closefd
000000018011fb4c (__TEXT,__text) non-external (was a private external) _closefd_optional
0000000180121b7c (__TEXT,__text) non-external (was a private external) _configuration
0000000180121bb4 (__TEXT,__text) non-external (was a private external) _configuration_dump
000000018012135c (__TEXT,__text) non-external (was a private external) _configuration_init
0000000180121ba8 (__TEXT,__text) non-external (was a private external) _configuration_unsafe
0000000180125b50 (__TEXT,__text) non-external (was a private external) _connect
0000000180131b10 (__TEXT,__const) non-external _cryptex_attrlist
000000018011edd4 (__TEXT,__text) non-external (was a private external) _cryptex_destroy
000000018011e538 (__TEXT,__text) non-external (was a private external) _cryptex_get_node_info
000000018011e62c (__TEXT,__text) non-external (was a private external) _cryptex_graft
000000018011d3c4 (__TEXT,__text) non-external (was a private external) _cryptex_graft_failure_exists
000000018011d33c (__TEXT,__text) non-external (was a private external) _cryptex_graft_failure_recovery
000000018011dcf8 (__TEXT,__text) non-external (was a private external) _cryptex_init
000000018011eb00 (__TEXT,__text) non-external (was a private external) _cryptex_load_trust_cache
000000018011dd24 (__TEXT,__text) non-external (was a private external) _cryptex_open
000000018011d40c (__TEXT,__text) non-external (was a private external) _cryptex_spec_get_reduced_im4m_spec
000000018011d338 (__TEXT,__text) non-external (was a private external) _cryptex_spec_iterate_select_default
000000018011d424 (__TEXT,__text) non-external (was a private external) _cryptex_spec_next
00000001800bcf90 (__TEXT,__text) non-external (was a private external) _csr_check
00000001800b9840 (__TEXT,__text) non-external (was a private external) _debug_control_port_for_pid
00000001800bba40 (__TEXT,__text) non-external _dec
000000018011f150 (__TEXT,__text) non-external (was a private external) _dlog
0000000180126348 (__TEXT,__text) non-external (was a private external) _dup
0000000180126374 (__TEXT,__text) non-external (was a private external) _dup2
000000018011fbf4 (__TEXT,__text) non-external (was a private external) _dupfd
000000018011fc74 (__TEXT,__text) non-external (was a private external) _dupfd2
000000018011fcf8 (__TEXT,__text) non-external (was a private external) _dupfd_optional
0000000180130688 (__TEXT,__const) non-external (was a private external) _dyldVersionNumber
0000000180130660 (__TEXT,__const) non-external (was a private external) _dyldVersionString
00000001e82809c0 (__DATA_DIRTY,__all_image_info) external _dyld_all_image_infos
000000018012262c (__TEXT,__text) non-external (was a private external) _dyld_halt
00000001801224ec (__TEXT,__text) non-external (was a private external) _dyld_parse_boot_arg_cstr
0000000180122344 (__TEXT,__text) non-external (was a private external) _dyld_parse_boot_arg_int
00000001801222a4 (__TEXT,__text) non-external (was a private external) _dyld_tolower_cstr
00000001e8282510 (__DATA_DIRTY,__bss) non-external _errno
000000018011d110 (__TEXT,__text) non-external _extract_next_subsystem_root_path
00000001800bbf58 (__TEXT,__text) non-external (was a private external) _fcntl
00000001801263a0 (__TEXT,__text) non-external (was a private external) _fgetattrlist
00000001801263cc (__TEXT,__text) non-external (was a private external) _fgetxattr
00000001801263f8 (__TEXT,__text) non-external (was a private external) _fmount
000000018011fe88 (__TEXT,__text) non-external (was a private external) _fmount_90140467
00000001800fdabc (__TEXT,__text) non-external (was a private external) _fprintf
0000000180126424 (__TEXT,__text) non-external (was a private external) _fsctl
0000000180126450 (__TEXT,__text) non-external (was a private external) _fsetxattr
000000018012647c (__TEXT,__text) non-external (was a private external) _fsgetpath
00000001800bd77c (__TEXT,__text) non-external (was a private external) _fstat
00000001800bd77c (__TEXT,__text) non-external (was a private external) _fstat64
00000001801264a8 (__TEXT,__text) non-external (was a private external) _fstatat
00000001801264a8 (__TEXT,__text) non-external (was a private external) _fstatat64
00000001801264d4 (__TEXT,__text) non-external (was a private external) _fstatfs
00000001801264d4 (__TEXT,__text) non-external (was a private external) _fstatfs64
0000000180126500 (__TEXT,__text) non-external (was a private external) _fsync
000000018012652c (__TEXT,__text) non-external (was a private external) _ftruncate
00000001800fdb68 (__TEXT,__text) non-external (was a private external) _fwrite
