00007ff841bbb778 (__DATA,__data) non-external _C
00007ff8002e9c3b (__TEXT,__text) external _getpagesize
00007ff843911898 (__DATA_DIRTY,__bss) non-external _getpagesize.value
00007ff80032be4e (__TEXT,__text) external _getpass
00007ff841bbdf20 (__DATA,__bss) non-external _getpass.buf
00007ff80032a9bc (__TEXT,__text) external _getpeereid
                 (undefined) external _getpgrp (from libsystem_kernel)
                 (undefined) external _getpid (from libsystem_kernel)
                 (undefined) external _getpriority (from libsystem_kernel)
00007ff8002e8a1e (__TEXT,__text) external _getprogname
                 (undefined) external _getpwnam (from libsystem_info)
                 (undefined) external _getpwuid (from libsystem_info)
                 (undefined) external _getpwuid_r (from libsystem_info)
                 (undefined) external _getrlimit (from libsystem_kernel)
00007ff8002e3c33 (__TEXT,__text) non-external _getrule
                 (undefined) external _getrusage (from libsystem_kernel)
00007ff8003373b6 (__TEXT,__text) external _gets
00007ff80035c8f0 (__TEXT,__const) non-external _gets.w
00007ff841bbe1d0 (__DATA,__bss) non-external _gets.warned
00007ff8002e3a2b (__TEXT,__text) non-external _getsecs
                 (undefined) external _getsectiondata (from libmacho)
                 (undefined) external _getsockopt (from libsystem_kernel)
00007ff80033515a (__TEXT,__text) external _getsourcefilter
00007ff800344be9 (__TEXT,__text) external _getsubopt
00007ff8002e25ca (__TEXT,__text) external _gettimeofday
00007ff841bbddd4 (__DATA,__bss) non-external _gettimeofday.cached_tz.0
00007ff841bbddd8 (__DATA,__bss) non-external _gettimeofday.cached_tz.1
00007ff841bbddd0 (__DATA,__bss) non-external _gettimeofday.validtz
00007ff800314b12 (__TEXT,__text) external _getttyent
00007ff841bbd720 (__DATA,__bss) non-external _getttyent.line
00007ff840027ae8 (__DATA_CONST,__const) non-external _getttyent.nonexistent
00007ff841bbd6e0 (__DATA,__bss) non-external _getttyent.tty
00007ff8003149c2 (__TEXT,__text) external _getttynam
00007ff800314493 (__TEXT,__text) non-external _gettype
                 (undefined) external _getuid (from libsystem_kernel)
00007ff800315217 (__TEXT,__text) external _getusershell
00007ff80034e42f (__TEXT,__text) external _getutmp
00007ff80034e46e (__TEXT,__text) external _getutmpx
00007ff80034dc58 (__TEXT,__text) external _getutxent
00007ff8003167bf (__TEXT,__text) external _getutxent_wtmp
00007ff80034ddc5 (__TEXT,__text) external _getutxid
00007ff80034dea2 (__TEXT,__text) external _getutxline
00007ff80035c8d1 (__TEXT,__const) non-external _getv4.digits
00007ff80030ee73 (__TEXT,__text) external _getvfsbyname
00007ff80033746b (__TEXT,__text) external _getw
00007ff8003374a0 (__TEXT,__text) external _getwc
00007ff8003374c8 (__TEXT,__text) external _getwc_l
00007ff8003374d2 (__TEXT,__text) external _getwchar
00007ff800337504 (__TEXT,__text) external _getwchar_l
00007ff80031d23a (__TEXT,__text) external _getwd
00007ff8002e3972 (__TEXT,__text) non-external _getzname
00007ff800353be0 (__TEXT,__text) external _glob
00007ff800307430 (__TEXT,__text) external _glob$INODE64
00007ff800307791 (__TEXT,__text) non-external _glob0
00007ff800353f5c (__TEXT,__text) non-external _glob0
00007ff800307c94 (__TEXT,__text) non-external _glob2
00007ff8003544cf (__TEXT,__text) non-external _glob2
00007ff800353f3c (__TEXT,__text) external _glob_b
00007ff80032aa1c (__TEXT,__text) external _glob_b$INODE64
00007ff80032aa67 (__TEXT,__text) non-external _globexp1
00007ff8003541e1 (__TEXT,__text) non-external _globexp1
00007ff8003087af (__TEXT,__text) non-external _globfinal
00007ff80035445a (__TEXT,__text) non-external _globfinal
00007ff800308838 (__TEXT,__text) external _globfree
00007ff80035cba4 (__TEXT,__const) non-external _gmt
00007ff80030275d (__TEXT,__text) non-external _gmt_init
00007ff841bbba78 (__DATA,__data) non-external _gmt_notify
00007ff841bbba80 (__DATA,__data) non-external _gmt_once
00007ff80030900f (__TEXT,__text) external _gmtime
00007ff841bbe378 (__DATA,__bss) non-external _gmtime_key
00007ff841bbe374 (__DATA,__bss) non-external _gmtime_key_error
00007ff8003090a3 (__TEXT,__text) non-external _gmtime_key_init
00007ff841bbba68 (__DATA,__data) non-external _gmtime_once
00007ff8003026b7 (__TEXT,__text) external _gmtime_r
00007ff8003027ec (__TEXT,__text) non-external _gmtload
00007ff841bbe3b8 (__DATA,__bss) non-external _gmtptr
00007ff8003026d3 (__TEXT,__text) non-external _gmtsub
00007ff80035cd60 (__TEXT,__const) non-external _gnuoptchar
00007ff841bbde68 (__DATA,__bss) non-external _gottoprec
00007ff8002ffee7 (__TEXT,__text) external _grantpt
00007ff80033a194 (__TEXT,__text) non-external _grouping_init
00007ff80033e707 (__TEXT,__text) non-external _grouping_init
00007ff80033a22f (__TEXT,__text) non-external _grouping_print
00007ff80033e94c (__TEXT,__text) non-external _grouping_print
00007ff80032be37 (__TEXT,__text) non-external _handler
00007ff80032331c (__TEXT,__text) non-external _hash4
00007ff800321f0c (__TEXT,__text) non-external _hash_access
00007ff80032180c (__TEXT,__text) non-external _hash_close
00007ff800348304 (__TEXT,__text) external _hash_create
00007ff80032183d (__TEXT,__text) non-external _hash_delete
00007ff800348370 (__TEXT,__text) external _hash_destroy
00007ff80032189a (__TEXT,__text) non-external _hash_fd
00007ff8003218c9 (__TEXT,__text) non-external _hash_get
00007ff80034859f (__TEXT,__text) external _hash_purge
00007ff80032190e (__TEXT,__text) non-external _hash_put
00007ff80034843a (__TEXT,__text) external _hash_search
00007ff800321975 (__TEXT,__text) non-external _hash_seq
00007ff800348613 (__TEXT,__text) external _hash_stats
00007ff800321bce (__TEXT,__text) non-external _hash_sync
00007ff800348535 (__TEXT,__text) external _hash_traverse
00007ff800344d14 (__TEXT,__text) external _hcreate
00007ff8003216f2 (__TEXT,__text) non-external _hdestroy
00007ff800344ddb (__TEXT,__text) external _hdestroy
00007ff8002e83fa (__TEXT,__text) external _heapsort
00007ff80030ab34 (__TEXT,__text) external _heapsort_b
00007ff80035a8f0 (__TEXT,__const) non-external _hexdigit
00007ff80035fd20 (__TEXT,__cstring) non-external _hexlist
00007ff841bbd788 (__DATA,__bss) non-external _hexpreg
                 (undefined) external _host_get_clock_service (from libsystem_kernel)
00007ff800344e48 (__TEXT,__text) external _hsearch
00007ff841bbe400 (__DATA,__bss) non-external _htable
00007ff841bbe408 (__DATA,__bss) non-external _htablesize
                 (undefined) external _if_nametoindex (from libsystem_info)
00007ff80035cd40 (__TEXT,__const) non-external _illoptchar
00007ff80035ce30 (__TEXT,__const) non-external _illoptstring
00007ff800344ef3 (__TEXT,__text) external _imaxabs
00007ff800344f03 (__TEXT,__text) external _imaxdiv
                 (indirect) external _index (for __platform_strchr)
00007ff8002ede45 (__TEXT,__text) external _inet_addr
00007ff8002ede04 (__TEXT,__text) external _inet_aton
00007ff80033365c (__TEXT,__text) external _inet_lnaof
00007ff800333689 (__TEXT,__text) external _inet_makeaddr
00007ff8003336c2 (__TEXT,__text) external _inet_net_ntop
00007ff800333b9e (__TEXT,__text) external _inet_net_pton
00007ff80035954b (__TEXT,__text) non-external _inet_net_pton.cold.1
00007ff80035956c (__TEXT,__text) non-external _inet_net_pton.cold.2
00007ff80035958f (__TEXT,__text) non-external _inet_net_pton.cold.3
00007ff80035c891 (__TEXT,__const) non-external _inet_net_pton_ipv4.digits
00007ff80035c880 (__TEXT,__const) non-external _inet_net_pton_ipv4.xdigits
00007ff80035c8a0 (__TEXT,__const) non-external _inet_net_pton_ipv6.xdigits_l
00007ff80035c8c0 (__TEXT,__const) non-external _inet_net_pton_ipv6.xdigits_u
00007ff8003343f9 (__TEXT,__text) external _inet_neta
00007ff80033449e (__TEXT,__text) external _inet_netof
00007ff8003344ce (__TEXT,__text) external _inet_network
00007ff800334921 (__TEXT,__text) external _inet_nsap_addr
00007ff800334aa2 (__TEXT,__text) external _inet_nsap_ntoa
00007ff800309b1f (__TEXT,__text) external _inet_ntoa
00007ff841bbe170 (__DATA,__bss) non-external _inet_ntoa.ret
00007ff8002edede (__TEXT,__text) external _inet_ntop
00007ff8002edf1f (__TEXT,__text) external _inet_ntop4
00007ff8002fb2cc (__TEXT,__text) external _inet_ntop6
00007ff8002ec61a (__TEXT,__text) external _inet_pton
00007ff8002ec96e (__TEXT,__text) non-external _inet_pton4
00007ff80035cf30 (__TEXT,__const) non-external _inet_pton4.digits
00007ff80035cf40 (__TEXT,__const) non-external _inet_pton6.xdigits_l
00007ff80035cf60 (__TEXT,__const) non-external _inet_pton6.xdigits_u
00007ff800312638 (__TEXT,__text) non-external _infinity
00007ff80031282a (__TEXT,__text) non-external _initMPFromDigits
00007ff80035a9f0 (__TEXT,__const) non-external _initMPFromDigits.powersOfTen
00007ff800313e2d (__TEXT,__text) non-external _init_perm
00007ff80031524b (__TEXT,__text) non-external _initshells
00007ff800347754 (__TEXT,__text) external _initstate
00007ff8002f23c7 (__TEXT,__text) non-external _insertionsort
00007ff80034926c (__TEXT,__text) non-external _insertionsort
00007ff800344f33 (__TEXT,__text) external _insque
                 (undefined) external _ioctl (from libsystem_kernel)
00007ff800317623 (__TEXT,__text) external _isalnum
00007ff800317cd4 (__TEXT,__text) external _isalnum_l
00007ff800317686 (__TEXT,__text) external _isalpha
00007ff800317d37 (__TEXT,__text) external _isalpha_l
00007ff800317612 (__TEXT,__text) external _isascii
00007ff8002ef6f6 (__TEXT,__text) external _isatty
00007ff8003176e3 (__TEXT,__text) external _isblank
00007ff800317d94 (__TEXT,__text) external _isblank_l
00007ff800317740 (__TEXT,__text) external _iscntrl
00007ff800317df1 (__TEXT,__text) external _iscntrl_l
00007ff8003096c1 (__TEXT,__text) external _isdigit
00007ff800317e4e (__TEXT,__text) external _isdigit_l
00007ff80031779d (__TEXT,__text) external _isgraph
00007ff800317eab (__TEXT,__text) external _isgraph_l
00007ff800317a5c (__TEXT,__text) external _ishexnumber
00007ff800317f08 (__TEXT,__text) external _ishexnumber_l
00007ff800317ab9 (__TEXT,__text) external _isideogram
00007ff800317f65 (__TEXT,__text) external _isideogram_l
00007ff8003177fa (__TEXT,__text) external _islower
00007ff800317fc2 (__TEXT,__text) external _islower_l
00007ff800317b16 (__TEXT,__text) external _isnumber
00007ff80031801f (__TEXT,__text) external _isnumber_l
00007ff800317b73 (__TEXT,__text) external _isphonogram
00007ff80031807c (__TEXT,__text) external _isphonogram_l
00007ff800317857 (__TEXT,__text) external _isprint
00007ff8003180d9 (__TEXT,__text) external _isprint_l
00007ff8003178b4 (__TEXT,__text) external _ispunct
00007ff800318136 (__TEXT,__text) external _ispunct_l
00007ff800317bd0 (__TEXT,__text) external _isrune
00007ff800318193 (__TEXT,__text) external _isrune_l
                 (undefined) external _issetugid (from libsystem_kernel)
00007ff800317911 (__TEXT,__text) external _isspace
00007ff8003181fb (__TEXT,__text) external _isspace_l
00007ff800317c31 (__TEXT,__text) external _isspecial
00007ff800318258 (__TEXT,__text) external _isspecial_l
00007ff80030011f (__TEXT,__text) non-external _istrsenvisx
00007ff800359434 (__TEXT,__text) non-external _istrsenvisx.cold.1
00007ff800359457 (__TEXT,__text) non-external _istrsenvisx.cold.2
00007ff80035947a (__TEXT,__text) non-external _istrsenvisx.cold.3
00007ff80035949d (__TEXT,__text) non-external _istrsenvisx.cold.4
00007ff8003000c2 (__TEXT,__text) non-external _istrsenvisxl
00007ff80031796e (__TEXT,__text) external _isupper
00007ff8003182b5 (__TEXT,__text) external _isupper_l
00007ff8003183ad (__TEXT,__text) external _iswalnum
00007ff800318827 (__TEXT,__text) external _iswalnum_l
00007ff800318410 (__TEXT,__text) external _iswalpha
00007ff80031888a (__TEXT,__text) external _iswalpha_l
00007ff800318d37 (__TEXT,__text) external _iswascii
00007ff800318cda (__TEXT,__text) external _iswblank
00007ff800318f7a (__TEXT,__text) external _iswblank_l
00007ff80031846d (__TEXT,__text) external _iswcntrl
00007ff8003188e7 (__TEXT,__text) external _iswcntrl_l
00007ff8003184ca (__TEXT,__text) external _iswctype
00007ff800318944 (__TEXT,__text) external _iswctype_l
00007ff800318533 (__TEXT,__text) external _iswdigit
00007ff8003189b4 (__TEXT,__text) external _iswdigit_l
00007ff800318556 (__TEXT,__text) external _iswgraph
00007ff800318a11 (__TEXT,__text) external _iswgraph_l
00007ff800318d48 (__TEXT,__text) external _iswhexnumber
00007ff800318fd7 (__TEXT,__text) external _iswhexnumber_l
00007ff800318da5 (__TEXT,__text) external _iswideogram
00007ff800319034 (__TEXT,__text) external _iswideogram_l
00007ff8003185b3 (__TEXT,__text) external _iswlower
00007ff800318a6e (__TEXT,__text) external _iswlower_l
00007ff800318e02 (__TEXT,__text) external _iswnumber
00007ff800319091 (__TEXT,__text) external _iswnumber_l
00007ff800318e5f (__TEXT,__text) external _iswphonogram
00007ff8003190ee (__TEXT,__text) external _iswphonogram_l
00007ff800318610 (__TEXT,__text) external _iswprint
00007ff800318acb (__TEXT,__text) external _iswprint_l
00007ff80031866d (__TEXT,__text) external _iswpunct
00007ff800318b28 (__TEXT,__text) external _iswpunct_l
00007ff800318ebc (__TEXT,__text) external _iswrune
00007ff80031914b (__TEXT,__text) external _iswrune_l
00007ff8003186ca (__TEXT,__text) external _iswspace
00007ff800318b85 (__TEXT,__text) external _iswspace_l
00007ff800318f1d (__TEXT,__text) external _iswspecial
00007ff8003191b3 (__TEXT,__text) external _iswspecial_l
00007ff800318727 (__TEXT,__text) external _iswupper
00007ff800318be2 (__TEXT,__text) external _iswupper_l
00007ff800318784 (__TEXT,__text) external _iswxdigit
00007ff800318c3f (__TEXT,__text) external _iswxdigit_l
00007ff80030969e (__TEXT,__text) external _isxdigit
00007ff800318312 (__TEXT,__text) external _isxdigit_l
00007ff80035def0 (__TEXT,__cstring) non-external _itoa64
00007ff80032ae90 (__TEXT,__text) external _jrand48
00007ff840028080 (__DATA_CONST,__const) external _kOSThermalNotificationPressureLevelName
                 (undefined) external _kill (from libsystem_kernel)
00007ff800309d31 (__TEXT,__text) external _killpg
00007ff800348c0e (__TEXT,__text) external _l64a
00007ff841bbe458 (__DATA,__bss) non-external _l64a.buf
00007ff800344f5c (__TEXT,__text) external _labs
00007ff80032e41d (__TEXT,__text) non-external _largesearch
00007ff841bbe3c0 (__DATA,__bss) non-external _last_default_tzload_mtimespec
00007ff841bbba48 (__DATA,__data) non-external _lastglue
00007ff800312ded (__TEXT,__text) external _lchflags
00007ff8002fafbc (__TEXT,__text) external _lchmod
00007ff841bbe260 (__DATA,__bss) non-external _lcl_TZname
00007ff843911730 (__DATA_DIRTY,__data) non-external _lcl_notify
00007ff843911650 (__DATA_DIRTY,__data) non-external (was a private external) _lcl_rwlock
00007ff8439130c0 (__DATA_DIRTY,__bss) non-external _lclptr
00007ff80032aed0 (__TEXT,__text) external _lcong48
00007ff800344f6c (__TEXT,__text) external _ldiv
00007ff80034504b (__TEXT,__text) external _lfind
00007ff800339764 (__TEXT,__text) non-external _lflush
00007ff8003346c4 (__TEXT,__text) external _link_addr
00007ff800334844 (__TEXT,__text) external _link_ntoa
00007ff841bbe190 (__DATA,__bss) non-external _link_ntoa.obuf
00007ff800344f9c (__TEXT,__text) external _llabs
00007ff800344fac (__TEXT,__text) external _lldiv
00007ff8003356c1 (__TEXT,__text) non-external _loadCat
00007ff8002fd7e4 (__TEXT,__text) non-external _loadlocale
00007ff80030ecca (__TEXT,__text) external _localeconv
00007ff8002e03ec (__TEXT,__text) external _localeconv_l
00007ff8003594c0 (__TEXT,__text) non-external _localeconv_l.cold.1
00007ff8003594d2 (__TEXT,__text) non-external _localeconv_l.cold.2
00007ff8002e8a6a (__TEXT,__text) external _localtime
00007ff8439130d0 (__DATA_DIRTY,__bss) non-external _localtime_key
00007ff841bbe368 (__DATA,__bss) non-external _localtime_key_error
00007ff8002e8b2c (__TEXT,__text) non-external _localtime_key_init
00007ff843911738 (__DATA_DIRTY,__data) non-external _localtime_once
00007ff8002e2690 (__TEXT,__text) external _localtime_r
00007ff80030fb3c (__TEXT,__text) external _lockf
00007ff80032af14 (__TEXT,__text) external _lockf$NOCANCEL
00007ff80031cde4 (__TEXT,__text) external _login
00007ff80031bd17 (__TEXT,__text) external _login_tty
00007ff80031ce45 (__TEXT,__text) external _logout
00007ff80031bd7e (__TEXT,__text) external _logwtmp
00007ff80032afdc (__TEXT,__text) external _lrand48
00007ff800344fdc (__TEXT,__text) external _lsearch
                 (undefined) external _lseek (from libsystem_kernel)
                 (undefined) external _lstat (from libsystem_kernel)
                 (undefined) external _lstat$INODE64 (from libsystem_kernel)
00007ff80031c58e (__TEXT,__text) external _lstatx64_np
00007ff800357bd1 (__TEXT,__text) external _lstatx_np
00007ff8002f29aa (__TEXT,__text) external _lstatx_np$INODE64
00007ff8002f29e4 (__TEXT,__text) non-external _lstatx_syscall
00007ff800357c0b (__TEXT,__text) non-external _lstatx_syscall
00007ff800308cd6 (__TEXT,__text) external _lutimes
                 (undefined) external _mach_absolute_time (from libsystem_kernel)
                 (undefined) external _mach_approximate_time (from libsystem_kernel)
                 (undefined) external _mach_boottime_usec (from libsystem_kernel)
                 (undefined) external _mach_continuous_approximate_time (from libsystem_kernel)
                 (undefined) external _mach_continuous_time (from libsystem_kernel)
                 (undefined) external _mach_error_string (from libsystem_kernel)
                 (undefined) external _mach_host_self (from libsystem_kernel)
                 (undefined) external _mach_port_deallocate (from libsystem_kernel)
                 (undefined) external _mach_task_self_ (from libsystem_kernel)
                 (undefined) external _mach_timebase_info (from libsystem_kernel)
                 (undefined) external _malloc (from libsystem_malloc)
00007ff840027b50 (__DATA_CONST,__const) non-external _mapping
00007ff8003067ed (__TEXT,__text) external _mblen
00007ff800306875 (__TEXT,__text) external _mblen_l
00007ff80031c9a7 (__TEXT,__text) external _mbmb
00007ff841bbddf0 (__DATA,__bss) non-external _mbmb.warn_depreciated
                 (undefined) external _mbr_gid_to_uuid (from libsystem_info)
                 (undefined) external _mbr_uid_to_uuid (from libsystem_info)
                 (undefined) external _mbr_uuid_to_id (from libsystem_info)
00007ff8003068f9 (__TEXT,__text) external _mbrlen
00007ff800330447 (__TEXT,__text) external _mbrlen_l
00007ff80031c8ff (__TEXT,__text) external _mbrrune
00007ff841bbddec (__DATA,__bss) non-external _mbrrune.warn_depreciated
00007ff8003096fd (__TEXT,__text) external _mbrtowc
00007ff8003071d5 (__TEXT,__text) external _mbrtowc_l
00007ff80031c856 (__TEXT,__text) external _mbrune
00007ff841bbdde8 (__DATA,__bss) non-external _mbrune.warn_depreciated
00007ff8003304c3 (__TEXT,__text) external _mbsinit
00007ff800330490 (__TEXT,__text) external _mbsinit_l
00007ff800330540 (__TEXT,__text) external _mbsnrtowcs
00007ff8003304fb (__TEXT,__text) external _mbsnrtowcs_l
00007ff8003306cf (__TEXT,__text) external _mbsrtowcs
00007ff800330684 (__TEXT,__text) external _mbsrtowcs_l
00007ff800300a5f (__TEXT,__text) external _mbstowcs
00007ff800330723 (__TEXT,__text) external _mbstowcs_l
00007ff8003007e1 (__TEXT,__text) external _mbtowc
00007ff8002e1ac7 (__TEXT,__text) external _mbtowc_l
                 (indirect) external _memccpy (for __platform_memccpy)
                 (indirect) external _memchr (for __platform_memchr)
                 (indirect) external _memcmp (for __platform_memcmp)
                 (indirect) external _memcpy (for __platform_memmove)
00007ff8002f08ae (__TEXT,__text) external _memmem
                 (indirect) external _memmove (for __platform_memmove)
                 (indirect) external _memset (for __platform_memset)
                 (indirect) external _memset_pattern16 (for __platform_memset_pattern16)
                 (indirect) external _memset_pattern4 (for __platform_memset_pattern4)
                 (indirect) external _memset_pattern8 (for __platform_memset_pattern8)
00007ff8002db947 (__TEXT,__text) external _memset_s
00007ff80033364f (__TEXT,__text) non-external _memstream_close
00007ff8003335c3 (__TEXT,__text) non-external _memstream_seek
00007ff800359505 (__TEXT,__text) non-external _memstream_seek.cold.1
00007ff800359528 (__TEXT,__text) non-external _memstream_seek.cold.2
00007ff8003334b2 (__TEXT,__text) non-external _memstream_update
00007ff8003594e4 (__TEXT,__text) non-external _memstream_update.cold.1
00007ff8003334df (__TEXT,__text) non-external _memstream_write
00007ff8002f1bb1 (__TEXT,__text) external _mergesort
00007ff8003019fa (__TEXT,__text) external _mergesort_b
                 (undefined) external _mkdirat (from libsystem_kernel)
00007ff80031c4e1 (__TEXT,__text) external _mkdirx_np
00007ff800309b65 (__TEXT,__text) external _mkdtemp
00007ff800337674 (__TEXT,__text) external _mkdtempat_np
00007ff80031c4ca (__TEXT,__text) external _mkfifox_np
00007ff80033760d (__TEXT,__text) external _mkostemp
00007ff80033751b (__TEXT,__text) external _mkostemps
00007ff80033757c (__TEXT,__text) external _mkostempsat_np
00007ff8002e9cb4 (__TEXT,__text) external _mkpath_np
00007ff80031be84 (__TEXT,__text) external _mkpathat_np
00007ff8003073ae (__TEXT,__text) external _mkstemp
00007ff8003376f3 (__TEXT,__text) external _mkstemp_dprotected_np
00007ff8002fb001 (__TEXT,__text) external _mkstemps
00007ff8003375d1 (__TEXT,__text) external _mkstempsat_np
00007ff8002f04a0 (__TEXT,__text) external _mktemp
00007ff8002f2a6f (__TEXT,__text) external _mktime
                 (undefined) external _mmap (from libsystem_kernel)
00007ff80035cbe0 (__TEXT,__const) non-external _mon_lengths
00007ff8003175ee (__TEXT,__text) external _monaddition
00007ff800317606 (__TEXT,__text) external _moncontrol
00007ff80031760c (__TEXT,__text) external _moncount
00007ff8003175e2 (__TEXT,__text) external _moninit
00007ff800317600 (__TEXT,__text) external _monitor
00007ff8003175fa (__TEXT,__text) external _monoutput
00007ff8003175f4 (__TEXT,__text) external _monreset
00007ff8003175e8 (__TEXT,__text) external _monstartup
00007ff8003363af (__TEXT,__text) non-external _moreglue
00007ff800324b24 (__TEXT,__text) non-external _mpool_bkt
00007ff800324d92 (__TEXT,__text) external _mpool_close
00007ff800324a75 (__TEXT,__text) external _mpool_filter
00007ff800324beb (__TEXT,__text) external _mpool_get
00007ff800324a90 (__TEXT,__text) external _mpool_new
00007ff800358b24 (__TEXT,__text) non-external _mpool_new.cold.1
00007ff8003249af (__TEXT,__text) external _mpool_open
00007ff800324d7d (__TEXT,__text) external _mpool_put
00007ff800324ddc (__TEXT,__text) external _mpool_sync
00007ff800324e47 (__TEXT,__text) non-external _mpool_write
00007ff80032b00d (__TEXT,__text) external _mrand48
00007ff80031d607 (__TEXT,__text) non-external _mswap
00007ff800312996 (__TEXT,__text) non-external _multiplyByFiveToTheN
                 (undefined) external _munmap (from libsystem_kernel)
00007ff841bbdd88 (__DATA,__bss) non-external _namebuf
00007ff8002e942a (__TEXT,__text) external _nanosleep
00007ff800304231 (__TEXT,__text) external _nanosleep$NOCANCEL
00007ff841bbdf90 (__DATA,__bss) non-external _new_categories
00007ff80031b525 (__TEXT,__text) external _new_printf_comp
00007ff80030b178 (__TEXT,__text) external _new_printf_domain
00007ff8002eef65 (__TEXT,__text) external _newlocale
00007ff843911790 (__DATA_DIRTY,__data) non-external _next
00007ff800328c9c (__TEXT,__text) non-external _nextcomp
00007ff841bbde10 (__DATA,__bss) non-external _nextcomp.lmsgverb
00007ff841bbde30 (__DATA,__bss) non-external _nextcomp.state
00007ff800330bc5 (__TEXT,__text) external _nextwctype
00007ff800330a84 (__TEXT,__text) external _nextwctype_l
00007ff800357968 (__TEXT,__text) external _nftw
00007ff80031592c (__TEXT,__text) external _nftw$INODE64
00007ff80032b03c (__TEXT,__text) external _nice
00007ff80030e254 (__TEXT,__text) external _nl_langinfo
00007ff80030e27c (__TEXT,__text) external _nl_langinfo_l
00007ff841bbdf88 (__DATA,__bss) non-external _nl_langinfo_l.csym
00007ff80035cdd0 (__TEXT,__const) non-external _noarg
00007ff80035c840 (__TEXT,__const) non-external _nogrouping
00007ff841bbbab4 (__DATA,__data) non-external _nonopt_end
00007ff841bbbab8 (__DATA,__data) non-external _nonopt_start
                 (undefined) external _notify_cancel (from libsystem_notify)
                 (undefined) external _notify_check (from libsystem_notify)
00007ff8002e2b0e (__TEXT,__text) non-external _notify_check_tz
                 (undefined) external _notify_monitor_file (from libsystem_notify)
                 (undefined) external _notify_post (from libsystem_notify)
                 (undefined) external _notify_register_check (from libsystem_notify)
00007ff8002e4033 (__TEXT,__text) non-external _notify_register_tz
00007ff80035cbb0 (__TEXT,__const) non-external _notify_tz_name
00007ff80032b0bc (__TEXT,__text) external _nrand48
00007ff80031ec24 (__TEXT,__text) non-external _nroot
00007ff841bbb894 (__DATA,__data) non-external _numempty
00007ff841bbb8f8 (__DATA,__data) non-external _numempty
00007ff80035c300 (__TEXT,__const) non-external _nv
00007ff80032d839 (__TEXT,__text) external _nvis
00007ff841bbbb60 (__DATA,__data) external _off32
00007ff841bbbbc0 (__DATA,__data) external _off64
00007ff800341dc6 (__TEXT,__text) external _offtime
00007ff840027b30 (__DATA_CONST,__const) non-external _okshells
                 (undefined) external _open$NOCANCEL (from libsystem_kernel)
                 (undefined) external _open_dprotected_np (from libsystem_kernel)
00007ff8003333b9 (__TEXT,__text) external _open_memstream
00007ff80031a91e (__TEXT,__text) external _open_with_subsystem
00007ff80034192b (__TEXT,__text) external _open_wmemstream
                 (undefined) external _openat$NOCANCEL (from libsystem_kernel)
00007ff80031bedd (__TEXT,__text) external _opendev
00007ff80031c0a9 (__TEXT,__text) non-external _opendev_namebuf_init
00007ff841bbb790 (__DATA,__data) non-external _opendev_namebuf_once
00007ff800354c60 (__TEXT,__text) external _opendir
00007ff8002e093d (__TEXT,__text) external _opendir$INODE64
00007ff80032b367 (__TEXT,__text) non-external _opendir_compar
00007ff800355162 (__TEXT,__text) non-external _opendir_compar
00007ff8002ffd96 (__TEXT,__text) external _openpty
00007ff80030f1e8 (__TEXT,__text) external _openx_np
00007ff841bbe528 (__DATA,__common) external _optarg
00007ff841bbbaa0 (__DATA,__data) external _opterr
00007ff84391178c (__DATA_DIRTY,__data) external _optind
00007ff841bbe524 (__DATA,__common) external _optopt
00007ff841bbe520 (__DATA,__common) external _optreset
                 (undefined) external _os_log_simple_type_from_asl (from libsystem_platform)
                 (undefined) external _os_log_type_enabled (from libsystem_trace)
                 (undefined) external _os_unfair_lock_lock (from libsystem_platform)
                 (undefined) external _os_unfair_lock_lock_with_options (from libsystem_platform)
                 (undefined) external _os_unfair_lock_unlock (from libsystem_platform)
00007ff843911880 (__DATA_DIRTY,__bss) non-external _p5s
00007ff80035c930 (__TEXT,__const) non-external _padchar
00007ff841bbd6da (__DATA,__bss) non-external _parse_error
00007ff8003090c7 (__TEXT,__text) non-external _parse_long_options
00007ff841bbd6d8 (__DATA,__bss) non-external _parsed
                 (undefined) external _pathconf (from libsystem_kernel)
00007ff8003532bb (__TEXT,__text) external _pause
00007ff80032b37f (__TEXT,__text) external _pause$NOCANCEL
00007ff80032b6ad (__TEXT,__text) external _pclose
00007ff8003138de (__TEXT,__text) non-external _permute
00007ff800344b4b (__TEXT,__text) non-external _permute_args
00007ff800359682 (__TEXT,__text) external _perror
00007ff841bbde70 (__DATA,__bss) non-external _pfp
                 (undefined) external _pipe (from libsystem_kernel)
00007ff841bbbac0 (__DATA,__data) non-external _place
00007ff80032b3a4 (__TEXT,__text) external _popen
00007ff800353542 (__TEXT,__text) external _popen$DARWIN_EXTSN
00007ff800341e7d (__TEXT,__text) external _posix2time
00007ff8002ffec7 (__TEXT,__text) external _posix_openpt
                 (undefined) external _posix_spawn (from libsystem_kernel)
                 (undefined) external _posix_spawn_file_actions_addclose (from libsystem_kernel)
                 (undefined) external _posix_spawn_file_actions_adddup2 (from libsystem_kernel)
                 (undefined) external _posix_spawn_file_actions_addinherit_np (from libsystem_kernel)
                 (undefined) external _posix_spawn_file_actions_destroy (from libsystem_kernel)
                 (undefined) external _posix_spawn_file_actions_init (from libsystem_kernel)
                 (undefined) external _posix_spawnattr_destroy (from libsystem_kernel)
                 (undefined) external _posix_spawnattr_init (from libsystem_kernel)
                 (undefined) external _posix_spawnattr_setflags (from libsystem_kernel)
