00007ffc0f83f4ba (__TEXT,__text) external _AAAFSCGetMetadata
00007ffc0f814e5f (__TEXT,__text) non-external _streamClose
00007ffc0f7e323b (__TEXT,__text) non-external _streamConsumerProc
00007ffc0f815a73 (__TEXT,__text) non-external _streamEnqueueWriteChunkToStream
00007ffc0f80146f (__TEXT,__text) non-external _streamPRead
00007ffc0f8151f6 (__TEXT,__text) non-external _streamPWrite
00007ffc0f8022e7 (__TEXT,__text) non-external _streamProc
00007ffc0f8474ba (__TEXT,__text) non-external _streamProc
00007ffc0f80183f (__TEXT,__text) non-external _streamRead
00007ffc0f801862 (__TEXT,__text) non-external _streamSeek
00007ffc0f7e32fe (__TEXT,__text) non-external _streamThreadProc
00007ffc0f7e31a8 (__TEXT,__text) non-external _streamWorkerProc
                 (undefined) external _strerror (from libSystem)
00007ffc0f7f6e19 (__TEXT,__text) non-external _stringTableIndexCompareProc
00007ffc0f7f68f6 (__TEXT,__text) non-external _stringTableReserve
00007ffc0f83ede8 (__TEXT,__text) non-external _stripAFSC
                 (undefined) external _strlcpy (from libSystem)
                 (undefined) external _strlen (from libSystem)
                 (undefined) external _strncmp (from libSystem)
                 (undefined) external _strrchr (from libSystem)
                 (undefined) external _strtol (from libSystem)
                 (undefined) external _strtoll (from libSystem)
00007ffc0f83a04d (__TEXT,__text) non-external _subArchiveCreate
00007ffc0f83a5a7 (__TEXT,__text) non-external _subArchiveDestroy
                 (undefined) external _symlink (from libSystem)
                 (undefined) external _symlinkat (from libSystem)
                 (undefined) external _sysconf (from libSystem)
                 (undefined) external _sysctlbyname (from libSystem)
00007ffc0f8325da (__TEXT,__text) non-external _tarParseInt
00007ffc0f80e0b7 (__TEXT,__text) non-external _tempStreamCancel
00007ffc0f80e034 (__TEXT,__text) non-external _tempStreamClose
00007ffc0f80e104 (__TEXT,__text) non-external _tempStreamPRead
00007ffc0f80e366 (__TEXT,__text) non-external _tempStreamPWrite
00007ffc0f80e0cc (__TEXT,__text) non-external _tempStreamRead
00007ffc0f80e2da (__TEXT,__text) non-external _tempStreamSeek
00007ffc0f80e5ca (__TEXT,__text) non-external _tempStreamTruncate
00007ffc0f80e32e (__TEXT,__text) non-external _tempStreamWrite
00007ffc0f7fd7a2 (__TEXT,__text) non-external _threadPipelineConsumerThreadProc
00007ffc0f7fd4ac (__TEXT,__text) non-external _threadPipelineWorkerThreadProc
00007ffc0f844ae5 (__TEXT,__text) non-external _threadPoolWorkerThreadProc
00007ffc0f80a8c0 (__TEXT,__text) non-external _threadWrapperProc
00007ffc0f7e7b61 (__TEXT,__text) non-external _treeAdd
00007ffc0f7e7532 (__TEXT,__text) non-external (was a private external) _treeDeleteRangeWithPoint
00007ffc0f7e7800 (__TEXT,__text) non-external _treeRebalance
00007ffc0f7e8542 (__TEXT,__text) non-external _treeRotateLeft
00007ffc0f7e8420 (__TEXT,__text) non-external _treeRotateRight
00007ffc0f7e7a44 (__TEXT,__text) non-external (was a private external) _treeSub
                 (undefined) external _unlink (from libSystem)
00007ffc0f81bab9 (__TEXT,__text) non-external _unlinkTempSegment
                 (undefined) external _unlinkat (from libSystem)
00007ffc0f804511 (__TEXT,__text) non-external (was a private external) _updateFileAttributes
00007ffc0f806f22 (__TEXT,__text) non-external _updateFromHeader
00007ffc0f80a547 (__TEXT,__text) non-external (was a private external) _updateThreadErrorContextErrorCode
00007ffc0f80a579 (__TEXT,__text) non-external (was a private external) _updateThreadErrorContextWarningCode
00007ffc0f82e76d (__TEXT,__text) non-external _update_field_sizes
                 (undefined) external _usleep (from libSystem)
                 (undefined) external _utimes (from libSystem)
                 (undefined) external _uuid_parse (from libSystem)
                 (undefined) external _uuid_unparse_upper (from libSystem)
                 (undefined) external _valloc (from libSystem)
00007ffc0f7e072d (__TEXT,__text) non-external _verifyDirectoryStreamCancel
00007ffc0f7dfa26 (__TEXT,__text) non-external _verifyDirectoryStreamClose
00007ffc0f7e049a (__TEXT,__text) non-external _verifyDirectoryStreamWriteBlob
00007ffc0f7dfdab (__TEXT,__text) non-external _verifyDirectoryStreamWriteHeader
00007ffc0f80d741 (__TEXT,__text) non-external _verifySegment
00007ffc0f81a9cd (__TEXT,__text) non-external _verifySegment
00007ffc0f848311 (__TEXT,__text) non-external (was a private external) _verifySegmentProc
                 (undefined) external _vsnprintf (from libSystem)
00007ffc0f823fa4 (__TEXT,__text) non-external _workerApplyAttr
00007ffc0f7e0742 (__TEXT,__text) non-external _workerDataFree
00007ffc0f8241fb (__TEXT,__text) non-external _workerDecodeAndApplyACL
00007ffc0f8240ff (__TEXT,__text) non-external _workerDecodeAndApplyXAT
00007ffc0f7f1395 (__TEXT,__text) non-external _workerDestroy
00007ffc0f823c58 (__TEXT,__text) non-external _workerDestroy
00007ffc0f7d00c3 (__TEXT,__text) non-external _workerProc
00007ffc0f7df539 (__TEXT,__text) non-external _workerProc
00007ffc0f7f0a53 (__TEXT,__text) non-external _workerProc
00007ffc0f8037f3 (__TEXT,__text) non-external _workerProc
00007ffc0f82137a (__TEXT,__text) non-external _workerProc
00007ffc0f847373 (__TEXT,__text) non-external _workerProc
00007ffc0f824060 (__TEXT,__text) non-external _workerReserve
00007ffc0f823d83 (__TEXT,__text) non-external _workerUpdateDir
                 (undefined) external _write (from libSystem)
00007ffc0f808297 (__TEXT,__text) non-external _writeBlobProc
00007ffc0f807c43 (__TEXT,__text) non-external _writeHeaderProc
00007ffc0f83b7c4 (__TEXT,__text) non-external _writeOBuf
00007ffc0f7d65ae (__TEXT,__text) non-external _writeProc
00007ffc0f7fc2b8 (__TEXT,__text) non-external _writeProc
00007ffc0f818170 (__TEXT,__text) non-external _writeProc
00007ffc0f814b46 (__TEXT,__text) non-external _writerProc
00007ffc0f84875d (__TEXT,__text) non-external (was a private external) _writerProc
