00000001e7d1a348 (__DATA,__data) non-external _.compoundliteral
00000001d6ba602c (__TEXT,__text) non-external (was a private external) _glpUndeterminedCallNodeGetCallee
00000001d6ba603c (__TEXT,__text) non-external (was a private external) _glpUndeterminedCallNodeSetCallee
00000001d6b4c7c0 (__TEXT,__text) non-external (was a private external) _glpUnlockPoolAllocator
00000001d6bdd4f8 (__TEXT,__text) non-external (was a private external) _glpUpdateExtensionBehavior
00000001d6b8e344 (__TEXT,__text) non-external (was a private external) _glpValidateSwizzle
00000001d6b9ef7c (__TEXT,__text) non-external (was a private external) _glpValueGetAsSize
00000001d6b9ef18 (__TEXT,__text) non-external (was a private external) _glpValueIsUsableAsSize
00000001d6ba78e0 (__TEXT,__text) non-external (was a private external) _glpVariableDeclarationGroupNodeAddDeclaration
00000001d6ba78a0 (__TEXT,__text) non-external (was a private external) _glpVariableDeclarationGroupNodeGetBaseType
00000001d6ba78c0 (__TEXT,__text) non-external (was a private external) _glpVariableDeclarationGroupNodeGetDeclaration
00000001d6ba78b8 (__TEXT,__text) non-external (was a private external) _glpVariableDeclarationGroupNodeGetDeclarationCount
00000001d6ba78e8 (__TEXT,__text) non-external (was a private external) _glpVariableDeclarationGroupNodeInsertDeclaration
00000001d6ba78ac (__TEXT,__text) non-external (was a private external) _glpVariableDeclarationGroupNodeSetBaseType
00000001d6ba78d0 (__TEXT,__text) non-external (was a private external) _glpVariableDeclarationGroupNodeSetDeclaration
00000001d6ba77dc (__TEXT,__text) non-external (was a private external) _glpVariableDeclarationNodeGetExtra
00000001d6ba7804 (__TEXT,__text) non-external (was a private external) _glpVariableDeclarationNodeGetInitializer
00000001d6ba77d4 (__TEXT,__text) non-external (was a private external) _glpVariableDeclarationNodeGetIsFromSource
00000001d6ba77c0 (__TEXT,__text) non-external (was a private external) _glpVariableDeclarationNodeGetName
00000001d6ba77ec (__TEXT,__text) non-external (was a private external) _glpVariableDeclarationNodeGetType
00000001d6ba77e4 (__TEXT,__text) non-external (was a private external) _glpVariableDeclarationNodeSetExtra
00000001d6ba7810 (__TEXT,__text) non-external (was a private external) _glpVariableDeclarationNodeSetInitializer
00000001d6ba77cc (__TEXT,__text) non-external (was a private external) _glpVariableDeclarationNodeSetName
00000001d6ba77f8 (__TEXT,__text) non-external (was a private external) _glpVariableDeclarationNodeSetType
00000001d6ba5cc0 (__TEXT,__text) non-external (was a private external) _glpVariableIdentifierNodeGetName
00000001d6b74d50 (__TEXT,__text) non-external (was a private external) _glpVariableObjectExtendImplicitArraySize
00000001d6b74ba0 (__TEXT,__text) non-external (was a private external) _glpVariableObjectGetABI
00000001d6b74c70 (__TEXT,__text) non-external (was a private external) _glpVariableObjectValidateImplicitArraySize
00000001d6bcb384 (__TEXT,__text) non-external _glpVecFromValue
00000001d6bfc8f4 (__TEXT,__text) external _glpVertexStateToPPStream
00000001d6bed0e8 (__TEXT,__text) non-external _glpWriteAddressOperand
00000001d6bec960 (__TEXT,__text) non-external _glpWriteBranchOperand
00000001d6becaec (__TEXT,__text) non-external _glpWriteClampSat
00000001d6becb84 (__TEXT,__text) non-external _glpWriteDestinationOperand
00000001d6bf0264 (__TEXT,__text) non-external _glpWriteOperandSize
00000001d6ba71b8 (__TEXT,__text) non-external (was a private external) _glpWriteOutputNodeGetExtra
00000001d6ba71c0 (__TEXT,__text) non-external (was a private external) _glpWriteOutputNodeSetExtra
00000001d6bec2c4 (__TEXT,__text) non-external _glpWriteSizeType
00000001d6bf01ac (__TEXT,__text) non-external _glpWriteSizeTypePrecision
00000001d6bec374 (__TEXT,__text) non-external _glpWriteSourceOperand
00000001d6b93b60 (__TEXT,__text) non-external (was a private external) _glp_serialized_integer32_control
00000001d6b93ae8 (__TEXT,__text) non-external (was a private external) _glp_serialized_integer64_control
00000001d6ae05ac (__TEXT,__text) non-external (was a private external) _glp_strtod
00000001d6b490dc (__TEXT,__text) external _glsmAllocateTextureLevels
00000001d6b491ec (__TEXT,__text) external _glsmCleanTextureGeometry
00000001d6b4a01c (__TEXT,__text) external _glsmCreateBuffer
00000001d6b49eb8 (__TEXT,__text) external _glsmCreateSampler
00000001d6b4906c (__TEXT,__text) external _glsmCreateTexture
00000001d6b4a064 (__TEXT,__text) external _glsmDestroyBuffer
00000001d6b49f04 (__TEXT,__text) external _glsmDestroySampler
00000001d6b491a0 (__TEXT,__text) external _glsmDestroyTexture
00000001d6b4911c (__TEXT,__text) external _glsmFreeTextureLevelBuffers
00000001d6b49724 (__TEXT,__text) external _glsmLoadTextureLevelBuffer
00000001d6b49ca4 (__TEXT,__text) external _glsmLoadTextureStructure
00000001d6b494e0 (__TEXT,__text) non-external _glsmResetTextureLevel
00000001d6b49f08 (__TEXT,__text) external _glsmUpdateTexImageDataInPPStream
00000001d6ae0d58 (__TEXT,__text) non-external (was a private external) _glvmCPGetAttributeCode
00000001d6ae394c (__TEXT,__text) external _glvmCalculateSurfaceTextureBase
00000001d6b08c64 (__TEXT,__text) non-external (was a private external) _glvmChooseArgTypeConversion
00000001d6b08eb0 (__TEXT,__text) non-external (was a private external) _glvmChooseDestTypeConversion
00000001d6b44fd4 (__TEXT,__text) external _glvmCopyAttributes
00000001d6ae0d78 (__TEXT,__text) non-external (was a private external) _glvmEPGetAttributeCode
00000001d6ae0df8 (__TEXT,__text) non-external (was a private external) _glvmFPGetAttributeCode
00000001d6ae0d98 (__TEXT,__text) non-external (was a private external) _glvmGPGetAttributeCode
00000001d6ae0eb4 (__TEXT,__text) external _glvmGetConstants
00000001d6b23178 (__TEXT,__text) non-external (was a private external) _glvmGetDestOffsetCount
00000001d6ae0854 (__TEXT,__text) non-external (was a private external) _glvmGetGlobalParameterOffset
00000001d6b2377c (__TEXT,__text) non-external (was a private external) _glvmGetOperationSpec
00000001d6ae0cd8 (__TEXT,__text) non-external (was a private external) _glvmGetResultCode
00000001d6b22874 (__TEXT,__text) non-external (was a private external) _glvmGetSourceOffsetStride
00000001d6b3bb34 (__TEXT,__text) external _glvmInterpretCPTransformPatch
00000001d6b399a8 (__TEXT,__text) non-external (was a private external) _glvmInterpretCPTransformPatchInner
00000001d6b3e7c4 (__TEXT,__text) external _glvmInterpretEPTransformPatch
00000001d6b3c1f0 (__TEXT,__text) non-external (was a private external) _glvmInterpretEPTransformPatchInner
00000001d6b47b24 (__TEXT,__text) external _glvmInterpretFPTransformFour
00000001d6b4523c (__TEXT,__text) non-external (was a private external) _glvmInterpretFPTransformFourInner
00000001d6b426f0 (__TEXT,__text) external _glvmInterpretGPTransformPrimitive
00000001d6b3fc50 (__TEXT,__text) non-external (was a private external) _glvmInterpretGPTransformPrimitiveInner
00000001d6b392a8 (__TEXT,__text) external _glvmInterpretVPTransformFour
00000001d6b367f0 (__TEXT,__text) non-external (was a private external) _glvmInterpretVPTransformFourInner
00000001d6b0d844 (__TEXT,__text) non-external (was a private external) _glvmLoadDestTemp
00000001d6b0a660 (__TEXT,__text) non-external (was a private external) _glvmLoadSourceAddress
00000001d6b16784 (__TEXT,__text) non-external (was a private external) _glvmLoadSourceAttribCP
00000001d6b1a64c (__TEXT,__text) non-external (was a private external) _glvmLoadSourceAttribEP
00000001d6b1e318 (__TEXT,__text) non-external (was a private external) _glvmLoadSourceAttribFP
00000001d6b1d3f0 (__TEXT,__text) non-external (was a private external) _glvmLoadSourceAttribGP
00000001d6b13b2c (__TEXT,__text) non-external (was a private external) _glvmLoadSourceAttribVP
00000001d6b0b060 (__TEXT,__text) non-external (was a private external) _glvmLoadSourceParam
00000001d6b09068 (__TEXT,__text) non-external (was a private external) _glvmLoadSourceTemp
00000001d6bcb640 (__TEXT,__text) non-external _glvmOp
00000001d6b25624 (__TEXT,__text) non-external (was a private external) _glvmOperationABS
00000001d6b328ac (__TEXT,__text) non-external (was a private external) _glvmOperationACOSH
00000001d6b257c4 (__TEXT,__text) non-external (was a private external) _glvmOperationACS
00000001d6b29f70 (__TEXT,__text) non-external (was a private external) _glvmOperationADD
00000001d6b25910 (__TEXT,__text) non-external (was a private external) _glvmOperationALL
00000001d6b31fd0 (__TEXT,__text) non-external (was a private external) _glvmOperationAND
00000001d6b2a0bc (__TEXT,__text) non-external (was a private external) _glvmOperationANL
00000001d6b25b74 (__TEXT,__text) non-external (was a private external) _glvmOperationANY
00000001d6b255c8 (__TEXT,__text) non-external (was a private external) _glvmOperationARA
00000001d6b255a0 (__TEXT,__text) non-external (was a private external) _glvmOperationARL
00000001d6b255c4 (__TEXT,__text) non-external (was a private external) _glvmOperationARR
00000001d6b3277c (__TEXT,__text) non-external (was a private external) _glvmOperationASINH
00000001d6b25dd8 (__TEXT,__text) non-external (was a private external) _glvmOperationASN
00000001d6b329dc (__TEXT,__text) non-external (was a private external) _glvmOperationATANH
00000001d6b25f50 (__TEXT,__text) non-external (was a private external) _glvmOperationATN
00000001d6b2a100 (__TEXT,__text) non-external (was a private external) _glvmOperationATN2
00000001d6b24c5c (__TEXT,__text) non-external (was a private external) _glvmOperationATN_Core
00000001d6b30b80 (__TEXT,__text) non-external (was a private external) _glvmOperationBDL
00000001d6b34b80 (__TEXT,__text) non-external (was a private external) _glvmOperationBITCOUNT
00000001d6b347bc (__TEXT,__text) non-external (was a private external) _glvmOperationBITFIELD_REVERSE
00000001d6b25f5c (__TEXT,__text) non-external (was a private external) _glvmOperationCEI
00000001d6b2e1f8 (__TEXT,__text) non-external (was a private external) _glvmOperationCLM
00000001d6b2e190 (__TEXT,__text) non-external (was a private external) _glvmOperationCMP
00000001d6b323b8 (__TEXT,__text) non-external (was a private external) _glvmOperationCOMP
00000001d6b260d0 (__TEXT,__text) non-external (was a private external) _glvmOperationCOS
00000001d6b3251c (__TEXT,__text) non-external (was a private external) _glvmOperationCOSH
00000001d6b429a0 (__TEXT,__text) non-external (was a private external) _glvmOperationCopyAttributes
00000001d6b29ee4 (__TEXT,__text) non-external (was a private external) _glvmOperationDDX
00000001d6b29f10 (__TEXT,__text) non-external (was a private external) _glvmOperationDDY
00000001d6b2615c (__TEXT,__text) non-external (was a private external) _glvmOperationDEG
00000001d6b2ae0c (__TEXT,__text) non-external (was a private external) _glvmOperationDISTANCE
00000001d6b2a2bc (__TEXT,__text) non-external (was a private external) _glvmOperationDIV
00000001d6b2a624 (__TEXT,__text) non-external (was a private external) _glvmOperationDOT
00000001d6b2a97c (__TEXT,__text) non-external (was a private external) _glvmOperationDP3
00000001d6b2ab60 (__TEXT,__text) non-external (was a private external) _glvmOperationDP4
00000001d6b2acc0 (__TEXT,__text) non-external (was a private external) _glvmOperationDPH
00000001d6b2fc50 (__TEXT,__text) non-external (was a private external) _glvmOperationDSL
00000001d6b2ad64 (__TEXT,__text) non-external (was a private external) _glvmOperationDST
00000001d6b397a8 (__TEXT,__text) non-external (was a private external) _glvmOperationDispatchCP
00000001d6b3bff0 (__TEXT,__text) non-external (was a private external) _glvmOperationDispatchEP
00000001d6b44fe8 (__TEXT,__text) non-external (was a private external) _glvmOperationDispatchFP
00000001d6b3fa50 (__TEXT,__text) non-external (was a private external) _glvmOperationDispatchGP
00000001d6b3659c (__TEXT,__text) non-external (was a private external) _glvmOperationDispatchVP
00000001d6b3f318 (__TEXT,__text) non-external (was a private external) _glvmOperationENDSTREAMPRIMITIVE
00000001d6b3f7d8 (__TEXT,__text) non-external (was a private external) _glvmOperationENDSTREAMPRIMITIVES
00000001d6b3f574 (__TEXT,__text) non-external (was a private external) _glvmOperationENDSTREAMPRIMITIVEWithMask
00000001d6b2619c (__TEXT,__text) non-external (was a private external) _glvmOperationEX2
00000001d6b243fc (__TEXT,__text) non-external (was a private external) _glvmOperationEX2_Core
00000001d6b26300 (__TEXT,__text) non-external (was a private external) _glvmOperationEXP
00000001d6b26308 (__TEXT,__text) non-external (was a private external) _glvmOperationEXPE
00000001d6b33084 (__TEXT,__text) non-external (was a private external) _glvmOperationEXTRACT_EXPONENT
00000001d6b32db0 (__TEXT,__text) non-external (was a private external) _glvmOperationEXTRACT_SIGNIFICAND
00000001d6b2e7e4 (__TEXT,__text) non-external (was a private external) _glvmOperationFFW
00000001d6b34e44 (__TEXT,__text) non-external (was a private external) _glvmOperationFIND_LSB
00000001d6b35108 (__TEXT,__text) non-external (was a private external) _glvmOperationFIND_MSB
00000001d6b264c4 (__TEXT,__text) non-external (was a private external) _glvmOperationFLR
00000001d6b242bc (__TEXT,__text) non-external (was a private external) _glvmOperationFLR_CEI_Core
00000001d6b26638 (__TEXT,__text) non-external (was a private external) _glvmOperationFRC
00000001d6b32d8c (__TEXT,__text) non-external (was a private external) _glvmOperationFROM_BITS
00000001d6b03a30 (__TEXT,__text) non-external (was a private external) _glvmOperationFUNCSTART
00000001d6b29f3c (__TEXT,__text) non-external (was a private external) _glvmOperationFWD
00000001d6b35424 (__TEXT,__text) non-external (was a private external) _glvmOperationINTERPOLATE_AT_CENTROID
00000001d6b35448 (__TEXT,__text) non-external (was a private external) _glvmOperationINTERPOLATE_AT_OFFSET
00000001d6b35590 (__TEXT,__text) non-external (was a private external) _glvmOperationINTERPOLATE_AT_SAMPLE
00000001d6b29450 (__TEXT,__text) non-external (was a private external) _glvmOperationINVERSESQRT
00000001d6b32b0c (__TEXT,__text) non-external (was a private external) _glvmOperationISINF
00000001d6b32bec (__TEXT,__text) non-external (was a private external) _glvmOperationISNAN
00000001d6b03a38 (__TEXT,__text) non-external (was a private external) _glvmOperationInitMasksForNested
00000001d6b03a6c (__TEXT,__text) non-external (was a private external) _glvmOperationInitSub
00000001d6b33300 (__TEXT,__text) non-external (was a private external) _glvmOperationLDEXP
00000001d6b269a0 (__TEXT,__text) non-external (was a private external) _glvmOperationLEN
00000001d6b26db0 (__TEXT,__text) non-external (was a private external) _glvmOperationLG2
00000001d6b2475c (__TEXT,__text) non-external (was a private external) _glvmOperationLG2_Core
00000001d6b26f10 (__TEXT,__text) non-external (was a private external) _glvmOperationLIT
00000001d6b30c44 (__TEXT,__text) non-external (was a private external) _glvmOperationLOAD
00000001d6b270c4 (__TEXT,__text) non-external (was a private external) _glvmOperationLOG
00000001d6b270d4 (__TEXT,__text) non-external (was a private external) _glvmOperationLOGE
00000001d6b2ec80 (__TEXT,__text) non-external (was a private external) _glvmOperationLRP
00000001d6b2ef44 (__TEXT,__text) non-external (was a private external) _glvmOperationMAD
00000001d6b2b274 (__TEXT,__text) non-external (was a private external) _glvmOperationMAX
00000001d6b2b604 (__TEXT,__text) non-external (was a private external) _glvmOperationMIN
00000001d6b2b994 (__TEXT,__text) non-external (was a private external) _glvmOperationMLC
00000001d6b2b998 (__TEXT,__text) non-external (was a private external) _glvmOperationMOD
00000001d6b27258 (__TEXT,__text) non-external (was a private external) _glvmOperationMOV
00000001d6b2c120 (__TEXT,__text) non-external (was a private external) _glvmOperationMUL
00000001d6b34638 (__TEXT,__text) non-external (was a private external) _glvmOperationMUL_HB
00000001d6b272c8 (__TEXT,__text) non-external (was a private external) _glvmOperationNOT
00000001d6b272fc (__TEXT,__text) non-external (was a private external) _glvmOperationNRM
00000001d6b2774c (__TEXT,__text) non-external (was a private external) _glvmOperationNSE
00000001d6b32014 (__TEXT,__text) non-external (was a private external) _glvmOperationOR
00000001d6b2c26c (__TEXT,__text) non-external (was a private external) _glvmOperationORL
00000001d6b337a8 (__TEXT,__text) non-external (was a private external) _glvmOperationPK2H
00000001d6b335cc (__TEXT,__text) non-external (was a private external) _glvmOperationPK2US
00000001d6b345f0 (__TEXT,__text) non-external (was a private external) _glvmOperationPK2W
00000001d6b33f6c (__TEXT,__text) non-external (was a private external) _glvmOperationPK4B
00000001d6b342f8 (__TEXT,__text) non-external (was a private external) _glvmOperationPK4UB
00000001d6b2c2b0 (__TEXT,__text) non-external (was a private external) _glvmOperationPOW
00000001d6b2935c (__TEXT,__text) non-external (was a private external) _glvmOperationRAD
00000001d6b2939c (__TEXT,__text) non-external (was a private external) _glvmOperationRCC
00000001d6b293a0 (__TEXT,__text) non-external (was a private external) _glvmOperationRCP
00000001d6b03a34 (__TEXT,__text) non-external (was a private external) _glvmOperationRET
00000001d6b2c4cc (__TEXT,__text) non-external (was a private external) _glvmOperationRFL
00000001d6b2f010 (__TEXT,__text) non-external (was a private external) _glvmOperationRFR
00000001d6b31120 (__TEXT,__text) non-external (was a private external) _glvmOperationROUND
00000001d6b31368 (__TEXT,__text) non-external (was a private external) _glvmOperationROUNDEVEN
00000001d6b293d8 (__TEXT,__text) non-external (was a private external) _glvmOperationRSQ
00000001d6b25548 (__TEXT,__text) non-external (was a private external) _glvmOperationSAT
00000001d6b29e5c (__TEXT,__text) non-external (was a private external) _glvmOperationSCS
00000001d6b2c8d8 (__TEXT,__text) non-external (was a private external) _glvmOperationSEL
00000001d6b2c9a0 (__TEXT,__text) non-external (was a private external) _glvmOperationSEQ
00000001d6b2ce80 (__TEXT,__text) non-external (was a private external) _glvmOperationSFL
00000001d6b2ce98 (__TEXT,__text) non-external (was a private external) _glvmOperationSGE
00000001d6b2d118 (__TEXT,__text) non-external (was a private external) _glvmOperationSGT
00000001d6b3209c (__TEXT,__text) non-external (was a private external) _glvmOperationSHL
00000001d6b321a0 (__TEXT,__text) non-external (was a private external) _glvmOperationSHR
00000001d6b29628 (__TEXT,__text) non-external (was a private external) _glvmOperationSIN
00000001d6b323ec (__TEXT,__text) non-external (was a private external) _glvmOperationSINH
00000001d6b24920 (__TEXT,__text) non-external (was a private external) _glvmOperationSIN_Core
00000001d6b2d398 (__TEXT,__text) non-external (was a private external) _glvmOperationSLE
00000001d6b2d618 (__TEXT,__text) non-external (was a private external) _glvmOperationSLT
00000001d6b2f9d0 (__TEXT,__text) non-external (was a private external) _glvmOperationSMS
00000001d6b2d898 (__TEXT,__text) non-external (was a private external) _glvmOperationSNE
00000001d6b2962c (__TEXT,__text) non-external (was a private external) _glvmOperationSQT
00000001d6b297a4 (__TEXT,__text) non-external (was a private external) _glvmOperationSSG
00000001d6b3bdfc (__TEXT,__text) non-external (was a private external) _glvmOperationSTOREWithMaskEP
00000001d6b3eab4 (__TEXT,__text) non-external (was a private external) _glvmOperationSTOREWithMaskGP
00000001d6b356b8 (__TEXT,__text) non-external (was a private external) _glvmOperationSTOREWithMaskVP
00000001d6b2dd7c (__TEXT,__text) non-external (was a private external) _glvmOperationSTR
00000001d6b2dd94 (__TEXT,__text) non-external (was a private external) _glvmOperationSUB
00000001d6b2fcf8 (__TEXT,__text) non-external (was a private external) _glvmOperationSWZ
00000001d6b42bcc (__TEXT,__text) non-external (was a private external) _glvmOperationStackPreload
00000001d6b29aa0 (__TEXT,__text) non-external (was a private external) _glvmOperationTAN
00000001d6b3264c (__TEXT,__text) non-external (was a private external) _glvmOperationTANH
00000001d6b038ac (__TEXT,__text) non-external (was a private external) _glvmOperationTARGBRA
00000001d6b03660 (__TEXT,__text) non-external (was a private external) _glvmOperationTARGBRK
00000001d6b03784 (__TEXT,__text) non-external (was a private external) _glvmOperationTARGCONT
00000001d6b32d68 (__TEXT,__text) non-external (was a private external) _glvmOperationTO_BITS
00000001d6b31d88 (__TEXT,__text) non-external (was a private external) _glvmOperationTRUNCATE
00000001d6b33be8 (__TEXT,__text) non-external (was a private external) _glvmOperationUP2H
00000001d6b33708 (__TEXT,__text) non-external (was a private external) _glvmOperationUP2US
00000001d6b34614 (__TEXT,__text) non-external (was a private external) _glvmOperationUP2W
00000001d6b34164 (__TEXT,__text) non-external (was a private external) _glvmOperationUP4B
00000001d6b344f0 (__TEXT,__text) non-external (was a private external) _glvmOperationUP4UB
00000001d6b32058 (__TEXT,__text) non-external (was a private external) _glvmOperationXOR
00000001d6b2dee0 (__TEXT,__text) non-external (was a private external) _glvmOperationXPD
00000001d6b2e14c (__TEXT,__text) non-external (was a private external) _glvmOperationXRL
00000001d6b255cc (__TEXT,__text) non-external (was a private external) _glvmOperationZERO
00000001d6b24dfc (__TEXT,__text) non-external (was a private external) _glvmOperationsNoise3D
00000001d6b25074 (__TEXT,__text) non-external (was a private external) _glvmOperationsNoise4D
00000001d6b037a4 (__TEXT,__text) non-external (was a private external) _glvmPredicateBRA
00000001d6b0355c (__TEXT,__text) non-external (was a private external) _glvmPredicateBRK
00000001d6b03944 (__TEXT,__text) non-external (was a private external) _glvmPredicateCASE
00000001d6b03680 (__TEXT,__text) non-external (was a private external) _glvmPredicateCONT
00000001d6b039fc (__TEXT,__text) non-external (was a private external) _glvmPredicateDEFAULT
00000001d6b034d0 (__TEXT,__text) non-external (was a private external) _glvmPredicateELSE
00000001d6b034f4 (__TEXT,__text) non-external (was a private external) _glvmPredicateENDIF
00000001d6b038e4 (__TEXT,__text) non-external (was a private external) _glvmPredicateENDSWITCH
00000001d6b03540 (__TEXT,__text) non-external (was a private external) _glvmPredicateENDWHILE
00000001d6b03428 (__TEXT,__text) non-external (was a private external) _glvmPredicateIF
00000001d6b038cc (__TEXT,__text) non-external (was a private external) _glvmPredicateSWITCH
00000001d6b03538 (__TEXT,__text) non-external (was a private external) _glvmPredicateWHILE
00000001d6b44804 (__TEXT,__text) external _glvmPreloadFPTransformFour
00000001d6b42d34 (__TEXT,__text) non-external (was a private external) _glvmPreloadPositionAttrib
00000001d6b42e20 (__TEXT,__text) non-external (was a private external) _glvmPreloadSourceAttribs
00000001d6b04098 (__TEXT,__text) non-external (was a private external) _glvmRasterOpAlphaTest
00000001d6b06240 (__TEXT,__text) non-external (was a private external) _glvmRasterOpBlend
00000001d6b03a78 (__TEXT,__text) non-external (was a private external) _glvmRasterOpDepthBoundsTest
00000001d6b04258 (__TEXT,__text) non-external (was a private external) _glvmRasterOpDepthStencilTest
00000001d6b05cc0 (__TEXT,__text) non-external (was a private external) _glvmRasterOpFragmentCount
00000001d6b0751c (__TEXT,__text) non-external (was a private external) _glvmRasterOpLogicOp
00000001d6b07938 (__TEXT,__text) non-external (was a private external) _glvmRasterOpMask
00000001d6b03cd8 (__TEXT,__text) non-external (was a private external) _glvmRasterOpMultisampleAlphaCoverage
00000001d6b03dfc (__TEXT,__text) non-external (was a private external) _glvmRasterOpMultisampleAlphaOne
00000001d6b03e44 (__TEXT,__text) non-external (was a private external) _glvmRasterOpMultisampleCoverageMask
00000001d6b03fe4 (__TEXT,__text) non-external (was a private external) _glvmRasterOpMultisampleSampleMask
00000001d6b05cfc (__TEXT,__text) non-external (was a private external) _glvmRasterOpPack
00000001d6b07a94 (__TEXT,__text) non-external (was a private external) _glvmRasterOpRead
00000001d6b07c74 (__TEXT,__text) non-external (was a private external) _glvmRasterOpWrite
00000001d6b07f24 (__TEXT,__text) non-external (was a private external) _glvmRasterOpWriteFallback
00000001d6b02ad4 (__TEXT,__text) non-external (was a private external) _glvmSamplerFetch
00000001d6b029cc (__TEXT,__text) non-external (was a private external) _glvmSamplerInvalid
00000001d6ae496c (__TEXT,__text) non-external (was a private external) _glvmSamplerLoadTexels
00000001d6aea134 (__TEXT,__text) non-external (was a private external) _glvmSamplerQueryLOD
00000001d6aeb2a4 (__TEXT,__text) non-external (was a private external) _glvmSamplerSample
00000001d6b02a18 (__TEXT,__text) non-external (was a private external) _glvmSamplerSize
00000001d6b391d4 (__TEXT,__text) non-external _glvmSetSourceIndirectLimits
00000001d6b3ba60 (__TEXT,__text) non-external _glvmSetSourceIndirectLimits
00000001d6b3e6f0 (__TEXT,__text) non-external _glvmSetSourceIndirectLimits
00000001d6b4261c (__TEXT,__text) non-external _glvmSetSourceIndirectLimits
00000001d6b47a50 (__TEXT,__text) non-external _glvmSetSourceIndirectLimits
00000001d6ae2c88 (__TEXT,__text) external _glvmSetTextureFormat
00000001d6b08a20 (__TEXT,__text) non-external (was a private external) _glvmSourceNegateCF
00000001d6b102a4 (__TEXT,__text) non-external (was a private external) _glvmStoreDestAddress
00000001d6b13294 (__TEXT,__text) non-external (was a private external) _glvmStoreDestAddressWithMask
00000001d6b183ec (__TEXT,__text) non-external (was a private external) _glvmStoreDestOutputCP
00000001d6b1bda0 (__TEXT,__text) non-external (was a private external) _glvmStoreDestOutputEP
00000001d6b1ff68 (__TEXT,__text) non-external (was a private external) _glvmStoreDestOutputFP
00000001d6b1d960 (__TEXT,__text) non-external (was a private external) _glvmStoreDestOutputGP
00000001d6b149fc (__TEXT,__text) non-external (was a private external) _glvmStoreDestOutputVP
00000001d6b1951c (__TEXT,__text) non-external (was a private external) _glvmStoreDestOutputWithMaskCP
00000001d6b1c8c8 (__TEXT,__text) non-external (was a private external) _glvmStoreDestOutputWithMaskEP
00000001d6b20f2c (__TEXT,__text) non-external (was a private external) _glvmStoreDestOutputWithMaskFP
00000001d6b1de34 (__TEXT,__text) non-external (was a private external) _glvmStoreDestOutputWithMaskGP
00000001d6b15648 (__TEXT,__text) non-external (was a private external) _glvmStoreDestOutputWithMaskVP
00000001d6b0ea10 (__TEXT,__text) non-external (was a private external) _glvmStoreDestTemp
00000001d6b10998 (__TEXT,__text) non-external (was a private external) _glvmStoreDestTempWithMask
00000001d6ae4864 (__TEXT,__text) non-external _glvmTextureFilterEnumToPPStreamEnum
00000001d6ae48e4 (__TEXT,__text) non-external _glvmTextureWrapEnumToPPStreamEnum
00000001d6b08ac0 (__TEXT,__text) non-external (was a private external) _glvmTypeConvertCF
00000001d6ae3c3c (__TEXT,__text) external _glvmUpdateTextureStructure
00000001d6b3e240 (__TEXT,__text) non-external (was a private external) _glvmWindowTransformEP
00000001d6b41f88 (__TEXT,__text) non-external (was a private external) _glvmWindowTransformGP
00000001d6b38b14 (__TEXT,__text) non-external (was a private external) _glvmWindowTransformVP
00000001e861f010 (__DATA_DIRTY,__bss) non-external _glvm_constants
00000001e861f000 (__DATA_DIRTY,__bss) non-external _glvm_constants_init
00000001d6b95334 (__TEXT,__text) non-external _handleResetPost
00000001d6b952d4 (__TEXT,__text) non-external _handleResetPre
00000001d6b9af10 (__TEXT,__text) non-external _humanReadableDescriptionToBuffer
00000001d6ba3c28 (__TEXT,__text) non-external _include_str_getch
00000001d6ba3d44 (__TEXT,__text) non-external _include_str_ungetch
00000001d6b9a688 (__TEXT,__text) non-external _initAggregateType
00000001d6ba9c68 (__TEXT,__text) non-external _initBinaryOperatorNode
00000001d6ba9c3c (__TEXT,__text) non-external _initCallNode
00000001d6ba9d34 (__TEXT,__text) non-external _initDerefNode
00000001d6ba9ce4 (__TEXT,__text) non-external _initQualifierNode
00000001d6ba9d0c (__TEXT,__text) non-external _initStatementNode
00000001d6ba9cb8 (__TEXT,__text) non-external _initStructureNode
00000001d6b50880 (__TEXT,__text) non-external _initTypeWithGLPPrimitiveType
00000001d6ba9c00 (__TEXT,__text) non-external _initUnaryOperatorNode
00000001d6bcd310 (__TEXT,__text) non-external _inliningNodeReplacement
00000001d6b84c0c (__TEXT,__text) non-external _inputForOutput
00000001d6bf86c0 (__TEXT,__text) non-external _instructionIndexEqualsFunction
00000001d6bf86bc (__TEXT,__text) non-external _instructionIndexHashFunction
00000001d6be6ec0 (__TEXT,__text) non-external _iterateQualifiers
00000001d6ba4d54 (__TEXT,__text) non-external _lAddByte
00000001d6ba4504 (__TEXT,__text) non-external _lFloatConst
00000001d6ba4bf8 (__TEXT,__text) non-external _lNewBlock
00000001d6ba5368 (__TEXT,__text) non-external _lReadByte
00000001d6b9fba8 (__TEXT,__text) non-external (was a private external) _lazyCPPSetup
00000001d6bc9814 (__TEXT,__text) non-external _lazyPrepareVariableObject
                 (undefined) external _ldexp (from libSystem)
                 (undefined) external _ldexpf (from libSystem)
00000001d6ad6f6c (__TEXT,__text) non-external _llvmir_PPStreamAddAddressUsage
00000001d6ad6fd4 (__TEXT,__text) non-external _llvmir_PPStreamAddAttribBinding
00000001d6ad70fc (__TEXT,__text) non-external _llvmir_PPStreamAddConstant
00000001d6ad7174 (__TEXT,__text) non-external _llvmir_PPStreamAddLabel
00000001d6ad6f20 (__TEXT,__text) non-external _llvmir_PPStreamAddOperation
