000000026794a400 (__TEXT,__text) external _AAAFSCGetMetadata
000000026792295c (__TEXT,__text) non-external _streamPWrite
000000026790c180 (__TEXT,__text) non-external _streamProc
0000000267952a3c (__TEXT,__text) non-external _streamProc
000000026790b69c (__TEXT,__text) non-external _streamRead
000000026790b6bc (__TEXT,__text) non-external _streamSeek
00000002678e91c0 (__TEXT,__text) non-external _streamThreadProc
00000002678e9040 (__TEXT,__text) non-external _streamWorkerProc
                 (undefined) external _strerror (from libSystem)
00000002679012a4 (__TEXT,__text) non-external _stringTableIndexCompareProc
0000000267900d3c (__TEXT,__text) non-external _stringTableReserve
0000000267949d64 (__TEXT,__text) non-external _stripAFSC
                 (undefined) external _strlcpy (from libSystem)
                 (undefined) external _strlen (from libSystem)
                 (undefined) external _strncmp (from libSystem)
                 (undefined) external _strrchr (from libSystem)
                 (undefined) external _strtol (from libSystem)
                 (undefined) external _strtoll (from libSystem)
                 (undefined) external _strtoull (from libSystem)
0000000267944dbc (__TEXT,__text) non-external _subArchiveCreate
0000000267945360 (__TEXT,__text) non-external _subArchiveDestroy
                 (undefined) external _symlink (from libSystem)
                 (undefined) external _symlinkat (from libSystem)
                 (undefined) external _sysconf (from libSystem)
                 (undefined) external _sysctlbyname (from libSystem)
000000026793dce0 (__TEXT,__text) non-external _tarParseInt
000000026791aee8 (__TEXT,__text) non-external _tempStreamCancel
000000026791ae50 (__TEXT,__text) non-external _tempStreamClose
000000026791af2c (__TEXT,__text) non-external _tempStreamPRead
000000026791b174 (__TEXT,__text) non-external _tempStreamPWrite
000000026791aefc (__TEXT,__text) non-external _tempStreamRead
000000026791b0e4 (__TEXT,__text) non-external _tempStreamSeek
000000026791b3c4 (__TEXT,__text) non-external _tempStreamTruncate
000000026791b144 (__TEXT,__text) non-external _tempStreamWrite
0000000267907bc8 (__TEXT,__text) non-external _threadPipelineConsumerThreadProc
0000000267907908 (__TEXT,__text) non-external _threadPipelineWorkerThreadProc
00000002679502e4 (__TEXT,__text) non-external _threadPoolWorkerThreadProc
00000002679140e8 (__TEXT,__text) non-external _threadWrapperProc
00000002678ee3a0 (__TEXT,__text) non-external _treeAdd
00000002678edcb0 (__TEXT,__text) non-external (was a private external) _treeDeleteRangeWithPoint
00000002678edfdc (__TEXT,__text) non-external _treeRebalance
00000002678eee60 (__TEXT,__text) non-external _treeRotateLeft
00000002678eed30 (__TEXT,__text) non-external _treeRotateRight
00000002678ee268 (__TEXT,__text) non-external (was a private external) _treeSub
                 (undefined) external _unlink (from libSystem)
0000000267928ea8 (__TEXT,__text) non-external _unlinkTempSegment
                 (undefined) external _unlinkat (from libSystem)
000000026790e278 (__TEXT,__text) non-external (was a private external) _updateFileAttributes
0000000267910c44 (__TEXT,__text) non-external _updateFromHeader
0000000267913bb0 (__TEXT,__text) non-external (was a private external) _updateThreadErrorContextErrorCode
0000000267913bf8 (__TEXT,__text) non-external (was a private external) _updateThreadErrorContextWarningCode
0000000267939ed8 (__TEXT,__text) non-external _update_field_sizes
                 (undefined) external _usleep (from libSystem)
                 (undefined) external _utimes (from libSystem)
                 (undefined) external _uuid_parse (from libSystem)
                 (undefined) external _uuid_unparse_upper (from libSystem)
                 (undefined) external _valloc (from libSystem)
00000002678e6678 (__TEXT,__text) non-external _verifyDirectoryStreamCancel
00000002678e5ab4 (__TEXT,__text) non-external _verifyDirectoryStreamClose
00000002678e6404 (__TEXT,__text) non-external _verifyDirectoryStreamWriteBlob
00000002678e5e04 (__TEXT,__text) non-external _verifyDirectoryStreamWriteHeader
000000026791a5b0 (__TEXT,__text) non-external _verifySegment
0000000267927e5c (__TEXT,__text) non-external _verifySegment
0000000267953688 (__TEXT,__text) non-external (was a private external) _verifySegmentProc
                 (undefined) external _vsnprintf (from libSystem)
0000000267930140 (__TEXT,__text) non-external _workerApplyAttr
00000002678e668c (__TEXT,__text) non-external _workerDataFree
0000000267930688 (__TEXT,__text) non-external _workerDecodeAndApplyACL
0000000267930578 (__TEXT,__text) non-external _workerDecodeAndApplyXAT
00000002678fa8b4 (__TEXT,__text) non-external _workerDestroy
000000026792fdc8 (__TEXT,__text) non-external _workerDestroy
0000000267930368 (__TEXT,__text) non-external _workerLoadAndApplyACL
0000000267930210 (__TEXT,__text) non-external _workerLoadAndApplyXAT
00000002678d6970 (__TEXT,__text) non-external _workerProc
00000002678e55bc (__TEXT,__text) non-external _workerProc
00000002678fa06c (__TEXT,__text) non-external _workerProc
000000026790d364 (__TEXT,__text) non-external _workerProc
000000026792dd3c (__TEXT,__text) non-external _workerProc
00000002679528e8 (__TEXT,__text) non-external _workerProc
00000002679304c0 (__TEXT,__text) non-external _workerReserve
000000026792ff14 (__TEXT,__text) non-external _workerUpdateDir
                 (undefined) external _write (from libSystem)
0000000267911d7c (__TEXT,__text) non-external _writeBlobProc
00000002679117c8 (__TEXT,__text) non-external _writeHeaderProc
00000002679465f0 (__TEXT,__text) non-external _writeOBuf
00000002678dc3d4 (__TEXT,__text) non-external _writeProc
00000002679067c0 (__TEXT,__text) non-external _writeProc
000000026792536c (__TEXT,__text) non-external _writeProc
00000002679222d8 (__TEXT,__text) non-external _writerProc
0000000267953a7c (__TEXT,__text) non-external (was a private external) _writerProc
