00000001acf13974 (__TEXT,__text) non-external +[AMFI isAvailable]
00000001eb113b68 (__DATA,__bss) non-external _globalBundleSuffixes.staticInit
00000001acf0b810 (__TEXT,__text) external _hasAppExtension
00000001acf02978 (__TEXT,__text) external _hasCodeRequirementString
00000001acf150cc (__TEXT,__text) non-external _hasCodeRequirementString.cold.1
00000001acf1a68d (__TEXT,__cstring) non-external _hexString.nibble
00000001acf04218 (__TEXT,__text) external _historyEntriesContainPolicyMatch
00000001acf0409c (__TEXT,__text) external _historyEntryMatchesPolicyEntry
00000001acf02a80 (__TEXT,__text) external _isAdhocSignature
00000001acf14d24 (__TEXT,__text) non-external _isAdhocSignature.cold.1
00000001aceffd64 (__TEXT,__text) external _isAppleInternalMachine
00000001acf02a40 (__TEXT,__text) external _isAppleSignedCode
00000001acf11374 (__TEXT,__text) non-external _isCodeRefNotarized
00000001acf16ac8 (__TEXT,__text) non-external _isCodeRefNotarized.cold.1
00000001acf03614 (__TEXT,__text) external _isCodelessKext
00000001acf15180 (__TEXT,__text) non-external _isCodelessKext.cold.1
00000001acf0e080 (__TEXT,__text) external _isConnectionEntitled
00000001acf1651c (__TEXT,__text) non-external _isConnectionEntitled.cold.1
00000001acf0e218 (__TEXT,__text) external _isConnectionFromTrustedIdentifier
00000001acf16560 (__TEXT,__text) non-external _isConnectionFromTrustedIdentifier.cold.1
00000001acf165a4 (__TEXT,__text) non-external _isConnectionFromTrustedIdentifier.cold.2
00000001acf165f8 (__TEXT,__text) non-external _isConnectionFromTrustedIdentifier.cold.3
00000001acf1663c (__TEXT,__text) non-external _isConnectionFromTrustedIdentifier.cold.4
00000001acf16680 (__TEXT,__text) non-external _isConnectionFromTrustedIdentifier.cold.5
00000001aceffd70 (__TEXT,__text) external _isDarwinOSEnvironment
00000001acf02a70 (__TEXT,__text) external _isDeveloperIDKextSignedCode
00000001acf02a60 (__TEXT,__text) external _isDeveloperIDSignedCode
00000001aceffd7c (__TEXT,__text) external _isInstallerOrRecoveryEnvironment
00000001aceffe70 (__TEXT,__text) external _isInterpreterScansEnabled
00000001acf02908 (__TEXT,__text) external _isKernelExtensionShippedWithOS
00000001acf02900 (__TEXT,__text) external _isKernelExtensionSystemRequired
00000001acf03954 (__TEXT,__text) external _isKextAllowedWithoutNotarization
00000001acf1533c (__TEXT,__text) non-external _isKextAllowedWithoutNotarization.cold.1
00000001aceffcf8 (__TEXT,__text) external _isKextSecurityDisabledMachine
00000001acf02a50 (__TEXT,__text) external _isMacAppStoreSignedCode
00000001acf0e60c (__TEXT,__text) non-external _isMigrationManifestUpToDate
00000001acf036c8 (__TEXT,__text) external _isNotarizedKext
00000001acf151d4 (__TEXT,__text) non-external _isNotarizedKext.cold.1
00000001acf1524c (__TEXT,__text) non-external _isNotarizedKext.cold.2
00000001acf152c4 (__TEXT,__text) non-external _isNotarizedKext.cold.3
00000001aceffe08 (__TEXT,__text) external _isQAAppStoreCertsAllowed
00000001aceffdcc (__TEXT,__text) external _isResourceDirectorySlotPolicyEnabled
00000001aceffd1c (__TEXT,__text) external _isSIPDisabledMachine
00000001aceffd40 (__TEXT,__text) external _isSKELDisabledMachine
00000001aceffdf4 (__TEXT,__text) external _isSkipXprotectScansOnSeenSoftwareEnabled
00000001acf0b4c0 (__TEXT,__text) external _isTerminalLikePath
00000001aceffde0 (__TEXT,__text) external _isUnconditionalRevocationTicketLookupEnabled
00000001acf0ad68 (__TEXT,__text) external _isValidInfoPlist
00000001aceffdb8 (__TEXT,__text) external _isXProtectCloudKitUpdatesEnabledMachine
                 (undefined) external _kCFAllocatorDefault (from CoreFoundation)
                 (undefined) external _kCFBooleanFalse (from CoreFoundation)
                 (undefined) external _kCFBooleanTrue (from CoreFoundation)
                 (undefined) external _kCFNull (from CoreFoundation)
                 (undefined) external _kCFRunLoopDefaultMode (from CoreFoundation)
                 (undefined) external _kCFTypeDictionaryKeyCallBacks (from CoreFoundation)
                 (undefined) external _kCFTypeDictionaryValueCallBacks (from CoreFoundation)
                 (undefined) external _kCFURLVolumeIsLocalKey (from CoreFoundation)
                 (undefined) external _kCFURLVolumeIsRootFileSystemKey (from CoreFoundation)
                 (undefined) weak external _kMISValidationInfoSignerType (from libmis)
                 (undefined) weak external _kMISValidationInfoValidatedByLocalProfile (from libmis)
                 (undefined) weak external _kMISValidationInfoValidatedByUniversalProfile (from libmis)
                 (undefined) weak external _kMISValidationOptionOnlineAuthorization (from libmis)
                 (undefined) weak external _kMISValidationOptionRespectUppTrustAndAuthorization (from libmis)
                 (undefined) weak external _kMISValidationOptionUnauthoritativeLaunch (from libmis)
                 (undefined) weak external _kMISValidationOptionValidateSignatureOnly (from libmis)
00000001acf19118 (__TEXT,__const) external _kMaxASBSWaitTime
                 (undefined) external _kSecCodeInfoCertificates (from Security)
                 (undefined) external _kSecCodeInfoDigestAlgorithm (from Security)
                 (undefined) external _kSecCodeInfoEntitlementsDict (from Security)
                 (undefined) external _kSecCodeInfoIdentifier (from Security)
                 (undefined) external _kSecCodeInfoPList (from Security)
                 (undefined) external _kSecCodeInfoTeamIdentifier (from Security)
                 (undefined) external _kSecCodeInfoTimestamp (from Security)
                 (undefined) external _kSecCodeInfoUnique (from Security)
                 (undefined) external _kSecCodeSignerDetached (from Security)
                 (undefined) external _kSecCodeSignerDigestAlgorithm (from Security)
                 (undefined) external _kSecCodeSignerIdentifier (from Security)
                 (undefined) external _kSecCodeSignerIdentity (from Security)
                 (undefined) external _kSecCodeSignerResourceRules (from Security)
00000001eb113af0 (__DATA,__bss) non-external _kext.sLog
00000001eb113ae8 (__DATA,__bss) non-external _kext.sLogInit
                 (undefined) external _lstat (from libSystem)
                 (undefined) external _malloc_type_calloc (from libSystem)
                 (undefined) external _malloc_type_malloc (from libSystem)
00000001eb113b10 (__DATA,__bss) non-external _measurements.sLog
00000001eb113b08 (__DATA,__bss) non-external _measurements.sLogInit
                 (undefined) external _memset (from libSystem)
00000001acf0ad00 (__TEXT,__text) external _normalizeURL
                 (undefined) external _objc_alloc (from libobjc)
                 (undefined) external _objc_alloc_init (from libobjc)
                 (undefined) external _objc_autorelease (from libobjc)
                 (undefined) external _objc_autoreleasePoolPop (from libobjc)
                 (undefined) external _objc_autoreleasePoolPush (from libobjc)
                 (undefined) external _objc_autoreleaseReturnValue (from libobjc)
                 (undefined) external _objc_copyWeak (from libobjc)
                 (undefined) external _objc_destroyWeak (from libobjc)
                 (undefined) external _objc_enumerationMutation (from libobjc)
                 (undefined) external _objc_getClass (from libobjc)
                 (undefined) external _objc_initWeak (from libobjc)
                 (undefined) external _objc_loadWeakRetained (from libobjc)
                 (undefined) external _objc_msgSend (from libobjc)
00000001acf219c0 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$URLByAppendingPathComponent:
00000001acf219e0 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$URLByAppendingPathComponent:isDirectory:
00000001acf21a00 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$URLByDeletingLastPathComponent
00000001acf21a20 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$URLByResolvingSymlinksInPath
00000001acf21a40 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$URLByStandardizingPath
00000001acf21a60 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$UTF8String
00000001acf21a80 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$UUIDString
00000001acf21aa0 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$absoluteString
00000001acf21ac0 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$addBlockedSoftwareOverride:withReply:
00000001acf21ae0 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$addGatekeeperOverrideForPersistentIdentifier:withReply:
00000001acf21b00 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$addGatekeeperUserIntent:withReply:
00000001acf21b20 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$addObject:
00000001acf21b40 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$addObjectsFromArray:
00000001acf21b60 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$allBundleURLs
00000001acf21b80 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$allKextURLs
00000001acf21ba0 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$allKeys
00000001acf21bc0 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$allObjects
00000001acf21be0 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$allowGatekeeperPolicy:withReply:
00000001acf21c00 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$allowed
00000001acf21c20 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$appWrapperPolicyResult:forDeviceID:installProfile:checkResources:withProgressCallback:
00000001acf21c40 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$appendBytes:length:
00000001acf21c60 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$appendFormat:
00000001acf21c80 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$areKernelExtensionsApproved:withReply:
00000001acf21ca0 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$array
00000001acf21cc0 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$arrayWithArray:
00000001acf21ce0 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$arrayWithObject:
00000001acf21d00 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$arrayWithObjects:count:
00000001acf21d20 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$attributesOfItemAtPath:error:
00000001acf21d40 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$auditToken
00000001acf21d60 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$blockedReasonDescription
00000001acf21d80 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$boolForKey:
00000001acf21da0 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$boolValue
00000001acf21dc0 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$bundleID
00000001acf21de0 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$bytes
00000001acf21e00 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$canInstallPackage:withUserConsent:withHash:evaluateOnly:synchronousPrompt:withReply:
00000001acf21e20 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$canLoadKernelExtension:withReply:
00000001acf21e40 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$canLoadKernelExtensionInCache:withReply:
00000001acf21e60 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$cdHash
00000001acf21e80 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$cdhash
00000001acf21ea0 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$code
00000001acf21ec0 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$compare:
00000001acf21ee0 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$componentsSeparatedByString:
00000001acf21f00 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$connection
00000001acf21f20 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$containsObject:
00000001acf21f40 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$containsString:
00000001acf21f60 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$copy
00000001acf21f80 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$copyBlockedExecutionPolicyItemsWithReply:
00000001acf21fa0 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$copyCurrentPolicyWithReply:
00000001acf21fc0 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$copyItemAtURL:toURL:error:
00000001acf21fe0 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$copyKernelExtensionHistoryWithReply:
00000001acf22000 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$copyPendingApprovalsWithReply:
00000001acf22020 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$count
00000001acf22040 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$countByEnumeratingWithState:objects:count:
00000001acf22060 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$createDirectoryAtPath:withIntermediateDirectories:attributes:error:
00000001acf22080 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$createGatekeeperMigrationData:
00000001acf220a0 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$createKernelExtensionMigrationData:
00000001acf220c0 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$currentDeviceID
00000001acf220e0 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$data
00000001acf22100 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$dataWithBytes:length:
00000001acf22120 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$dataWithBytesNoCopy:length:freeWhenDone:
00000001acf22140 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$dataWithCapacity:
00000001acf22160 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$dataWithData:
00000001acf22180 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$dateWithTimeIntervalSince1970:
00000001acf221a0 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$decodeBoolForKey:
00000001acf221c0 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$decodeObjectOfClass:forKey:
00000001acf221e0 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$decodeObjectOfClasses:forKey:
00000001acf22200 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$defaultManager
00000001acf22220 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$description
00000001acf22240 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$developerName
00000001acf22260 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$dictionary
00000001acf22280 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$dictionaryWithContentsOfURL:
00000001acf222a0 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$dictionaryWithObjects:forKeys:count:
00000001acf222c0 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$doGatekeeperProgressUpdate:withTotal:
00000001acf222e0 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$doReload
00000001acf22300 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$doesContain:
00000001acf22320 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$domain
00000001acf22340 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$downloads
00000001acf22360 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$enableKernelExtensionManagementForMDM:withReply:
00000001acf22380 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$encodeBool:forKey:
00000001acf223a0 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$encodeObject:forKey:
00000001acf223c0 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$entitlements
00000001acf223e0 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$enumerateObjectsUsingBlock:
00000001acf22400 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$enumeratorAtURL:includingPropertiesForKeys:options:errorHandler:
00000001acf22420 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$errorWithDomain:code:userInfo:
00000001acf22440 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$exec
00000001acf22460 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$execPath
00000001acf22480 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$fileExistsAtPath:
00000001acf224a0 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$fileExistsAtPath:isDirectory:
00000001acf224c0 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$fileSystemRepresentation
00000001acf224e0 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$fileURLWithPath:
00000001acf22500 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$fileURLWithPath:isDirectory:
00000001acf22520 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$fileURLWithPathComponents:
00000001acf22540 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$findAssociatedProvenanceEntries:withReply:
00000001acf22560 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$findLegacyKextBundleID:
00000001acf22580 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$findProvenanceEntry:withReply:
00000001acf225a0 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$findProvenanceEntryByID:withReply:
00000001acf225c0 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$findProvisioningProfile:
00000001acf225e0 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$flags
00000001acf22600 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$forceReload
00000001acf22620 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$fsTypeName
00000001acf22640 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$gatekeeperMigrationDataPath:
00000001acf22660 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$generic
00000001acf22680 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$getAllProvenanceEntriesWithReply:
00000001acf226a0 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$getAllowedPaths
00000001acf226c0 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$getAllowedUrls
00000001acf226e0 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$getApprovalRequiresAdministratorWithReply:
00000001acf22700 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$getBlockedSoftwareOverride:withReply:
00000001acf22720 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$getCurrentUAKLHashWithReply:
00000001acf22740 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$getFastGatekeeperOverrideModeEnabledWithReply:
00000001acf22760 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$getFileSystemRepresentation:maxLength:
00000001acf22780 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$getGatekeeperInsightEnabledWithReply:
00000001acf227a0 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$getGatekeeperPolicyWithReply:
00000001acf227c0 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$getResourceValue:forKey:error:
00000001acf227e0 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$getScriptScanEvaluationFor:scriptHash:scanResult:withReply:
00000001acf22800 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$getStrictGatekeeperEnabledForDomain:withReply:
00000001acf22820 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$gkError
00000001acf22840 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$handleReload
00000001acf22860 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$hasPrefix:
00000001acf22880 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$hasSuffix:
00000001acf228a0 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$hash
00000001acf228c0 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$hexString
00000001acf228e0 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$identifier
00000001acf22900 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$initWithData:
00000001acf22920 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$initWithDeveloper:teamID:bundleIDs:allowed:rebootRequired:isPendingUpgrade:
00000001acf22940 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$initWithExecPath:mmapPath:signingID:teamID:cdHash:responsiblePath:developerName:lasSeen:
00000001acf22960 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$initWithMachServiceName:options:
00000001acf22980 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$initWithParent:
00000001acf229a0 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$initWithRoot:
00000001acf229c0 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$initWithSuiteName:
00000001acf229e0 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$initWithURL:
00000001acf22a00 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$initWithURL:withReloadBlock:watchForUpdates:
00000001acf22a20 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$initWithUTF8String:
00000001acf22a40 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$initWithUUIDBytes:
00000001acf22a60 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$initWithValid:withSignerCategory:withModified:
00000001acf22a80 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$installMDMPayload:withTeams:withExtensions:withContext:withReply:
00000001acf22aa0 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$installProvisioningProfile:
00000001acf22ac0 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$intValue
00000001acf22ae0 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$integerForKey:
00000001acf22b00 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$integerValue
00000001acf22b20 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$interfaceWithProtocol:
00000001acf22b40 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$invalidate
00000001acf22b60 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$isAppWrapper:
00000001acf22b80 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$isAuthenticationRequiredOnUpdates:
00000001acf22ba0 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$isAvailable
00000001acf22bc0 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$isBlockedSoftware:withReply:
00000001acf22be0 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$isCodeless
00000001acf22c00 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$isDeprecated
00000001acf22c20 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$isDeveloperModeEnabledWithReply:
00000001acf22c40 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$isDeveloperToolEnvironmentWithReply:
00000001acf22c60 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$isEqualTo:
00000001acf22c80 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$isEqualToString:
00000001acf22ca0 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$isGatekeeperPolicyAllowed:withReply:
00000001acf22cc0 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$isKernelExtensionApprovedByUser:withBundleID:withReply:
00000001acf22ce0 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$isKextAllowedWithoutSecureTimestamp:
00000001acf22d00 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$isKnownToBeUnsafe
00000001acf22d20 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$isLegacyKextAllowed:
00000001acf22d40 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$isMainThread
00000001acf22d60 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$isMalware
00000001acf22d80 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$isMovedToTrash
00000001acf22da0 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$isNotarized
00000001acf22dc0 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$isPhishing
00000001acf22de0 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$isProvisioningProfileTrusted:
00000001acf22e00 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$isProvisioningProfileValid:forDevice:
00000001acf22e20 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$isRebootRequiredForInstallation:
00000001acf22e40 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$isSecurityDowngradeRequiredForInstallation:
00000001acf22e60 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$isUnsupported
00000001acf22e80 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$isUnwantedSoftware
00000001acf22ea0 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$isValid
00000001acf22ec0 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$isValidApplication:checkResources:withSignerCategory:withModified:withProgressCallback:
00000001acf22ee0 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$itemPath
00000001acf22f00 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$kernelExtensionMigrationDataPath:
00000001acf22f20 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$keyEnumerator
00000001acf22f40 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$knownMalware
00000001acf22f60 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$lastPathComponent
00000001acf22f80 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$lastSeen
00000001acf22fa0 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$lastUsed
00000001acf22fc0 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$length
00000001acf22fe0 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$loadFromBundleData:
00000001acf23000 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$loadInternalData:
00000001acf23020 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$localizedCapitalizedString
00000001acf23040 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$lock
00000001acf23060 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$logGatekeeperOverrideForURL:withReply:
00000001acf23080 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$lookUpURL:completionHandler:
00000001acf230a0 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$lookupSampling:withReply:
00000001acf230c0 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$lowercaseString
00000001acf230e0 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$mainExecutableURL
00000001acf23100 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$mmapPath
00000001acf23120 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$modTime
00000001acf23140 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$needsApproval
00000001acf23160 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$needsOverride
00000001acf23180 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$notifyInstalledContent:withInstallationType:withReply:
00000001acf231a0 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$notifyLoadedKernelExtension:withPath:
00000001acf231c0 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$notifyUnsupportedKernelExtensions:withReply:
00000001acf231e0 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$now
00000001acf23200 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$null
00000001acf23220 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$numberWithBool:
00000001acf23240 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$numberWithInteger:
