00007ff841cd31e0 (__DATA,__data) non-external _.compoundliteral
                 (undefined) external _mig_get_reply_port (from libSystem)
                 (undefined) external _mig_put_reply_port (from libSystem)
                 (undefined) external _mig_strncpy (from libSystem)
                 (undefined) weak external _mig_strncpy_zerofill (from libSystem)
00007ff8039f8668 (__TEXT,__text) non-external _mk_atom
00007ff803a06caa (__TEXT,__text) non-external (was a private external) _mk_counted_string
00007ff803a11dd0 (__TEXT,__text) non-external _mk_empty_string
00007ff8039fb690 (__TEXT,__text) non-external (was a private external) _mk_foreign_block
00007ff8039fb6c7 (__TEXT,__text) non-external (was a private external) _mk_foreign_func
00007ff8039ff2f2 (__TEXT,__text) non-external (was a private external) _mk_foreign_object
00007ff8039fbeb0 (__TEXT,__text) non-external (was a private external) _mk_integer
00007ff8039f92c7 (__TEXT,__text) non-external _mk_sharp_const
00007ff803a10d06 (__TEXT,__text) non-external _mk_sharp_integer
00007ff8039f5787 (__TEXT,__text) non-external (was a private external) _mk_string
00007ff8039f5597 (__TEXT,__text) non-external (was a private external) _mk_symbol
00007ff8039f51f2 (__TEXT,__text) non-external _mk_vector
00007ff803a1d096 (__TEXT,__text) non-external _mk_vector.cold.1
00007ff840519030 (__DATA_CONST,__const) non-external _modifier_info
00007ff803a06e06 (__TEXT,__text) non-external _move_to_next_node
00007ff803a1ac41 (__TEXT,__text) non-external _msgfilter_free_callback
00007ff803a092c1 (__TEXT,__text) non-external _negate_instruction
00007ff8405181d0 (__DATA_CONST,__const) non-external _network_filter_constants
00007ff8039f5445 (__TEXT,__text) non-external _new_frame_in_env
00007ff8039f5861 (__TEXT,__text) non-external _new_slot_spec_in_env
00007ff803a40770 (__TEXT,__const) non-external _nfBasicCF
00007ff803a3cb80 (__TEXT,__const) non-external _nfTrieHi
00007ff803a41170 (__TEXT,__const) non-external _nfTrieLo
00007ff803a3f590 (__TEXT,__const) non-external _nfTrieMid
00007ff803a3d1b0 (__TEXT,__const) non-external _nfU16InvMasks
00007ff803a3d2c0 (__TEXT,__const) non-external _nfU16Seq2
00007ff803a3dee0 (__TEXT,__const) non-external _nfU16Seq3
00007ff803a3e420 (__TEXT,__const) non-external _nfU16SeqMisc
00007ff803a3e5b0 (__TEXT,__const) non-external _nfU32Char
00007ff803a3f430 (__TEXT,__const) non-external _nfU32SeqMisc
00007ff8039fa9ac (__TEXT,__text) non-external _num_eq
00007ff803a018dd (__TEXT,__text) non-external _num_ge
00007ff803a06cff (__TEXT,__text) non-external _num_gt
00007ff803a10ed9 (__TEXT,__text) non-external _num_le
00007ff803a10e95 (__TEXT,__text) non-external _num_lt
00007ff803a11942 (__TEXT,__text) non-external _num_mod
00007ff843910278 (__DATA_DIRTY,__bss) non-external _num_one
00007ff803a118d4 (__TEXT,__text) non-external _num_rem
00007ff843910268 (__DATA_DIRTY,__bss) non-external _num_zero
00007ff8039ff335 (__TEXT,__text) non-external (was a private external) _objvalue
00007ff8039f565a (__TEXT,__text) non-external _oblist_add_by_name
00007ff8039f55c6 (__TEXT,__text) non-external _oblist_find_by_name
00007ff803a0433a (__TEXT,__text) non-external _op_concat
00007ff803a04880 (__TEXT,__text) non-external _operand_release
00007ff803a1930f (__TEXT,__text) non-external _operation_expand
00007ff840519a30 (__DATA_CONST,__const) non-external _operation_info
00007ff840519410 (__DATA_CONST,__const) non-external _operation_names
00007ff803a195a7 (__TEXT,__text) non-external _operations_allowed_by_default
00007ff803a18bf0 (__TEXT,__text) non-external _operator_name
00007ff803a04170 (__TEXT,__text) non-external _operator_precedence
00007ff8039f6022 (__TEXT,__text) non-external _opexe_0
00007ff803a1d0b9 (__TEXT,__text) non-external _opexe_0.cold.1
00007ff803a1d0dc (__TEXT,__text) non-external _opexe_0.cold.2
00007ff8039f8900 (__TEXT,__text) non-external _opexe_1
00007ff8039f94e8 (__TEXT,__text) non-external _opexe_2
00007ff8039fa480 (__TEXT,__text) non-external _opexe_3
00007ff8039fab68 (__TEXT,__text) non-external _opexe_4
00007ff8039f7554 (__TEXT,__text) non-external _opexe_5
00007ff803a103b0 (__TEXT,__text) non-external _opexe_6
                 (undefined) external _os_log_type_enabled (from libSystem)
00007ff8039fd251 (__TEXT,__text) non-external (was a private external) _pair_car
00007ff8039fd29f (__TEXT,__text) non-external (was a private external) _pair_cdr
00007ff8039fe146 (__TEXT,__text) non-external _parse_pattern
00007ff803a18aa9 (__TEXT,__text) non-external _peek_operand
00007ff803a38450 (__TEXT,__const) non-external _policy_scm
00007ff803a15475 (__TEXT,__text) non-external _populate_modifier_descriptor
00007ff803a1581c (__TEXT,__text) non-external _populate_modifier_msgfilter_descriptor
00007ff8039fc527 (__TEXT,__text) non-external _port_close
00007ff803a110fc (__TEXT,__text) non-external _port_from_file
00007ff8039f59d7 (__TEXT,__text) non-external _port_from_string
00007ff8039fd9b8 (__TEXT,__text) non-external _port_rep_from_file
00007ff803a0f44c (__TEXT,__text) non-external _previously_emitted_buffer
00007ff803a14e12 (__TEXT,__text) non-external _previously_emitted_condition
00007ff803a1220d (__TEXT,__text) non-external _printatom
00007ff803a11e52 (__TEXT,__text) non-external _printslashstring
00007ff840517560 (__DATA_CONST,__const) non-external _profile_dirs
00007ff803a14a58 (__TEXT,__text) non-external _profile_has_mach_message_filters
00007ff803a14a28 (__TEXT,__text) non-external _profile_has_message_filters
00007ff803a0653c (__TEXT,__text) non-external _push_bytes
00007ff803a04f5d (__TEXT,__text) non-external _push_byteset
00007ff803a18b84 (__TEXT,__text) non-external _push_byteset_skip
00007ff803a066f9 (__TEXT,__text) non-external _push_jne_instr
00007ff803a041b7 (__TEXT,__text) non-external _push_literal
00007ff803a0686d (__TEXT,__text) non-external _push_match_sequence_instr
00007ff803a1bc6c (__TEXT,__text) non-external _push_match_variable_instr
00007ff803a10cc4 (__TEXT,__text) non-external _push_nop
00007ff803a18c60 (__TEXT,__text) non-external _push_operand
00007ff803a03c9f (__TEXT,__text) non-external _push_operator
00007ff803a1bdc8 (__TEXT,__text) non-external _push_repeat_seek_byte_instr
00007ff803a18af7 (__TEXT,__text) non-external _push_seek
00007ff803a1bd19 (__TEXT,__text) non-external _push_seek_byte_instr
00007ff803a1105c (__TEXT,__text) non-external (was a private external) _putcharacter
00007ff803a11010 (__TEXT,__text) non-external (was a private external) _putstr
00007ff803a12170 (__TEXT,__text) non-external _readsharpstrexp
00007ff8039f85b3 (__TEXT,__text) non-external _readstr_upto
00007ff803a11f7d (__TEXT,__text) non-external _readstrexp
                 (undefined) external _realloc (from libSystem)
                 (undefined) external _reallocf (from libSystem)
00007ff803a0f5d3 (__TEXT,__text) non-external _record_buffer_data
00007ff803a0f6e1 (__TEXT,__text) non-external _record_condition_data
00007ff803a06a4d (__TEXT,__text) non-external _regex_quote
00007ff803a18b3c (__TEXT,__text) non-external _remove_leading_literal_byte
00007ff803a0c271 (__TEXT,__text) non-external _reorder_condition
00007ff803a0c366 (__TEXT,__text) non-external _reorder_condition_list
00007ff803a18dfb (__TEXT,__text) non-external _reorder_policy
00007ff803a0195d (__TEXT,__text) non-external _reverse
00007ff8039fba92 (__TEXT,__text) non-external (was a private external) _s_cons
00007ff8039fb54b (__TEXT,__text) non-external (was a private external) _s_immutable_cons
00007ff8039f7088 (__TEXT,__text) non-external _s_save
00007ff803a0fce1 (__TEXT,__text) external _sandbox_apply
00007ff803a0fcfb (__TEXT,__text) external _sandbox_apply_container
00007ff803a12954 (__TEXT,__text) external _sandbox_compile_entitlements
00007ff8039f1e4f (__TEXT,__text) external _sandbox_compile_file
00007ff8039f1db6 (__TEXT,__text) external _sandbox_compile_named
00007ff803a109d1 (__TEXT,__text) external _sandbox_compile_string
00007ff803a132d0 (__TEXT,__text) external _sandbox_container_paths_iterate_items
00007ff8039f1c80 (__TEXT,__text) external _sandbox_create_params
00007ff803a136cf (__TEXT,__text) external _sandbox_exempt_from_network_approval_policy
00007ff803a0fdca (__TEXT,__text) external _sandbox_free_params
00007ff803a0fd8d (__TEXT,__text) external _sandbox_free_profile
00007ff803a12a83 (__TEXT,__text) external _sandbox_inspect_pid
00007ff803a12b82 (__TEXT,__text) external _sandbox_inspect_smemory
00007ff803a132e5 (__TEXT,__text) external _sandbox_prepare_user_home_mount
00007ff803a13780 (__TEXT,__text) external _sandbox_register_network_approval_policy_exemption_for_share
00007ff803a1297d (__TEXT,__text) external _sandbox_register_profile
00007ff803a13b16 (__TEXT,__text) external _sandbox_register_sync_root
00007ff8039f1cd0 (__TEXT,__text) external _sandbox_set_param
00007ff803a12c02 (__TEXT,__text) external _sandbox_set_user_state_item
00007ff803a12c1a (__TEXT,__text) external _sandbox_set_user_state_item_with_persona
00007ff803a12a56 (__TEXT,__text) external _sandbox_unregister_all_profiles
00007ff803a12a11 (__TEXT,__text) external _sandbox_unregister_profile
00007ff803a12b8d (__TEXT,__text) external _sandbox_user_state_item_buffer_create
00007ff803a12bea (__TEXT,__text) external _sandbox_user_state_item_buffer_destroy
00007ff803a12b9c (__TEXT,__text) external _sandbox_user_state_item_buffer_send
00007ff803a12f24 (__TEXT,__text) external _sandbox_user_state_iterate_items
00007ff803a13d36 (__TEXT,__text) non-external _sb_annotation_destroy
00007ff803a13c5c (__TEXT,__text) non-external _sb_annotation_list_copy
00007ff803a0e4cf (__TEXT,__text) non-external _sb_annotation_set_integer
00007ff803a14664 (__TEXT,__text) non-external _sb_bitmask_clear_bit
00007ff803a14441 (__TEXT,__text) non-external _sb_bitmask_create_empty
00007ff803a14558 (__TEXT,__text) non-external _sb_bitmask_get_hash
00007ff803a145e3 (__TEXT,__text) non-external _sb_bitmask_iterate_set
00007ff803a143d2 (__TEXT,__text) non-external _sb_bitmask_release
00007ff803a1437f (__TEXT,__text) non-external _sb_bitmask_retain
00007ff8039f435e (__TEXT,__text) non-external _sb_buffer_alloc
00007ff803a05301 (__TEXT,__text) non-external _sb_buffer_get_byte_count
00007ff803a05392 (__TEXT,__text) non-external _sb_buffer_get_hash
00007ff803a0698e (__TEXT,__text) non-external _sb_buffer_is_equivalent
00007ff8039fe78e (__TEXT,__text) non-external _sb_buffer_release
00007ff803a05781 (__TEXT,__text) non-external _sb_buffer_retain
00007ff803a146a8 (__TEXT,__text) non-external _sb_buffer_with_contents_of_file
00007ff803a0533d (__TEXT,__text) non-external _sb_buffer_with_data_pointer
00007ff803a04d59 (__TEXT,__text) non-external _sb_byteset_add_byte
00007ff803a16183 (__TEXT,__text) non-external _sb_byteset_copy
00007ff803a04fca (__TEXT,__text) non-external _sb_byteset_get_population
00007ff803a0da12 (__TEXT,__text) non-external _sb_byteset_is_equivalent
00007ff803a070b2 (__TEXT,__text) non-external _sb_byteset_iterate_ranges
00007ff803a04eb1 (__TEXT,__text) non-external _sb_byteset_negate
00007ff803a04d11 (__TEXT,__text) non-external _sb_byteset_new
00007ff803a04e53 (__TEXT,__text) non-external _sb_byteset_release
00007ff803a04e00 (__TEXT,__text) non-external _sb_byteset_retain
00007ff803a0720b (__TEXT,__text) non-external _sb_byteset_union
00007ff803a160ac (__TEXT,__text) non-external _sb_byteset_with_range
00007ff8039f4212 (__TEXT,__text) non-external _sb_calloc
00007ff803a1638b (__TEXT,__text) non-external _sb_condition_boolean
00007ff803a01bad (__TEXT,__text) non-external _sb_condition_conjunction
00007ff803a107ed (__TEXT,__text) non-external _sb_condition_constant
00007ff8039ff05b (__TEXT,__text) non-external _sb_condition_disjunction
00007ff803a16ce3 (__TEXT,__text) non-external _sb_condition_is_bitmask
00007ff803a16b94 (__TEXT,__text) non-external _sb_condition_is_boolean
00007ff803a0a1fc (__TEXT,__text) non-external _sb_condition_is_conjunction
00007ff803a01e78 (__TEXT,__text) non-external _sb_condition_is_contrary
00007ff803a0954c (__TEXT,__text) non-external _sb_condition_is_disjunction
00007ff803a02566 (__TEXT,__text) non-external _sb_condition_is_equivalent
00007ff803a0f23d (__TEXT,__text) non-external _sb_condition_is_integer
00007ff803a16c7a (__TEXT,__text) non-external _sb_condition_is_network
00007ff803a0a442 (__TEXT,__text) non-external _sb_condition_is_pattern
00007ff8039febe0 (__TEXT,__text) non-external _sb_condition_is_regex
00007ff803a16c08 (__TEXT,__text) non-external _sb_condition_is_string_textbuf
00007ff803a0a5bd (__TEXT,__text) non-external _sb_condition_is_transposable
00007ff8039fec4a (__TEXT,__text) non-external _sb_condition_list_append
00007ff803a0ab81 (__TEXT,__text) non-external _sb_condition_list_contains_condition
00007ff803a0a78e (__TEXT,__text) non-external _sb_condition_list_copy
00007ff803a058a4 (__TEXT,__text) non-external _sb_condition_list_every_condition_matches_predicate
00007ff803a16dd6 (__TEXT,__text) non-external _sb_condition_list_filter
00007ff803a015f2 (__TEXT,__text) non-external _sb_condition_list_get_hash
00007ff803a0d548 (__TEXT,__text) non-external _sb_condition_list_is_equivalent
00007ff803a01775 (__TEXT,__text) non-external _sb_condition_list_iterate
00007ff803a0b152 (__TEXT,__text) non-external _sb_condition_list_iterate_reverse
00007ff8039fd185 (__TEXT,__text) non-external _sb_condition_list_new
00007ff8039fd8dd (__TEXT,__text) non-external _sb_condition_list_release
00007ff803a0a890 (__TEXT,__text) non-external _sb_condition_list_remove
00007ff803a0b95c (__TEXT,__text) non-external _sb_condition_matches_subset
00007ff803a09398 (__TEXT,__text) non-external _sb_condition_negation
00007ff803a1033b (__TEXT,__text) non-external _sb_condition_network
00007ff8039fe8c8 (__TEXT,__text) non-external _sb_condition_new
00007ff803a04caa (__TEXT,__text) non-external _sb_condition_pattern
00007ff8039ff41a (__TEXT,__text) non-external _sb_condition_pattern_path
00007ff8039feef6 (__TEXT,__text) non-external _sb_condition_release
00007ff803a056bd (__TEXT,__text) non-external _sb_condition_string
00007ff8039f3ed0 (__TEXT,__text) non-external _sb_context_intern_string
00007ff8039fd5cb (__TEXT,__text) non-external _sb_context_release
00007ff8039fd54d (__TEXT,__text) non-external _sb_context_release_modification
00007ff8039f3da8 (__TEXT,__text) non-external _sb_context_retain
00007ff803a16e33 (__TEXT,__text) non-external _sb_context_retain_modification
00007ff803a17178 (__TEXT,__text) non-external _sb_error_fatal
00007ff803a17400 (__TEXT,__text) non-external _sb_error_fatal_for_instruction
00007ff803a1721f (__TEXT,__text) non-external _sb_error_for_instruction
00007ff803a051a7 (__TEXT,__text) non-external _sb_error_new
00007ff8405180f8 (__DATA_CONST,__const) non-external _sb_error_out_of_memory.oom_error
00007ff803a0508d (__TEXT,__text) non-external _sb_error_set_unsupported_with_format
00007ff803a16ff3 (__TEXT,__text) non-external _sb_error_set_with_description
00007ff803a170d1 (__TEXT,__text) non-external _sb_error_set_with_format
00007ff803a17051 (__TEXT,__text) non-external _sb_error_set_with_formatv
00007ff8039fbee1 (__TEXT,__text) non-external _sb_filter_accepts_type
00007ff803a176fc (__TEXT,__text) non-external _sb_filter_has_atom_namespace
00007ff8039fea99 (__TEXT,__text) non-external _sb_filter_has_dependency
00007ff843910288 (__DATA_DIRTY,__bss) non-external _sb_filter_has_side_effects.filterset
00007ff843910298 (__DATA_DIRTY,__bss) non-external _sb_filter_has_side_effects.onceToken
00007ff8039fdbec (__TEXT,__text) non-external _sb_filter_is_case_sensitive
00007ff803a176bf (__TEXT,__text) non-external _sb_filter_pattern_values_can_be_mutually_exclusive
00007ff8039fdcfb (__TEXT,__text) non-external _sb_fsa_acceptor
00007ff803a00695 (__TEXT,__text) non-external _sb_fsa_copy
00007ff803a004eb (__TEXT,__text) non-external _sb_fsa_disjunction
00007ff803a008dc (__TEXT,__text) non-external _sb_fsa_get_recognizer_child
00007ff803a0bcc7 (__TEXT,__text) non-external _sb_fsa_is_backtracking_recognizer
00007ff803a0bbbe (__TEXT,__text) non-external _sb_fsa_matches_subset
00007ff803a14326 (__TEXT,__text) non-external _sb_fsa_may_backtrack
00007ff803a06f12 (__TEXT,__text) non-external _sb_fsa_recognizer_byteset
00007ff803a07303 (__TEXT,__text) non-external _sb_fsa_recognizer_byteset_skip
00007ff803a06e6f (__TEXT,__text) non-external _sb_fsa_recognizer_seek_byte
00007ff803a04c05 (__TEXT,__text) non-external _sb_fsa_recognizer_seek_byte_with_retry
00007ff803a0028d (__TEXT,__text) non-external _sb_fsa_recognizer_sequence
00007ff803a00496 (__TEXT,__text) non-external _sb_fsa_recognizer_terminal
00007ff803a13ebb (__TEXT,__text) non-external _sb_fsa_recognizer_variable
00007ff8039fe666 (__TEXT,__text) non-external _sb_fsa_release
00007ff803a01420 (__TEXT,__text) non-external _sb_fsa_release_indegree
00007ff8039fe5a3 (__TEXT,__text) non-external _sb_fsa_retain
00007ff803a00408 (__TEXT,__text) non-external _sb_fsa_retain_indegree
00007ff803a06d48 (__TEXT,__text) non-external _sb_fsa_set_recognizer_child
00007ff8039f4268 (__TEXT,__text) non-external _sb_hash_compute
00007ff803a12a9b (__TEXT,__text) non-external _sb_inspect_subsystem
00007ff8039f4585 (__TEXT,__text) non-external _sb_instr_action
00007ff8039ff341 (__TEXT,__text) non-external _sb_instr_conditional
00007ff803a1780c (__TEXT,__text) non-external _sb_instr_deep_copy
00007ff803a0da74 (__TEXT,__text) non-external _sb_instr_get_action_modifiers
00007ff803a09637 (__TEXT,__text) non-external _sb_instr_get_jump_target
00007ff803a0906e (__TEXT,__text) non-external _sb_instr_is_equivalent
00007ff803a17920 (__TEXT,__text) non-external _sb_instr_is_unmodified_allow_action
00007ff803a17778 (__TEXT,__text) non-external _sb_instr_jump
00007ff8039f45ea (__TEXT,__text) non-external _sb_instr_new
00007ff8039f47aa (__TEXT,__text) non-external _sb_instr_release
00007ff803a09258 (__TEXT,__text) non-external _sb_instr_replace
00007ff8039f4697 (__TEXT,__text) non-external _sb_instr_retain
00007ff803a0979e (__TEXT,__text) non-external _sb_instr_set_condition
00007ff803a0560b (__TEXT,__text) non-external _sb_instr_set_false_branch
00007ff803a0b876 (__TEXT,__text) non-external _sb_instr_set_true_branch
00007ff8039f46f4 (__TEXT,__text) non-external _sb_instr_track
00007ff8039f42b9 (__TEXT,__text) non-external _sb_malloc
00007ff803a17ea2 (__TEXT,__text) non-external _sb_modifier_get_name
00007ff803a02b2d (__TEXT,__text) non-external _sb_modifier_requires_argument
00007ff8039fd3dc (__TEXT,__text) non-external _sb_modifiers_iterate
00007ff8039fd449 (__TEXT,__text) non-external _sb_modifiers_release
00007ff803a18021 (__TEXT,__text) non-external _sb_modifiers_set_deny_errno
00007ff803a18107 (__TEXT,__text) non-external _sb_modifiers_set_message_filter
00007ff803a17ee7 (__TEXT,__text) non-external _sb_modifiers_set_modifier
00007ff803a17fcc (__TEXT,__text) non-external _sb_modifiers_set_signal
00007ff803a17d6e (__TEXT,__text) non-external _sb_msgfilter_is_equivalent
00007ff803a17cdc (__TEXT,__text) non-external _sb_msgfilter_release
00007ff803a0fac8 (__TEXT,__text) non-external _sb_mutable_buffer_make_immutable
00007ff803a07d22 (__TEXT,__text) non-external _sb_mutable_buffer_new
00007ff803a0fbe1 (__TEXT,__text) non-external _sb_mutable_buffer_release
00007ff803a0e561 (__TEXT,__text) non-external _sb_mutable_buffer_set_minimum_size
00007ff803a0e5e9 (__TEXT,__text) non-external _sb_mutable_buffer_write
00007ff803a1242d (__TEXT,__text) non-external (was a private external) _sb_packbuff_free
00007ff803a1d217 (__TEXT,__text) non-external _sb_packbuff_free.cold.1
00007ff803a1249f (__TEXT,__text) non-external (was a private external) _sb_packbuff_get_bytes
00007ff803a124b3 (__TEXT,__text) non-external (was a private external) _sb_packbuff_get_item_value_type
00007ff803a124a9 (__TEXT,__text) non-external (was a private external) _sb_packbuff_get_size
00007ff803a123bf (__TEXT,__text) non-external (was a private external) _sb_packbuff_init_with_buffer
00007ff803a122b4 (__TEXT,__text) non-external (was a private external) _sb_packbuff_new
00007ff803a12683 (__TEXT,__text) non-external _sb_packbuff_pack_item
00007ff803a1d2ac (__TEXT,__text) non-external _sb_packbuff_pack_item.cold.1
00007ff803a1d2cf (__TEXT,__text) non-external _sb_packbuff_pack_item.cold.2
00007ff803a127df (__TEXT,__text) non-external (was a private external) _sb_packbuff_pack_key_with_string_value
00007ff803a127ac (__TEXT,__text) non-external (was a private external) _sb_packbuff_pack_string
00007ff803a1266a (__TEXT,__text) non-external (was a private external) _sb_packbuff_pack_uint32
00007ff803a12326 (__TEXT,__text) non-external _sb_packbuff_realloc
00007ff803a1253d (__TEXT,__text) non-external _sb_packbuff_unpack_item
00007ff803a1d289 (__TEXT,__text) non-external _sb_packbuff_unpack_item.cold.1
00007ff803a1288e (__TEXT,__text) non-external (was a private external) _sb_packbuff_unpack_key_with_string_value
00007ff803a125fb (__TEXT,__text) non-external (was a private external) _sb_packbuff_unpack_string
00007ff803a124e6 (__TEXT,__text) non-external (was a private external) _sb_packbuff_unpack_uint32
00007ff803a05515 (__TEXT,__text) non-external _sb_pattern_is_disjoint_with_regex
00007ff8039fe5ff (__TEXT,__text) non-external _sb_pattern_new
00007ff8039fdc48 (__TEXT,__text) non-external _sb_pattern_prefix
00007ff803a02d0e (__TEXT,__text) non-external _sb_pattern_regex
00007ff8039feb40 (__TEXT,__text) non-external _sb_pattern_release
00007ff8039feaed (__TEXT,__text) non-external _sb_pattern_retain
00007ff803a05c23 (__TEXT,__text) non-external _sb_pattern_serialize
00007ff803a1ca13 (__TEXT,__text) non-external _sb_pattern_var_release
00007ff803a1c9be (__TEXT,__text) non-external _sb_pattern_var_retain
00007ff803a1cb04 (__TEXT,__text) non-external _sb_pattern_var_set_ordinal
00007ff803a1ccf5 (__TEXT,__text) non-external _sb_pattern_varset_enter
00007ff803a1ce4d (__TEXT,__text) non-external _sb_pattern_varset_get_available_ordinal
00007ff803a108cd (__TEXT,__text) non-external _sb_pattern_varset_release
00007ff803a10822 (__TEXT,__text) non-external _sb_pattern_varset_retain
00007ff803a1882f (__TEXT,__text) non-external _sb_policy_get_entry_point
00007ff803a187ef (__TEXT,__text) non-external _sb_policy_is_operation_supported
00007ff803a18871 (__TEXT,__text) non-external _sb_policy_iterate_entry_points
00007ff803a184c4 (__TEXT,__text) non-external _sb_policy_new
00007ff803a186c7 (__TEXT,__text) non-external _sb_policy_release
00007ff803a18750 (__TEXT,__text) non-external _sb_policy_set_entry_point
00007ff803a07c7c (__TEXT,__text) non-external _sb_profile_release
00007ff803a1087e (__TEXT,__text) non-external _sb_profile_set_pattern_variables
00007ff803a10a03 (__TEXT,__text) non-external _sb_program_add_source_buffer
00007ff8039f43e3 (__TEXT,__text) non-external _sb_program_source_alloc
00007ff803a0669c (__TEXT,__text) non-external _sb_realloc
00007ff803a053e2 (__TEXT,__text) non-external _sb_regex_release
00007ff803a07a08 (__TEXT,__text) non-external _sb_sbpl_parser_release
00007ff803a1bedb (__TEXT,__text) non-external _sb_source_info_copy
00007ff803a052cc (__TEXT,__text) non-external _sb_textbuf_get_length
00007ff8039ff67c (__TEXT,__text) non-external _sb_textbuf_with_normalized_string_copy
00007ff8039f3e03 (__TEXT,__text) non-external _sb_textbuf_with_string_copy
00007ff803a0547a (__TEXT,__text) non-external _sb_textbuf_with_substring_copy
00007ff803a182b3 (__TEXT,__text) non-external _sb_transform_combine_patterns_profile
00007ff803a16f83 (__TEXT,__text) non-external _sb_transform_eliminate_dead_code_profile
00007ff803a0adfa (__TEXT,__text) non-external _sb_transform_expand_logical_conditions_profile
00007ff803a18f48 (__TEXT,__text) non-external _sb_transform_resolve_jumps_policy
00007ff803a0877f (__TEXT,__text) non-external _sb_transform_synthesize_logical_conditions_profile
00007ff803a1bf4b (__TEXT,__text) non-external _sb_transform_synthesize_syscallmasks_profile
00007ff803a078f7 (__TEXT,__text) non-external _sb_visitor_has_visited
00007ff803a07580 (__TEXT,__text) non-external _sb_visitor_new
00007ff803a0798a (__TEXT,__text) non-external _sb_visitor_release
00007ff803a1cee3 (__TEXT,__text) non-external _sb_warn
00007ff803a3b5b0 (__TEXT,__const) non-external _sbpl1_scm
00007ff803a3c370 (__TEXT,__const) non-external _sbpl2_scm
00007ff803a3c7a0 (__TEXT,__const) non-external _sbpl3_scm
00007ff803a198d1 (__TEXT,__text) non-external _sbpl_enter_message_filter_context
00007ff803a1a0be (__TEXT,__text) non-external _sbpl_filter_eqv
00007ff803a19ae9 (__TEXT,__text) non-external _sbpl_leave_message_filter_context
00007ff803a1a18c (__TEXT,__text) non-external _sbpl_operation_eqv
00007ff803a348f0 (__TEXT,__const) non-external _sbpl_scm
00007ff803a11096 (__TEXT,__text) non-external (was a private external) _scheme_backtrace
00007ff803a1d050 (__TEXT,__text) non-external _scheme_backtrace.cold.1
00007ff803a0740e (__TEXT,__text) non-external (was a private external) _scheme_call
00007ff8039fb632 (__TEXT,__text) non-external (was a private external) _scheme_define
00007ff803a07abf (__TEXT,__text) non-external (was a private external) _scheme_deinit
00007ff8039f4fc5 (__TEXT,__text) non-external (was a private external) _scheme_enable_full_backtraces
00007ff803a112c4 (__TEXT,__text) non-external (was a private external) _scheme_error
00007ff803a1167b (__TEXT,__text) non-external (was a private external) _scheme_errorf
00007ff803a06c9a (__TEXT,__text) non-external (was a private external) _scheme_get_external_data
00007ff803a10f54 (__TEXT,__text) non-external (was a private external) _scheme_get_location_col
00007ff803a10f4a (__TEXT,__text) non-external (was a private external) _scheme_get_location_line
00007ff803a10f32 (__TEXT,__text) non-external (was a private external) _scheme_get_location_name
00007ff803a073d0 (__TEXT,__text) non-external (was a private external) _scheme_global
00007ff8039f497c (__TEXT,__text) non-external (was a private external) _scheme_init_custom_alloc
00007ff8039f4938 (__TEXT,__text) non-external (was a private external) _scheme_init_new
00007ff8039fbc4f (__TEXT,__text) non-external (was a private external) _scheme_load_file
00007ff8039f5a85 (__TEXT,__text) non-external (was a private external) _scheme_load_string
00007ff8039fc3e5 (__TEXT,__text) non-external (was a private external) _scheme_push_string
00007ff803a11766 (__TEXT,__text) non-external (was a private external) _scheme_quit
00007ff8039f5a63 (__TEXT,__text) non-external (was a private external) _scheme_set_error_port_string
00007ff8039f59a5 (__TEXT,__text) non-external (was a private external) _scheme_set_external_data
00007ff8039f59b4 (__TEXT,__text) non-external (was a private external) _scheme_set_output_port_string
00007ff803a11139 (__TEXT,__text) non-external (was a private external) _scheme_write_to_file
00007ff803a00b3b (__TEXT,__text) non-external _shallow_copy_node
00007ff803a0b61a (__TEXT,__text) non-external _skip_redundant_instructions
                 (undefined) external _snprintf (from libSystem)
00007ff803a0d418 (__TEXT,__text) non-external _split_node
                 (undefined) external _sscanf (from libSystem)
00007ff8039f57e6 (__TEXT,__text) non-external _store_string
                 (undefined) external _strcasecmp (from libSystem)
                 (undefined) external _strchr (from libSystem)
                 (undefined) external _strcmp (from libSystem)
                 (undefined) external _strcspn (from libSystem)
                 (undefined) external _strdup (from libSystem)
                 (undefined) external _strerror (from libSystem)
00007ff803a06c8f (__TEXT,__text) non-external (was a private external) _string_length
00007ff8039fdbd5 (__TEXT,__text) non-external (was a private external) _string_value
                 (undefined) external _strlcat (from libSystem)
                 (undefined) external _strlen (from libSystem)
                 (undefined) external _strncmp (from libSystem)
                 (undefined) external _strnlen (from libSystem)
                 (undefined) external _strrchr (from libSystem)
                 (undefined) external _strsep (from libSystem)
                 (undefined) external _strspn (from libSystem)
                 (undefined) external _strstr (from libSystem)
                 (undefined) external _strtod (from libSystem)
                 (undefined) external _strtol (from libSystem)
00007ff803a1bd69 (__TEXT,__text) non-external _submatch_end
00007ff8039fb682 (__TEXT,__text) non-external (was a private external) _symname
00007ff803a117ea (__TEXT,__text) non-external _syntaxnum
00007ff803a087d2 (__TEXT,__text) non-external _synthesize_logical_conditions
00007ff803a17b30 (__TEXT,__text) non-external _synthesize_logical_conditions_policy
00007ff840517460 (__DATA_CONST,__const) non-external _tests
00007ff8039f7110 (__TEXT,__text) non-external _token
00007ff803a076f7 (__TEXT,__text) non-external _traverse_postorder
