
/System/Library/PrivateFrameworks/AssistantServices.framework/Versions/Current/Support/assistantd (for architecture x86_64):
00000001002edc8c (__TEXT,__text) external _ADAMOSIdentifierCreate
                 (undefined) external _OBJC_CLASS_$_SASettingOpenVoiceOver (from SAObjects)
                 (undefined) external _OBJC_CLASS_$_SASettingSetAirplaneMode (from SAObjects)
                 (undefined) external _OBJC_CLASS_$_SASettingSetBool (from SAObjects)
                 (undefined) external _OBJC_CLASS_$_SASettingSetBoolResponse (from SAObjects)
                 (undefined) external _OBJC_CLASS_$_SASettingSetValueResponse (from SAObjects)
                 (undefined) external _OBJC_CLASS_$_SASettingSetVoiceOver (from SAObjects)
                 (undefined) external _OBJC_CLASS_$_SASettingShowAndPerformSettingsAction (from SAObjects)
                 (undefined) external _OBJC_CLASS_$_SASmsDraftShow (from SAObjects)
                 (undefined) external _OBJC_CLASS_$_SASmsSearch (from SAObjects)
                 (undefined) external _OBJC_CLASS_$_SASmsSms (from SAObjects)
                 (undefined) external _OBJC_CLASS_$_SAStartBackgroundActionRequest (from SAObjects)
                 (undefined) external _OBJC_CLASS_$_SAStartDirectActionRequest (from SAObjects)
                 (undefined) external _OBJC_CLASS_$_SAStartHandoffRequest (from SAObjects)
                 (undefined) external _OBJC_CLASS_$_SAStartLocalRequest (from SAObjects)
                 (undefined) external _OBJC_CLASS_$_SAStartMultiUserTestRequest (from SAObjects)
                 (undefined) external _OBJC_CLASS_$_SAStartRequest (from SAObjects)
                 (undefined) external _OBJC_CLASS_$_SAStartUIRequest (from SAObjects)
                 (undefined) external _OBJC_CLASS_$_SAStructuredDictationAddressResult (from SAObjects)
                 (undefined) external _OBJC_CLASS_$_SAStructuredDictationFailed (from SAObjects)
                 (undefined) external _OBJC_CLASS_$_SAStructuredDictationItem (from SAObjects)
                 (undefined) external _OBJC_CLASS_$_SAStructuredDictationPlaceResult (from SAObjects)
                 (undefined) external _OBJC_CLASS_$_SAStructuredDictationResult (from SAObjects)
                 (undefined) external _OBJC_CLASS_$_SASyncAnchor (from SAObjects)
                 (undefined) external _OBJC_CLASS_$_SASyncAppIdentifyingInfo (from SAObjects)
                 (undefined) external _OBJC_CLASS_$_SASyncAppMetaData (from SAObjects)
                 (undefined) external _OBJC_CLASS_$_SASyncChunk (from SAObjects)
                 (undefined) external _OBJC_CLASS_$_SASyncChunkAccepted (from SAObjects)
                 (undefined) external _OBJC_CLASS_$_SASyncChunkDenied (from SAObjects)
                 (undefined) external _OBJC_CLASS_$_SASyncClientVerify (from SAObjects)
                 (undefined) external _OBJC_CLASS_$_SASyncClientVerifyResult (from SAObjects)
                 (undefined) external _OBJC_CLASS_$_SASyncFinished (from SAObjects)
                 (undefined) external _OBJC_CLASS_$_SASyncGetAnchors (from SAObjects)
                 (undefined) external _OBJC_CLASS_$_SASyncGetAnchorsResponse (from SAObjects)
                 (undefined) external _OBJC_CLASS_$_SASyncGetCachedSyncAnchors (from SAObjects)
                 (undefined) external _OBJC_CLASS_$_SASyncGetCachedSyncAnchorsResponse (from SAObjects)
                 (undefined) external _OBJC_CLASS_$_SASyncGroupChecksum (from SAObjects)
                 (undefined) external _OBJC_CLASS_$_SASyncNamedAppIdentifyingInfo (from SAObjects)
                 (undefined) external _OBJC_CLASS_$_SASyncServerVerify (from SAObjects)
                 (undefined) external _OBJC_CLASS_$_SASyncServerVerifyResponse (from SAObjects)
                 (undefined) external _OBJC_CLASS_$_SASyncSetDeepSyncVerificationNeeded (from SAObjects)
                 (undefined) external _OBJC_CLASS_$_SASyncSyncPromise (from SAObjects)
                 (undefined) external _OBJC_CLASS_$_SATTSGetSpeechSynthesisVolume (from SAObjects)
                 (undefined) external _OBJC_CLASS_$_SATTSGetSpeechSynthesisVolumeResponse (from SAObjects)
                 (undefined) external _OBJC_CLASS_$_SATTSSetSpeechSynthesisVolume (from SAObjects)
                 (undefined) external _OBJC_CLASS_$_SATTSSpeechSynthesisStreamingChunk (from SAObjects)
                 (undefined) external _OBJC_CLASS_$_SATimerCancel (from SAObjects)
                 (undefined) external _OBJC_CLASS_$_SATimerCancelCompleted (from SAObjects)
                 (undefined) external _OBJC_CLASS_$_SATimerDismiss (from SAObjects)
                 (undefined) external _OBJC_CLASS_$_SATimerGet (from SAObjects)
                 (undefined) external _OBJC_CLASS_$_SATimerGetCompleted (from SAObjects)
                 (undefined) external _OBJC_CLASS_$_SATimerObject (from SAObjects)
                 (undefined) external _OBJC_CLASS_$_SATimerPause (from SAObjects)
                 (undefined) external _OBJC_CLASS_$_SATimerPauseCompleted (from SAObjects)
                 (undefined) external _OBJC_CLASS_$_SATimerResume (from SAObjects)
                 (undefined) external _OBJC_CLASS_$_SATimerResumeCompleted (from SAObjects)
                 (undefined) external _OBJC_CLASS_$_SATimerSet (from SAObjects)
                 (undefined) external _OBJC_CLASS_$_SATimerSetCompleted (from SAObjects)
                 (undefined) external _OBJC_CLASS_$_SATimerTimerShow (from SAObjects)
                 (undefined) external _OBJC_CLASS_$_SAUIAddDialogs (from SAObjects)
                 (undefined) external _OBJC_CLASS_$_SAUIAddViews (from SAObjects)
                 (undefined) external _OBJC_CLASS_$_SAUIAppPunchOut (from SAObjects)
                 (undefined) external _OBJC_CLASS_$_SAUIAssistantUtteranceView (from SAObjects)
                 (undefined) external _OBJC_CLASS_$_SAUICloseAssistant (from SAObjects)
                 (undefined) external _OBJC_CLASS_$_SAUIGetSuggestedUtterances (from SAObjects)
                 (undefined) external _OBJC_CLASS_$_SAUIPerformNotificationAction (from SAObjects)
                 (undefined) external _OBJC_CLASS_$_SAUIPlayNotificationSound (from SAObjects)
                 (undefined) external _OBJC_CLASS_$_SAUISayIt (from SAObjects)
                 (undefined) external _OBJC_CLASS_$_SAUIShowRequestHandlingStatus (from SAObjects)
                 (undefined) external _OBJC_CLASS_$_SAURIHandoffPayload (from SAObjects)
                 (undefined) external _OBJC_CLASS_$_SAUpdateReadingState (from SAObjects)
                 (undefined) external _OBJC_CLASS_$_SAUpdateRestrictions (from SAObjects)
                 (undefined) external _OBJC_CLASS_$_SAUserActivity (from SAObjects)
                 (undefined) external _OBJC_CLASS_$_SAUserConfidenceScore (from SAObjects)
                 (undefined) external _OBJC_CLASS_$_SAUserState (from SAObjects)
                 (undefined) external _OBJC_CLASS_$_SAVoice (from SAObjects)
                 (undefined) external _OBJC_CLASS_$_SAWaitForCommands (from SAObjects)
                 (undefined) weak external _OBJC_CLASS_$_SCDAFDevice (from SiriCrossDeviceArbitrationFeedback)
                 (undefined) weak external _OBJC_CLASS_$_SCDAFFeedbackService (from SiriCrossDeviceArbitrationFeedback)
                 (undefined) weak external _OBJC_CLASS_$_SCDAFParticipation (from SiriCrossDeviceArbitrationFeedback)
                 (undefined) external _OBJC_CLASS_$_SISchemaActiveAudioDevice (from SiriInstrumentation)
                 (undefined) external _OBJC_CLASS_$_SISchemaActiveStatus (from SiriInstrumentation)
                 (undefined) external _OBJC_CLASS_$_SISchemaAdaptiveVolumeUserPreferences (from SiriInstrumentation)
                 (undefined) external _OBJC_CLASS_$_SISchemaAggregatedMetrics (from SiriInstrumentation)
                 (undefined) external _OBJC_CLASS_$_SISchemaAnnounceEnabledStatus (from SiriInstrumentation)
                 (undefined) external _OBJC_CLASS_$_SISchemaAnnounceNotifications (from SiriInstrumentation)
                 (undefined) external _OBJC_CLASS_$_SISchemaAsset (from SiriInstrumentation)
                 (undefined) external _OBJC_CLASS_$_SISchemaClientAnyEvent (from AssistantServices)
                 (undefined) external _OBJC_CLASS_$_SISchemaClientEvent (from SiriInstrumentation)
                 (undefined) external _OBJC_CLASS_$_SISchemaClientEventMetadata (from SiriInstrumentation)
                 (undefined) external _OBJC_CLASS_$_SISchemaClientTurnBasedEvent (from AssistantServices)
                 (undefined) external _OBJC_CLASS_$_SISchemaClientTurnContext (from AssistantServices)
                 (undefined) external _OBJC_CLASS_$_SISchemaDailyDeviceStatus (from SiriInstrumentation)
                 (undefined) external _OBJC_CLASS_$_SISchemaDeviceDynamicContext (from SiriInstrumentation)
                 (undefined) external _OBJC_CLASS_$_SISchemaEnabledStatus (from SiriInstrumentation)
                 (undefined) external _OBJC_CLASS_$_SISchemaEnrolledUserState (from SiriInstrumentation)
                 (undefined) external _OBJC_CLASS_$_SISchemaLocaleIdentifier (from SiriInstrumentation)
                 (undefined) external _OBJC_CLASS_$_SISchemaLocation (from SiriInstrumentation)
                 (undefined) external _OBJC_CLASS_$_SISchemaMultiUserState (from SiriInstrumentation)
                 (undefined) external _OBJC_CLASS_$_SISchemaOrderedAnyEvent (from SiriInstrumentation)
                 (undefined) external _OBJC_CLASS_$_SISchemaPersonalization (from SiriInstrumentation)
                 (undefined) external _OBJC_CLASS_$_SISchemaRequestLink (from SiriInstrumentation)
                 (undefined) external _OBJC_CLASS_$_SISchemaRequestLinkInfo (from SiriInstrumentation)
                 (undefined) external _OBJC_CLASS_$_SISchemaSendWithoutConfirmation (from SiriInstrumentation)
                 (undefined) external _OBJC_CLASS_$_SISchemaUUID (from SiriInstrumentation)
                 (undefined) external _OBJC_CLASS_$_SISchemaVersion (from SiriInstrumentation)
                 (undefined) external _OBJC_CLASS_$_SISchemaVoiceSettings (from SiriInstrumentation)
                 (undefined) external _OBJC_CLASS_$_SISchemaVoiceTriggerMetrics (from SiriInstrumentation)
                 (undefined) external _OBJC_CLASS_$_SIUtilities (from SiriInstrumentation)
                 (undefined) external _OBJC_CLASS_$_SKIAnnounceNotificationDirectInvocationPayload (from SiriKitInvocation)
                 (undefined) external _OBJC_CLASS_$_SKIDirectInvocation (from SiriKitInvocation)
                 (undefined) external _OBJC_CLASS_$_SKIDirectInvocationContext (from SiriKitInvocation)
                 (undefined) external _OBJC_CLASS_$_SKIHomeAutomationInvocation (from SiriKitInvocation)
                 (undefined) external _OBJC_CLASS_$_SKIMediaControlsInvocation (from SiriKitInvocation)
                 (undefined) external _OBJC_CLASS_$_SKIMessagesInvocation (from SiriKitInvocation)
                 (undefined) external _OBJC_CLASS_$_SKINotebookInvocation (from SiriKitInvocation)
                 (undefined) external _OBJC_CLASS_$_SKINotificationsInvocation (from SiriKitInvocation)
                 (undefined) external _OBJC_CLASS_$_SKIPhoneInvocation (from SiriKitInvocation)
                 (undefined) external _OBJC_CLASS_$_SOClockAlarmManager (from SiriObservation)
                 (undefined) external _OBJC_CLASS_$_SOClockAlarmObserver (from SiriObservation)
                 (undefined) external _OBJC_CLASS_$_SOClockTimerManager (from SiriObservation)
                 (undefined) external _OBJC_CLASS_$_SOClockTimerObserver (from SiriObservation)
                 (undefined) external _OBJC_CLASS_$_SOMediaNowPlayingObserver (from SiriObservation)
                 (undefined) external _OBJC_CLASS_$_SRDRequestDispatcher (from SiriMessageBus)
                 (undefined) external _OBJC_CLASS_$_SSRVoiceProfileManager (from SpeakerRecognition)
                 (undefined) external _OBJC_CLASS_$_STAlarm (from AssistantServices)
                 (undefined) external _OBJC_CLASS_$_STEmailMessage (from SiriTasks)
                 (undefined) external _OBJC_CLASS_$_STGenericIntentRequest (from SiriTasks)
                 (undefined) external _OBJC_CLASS_$_STGenericIntentResponse (from SiriTasks)
                 (undefined) external _OBJC_CLASS_$_STPerson (from AssistantServices)
                 (undefined) external _OBJC_CLASS_$_STPersonContactHandle (from AssistantServices)
                 (undefined) external _OBJC_CLASS_$_STPromptManeuverRequest (from SiriTasks)
                 (undefined) external _OBJC_CLASS_$_STSendDraftMessageRequest (from SiriTasks)
                 (undefined) external _OBJC_CLASS_$_STSendEmailRequest (from SiriTasks)
                 (undefined) external _OBJC_CLASS_$_STSetting (from AssistantServices)
                 (undefined) external _OBJC_CLASS_$_STSettingChange (from AssistantServices)
                 (undefined) external _OBJC_CLASS_$_STShowActivityRequest (from SiriTasks)
                 (undefined) external _OBJC_CLASS_$_STShowChannelRequest (from SiriTasks)
                 (undefined) external _OBJC_CLASS_$_STShowDraftMessageRequest (from SiriTasks)
                 (undefined) external _OBJC_CLASS_$_STShowMapPointRequest (from SiriTasks)
                 (undefined) external _OBJC_CLASS_$_STShowMapsSearchResultsRequest (from SiriTasks)
                 (undefined) external _OBJC_CLASS_$_STSiriLocation (from AssistantServices)
                 (undefined) external _OBJC_CLASS_$_STStartNavigationRequest (from SiriTasks)
                 (undefined) external _OBJC_CLASS_$_STStopNavigationRequest (from SiriTasks)
                 (undefined) external _OBJC_CLASS_$_STTimer (from AssistantServices)
                 (undefined) external _OBJC_CLASS_$_STWorkoutSetStateRequest (from SiriTasks)
                 (undefined) external _OBJC_CLASS_$_SVDAlarmTimerIntentsHandlingCapability (from SiriVirtualDeviceResolution)
                 (undefined) external _OBJC_CLASS_$_SVDAppLaunchCapability (from SiriVirtualDeviceResolution)
                 (undefined) external _OBJC_CLASS_$_SVDAssistantEnabledCapability (from SiriVirtualDeviceResolution)
                 (undefined) external _OBJC_CLASS_$_SVDAudioPlaybackCapability (from SiriVirtualDeviceResolution)
                 (undefined) external _OBJC_CLASS_$_SVDDeviceResolutionXPCInterface (from SiriVirtualDeviceResolution)
                 (undefined) external _OBJC_CLASS_$_SVDDeviceUnit (from SiriVirtualDeviceResolution)
                 (undefined) external _OBJC_CLASS_$_SVDMUXCapability (from SiriVirtualDeviceResolution)
                 (undefined) external _OBJC_CLASS_$_SVDSeymourRoutingCapability (from SiriVirtualDeviceResolution)
                 (undefined) external _OBJC_CLASS_$_SVDSpeakerCapability (from SiriVirtualDeviceResolution)
                 (undefined) external _OBJC_CLASS_$_SVDVideoPlaybackCapability (from SiriVirtualDeviceResolution)
                 (undefined) external _OBJC_CLASS_$_SVDVoiceTriggerCapability (from SiriVirtualDeviceResolution)
                 (undefined) external _OBJC_CLASS_$_SZExtractor (from StreamingZip)
                 (undefined) external _OBJC_CLASS_$_SiriCoreConnectionMetrics (from SiriCore)
                 (undefined) external _OBJC_CLASS_$_SiriCoreConnectionTCPInfoMetrics (from SiriCore)
                 (undefined) external _OBJC_CLASS_$_SiriCoreConnectionType (from SiriCore)
                 (undefined) external _OBJC_CLASS_$_SiriCoreNWConnection (from SiriCore)
                 (undefined) external _OBJC_CLASS_$_SiriCoreNetworkActivityTracing (from SiriCore)
                 (undefined) external _OBJC_CLASS_$_SiriCoreNetworkManager (from SiriCore)
                 (undefined) external _OBJC_CLASS_$_SiriCoreNetworkingAnalytics (from SiriCore)
                 (undefined) external _OBJC_CLASS_$_SiriCoreSQLiteColumnConstraint (from SiriCore)
                 (undefined) external _OBJC_CLASS_$_SiriCoreSQLiteColumnDescription (from SiriCore)
                 (undefined) external _OBJC_CLASS_$_SiriCoreSQLiteDatabase (from SiriCore)
                 (undefined) external _OBJC_CLASS_$_SiriCoreSQLiteIndexDescription (from SiriCore)
                 (undefined) external _OBJC_CLASS_$_SiriCoreSQLiteQueryCriterion (from SiriCore)
                 (undefined) external _OBJC_CLASS_$_SiriCoreSQLiteQueryOrder (from SiriCore)
                 (undefined) external _OBJC_CLASS_$_SiriCoreSQLiteQueryRange (from SiriCore)
                 (undefined) external _OBJC_CLASS_$_SiriCoreSQLiteTableDescription (from SiriCore)
                 (undefined) external _OBJC_CLASS_$_SiriCoreSiriConnection (from SiriCore)
                 (undefined) external _OBJC_CLASS_$_SiriCoreSiriDaemonLaunchContext (from SiriCore)
                 (undefined) external _OBJC_CLASS_$_SiriCoreSpeechPacket (from SiriCore)
                 (undefined) external _OBJC_CLASS_$_SiriCoreSymptomsReporter (from SiriCore)
                 (undefined) external _OBJC_CLASS_$_SiriCoreSyncDatabase (from SiriCore)
                 (undefined) external _OBJC_CLASS_$_SiriCoreSyncRecord (from SiriCore)
                 (undefined) external _OBJC_CLASS_$_SiriCoreWiFiManagerClient (from SiriCore)
                 (undefined) external _OBJC_CLASS_$_TRIAllocationStatus (from Trial)
                 (undefined) external _OBJC_CLASS_$_TRIClient (from Trial)
                 (undefined) external _OBJC_CLASS_$_TRIExperimentAllocationStatus (from Trial)
                 (undefined) external _OBJC_CLASS_$_TRINamespace (from TrialProto)
                 (undefined) weak external _OBJC_CLASS_$_TUCallCapabilities (from TelephonyUtilities)
                 (undefined) weak external _OBJC_CLASS_$_TUCallCenter (from TelephonyUtilities)
                 (undefined) weak external _OBJC_CLASS_$_TUUserConfiguration (from TelephonyUtilities)
                 (undefined) weak external _OBJC_CLASS_$_UNMutableNotificationContent (from UserNotifications)
                 (undefined) weak external _OBJC_CLASS_$_UNNotification (from UserNotifications)
                 (undefined) weak external _OBJC_CLASS_$_UNNotificationRequest (from UserNotifications)
                 (undefined) weak external _OBJC_CLASS_$_UNUserNotificationCenter (from UserNotifications)
                 (undefined) weak external _OBJC_CLASS_$_VTPreferences (from VoiceTrigger)
0000000100631238 (__DATA,__objc_data) external _OBJC_CLASS_$__ADAudioSessionCoordinationMessageBeginAudioSessionRequestMutation
000000010062d0e8 (__DATA,__objc_data) external _OBJC_CLASS_$__ADAudioSessionCoordinationMessageBeginAudioSessionResponseMutation
000000010062dbd8 (__DATA,__objc_data) external _OBJC_CLASS_$__ADAudioSessionCoordinationMessageEndAudioSessionRequestMutation
0000000100630f18 (__DATA,__objc_data) external _OBJC_CLASS_$__ADAudioSessionCoordinationMessageEndAudioSessionResponseMutation
0000000100630888 (__DATA,__objc_data) external _OBJC_CLASS_$__ADAudioSessionCoordinationMessageKeepAudioSessionAliveRequestMutation
000000010062ebc8 (__DATA,__objc_data) external _OBJC_CLASS_$__ADAudioSessionCoordinationMessageKeepAudioSessionAliveResponseMutation
0000000100633538 (__DATA,__objc_data) external _OBJC_CLASS_$__ADAudioSessionCoordinationMessageMutation
000000010062da70 (__DATA,__objc_data) external _OBJC_CLASS_$__ADChunkInfo
000000010062ff00 (__DATA,__objc_data) external _OBJC_CLASS_$__ADCloudKitDeviceCapabilitiesStoreHelper
000000010062ff78 (__DATA,__objc_data) external _OBJC_CLASS_$__ADCloudKitIntentsCapabilitiesStoreHelper
000000010062f708 (__DATA,__objc_data) external _OBJC_CLASS_$__ADDeviceCirclePeerDataMutation
00000001006309c8 (__DATA,__objc_data) external _OBJC_CLASS_$__ADDeviceRouterResultMutation
0000000100633678 (__DATA,__objc_data) external _OBJC_CLASS_$__ADDeviceSyncCommandPullDeltaRequestMutation
000000010062dd18 (__DATA,__objc_data) external _OBJC_CLASS_$__ADDeviceSyncCommandPullDeltaResponseMutation
000000010062d868 (__DATA,__objc_data) external _OBJC_CLASS_$__ADDeviceSyncCommandPullGenerationsRequestMutation
0000000100633858 (__DATA,__objc_data) external _OBJC_CLASS_$__ADDeviceSyncCommandPullGenerationsResponseMutation
000000010062cd78 (__DATA,__objc_data) external _OBJC_CLASS_$__ADDeviceSyncCommandPullSnapshotRequestMutation
0000000100631b48 (__DATA,__objc_data) external _OBJC_CLASS_$__ADDeviceSyncCommandPullSnapshotResponseMutation
00000001006306a8 (__DATA,__objc_data) external _OBJC_CLASS_$__ADDeviceSyncCommandPushGenerationsRequestMutation
000000010062f1b8 (__DATA,__objc_data) external _OBJC_CLASS_$__ADDeviceSyncCommandPushGenerationsResponseMutation
0000000100631788 (__DATA,__objc_data) external _OBJC_CLASS_$__ADDeviceSyncIncrementalChangeMutation
0000000100632b38 (__DATA,__objc_data) external _OBJC_CLASS_$__ADDeviceSyncItemMutation
000000010062caf8 (__DATA,__objc_data) external _OBJC_CLASS_$__ADDeviceSyncMessageMutation
000000010062d1d8 (__DATA,__objc_data) external _OBJC_CLASS_$__ADDeviceSyncSnapshotMutation
000000010062e2b8 (__DATA,__objc_data) external _OBJC_CLASS_$__ADDomainObjectCacheEntry
000000010062e8d0 (__DATA,__objc_data) external _OBJC_CLASS_$__ADPBDeviceExecuteOnRemoteRequest
000000010062d160 (__DATA,__objc_data) external _OBJC_CLASS_$__ADPBDeviceExecuteOnRemoteResponse
0000000100631e90 (__DATA,__objc_data) external _OBJC_CLASS_$__ADPBDeviceGetDataRequest
000000010062e970 (__DATA,__objc_data) external _OBJC_CLASS_$__ADPBDeviceOutputVoiceInfo
000000010062e600 (__DATA,__objc_data) external _OBJC_CLASS_$__ADPBDeviceSetDataRequest
0000000100630cc0 (__DATA,__objc_data) external _OBJC_CLASS_$__ADPBDeviceStartRemoteRequest
000000010062db10 (__DATA,__objc_data) external _OBJC_CLASS_$__ADPBDeviceStartRemoteResponse
00000001006330b0 (__DATA,__objc_data) external _OBJC_CLASS_$__ADPBDeviceStringKeyValueDictionary
0000000100633100 (__DATA,__objc_data) external _OBJC_CLASS_$__ADPBDeviceStringKeyValuePair
0000000100630540 (__DATA,__objc_data) external _OBJC_CLASS_$__ADPBLocationGetPeerLocationRequest
000000010062ee70 (__DATA,__objc_data) external _OBJC_CLASS_$__ADPBLocationSetPeerLocationRequest
000000010062d750 (__DATA,__objc_data) external _OBJC_CLASS_$__ADPBProxyGetMetricsRequest
0000000100632430 (__DATA,__objc_data) external _OBJC_CLASS_$__ADPBProxyGetMetricsResponse
000000010062ccb0 (__DATA,__objc_data) external _OBJC_CLASS_$__ADPBProxyReestablishRequest
000000010062cdf0 (__DATA,__objc_data) external _OBJC_CLASS_$__ADPBProxyTCPInfoMetrics
000000010062d8e0 (__DATA,__objc_data) external _OBJC_CLASS_$__ADPBProxyWakeUpRequest
0000000100632a98 (__DATA,__objc_data) external _OBJC_CLASS_$__ADQueueObserver
0000000100630158 (__DATA,__objc_data) external _OBJC_CLASS_$__ADRapportLinkConfigurationMutation
000000010062e678 (__DATA,__objc_data) external _OBJC_CLASS_$__ADRapportLinkDiscoveryOptionsMutation
000000010062c918 (__DATA,__objc_data) external _OBJC_CLASS_$__ADRapportLinkTransportOptionsMutation
0000000100633038 (__DATA,__objc_data) external _OBJC_CLASS_$__ADRapportProximityObservationMutation
000000010062d278 (__DATA,__objc_data) external _OBJC_CLASS_$__ADSiriInfoBroadcastLink
00000001006307e8 (__DATA,__objc_data) external _OBJC_CLASS_$__AFAssertionContextMutation
                 (undefined) external _OBJC_CLASS_$__INSiriAuthorizationManager (from Intents)
                 (undefined) external _OBJC_CLASS_$__INVocabulary (from Intents)
                 (undefined) external _OBJC_CLASS_$__INVocabularyItem (from Intents)
                 (undefined) external _OBJC_CLASS_$__INVocabularyStoreManager (from Intents)
                 (undefined) external _OBJC_EHTYPE_$_CKException (from CloudKit)
                 (undefined) external _OBJC_EHTYPE_$_NSException (from CoreFoundation)
000000010062b644 (__DATA,__objc_ivar) external _OBJC_IVAR_$_ADLocationManager._internalQueue
000000010062b654 (__DATA,__objc_ivar) external _OBJC_IVAR_$_ADLocationManager._lastLocation
000000010062b658 (__DATA,__objc_ivar) external _OBJC_IVAR_$_ADLocationManager._lastLocationLock
000000010062b648 (__DATA,__objc_ivar) external _OBJC_IVAR_$_ADLocationManager._locationManager
000000010062b64c (__DATA,__objc_ivar) external _OBJC_IVAR_$_ADLocationManager._requestOriginCommand
000000010062b650 (__DATA,__objc_ivar) external _OBJC_IVAR_$_ADLocationManager._updateCompletion
000000010062afec (__DATA,__objc_ivar) external _OBJC_IVAR_$_ADServiceStatistics._commandTimes
000000010062afe4 (__DATA,__objc_ivar) external _OBJC_IVAR_$_ADServiceStatistics._serviceIdentifier
000000010062afe8 (__DATA,__objc_ivar) external _OBJC_IVAR_$_ADServiceStatistics._statsDict
                 (undefined) external _OBJC_IVAR_$_AFDeviceContext._deviceInfo (from AssistantServices)
                 (undefined) external _OBJC_IVAR_$_AFDeviceContext._dirtyFlags (from AssistantServices)
                 (undefined) external _OBJC_IVAR_$_AFDeviceContext._fromLocalDevice (from AssistantServices)
                 (undefined) external _OBJC_IVAR_$_AFDeviceContext._identifier (from AssistantServices)
                 (undefined) external _OBJC_IVAR_$_AFDeviceContext._privacyClass (from AssistantServices)
                 (undefined) external _OBJC_IVAR_$_AFDeviceContext._serializedBackingStore (from AssistantServices)
                 (undefined) external _OBJC_IVAR_$_PBDataReader._bytes (from ProtocolBuffer)
                 (undefined) external _OBJC_IVAR_$_PBDataReader._error (from ProtocolBuffer)
                 (undefined) external _OBJC_IVAR_$_PBDataReader._length (from ProtocolBuffer)
                 (undefined) external _OBJC_IVAR_$_PBDataReader._pos (from ProtocolBuffer)
000000010062f258 (__DATA,__objc_data) external _OBJC_METACLASS_$_ADAVSystemControllerLifecycleManager
000000010062d6d8 (__DATA,__objc_data) external _OBJC_METACLASS_$_ADAccount
00000001006328e0 (__DATA,__objc_data) external _OBJC_METACLASS_$_ADAceDomainSignalRequestHandler
000000010062d3e0 (__DATA,__objc_data) external _OBJC_METACLASS_$_ADAcePassthroughRequestTransformer
0000000100632160 (__DATA,__objc_data) external _OBJC_METACLASS_$_ADAcePassthroughResponseTransformer
000000010062e768 (__DATA,__objc_data) external _OBJC_METACLASS_$_ADAcePassthroughSiriRequest
000000010062ed58 (__DATA,__objc_data) external _OBJC_METACLASS_$_ADAcePassthroughSiriResponse
000000010062eee8 (__DATA,__objc_data) external _OBJC_METACLASS_$_ADAcousticFingerprinter
000000010062e4c0 (__DATA,__objc_data) external _OBJC_METACLASS_$_ADAcousticIDHelper
0000000100631d78 (__DATA,__objc_data) external _OBJC_METACLASS_$_ADAddressBookManager
0000000100630338 (__DATA,__objc_data) external _OBJC_METACLASS_$_ADAlarmContextProvider
000000010062fa50 (__DATA,__objc_data) external _OBJC_METACLASS_$_ADAlarmQuery
0000000100631fd0 (__DATA,__objc_data) external _OBJC_METACLASS_$_ADAlarmRequestHandler
00000001006313f0 (__DATA,__objc_data) external _OBJC_METACLASS_$_ADAlarmTransformer
000000010062ef10 (__DATA,__objc_data) external _OBJC_METACLASS_$_ADAnalyticsCompositeStreamId
0000000100631878 (__DATA,__objc_data) external _OBJC_METACLASS_$_ADAnalyticsDeliveryBatch
000000010062efd8 (__DATA,__objc_data) external _OBJC_METACLASS_$_ADAnalyticsEventRecordBuilder
0000000100632980 (__DATA,__objc_data) external _OBJC_METACLASS_$_ADAnalyticsFBFDeliveryInfrastructure
0000000100630608 (__DATA,__objc_data) external _OBJC_METACLASS_$_ADAnalyticsFuzzingInterval
0000000100632778 (__DATA,__objc_data) external _OBJC_METACLASS_$_ADAnalyticsService
000000010062efb0 (__DATA,__objc_data) external _OBJC_METACLASS_$_ADAnalyticsStore
0000000100632ea8 (__DATA,__objc_data) external _OBJC_METACLASS_$_ADAnnounceIncomingCallRequest
000000010062cbe8 (__DATA,__objc_data) external _OBJC_METACLASS_$_ADAnnounceNotificationRequest
000000010062ddb8 (__DATA,__objc_data) external _OBJC_METACLASS_$_ADAnnouncementRequest
000000010062fd48 (__DATA,__objc_data) external _OBJC_METACLASS_$_ADArbitrationFeedbackManager
00000001006311e8 (__DATA,__objc_data) external _OBJC_METACLASS_$_ADAssetManager
0000000100632958 (__DATA,__objc_data) external _OBJC_METACLASS_$_ADAssistantDataManager
000000010062cd28 (__DATA,__objc_data) external _OBJC_METACLASS_$_ADAudioFileWriter
000000010062fb68 (__DATA,__objc_data) external _OBJC_METACLASS_$_ADAudioPowerCoreSpeechProvider
000000010062cc88 (__DATA,__objc_data) external _OBJC_METACLASS_$_ADAudioRoute
000000010062cc60 (__DATA,__objc_data) external _OBJC_METACLASS_$_ADAudioSession
000000010062e358 (__DATA,__objc_data) external _OBJC_METACLASS_$_ADAudioSessionAssertionConnection
0000000100633560 (__DATA,__objc_data) external _OBJC_METACLASS_$_ADAudioSessionCoordinationMessage
0000000100631260 (__DATA,__objc_data) external _OBJC_METACLASS_$_ADAudioSessionCoordinationMessageBeginAudioSessionRequest
000000010062d110 (__DATA,__objc_data) external _OBJC_METACLASS_$_ADAudioSessionCoordinationMessageBeginAudioSessionResponse
000000010062dc00 (__DATA,__objc_data) external _OBJC_METACLASS_$_ADAudioSessionCoordinationMessageEndAudioSessionRequest
0000000100630f40 (__DATA,__objc_data) external _OBJC_METACLASS_$_ADAudioSessionCoordinationMessageEndAudioSessionResponse
