00007ff84008b9d0 (__DATA,__data) external _NDR_record
00007ff8006f17e4 (__TEXT,__text) external _pwrite$NOCANCEL
00007ff8006f2d9c (__TEXT,__text) external _pwritev
00007ff8006f17fc (__TEXT,__text) external _pwritev$NOCANCEL
00007ff8006f61c4 (__TEXT,__text) external _quota
00007ff8006f2db4 (__TEXT,__text) external _quotactl
00007ff8006f2dcc (__TEXT,__text) external _read
00007ff8006f1814 (__TEXT,__text) external _read$NOCANCEL
00007ff8006f2de4 (__TEXT,__text) external _readlink
00007ff8006f2dfc (__TEXT,__text) external _readlinkat
00007ff8006f2e14 (__TEXT,__text) external _readv
00007ff8006f182c (__TEXT,__text) external _readv$NOCANCEL
00007ff8006f4b70 (__TEXT,__text) external _reboot
00007ff8006f4b77 (__TEXT,__text) external _reboot_np
00007ff8006fe59c (__TEXT,__text) external _record_system_event_as_kernel
00007ff8006f1874 (__TEXT,__text) external _recvfrom
00007ff8006f188c (__TEXT,__text) external _recvfrom$NOCANCEL
00007ff8006f18a4 (__TEXT,__text) external _recvmsg
00007ff8006f18bc (__TEXT,__text) external _recvmsg$NOCANCEL
00007ff8006f2e2c (__TEXT,__text) external _recvmsg_x
00007ff8006f2e44 (__TEXT,__text) external _register_uexc_handler
00007ff8006f2e5c (__TEXT,__text) external _removexattr
00007ff800700183 (__TEXT,__text) external _rename
00007ff8006f8a36 (__TEXT,__text) external _rename_ext
00007ff8006f4c78 (__TEXT,__text) external _renameat
00007ff8006f89f5 (__TEXT,__text) external _renameatx_np
00007ff8006f8a0c (__TEXT,__text) external _renamex_np
00007ff8006f2e74 (__TEXT,__text) external _revoke
00007ff8006ffbb4 (__TEXT,__text) external _rmdir
00007ff8006f2e8c (__TEXT,__text) external _searchfs
00007ff8006fe5a1 (__TEXT,__text) external _select
00007ff8006f1934 (__TEXT,__text) external _select$DARWIN_EXTSN
00007ff8006f194c (__TEXT,__text) external _select$DARWIN_EXTSN$NOCANCEL
00007ff8006fe736 (__TEXT,__text) external _select$NOCANCEL
00007ff8006f2ea4 (__TEXT,__text) external _sem_close
00007ff8006fde65 (__TEXT,__text) external _sem_destroy
00007ff8006fde88 (__TEXT,__text) external _sem_getvalue
00007ff8006fdeab (__TEXT,__text) external _sem_init
00007ff8006f1964 (__TEXT,__text) external _sem_open
00007ff8006f2ebc (__TEXT,__text) external _sem_post
00007ff8006f2ed4 (__TEXT,__text) external _sem_trywait
00007ff8006f2eec (__TEXT,__text) external _sem_unlink
00007ff8006f2f04 (__TEXT,__text) external _sem_wait
00007ff8006f197c (__TEXT,__text) external _sem_wait$NOCANCEL
00007ff800710761 (__TEXT,__text) external _semaphore_create
00007ff80071089b (__TEXT,__text) external _semaphore_destroy
00007ff8006f64d9 (__TEXT,__text) external _semaphore_signal
00007ff8006f64de (__TEXT,__text) external _semaphore_signal_all
00007ff8006f02a4 (__TEXT,__text) external _semaphore_signal_all_trap
00007ff8006f64e3 (__TEXT,__text) external _semaphore_signal_thread
00007ff8006f02b0 (__TEXT,__text) external _semaphore_signal_thread_trap
00007ff8006f0298 (__TEXT,__text) external _semaphore_signal_trap
00007ff8006f64ed (__TEXT,__text) external _semaphore_timedwait
00007ff8006f64fe (__TEXT,__text) external _semaphore_timedwait_signal
00007ff8006f02e0 (__TEXT,__text) external _semaphore_timedwait_signal_trap
00007ff8006f02d4 (__TEXT,__text) external _semaphore_timedwait_trap
00007ff8006f64e8 (__TEXT,__text) external _semaphore_wait
00007ff8006f64f9 (__TEXT,__text) external _semaphore_wait_signal
00007ff8006f02c8 (__TEXT,__text) external _semaphore_wait_signal_trap
00007ff8006f02bc (__TEXT,__text) external _semaphore_wait_trap
00007ff8006f1994 (__TEXT,__text) external _semctl
00007ff8006f2f1c (__TEXT,__text) external _semget
00007ff8006f2f34 (__TEXT,__text) external _semop
00007ff8006f19ac (__TEXT,__text) external _semsys
00007ff8006f2f4c (__TEXT,__text) external _sendfile
00007ff8006f19f4 (__TEXT,__text) external _sendmsg
00007ff8006f1a0c (__TEXT,__text) external _sendmsg$NOCANCEL
00007ff8006f2f64 (__TEXT,__text) external _sendmsg_x
00007ff8006f1a24 (__TEXT,__text) external _sendto
00007ff8006f1a3c (__TEXT,__text) external _sendto$NOCANCEL
00007ff8006f1a54 (__TEXT,__text) external _setattrlist
00007ff8006f2f7c (__TEXT,__text) external _setattrlistat
00007ff800702150 (__TEXT,__text) external _setaudit
00007ff8006f2f94 (__TEXT,__text) external _setaudit_addr
00007ff8006f2fac (__TEXT,__text) external _setauid
00007ff8006f2fc4 (__TEXT,__text) external _setegid
00007ff8006f2fdc (__TEXT,__text) external _seteuid
00007ff8006f2ff4 (__TEXT,__text) external _setgid
00007ff8006f300c (__TEXT,__text) external _setgroups
00007ff8006f6775 (__TEXT,__text) external _setiopolicy_np
00007ff8006f3024 (__TEXT,__text) external _setitimer
00007ff8006f303c (__TEXT,__text) external _setpgid
00007ff8006fa87a (__TEXT,__text) external _setpriority
00007ff8006f3054 (__TEXT,__text) external _setprivexec
00007ff8006f61df (__TEXT,__text) external _setquota
00007ff8006f1a9c (__TEXT,__text) external _setregid
00007ff8006f1ab4 (__TEXT,__text) external _setreuid
00007ff8006fe8cb (__TEXT,__text) external _setrlimit
00007ff8006f1ae4 (__TEXT,__text) external _setsgroups_np
00007ff8006f306c (__TEXT,__text) external _setsid
00007ff8006f3084 (__TEXT,__text) external _setsockopt
00007ff8006f309c (__TEXT,__text) external _setuid
00007ff8006f1b44 (__TEXT,__text) external _setwgroups_np
00007ff8006f30b4 (__TEXT,__text) external _setxattr
00007ff8006fae8e (__TEXT,__text) external _sfi_get_class_offtime
00007ff8006faeaf (__TEXT,__text) external _sfi_process_get_flags
00007ff8006fae9f (__TEXT,__text) external _sfi_process_set_flags
00007ff8006fae7d (__TEXT,__text) external _sfi_set_class_offtime
00007ff8006f1bbc (__TEXT,__text) external _shm_open
00007ff8006f30cc (__TEXT,__text) external _shm_unlink
00007ff8006f30e4 (__TEXT,__text) external _shmat
00007ff8006f1bd4 (__TEXT,__text) external _shmctl
00007ff8006f30fc (__TEXT,__text) external _shmdt
00007ff8006f3114 (__TEXT,__text) external _shmget
00007ff8006f1bec (__TEXT,__text) external _shmsys
00007ff8006f312c (__TEXT,__text) external _shutdown
00007ff8006f3144 (__TEXT,__text) external _sigpending
00007ff8006f315c (__TEXT,__text) external _sigprocmask
00007ff8006ffa13 (__TEXT,__text) external _sigsuspend
00007ff8006fe8d6 (__TEXT,__text) external _sigsuspend$NOCANCEL
00007ff8006f3174 (__TEXT,__text) external _socket
00007ff8006f318c (__TEXT,__text) external _socket_delegate
00007ff8006f1c94 (__TEXT,__text) external _socketpair
00007ff8006fa703 (__TEXT,__text) external _stackshot_capture_with_config
00007ff8006fa6a2 (__TEXT,__text) external _stackshot_config_create
00007ff8006fa827 (__TEXT,__text) external _stackshot_config_dealloc
00007ff8006fa7df (__TEXT,__text) external _stackshot_config_dealloc_buffer
00007ff8006fa771 (__TEXT,__text) external _stackshot_config_get_stackshot_buffer
00007ff8006fa77e (__TEXT,__text) external _stackshot_config_get_stackshot_size
00007ff8006fa7ab (__TEXT,__text) external _stackshot_config_set_delta_timestamp
00007ff8006fa6f1 (__TEXT,__text) external _stackshot_config_set_flags
00007ff8006fa7c4 (__TEXT,__text) external _stackshot_config_set_pagetable_mask
00007ff8006fa6e1 (__TEXT,__text) external _stackshot_config_set_pid
00007ff8006fa793 (__TEXT,__text) external _stackshot_config_set_size_hint
00007ff8006f31a4 (__TEXT,__text) external _stat
00007ff8006f31a4 (__TEXT,__text) external _stat64
00007ff8006f31bc (__TEXT,__text) external _statfs
00007ff8006f31bc (__TEXT,__text) external _statfs64
00007ff84008c108 (__DATA,__bss) non-external _supported
00007ff8006f31d4 (__TEXT,__text) external _swapon
00007ff8006f03a0 (__TEXT,__text) external _swtch
00007ff8006f0394 (__TEXT,__text) external _swtch_pri
00007ff8006f31ec (__TEXT,__text) external _symlink
00007ff8006f3204 (__TEXT,__text) external _symlinkat
00007ff8006f321c (__TEXT,__text) external _sync
00007ff8006f1cf4 (__TEXT,__text) external _syscall
00007ff8006f03ac (__TEXT,__text) external _syscall_thread_switch
00007ff8006fae6c (__TEXT,__text) external _system_get_sfi_window
00007ff8006f3234 (__TEXT,__text) external _system_override
00007ff8006fae5b (__TEXT,__text) external _system_set_sfi_window
00007ff8007114e8 (__TEXT,__text) external _task_assign
00007ff8007115e7 (__TEXT,__text) external _task_assign_default
00007ff80070ef32 (__TEXT,__text) external _task_create
00007ff80071359b (__TEXT,__text) external _task_create_identity_token
00007ff8007137fc (__TEXT,__text) external _task_dyld_process_info_notify_deregister
00007ff8006f01c0 (__TEXT,__text) external _task_dyld_process_info_notify_get
00007ff80071349e (__TEXT,__text) external _task_dyld_process_info_notify_register
00007ff8006f0328 (__TEXT,__text) external _task_for_pid
00007ff800712543 (__TEXT,__text) external _task_generate_corpse
00007ff8007116d6 (__TEXT,__text) external _task_get_assignment
00007ff8007129bf (__TEXT,__text) external _task_get_dyld_image_infos
00007ff800711022 (__TEXT,__text) external _task_get_emulation_vector
00007ff800713165 (__TEXT,__text) external _task_get_exc_guard_behavior
00007ff800710016 (__TEXT,__text) external _task_get_exception_ports
00007ff8007138eb (__TEXT,__text) external _task_get_exception_ports_info
00007ff8007121c4 (__TEXT,__text) external _task_get_mach_voucher
00007ff80070f9f8 (__TEXT,__text) external _task_get_special_port
00007ff8007119d3 (__TEXT,__text) external _task_get_state
00007ff8007136be (__TEXT,__text) external _task_identity_token_get_task_port
00007ff80070f4e0 (__TEXT,__text) external _task_info
00007ff800712fbf (__TEXT,__text) external _task_inspect
00007ff8006f324c (__TEXT,__text) external _task_inspect_for_pid
00007ff800712666 (__TEXT,__text) external _task_map_corpse_info
00007ff800712e72 (__TEXT,__text) external _task_map_corpse_info_64
00007ff800713e43 (__TEXT,__text) external _task_map_kcdata_object_64
00007ff8006f031c (__TEXT,__text) external _task_name_for_pid
00007ff800710dda (__TEXT,__text) external _task_policy
00007ff800710ad3 (__TEXT,__text) external _task_policy_get
00007ff800710998 (__TEXT,__text) external _task_policy_set
00007ff800712062 (__TEXT,__text) external _task_purgable_info
00007ff8006f3264 (__TEXT,__text) external _task_read_for_pid
00007ff800712d08 (__TEXT,__text) external _task_register_dyld_get_process_state
00007ff8007127b7 (__TEXT,__text) external _task_register_dyld_image_infos
00007ff800712c0d (__TEXT,__text) external _task_register_dyld_set_dyld_state
00007ff800712b0e (__TEXT,__text) external _task_register_dyld_shared_cache_image_info
00007ff800717fbc (__TEXT,__text) external _task_restartable_ranges_register
00007ff800718120 (__TEXT,__text) external _task_restartable_ranges_synchronize
00007ff80070f913 (__TEXT,__text) external _task_resume
00007ff800711f7d (__TEXT,__text) external _task_resume2
00007ff800710cdd (__TEXT,__text) external _task_sample
00007ff8006f651c (__TEXT,__text) external _task_self_
00007ff8006f0268 (__TEXT,__text) external _task_self_trap
00007ff800713c51 (__TEXT,__text) external _task_set_corpse_forking_behavior
00007ff800710f3a (__TEXT,__text) external _task_set_emulation
00007ff800711169 (__TEXT,__text) external _task_set_emulation_vector
00007ff80071328a (__TEXT,__text) external _task_set_exc_guard_behavior
00007ff80070ff12 (__TEXT,__text) external _task_set_exception_ports
00007ff80070f6c8 (__TEXT,__text) external _task_set_info
00007ff800712302 (__TEXT,__text) external _task_set_mach_voucher
00007ff800711d26 (__TEXT,__text) external _task_set_phys_footprint_limit
00007ff8007117f9 (__TEXT,__text) external _task_set_policy
00007ff8007016e6 (__TEXT,__text) external _task_set_port_space
00007ff80071126d (__TEXT,__text) external _task_set_ras_pc
00007ff80070fb36 (__TEXT,__text) external _task_set_special_port
00007ff800711bbd (__TEXT,__text) external _task_set_state
00007ff80070f82e (__TEXT,__text) external _task_suspend
00007ff800711e5a (__TEXT,__text) external _task_suspend2
00007ff800710293 (__TEXT,__text) external _task_swap_exception_ports
00007ff8007123ff (__TEXT,__text) external _task_swap_mach_voucher
00007ff80070f07a (__TEXT,__text) external _task_terminate
00007ff800713d40 (__TEXT,__text) external _task_test_async_upcall_propagation
00007ff800713b54 (__TEXT,__text) external _task_test_sync_upcall
00007ff80070f15f (__TEXT,__text) external _task_threads
00007ff8007128bb (__TEXT,__text) external _task_unregister_dyld_image_infos
00007ff800711355 (__TEXT,__text) external _task_zone_info
00007ff8006fac45 (__TEXT,__text) external _terminate_with_payload
00007ff8006fac26 (__TEXT,__text) external _terminate_with_reason
00007ff8007148e5 (__TEXT,__text) external _thread_abort
00007ff8007149ca (__TEXT,__text) external _thread_abort_safely
00007ff800715c73 (__TEXT,__text) external _thread_assign
00007ff800715d70 (__TEXT,__text) external _thread_assign_default
00007ff800716489 (__TEXT,__text) external _thread_convert_thread_state
00007ff80070fc35 (__TEXT,__text) external _thread_create
00007ff80070fd58 (__TEXT,__text) external _thread_create_running
00007ff800714aaf (__TEXT,__text) external _thread_depress_abort
00007ff8007017bb (__TEXT,__text) external _thread_destruct_special_reply_port
00007ff800715e55 (__TEXT,__text) external _thread_get_assignment
00007ff8007150e1 (__TEXT,__text) external _thread_get_exception_ports
00007ff8007166d0 (__TEXT,__text) external _thread_get_exception_ports_info
00007ff80071610a (__TEXT,__text) external _thread_get_mach_voucher
00007ff8006f8769 (__TEXT,__text) external _thread_get_register_pointer_values
00007ff800714b94 (__TEXT,__text) external _thread_get_special_port
00007ff8006f0364 (__TEXT,__text) external _thread_get_special_reply_port
00007ff8007143c8 (__TEXT,__text) external _thread_get_state
00007ff800714dd1 (__TEXT,__text) external _thread_info
00007ff8006f8696 (__TEXT,__text) external _thread_policy
00007ff80071587d (__TEXT,__text) external _thread_policy_get
00007ff8006f86d7 (__TEXT,__text) external _thread_policy_set
00007ff800714800 (__TEXT,__text) external _thread_resume
00007ff800715a87 (__TEXT,__text) external _thread_sample
00007ff8006f025c (__TEXT,__text) external _thread_self_trap
00007ff8006f327c (__TEXT,__text) external _thread_selfcounts
00007ff800714fdd (__TEXT,__text) external _thread_set_exception_ports
00007ff800716248 (__TEXT,__text) external _thread_set_mach_voucher
00007ff8006f8718 (__TEXT,__text) external _thread_set_policy
00007ff800714cd2 (__TEXT,__text) external _thread_set_special_port
00007ff8007145b2 (__TEXT,__text) external _thread_set_state
00007ff80071471b (__TEXT,__text) external _thread_suspend
00007ff80071535e (__TEXT,__text) external _thread_swap_exception_ports
00007ff800716345 (__TEXT,__text) external _thread_swap_mach_voucher
00007ff8006f6429 (__TEXT,__text) external _thread_switch
00007ff800713f90 (__TEXT,__text) external _thread_terminate
00007ff800703bb4 (__TEXT,__text) external _thread_wire
00007ff8007195e0 (__TEXT,__const) non-external _times_now
00007ff8006f3294 (__TEXT,__text) external _tracker_action
00007ff8006f32ac (__TEXT,__text) external _truncate
00007ff8006f32c4 (__TEXT,__text) external _umask
00007ff8006f32dc (__TEXT,__text) external _undelete
00007ff8006f32f4 (__TEXT,__text) external _ungraftdmg
00007ff8006ffa26 (__TEXT,__text) external _unlink
00007ff8006f4c52 (__TEXT,__text) external _unlinkat
00007ff8006f330c (__TEXT,__text) external _unmount
00007ff8006f3324 (__TEXT,__text) external _usrctl
00007ff8006f85c6 (__TEXT,__text) external _utimensat
00007ff8006f333c (__TEXT,__text) external _utimes
00007ff8006f3354 (__TEXT,__text) external _vfs_purge
00007ff800701c48 (__TEXT,__text) external _vm_allocate
00007ff800703cb3 (__TEXT,__text) external _vm_allocate_cpm
00007ff8007170f7 (__TEXT,__text) external _vm_behavior_set
00007ff800716df4 (__TEXT,__text) external _vm_copy
00007ff800701c77 (__TEXT,__text) external _vm_deallocate
00007ff800716939 (__TEXT,__text) external _vm_inherit
00007ff84008ba38 (__DATA,__common) external _vm_kernel_page_mask
00007ff84008ba40 (__DATA,__common) external _vm_kernel_page_shift
00007ff84008ba30 (__DATA,__common) external _vm_kernel_page_size
00007ff800717365 (__TEXT,__text) external _vm_machine_attribute
00007ff800701ecf (__TEXT,__text) external _vm_map
00007ff80071760a (__TEXT,__text) external _vm_map_page_query
00007ff80071700b (__TEXT,__text) external _vm_msync
00007ff84008ba48 (__DATA,__common) external _vm_page_mask
00007ff84008ba50 (__DATA,__common) external _vm_page_shift
00007ff84008ba68 (__DATA,__common) external _vm_page_size
00007ff8006f336c (__TEXT,__text) external _vm_pressure_monitor
00007ff800701c7c (__TEXT,__text) external _vm_protect
00007ff8007020f9 (__TEXT,__text) external _vm_purgable_control
00007ff800702068 (__TEXT,__text) external _vm_read
00007ff800716b77 (__TEXT,__text) external _vm_read_list
00007ff800716ee0 (__TEXT,__text) external _vm_read_overwrite
00007ff800717978 (__TEXT,__text) external _vm_region_64
00007ff800717753 (__TEXT,__text) external _vm_region_recurse_64
00007ff800701f56 (__TEXT,__text) external _vm_remap
00007ff800701fdf (__TEXT,__text) external _vm_remap_new
00007ff800703aae (__TEXT,__text) external _vm_wire
00007ff800716cf6 (__TEXT,__text) external _vm_write
00007ff8006f345c (__TEXT,__text) external _voucher_mach_msg_adopt
00007ff8006f3449 (__TEXT,__text) external _voucher_mach_msg_clear
00007ff8006f3476 (__TEXT,__text) external _voucher_mach_msg_revert
00007ff8006f3434 (__TEXT,__text) external _voucher_mach_msg_set
00007ff84008ba20 (__DATA,__common) external _vprintf_stderr_func
00007ff8006f1e9c (__TEXT,__text) external _wait4
00007ff8006f3384 (__TEXT,__text) external _waitid
00007ff8006f1eb4 (__TEXT,__text) external _waitid$NOCANCEL
00007ff80070010a (__TEXT,__text) external _work_interval_copy_port
00007ff8006ffbcb (__TEXT,__text) external _work_interval_create
00007ff8006fffa4 (__TEXT,__text) external _work_interval_destroy
00007ff8006ffca6 (__TEXT,__text) external _work_interval_get_flags_from_port
00007ff8006ffdbb (__TEXT,__text) external _work_interval_instance_alloc
00007ff8006ffe12 (__TEXT,__text) external _work_interval_instance_clear
00007ff8006fff3c (__TEXT,__text) external _work_interval_instance_finish
00007ff8006ffe26 (__TEXT,__text) external _work_interval_instance_free
00007ff8006ffe7a (__TEXT,__text) external _work_interval_instance_get_complexity
00007ff8006ffe5c (__TEXT,__text) external _work_interval_instance_get_deadline
00007ff8006ffe6b (__TEXT,__text) external _work_interval_instance_get_finish
00007ff8006ffe89 (__TEXT,__text) external _work_interval_instance_get_id
00007ff8006ffe4d (__TEXT,__text) external _work_interval_instance_get_start
00007ff8006ffe8e (__TEXT,__text) external _work_interval_instance_get_telemetry_data
00007ff8006ffe48 (__TEXT,__text) external _work_interval_instance_set_complexity
00007ff8006ffe3e (__TEXT,__text) external _work_interval_instance_set_deadline
00007ff8006ffe43 (__TEXT,__text) external _work_interval_instance_set_finish
00007ff8006ffe39 (__TEXT,__text) external _work_interval_instance_set_start
00007ff8006ffeaa (__TEXT,__text) external _work_interval_instance_start
00007ff8006ffeef (__TEXT,__text) external _work_interval_instance_update
00007ff80070007c (__TEXT,__text) external _work_interval_join
00007ff8007000c3 (__TEXT,__text) external _work_interval_join_port
00007ff8007000fa (__TEXT,__text) external _work_interval_leave
00007ff8006ffd11 (__TEXT,__text) external _work_interval_notify
00007ff8006ffd80 (__TEXT,__text) external _work_interval_notify_simple
00007ff8006f339c (__TEXT,__text) external _write
00007ff8006f1f14 (__TEXT,__text) external _write$NOCANCEL
00007ff8006f33b4 (__TEXT,__text) external _writev
00007ff8006f1f2c (__TEXT,__text) external _writev$NOCANCEL
