00007ffa17af1a80 (__TEXT,__text) external _ARMCompilationCallback
00007ffa4168d268 (__DATA_CONST,__const) non-external __ZTIN12_GLOBAL__N_118RAUWUpdateListenerE
00007ffa4168ce88 (__DATA_CONST,__const) non-external __ZTIN12_GLOBAL__N_118RegReductionPQBaseE
00007ffa415fc9b0 (__DATA_CONST,__const) non-external __ZTIN12_GLOBAL__N_118StripDeadDebugInfoE
00007ffa416025e8 (__DATA_CONST,__const) non-external __ZTIN12_GLOBAL__N_118VZeroUpperInserterE
00007ffa416a6b30 (__DATA_CONST,__const) non-external __ZTIN12_GLOBAL__N_118VerifierLegacyPassE
00007ffa41658790 (__DATA_CONST,__const) non-external __ZTIN12_GLOBAL__N_118X86ELFObjectWriterE
00007ffa416d6a08 (__DATA_CONST,__const) non-external __ZTIN12_GLOBAL__N_119ARMMachObjectWriterE
00007ffa415fbc00 (__DATA_CONST,__const) non-external __ZTIN12_GLOBAL__N_119ArgumentUsesTrackerE
00007ffa41693eb8 (__DATA_CONST,__const) non-external __ZTIN12_GLOBAL__N_119ConstantPropagationE
00007ffa416a74f8 (__DATA_CONST,__const) non-external __ZTIN12_GLOBAL__N_119DarwinARMAsmBackendE
00007ffa41602778 (__DATA_CONST,__const) non-external __ZTIN12_GLOBAL__N_119DarwinX86AsmBackendE
00007ffa41694038 (__DATA_CONST,__const) non-external __ZTIN12_GLOBAL__N_119DeadInstEliminationE
00007ffa41602a20 (__DATA_CONST,__const) non-external __ZTIN12_GLOBAL__N_119ELFX86_32AsmBackendE
00007ffa41602b90 (__DATA_CONST,__const) non-external __ZTIN12_GLOBAL__N_119ELFX86_64AsmBackendE
00007ffa415fcbb8 (__DATA_CONST,__const) non-external __ZTIN12_GLOBAL__N_119InnerLoopVectorizerE
00007ffa41696700 (__DATA_CONST,__const) non-external __ZTIN12_GLOBAL__N_119LibCallOptimizationE
00007ffa416912a0 (__DATA_CONST,__const) non-external __ZTIN12_GLOBAL__N_119LoadClusterMutationE
00007ffa41691658 (__DATA_CONST,__const) non-external __ZTIN12_GLOBAL__N_119MachineVerifierPassE
00007ffa416a4628 (__DATA_CONST,__const) non-external __ZTIN12_GLOBAL__N_119PrintBasicBlockPassE
00007ffa41691ce0 (__DATA_CONST,__const) non-external __ZTIN12_GLOBAL__N_119ProcessImplicitDefsE
00007ffa416952f0 (__DATA_CONST,__const) non-external __ZTIN12_GLOBAL__N_119SampleProfileLoaderE
00007ffa415fc320 (__DATA_CONST,__const) non-external __ZTIN12_GLOBAL__N_119SingleLoopExtractorE
00007ffa415fb668 (__DATA_CONST,__const) non-external __ZTIN12_GLOBAL__N_119ValueMaterializerTyE
00007ffa416d9a48 (__DATA_CONST,__const) non-external __ZTIN12_GLOBAL__N_119WinCOFFObjectWriterE
00007ffa41658738 (__DATA_CONST,__const) non-external __ZTIN12_GLOBAL__N_119X86MachObjectWriterE
00007ffa4165bfb8 (__DATA_CONST,__const) non-external __ZTIN12_GLOBAL__N_120ARM64ELFObjectWriterE
00007ffa4165a068 (__DATA_CONST,__const) non-external __ZTIN12_GLOBAL__N_120ARM64PromoteConstantE
00007ffa416a7b20 (__DATA_CONST,__const) non-external __ZTIN12_GLOBAL__N_120ARMTargetAsmStreamerE
00007ffa416a7f38 (__DATA_CONST,__const) non-external __ZTIN12_GLOBAL__N_120ARMTargetELFStreamerE
00007ffa41697e80 (__DATA_CONST,__const) non-external __ZTIN12_GLOBAL__N_120AliasAnalysisCounterE
00007ffa41695c00 (__DATA_CONST,__const) non-external __ZTIN12_GLOBAL__N_120AllocaCaptureTrackerE
00007ffa416dbe70 (__DATA_CONST,__const) non-external __ZTIN12_GLOBAL__N_120DeltaActiveSetHelperE
00007ffa41691100 (__DATA_CONST,__const) non-external __ZTIN12_GLOBAL__N_120GenericSchedulerBaseE
00007ffa41696198 (__DATA_CONST,__const) non-external __ZTIN12_GLOBAL__N_120LowerExpectIntrinsicE
00007ffa41690f48 (__DATA_CONST,__const) non-external __ZTIN12_GLOBAL__N_120MachineSchedulerBaseE
00007ffa416dca30 (__DATA_CONST,__const) non-external __ZTIN12_GLOBAL__N_120MemoryBufferMMapFileE
00007ffa41691118 (__DATA_CONST,__const) non-external __ZTIN12_GLOBAL__N_120PostGenericSchedulerE
00007ffa41691078 (__DATA_CONST,__const) non-external __ZTIN12_GLOBAL__N_120PostMachineSchedulerE
00007ffa4168cd40 (__DATA_CONST,__const) non-external __ZTIN12_GLOBAL__N_120ScheduleDAGLinearizeE
00007ffa41691c18 (__DATA_CONST,__const) non-external __ZTIN12_GLOBAL__N_120SchedulePostRATDListE
00007ffa4168ca70 (__DATA_CONST,__const) non-external __ZTIN12_GLOBAL__N_120SelectionDAGLegalizeE
00007ffa41698840 (__DATA_CONST,__const) non-external __ZTIN12_GLOBAL__N_120SimpleCaptureTrackerE
00007ffa415fc840 (__DATA_CONST,__const) non-external __ZTIN12_GLOBAL__N_120StripNonDebugSymbolsE
00007ffa416906a8 (__DATA_CONST,__const) non-external __ZTIN12_GLOBAL__N_120UnpackMachineBundlesE
00007ffa41693a48 (__DATA_CONST,__const) non-external __ZTIN12_GLOBAL__N_120UnreachableBlockElimE
00007ffa41602950 (__DATA_CONST,__const) non-external __ZTIN12_GLOBAL__N_120WindowsX86AsmBackendE
00007ffa41658d58 (__DATA_CONST,__const) non-external __ZTIN12_GLOBAL__N_121ARM64BranchRelaxationE
00007ffa416838f8 (__DATA_CONST,__const) non-external __ZTIN12_GLOBAL__N_121ARM64MachObjectWriterE
00007ffa4165b270 (__DATA_CONST,__const) non-external __ZTIN12_GLOBAL__N_121ARM64SetGlobalLinkageE
00007ffa4165bd58 (__DATA_CONST,__const) non-external __ZTIN12_GLOBAL__N_121DarwinARM64AsmBackendE
00007ffa4168f3e0 (__DATA_CONST,__const) non-external __ZTIN12_GLOBAL__N_121GCMachineCodeAnalysisE
00007ffa416945d8 (__DATA_CONST,__const) non-external __ZTIN12_GLOBAL__N_121IndVarSimplifyVisitorE
00007ffa4168fe30 (__DATA_CONST,__const) non-external __ZTIN12_GLOBAL__N_121MachineBlockPlacementE
00007ffa41691598 (__DATA_CONST,__const) non-external __ZTIN12_GLOBAL__N_121MinInstrCountEnsembleE
00007ffa4165b330 (__DATA_CONST,__const) non-external __ZTIN12_GLOBAL__N_122ARM64StorePairSuppressE
00007ffa416d6a50 (__DATA_CONST,__const) non-external __ZTIN12_GLOBAL__N_122ARMMachORelocationInfoE
00007ffa415fb030 (__DATA_CONST,__const) non-external __ZTIN12_GLOBAL__N_122AddressSanitizerModuleE
00007ffa416db9b8 (__DATA_CONST,__const) non-external __ZTIN12_GLOBAL__N_122CategorizedHelpPrinterE
00007ffa41602790 (__DATA_CONST,__const) non-external __ZTIN12_GLOBAL__N_122DarwinX86_32AsmBackendE
00007ffa41602ad8 (__DATA_CONST,__const) non-external __ZTIN12_GLOBAL__N_122DarwinX86_64AsmBackendE
00007ffa41690768 (__DATA_CONST,__const) non-external __ZTIN12_GLOBAL__N_122FinalizeMachineBundlesE
00007ffa416d8dc8 (__DATA_CONST,__const) non-external __ZTIN12_GLOBAL__N_122MCMachObjectSymbolizerE
00007ffa416901f8 (__DATA_CONST,__const) non-external __ZTIN12_GLOBAL__N_122MachineCopyPropagationE
00007ffa4169a148 (__DATA_CONST,__const) non-external __ZTIN12_GLOBAL__N_122ModuleDebugInfoPrinterE
00007ffa4168e148 (__DATA_CONST,__const) non-external __ZTIN12_GLOBAL__N_122OcamlGCMetadataPrinterE
00007ffa416a44a8 (__DATA_CONST,__const) non-external __ZTIN12_GLOBAL__N_122PrintModulePassWrapperE
00007ffa4169b2d0 (__DATA_CONST,__const) non-external __ZTIN12_GLOBAL__N_122TypeBasedAliasAnalysisE
00007ffa416587d8 (__DATA_CONST,__const) non-external __ZTIN12_GLOBAL__N_122X86WinCOFFObjectWriterE
00007ffa416dab48 (__DATA_CONST,__const) non-external __ZTIN12_GLOBAL__N_122_object_error_categoryE
00007ffa4168b2e8 (__DATA_CONST,__const) non-external __ZTIN12_GLOBAL__N_123ARMPreAllocLoadStoreOptE
00007ffa415fde20 (__DATA_CONST,__const) non-external __ZTIN12_GLOBAL__N_123DefaultJITMemoryManagerE
00007ffa416950c0 (__DATA_CONST,__const) non-external __ZTIN12_GLOBAL__N_123PartiallyInlineLibCallsE
00007ffa415fc6d0 (__DATA_CONST,__const) non-external __ZTIN12_GLOBAL__N_123StripDeadPrototypesPassE
00007ffa41658868 (__DATA_CONST,__const) non-external __ZTIN12_GLOBAL__N_123X86_64ELFRelocationInfoE
00007ffa41658fc0 (__DATA_CONST,__const) non-external __ZTIN12_GLOBAL__N_124ARM64ConditionalComparesE
00007ffa415fcde8 (__DATA_CONST,__const) non-external __ZTIN12_GLOBAL__N_124BitcodeErrorCategoryTypeE
00007ffa416a4560 (__DATA_CONST,__const) non-external __ZTIN12_GLOBAL__N_124PrintFunctionPassWrapperE
00007ffa4168e8b0 (__DATA_CONST,__const) non-external __ZTIN12_GLOBAL__N_124TypePromotionTransaction11SExtBuilderE
00007ffa4168e868 (__DATA_CONST,__const) non-external __ZTIN12_GLOBAL__N_124TypePromotionTransaction11TypeMutatorE
00007ffa4168e820 (__DATA_CONST,__const) non-external __ZTIN12_GLOBAL__N_124TypePromotionTransaction12TruncBuilderE
00007ffa4168e7d8 (__DATA_CONST,__const) non-external __ZTIN12_GLOBAL__N_124TypePromotionTransaction12UsesReplacerE
00007ffa4168e700 (__DATA_CONST,__const) non-external __ZTIN12_GLOBAL__N_124TypePromotionTransaction13OperandSetterE
00007ffa4168e790 (__DATA_CONST,__const) non-external __ZTIN12_GLOBAL__N_124TypePromotionTransaction13OperandsHiderE
00007ffa4168e748 (__DATA_CONST,__const) non-external __ZTIN12_GLOBAL__N_124TypePromotionTransaction18InstructionRemoverE
00007ffa4168e6f0 (__DATA_CONST,__const) non-external __ZTIN12_GLOBAL__N_124TypePromotionTransaction19TypePromotionActionE
00007ffa4168e8f8 (__DATA_CONST,__const) non-external __ZTIN12_GLOBAL__N_124TypePromotionTransaction21InstructionMoveBeforeE
00007ffa41658a38 (__DATA_CONST,__const) non-external __ZTIN12_GLOBAL__N_125ARM64AddressTypePromotionE
00007ffa4168cea0 (__DATA_CONST,__const) non-external __ZTIN12_GLOBAL__N_125RegReductionPriorityQueueINS_13bu_ls_rr_sortEEE
00007ffa4168d148 (__DATA_CONST,__const) non-external __ZTIN12_GLOBAL__N_125RegReductionPriorityQueueINS_14ilp_ls_rr_sortEEE
00007ffa4168cfe8 (__DATA_CONST,__const) non-external __ZTIN12_GLOBAL__N_125RegReductionPriorityQueueINS_14src_ls_rr_sortEEE
00007ffa4168d098 (__DATA_CONST,__const) non-external __ZTIN12_GLOBAL__N_125RegReductionPriorityQueueINS_17hybrid_ls_rr_sortEEE
00007ffa41693988 (__DATA_CONST,__const) non-external __ZTIN12_GLOBAL__N_125TwoAddressInstructionPassE
00007ffa41658820 (__DATA_CONST,__const) non-external __ZTIN12_GLOBAL__N_125X86_64MachORelocationInfoE
00007ffa41693f70 (__DATA_CONST,__const) non-external __ZTIN12_GLOBAL__N_126CorrelatedValuePropagationE
00007ffa4168eb58 (__DATA_CONST,__const) non-external __ZTIN12_GLOBAL__N_126DeadMachineInstructionElimE
00007ffa4168fef0 (__DATA_CONST,__const) non-external __ZTIN12_GLOBAL__N_126MachineBlockPlacementStatsE
00007ffa416905d8 (__DATA_CONST,__const) non-external __ZTIN12_GLOBAL__N_126MachineFunctionPrinterPassE
00007ffa415fe100 (__DATA_CONST,__const) non-external __ZTIN12_GLOBAL__N_126SimpleBindingMemoryManagerE
00007ffa416a6be8 (__DATA_CONST,__const) non-external __ZTIN12_GLOBAL__N_127DebugInfoVerifierLegacyPassE
00007ffa41693b08 (__DATA_CONST,__const) non-external __ZTIN12_GLOBAL__N_127UnreachableMachineBlockElimE
00007ffa416972a8 (__DATA_CONST,__const) non-external __ZTIN12_GLOBAL__N_127UnsafeFPLibCallOptimizationE
00007ffa41659080 (__DATA_CONST,__const) non-external __ZTIN12_GLOBAL__N_128ARM64DeadRegisterDefinitionsE
00007ffa41696710 (__DATA_CONST,__const) non-external __ZTIN12_GLOBAL__N_128FortifiedLibCallOptimizationE
00007ffa4169abf8 (__DATA_CONST,__const) non-external __ZTIN12_GLOBAL__N_128ScalarEvolutionAliasAnalysisE
00007ffa41695d28 (__DATA_CONST,__const) non-external __ZTIN12_GLOBAL__N_129InstCombinerLibCallSimplifierE
00007ffa4168e940 (__DATA_CONST,__const) non-external __ZTIN12_GLOBAL__N_131CodeGenPrepareFortifiedLibCallsE
00007ffa41696728 (__DATA_CONST,__const) non-external __ZTIN12_GLOBAL__N_132InstFortifiedLibCallOptimizationE
00007ffa415fb968 (__DATA_CONST,__const) non-external __ZTIN12_GLOBAL__N_13DAEE
00007ffa415fba28 (__DATA_CONST,__const) non-external __ZTIN12_GLOBAL__N_13DAHE
00007ffa416940f0 (__DATA_CONST,__const) non-external __ZTIN12_GLOBAL__N_13DCEE
00007ffa416941a8 (__DATA_CONST,__const) non-external __ZTIN12_GLOBAL__N_13DSEE
00007ffa415fe850 (__DATA_CONST,__const) non-external __ZTIN12_GLOBAL__N_13FPSE
00007ffa416944b8 (__DATA_CONST,__const) non-external __ZTIN12_GLOBAL__N_13GVNE
00007ffa41693d48 (__DATA_CONST,__const) non-external __ZTIN12_GLOBAL__N_14ADCEE
00007ffa415ffc38 (__DATA_CONST,__const) non-external __ZTIN12_GLOBAL__N_14CGBRE
00007ffa415fbe28 (__DATA_CONST,__const) non-external __ZTIN12_GLOBAL__N_14IPCPE
00007ffa41694768 (__DATA_CONST,__const) non-external __ZTIN12_GLOBAL__N_14LICME
00007ffa41699b40 (__DATA_CONST,__const) non-external __ZTIN12_GLOBAL__N_14LintE
00007ffa4169a2c0 (__DATA_CONST,__const) non-external __ZTIN12_GLOBAL__N_14NoAAE
00007ffa416953a8 (__DATA_CONST,__const) non-external __ZTIN12_GLOBAL__N_14SCCPE
00007ffa41695518 (__DATA_CONST,__const) non-external __ZTIN12_GLOBAL__N_14SROAE
00007ffa41695630 (__DATA_CONST,__const) non-external __ZTIN12_GLOBAL__N_14SROAE
00007ffa41696000 (__DATA_CONST,__const) non-external __ZTIN12_GLOBAL__N_15LCSSAE
00007ffa4169b150 (__DATA_CONST,__const) non-external __ZTIN12_GLOBAL__N_15NoTTIE
00007ffa41697f58 (__DATA_CONST,__const) non-external __ZTIN12_GLOBAL__N_16AAEvalE
00007ffa4168bda0 (__DATA_CONST,__const) non-external __ZTIN12_GLOBAL__N_16ARMTTIE
00007ffa41696f90 (__DATA_CONST,__const) non-external __ZTIN12_GLOBAL__N_16AbsOptE
00007ffa416972c0 (__DATA_CONST,__const) non-external __ZTIN12_GLOBAL__N_16CosOptE
00007ffa41696f48 (__DATA_CONST,__const) non-external __ZTIN12_GLOBAL__N_16FFSOptE
00007ffa41695460 (__DATA_CONST,__const) non-external __ZTIN12_GLOBAL__N_16IPSCCPE
00007ffa41697308 (__DATA_CONST,__const) non-external __ZTIN12_GLOBAL__N_16PowOptE
00007ffa416920e0 (__DATA_CONST,__const) non-external __ZTIN12_GLOBAL__N_16RAFastE
00007ffa41602508 (__DATA_CONST,__const) non-external __ZTIN12_GLOBAL__N_16X86TTIE
00007ffa4168b190 (__DATA_CONST,__const) non-external __ZTIN12_GLOBAL__N_17ARMCGBRE
00007ffa415fe548 (__DATA_CONST,__const) non-external __ZTIN12_GLOBAL__N_17EmitterIN4llvm14JITCodeEmitterEEE
00007ffa41697350 (__DATA_CONST,__const) non-external __ZTIN12_GLOBAL__N_17Exp2OptE
00007ffa416916a8 (__DATA_CONST,__const) non-external __ZTIN12_GLOBAL__N_17OcamlGCE
00007ffa4168f1b8 (__DATA_CONST,__const) non-external __ZTIN12_GLOBAL__N_17PrinterE
00007ffa415fc618 (__DATA_CONST,__const) non-external __ZTIN12_GLOBAL__N_17PruneEHE
00007ffa41697260 (__DATA_CONST,__const) non-external __ZTIN12_GLOBAL__N_17PutsOptE
00007ffa41692000 (__DATA_CONST,__const) non-external __ZTIN12_GLOBAL__N_17RABasicE
00007ffa41695648 (__DATA_CONST,__const) non-external __ZTIN12_GLOBAL__N_17SROA_DTE
00007ffa41695a28 (__DATA_CONST,__const) non-external __ZTIN12_GLOBAL__N_17SinkingE
00007ffa4165ba28 (__DATA_CONST,__const) non-external __ZTIN12_GLOBAL__N_18ARM64TTIE
00007ffa4168e508 (__DATA_CONST,__const) non-external __ZTIN12_GLOBAL__N_18BasicTTIE
00007ffa41694348 (__DATA_CONST,__const) non-external __ZTIN12_GLOBAL__N_18EarlyCSEE
00007ffa4168edf0 (__DATA_CONST,__const) non-external __ZTIN12_GLOBAL__N_18ErlangGCE
00007ffa41697218 (__DATA_CONST,__const) non-external __ZTIN12_GLOBAL__N_18FPutsOptE
00007ffa41692268 (__DATA_CONST,__const) non-external __ZTIN12_GLOBAL__N_18RAGreedyE
00007ffa41695238 (__DATA_CONST,__const) non-external __ZTIN12_GLOBAL__N_18RegToMemE
00007ffa41696c30 (__DATA_CONST,__const) non-external __ZTIN12_GLOBAL__N_18StrToOptE
00007ffa416a70c0 (__DATA_CONST,__const) non-external __ZTIN12_GLOBAL__N_19AsmParserE
00007ffa41698580 (__DATA_CONST,__const) non-external __ZTIN12_GLOBAL__N_19CFGViewerE
00007ffa41698f20 (__DATA_CONST,__const) non-external __ZTIN12_GLOBAL__N_19DomViewerE
00007ffa416971d0 (__DATA_CONST,__const) non-external __ZTIN12_GLOBAL__N_19FWriteOptE
00007ffa415fbcb8 (__DATA_CONST,__const) non-external __ZTIN12_GLOBAL__N_19GlobalDCEE
00007ffa415fbd70 (__DATA_CONST,__const) non-external __ZTIN12_GLOBAL__N_19GlobalOptE
00007ffa41699700 (__DATA_CONST,__const) non-external __ZTIN12_GLOBAL__N_19InstCountE
00007ffa41695f20 (__DATA_CONST,__const) non-external __ZTIN12_GLOBAL__N_19InstNamerE
00007ffa41696d50 (__DATA_CONST,__const) non-external __ZTIN12_GLOBAL__N_19MemCmpOptE
00007ffa41695008 (__DATA_CONST,__const) non-external __ZTIN12_GLOBAL__N_19MemCpyOptE
00007ffa41696d98 (__DATA_CONST,__const) non-external __ZTIN12_GLOBAL__N_19MemCpyOptE
00007ffa41696e28 (__DATA_CONST,__const) non-external __ZTIN12_GLOBAL__N_19MemSetOptE
00007ffa416970f8 (__DATA_CONST,__const) non-external __ZTIN12_GLOBAL__N_19PrintFOptE
00007ffa41696b10 (__DATA_CONST,__const) non-external __ZTIN12_GLOBAL__N_19StpCpyOptE
00007ffa41696918 (__DATA_CONST,__const) non-external __ZTIN12_GLOBAL__N_19StrCatOptE
00007ffa416969a8 (__DATA_CONST,__const) non-external __ZTIN12_GLOBAL__N_19StrChrOptE
00007ffa41696a38 (__DATA_CONST,__const) non-external __ZTIN12_GLOBAL__N_19StrCmpOptE
00007ffa41696ac8 (__DATA_CONST,__const) non-external __ZTIN12_GLOBAL__N_19StrCpyOptE
00007ffa41696ba0 (__DATA_CONST,__const) non-external __ZTIN12_GLOBAL__N_19StrLenOptE
00007ffa41696c78 (__DATA_CONST,__const) non-external __ZTIN12_GLOBAL__N_19StrSpnOptE
00007ffa41696d08 (__DATA_CONST,__const) non-external __ZTIN12_GLOBAL__N_19StrStrOptE
00007ffa415fb620 (__DATA_CONST,__const) non-external __ZTIN12_GLOBAL__N_19TypeMapTyE
00007ffa4168b228 (__DATA_CONST,__const) external __ZTIN4llvm10ARMJITInfoE
00007ffa416a54b8 (__DATA_CONST,__const) external __ZTIN4llvm10AllocaInstE
00007ffa4168d9c0 (__DATA_CONST,__const) external __ZTIN4llvm10AsmPrinterE
00007ffa43829790 (__DATA,__const_weak) external __ZTIN4llvm10BasicBlockE
00007ffa416a54a0 (__DATA_CONST,__const) external __ZTIN4llvm10BranchInstE
00007ffa43829f50 (__DATA,__const_weak) external __ZTIN4llvm10CallbackVHE
00007ffa4169be40 (__DATA_CONST,__const) external __ZTIN4llvm10ConstantFPE
00007ffa4168db08 (__DATA_CONST,__const) external __ZTIN4llvm10DIEIntegerE
00007ffa4169c0a0 (__DATA_CONST,__const) external __ZTIN4llvm10DataLayoutE
00007ffa4169c128 (__DATA_CONST,__const) external __ZTIN4llvm10DebugRecVHE
00007ffa41698aa8 (__DATA_CONST,__const) external __ZTIN4llvm10DependenceE
00007ffa4168ddf8 (__DATA_CONST,__const) external __ZTIN4llvm10DwarfDebugE
00007ffa416a5668 (__DATA_CONST,__const) external __ZTIN4llvm10FPToSIInstE
00007ffa416a5650 (__DATA_CONST,__const) external __ZTIN4llvm10FPToUIInstE
00007ffa438280b0 (__DATA,__const_weak) weak external __ZTIN4llvm10FoldingSetINS_12SDVTListNodeEEE
00007ffa43829bf0 (__DATA,__const_weak) weak external __ZTIN4llvm10FoldingSetINS_13AttributeImplEEE
00007ffa43829c40 (__DATA,__const_weak) weak external __ZTIN4llvm10FoldingSetINS_16AttributeSetImplEEE
00007ffa43829c90 (__DATA,__const_weak) weak external __ZTIN4llvm10FoldingSetINS_16AttributeSetNodeEEE
00007ffa438296a8 (__DATA,__const_weak) weak external __ZTIN4llvm10FoldingSetINS_4SCEVEEE
00007ffa43829ce0 (__DATA,__const_weak) weak external __ZTIN4llvm10FoldingSetINS_6MDNodeEEE
00007ffa43828060 (__DATA,__const_weak) weak external __ZTIN4llvm10FoldingSetINS_6SDNodeEEE
00007ffa43828428 (__DATA,__const_weak) weak external __ZTIN4llvm10FoldingSetINS_9DIEAbbrevEEE
00007ffa4168f270 (__DATA_CONST,__const) external __ZTIN4llvm10GCStrategyE
00007ffa416a5428 (__DATA_CONST,__const) external __ZTIN4llvm10InvokeInstE
00007ffa4168fae8 (__DATA_CONST,__const) external __ZTIN4llvm10LiveStacksE
00007ffa416a71c8 (__DATA_CONST,__const) external __ZTIN4llvm10MCAsmLexerE
00007ffa416d7a30 (__DATA_CONST,__const) external __ZTIN4llvm10MCDataAtomE
00007ffa43829ff8 (__DATA,__const_weak) external __ZTIN4llvm10MCFragmentE
00007ffa416d9910 (__DATA_CONST,__const) external __ZTIN4llvm10MCStreamerE
00007ffa416d79e0 (__DATA_CONST,__const) external __ZTIN4llvm10MCTextAtomE
00007ffa416a6688 (__DATA_CONST,__const) external __ZTIN4llvm10ModulePassE
00007ffa4169a450 (__DATA_CONST,__const) external __ZTIN4llvm10RegionInfoE
00007ffa4169a608 (__DATA_CONST,__const) external __ZTIN4llvm10RegionPassE
00007ffa416a5470 (__DATA_CONST,__const) external __ZTIN4llvm10ResumeInstE
00007ffa416a5458 (__DATA_CONST,__const) external __ZTIN4llvm10ReturnInstE
00007ffa416a5638 (__DATA_CONST,__const) external __ZTIN4llvm10SIToFPInstE
00007ffa416a5378 (__DATA_CONST,__const) external __ZTIN4llvm10SelectInstE
00007ffa416a56e0 (__DATA_CONST,__const) external __ZTIN4llvm10SwitchInstE
00007ffa416a5620 (__DATA_CONST,__const) external __ZTIN4llvm10UIToFPInstE
00007ffa4169be10 (__DATA_CONST,__const) external __ZTIN4llvm10UndefValueE
00007ffa41693bd0 (__DATA_CONST,__const) external __ZTIN4llvm10VirtRegMapE
00007ffa415ffd90 (__DATA_CONST,__const) external __ZTIN4llvm10X86JITInfoE
00007ffa43829768 (__DATA,__const_weak) weak external __ZTIN4llvm10ilist_nodeINS_10BasicBlockEEE
00007ffa43829fd0 (__DATA,__const_weak) weak external __ZTIN4llvm10ilist_nodeINS_10MCFragmentEEE
00007ffa43829ae8 (__DATA,__const_weak) weak external __ZTIN4llvm10ilist_nodeINS_11GlobalAliasEEE
00007ffa438290f0 (__DATA,__const_weak) weak external __ZTIN4llvm10ilist_nodeINS_11IVStrideUseEEE
00007ffa43829b58 (__DATA,__const_weak) weak external __ZTIN4llvm10ilist_nodeINS_11InstructionEEE
00007ffa43829a78 (__DATA,__const_weak) weak external __ZTIN4llvm10ilist_nodeINS_14GlobalVariableEEE
00007ffa438298c0 (__DATA,__const_weak) weak external __ZTIN4llvm10ilist_nodeINS_8ArgumentEEE
00007ffa43829930 (__DATA,__const_weak) weak external __ZTIN4llvm10ilist_nodeINS_8FunctionEEE
00007ffa4165c3e8 (__DATA_CONST,__const) external __ZTIN4llvm11ARM64MCExprE
00007ffa416a56b0 (__DATA_CONST,__const) external __ZTIN4llvm11BitCastInstE
00007ffa4169be28 (__DATA_CONST,__const) external __ZTIN4llvm11ConstantIntE
00007ffa4168eda0 (__DATA_CONST,__const) external __ZTIN4llvm11EdgeBundlesE
00007ffa416a55f0 (__DATA_CONST,__const) external __ZTIN4llvm11FPTruncInstE
00007ffa43829b10 (__DATA,__const_weak) external __ZTIN4llvm11GlobalAliasE
00007ffa416a43f0 (__DATA_CONST,__const) external __ZTIN4llvm11GlobalValueE
00007ffa43829118 (__DATA,__const_weak) external __ZTIN4llvm11IVStrideUseE
00007ffa41694260 (__DATA_CONST,__const) non-external __ZTIN4llvm11InstVisitorIN12_GLOBAL__N_110ScalarizerEbEE
00007ffa41699b30 (__DATA_CONST,__const) non-external __ZTIN4llvm11InstVisitorIN12_GLOBAL__N_14LintEvEE
00007ffa416996f0 (__DATA_CONST,__const) non-external __ZTIN4llvm11InstVisitorIN12_GLOBAL__N_19InstCountEvEE
00007ffa41695cb8 (__DATA_CONST,__const) non-external (was a private external) __ZTIN4llvm11InstVisitorINS_12InstCombinerEPNS_11InstructionEEE
00007ffa43829b80 (__DATA,__const_weak) external __ZTIN4llvm11InstructionE
00007ffa41699a80 (__DATA_CONST,__const) external __ZTIN4llvm11LibCallInfoE
00007ffa416a7358 (__DATA_CONST,__const) external __ZTIN4llvm11MCAsmParserE
00007ffa43828b90 (__DATA,__const_weak) weak external __ZTIN4llvm11MCInstrInfoE
00007ffa415fe020 (__DATA_CONST,__const) external __ZTIN4llvm11ObjectCacheE
00007ffa415fd1c0 (__DATA_CONST,__const) external __ZTIN4llvm11ObjectImageE
00007ffa416922d8 (__DATA_CONST,__const) external __ZTIN4llvm11PBQPBuilderE
00007ffa43829638 (__DATA,__const_weak) external __ZTIN4llvm11SCEVUnknownE
00007ffa41692690 (__DATA_CONST,__const) external __ZTIN4llvm11ScheduleDAGE
00007ffa41692968 (__DATA_CONST,__const) external __ZTIN4llvm11SlotIndexesE
00007ffa416de438 (__DATA_CONST,__const) external __ZTIN4llvm11_do_messageE
00007ffa416dd888 (__DATA_CONST,__const) external __ZTIN4llvm11raw_ostreamE
00007ffa4168d870 (__DATA_CONST,__const) external __ZTIN4llvm12ARMExceptionE
00007ffa4168b0d0 (__DATA_CONST,__const) external __ZTIN4llvm12ARMInstrInfoE
00007ffa4168b6c0 (__DATA_CONST,__const) external __ZTIN4llvm12ARMSubtargetE
00007ffa4169bea0 (__DATA_CONST,__const) external __ZTIN4llvm12BlockAddressE
00007ffa4169bdb8 (__DATA_CONST,__const) external __ZTIN4llvm12ConstantExprE
00007ffa416dbd68 (__DATA_CONST,__const) external __ZTIN4llvm12DataStreamerE
00007ffa416a6800 (__DATA_CONST,__const) external __ZTIN4llvm12FunctionPassE
00007ffa4168f100 (__DATA_CONST,__const) external __ZTIN4llvm12GCModuleInfoE
00007ffa41695cc8 (__DATA_CONST,__const) non-external (was a private external) __ZTIN4llvm12InstCombinerE
00007ffa416a5698 (__DATA_CONST,__const) external __ZTIN4llvm12IntToPtrInstE
00007ffa415fd130 (__DATA_CONST,__const) external __ZTIN4llvm12JITRegistrarE
00007ffa416d6e70 (__DATA_CONST,__const) external __ZTIN4llvm12MCAsmBackendE
00007ffa416d7038 (__DATA_CONST,__const) external __ZTIN4llvm12MCAsmInfoELFE
00007ffa416d92c0 (__DATA_CONST,__const) external __ZTIN4llvm12MCSectionELFE
