00007ff8400b8e00 (__DATA,__data) external _NDR_record
00007ff800bcc4b4 (__TEXT,__text) external _proc_setthread_no_smt
00007ff800bcba3d (__TEXT,__text) external _proc_signal_delegate
00007ff800bcbb33 (__TEXT,__text) external _proc_signal_with_audittoken
00007ff800bcc459 (__TEXT,__text) external _proc_suppress
00007ff800bcb9e5 (__TEXT,__text) external _proc_terminate
00007ff800bcbbd6 (__TEXT,__text) external _proc_terminate_all_rsr
00007ff800bcbaac (__TEXT,__text) external _proc_terminate_delegate
00007ff800bcbb7b (__TEXT,__text) external _proc_terminate_with_audittoken
00007ff800bc6c34 (__TEXT,__text) external _proc_trace_log
00007ff800bcb8ac (__TEXT,__text) external _proc_track_dirty
00007ff800bcb4b6 (__TEXT,__text) external _proc_udata_info
00007ff800bc6c4c (__TEXT,__text) external _proc_uuid_policy
00007ff800be2d9b (__TEXT,__text) external _processor_assign
00007ff800be2c31 (__TEXT,__text) external _processor_control
00007ff800be2948 (__TEXT,__text) external _processor_exit
00007ff800be2e99 (__TEXT,__text) external _processor_get_assignment
00007ff800be2a2c (__TEXT,__text) external _processor_info
00007ff800bdab3d (__TEXT,__text) external _processor_set_create
00007ff800bdaa1b (__TEXT,__text) external _processor_set_default
00007ff800be1c6c (__TEXT,__text) external _processor_set_destroy
00007ff800be255c (__TEXT,__text) external _processor_set_info
00007ff800be1d50 (__TEXT,__text) external _processor_set_max_priority
00007ff800be22a0 (__TEXT,__text) external _processor_set_policy_control
00007ff800be1f2d (__TEXT,__text) external _processor_set_policy_disable
00007ff800be1e3f (__TEXT,__text) external _processor_set_policy_enable
00007ff800be23ea (__TEXT,__text) external _processor_set_stack_usage
00007ff800be1ac3 (__TEXT,__text) external _processor_set_statistics
00007ff800be201c (__TEXT,__text) external _processor_set_tasks
00007ff800be271d (__TEXT,__text) external _processor_set_tasks_with_flavor
00007ff800be215e (__TEXT,__text) external _processor_set_threads
00007ff800be2864 (__TEXT,__text) external _processor_start
00007ff800bd2d51 (__TEXT,__text) external _pselect
00007ff800bd4962 (__TEXT,__text) external _pselect$DARWIN_EXTSN
00007ff800bcaa60 (__TEXT,__text) external _pselect$DARWIN_EXTSN$NOCANCEL
00007ff800bd2ee6 (__TEXT,__text) external _pselect$NOCANCEL
00007ff800bc4d14 (__TEXT,__text) external _pthread_getugid_np
00007ff800bc59ac (__TEXT,__text) external _pthread_setugid_np
00007ff800bc5670 (__TEXT,__text) external _ptrace
00007ff800bc6c64 (__TEXT,__text) external _pwrite
00007ff800bc5694 (__TEXT,__text) external _pwrite$NOCANCEL
00007ff800bc6c7c (__TEXT,__text) external _pwritev
00007ff800bc56ac (__TEXT,__text) external _pwritev$NOCANCEL
00007ff800bca452 (__TEXT,__text) external _quota
00007ff800bc6c94 (__TEXT,__text) external _quotactl
00007ff800bc6cac (__TEXT,__text) external _read
00007ff800bc56c4 (__TEXT,__text) external _read$NOCANCEL
00007ff800bc6cc4 (__TEXT,__text) external _readlink
00007ff800bc6cdc (__TEXT,__text) external _readlinkat
00007ff800bc6cf4 (__TEXT,__text) external _readv
00007ff800bc56dc (__TEXT,__text) external _readv$NOCANCEL
00007ff800bc8a4e (__TEXT,__text) external _reboot
00007ff800bc8a55 (__TEXT,__text) external _reboot_np
00007ff800bd2d1d (__TEXT,__text) external _record_system_event_as_kernel
00007ff800bc5724 (__TEXT,__text) external _recvfrom
00007ff800bc573c (__TEXT,__text) external _recvfrom$NOCANCEL
00007ff800bc5754 (__TEXT,__text) external _recvmsg
00007ff800bc576c (__TEXT,__text) external _recvmsg$NOCANCEL
00007ff800bc6d0c (__TEXT,__text) external _recvmsg_x
00007ff800bc6d24 (__TEXT,__text) external _register_uexc_handler
00007ff800bc6d3c (__TEXT,__text) external _removexattr
00007ff800bd4937 (__TEXT,__text) external _rename
00007ff800bcd06e (__TEXT,__text) external _rename_ext
00007ff800bc8b56 (__TEXT,__text) external _renameat
00007ff800bcd02d (__TEXT,__text) external _renameatx_np
00007ff800bcd044 (__TEXT,__text) external _renamex_np
00007ff800bc6d54 (__TEXT,__text) external _revoke
00007ff800bd4335 (__TEXT,__text) external _rmdir
00007ff800bc6d6c (__TEXT,__text) external _searchfs
00007ff800bd2d22 (__TEXT,__text) external _select
00007ff800bc57e4 (__TEXT,__text) external _select$DARWIN_EXTSN
00007ff800bc57fc (__TEXT,__text) external _select$DARWIN_EXTSN$NOCANCEL
00007ff800bd2eb7 (__TEXT,__text) external _select$NOCANCEL
00007ff800bc6d84 (__TEXT,__text) external _sem_close
00007ff800bd25e8 (__TEXT,__text) external _sem_destroy
00007ff800bd260b (__TEXT,__text) external _sem_getvalue
00007ff800bd262e (__TEXT,__text) external _sem_init
00007ff800bc5814 (__TEXT,__text) external _sem_open
00007ff800bc6d9c (__TEXT,__text) external _sem_post
00007ff800bc6db4 (__TEXT,__text) external _sem_trywait
00007ff800bc6dcc (__TEXT,__text) external _sem_unlink
00007ff800bc6de4 (__TEXT,__text) external _sem_wait
00007ff800bc582c (__TEXT,__text) external _sem_wait$NOCANCEL
00007ff800be4f6c (__TEXT,__text) external _semaphore_create
00007ff800be5099 (__TEXT,__text) external _semaphore_destroy
00007ff800bca763 (__TEXT,__text) external _semaphore_signal
00007ff800bca768 (__TEXT,__text) external _semaphore_signal_all
00007ff800bc4154 (__TEXT,__text) external _semaphore_signal_all_trap
00007ff800bca76d (__TEXT,__text) external _semaphore_signal_thread
00007ff800bc4160 (__TEXT,__text) external _semaphore_signal_thread_trap
00007ff800bc4148 (__TEXT,__text) external _semaphore_signal_trap
00007ff800bca777 (__TEXT,__text) external _semaphore_timedwait
00007ff800bca788 (__TEXT,__text) external _semaphore_timedwait_signal
00007ff800bc4190 (__TEXT,__text) external _semaphore_timedwait_signal_trap
00007ff800bc4184 (__TEXT,__text) external _semaphore_timedwait_trap
00007ff800bca772 (__TEXT,__text) external _semaphore_wait
00007ff800bca783 (__TEXT,__text) external _semaphore_wait_signal
00007ff800bc4178 (__TEXT,__text) external _semaphore_wait_signal_trap
00007ff800bc416c (__TEXT,__text) external _semaphore_wait_trap
00007ff800bc5844 (__TEXT,__text) external _semctl
00007ff800bc6dfc (__TEXT,__text) external _semget
00007ff800bc6e14 (__TEXT,__text) external _semop
00007ff800bc585c (__TEXT,__text) external _semsys
00007ff800bc6e2c (__TEXT,__text) external _sendfile
00007ff800bc58a4 (__TEXT,__text) external _sendmsg
00007ff800bc58bc (__TEXT,__text) external _sendmsg$NOCANCEL
00007ff800bc6e44 (__TEXT,__text) external _sendmsg_x
00007ff800bc58d4 (__TEXT,__text) external _sendto
00007ff800bc58ec (__TEXT,__text) external _sendto$NOCANCEL
00007ff800bc5904 (__TEXT,__text) external _setattrlist
00007ff800bc6e5c (__TEXT,__text) external _setattrlistat
00007ff800bd69a3 (__TEXT,__text) external _setaudit
00007ff800bc6e74 (__TEXT,__text) external _setaudit_addr
00007ff800bc6e8c (__TEXT,__text) external _setauid
00007ff800bc6ea4 (__TEXT,__text) external _setegid
00007ff800bc6ebc (__TEXT,__text) external _seteuid
00007ff800bc6ed4 (__TEXT,__text) external _setgid
00007ff800bc6eec (__TEXT,__text) external _setgroups
00007ff800bcaa10 (__TEXT,__text) external _setiopolicy_np
00007ff800bc6f04 (__TEXT,__text) external _setitimer
00007ff800bc6f1c (__TEXT,__text) external _setpgid
00007ff800bcefd4 (__TEXT,__text) external _setpriority
00007ff800bc6f34 (__TEXT,__text) external _setprivexec
00007ff800bca46d (__TEXT,__text) external _setquota
00007ff800bc594c (__TEXT,__text) external _setregid
00007ff800bc5964 (__TEXT,__text) external _setreuid
00007ff800bd304c (__TEXT,__text) external _setrlimit
00007ff800bc5994 (__TEXT,__text) external _setsgroups_np
00007ff800bc6f4c (__TEXT,__text) external _setsid
00007ff800bc6f64 (__TEXT,__text) external _setsockopt
00007ff800bc6f7c (__TEXT,__text) external _setuid
00007ff800bc59f4 (__TEXT,__text) external _setwgroups_np
00007ff800bc6f94 (__TEXT,__text) external _setxattr
00007ff800bcf5f6 (__TEXT,__text) external _sfi_get_class_offtime
00007ff800bcf617 (__TEXT,__text) external _sfi_process_get_flags
00007ff800bcf607 (__TEXT,__text) external _sfi_process_set_flags
00007ff800bcf5e5 (__TEXT,__text) external _sfi_set_class_offtime
00007ff800bc5a6c (__TEXT,__text) external _shm_open
00007ff800bc6fac (__TEXT,__text) external _shm_unlink
00007ff800bc6fc4 (__TEXT,__text) external _shmat
00007ff800bc5a84 (__TEXT,__text) external _shmctl
00007ff800bc6fdc (__TEXT,__text) external _shmdt
00007ff800bc6ff4 (__TEXT,__text) external _shmget
00007ff800bc5a9c (__TEXT,__text) external _shmsys
00007ff800bc700c (__TEXT,__text) external _shutdown
00007ff800bc7024 (__TEXT,__text) external _sigpending
00007ff800bc703c (__TEXT,__text) external _sigprocmask
00007ff800bd4194 (__TEXT,__text) external _sigsuspend
00007ff800bd3057 (__TEXT,__text) external _sigsuspend$NOCANCEL
00007ff800bc7054 (__TEXT,__text) external _socket
00007ff800bc706c (__TEXT,__text) external _socket_delegate
00007ff800bc5b44 (__TEXT,__text) external _socketpair
00007ff800bcee5d (__TEXT,__text) external _stackshot_capture_with_config
00007ff800bcedda (__TEXT,__text) external _stackshot_config_create
00007ff800bcef81 (__TEXT,__text) external _stackshot_config_dealloc
00007ff800bcef39 (__TEXT,__text) external _stackshot_config_dealloc_buffer
00007ff800bceecb (__TEXT,__text) external _stackshot_config_get_stackshot_buffer
00007ff800bceed8 (__TEXT,__text) external _stackshot_config_get_stackshot_size
00007ff800bcef05 (__TEXT,__text) external _stackshot_config_set_delta_timestamp
00007ff800bcee4b (__TEXT,__text) external _stackshot_config_set_flags
00007ff800bcef1e (__TEXT,__text) external _stackshot_config_set_pagetable_mask
00007ff800bcee3b (__TEXT,__text) external _stackshot_config_set_pid
00007ff800bceeed (__TEXT,__text) external _stackshot_config_set_size_hint
00007ff800bc7084 (__TEXT,__text) external _stat
00007ff800bc7084 (__TEXT,__text) external _stat64
00007ff800bc709c (__TEXT,__text) external _statfs
00007ff800bc709c (__TEXT,__text) external _statfs64
00007ff8400b8e80 (__DATA,__bss) non-external _supported
00007ff800bc70b4 (__TEXT,__text) external _swapon
00007ff800bc4250 (__TEXT,__text) external _swtch
00007ff800bc4244 (__TEXT,__text) external _swtch_pri
00007ff800bc70cc (__TEXT,__text) external _symlink
00007ff800bc70e4 (__TEXT,__text) external _symlinkat
00007ff800bc70fc (__TEXT,__text) external _sync
00007ff800bc5ba4 (__TEXT,__text) external _syscall
00007ff800bc425c (__TEXT,__text) external _syscall_thread_switch
00007ff800bcf5d4 (__TEXT,__text) external _system_get_sfi_window
00007ff800bc7114 (__TEXT,__text) external _system_override
00007ff800bcf5c3 (__TEXT,__text) external _system_set_sfi_window
00007ff800be5d05 (__TEXT,__text) external _task_assign
00007ff800be5e03 (__TEXT,__text) external _task_assign_default
00007ff800be3715 (__TEXT,__text) external _task_create
00007ff800be7da3 (__TEXT,__text) external _task_create_identity_token
00007ff800be7ff6 (__TEXT,__text) external _task_dyld_process_info_notify_deregister
00007ff800bc4070 (__TEXT,__text) external _task_dyld_process_info_notify_get
00007ff800be7ca7 (__TEXT,__text) external _task_dyld_process_info_notify_register
00007ff800bc41d8 (__TEXT,__text) external _task_for_pid
00007ff800be6d5d (__TEXT,__text) external _task_generate_corpse
00007ff800be5ef1 (__TEXT,__text) external _task_get_assignment
00007ff800be71d3 (__TEXT,__text) external _task_get_dyld_image_infos
00007ff800be5842 (__TEXT,__text) external _task_get_emulation_vector
00007ff800be7973 (__TEXT,__text) external _task_get_exc_guard_behavior
00007ff800be4834 (__TEXT,__text) external _task_get_exception_ports
00007ff800be80e4 (__TEXT,__text) external _task_get_exception_ports_info
00007ff800be69ee (__TEXT,__text) external _task_get_mach_voucher
00007ff800be420a (__TEXT,__text) external _task_get_special_port
00007ff800be61ef (__TEXT,__text) external _task_get_state
00007ff800be7ec5 (__TEXT,__text) external _task_identity_token_get_task_port
00007ff800be3ce1 (__TEXT,__text) external _task_info
00007ff800be77ce (__TEXT,__text) external _task_inspect
00007ff800bc712c (__TEXT,__text) external _task_inspect_for_pid
00007ff800be6e7f (__TEXT,__text) external _task_map_corpse_info
00007ff800be7682 (__TEXT,__text) external _task_map_corpse_info_64
00007ff800be8637 (__TEXT,__text) external _task_map_kcdata_object_64
00007ff800bc41cc (__TEXT,__text) external _task_name_for_pid
00007ff800be55fe (__TEXT,__text) external _task_policy
00007ff800be52fb (__TEXT,__text) external _task_policy_get
00007ff800be5195 (__TEXT,__text) external _task_policy_set
00007ff800be688e (__TEXT,__text) external _task_purgable_info
00007ff800bc7144 (__TEXT,__text) external _task_read_for_pid
00007ff800be751d (__TEXT,__text) external _task_register_dyld_get_process_state
00007ff800be6fcf (__TEXT,__text) external _task_register_dyld_image_infos
00007ff800be7423 (__TEXT,__text) external _task_register_dyld_set_dyld_state
00007ff800be7322 (__TEXT,__text) external _task_register_dyld_shared_cache_image_info
00007ff800be8783 (__TEXT,__text) external _task_register_hardened_exception_handler
00007ff800bec9c3 (__TEXT,__text) external _task_restartable_ranges_register
00007ff800becb33 (__TEXT,__text) external _task_restartable_ranges_synchronize
00007ff800be4126 (__TEXT,__text) external _task_resume
00007ff800be67aa (__TEXT,__text) external _task_resume2
00007ff800be5502 (__TEXT,__text) external _task_sample
00007ff800bca7a6 (__TEXT,__text) external _task_self_
00007ff800bc4118 (__TEXT,__text) external _task_self_trap
00007ff800be8447 (__TEXT,__text) external _task_set_corpse_forking_behavior
00007ff800be575b (__TEXT,__text) external _task_set_emulation
00007ff800be5988 (__TEXT,__text) external _task_set_emulation_vector
00007ff800be7a96 (__TEXT,__text) external _task_set_exc_guard_behavior
00007ff800be472e (__TEXT,__text) external _task_set_exception_ports
00007ff800be3ec7 (__TEXT,__text) external _task_set_info
00007ff800be6b1f (__TEXT,__text) external _task_set_mach_voucher
00007ff800be6556 (__TEXT,__text) external _task_set_phys_footprint_limit
00007ff800be6013 (__TEXT,__text) external _task_set_policy
00007ff800bd5f3b (__TEXT,__text) external _task_set_port_space
00007ff800be5a8f (__TEXT,__text) external _task_set_ras_pc
00007ff800be433b (__TEXT,__text) external _task_set_special_port
00007ff800be63d8 (__TEXT,__text) external _task_set_state
00007ff800be4042 (__TEXT,__text) external _task_suspend
00007ff800be6688 (__TEXT,__text) external _task_suspend2
00007ff800be4aae (__TEXT,__text) external _task_swap_exception_ports
00007ff800be6c1b (__TEXT,__text) external _task_swap_mach_voucher
00007ff800be385b (__TEXT,__text) external _task_terminate
00007ff800be8535 (__TEXT,__text) external _task_test_async_upcall_propagation
00007ff800be834b (__TEXT,__text) external _task_test_sync_upcall
00007ff800be393f (__TEXT,__text) external _task_threads
00007ff800be70d1 (__TEXT,__text) external _task_unregister_dyld_image_infos
00007ff800be5b76 (__TEXT,__text) external _task_zone_info
00007ff800bcf3a5 (__TEXT,__text) external _terminate_with_payload
00007ff800bcf386 (__TEXT,__text) external _terminate_with_reason
00007ff800be9207 (__TEXT,__text) external _thread_abort
00007ff800be92eb (__TEXT,__text) external _thread_abort_safely
00007ff800beb257 (__TEXT,__text) external _thread_adopt_exception_handler
00007ff800bea5a3 (__TEXT,__text) external _thread_assign
00007ff800bea69f (__TEXT,__text) external _thread_assign_default
00007ff800beada5 (__TEXT,__text) external _thread_convert_thread_state
00007ff800be4439 (__TEXT,__text) external _thread_create
00007ff800be455b (__TEXT,__text) external _thread_create_running
00007ff800be93cf (__TEXT,__text) external _thread_depress_abort
00007ff800bd600e (__TEXT,__text) external _thread_destruct_special_reply_port
00007ff800bea783 (__TEXT,__text) external _thread_get_assignment
00007ff800be99f3 (__TEXT,__text) external _thread_get_exception_ports
00007ff800beaff0 (__TEXT,__text) external _thread_get_exception_ports_info
00007ff800beaa36 (__TEXT,__text) external _thread_get_mach_voucher
00007ff800bccda1 (__TEXT,__text) external _thread_get_register_pointer_values
00007ff800be94b3 (__TEXT,__text) external _thread_get_special_port
00007ff800bc4214 (__TEXT,__text) external _thread_get_special_reply_port
00007ff800be8cd8 (__TEXT,__text) external _thread_get_state
00007ff800be96e2 (__TEXT,__text) external _thread_info
00007ff800bcccce (__TEXT,__text) external _thread_policy
00007ff800bea1b2 (__TEXT,__text) external _thread_policy_get
00007ff800bccd0f (__TEXT,__text) external _thread_policy_set
00007ff800be9123 (__TEXT,__text) external _thread_resume
00007ff800bea3b9 (__TEXT,__text) external _thread_sample
00007ff800bc410c (__TEXT,__text) external _thread_self_trap
00007ff800bc715c (__TEXT,__text) external _thread_selfcounts
00007ff800be98ed (__TEXT,__text) external _thread_set_exception_ports
00007ff800beab67 (__TEXT,__text) external _thread_set_mach_voucher
00007ff800bccd50 (__TEXT,__text) external _thread_set_policy
00007ff800be95e4 (__TEXT,__text) external _thread_set_special_port
00007ff800be8ec1 (__TEXT,__text) external _thread_set_state
00007ff800be903f (__TEXT,__text) external _thread_suspend
00007ff800be9c6d (__TEXT,__text) external _thread_swap_exception_ports
00007ff800beac63 (__TEXT,__text) external _thread_swap_mach_voucher
00007ff800bca6b3 (__TEXT,__text) external _thread_switch
00007ff800be888d (__TEXT,__text) external _thread_terminate
00007ff800bd83da (__TEXT,__text) external _thread_wire
00007ff800bedfc0 (__TEXT,__const) non-external _times_now
00007ff800bc7174 (__TEXT,__text) external _tracker_action
00007ff800bc718c (__TEXT,__text) external _truncate
00007ff800bc71a4 (__TEXT,__text) external _umask
00007ff800bc71bc (__TEXT,__text) external _undelete
00007ff800bc71d4 (__TEXT,__text) external _ungraftdmg
00007ff800bd41a7 (__TEXT,__text) external _unlink
00007ff800bc8b30 (__TEXT,__text) external _unlinkat
00007ff800bc71ec (__TEXT,__text) external _unmount
00007ff800bc7204 (__TEXT,__text) external _usrctl
00007ff800bccbfe (__TEXT,__text) external _utimensat
00007ff800bc721c (__TEXT,__text) external _utimes
00007ff800bc7234 (__TEXT,__text) external _vfs_purge
00007ff800bd649b (__TEXT,__text) external _vm_allocate
00007ff800bd84d8 (__TEXT,__text) external _vm_allocate_cpm
00007ff800bebb0b (__TEXT,__text) external _vm_behavior_set
00007ff800beb80c (__TEXT,__text) external _vm_copy
00007ff800bd64ca (__TEXT,__text) external _vm_deallocate
00007ff800beb35d (__TEXT,__text) external _vm_inherit
00007ff8400b8eb8 (__DATA,__common) external _vm_kernel_page_mask
00007ff8400b8ec0 (__DATA,__common) external _vm_kernel_page_shift
00007ff8400b8eb0 (__DATA,__common) external _vm_kernel_page_size
00007ff800bebd73 (__TEXT,__text) external _vm_machine_attribute
00007ff800bd6722 (__TEXT,__text) external _vm_map
00007ff800bec014 (__TEXT,__text) external _vm_map_page_query
00007ff800beba20 (__TEXT,__text) external _vm_msync
00007ff8400b8ec8 (__DATA,__common) external _vm_page_mask
00007ff8400b8ed0 (__DATA,__common) external _vm_page_shift
00007ff8400b8ee8 (__DATA,__common) external _vm_page_size
00007ff800bc724c (__TEXT,__text) external _vm_pressure_monitor
00007ff800bd64cf (__TEXT,__text) external _vm_protect
00007ff800bd694c (__TEXT,__text) external _vm_purgable_control
00007ff800bd68bb (__TEXT,__text) external _vm_read
00007ff800beb58e (__TEXT,__text) external _vm_read_list
00007ff800beb8f7 (__TEXT,__text) external _vm_read_overwrite
00007ff800bec380 (__TEXT,__text) external _vm_region_64
00007ff800bec15c (__TEXT,__text) external _vm_region_recurse_64
00007ff800bd67a9 (__TEXT,__text) external _vm_remap
00007ff800bd6832 (__TEXT,__text) external _vm_remap_new
00007ff800bd82d4 (__TEXT,__text) external _vm_wire
00007ff800beb70c (__TEXT,__text) external _vm_write
00007ff800bc733c (__TEXT,__text) external _voucher_mach_msg_adopt
00007ff800bc7329 (__TEXT,__text) external _voucher_mach_msg_clear
00007ff800bc7356 (__TEXT,__text) external _voucher_mach_msg_revert
00007ff800bc7314 (__TEXT,__text) external _voucher_mach_msg_set
00007ff8400b8ea0 (__DATA,__common) external _vprintf_stderr_func
00007ff800bc5d4c (__TEXT,__text) external _wait4
00007ff800bc7264 (__TEXT,__text) external _waitid
00007ff800bc5d64 (__TEXT,__text) external _waitid$NOCANCEL
00007ff800bd48be (__TEXT,__text) external _work_interval_copy_port
00007ff800bd434c (__TEXT,__text) external _work_interval_create
00007ff800bd4758 (__TEXT,__text) external _work_interval_destroy
00007ff800bd4449 (__TEXT,__text) external _work_interval_get_flags_from_port
00007ff800bd455e (__TEXT,__text) external _work_interval_instance_alloc
00007ff800bd45c6 (__TEXT,__text) external _work_interval_instance_clear
00007ff800bd46f0 (__TEXT,__text) external _work_interval_instance_finish
00007ff800bd45da (__TEXT,__text) external _work_interval_instance_free
00007ff800bd462e (__TEXT,__text) external _work_interval_instance_get_complexity
00007ff800bd4610 (__TEXT,__text) external _work_interval_instance_get_deadline
00007ff800bd461f (__TEXT,__text) external _work_interval_instance_get_finish
00007ff800bd463d (__TEXT,__text) external _work_interval_instance_get_id
00007ff800bd4601 (__TEXT,__text) external _work_interval_instance_get_start
00007ff800bd4642 (__TEXT,__text) external _work_interval_instance_get_telemetry_data
00007ff800bd45fc (__TEXT,__text) external _work_interval_instance_set_complexity
00007ff800bd45f2 (__TEXT,__text) external _work_interval_instance_set_deadline
00007ff800bd45f7 (__TEXT,__text) external _work_interval_instance_set_finish
00007ff800bd45ed (__TEXT,__text) external _work_interval_instance_set_start
00007ff800bd465e (__TEXT,__text) external _work_interval_instance_start
00007ff800bd46a3 (__TEXT,__text) external _work_interval_instance_update
00007ff800bd4830 (__TEXT,__text) external _work_interval_join
00007ff800bd4877 (__TEXT,__text) external _work_interval_join_port
00007ff800bd48ae (__TEXT,__text) external _work_interval_leave
00007ff800bd44b4 (__TEXT,__text) external _work_interval_notify
00007ff800bd4523 (__TEXT,__text) external _work_interval_notify_simple
00007ff800bc727c (__TEXT,__text) external _write
00007ff800bc5dc4 (__TEXT,__text) external _write$NOCANCEL
00007ff800bc7294 (__TEXT,__text) external _writev
00007ff800bc5ddc (__TEXT,__text) external _writev$NOCANCEL
