00007ff8400c5e10 (__DATA,__data) external _NDR_record
00007ff800d17781 (__TEXT,__text) external _proc_pidpath_audittoken
00007ff800d1760e (__TEXT,__text) external _proc_regionfilename
00007ff800d180d9 (__TEXT,__text) external _proc_reset_footprint_interval
00007ff800d17da3 (__TEXT,__text) external _proc_resume_cpumon
00007ff800d12c74 (__TEXT,__text) external _proc_rlimit_control
00007ff800d17d58 (__TEXT,__text) external _proc_set_cpumon_defaults
00007ff800d17c9c (__TEXT,__text) external _proc_set_cpumon_params
00007ff800d17e23 (__TEXT,__text) external _proc_set_cpumon_params_fatal
00007ff800d18580 (__TEXT,__text) external _proc_set_csm
00007ff800d18374 (__TEXT,__text) external _proc_set_delayidlesleep
00007ff800d17968 (__TEXT,__text) external _proc_set_dirty
00007ff800d184d4 (__TEXT,__text) external _proc_set_no_smt
00007ff800d18327 (__TEXT,__text) external _proc_set_owner_vmpressure
00007ff800d17fee (__TEXT,__text) external _proc_set_wakemon_defaults
00007ff800d17f8a (__TEXT,__text) external _proc_set_wakemon_params
00007ff800d18072 (__TEXT,__text) external _proc_setcpu_percentage
00007ff800d178c4 (__TEXT,__text) external _proc_setpcontrol
00007ff800d17469 (__TEXT,__text) external _proc_setthread_cpupercent
00007ff800d18630 (__TEXT,__text) external _proc_setthread_csm
00007ff800d1852c (__TEXT,__text) external _proc_setthread_no_smt
00007ff800d17aaf (__TEXT,__text) external _proc_signal_delegate
00007ff800d17ba5 (__TEXT,__text) external _proc_signal_with_audittoken
00007ff800d184d1 (__TEXT,__text) external _proc_suppress
00007ff800d17a57 (__TEXT,__text) external _proc_terminate
00007ff800d17c48 (__TEXT,__text) external _proc_terminate_all_rsr
00007ff800d17b1e (__TEXT,__text) external _proc_terminate_delegate
00007ff800d17bed (__TEXT,__text) external _proc_terminate_with_audittoken
00007ff800d12c8c (__TEXT,__text) external _proc_trace_log
00007ff800d1791e (__TEXT,__text) external _proc_track_dirty
00007ff800d17528 (__TEXT,__text) external _proc_udata_info
00007ff800d12ca4 (__TEXT,__text) external _proc_uuid_policy
00007ff800d2f53a (__TEXT,__text) external _processor_assign
00007ff800d2f3f8 (__TEXT,__text) external _processor_control
00007ff800d2f101 (__TEXT,__text) external _processor_exit
00007ff800d2f638 (__TEXT,__text) external _processor_get_assignment
00007ff800d2f1e5 (__TEXT,__text) external _processor_info
00007ff800d26f3a (__TEXT,__text) external _processor_set_create
00007ff800d26e18 (__TEXT,__text) external _processor_set_default
00007ff800d2e424 (__TEXT,__text) external _processor_set_destroy
00007ff800d2ed14 (__TEXT,__text) external _processor_set_info
00007ff800d2e508 (__TEXT,__text) external _processor_set_max_priority
00007ff800d2ea58 (__TEXT,__text) external _processor_set_policy_control
00007ff800d2e6e5 (__TEXT,__text) external _processor_set_policy_disable
00007ff800d2e5f7 (__TEXT,__text) external _processor_set_policy_enable
00007ff800d2eba2 (__TEXT,__text) external _processor_set_stack_usage
00007ff800d2e27b (__TEXT,__text) external _processor_set_statistics
00007ff800d2e7d4 (__TEXT,__text) external _processor_set_tasks
00007ff800d2eed6 (__TEXT,__text) external _processor_set_tasks_with_flavor
00007ff800d2e916 (__TEXT,__text) external _processor_set_threads
00007ff800d2f01d (__TEXT,__text) external _processor_start
00007ff800d1ef0b (__TEXT,__text) external _pselect
00007ff800d20cdc (__TEXT,__text) external _pselect$DARWIN_EXTSN
00007ff800d16610 (__TEXT,__text) external _pselect$DARWIN_EXTSN$NOCANCEL
00007ff800d1f0a0 (__TEXT,__text) external _pselect$NOCANCEL
00007ff800d10d24 (__TEXT,__text) external _pthread_getugid_np
00007ff800d119ec (__TEXT,__text) external _pthread_setugid_np
00007ff800d116b0 (__TEXT,__text) external _ptrace
00007ff800d12cbc (__TEXT,__text) external _pwrite
00007ff800d116d4 (__TEXT,__text) external _pwrite$NOCANCEL
00007ff800d12cd4 (__TEXT,__text) external _pwritev
00007ff800d116ec (__TEXT,__text) external _pwritev$NOCANCEL
00007ff800d16019 (__TEXT,__text) external _quota
00007ff800d12cec (__TEXT,__text) external _quotactl
00007ff800d12d04 (__TEXT,__text) external _read
00007ff800d11704 (__TEXT,__text) external _read$NOCANCEL
00007ff800d12d1c (__TEXT,__text) external _readlink
00007ff800d12d34 (__TEXT,__text) external _readlinkat
00007ff800d12d4c (__TEXT,__text) external _readv
00007ff800d1171c (__TEXT,__text) external _readv$NOCANCEL
00007ff800d145ff (__TEXT,__text) external _reboot
00007ff800d14606 (__TEXT,__text) external _reboot_np
00007ff800d1eed7 (__TEXT,__text) external _record_system_event_as_kernel
00007ff800d11764 (__TEXT,__text) external _recvfrom
00007ff800d1177c (__TEXT,__text) external _recvfrom$NOCANCEL
00007ff800d11794 (__TEXT,__text) external _recvmsg
00007ff800d117ac (__TEXT,__text) external _recvmsg$NOCANCEL
00007ff800d12d64 (__TEXT,__text) external _recvmsg_x
00007ff800d12d7c (__TEXT,__text) external _register_uexc_handler
00007ff800d12d94 (__TEXT,__text) external _removexattr
00007ff800d20cb1 (__TEXT,__text) external _rename
00007ff800d19108 (__TEXT,__text) external _rename_ext
00007ff800d146ff (__TEXT,__text) external _renameat
00007ff800d190c7 (__TEXT,__text) external _renameatx_np
00007ff800d190de (__TEXT,__text) external _renamex_np
00007ff800d12dac (__TEXT,__text) external _revoke
00007ff800d206a3 (__TEXT,__text) external _rmdir
00007ff800d12dc4 (__TEXT,__text) external _searchfs
00007ff800d1eedc (__TEXT,__text) external _select
00007ff800d11824 (__TEXT,__text) external _select$DARWIN_EXTSN
00007ff800d1183c (__TEXT,__text) external _select$DARWIN_EXTSN$NOCANCEL
00007ff800d1f071 (__TEXT,__text) external _select$NOCANCEL
00007ff800d12ddc (__TEXT,__text) external _sem_close
00007ff800d1e776 (__TEXT,__text) external _sem_destroy
00007ff800d1e799 (__TEXT,__text) external _sem_getvalue
00007ff800d1e7bc (__TEXT,__text) external _sem_init
00007ff800d11854 (__TEXT,__text) external _sem_open
00007ff800d12df4 (__TEXT,__text) external _sem_post
00007ff800d12e0c (__TEXT,__text) external _sem_trywait
00007ff800d12e24 (__TEXT,__text) external _sem_unlink
00007ff800d12e3c (__TEXT,__text) external _sem_wait
00007ff800d1186c (__TEXT,__text) external _sem_wait$NOCANCEL
00007ff800d316ea (__TEXT,__text) external _semaphore_create
00007ff800d31817 (__TEXT,__text) external _semaphore_destroy
00007ff800d1633b (__TEXT,__text) external _semaphore_signal
00007ff800d16340 (__TEXT,__text) external _semaphore_signal_all
00007ff800d10154 (__TEXT,__text) external _semaphore_signal_all_trap
00007ff800d16345 (__TEXT,__text) external _semaphore_signal_thread
00007ff800d10160 (__TEXT,__text) external _semaphore_signal_thread_trap
00007ff800d10148 (__TEXT,__text) external _semaphore_signal_trap
00007ff800d1634f (__TEXT,__text) external _semaphore_timedwait
00007ff800d16360 (__TEXT,__text) external _semaphore_timedwait_signal
00007ff800d10190 (__TEXT,__text) external _semaphore_timedwait_signal_trap
00007ff800d10184 (__TEXT,__text) external _semaphore_timedwait_trap
00007ff800d1634a (__TEXT,__text) external _semaphore_wait
00007ff800d1635b (__TEXT,__text) external _semaphore_wait_signal
00007ff800d10178 (__TEXT,__text) external _semaphore_wait_signal_trap
00007ff800d1016c (__TEXT,__text) external _semaphore_wait_trap
00007ff800d11884 (__TEXT,__text) external _semctl
00007ff800d12e54 (__TEXT,__text) external _semget
00007ff800d12e6c (__TEXT,__text) external _semop
00007ff800d1189c (__TEXT,__text) external _semsys
00007ff800d12e84 (__TEXT,__text) external _sendfile
00007ff800d118e4 (__TEXT,__text) external _sendmsg
00007ff800d118fc (__TEXT,__text) external _sendmsg$NOCANCEL
00007ff800d12e9c (__TEXT,__text) external _sendmsg_x
00007ff800d11914 (__TEXT,__text) external _sendto
00007ff800d1192c (__TEXT,__text) external _sendto$NOCANCEL
00007ff800d11944 (__TEXT,__text) external _setattrlist
00007ff800d12eb4 (__TEXT,__text) external _setattrlistat
00007ff800d22d60 (__TEXT,__text) external _setaudit
00007ff800d12ecc (__TEXT,__text) external _setaudit_addr
00007ff800d12ee4 (__TEXT,__text) external _setauid
00007ff800d12efc (__TEXT,__text) external _setegid
00007ff800d12f14 (__TEXT,__text) external _seteuid
00007ff800d12f2c (__TEXT,__text) external _setgid
00007ff800d12f44 (__TEXT,__text) external _setgroups
00007ff800d165c0 (__TEXT,__text) external _setiopolicy_np
00007ff800d12f5c (__TEXT,__text) external _setitimer
00007ff800d12f74 (__TEXT,__text) external _setpgid
00007ff800d1b401 (__TEXT,__text) external _setpriority
00007ff800d12f8c (__TEXT,__text) external _setprivexec
00007ff800d16034 (__TEXT,__text) external _setquota
00007ff800d1198c (__TEXT,__text) external _setregid
00007ff800d119a4 (__TEXT,__text) external _setreuid
00007ff800d1f206 (__TEXT,__text) external _setrlimit
00007ff800d119d4 (__TEXT,__text) external _setsgroups_np
00007ff800d12fa4 (__TEXT,__text) external _setsid
00007ff800d12fbc (__TEXT,__text) external _setsockopt
00007ff800d12fd4 (__TEXT,__text) external _setuid
00007ff800d11a34 (__TEXT,__text) external _setwgroups_np
00007ff800d12fec (__TEXT,__text) external _setxattr
00007ff800d1ba26 (__TEXT,__text) external _sfi_get_class_offtime
00007ff800d1ba47 (__TEXT,__text) external _sfi_process_get_flags
00007ff800d1ba37 (__TEXT,__text) external _sfi_process_set_flags
00007ff800d1ba15 (__TEXT,__text) external _sfi_set_class_offtime
00007ff800d11aac (__TEXT,__text) external _shm_open
00007ff800d13004 (__TEXT,__text) external _shm_unlink
00007ff800d1301c (__TEXT,__text) external _shmat
00007ff800d11ac4 (__TEXT,__text) external _shmctl
00007ff800d13034 (__TEXT,__text) external _shmdt
00007ff800d1304c (__TEXT,__text) external _shmget
00007ff800d11adc (__TEXT,__text) external _shmsys
00007ff800d13064 (__TEXT,__text) external _shutdown
00007ff800d1307c (__TEXT,__text) external _sigpending
00007ff800d13094 (__TEXT,__text) external _sigprocmask
00007ff800d20502 (__TEXT,__text) external _sigsuspend
00007ff800d1f211 (__TEXT,__text) external _sigsuspend$NOCANCEL
00007ff800d130ac (__TEXT,__text) external _socket
00007ff800d130c4 (__TEXT,__text) external _socket_delegate
00007ff800d11b84 (__TEXT,__text) external _socketpair
00007ff800d1b289 (__TEXT,__text) external _stackshot_capture_with_config
00007ff800d1b206 (__TEXT,__text) external _stackshot_config_create
00007ff800d1b3ae (__TEXT,__text) external _stackshot_config_dealloc
00007ff800d1b366 (__TEXT,__text) external _stackshot_config_dealloc_buffer
00007ff800d1b2f8 (__TEXT,__text) external _stackshot_config_get_stackshot_buffer
00007ff800d1b305 (__TEXT,__text) external _stackshot_config_get_stackshot_size
00007ff800d1b332 (__TEXT,__text) external _stackshot_config_set_delta_timestamp
00007ff800d1b277 (__TEXT,__text) external _stackshot_config_set_flags
00007ff800d1b34b (__TEXT,__text) external _stackshot_config_set_pagetable_mask
00007ff800d1b267 (__TEXT,__text) external _stackshot_config_set_pid
00007ff800d1b31a (__TEXT,__text) external _stackshot_config_set_size_hint
00007ff800d130dc (__TEXT,__text) external _stat
00007ff800d130dc (__TEXT,__text) external _stat64
00007ff800d130f4 (__TEXT,__text) external _statfs
00007ff800d130f4 (__TEXT,__text) external _statfs64
00007ff800d1941a (__TEXT,__text) external _statfs_ext
00007ff8400c5f90 (__DATA,__bss) non-external _supported
00007ff800d1310c (__TEXT,__text) external _swapon
00007ff800d10250 (__TEXT,__text) external _swtch
00007ff800d10244 (__TEXT,__text) external _swtch_pri
00007ff800d13124 (__TEXT,__text) external _symlink
00007ff800d1313c (__TEXT,__text) external _symlinkat
00007ff800d13154 (__TEXT,__text) external _sync
00007ff800d11be4 (__TEXT,__text) external _syscall
00007ff800d1025c (__TEXT,__text) external _syscall_thread_switch
00007ff800d1ba04 (__TEXT,__text) external _system_get_sfi_window
00007ff800d1316c (__TEXT,__text) external _system_override
00007ff800d1b9f3 (__TEXT,__text) external _system_set_sfi_window
00007ff800d3245b (__TEXT,__text) external _task_assign
00007ff800d32559 (__TEXT,__text) external _task_assign_default
00007ff800d2febf (__TEXT,__text) external _task_create
00007ff800d344de (__TEXT,__text) external _task_create_identity_token
00007ff800d34731 (__TEXT,__text) external _task_dyld_process_info_notify_deregister
00007ff800d10070 (__TEXT,__text) external _task_dyld_process_info_notify_get
00007ff800d343e2 (__TEXT,__text) external _task_dyld_process_info_notify_register
00007ff800d101d8 (__TEXT,__text) external _task_for_pid
00007ff800d33498 (__TEXT,__text) external _task_generate_corpse
00007ff800d32647 (__TEXT,__text) external _task_get_assignment
00007ff800d3390e (__TEXT,__text) external _task_get_dyld_image_infos
00007ff800d31f98 (__TEXT,__text) external _task_get_emulation_vector
00007ff800d340ae (__TEXT,__text) external _task_get_exc_guard_behavior
00007ff800d30fa7 (__TEXT,__text) external _task_get_exception_ports
00007ff800d3481f (__TEXT,__text) external _task_get_exception_ports_info
00007ff800d33129 (__TEXT,__text) external _task_get_mach_voucher
00007ff800d30999 (__TEXT,__text) external _task_get_special_port
00007ff800d32945 (__TEXT,__text) external _task_get_state
00007ff800d34600 (__TEXT,__text) external _task_identity_token_get_task_port
00007ff800d3048b (__TEXT,__text) external _task_info
00007ff800d33f09 (__TEXT,__text) external _task_inspect
00007ff800d13184 (__TEXT,__text) external _task_inspect_for_pid
00007ff800d335ba (__TEXT,__text) external _task_map_corpse_info
00007ff800d33dbd (__TEXT,__text) external _task_map_corpse_info_64
00007ff800d34d7f (__TEXT,__text) external _task_map_kcdata_object_64
00007ff800d101cc (__TEXT,__text) external _task_name_for_pid
00007ff800d31d54 (__TEXT,__text) external _task_policy
00007ff800d31a4b (__TEXT,__text) external _task_policy_get
00007ff800d31913 (__TEXT,__text) external _task_policy_set
00007ff800d32fc9 (__TEXT,__text) external _task_purgable_info
00007ff800d1319c (__TEXT,__text) external _task_read_for_pid
00007ff800d33c58 (__TEXT,__text) external _task_register_dyld_get_process_state
00007ff800d3370a (__TEXT,__text) external _task_register_dyld_image_infos
00007ff800d33b5e (__TEXT,__text) external _task_register_dyld_set_dyld_state
00007ff800d33a5d (__TEXT,__text) external _task_register_dyld_shared_cache_image_info
00007ff800d34ecb (__TEXT,__text) external _task_register_hardened_exception_handler
00007ff800d390c6 (__TEXT,__text) external _task_restartable_ranges_register
00007ff800d39222 (__TEXT,__text) external _task_restartable_ranges_synchronize
00007ff800d308b5 (__TEXT,__text) external _task_resume
00007ff800d32ee5 (__TEXT,__text) external _task_resume2
00007ff800d31c58 (__TEXT,__text) external _task_sample
00007ff800d1637e (__TEXT,__text) external _task_self_
00007ff800d10118 (__TEXT,__text) external _task_self_trap
00007ff800d34b8f (__TEXT,__text) external _task_set_corpse_forking_behavior
00007ff800d31eb1 (__TEXT,__text) external _task_set_emulation
00007ff800d320de (__TEXT,__text) external _task_set_emulation_vector
00007ff800d341d1 (__TEXT,__text) external _task_set_exc_guard_behavior
00007ff800d30ea1 (__TEXT,__text) external _task_set_exception_ports
00007ff800d30671 (__TEXT,__text) external _task_set_info
00007ff800d3325a (__TEXT,__text) external _task_set_mach_voucher
00007ff800d32c91 (__TEXT,__text) external _task_set_phys_footprint_limit
00007ff800d32769 (__TEXT,__text) external _task_set_policy
00007ff800d22294 (__TEXT,__text) external _task_set_port_space
00007ff800d321e5 (__TEXT,__text) external _task_set_ras_pc
00007ff800d30aca (__TEXT,__text) external _task_set_special_port
00007ff800d32b2e (__TEXT,__text) external _task_set_state
00007ff800d307d1 (__TEXT,__text) external _task_suspend
00007ff800d32dc3 (__TEXT,__text) external _task_suspend2
00007ff800d31226 (__TEXT,__text) external _task_swap_exception_ports
00007ff800d33356 (__TEXT,__text) external _task_swap_mach_voucher
00007ff800d30005 (__TEXT,__text) external _task_terminate
00007ff800d34c7d (__TEXT,__text) external _task_test_async_upcall_propagation
00007ff800d34a93 (__TEXT,__text) external _task_test_sync_upcall
00007ff800d300e9 (__TEXT,__text) external _task_threads
00007ff800d3380c (__TEXT,__text) external _task_unregister_dyld_image_infos
00007ff800d322cc (__TEXT,__text) external _task_zone_info
00007ff800d1b7d5 (__TEXT,__text) external _terminate_with_payload
00007ff800d1b7b6 (__TEXT,__text) external _terminate_with_reason
00007ff800d35919 (__TEXT,__text) external _thread_abort
00007ff800d359fd (__TEXT,__text) external _thread_abort_safely
00007ff800d37959 (__TEXT,__text) external _thread_adopt_exception_handler
00007ff800d36c98 (__TEXT,__text) external _thread_assign
00007ff800d36d94 (__TEXT,__text) external _thread_assign_default
00007ff800d3749a (__TEXT,__text) external _thread_convert_thread_state
00007ff800d30bc8 (__TEXT,__text) external _thread_create
00007ff800d30cea (__TEXT,__text) external _thread_create_running
00007ff800d35ae1 (__TEXT,__text) external _thread_depress_abort
00007ff800d22367 (__TEXT,__text) external _thread_destruct_special_reply_port
00007ff800d36e78 (__TEXT,__text) external _thread_get_assignment
00007ff800d36105 (__TEXT,__text) external _thread_get_exception_ports
00007ff800d376e5 (__TEXT,__text) external _thread_get_exception_ports_info
00007ff800d3712b (__TEXT,__text) external _thread_get_mach_voucher
00007ff800d18e1d (__TEXT,__text) external _thread_get_register_pointer_values
00007ff800d35bc5 (__TEXT,__text) external _thread_get_special_port
00007ff800d10214 (__TEXT,__text) external _thread_get_special_reply_port
00007ff800d35405 (__TEXT,__text) external _thread_get_state
00007ff800d35df4 (__TEXT,__text) external _thread_info
00007ff800d18d4a (__TEXT,__text) external _thread_policy
00007ff800d368a1 (__TEXT,__text) external _thread_policy_get
00007ff800d18d8b (__TEXT,__text) external _thread_policy_set
00007ff800d35835 (__TEXT,__text) external _thread_resume
00007ff800d36aae (__TEXT,__text) external _thread_sample
00007ff800d1010c (__TEXT,__text) external _thread_self_trap
00007ff800d131b4 (__TEXT,__text) external _thread_selfcounts
00007ff800d35fff (__TEXT,__text) external _thread_set_exception_ports
00007ff800d3725c (__TEXT,__text) external _thread_set_mach_voucher
00007ff800d18dcc (__TEXT,__text) external _thread_set_policy
00007ff800d35cf6 (__TEXT,__text) external _thread_set_special_port
00007ff800d355ee (__TEXT,__text) external _thread_set_state
00007ff800d35751 (__TEXT,__text) external _thread_suspend
00007ff800d36384 (__TEXT,__text) external _thread_swap_exception_ports
00007ff800d37358 (__TEXT,__text) external _thread_swap_mach_voucher
00007ff800d1628b (__TEXT,__text) external _thread_switch
00007ff800d34fd5 (__TEXT,__text) external _thread_terminate
00007ff800d247c1 (__TEXT,__text) external _thread_wire
00007ff800d3a940 (__TEXT,__const) non-external _times_now
00007ff800d131cc (__TEXT,__text) external _tracker_action
00007ff840083ac0 (__DATA_CONST,__const) non-external _traffic_rule_types
00007ff800d131e4 (__TEXT,__text) external _truncate
00007ff800d131fc (__TEXT,__text) external _umask
00007ff800d13214 (__TEXT,__text) external _undelete
00007ff800d1322c (__TEXT,__text) external _ungraftdmg
00007ff800d20515 (__TEXT,__text) external _unlink
00007ff800d146d9 (__TEXT,__text) external _unlinkat
00007ff800d13244 (__TEXT,__text) external _unmount
00007ff800d1325c (__TEXT,__text) external _usrctl
00007ff800d18c6f (__TEXT,__text) external _utimensat
00007ff800d13274 (__TEXT,__text) external _utimes
00007ff800d1328c (__TEXT,__text) external _vfs_purge
00007ff800d227fa (__TEXT,__text) external _vm_allocate
00007ff800d248bf (__TEXT,__text) external _vm_allocate_cpm
00007ff800d3820d (__TEXT,__text) external _vm_behavior_set
00007ff800d37f0e (__TEXT,__text) external _vm_copy
00007ff800d22829 (__TEXT,__text) external _vm_deallocate
00007ff800d37a5f (__TEXT,__text) external _vm_inherit
00007ff8400c5fc8 (__DATA,__common) external _vm_kernel_page_mask
00007ff8400c5fd0 (__DATA,__common) external _vm_kernel_page_shift
00007ff8400c5fc0 (__DATA,__common) external _vm_kernel_page_size
00007ff800d38475 (__TEXT,__text) external _vm_machine_attribute
00007ff800d22aaa (__TEXT,__text) external _vm_map
00007ff800d38716 (__TEXT,__text) external _vm_map_page_query
00007ff800d38122 (__TEXT,__text) external _vm_msync
00007ff8400c5ff0 (__DATA,__common) external _vm_page_mask
00007ff8400c5fd4 (__DATA,__common) external _vm_page_shift
00007ff8400c5fd8 (__DATA,__common) external _vm_page_size
00007ff800d132a4 (__TEXT,__text) external _vm_pressure_monitor
00007ff800d2282e (__TEXT,__text) external _vm_protect
00007ff800d22ce6 (__TEXT,__text) external _vm_purgable_control
00007ff800d22c4c (__TEXT,__text) external _vm_read
00007ff800d37c90 (__TEXT,__text) external _vm_read_list
00007ff800d37ff9 (__TEXT,__text) external _vm_read_overwrite
00007ff800d38a82 (__TEXT,__text) external _vm_region_64
00007ff800d3885e (__TEXT,__text) external _vm_region_recurse_64
00007ff800d22b3a (__TEXT,__text) external _vm_remap
00007ff800d22bc3 (__TEXT,__text) external _vm_remap_new
00007ff840083af0 (__DATA_CONST,__const) non-external _vm_tag_descriptions
00007ff800d246bb (__TEXT,__text) external _vm_wire
00007ff800d37e0e (__TEXT,__text) external _vm_write
00007ff800d13394 (__TEXT,__text) external _voucher_mach_msg_adopt
00007ff800d13381 (__TEXT,__text) external _voucher_mach_msg_clear
00007ff800d133ae (__TEXT,__text) external _voucher_mach_msg_revert
00007ff800d1336c (__TEXT,__text) external _voucher_mach_msg_set
00007ff8400c5fb0 (__DATA,__common) external _vprintf_stderr_func
00007ff800d11d8c (__TEXT,__text) external _wait4
00007ff800d132bc (__TEXT,__text) external _waitid
00007ff800d11da4 (__TEXT,__text) external _waitid$NOCANCEL
00007ff800d20c38 (__TEXT,__text) external _work_interval_copy_port
00007ff800d206ba (__TEXT,__text) external _work_interval_create
00007ff800d20ad2 (__TEXT,__text) external _work_interval_destroy
00007ff800d207b7 (__TEXT,__text) external _work_interval_get_flags_from_port
00007ff800d208d8 (__TEXT,__text) external _work_interval_instance_alloc
00007ff800d20940 (__TEXT,__text) external _work_interval_instance_clear
00007ff800d20a6a (__TEXT,__text) external _work_interval_instance_finish
00007ff800d20954 (__TEXT,__text) external _work_interval_instance_free
00007ff800d209a8 (__TEXT,__text) external _work_interval_instance_get_complexity
00007ff800d2098a (__TEXT,__text) external _work_interval_instance_get_deadline
00007ff800d20999 (__TEXT,__text) external _work_interval_instance_get_finish
00007ff800d209b7 (__TEXT,__text) external _work_interval_instance_get_id
00007ff800d2097b (__TEXT,__text) external _work_interval_instance_get_start
00007ff800d209bc (__TEXT,__text) external _work_interval_instance_get_telemetry_data
00007ff800d20976 (__TEXT,__text) external _work_interval_instance_set_complexity
00007ff800d2096c (__TEXT,__text) external _work_interval_instance_set_deadline
00007ff800d20971 (__TEXT,__text) external _work_interval_instance_set_finish
00007ff800d20967 (__TEXT,__text) external _work_interval_instance_set_start
00007ff800d209d8 (__TEXT,__text) external _work_interval_instance_start
00007ff800d20a1d (__TEXT,__text) external _work_interval_instance_update
00007ff800d20baa (__TEXT,__text) external _work_interval_join
00007ff800d20bf1 (__TEXT,__text) external _work_interval_join_port
00007ff800d20c28 (__TEXT,__text) external _work_interval_leave
00007ff800d2082e (__TEXT,__text) external _work_interval_notify
00007ff800d2089d (__TEXT,__text) external _work_interval_notify_simple
00007ff800d132d4 (__TEXT,__text) external _write
00007ff800d11e04 (__TEXT,__text) external _write$NOCANCEL
00007ff800d132ec (__TEXT,__text) external _writev
00007ff800d11e1c (__TEXT,__text) external _writev$NOCANCEL
