00007fff6eafb5fa (__TEXT,__text) external _DriverExecutableMain
00007fff6eaf9d72 (__TEXT,__text) external __ZNK15OSMetaClassBase7releaseEv
00007fff6eaf9dbe (__TEXT,__text) external __ZNK15OSMetaClassBase9isEqualToEPKS_
00007fff6eb0d564 (__TEXT,__text) non-external (was a private external) __ZNK16IODispatchSource12getMetaClassEv
00007fff6eb0c7d4 (__TEXT,__text) non-external (was a private external) __ZNK25IODataQueueDispatchSource12getMetaClassEv
00007fff6eb0dd82 (__TEXT,__text) non-external (was a private external) __ZNK25IOInterruptDispatchSource12getMetaClassEv
00007fff6eb115ec (__TEXT,__text) non-external (was a private external) __ZNK35IOServiceNotificationDispatchSource12getMetaClassEv
00007fff6eb12af0 (__TEXT,__text) non-external (was a private external) __ZNK38OSAction_IOUserClient_KernelCompletion12getMetaClassEv
00007fff6eb1492c (__TEXT,__text) non-external (was a private external) __ZNK47OSAction__IOBlockStorageDevice_KernelCompletion12getMetaClassEv
00007fff6eb0290e (__TEXT,__text) external __ZNK6OSData11getCapacityEv
00007fff6eb028ce (__TEXT,__text) external __ZNK6OSData14getBytesNoCopyEmm
00007fff6eb026d2 (__TEXT,__text) external __ZNK6OSData14getBytesNoCopyEv
00007fff6eb02700 (__TEXT,__text) external __ZNK6OSData9getLengthEv
00007fff6eb025c0 (__TEXT,__text) external __ZNK6OSData9isEqualToEPK15OSMetaClassBase
00007fff6eb0267c (__TEXT,__text) external __ZNK6OSData9isEqualToEPK8OSString
00007fff6eb0264a (__TEXT,__text) external __ZNK6OSData9isEqualToEPKS_
00007fff6eb02690 (__TEXT,__text) external __ZNK6OSData9isEqualToEPKvm
00007fff6eb0214a (__TEXT,__text) external __ZNK7OSArray11getCapacityEv
00007fff6eb02470 (__TEXT,__text) external __ZNK7OSArray13getLastObjectEv
00007fff6eb0248c (__TEXT,__text) external __ZNK7OSArray14iterateObjectsEU13block_pointerFbP8OSObjectE
00007fff6eb02514 (__TEXT,__text) external __ZNK7OSArray20getNextIndexOfObjectEPK15OSMetaClassBasej
00007fff6eb0212e (__TEXT,__text) external __ZNK7OSArray8getCountEv
00007fff6eb02464 (__TEXT,__text) external __ZNK7OSArray9getObjectEj
00007fff6eb01ff4 (__TEXT,__text) external __ZNK7OSArray9isEqualToEPK15OSMetaClassBase
00007fff6eb02036 (__TEXT,__text) external __ZNK7OSArray9isEqualToEPKS_
00007fff6eb13790 (__TEXT,__text) non-external (was a private external) __ZNK8OSAction12getMetaClassEv
00007fff6eb02aee (__TEXT,__text) external __ZNK8OSNumber12numberOfBitsEv
00007fff6eb02afa (__TEXT,__text) external __ZNK8OSNumber17unsigned8BitValueEv
00007fff6eb02b1e (__TEXT,__text) external __ZNK8OSNumber18unsigned16BitValueEv
00007fff6eb02b42 (__TEXT,__text) external __ZNK8OSNumber18unsigned32BitValueEv
00007fff6eb02b60 (__TEXT,__text) external __ZNK8OSNumber18unsigned64BitValueEv
00007fff6eb02b82 (__TEXT,__text) external __ZNK8OSNumber9isEqualToEPK15OSMetaClassBase
00007fff6eb02bee (__TEXT,__text) external __ZNK8OSNumber9isEqualToEPKS_
00007fff6eaf9d78 (__TEXT,__text) external __ZNK8OSObject6retainEv
00007fff6eb14aec (__TEXT,__text) non-external __ZNK8OSObject6retainEv.cold.1
00007fff6eb14b0f (__TEXT,__text) non-external __ZNK8OSObject6retainEv.cold.2
00007fff6eaf9d9e (__TEXT,__text) external __ZNK8OSObject7releaseEv
00007fff6eb14b32 (__TEXT,__text) non-external __ZNK8OSObject7releaseEv.cold.1
00007fff6eb029ae (__TEXT,__text) external __ZNK8OSString16getCStringNoCopyEv
00007fff6eb029a4 (__TEXT,__text) external __ZNK8OSString9getLengthEv
00007fff6eb029e6 (__TEXT,__text) external __ZNK8OSString9isEqualToEPK15OSMetaClassBase
00007fff6eb02712 (__TEXT,__text) external __ZNK8OSString9isEqualToEPK6OSData
00007fff6eb02a32 (__TEXT,__text) external __ZNK8OSString9isEqualToEPKS_
00007fff6eb02a3e (__TEXT,__text) external __ZNK8OSString9isEqualToEPKc
00007fff6eb02cc0 (__TEXT,__text) external __ZNK9OSBoolean6retainEv
00007fff6eb02cc6 (__TEXT,__text) external __ZNK9OSBoolean7releaseEv
00007fff8d111368 (__DATA_CONST,__const) external __ZTI11IOMemoryMap
00007fff8d10fe20 (__DATA_CONST,__const) non-external (was a private external) __ZTI11OSContainer
00007fff8d10fdf8 (__DATA_CONST,__const) non-external (was a private external) __ZTI11OSInterface
00007fff8d110738 (__DATA_CONST,__const) non-external (was a private external) __ZTI11OSMetaClass
00007fff85d7ddc0 (__DATA,__const_weak) external __ZTI12IODMACommand
00007fff85d7de60 (__DATA,__const_weak) external __ZTI12IOUserClient
00007fff8d111cb8 (__DATA_CONST,__const) external __ZTI12IOUserServer
00007fff8d10fe70 (__DATA_CONST,__const) external __ZTI12OSCollection
00007fff8d10ff98 (__DATA_CONST,__const) external __ZTI12OSDictionary
00007fff8d110ca8 (__DATA_CONST,__const) external __ZTI15IODispatchQueue
00007fff8d110160 (__DATA_CONST,__const) non-external (was a private external) __ZTI15OSDataInterface
00007fff8d1123c8 (__DATA_CONST,__const) external __ZTI15OSDataMetaClass
00007fff8d10f9b0 (__DATA_CONST,__const) external __ZTI15OSMetaClassBase
00007fff8d110458 (__DATA_CONST,__const) external __ZTI15OSSerialization
00007fff8d110e58 (__DATA_CONST,__const) external __ZTI16IODispatchSource
00007fff8d1100a8 (__DATA_CONST,__const) non-external (was a private external) __ZTI16OSArrayInterface
00007fff8d111f80 (__DATA_CONST,__const) external __ZTI16OSArrayMetaClass
00007fff8d111e50 (__DATA_CONST,__const) non-external (was a private external) __ZTI17OSActionInterface
00007fff8d111dd0 (__DATA_CONST,__const) external __ZTI17OSActionMetaClass
00007fff8d1102d0 (__DATA_CONST,__const) non-external (was a private external) __ZTI17OSNumberInterface
00007fff8d1125b8 (__DATA_CONST,__const) external __ZTI17OSNumberMetaClass
00007fff8d112730 (__DATA_CONST,__const) non-external (was a private external) __ZTI17OSObjectInterface
00007fff8d1126b0 (__DATA_CONST,__const) external __ZTI17OSObjectMetaClass
00007fff8d110218 (__DATA_CONST,__const) non-external (was a private external) __ZTI17OSStringInterface
00007fff8d112958 (__DATA_CONST,__const) external __ZTI17OSStringMetaClass
00007fff8d1111b8 (__DATA_CONST,__const) external __ZTI18IOMemoryDescriptor
00007fff8d111500 (__DATA_CONST,__const) non-external (was a private external) __ZTI18IOServiceInterface
00007fff8d111480 (__DATA_CONST,__const) external __ZTI18IOServiceMetaClass
00007fff8d110388 (__DATA_CONST,__const) non-external (was a private external) __ZTI18OSBooleanInterface
00007fff8d112078 (__DATA_CONST,__const) external __ZTI18OSBooleanMetaClass
00007fff8d111350 (__DATA_CONST,__const) non-external (was a private external) __ZTI20IOMemoryMapInterface
00007fff8d1112d0 (__DATA_CONST,__const) external __ZTI20IOMemoryMapMetaClass
00007fff8d10fe08 (__DATA_CONST,__const) non-external (was a private external) __ZTI20OSContainerInterface
00007fff8d112268 (__DATA_CONST,__const) external __ZTI20OSContainerMetaClass
00007fff85d7dda8 (__DATA,__const_weak) weak external __ZTI21IODMACommandInterface
00007fff8d110900 (__DATA_CONST,__const) external __ZTI21IODMACommandMetaClass
00007fff8d111828 (__DATA_CONST,__const) external __ZTI21IOTimerDispatchSource
00007fff85d7de48 (__DATA,__const_weak) weak external __ZTI21IOUserClientInterface
00007fff8d1119e0 (__DATA_CONST,__const) external __ZTI21IOUserClientMetaClass
00007fff8d111ca0 (__DATA_CONST,__const) non-external (was a private external) __ZTI21IOUserServerInterface
00007fff8d111c20 (__DATA_CONST,__const) external __ZTI21IOUserServerMetaClass
00007fff8d10fe58 (__DATA_CONST,__const) non-external (was a private external) __ZTI21OSCollectionInterface
00007fff8d112170 (__DATA_CONST,__const) external __ZTI21OSCollectionMetaClass
00007fff8d10ff80 (__DATA_CONST,__const) non-external (was a private external) __ZTI21OSDictionaryInterface
00007fff8d1124c0 (__DATA_CONST,__const) external __ZTI21OSDictionaryMetaClass
00007fff8d112b88 (__DATA_CONST,__const) external __ZTI21_IOBlockStorageDevice
00007fff8d1107e8 (__DATA_CONST,__const) external __ZTI24IOBufferMemoryDescriptor
00007fff8d110c90 (__DATA_CONST,__const) non-external (was a private external) __ZTI24IODispatchQueueInterface
00007fff8d110c10 (__DATA_CONST,__const) external __ZTI24IODispatchQueueMetaClass
00007fff8d110440 (__DATA_CONST,__const) non-external (was a private external) __ZTI24OSSerializationInterface
00007fff8d112860 (__DATA_CONST,__const) external __ZTI24OSSerializationMetaClass
00007fff8d110af8 (__DATA_CONST,__const) external __ZTI25IODataQueueDispatchSource
00007fff8d110e40 (__DATA_CONST,__const) non-external (was a private external) __ZTI25IODispatchSourceInterface
00007fff8d110dc0 (__DATA_CONST,__const) external __ZTI25IODispatchSourceMetaClass
00007fff8d111008 (__DATA_CONST,__const) external __ZTI25IOInterruptDispatchSource
00007fff8d1111a0 (__DATA_CONST,__const) non-external (was a private external) __ZTI27IOMemoryDescriptorInterface
00007fff8d111120 (__DATA_CONST,__const) external __ZTI27IOMemoryDescriptorMetaClass
00007fff8d111810 (__DATA_CONST,__const) non-external (was a private external) __ZTI30IOTimerDispatchSourceInterface
00007fff8d111790 (__DATA_CONST,__const) external __ZTI30IOTimerDispatchSourceMetaClass
00007fff8d112b70 (__DATA_CONST,__const) non-external (was a private external) __ZTI30_IOBlockStorageDeviceInterface
00007fff8d112af0 (__DATA_CONST,__const) external __ZTI30_IOBlockStorageDeviceMetaClass
00007fff8d1107d0 (__DATA_CONST,__const) non-external (was a private external) __ZTI33IOBufferMemoryDescriptorInterface
00007fff8d110750 (__DATA_CONST,__const) external __ZTI33IOBufferMemoryDescriptorMetaClass
00007fff8d110ae0 (__DATA_CONST,__const) non-external (was a private external) __ZTI34IODataQueueDispatchSourceInterface
00007fff8d110a60 (__DATA_CONST,__const) external __ZTI34IODataQueueDispatchSourceMetaClass
00007fff8d110ff0 (__DATA_CONST,__const) non-external (was a private external) __ZTI34IOInterruptDispatchSourceInterface
00007fff8d110f70 (__DATA_CONST,__const) external __ZTI34IOInterruptDispatchSourceMetaClass
00007fff85d7de10 (__DATA,__const_weak) external __ZTI35IOServiceNotificationDispatchSource
00007fff85d7deb0 (__DATA,__const_weak) external __ZTI38OSAction_IOUserClient_KernelCompletion
00007fff85d7ddf8 (__DATA,__const_weak) weak external __ZTI44IOServiceNotificationDispatchSourceInterface
00007fff8d111630 (__DATA_CONST,__const) external __ZTI44IOServiceNotificationDispatchSourceMetaClass
00007fff85d7de98 (__DATA,__const_weak) weak external __ZTI47OSAction_IOUserClient_KernelCompletionInterface
00007fff8d111ac0 (__DATA_CONST,__const) external __ZTI47OSAction_IOUserClient_KernelCompletionMetaClass
00007fff85d7df00 (__DATA,__const_weak) external __ZTI47OSAction__IOBlockStorageDevice_KernelCompletion
00007fff85d7dee8 (__DATA,__const_weak) weak external __ZTI56OSAction__IOBlockStorageDevice_KernelCompletionInterface
00007fff8d112c00 (__DATA_CONST,__const) external __ZTI56OSAction__IOBlockStorageDevice_KernelCompletionMetaClass
00007fff8d110178 (__DATA_CONST,__const) external __ZTI6OSData
00007fff8d1100c0 (__DATA_CONST,__const) external __ZTI7OSArray
00007fff8d111e68 (__DATA_CONST,__const) external __ZTI8OSAction
00007fff8d1102e8 (__DATA_CONST,__const) external __ZTI8OSNumber
00007fff8d112748 (__DATA_CONST,__const) external __ZTI8OSObject
00007fff8d110230 (__DATA_CONST,__const) external __ZTI8OSString
00007fff8d111518 (__DATA_CONST,__const) external __ZTI9IOService
00007fff8d1103a0 (__DATA_CONST,__const) external __ZTI9OSBoolean
00007fff6eb17a6d (__TEXT,__const) external __ZTS11IOMemoryMap
00007fff6eb190b8 (__TEXT,__const) non-external (was a private external) __ZTS11OSContainer
00007fff6eb18280 (__TEXT,__const) non-external (was a private external) __ZTS11OSInterface
00007fff6eb16e08 (__TEXT,__const) non-external (was a private external) __ZTS11OSMetaClass
00007fff6eb16e16 (__TEXT,__const) external __ZTS12IODMACommand
00007fff6eb1845e (__TEXT,__const) external __ZTS12IOUserClient
00007fff6eb1881e (__TEXT,__const) external __ZTS12IOUserServer
00007fff6eb169e8 (__TEXT,__const) external __ZTS12OSCollection
00007fff6eb16a12 (__TEXT,__const) external __ZTS12OSDictionary
00007fff6eb17271 (__TEXT,__const) external __ZTS15IODispatchQueue
00007fff6eb16a5d (__TEXT,__const) non-external (was a private external) __ZTS15OSDataInterface
00007fff6eb190e0 (__TEXT,__const) external __ZTS15OSDataMetaClass
00007fff6eb169d0 (__TEXT,__const) external __ZTS15OSMetaClassBase
00007fff6eb16acb (__TEXT,__const) external __ZTS15OSSerialization
00007fff6eb17472 (__TEXT,__const) external __ZTS16IODispatchSource
00007fff6eb16a42 (__TEXT,__const) non-external (was a private external) __ZTS16OSArrayInterface
00007fff6eb18b58 (__TEXT,__const) external __ZTS16OSArrayMetaClass
00007fff6eb18a04 (__TEXT,__const) non-external (was a private external) __ZTS17OSActionInterface
00007fff6eb189e0 (__TEXT,__const) external __ZTS17OSActionMetaClass
00007fff6eb16a97 (__TEXT,__const) non-external (was a private external) __ZTS17OSNumberInterface
00007fff6eb19390 (__TEXT,__const) external __ZTS17OSNumberMetaClass
00007fff6eb19554 (__TEXT,__const) non-external (was a private external) __ZTS17OSObjectInterface
00007fff6eb19530 (__TEXT,__const) external __ZTS17OSObjectMetaClass
00007fff6eb16a79 (__TEXT,__const) non-external (was a private external) __ZTS17OSStringInterface
00007fff6eb19808 (__TEXT,__const) external __ZTS17OSStringMetaClass
00007fff6eb178b4 (__TEXT,__const) external __ZTS18IOMemoryDescriptor
00007fff6eb17e16 (__TEXT,__const) non-external (was a private external) __ZTS18IOServiceInterface
00007fff6eb17df0 (__TEXT,__const) external __ZTS18IOServiceMetaClass
00007fff6eb16ab6 (__TEXT,__const) non-external (was a private external) __ZTS18OSBooleanInterface
00007fff6eb18cb0 (__TEXT,__const) external __ZTS18OSBooleanMetaClass
00007fff6eb17a7b (__TEXT,__const) non-external (was a private external) __ZTS20IOMemoryMapInterface
00007fff6eb17a50 (__TEXT,__const) external __ZTS20IOMemoryMapMetaClass
00007fff6eb190c6 (__TEXT,__const) non-external (was a private external) __ZTS20OSContainerInterface
00007fff6eb18f60 (__TEXT,__const) external __ZTS20OSContainerMetaClass
00007fff6eb16e25 (__TEXT,__const) weak external __ZTS21IODMACommandInterface
00007fff6eb16df0 (__TEXT,__const) external __ZTS21IODMACommandMetaClass
00007fff6eb18247 (__TEXT,__const) external __ZTS21IOTimerDispatchSource
00007fff6eb1846d (__TEXT,__const) weak external __ZTS21IOUserClientInterface
00007fff6eb18440 (__TEXT,__const) external __ZTS21IOUserClientMetaClass
00007fff6eb1882d (__TEXT,__const) non-external (was a private external) __ZTS21IOUserServerInterface
00007fff6eb18800 (__TEXT,__const) external __ZTS21IOUserServerMetaClass
00007fff6eb169fa (__TEXT,__const) non-external (was a private external) __ZTS21OSCollectionInterface
00007fff6eb18e08 (__TEXT,__const) external __ZTS21OSCollectionMetaClass
00007fff6eb16a21 (__TEXT,__const) non-external (was a private external) __ZTS21OSDictionaryInterface
00007fff6eb19238 (__TEXT,__const) external __ZTS21OSDictionaryMetaClass
00007fff6eb199f7 (__TEXT,__const) external __ZTS21_IOBlockStorageDevice
00007fff6eb16bca (__TEXT,__const) external __ZTS24IOBufferMemoryDescriptor
00007fff6eb17283 (__TEXT,__const) non-external (was a private external) __ZTS24IODispatchQueueInterface
00007fff6eb17250 (__TEXT,__const) external __ZTS24IODispatchQueueMetaClass
00007fff6eb16add (__TEXT,__const) non-external (was a private external) __ZTS24OSSerializationInterface
00007fff6eb196a8 (__TEXT,__const) external __ZTS24OSSerializationMetaClass
00007fff6eb1708b (__TEXT,__const) external __ZTS25IODataQueueDispatchSource
00007fff6eb17485 (__TEXT,__const) non-external (was a private external) __ZTS25IODispatchSourceInterface
00007fff6eb17450 (__TEXT,__const) external __ZTS25IODispatchSourceMetaClass
00007fff6eb1768b (__TEXT,__const) external __ZTS25IOInterruptDispatchSource
00007fff6eb178c9 (__TEXT,__const) non-external (was a private external) __ZTS27IOMemoryDescriptorInterface
00007fff6eb17890 (__TEXT,__const) external __ZTS27IOMemoryDescriptorMetaClass
00007fff6eb1825f (__TEXT,__const) non-external (was a private external) __ZTS30IOTimerDispatchSourceInterface
00007fff6eb18220 (__TEXT,__const) external __ZTS30IOTimerDispatchSourceMetaClass
00007fff6eb19a0f (__TEXT,__const) non-external (was a private external) __ZTS30_IOBlockStorageDeviceInterface
00007fff6eb199d0 (__TEXT,__const) external __ZTS30_IOBlockStorageDeviceMetaClass
00007fff6eb16be5 (__TEXT,__const) non-external (was a private external) __ZTS33IOBufferMemoryDescriptorInterface
00007fff6eb16ba0 (__TEXT,__const) external __ZTS33IOBufferMemoryDescriptorMetaClass
00007fff6eb170a7 (__TEXT,__const) non-external (was a private external) __ZTS34IODataQueueDispatchSourceInterface
00007fff6eb17060 (__TEXT,__const) external __ZTS34IODataQueueDispatchSourceMetaClass
00007fff6eb176a7 (__TEXT,__const) non-external (was a private external) __ZTS34IOInterruptDispatchSourceInterface
00007fff6eb17660 (__TEXT,__const) external __ZTS34IOInterruptDispatchSourceMetaClass
00007fff6eb18015 (__TEXT,__const) external __ZTS35IOServiceNotificationDispatchSource
00007fff6eb184bd (__TEXT,__const) external __ZTS38OSAction_IOUserClient_KernelCompletion
00007fff6eb1803b (__TEXT,__const) weak external __ZTS44IOServiceNotificationDispatchSourceInterface
00007fff6eb17fe0 (__TEXT,__const) external __ZTS44IOServiceNotificationDispatchSourceMetaClass
00007fff6eb184e6 (__TEXT,__const) weak external __ZTS47OSAction_IOUserClient_KernelCompletionInterface
00007fff6eb1848b (__TEXT,__const) external __ZTS47OSAction_IOUserClient_KernelCompletionMetaClass
00007fff6eb19a71 (__TEXT,__const) external __ZTS47OSAction__IOBlockStorageDevice_KernelCompletion
00007fff6eb19aa3 (__TEXT,__const) weak external __ZTS56OSAction__IOBlockStorageDevice_KernelCompletionInterface
00007fff6eb19a36 (__TEXT,__const) external __ZTS56OSAction__IOBlockStorageDevice_KernelCompletionMetaClass
00007fff6eb16a55 (__TEXT,__const) external __ZTS6OSData
00007fff6eb16a39 (__TEXT,__const) external __ZTS7OSArray
00007fff6eb189fa (__TEXT,__const) external __ZTS8OSAction
00007fff6eb16a8d (__TEXT,__const) external __ZTS8OSNumber
00007fff6eb1954a (__TEXT,__const) external __ZTS8OSObject
00007fff6eb16a6f (__TEXT,__const) external __ZTS8OSString
00007fff6eb17e0b (__TEXT,__const) external __ZTS9IOService
00007fff6eb16aab (__TEXT,__const) external __ZTS9OSBoolean
00007fff8d1112e8 (__DATA_CONST,__const) external __ZTV11IOMemoryMap
00007fff8d112280 (__DATA_CONST,__const) non-external (was a private external) __ZTV11OSContainer
00007fff8d110918 (__DATA_CONST,__const) external __ZTV12IODMACommand
00007fff8d1119f8 (__DATA_CONST,__const) external __ZTV12IOUserClient
00007fff8d111c38 (__DATA_CONST,__const) external __ZTV12IOUserServer
00007fff8d10fd40 (__DATA_CONST,__const) external __ZTV12OSCollection
00007fff8d10fea8 (__DATA_CONST,__const) external __ZTV12OSDictionary
00007fff8d110c28 (__DATA_CONST,__const) external __ZTV15IODispatchQueue
00007fff8d112388 (__DATA_CONST,__const) external __ZTV15OSDataMetaClass
00007fff8d10f978 (__DATA_CONST,__const) external __ZTV15OSMetaClassBase
00007fff8d1103d8 (__DATA_CONST,__const) external __ZTV15OSSerialization
00007fff8d110dd8 (__DATA_CONST,__const) external __ZTV16IODispatchSource
00007fff8d111f40 (__DATA_CONST,__const) external __ZTV16OSArrayMetaClass
00007fff8d111d90 (__DATA_CONST,__const) external __ZTV17OSActionMetaClass
00007fff8d112578 (__DATA_CONST,__const) external __ZTV17OSNumberMetaClass
00007fff8d112670 (__DATA_CONST,__const) external __ZTV17OSObjectMetaClass
00007fff8d112918 (__DATA_CONST,__const) external __ZTV17OSStringMetaClass
00007fff8d111138 (__DATA_CONST,__const) external __ZTV18IOMemoryDescriptor
00007fff8d111440 (__DATA_CONST,__const) external __ZTV18IOServiceMetaClass
00007fff8d112038 (__DATA_CONST,__const) external __ZTV18OSBooleanMetaClass
00007fff8d111290 (__DATA_CONST,__const) external __ZTV20IOMemoryMapMetaClass
00007fff8d112228 (__DATA_CONST,__const) external __ZTV20OSContainerMetaClass
00007fff8d1108c0 (__DATA_CONST,__const) external __ZTV21IODMACommandMetaClass
00007fff8d1117a8 (__DATA_CONST,__const) external __ZTV21IOTimerDispatchSource
00007fff8d1119a0 (__DATA_CONST,__const) external __ZTV21IOUserClientMetaClass
00007fff8d111be0 (__DATA_CONST,__const) external __ZTV21IOUserServerMetaClass
00007fff8d112130 (__DATA_CONST,__const) external __ZTV21OSCollectionMetaClass
00007fff8d112480 (__DATA_CONST,__const) external __ZTV21OSDictionaryMetaClass
00007fff8d112b08 (__DATA_CONST,__const) external __ZTV21_IOBlockStorageDevice
00007fff8d110768 (__DATA_CONST,__const) external __ZTV24IOBufferMemoryDescriptor
00007fff8d110bd0 (__DATA_CONST,__const) external __ZTV24IODispatchQueueMetaClass
00007fff8d112820 (__DATA_CONST,__const) external __ZTV24OSSerializationMetaClass
00007fff8d110a78 (__DATA_CONST,__const) external __ZTV25IODataQueueDispatchSource
00007fff8d110d80 (__DATA_CONST,__const) external __ZTV25IODispatchSourceMetaClass
00007fff8d110f88 (__DATA_CONST,__const) external __ZTV25IOInterruptDispatchSource
00007fff8d1110e0 (__DATA_CONST,__const) external __ZTV27IOMemoryDescriptorMetaClass
00007fff8d111750 (__DATA_CONST,__const) external __ZTV30IOTimerDispatchSourceMetaClass
00007fff8d112ab0 (__DATA_CONST,__const) external __ZTV30_IOBlockStorageDeviceMetaClass
00007fff8d1106f8 (__DATA_CONST,__const) external __ZTV33IOBufferMemoryDescriptorMetaClass
00007fff8d110a20 (__DATA_CONST,__const) external __ZTV34IODataQueueDispatchSourceMetaClass
00007fff8d110f30 (__DATA_CONST,__const) external __ZTV34IOInterruptDispatchSourceMetaClass
00007fff8d111648 (__DATA_CONST,__const) external __ZTV35IOServiceNotificationDispatchSource
00007fff8d111ad8 (__DATA_CONST,__const) external __ZTV38OSAction_IOUserClient_KernelCompletion
00007fff8d1115f0 (__DATA_CONST,__const) external __ZTV44IOServiceNotificationDispatchSourceMetaClass
00007fff8d111a80 (__DATA_CONST,__const) external __ZTV47OSAction_IOUserClient_KernelCompletionMetaClass
00007fff8d112c18 (__DATA_CONST,__const) external __ZTV47OSAction__IOBlockStorageDevice_KernelCompletion
00007fff8d112bc0 (__DATA_CONST,__const) external __ZTV56OSAction__IOBlockStorageDevice_KernelCompletionMetaClass
00007fff8d1100f8 (__DATA_CONST,__const) external __ZTV6OSData
00007fff8d10ffd0 (__DATA_CONST,__const) external __ZTV7OSArray
00007fff8d111de8 (__DATA_CONST,__const) external __ZTV8OSAction
00007fff8d110268 (__DATA_CONST,__const) external __ZTV8OSNumber
00007fff8d1126c8 (__DATA_CONST,__const) external __ZTV8OSObject
00007fff8d1101b0 (__DATA_CONST,__const) external __ZTV8OSString
00007fff8d111498 (__DATA_CONST,__const) external __ZTV9IOService
00007fff8d110320 (__DATA_CONST,__const) external __ZTV9OSBoolean
                 (undefined) external __ZTVN10__cxxabiv117__class_type_infoE (from libc++)
                 (undefined) external __ZTVN10__cxxabiv120__si_class_type_infoE (from libc++)
                 (undefined) external __ZTVN10__cxxabiv121__vmi_class_type_infoE (from libc++)
00007fff6eafe33c (__TEXT,__text) external __ZThn24_N11IOMemoryMap4freeEv
00007fff6eafe2fc (__TEXT,__text) external __ZThn24_N11IOMemoryMap4initEv
00007fff6eafe4ee (__TEXT,__text) external __ZThn24_N12IODMACommand4freeEv
00007fff6eafe49c (__TEXT,__text) external __ZThn24_N12IODMACommand4initEv
00007fff6eafe69a (__TEXT,__text) external __ZThn24_N12IOUserClient4freeEv
00007fff6eafe65a (__TEXT,__text) external __ZThn24_N12IOUserClient4initEv
00007fff6eafc306 (__TEXT,__text) external __ZThn24_N12IOUserServer4freeEv
00007fff6eafc2c2 (__TEXT,__text) external __ZThn24_N12IOUserServer4initEv
00007fff6eb01bb0 (__TEXT,__text) external __ZThn24_N12OSDictionary4freeEv
00007fff6eafc48a (__TEXT,__text) external __ZThn24_N15IODispatchQueue4freeEv
00007fff6eafc388 (__TEXT,__text) external __ZThn24_N15IODispatchQueue4initEv
00007fff6eb02df4 (__TEXT,__text) external __ZThn24_N15OSSerialization4freeEv
00007fff6eafc880 (__TEXT,__text) external __ZThn24_N16IODispatchSource4freeEv
00007fff6eafc86e (__TEXT,__text) external __ZThn24_N16IODispatchSource4initEv
00007fff6eafe26a (__TEXT,__text) external __ZThn24_N18IOMemoryDescriptor4freeEv
00007fff6eafe1f6 (__TEXT,__text) external __ZThn24_N18IOMemoryDescriptor4initEv
00007fff6eafdbc6 (__TEXT,__text) external __ZThn24_N21IOTimerDispatchSource4freeEv
00007fff6eafdb60 (__TEXT,__text) external __ZThn24_N21IOTimerDispatchSource4initEv
00007fff6eafe406 (__TEXT,__text) external __ZThn24_N24IOBufferMemoryDescriptor4freeEv
00007fff6eafe386 (__TEXT,__text) external __ZThn24_N24IOBufferMemoryDescriptor4initEv
00007fff6eafd55a (__TEXT,__text) external __ZThn24_N25IODataQueueDispatchSource4freeEv
00007fff6eafd3da (__TEXT,__text) external __ZThn24_N25IODataQueueDispatchSource4initEv
00007fff6eafc946 (__TEXT,__text) external __ZThn24_N25IOInterruptDispatchSource4freeEv
00007fff6eafc8ee (__TEXT,__text) external __ZThn24_N25IOInterruptDispatchSource4initEv
00007fff6eafcd18 (__TEXT,__text) external __ZThn24_N35IOServiceNotificationDispatchSource4freeEv
00007fff6eafccc0 (__TEXT,__text) external __ZThn24_N35IOServiceNotificationDispatchSource4initEv
00007fff6eb0281c (__TEXT,__text) external __ZThn24_N6OSData4freeEv
00007fff6eb02246 (__TEXT,__text) external __ZThn24_N7OSArray4freeEv
00007fff6eafdeb0 (__TEXT,__text) external __ZThn24_N8OSAction4freeEv
00007fff6eb02c60 (__TEXT,__text) external __ZThn24_N8OSNumber4freeEv
00007fff6eafc2ac (__TEXT,__text) external __ZThn24_N8OSObject4freeEv
00007fff6eafc29a (__TEXT,__text) external __ZThn24_N8OSObject4initEv
00007fff6eb02ac0 (__TEXT,__text) external __ZThn24_N8OSString4freeEv
00007fff6eafe6b6 (__TEXT,__text) external __ZThn24_N9IOService4freeEv
00007fff6eafe6a8 (__TEXT,__text) external __ZThn24_N9IOService4initEv
00007fff6eb02cd2 (__TEXT,__text) external __ZThn24_N9OSBoolean4freeEv
00007fff6eafebc4 (__TEXT,__text) external __ZThn48_N12IOUserClient14ExternalMethodEyP27IOUserClientMethodArgumentsPK26IOUserClientMethodDispatchP8OSObjectPv
00007fff6eb01aae (__TEXT,__text) external __ZThn48_N12OSDictionary14ensureCapacityEj
00007fff6eb01b62 (__TEXT,__text) external __ZThn48_N12OSDictionary15flushCollectionEv
00007fff6eb0216e (__TEXT,__text) external __ZThn48_N7OSArray14ensureCapacityEj
00007fff6eb021f8 (__TEXT,__text) external __ZThn48_N7OSArray15flushCollectionEv
00007fff6eb01988 (__TEXT,__text) external __ZThn48_NK12OSCollection14copyCollectionEP12OSDictionary
00007fff6eb01998 (__TEXT,__text) external __ZThn48_NK12OSCollection14iterateObjectsEU13block_pointerFbP8OSObjectE
00007fff6eb01a98 (__TEXT,__text) external __ZThn48_NK12OSDictionary11getCapacityEv
00007fff6eb01faa (__TEXT,__text) external __ZThn48_NK12OSDictionary14iterateObjectsEU13block_pointerFbP8OSObjectE
