00007ff8062e758c (__TEXT,__text) external _CreateLSTMBreakEngine
00007ff80642f24c (__TEXT,__text) weak external __ZNO3icu6number23NumberFormatterSettingsINS0_26UnlocalizedNumberFormatterEE8notationERKNS0_8NotationE
00007ff80642f37a (__TEXT,__text) weak external __ZNO3icu6number23NumberFormatterSettingsINS0_26UnlocalizedNumberFormatterEE9adoptUnitEPNS_11MeasureUnitE
00007ff80642f54a (__TEXT,__text) weak external __ZNO3icu6number23NumberFormatterSettingsINS0_26UnlocalizedNumberFormatterEE9precisionERKNS0_9PrecisionE
00007ff80642fd16 (__TEXT,__text) weak external __ZNO3icu6number23NumberFormatterSettingsINS0_26UnlocalizedNumberFormatterEE9thresholdEi
00007ff80642f87a (__TEXT,__text) weak external __ZNO3icu6number23NumberFormatterSettingsINS0_26UnlocalizedNumberFormatterEE9unitWidthE16UNumberUnitWidth
00007ff806432f04 (__TEXT,__text) external __ZNO3icu6number24LocalizedNumberFormatter13withoutLocaleEv
00007ff8064314a6 (__TEXT,__text) external __ZNO3icu6number26UnlocalizedNumberFormatter6localeERKNS_6LocaleE
00007ff8064579ce (__TEXT,__text) weak external __ZNO3icu6number28NumberRangeFormatterSettingsINS0_29LocalizedNumberRangeFormatterEE16identityFallbackE28UNumberRangeIdentityFallback
00007ff806457510 (__TEXT,__text) weak external __ZNO3icu6number28NumberRangeFormatterSettingsINS0_29LocalizedNumberRangeFormatterEE19numberFormatterBothEONS0_26UnlocalizedNumberFormatterE
00007ff806457422 (__TEXT,__text) weak external __ZNO3icu6number28NumberRangeFormatterSettingsINS0_29LocalizedNumberRangeFormatterEE19numberFormatterBothERKNS0_26UnlocalizedNumberFormatterE
00007ff8064576d8 (__TEXT,__text) weak external __ZNO3icu6number28NumberRangeFormatterSettingsINS0_29LocalizedNumberRangeFormatterEE20numberFormatterFirstEONS0_26UnlocalizedNumberFormatterE
00007ff8064575f4 (__TEXT,__text) weak external __ZNO3icu6number28NumberRangeFormatterSettingsINS0_29LocalizedNumberRangeFormatterEE20numberFormatterFirstERKNS0_26UnlocalizedNumberFormatterE
00007ff8064578a6 (__TEXT,__text) weak external __ZNO3icu6number28NumberRangeFormatterSettingsINS0_29LocalizedNumberRangeFormatterEE21numberFormatterSecondEONS0_26UnlocalizedNumberFormatterE
00007ff8064577be (__TEXT,__text) weak external __ZNO3icu6number28NumberRangeFormatterSettingsINS0_29LocalizedNumberRangeFormatterEE21numberFormatterSecondERKNS0_26UnlocalizedNumberFormatterE
00007ff806457a44 (__TEXT,__text) weak external __ZNO3icu6number28NumberRangeFormatterSettingsINS0_29LocalizedNumberRangeFormatterEE5cloneEv
00007ff806457956 (__TEXT,__text) weak external __ZNO3icu6number28NumberRangeFormatterSettingsINS0_29LocalizedNumberRangeFormatterEE8collapseE20UNumberRangeCollapse
00007ff806457278 (__TEXT,__text) weak external __ZNO3icu6number28NumberRangeFormatterSettingsINS0_31UnlocalizedNumberRangeFormatterEE16identityFallbackE28UNumberRangeIdentityFallback
00007ff806456dba (__TEXT,__text) weak external __ZNO3icu6number28NumberRangeFormatterSettingsINS0_31UnlocalizedNumberRangeFormatterEE19numberFormatterBothEONS0_26UnlocalizedNumberFormatterE
00007ff806456ccc (__TEXT,__text) weak external __ZNO3icu6number28NumberRangeFormatterSettingsINS0_31UnlocalizedNumberRangeFormatterEE19numberFormatterBothERKNS0_26UnlocalizedNumberFormatterE
00007ff806456f82 (__TEXT,__text) weak external __ZNO3icu6number28NumberRangeFormatterSettingsINS0_31UnlocalizedNumberRangeFormatterEE20numberFormatterFirstEONS0_26UnlocalizedNumberFormatterE
00007ff806456e9e (__TEXT,__text) weak external __ZNO3icu6number28NumberRangeFormatterSettingsINS0_31UnlocalizedNumberRangeFormatterEE20numberFormatterFirstERKNS0_26UnlocalizedNumberFormatterE
00007ff806457150 (__TEXT,__text) weak external __ZNO3icu6number28NumberRangeFormatterSettingsINS0_31UnlocalizedNumberRangeFormatterEE21numberFormatterSecondEONS0_26UnlocalizedNumberFormatterE
00007ff806457068 (__TEXT,__text) weak external __ZNO3icu6number28NumberRangeFormatterSettingsINS0_31UnlocalizedNumberRangeFormatterEE21numberFormatterSecondERKNS0_26UnlocalizedNumberFormatterE
00007ff8064572ee (__TEXT,__text) weak external __ZNO3icu6number28NumberRangeFormatterSettingsINS0_31UnlocalizedNumberRangeFormatterEE5cloneEv
00007ff806457200 (__TEXT,__text) weak external __ZNO3icu6number28NumberRangeFormatterSettingsINS0_31UnlocalizedNumberRangeFormatterEE8collapseE20UNumberRangeCollapse
00007ff80645840a (__TEXT,__text) external __ZNO3icu6number29LocalizedNumberRangeFormatter13withoutLocaleEv
00007ff806457b46 (__TEXT,__text) external __ZNO3icu6number31UnlocalizedNumberRangeFormatter6localeERKNS_6LocaleE
                 (undefined) external __ZNSt3__111__call_onceERVmPvPFvS2_E (from libc++)
                 (undefined) external __ZNSt3__112basic_stringIcNS_11char_traitsIcEENS_9allocatorIcEEE6appendEPKcm (from libc++)
                 (undefined) external __ZNSt3__112basic_stringIcNS_11char_traitsIcEENS_9allocatorIcEEE6resizeEmc (from libc++)
                 (undefined) external __ZNSt3__113basic_istreamIcNS_11char_traitsIcEEE3getEv (from libc++)
                 (undefined) external __ZNSt3__113basic_istreamIcNS_11char_traitsIcEEE7putbackEc (from libc++)
                 (undefined) external __ZNSt3__113basic_ostreamIcNS_11char_traitsIcEEE6sentryC1ERS3_ (from libc++)
                 (undefined) external __ZNSt3__113basic_ostreamIcNS_11char_traitsIcEEE6sentryD1Ev (from libc++)
                 (undefined) external __ZNSt3__118condition_variable10notify_allEv (from libc++)
                 (undefined) external __ZNSt3__118condition_variable4waitERNS_11unique_lockINS_5mutexEEE (from libc++)
                 (undefined) external __ZNSt3__118condition_variableD1Ev (from libc++)
                 (undefined) external __ZNSt3__15ctypeIcE2idE (from libc++)
                 (undefined) external __ZNSt3__15mutex4lockEv (from libc++)
                 (undefined) external __ZNSt3__15mutex6unlockEv (from libc++)
                 (undefined) external __ZNSt3__15mutexD1Ev (from libc++)
                 (undefined) external __ZNSt3__16localeD1Ev (from libc++)
                 (undefined) external __ZNSt3__18ios_base5clearEj (from libc++)
00007ff840664e00 (__DATA_CONST,__const) external __ZTIN3icu10AppendableE
00007ff840677d98 (__DATA_CONST,__const) external __ZTIN3icu10CECalendarE
00007ff84067af08 (__DATA_CONST,__const) external __ZTIN3icu10DateFormatE
00007ff84067c748 (__DATA_CONST,__const) external __ZTIN3icu10GenderInfoE
00007ff840669488 (__DATA_CONST,__const) external __ZTIN3icu10NormalizerE
00007ff840675768 (__DATA_CONST,__const) external __ZTIN3icu10UnicodeSetE
00007ff84067c320 (__DATA_CONST,__const) external __ZTIN3icu11FormattableE
00007ff840681f78 (__DATA_CONST,__const) external __ZTIN3icu11MeasureUnitE
00007ff840669010 (__DATA_CONST,__const) external __ZTIN3icu11Normalizer2E
00007ff840685370 (__DATA_CONST,__const) external __ZTIN3icu11PluralRulesE
00007ff8406758b8 (__DATA_CONST,__const) external __ZTIN3icu11ReplaceableE
00007ff840675758 (__DATA_CONST,__const) external __ZTIN3icu11SymbolTableE
00007ff840687c18 (__DATA_CONST,__const) external __ZTIN3icu11TextTrieMapE
00007ff840675418 (__DATA_CONST,__const) external __ZTIN3icu12CacheKeyBaseE
00007ff8406781b0 (__DATA_CONST,__const) external __ZTIN3icu12ChoiceFormatE
00007ff840686b78 (__DATA_CONST,__const) external __ZTIN3icu12CollationKeyE
00007ff84067ab20 (__DATA_CONST,__const) external __ZTIN3icu12CurrencyUnitE
00007ff8406657f8 (__DATA_CONST,__const) external __ZTIN3icu12DateIntervalE
00007ff84067be40 (__DATA_CONST,__const) external __ZTIN3icu12DateTimeRuleE
00007ff840685400 (__DATA_CONST,__const) external __ZTIN3icu12FixedDecimalE
00007ff840683fa8 (__DATA_CONST,__const) external __ZTIN3icu12NumberFormatE
00007ff840685100 (__DATA_CONST,__const) external __ZTIN3icu12PluralFormat14PluralSelectorE
00007ff840685118 (__DATA_CONST,__const) external __ZTIN3icu12PluralFormat21PluralSelectorAdapterE
00007ff840685130 (__DATA_CONST,__const) external __ZTIN3icu12PluralFormatE
00007ff840685ac8 (__DATA_CONST,__const) external __ZTIN3icu12RegexCompileE
00007ff840686140 (__DATA_CONST,__const) external __ZTIN3icu12RegexMatcherE
00007ff840686280 (__DATA_CONST,__const) external __ZTIN3icu12RegexPatternE
00007ff84066a2a0 (__DATA_CONST,__const) external __ZTIN3icu12ResourceSinkE
00007ff8406868b8 (__DATA_CONST,__const) external __ZTIN3icu12SelectFormatE
00007ff84066a428 (__DATA_CONST,__const) external __ZTIN3icu12SharedObjectE
00007ff840686e68 (__DATA_CONST,__const) external __ZTIN3icu12StringSearchE
00007ff840687ec0 (__DATA_CONST,__const) external __ZTIN3icu12TimeZoneRuleE
00007ff840675430 (__DATA_CONST,__const) external __ZTIN3icu12UnifiedCacheE
00007ff840677400 (__DATA_CONST,__const) external __ZTIN3icu13BasicTimeZoneE
00007ff840665098 (__DATA_CONST,__const) external __ZTIN3icu13BreakIteratorE
00007ff8406788e8 (__DATA_CONST,__const) external __ZTIN3icu13CollationKeys13LevelCallbackE
00007ff84067b448 (__DATA_CONST,__const) external __ZTIN3icu13DecimalFormatE
00007ff84067c3b0 (__DATA_CONST,__const) external __ZTIN3icu13FieldPositionE
00007ff840680bc8 (__DATA_CONST,__const) external __ZTIN3icu13FormattedListE
00007ff840682f08 (__DATA_CONST,__const) external __ZTIN3icu13IFixedDecimalE
00007ff840680c58 (__DATA_CONST,__const) external __ZTIN3icu13ListFormatterE
00007ff840665b78 (__DATA_CONST,__const) external __ZTIN3icu13LocaleBuilderE
00007ff840680e68 (__DATA_CONST,__const) external __ZTIN3icu13MeasureFormatE
00007ff840682348 (__DATA_CONST,__const) external __ZTIN3icu13MessageFormat11DummyFormatE
00007ff840682518 (__DATA_CONST,__const) external __ZTIN3icu13MessageFormat22PluralSelectorProviderE
00007ff840682490 (__DATA_CONST,__const) external __ZTIN3icu13MessageFormatE
00007ff840684e08 (__DATA_CONST,__const) external __ZTIN3icu13OlsonTimeZoneE
00007ff8406694c8 (__DATA_CONST,__const) external __ZTIN3icu13ParsePositionE
00007ff84066a258 (__DATA_CONST,__const) external __ZTIN3icu13ResourceValueE
00007ff8406879a0 (__DATA_CONST,__const) external __ZTIN3icu13TimeZoneNames19MatchInfoCollectionE
00007ff8406878c0 (__DATA_CONST,__const) external __ZTIN3icu13TimeZoneNamesE
00007ff840675530 (__DATA_CONST,__const) external __ZTIN3icu13UnicodeFilterE
00007ff8406758d0 (__DATA_CONST,__const) external __ZTIN3icu13UnicodeStringE
00007ff84067aa28 (__DATA_CONST,__const) external __ZTIN3icu14CurrencyAmountE
00007ff84067c510 (__DATA_CONST,__const) external __ZTIN3icu14FormattedValueE
00007ff84067cbc0 (__DATA_CONST,__const) external __ZTIN3icu14HebrewCalendarE
00007ff84067e5e8 (__DATA_CONST,__const) external __ZTIN3icu14IndianCalendarE
00007ff840668fc8 (__DATA_CONST,__const) external __ZTIN3icu14MessagePatternE
00007ff84066a1b0 (__DATA_CONST,__const) external __ZTIN3icu14ResourceBundleE
00007ff840686848 (__DATA_CONST,__const) external __ZTIN3icu14SearchIteratorE
00007ff840677978 (__DATA_CONST,__const) external __ZTIN3icu14SharedCalendarE
00007ff8406869d0 (__DATA_CONST,__const) external __ZTIN3icu14SimpleTimeZoneE
00007ff8406872e0 (__DATA_CONST,__const) external __ZTIN3icu14TimeUnitAmountE
00007ff840687348 (__DATA_CONST,__const) external __ZTIN3icu14TimeUnitFormatE
00007ff840687730 (__DATA_CONST,__const) external __ZTIN3icu14TimeZoneFormatE
00007ff8406875d8 (__DATA_CONST,__const) external __ZTIN3icu14TransliteratorE
00007ff8406755b0 (__DATA_CONST,__const) external __ZTIN3icu14UnicodeFunctorE
00007ff840675488 (__DATA_CONST,__const) external __ZTIN3icu14UnicodeMatcherE
00007ff840677140 (__DATA_CONST,__const) external __ZTIN3icu15AlphabeticIndex14ImmutableIndexE
00007ff840677188 (__DATA_CONST,__const) external __ZTIN3icu15AlphabeticIndex6BucketE
00007ff840677170 (__DATA_CONST,__const) external __ZTIN3icu15AlphabeticIndexE
00007ff840678008 (__DATA_CONST,__const) external __ZTIN3icu15ChineseCalendarE
00007ff840680698 (__DATA_CONST,__const) external __ZTIN3icu15IslamicCalendarE
00007ff840669448 (__DATA_CONST,__const) external __ZTIN3icu15Normalizer2ImplE
00007ff840684d20 (__DATA_CONST,__const) external __ZTIN3icu15NumberingSystemE
00007ff840686da0 (__DATA_CONST,__const) external __ZTIN3icu15UnicodeReplacerE
00007ff8406652e8 (__DATA_CONST,__const) external __ZTIN3icu16BytesTrieBuilder17BTLinearMatchNodeE
00007ff8406652d0 (__DATA_CONST,__const) external __ZTIN3icu16BytesTrieBuilderE
00007ff8406785c0 (__DATA_CONST,__const) external __ZTIN3icu16CollationBuilderE
00007ff84067b968 (__DATA_CONST,__const) external __ZTIN3icu16DateIntervalInfoE
00007ff840686b38 (__DATA_CONST,__const) external __ZTIN3icu16SimpleDateFormatE
00007ff84066a3e8 (__DATA_CONST,__const) external __ZTIN3icu16UnifiedCacheBaseE
00007ff840665328 (__DATA_CONST,__const) external __ZTIN3icu17CanonicalIteratorE
00007ff840665490 (__DATA_CONST,__const) external __ZTIN3icu17CharacterIteratorE
00007ff840678890 (__DATA_CONST,__const) external __ZTIN3icu17CollationIteratorE
00007ff8406789e8 (__DATA_CONST,__const) external __ZTIN3icu17CollationSettingsE
00007ff84067b6b8 (__DATA_CONST,__const) external __ZTIN3icu17DateFormatSymbolsE
00007ff840665778 (__DATA_CONST,__const) external __ZTIN3icu17DictionaryMatcherE
00007ff84067c958 (__DATA_CONST,__const) external __ZTIN3icu17GregorianCalendarE
00007ff8406665f0 (__DATA_CONST,__const) external __ZTIN3icu17RegionValidateMapE
00007ff8406863f0 (__DATA_CONST,__const) external __ZTIN3icu17RuleBasedCollatorE
00007ff840685a90 (__DATA_CONST,__const) external __ZTIN3icu17RuleBasedTimeZoneE
00007ff840685358 (__DATA_CONST,__const) external __ZTIN3icu17SharedPluralRulesE
00007ff8406765c0 (__DATA_CONST,__const) external __ZTIN3icu17StringEnumerationE
00007ff84066a730 (__DATA_CONST,__const) weak external __ZTIN3icu17StringTrieBuilder10BranchNodeE
00007ff84066a7f8 (__DATA_CONST,__const) external __ZTIN3icu17StringTrieBuilder14BranchHeadNodeE
00007ff84066a5d0 (__DATA_CONST,__const) external __ZTIN3icu17StringTrieBuilder14FinalValueNodeE
00007ff84066a748 (__DATA_CONST,__const) external __ZTIN3icu17StringTrieBuilder14ListBranchNodeE
00007ff84066a6d8 (__DATA_CONST,__const) external __ZTIN3icu17StringTrieBuilder15LinearMatchNodeE
00007ff84066a7a0 (__DATA_CONST,__const) external __ZTIN3icu17StringTrieBuilder15SplitBranchNodeE
00007ff84066a680 (__DATA_CONST,__const) external __ZTIN3icu17StringTrieBuilder21IntermediateValueNodeE
00007ff84066a578 (__DATA_CONST,__const) external __ZTIN3icu17StringTrieBuilder4NodeE
00007ff84066a628 (__DATA_CONST,__const) external __ZTIN3icu17StringTrieBuilder9ValueNodeE
00007ff84066a810 (__DATA_CONST,__const) external __ZTIN3icu17StringTrieBuilderE
00007ff84066b8d0 (__DATA_CONST,__const) external __ZTIN3icu17UCharsTrieBuilder18UCTLinearMatchNodeE
00007ff84066b8b8 (__DATA_CONST,__const) external __ZTIN3icu17UCharsTrieBuilderE
00007ff840687ef0 (__DATA_CONST,__const) external __ZTIN3icu18AnnualTimeZoneRuleE
00007ff840677298 (__DATA_CONST,__const) external __ZTIN3icu18CalendarAstronomer9AngleFuncE
00007ff840665120 (__DATA_CONST,__const) external __ZTIN3icu18CharStringByteSinkE
00007ff840678a68 (__DATA_CONST,__const) external __ZTIN3icu18CollationTailoringE
00007ff84067aad0 (__DATA_CONST,__const) external __ZTIN3icu18CurrencyPluralInfoE
00007ff84067b8e8 (__DATA_CONST,__const) external __ZTIN3icu18DateIntervalFormatE
00007ff84067e308 (__DATA_CONST,__const) external __ZTIN3icu18HinduLunarCalendarE
00007ff84067e320 (__DATA_CONST,__const) external __ZTIN3icu18HinduSolarCalendarE
00007ff840665e18 (__DATA_CONST,__const) external __ZTIN3icu18LocaleDisplayNamesE
00007ff840665bc0 (__DATA_CONST,__const) weak external __ZTIN3icu18LocalePriorityList8IteratorE
00007ff84066a170 (__DATA_CONST,__const) external __ZTIN3icu18RuleBasedTokenizerE
00007ff840683f90 (__DATA_CONST,__const) external __ZTIN3icu18SharedNumberFormatE
00007ff840687f48 (__DATA_CONST,__const) external __ZTIN3icu18TimeZoneTransitionE
00007ff8406765d8 (__DATA_CONST,__const) external __ZTIN3icu18UStringEnumerationE
00007ff840676310 (__DATA_CONST,__const) external __ZTIN3icu18UnicodeSetIteratorE
00007ff840678a50 (__DATA_CONST,__const) external __ZTIN3icu19CollationCacheEntryE
00007ff840678948 (__DATA_CONST,__const) external __ZTIN3icu19CollationRuleParser4SinkE
00007ff840678990 (__DATA_CONST,__const) external __ZTIN3icu19CollationRuleParser8ImporterE
00007ff840665af8 (__DATA_CONST,__const) external __ZTIN3icu19FilteredNormalizer2E
00007ff840687ed8 (__DATA_CONST,__const) external __ZTIN3icu19InitialTimeZoneRuleE
00007ff8406806f8 (__DATA_CONST,__const) external __ZTIN3icu19IslamicRGSACalendarE
00007ff8406806c8 (__DATA_CONST,__const) external __ZTIN3icu19IslamicTBLACalendarE
00007ff8406868f8 (__DATA_CONST,__const) external __ZTIN3icu19SharedBreakIteratorE
00007ff8406651c8 (__DATA_CONST,__const) external __ZTIN3icu20CheckedArrayByteSinkE
00007ff840678778 (__DATA_CONST,__const) external __ZTIN3icu20CollationDataBuilder10CEModifierE
00007ff8406787a8 (__DATA_CONST,__const) external __ZTIN3icu20CollationDataBuilderE
00007ff840678cf0 (__DATA_CONST,__const) external __ZTIN3icu20CompactDecimalFormatE
00007ff84067b028 (__DATA_CONST,__const) external __ZTIN3icu20DecimalFormatSymbolsE
00007ff84067c5c8 (__DATA_CONST,__const) external __ZTIN3icu20FieldPositionHandlerE
00007ff8406806b0 (__DATA_CONST,__const) external __ZTIN3icu20IslamicCivilCalendarE
00007ff840687810 (__DATA_CONST,__const) external __ZTIN3icu20TimeZoneGenericNamesE
00007ff84067c638 (__DATA_CONST,__const) external __ZTIN3icu21FieldPositionIteratorE
00007ff84067b858 (__DATA_CONST,__const) external __ZTIN3icu21FormattedDateIntervalE
00007ff8406857f0 (__DATA_CONST,__const) external __ZTIN3icu21RuleBasedNumberFormatE
00007ff840687f08 (__DATA_CONST,__const) external __ZTIN3icu21TimeArrayTimeZoneRuleE
00007ff840688a58 (__DATA_CONST,__const) external __ZTIN3icu21UTF8CollationIteratorE
00007ff8406657a8 (__DATA_CONST,__const) external __ZTIN3icu22BytesDictionaryMatcherE
00007ff840678fa8 (__DATA_CONST,__const) external __ZTIN3icu22CompoundTransliteratorE
00007ff84067e3e0 (__DATA_CONST,__const) external __ZTIN3icu22HinduSolarOdiaCalendarE
00007ff840669e90 (__DATA_CONST,__const) external __ZTIN3icu22RuleBasedBreakIterator10BreakCacheE
00007ff840669d58 (__DATA_CONST,__const) external __ZTIN3icu22RuleBasedBreakIteratorE
00007ff84066b9d0 (__DATA_CONST,__const) external __ZTIN3icu22UCharCharacterIteratorE
00007ff8406884e8 (__DATA_CONST,__const) external __ZTIN3icu22UIterCollationIteratorE
00007ff840688908 (__DATA_CONST,__const) external __ZTIN3icu22UTF16CollationIteratorE
00007ff84067e3f8 (__DATA_CONST,__const) external __ZTIN3icu23HinduSolarTamilCalendarE
00007ff8406806e0 (__DATA_CONST,__const) external __ZTIN3icu23IslamicUmalquraCalendarE
00007ff84067b6a0 (__DATA_CONST,__const) external __ZTIN3icu23SharedDateFormatSymbolsE
00007ff84066a3a0 (__DATA_CONST,__const) external __ZTIN3icu23StringCharacterIteratorE
00007ff840665790 (__DATA_CONST,__const) external __ZTIN3icu23UCharsDictionaryMatcherE
00007ff840675838 (__DATA_CONST,__const) external __ZTIN3icu23UnicodeStringAppendableE
00007ff8406781f0 (__DATA_CONST,__const) external __ZTIN3icu24CollationElementIteratorE
00007ff84067bc50 (__DATA_CONST,__const) external __ZTIN3icu24DateTimePatternGeneratorE
00007ff840688a70 (__DATA_CONST,__const) external __ZTIN3icu24FCDUTF8CollationIteratorE
00007ff840665478 (__DATA_CONST,__const) external __ZTIN3icu24ForwardCharacterIteratorE
00007ff84067e3b0 (__DATA_CONST,__const) external __ZTIN3icu24HinduSolarBanglaCalendarE
00007ff840669e58 (__DATA_CONST,__const) external __ZTIN3icu24RuleBasedBreakIterator57E
00007ff8406787e8 (__DATA_CONST,__const) external __ZTIN3icu25CollationFastLatinBuilderE
00007ff840688500 (__DATA_CONST,__const) external __ZTIN3icu25FCDUIterCollationIteratorE
00007ff840688920 (__DATA_CONST,__const) external __ZTIN3icu25FCDUTF16CollationIteratorE
00007ff840685c38 (__DATA_CONST,__const) external __ZTIN3icu25FormattedRelativeDateTimeE
00007ff840685ce0 (__DATA_CONST,__const) external __ZTIN3icu25RelativeDateTimeFormatterE
00007ff840686748 (__DATA_CONST,__const) external __ZTIN3icu25ScientificNumberFormatter11MarkupStyleE
00007ff840686798 (__DATA_CONST,__const) external __ZTIN3icu25ScientificNumberFormatter16SuperscriptStyleE
00007ff840686730 (__DATA_CONST,__const) weak external __ZTIN3icu25ScientificNumberFormatter5StyleE
00007ff8406867b0 (__DATA_CONST,__const) external __ZTIN3icu25ScientificNumberFormatterE
00007ff84067e3c8 (__DATA_CONST,__const) external __ZTIN3icu27HinduSolarMalayalamCalendarE
00007ff84067c5f8 (__DATA_CONST,__const) external __ZTIN3icu28FieldPositionIteratorHandlerE
00007ff840665a28 (__DATA_CONST,__const) external __ZTIN3icu28FilteredBreakIteratorBuilderE
00007ff84067e368 (__DATA_CONST,__const) external __ZTIN3icu28HinduLunisolarTeluguCalendarE
00007ff84067e338 (__DATA_CONST,__const) external __ZTIN3icu28HinduLunisolarVikramCalendarE
00007ff84067e398 (__DATA_CONST,__const) external __ZTIN3icu29HinduLunisolarKannadaCalendarE
00007ff84067e350 (__DATA_CONST,__const) external __ZTIN3icu29HinduLunisolarMarathiCalendarE
00007ff84067e380 (__DATA_CONST,__const) external __ZTIN3icu30HinduLunisolarGujaratiCalendarE
00007ff84067c498 (__DATA_CONST,__const) external __ZTIN3icu31FormattedValueStringBuilderImplE
00007ff840685438 (__DATA_CONST,__const) external __ZTIN3icu33PluralAvailableLocalesEnumerationE
00007ff8406769d8 (__DATA_CONST,__const) external __ZTIN3icu4IDNAE
00007ff84067c3c8 (__DATA_CONST,__const) external __ZTIN3icu6FormatE
00007ff840666598 (__DATA_CONST,__const) external __ZTIN3icu6Locale8IteratorE
00007ff8406664b8 (__DATA_CONST,__const) external __ZTIN3icu6LocaleE
00007ff840685b78 (__DATA_CONST,__const) external __ZTIN3icu6RegionE
00007ff840676350 (__DATA_CONST,__const) external __ZTIN3icu6UStackE
00007ff840683860 (__DATA_CONST,__const) external __ZTIN3icu6number15FormattedNumberE
00007ff8406838b0 (__DATA_CONST,__const) external __ZTIN3icu6number20FormattedNumberRangeE
00007ff840682fe8 (__DATA_CONST,__const) weak external __ZTIN3icu6number4impl13EmptyModifierE
00007ff8406836d8 (__DATA_CONST,__const) external __ZTIN3icu6number4impl13ModifierStoreE
00007ff8406834a0 (__DATA_CONST,__const) external __ZTIN3icu6number4impl14SimpleModifierE
00007ff840682d18 (__DATA_CONST,__const) external __ZTIN3icu6number4impl14SymbolProviderE
00007ff840682f18 (__DATA_CONST,__const) external __ZTIN3icu6number4impl15DecimalQuantityE
00007ff840683bf0 (__DATA_CONST,__const) external __ZTIN3icu6number4impl17ParsedPatternInfoE
00007ff840683db8 (__DATA_CONST,__const) external __ZTIN3icu6number4impl17UsagePrefsHandlerE
00007ff840683c90 (__DATA_CONST,__const) external __ZTIN3icu6number4impl18ScientificModifierE
00007ff840682e40 (__DATA_CONST,__const) weak external __ZTIN3icu6number4impl19MicroPropsGeneratorE
00007ff840683a80 (__DATA_CONST,__const) external __ZTIN3icu6number4impl20AffixPatternProviderE
00007ff840683898 (__DATA_CONST,__const) external __ZTIN3icu6number4impl20UFormattedNumberDataE
00007ff840683b48 (__DATA_CONST,__const) weak external __ZTIN3icu6number4impl21AdoptingModifierStoreE
00007ff840683410 (__DATA_CONST,__const) external __ZTIN3icu6number4impl21ConstantAffixModifierE
00007ff840683df0 (__DATA_CONST,__const) external __ZTIN3icu6number4impl21UnitConversionHandlerE
00007ff840683a90 (__DATA_CONST,__const) external __ZTIN3icu6number4impl22MutablePatternModifierE
00007ff840683728 (__DATA_CONST,__const) external __ZTIN3icu6number4impl23MultiplierFormatHandlerE
00007ff840683ae8 (__DATA_CONST,__const) external __ZTIN3icu6number4impl24ImmutablePatternModifierE
00007ff8406834d8 (__DATA_CONST,__const) external __ZTIN3icu6number4impl26ConstantMultiFieldModifierE
00007ff840683698 (__DATA_CONST,__const) external __ZTIN3icu6number4impl27AdoptingSignumModifierStoreE
00007ff8406836e8 (__DATA_CONST,__const) external __ZTIN3icu6number4impl30CurrencySpacingEnabledModifierE
00007ff840682d78 (__DATA_CONST,__const) external __ZTIN3icu6number4impl32LocalizedNumberFormatterAsFormatE
00007ff840683400 (__DATA_CONST,__const) external __ZTIN3icu6number4impl8ModifierE
00007ff840682250 (__DATA_CONST,__const) external __ZTIN3icu7MeasureE
00007ff840664e40 (__DATA_CONST,__const) weak external __ZTIN3icu7UMemoryE
00007ff840675910 (__DATA_CONST,__const) external __ZTIN3icu7UObjectE
00007ff840676f28 (__DATA_CONST,__const) external __ZTIN3icu7UVectorE
00007ff8406651b0 (__DATA_CONST,__const) external __ZTIN3icu8ByteSinkE
00007ff8406778f0 (__DATA_CONST,__const) external __ZTIN3icu8CalendarE
00007ff840678398 (__DATA_CONST,__const) external __ZTIN3icu8CollatorE
00007ff840687290 (__DATA_CONST,__const) external __ZTIN3icu8TimeUnitE
00007ff840687178 (__DATA_CONST,__const) external __ZTIN3icu8TimeZoneE
00007ff840684330 (__DATA_CONST,__const) external __ZTIN3icu8numparse4impl13SeriesMatcherE
00007ff8406848b0 (__DATA_CONST,__const) external __ZTIN3icu8numparse4impl13SymbolMatcherE
00007ff840684960 (__DATA_CONST,__const) external __ZTIN3icu8numparse4impl14PercentMatcherE
00007ff840684978 (__DATA_CONST,__const) external __ZTIN3icu8numparse4impl15PermilleMatcherE
00007ff840684990 (__DATA_CONST,__const) external __ZTIN3icu8numparse4impl15PlusSignMatcherE
00007ff8406841d0 (__DATA_CONST,__const) external __ZTIN3icu8numparse4impl16CodePointMatcherE
00007ff840684918 (__DATA_CONST,__const) external __ZTIN3icu8numparse4impl16MinusSignMatcherE
00007ff8406844e0 (__DATA_CONST,__const) external __ZTIN3icu8numparse4impl16NumberParserImplE
00007ff8406848e8 (__DATA_CONST,__const) external __ZTIN3icu8numparse4impl17IgnorablesMatcherE
00007ff840684348 (__DATA_CONST,__const) external __ZTIN3icu8numparse4impl18ArraySeriesMatcherE
00007ff840684318 (__DATA_CONST,__const) weak external __ZTIN3icu8numparse4impl18CompositionMatcherE
00007ff8406844d0 (__DATA_CONST,__const) external __ZTIN3icu8numparse4impl18NumberParseMatcherE
00007ff840684240 (__DATA_CONST,__const) weak external __ZTIN3icu8numparse4impl19AffixPatternMatcherE
00007ff8406843a8 (__DATA_CONST,__const) external __ZTIN3icu8numparse4impl23CombinedCurrencyMatcherE
00007ff840684188 (__DATA_CONST,__const) weak external __ZTIN3icu8numparse4impl24MutableMatcherCollectionE
