                 (undefined) external _Block_size (from libSystem)
                 (indirect) external _Block_size (for _Block_size)
                 (undefined) external _CCEC_FAULT_CANARY (from libSystem)
                 (indirect) external _CCEC_FAULT_CANARY (for _CCEC_FAULT_CANARY)
                 (undefined) external _CCRSA_PKCS1_FAULT_CANARY (from libSystem)
                 (indirect) external _CCRSA_PKCS1_FAULT_CANARY (for _CCRSA_PKCS1_FAULT_CANARY)
                 (undefined) external _CCRSA_PSS_FAULT_CANARY (from libSystem)
                 (indirect) external _CCRSA_PSS_FAULT_CANARY (for _CCRSA_PSS_FAULT_CANARY)
                 (undefined) external _CCSS_PRIME_P192 (from libSystem)
                 (indirect) external _CCSS_PRIME_P192 (for _CCSS_PRIME_P192)
                 (undefined) external _CCSS_PRIME_P224 (from libSystem)
                 (indirect) external _CCSS_PRIME_P224 (for _CCSS_PRIME_P224)
                 (undefined) external _CCSS_PRIME_P256 (from libSystem)
                 (indirect) external _CCSS_PRIME_P256 (for _CCSS_PRIME_P256)
                 (undefined) external _CCSS_PRIME_P384 (from libSystem)
                 (indirect) external _CCSS_PRIME_P384 (for _CCSS_PRIME_P384)
                 (undefined) external _CCSS_PRIME_P521 (from libSystem)
                 (indirect) external _CCSS_PRIME_P521 (for _CCSS_PRIME_P521)
0000000180066840 (__TEXT,__text) non-external _DiToMD5
                 (undefined) external _ccsigma_peer_role (from libSystem)
                 (indirect) external _ccsigma_peer_role (for _ccsigma_peer_role)
                 (undefined) external _ccsigma_seal (from libSystem)
                 (indirect) external _ccsigma_seal (for _ccsigma_seal)
                 (undefined) external _ccsigma_set_signing_function (from libSystem)
                 (indirect) external _ccsigma_set_signing_function (for _ccsigma_set_signing_function)
                 (undefined) external _ccsigma_sign (from libSystem)
                 (indirect) external _ccsigma_sign (for _ccsigma_sign)
                 (undefined) external _ccsigma_verify (from libSystem)
                 (indirect) external _ccsigma_verify (for _ccsigma_verify)
                 (undefined) external _ccsiv_aad (from libSystem)
                 (indirect) external _ccsiv_aad (for _ccsiv_aad)
                 (undefined) external _ccsiv_block_size (from libSystem)
                 (indirect) external _ccsiv_block_size (for _ccsiv_block_size)
                 (undefined) external _ccsiv_ciphertext_size (from libSystem)
                 (indirect) external _ccsiv_ciphertext_size (for _ccsiv_ciphertext_size)
                 (undefined) external _ccsiv_context_size (from libSystem)
                 (indirect) external _ccsiv_context_size (for _ccsiv_context_size)
                 (undefined) external _ccsiv_crypt (from libSystem)
                 (indirect) external _ccsiv_crypt (for _ccsiv_crypt)
                 (undefined) external _ccsiv_hmac_aad (from libSystem)
                 (indirect) external _ccsiv_hmac_aad (for _ccsiv_hmac_aad)
                 (undefined) external _ccsiv_hmac_block_size (from libSystem)
                 (indirect) external _ccsiv_hmac_block_size (for _ccsiv_hmac_block_size)
                 (undefined) external _ccsiv_hmac_ciphertext_size (from libSystem)
                 (indirect) external _ccsiv_hmac_ciphertext_size (for _ccsiv_hmac_ciphertext_size)
                 (undefined) external _ccsiv_hmac_context_size (from libSystem)
                 (indirect) external _ccsiv_hmac_context_size (for _ccsiv_hmac_context_size)
                 (undefined) external _ccsiv_hmac_crypt (from libSystem)
                 (indirect) external _ccsiv_hmac_crypt (for _ccsiv_hmac_crypt)
                 (undefined) external _ccsiv_hmac_init (from libSystem)
                 (indirect) external _ccsiv_hmac_init (for _ccsiv_hmac_init)
                 (undefined) external _ccsiv_hmac_one_shot (from libSystem)
                 (indirect) external _ccsiv_hmac_one_shot (for _ccsiv_hmac_one_shot)
                 (undefined) external _ccsiv_hmac_plaintext_size (from libSystem)
                 (indirect) external _ccsiv_hmac_plaintext_size (for _ccsiv_hmac_plaintext_size)
                 (undefined) external _ccsiv_hmac_reset (from libSystem)
                 (indirect) external _ccsiv_hmac_reset (for _ccsiv_hmac_reset)
                 (undefined) external _ccsiv_hmac_set_nonce (from libSystem)
                 (indirect) external _ccsiv_hmac_set_nonce (for _ccsiv_hmac_set_nonce)
                 (undefined) external _ccsiv_init (from libSystem)
                 (indirect) external _ccsiv_init (for _ccsiv_init)
                 (undefined) external _ccsiv_one_shot (from libSystem)
                 (indirect) external _ccsiv_one_shot (for _ccsiv_one_shot)
                 (undefined) external _ccsiv_plaintext_size (from libSystem)
                 (indirect) external _ccsiv_plaintext_size (for _ccsiv_plaintext_size)
                 (undefined) external _ccsiv_reset (from libSystem)
                 (indirect) external _ccsiv_reset (for _ccsiv_reset)
                 (undefined) external _ccsiv_set_nonce (from libSystem)
                 (indirect) external _ccsiv_set_nonce (for _ccsiv_set_nonce)
                 (undefined) external _ccspake_cp_256 (from libSystem)
                 (indirect) external _ccspake_cp_256 (for _ccspake_cp_256)
                 (undefined) external _ccspake_cp_256_rfc (from libSystem)
                 (indirect) external _ccspake_cp_256_rfc (for _ccspake_cp_256_rfc)
                 (undefined) external _ccspake_cp_384 (from libSystem)
                 (indirect) external _ccspake_cp_384 (for _ccspake_cp_384)
                 (undefined) external _ccspake_cp_384_rfc (from libSystem)
                 (indirect) external _ccspake_cp_384_rfc (for _ccspake_cp_384_rfc)
                 (undefined) external _ccspake_cp_521 (from libSystem)
                 (indirect) external _ccspake_cp_521 (for _ccspake_cp_521)
                 (undefined) external _ccspake_cp_521_rfc (from libSystem)
                 (indirect) external _ccspake_cp_521_rfc (for _ccspake_cp_521_rfc)
                 (undefined) external _ccspake_generate_L (from libSystem)
                 (indirect) external _ccspake_generate_L (for _ccspake_generate_L)
                 (undefined) external _ccspake_get_session_key (from libSystem)
                 (indirect) external _ccspake_get_session_key (for _ccspake_get_session_key)
                 (undefined) external _ccspake_kex_generate (from libSystem)
                 (indirect) external _ccspake_kex_generate (for _ccspake_kex_generate)
                 (undefined) external _ccspake_kex_process (from libSystem)
                 (indirect) external _ccspake_kex_process (for _ccspake_kex_process)
                 (undefined) external _ccspake_mac_compute (from libSystem)
                 (indirect) external _ccspake_mac_compute (for _ccspake_mac_compute)
                 (undefined) external _ccspake_mac_hkdf_cmac_aes128_sha256 (from libSystem)
                 (indirect) external _ccspake_mac_hkdf_cmac_aes128_sha256 (for _ccspake_mac_hkdf_cmac_aes128_sha256)
                 (undefined) external _ccspake_mac_hkdf_hmac_sha256 (from libSystem)
                 (indirect) external _ccspake_mac_hkdf_hmac_sha256 (for _ccspake_mac_hkdf_hmac_sha256)
                 (undefined) external _ccspake_mac_hkdf_hmac_sha512 (from libSystem)
                 (indirect) external _ccspake_mac_hkdf_hmac_sha512 (for _ccspake_mac_hkdf_hmac_sha512)
                 (undefined) external _ccspake_mac_verify_and_get_session_key (from libSystem)
                 (indirect) external _ccspake_mac_verify_and_get_session_key (for _ccspake_mac_verify_and_get_session_key)
                 (undefined) external _ccspake_prover_init (from libSystem)
                 (indirect) external _ccspake_prover_init (for _ccspake_prover_init)
                 (undefined) external _ccspake_prover_initialize (from libSystem)
                 (indirect) external _ccspake_prover_initialize (for _ccspake_prover_initialize)
                 (undefined) external _ccspake_reduce_w (from libSystem)
                 (indirect) external _ccspake_reduce_w (for _ccspake_reduce_w)
                 (undefined) external _ccspake_reduce_w_RFC9383 (from libSystem)
                 (indirect) external _ccspake_reduce_w_RFC9383 (for _ccspake_reduce_w_RFC9383)
                 (undefined) external _ccspake_sizeof_ctx (from libSystem)
                 (indirect) external _ccspake_sizeof_ctx (for _ccspake_sizeof_ctx)
                 (undefined) external _ccspake_sizeof_point (from libSystem)
                 (indirect) external _ccspake_sizeof_point (for _ccspake_sizeof_point)
                 (undefined) external _ccspake_sizeof_w (from libSystem)
                 (indirect) external _ccspake_sizeof_w (for _ccspake_sizeof_w)
                 (undefined) external _ccspake_verifier_init (from libSystem)
                 (indirect) external _ccspake_verifier_init (for _ccspake_verifier_init)
                 (undefined) external _ccspake_verifier_initialize (from libSystem)
                 (indirect) external _ccspake_verifier_initialize (for _ccspake_verifier_initialize)
                 (undefined) external _ccsrp_client_process_challenge (from libSystem)
                 (indirect) external _ccsrp_client_process_challenge (for _ccsrp_client_process_challenge)
                 (undefined) external _ccsrp_client_set_noUsernameInX (from libSystem)
                 (indirect) external _ccsrp_client_set_noUsernameInX (for _ccsrp_client_set_noUsernameInX)
                 (undefined) external _ccsrp_client_start_authentication (from libSystem)
                 (indirect) external _ccsrp_client_start_authentication (for _ccsrp_client_start_authentication)
                 (undefined) external _ccsrp_client_verify_session (from libSystem)
                 (indirect) external _ccsrp_client_verify_session (for _ccsrp_client_verify_session)
                 (undefined) external _ccsrp_ctx_init (from libSystem)
                 (indirect) external _ccsrp_ctx_init (for _ccsrp_ctx_init)
                 (undefined) external _ccsrp_ctx_init_option (from libSystem)
                 (indirect) external _ccsrp_ctx_init_option (for _ccsrp_ctx_init_option)
                 (undefined) external _ccsrp_ctx_init_with_size_option (from libSystem)
                 (indirect) external _ccsrp_ctx_init_with_size_option (for _ccsrp_ctx_init_with_size_option)
                 (undefined) external _ccsrp_exchange_size (from libSystem)
                 (indirect) external _ccsrp_exchange_size (for _ccsrp_exchange_size)
                 (undefined) external _ccsrp_generate_salt_and_verification (from libSystem)
                 (indirect) external _ccsrp_generate_salt_and_verification (for _ccsrp_generate_salt_and_verification)
                 (undefined) external _ccsrp_generate_verifier (from libSystem)
                 (indirect) external _ccsrp_generate_verifier (for _ccsrp_generate_verifier)
                 (undefined) external _ccsrp_get_premaster_secret (from libSystem)
                 (indirect) external _ccsrp_get_premaster_secret (for _ccsrp_get_premaster_secret)
                 (undefined) external _ccsrp_get_session_key (from libSystem)
                 (indirect) external _ccsrp_get_session_key (for _ccsrp_get_session_key)
                 (undefined) external _ccsrp_get_session_key_length (from libSystem)
                 (indirect) external _ccsrp_get_session_key_length (for _ccsrp_get_session_key_length)
                 (undefined) external _ccsrp_gp_rfc5054_1024 (from libSystem)
                 (indirect) external _ccsrp_gp_rfc5054_1024 (for _ccsrp_gp_rfc5054_1024)
                 (undefined) external _ccsrp_gp_rfc5054_2048 (from libSystem)
                 (indirect) external _ccsrp_gp_rfc5054_2048 (for _ccsrp_gp_rfc5054_2048)
                 (undefined) external _ccsrp_gp_rfc5054_3072 (from libSystem)
                 (indirect) external _ccsrp_gp_rfc5054_3072 (for _ccsrp_gp_rfc5054_3072)
                 (undefined) external _ccsrp_gp_rfc5054_4096 (from libSystem)
                 (indirect) external _ccsrp_gp_rfc5054_4096 (for _ccsrp_gp_rfc5054_4096)
                 (undefined) external _ccsrp_gp_rfc5054_8192 (from libSystem)
                 (indirect) external _ccsrp_gp_rfc5054_8192 (for _ccsrp_gp_rfc5054_8192)
                 (undefined) external _ccsrp_is_authenticated (from libSystem)
                 (indirect) external _ccsrp_is_authenticated (for _ccsrp_is_authenticated)
                 (undefined) external _ccsrp_server_compute_session (from libSystem)
                 (indirect) external _ccsrp_server_compute_session (for _ccsrp_server_compute_session)
                 (undefined) external _ccsrp_server_generate_public_key (from libSystem)
                 (indirect) external _ccsrp_server_generate_public_key (for _ccsrp_server_generate_public_key)
                 (undefined) external _ccsrp_server_start_authentication (from libSystem)
                 (indirect) external _ccsrp_server_start_authentication (for _ccsrp_server_start_authentication)
                 (undefined) external _ccsrp_server_verify_session (from libSystem)
                 (indirect) external _ccsrp_server_verify_session (for _ccsrp_server_verify_session)
                 (undefined) external _ccsrp_session_size (from libSystem)
                 (indirect) external _ccsrp_session_size (for _ccsrp_session_size)
                 (undefined) external _ccsrp_sizeof_M_HAMK (from libSystem)
                 (indirect) external _ccsrp_sizeof_M_HAMK (for _ccsrp_sizeof_M_HAMK)
                 (undefined) external _ccsrp_sizeof_public_key (from libSystem)
                 (indirect) external _ccsrp_sizeof_public_key (for _ccsrp_sizeof_public_key)
                 (undefined) external _ccsrp_sizeof_session_key (from libSystem)
                 (indirect) external _ccsrp_sizeof_session_key (for _ccsrp_sizeof_session_key)
                 (undefined) external _ccsrp_sizeof_verifier (from libSystem)
                 (indirect) external _ccsrp_sizeof_verifier (for _ccsrp_sizeof_verifier)
                 (undefined) external _ccss_shamir_parameters_init (from libSystem)
                 (indirect) external _ccss_shamir_parameters_init (for _ccss_shamir_parameters_init)
                 (undefined) external _ccss_shamir_parameters_maximum_secret_length (from libSystem)
                 (indirect) external _ccss_shamir_parameters_maximum_secret_length (for _ccss_shamir_parameters_maximum_secret_length)
                 (undefined) external _ccss_shamir_share_bag_add_share (from libSystem)
                 (indirect) external _ccss_shamir_share_bag_add_share (for _ccss_shamir_share_bag_add_share)
                 (undefined) external _ccss_shamir_share_bag_init (from libSystem)
                 (indirect) external _ccss_shamir_share_bag_init (for _ccss_shamir_share_bag_init)
                 (undefined) external _ccss_shamir_share_bag_recover_secret (from libSystem)
                 (indirect) external _ccss_shamir_share_bag_recover_secret (for _ccss_shamir_share_bag_recover_secret)
                 (undefined) external _ccss_shamir_share_export (from libSystem)
                 (indirect) external _ccss_shamir_share_export (for _ccss_shamir_share_export)
                 (undefined) external _ccss_shamir_share_generator_deserialize (from libSystem)
                 (indirect) external _ccss_shamir_share_generator_deserialize (for _ccss_shamir_share_generator_deserialize)
                 (undefined) external _ccss_shamir_share_generator_generate_share (from libSystem)
                 (indirect) external _ccss_shamir_share_generator_generate_share (for _ccss_shamir_share_generator_generate_share)
                 (undefined) external _ccss_shamir_share_generator_init (from libSystem)
                 (indirect) external _ccss_shamir_share_generator_init (for _ccss_shamir_share_generator_init)
                 (undefined) external _ccss_shamir_share_generator_init_with_secrets_less_than_prime (from libSystem)
                 (indirect) external _ccss_shamir_share_generator_init_with_secrets_less_than_prime (for _ccss_shamir_share_generator_init_with_secrets_less_than_prime)
                 (undefined) external _ccss_shamir_share_generator_serialize (from libSystem)
                 (indirect) external _ccss_shamir_share_generator_serialize (for _ccss_shamir_share_generator_serialize)
                 (undefined) external _ccss_shamir_share_import (from libSystem)
                 (indirect) external _ccss_shamir_share_import (for _ccss_shamir_share_import)
                 (undefined) external _ccss_shamir_share_init (from libSystem)
                 (indirect) external _ccss_shamir_share_init (for _ccss_shamir_share_init)
                 (undefined) external _ccss_shamir_share_sizeof_y (from libSystem)
                 (indirect) external _ccss_shamir_share_sizeof_y (for _ccss_shamir_share_sizeof_y)
                 (undefined) external _ccss_sizeof_generator (from libSystem)
                 (indirect) external _ccss_sizeof_generator (for _ccss_sizeof_generator)
                 (undefined) external _ccss_sizeof_parameters (from libSystem)
                 (indirect) external _ccss_sizeof_parameters (for _ccss_sizeof_parameters)
                 (undefined) external _ccss_sizeof_shamir_share_generator_serialization (from libSystem)
                 (indirect) external _ccss_sizeof_shamir_share_generator_serialization (for _ccss_sizeof_shamir_share_generator_serialization)
                 (undefined) external _ccss_sizeof_share (from libSystem)
                 (indirect) external _ccss_sizeof_share (for _ccss_sizeof_share)
                 (undefined) external _ccss_sizeof_share_bag (from libSystem)
                 (indirect) external _ccss_sizeof_share_bag (for _ccss_sizeof_share_bag)
                 (undefined) external _ccvrf_derive_public_key (from libSystem)
                 (indirect) external _ccvrf_derive_public_key (for _ccvrf_derive_public_key)
                 (undefined) external _ccvrf_factory_irtfdraft03 (from libSystem)
                 (indirect) external _ccvrf_factory_irtfdraft03 (for _ccvrf_factory_irtfdraft03)
                 (undefined) external _ccvrf_factory_irtfdraft03_default (from libSystem)
                 (indirect) external _ccvrf_factory_irtfdraft03_default (for _ccvrf_factory_irtfdraft03_default)
                 (undefined) external _ccvrf_proof_to_hash (from libSystem)
                 (indirect) external _ccvrf_proof_to_hash (for _ccvrf_proof_to_hash)
                 (undefined) external _ccvrf_prove (from libSystem)
                 (indirect) external _ccvrf_prove (for _ccvrf_prove)
                 (undefined) external _ccvrf_sizeof_hash (from libSystem)
                 (indirect) external _ccvrf_sizeof_hash (for _ccvrf_sizeof_hash)
                 (undefined) external _ccvrf_sizeof_proof (from libSystem)
                 (indirect) external _ccvrf_sizeof_proof (for _ccvrf_sizeof_proof)
                 (undefined) external _ccvrf_sizeof_public_key (from libSystem)
                 (indirect) external _ccvrf_sizeof_public_key (for _ccvrf_sizeof_public_key)
                 (undefined) external _ccvrf_sizeof_secret_key (from libSystem)
                 (indirect) external _ccvrf_sizeof_secret_key (for _ccvrf_sizeof_secret_key)
                 (undefined) external _ccvrf_verify (from libSystem)
                 (indirect) external _ccvrf_verify (for _ccvrf_verify)
                 (undefined) external _ccwrap_auth_decrypt (from libSystem)
                 (indirect) external _ccwrap_auth_decrypt (for _ccwrap_auth_decrypt)
                 (undefined) external _ccwrap_auth_decrypt_withiv (from libSystem)
                 (indirect) external _ccwrap_auth_decrypt_withiv (for _ccwrap_auth_decrypt_withiv)
                 (undefined) external _ccwrap_auth_encrypt (from libSystem)
                 (indirect) external _ccwrap_auth_encrypt (for _ccwrap_auth_encrypt)
                 (undefined) external _ccwrap_auth_encrypt_withiv (from libSystem)
                 (indirect) external _ccwrap_auth_encrypt_withiv (for _ccwrap_auth_encrypt_withiv)
                 (undefined) external _ccwrap_unwrapped_size (from libSystem)
                 (indirect) external _ccwrap_unwrapped_size (for _ccwrap_unwrapped_size)
                 (undefined) external _ccwrap_wrapped_size (from libSystem)
                 (indirect) external _ccwrap_wrapped_size (for _ccwrap_wrapped_size)
                 (undefined) external _ccxts_block_size (from libSystem)
                 (indirect) external _ccxts_block_size (for _ccxts_block_size)
                 (undefined) external _ccxts_context_size (from libSystem)
                 (indirect) external _ccxts_context_size (for _ccxts_context_size)
                 (undefined) external _ccxts_init (from libSystem)
                 (indirect) external _ccxts_init (for _ccxts_init)
                 (undefined) external _ccxts_one_shot (from libSystem)
                 (indirect) external _ccxts_one_shot (for _ccxts_one_shot)
                 (undefined) external _ccxts_set_tweak (from libSystem)
                 (indirect) external _ccxts_set_tweak (for _ccxts_set_tweak)
                 (undefined) external _ccxts_update (from libSystem)
                 (indirect) external _ccxts_update (for _ccxts_update)
                 (undefined) external _ccz_add (from libSystem)
                 (indirect) external _ccz_add (for _ccz_add)
                 (undefined) external _ccz_addi (from libSystem)
                 (indirect) external _ccz_addi (for _ccz_addi)
                 (undefined) external _ccz_bit (from libSystem)
                 (indirect) external _ccz_bit (for _ccz_bit)
                 (undefined) external _ccz_bitlen (from libSystem)
                 (indirect) external _ccz_bitlen (for _ccz_bitlen)
                 (undefined) external _ccz_capacity (from libSystem)
                 (indirect) external _ccz_capacity (for _ccz_capacity)
                 (undefined) external _ccz_cmp (from libSystem)
                 (indirect) external _ccz_cmp (for _ccz_cmp)
                 (undefined) external _ccz_cmpi (from libSystem)
                 (indirect) external _ccz_cmpi (for _ccz_cmpi)
                 (undefined) external _ccz_divmod (from libSystem)
                 (indirect) external _ccz_divmod (for _ccz_divmod)
                 (undefined) external _ccz_expmod (from libSystem)
                 (indirect) external _ccz_expmod (for _ccz_expmod)
                 (undefined) external _ccz_free (from libSystem)
                 (indirect) external _ccz_free (for _ccz_free)
                 (undefined) external _ccz_init (from libSystem)
                 (indirect) external _ccz_init (for _ccz_init)
                 (undefined) external _ccz_is_negative (from libSystem)
                 (indirect) external _ccz_is_negative (for _ccz_is_negative)
                 (undefined) external _ccz_is_one (from libSystem)
                 (indirect) external _ccz_is_one (for _ccz_is_one)
                 (undefined) external _ccz_is_prime (from libSystem)
                 (indirect) external _ccz_is_prime (for _ccz_is_prime)
                 (undefined) external _ccz_is_zero (from libSystem)
                 (indirect) external _ccz_is_zero (for _ccz_is_zero)
                 (undefined) external _ccz_lsl (from libSystem)
                 (indirect) external _ccz_lsl (for _ccz_lsl)
                 (undefined) external _ccz_lsr (from libSystem)
                 (indirect) external _ccz_lsr (for _ccz_lsr)
                 (undefined) external _ccz_mod (from libSystem)
                 (indirect) external _ccz_mod (for _ccz_mod)
                 (undefined) external _ccz_mul (from libSystem)
                 (indirect) external _ccz_mul (for _ccz_mul)
                 (undefined) external _ccz_muli (from libSystem)
                 (indirect) external _ccz_muli (for _ccz_muli)
                 (undefined) external _ccz_mulmod (from libSystem)
                 (indirect) external _ccz_mulmod (for _ccz_mulmod)
                 (undefined) external _ccz_n (from libSystem)
                 (indirect) external _ccz_n (for _ccz_n)
                 (undefined) external _ccz_neg (from libSystem)
                 (indirect) external _ccz_neg (for _ccz_neg)
                 (undefined) external _ccz_random_bits (from libSystem)
                 (indirect) external _ccz_random_bits (for _ccz_random_bits)
                 (undefined) external _ccz_read_radix (from libSystem)
                 (indirect) external _ccz_read_radix (for _ccz_read_radix)
                 (undefined) external _ccz_read_uint (from libSystem)
                 (indirect) external _ccz_read_uint (for _ccz_read_uint)
                 (undefined) external _ccz_set (from libSystem)
                 (indirect) external _ccz_set (for _ccz_set)
                 (undefined) external _ccz_set_bit (from libSystem)
                 (indirect) external _ccz_set_bit (for _ccz_set_bit)
                 (undefined) external _ccz_set_capacity (from libSystem)
                 (indirect) external _ccz_set_capacity (for _ccz_set_capacity)
                 (undefined) external _ccz_set_n (from libSystem)
                 (indirect) external _ccz_set_n (for _ccz_set_n)
                 (undefined) external _ccz_set_sign (from libSystem)
                 (indirect) external _ccz_set_sign (for _ccz_set_sign)
                 (undefined) external _ccz_seti (from libSystem)
                 (indirect) external _ccz_seti (for _ccz_seti)
                 (undefined) external _ccz_sign (from libSystem)
                 (indirect) external _ccz_sign (for _ccz_sign)
                 (undefined) external _ccz_size (from libSystem)
                 (indirect) external _ccz_size (for _ccz_size)
                 (undefined) external _ccz_sub (from libSystem)
                 (indirect) external _ccz_sub (for _ccz_sub)
                 (undefined) external _ccz_subi (from libSystem)
                 (indirect) external _ccz_subi (for _ccz_subi)
                 (undefined) external _ccz_trailing_zeros (from libSystem)
                 (indirect) external _ccz_trailing_zeros (for _ccz_trailing_zeros)
                 (undefined) external _ccz_write_int (from libSystem)
                 (indirect) external _ccz_write_int (for _ccz_write_int)
                 (undefined) external _ccz_write_int_size (from libSystem)
                 (indirect) external _ccz_write_int_size (for _ccz_write_int_size)
                 (undefined) external _ccz_write_radix (from libSystem)
                 (indirect) external _ccz_write_radix (for _ccz_write_radix)
                 (undefined) external _ccz_write_radix_size (from libSystem)
                 (indirect) external _ccz_write_radix_size (for _ccz_write_radix_size)
                 (undefined) external _ccz_write_uint (from libSystem)
                 (indirect) external _ccz_write_uint (for _ccz_write_uint)
                 (undefined) external _ccz_write_uint_size (from libSystem)
                 (indirect) external _ccz_write_uint_size (for _ccz_write_uint_size)
                 (undefined) external _ccz_zero (from libSystem)
                 (indirect) external _ccz_zero (for _ccz_zero)
                 (undefined) external _cczp_bitlen (from libSystem)
                 (indirect) external _cczp_bitlen (for _cczp_bitlen)
                 (undefined) external _cczp_n (from libSystem)
                 (indirect) external _cczp_n (for _cczp_n)
                 (undefined) external _cczp_prime (from libSystem)
                 (indirect) external _cczp_prime (for _cczp_prime)
                 (undefined) external _ceil (from libSystem)
                 (indirect) external _ceil (for _ceil)
                 (undefined) external _ceilf (from libSystem)
                 (indirect) external _ceilf (for _ceilf)
                 (undefined) external _ceill (from libSystem)
                 (indirect) external _ceill (for _ceill)
                 (undefined) external _cexp (from libSystem)
                 (indirect) external _cexp (for _cexp)
                 (undefined) external _cexpf (from libSystem)
                 (indirect) external _cexpf (for _cexpf)
                 (undefined) external _cexpl (from libSystem)
                 (indirect) external _cexpl (for _cexpl)
                 (undefined) external _cimag (from libSystem)
                 (indirect) external _cimag (for _cimag)
                 (undefined) external _cimagf (from libSystem)
                 (indirect) external _cimagf (for _cimagf)
                 (undefined) external _cimagl (from libSystem)
                 (indirect) external _cimagl (for _cimagl)
0000000180046d6c (__TEXT,__text) external _clock_get_calendar_microtime
000000018007876c (__TEXT,__text) non-external _clock_get_calendar_microtime.cold.1
0000000180046d20 (__TEXT,__text) external _clock_get_calendar_nanotime
0000000180078740 (__TEXT,__text) non-external _clock_get_calendar_nanotime.cold.1
0000000180046dd4 (__TEXT,__text) external _clock_get_system_nanotime
0000000180078798 (__TEXT,__text) non-external _clock_get_system_nanotime.cold.1
                 (undefined) external _clock_gettime (from libSystem)
                 (undefined) external _clock_gettime_nsec_np (from libSystem)
                 (indirect) external _clock_gettime_nsec_np (for _clock_gettime_nsec_np)
0000000180046e20 (__TEXT,__text) external _clock_interval_to_deadline
                 (undefined) external _clog (from libSystem)
                 (indirect) external _clog (for _clog)
                 (undefined) external _clogf (from libSystem)
                 (indirect) external _clogf (for _clogf)
                 (undefined) external _clogl (from libSystem)
                 (indirect) external _clogl (for _clogl)
                 (undefined) external _close (from libSystem)
                 (undefined) external _conj (from libSystem)
                 (indirect) external _conj (for _conj)
                 (undefined) external _conjf (from libSystem)
                 (indirect) external _conjf (for _conjf)
                 (undefined) external _conjl (from libSystem)
                 (indirect) external _conjl (for _conjl)
0000000180046e6c (__TEXT,__text) external _continuoustime_to_absolutetime
                 (undefined) external _copysign (from libSystem)
                 (indirect) external _copysign (for _copysign)
                 (undefined) external _copysignf (from libSystem)
                 (indirect) external _copysignf (for _copysignf)
                 (undefined) external _copysignl (from libSystem)
                 (indirect) external _copysignl (for _copysignl)
                 (undefined) external _cos (from libSystem)
                 (indirect) external _cos (for _cos)
                 (undefined) external _cosf (from libSystem)
                 (indirect) external _cosf (for _cosf)
                 (undefined) external _cosh (from libSystem)
                 (indirect) external _cosh (for _cosh)
                 (undefined) external _coshf (from libSystem)
                 (indirect) external _coshf (for _coshf)
                 (undefined) external _coshl (from libSystem)
                 (indirect) external _coshl (for _coshl)
                 (undefined) external _cosl (from libSystem)
                 (indirect) external _cosl (for _cosl)
                 (undefined) external _cpow (from libSystem)
                 (indirect) external _cpow (for _cpow)
                 (undefined) external _cpowf (from libSystem)
                 (indirect) external _cpowf (for _cpowf)
                 (undefined) external _cpowl (from libSystem)
                 (indirect) external _cpowl (for _cpowl)
                 (undefined) external _cproj (from libSystem)
                 (indirect) external _cproj (for _cproj)
                 (undefined) external _cprojf (from libSystem)
                 (indirect) external _cprojf (for _cprojf)
                 (undefined) external _cprojl (from libSystem)
                 (indirect) external _cprojl (for _cprojl)
000000018004625c (__TEXT,__text) external _crc32
                 (undefined) external _creal (from libSystem)
                 (indirect) external _creal (for _creal)
                 (undefined) external _crealf (from libSystem)
                 (indirect) external _crealf (for _crealf)
                 (undefined) external _creall (from libSystem)
                 (indirect) external _creall (for _creall)
                 (undefined) external _csin (from libSystem)
                 (indirect) external _csin (for _csin)
                 (undefined) external _csinf (from libSystem)
                 (indirect) external _csinf (for _csinf)
                 (undefined) external _csinh (from libSystem)
                 (indirect) external _csinh (for _csinh)
                 (undefined) external _csinhf (from libSystem)
                 (indirect) external _csinhf (for _csinhf)
                 (undefined) external _csinhl (from libSystem)
                 (indirect) external _csinhl (for _csinhl)
                 (undefined) external _csinl (from libSystem)
                 (indirect) external _csinl (for _csinl)
                 (undefined) external _csops (from libSystem)
                 (undefined) external _csqrt (from libSystem)
                 (indirect) external _csqrt (for _csqrt)
                 (undefined) external _csqrtf (from libSystem)
                 (indirect) external _csqrtf (for _csqrtf)
                 (undefined) external _csqrtl (from libSystem)
                 (indirect) external _csqrtl (for _csqrtl)
                 (undefined) external _csss_shamir_share_bag_can_recover_secret (from libSystem)
                 (indirect) external _csss_shamir_share_bag_can_recover_secret (for _csss_shamir_share_bag_can_recover_secret)
                 (undefined) external _ctan (from libSystem)
                 (indirect) external _ctan (for _ctan)
                 (undefined) external _ctanf (from libSystem)
                 (indirect) external _ctanf (for _ctanf)
                 (undefined) external _ctanh (from libSystem)
                 (indirect) external _ctanh (for _ctanh)
                 (undefined) external _ctanhf (from libSystem)
                 (indirect) external _ctanhf (for _ctanhf)
                 (undefined) external _ctanhl (from libSystem)
                 (indirect) external _ctanhl (for _ctanhl)
                 (undefined) external _ctanl (from libSystem)
                 (indirect) external _ctanl (for _ctanl)
                 (undefined) external _dispatch_activate (from libSystem)
                 (undefined) external _dispatch_async (from libSystem)
                 (undefined) external _dispatch_async_f (from libSystem)
                 (undefined) external _dispatch_get_specific (from libSystem)
                 (undefined) external _dispatch_group_async (from libSystem)
                 (undefined) external _dispatch_group_create (from libSystem)
