00007ff80045e54a (__TEXT,__text) external _NSAddImage
00007ff800473e44 (__TEXT,__text) non-external ____ZN3lsl9Allocator16defaultAllocatorEv_block_invoke
00007ff800460c0d (__TEXT,__text) non-external ____ZN5dyld45Atlas5Image14forEachSectionEU13block_pointerFvPKcS3_yyE_block_invoke
00007ff800460a89 (__TEXT,__text) non-external ____ZN5dyld45Atlas5Image14forEachSegmentEU13block_pointerFvPKcyyiE_block_invoke
00007ff800460f79 (__TEXT,__text) non-external ____ZN5dyld45Atlas5Image17contentForSectionEPKcS3_U13block_pointerFvPKvyyE_block_invoke
00007ff800460d68 (__TEXT,__text) non-external ____ZN5dyld45Atlas5Image17contentForSegmentEPKcU13block_pointerFvPKvyyE_block_invoke
00007ff80045ffc5 (__TEXT,__text) non-external ____ZN5dyld45Atlas6Mapper14mapperForMachOERN3lsl9AllocatorERNS_10FileRecordERKNS2_4UUIDEPKv_block_invoke
00007ff8004600a5 (__TEXT,__text) non-external ____ZN5dyld45Atlas6Mapper14mapperForMachOERN3lsl9AllocatorERNS_10FileRecordERKNS2_4UUIDEPKv_block_invoke.3
00007ff8004634ea (__TEXT,__text) non-external ____ZN5dyld45Atlas7Process18setupNotificationsEPi_block_invoke
00007ff800463937 (__TEXT,__text) non-external ____ZN5dyld45Atlas7Process18setupNotificationsEPi_block_invoke_2
00007ff80046407b (__TEXT,__text) non-external ____ZN5dyld45Atlas7Process20registerEventHandlerEPijP16dispatch_queue_sU13block_pointerFvvE_block_invoke
00007ff800475737 (__TEXT,__text) non-external ____ZN5dyld45Atlas7Process20registerEventHandlerEPijP16dispatch_queue_sU13block_pointerFvvE_block_invoke.cold.1
00007ff8004642c8 (__TEXT,__text) non-external ____ZN5dyld45Atlas7Process22unregisterEventHandlerEj_block_invoke
00007ff80047575a (__TEXT,__text) non-external ____ZN5dyld45Atlas7Process22unregisterEventHandlerEj_block_invoke.cold.1
00007ff800463a63 (__TEXT,__text) non-external ____ZN5dyld45Atlas7Process32registerAtlasChangedEventHandlerEPiP16dispatch_queue_sU13block_pointerFvPNS0_5ImageEbE_block_invoke
00007ff800475714 (__TEXT,__text) non-external ____ZN5dyld45Atlas7Process32registerAtlasChangedEventHandlerEPiP16dispatch_queue_sU13block_pointerFvPNS0_5ImageEbE_block_invoke.cold.1
00007ff800463ea4 (__TEXT,__text) non-external ____ZN5dyld45Atlas7Process32registerAtlasChangedEventHandlerEPiP16dispatch_queue_sU13block_pointerFvPNS0_5ImageEbE_block_invoke_2
00007ff8004628e7 (__TEXT,__text) non-external ____ZN5dyld45Atlas7ProcessD2Ev_block_invoke
00007ff80045db95 (__TEXT,__text) non-external ____ZN6mach_o5Image15makeBindOpcodesEv_block_invoke
00007ff80045dab4 (__TEXT,__text) non-external ____ZN6mach_o5Image15makeExportsTrieEv_block_invoke
00007ff80045db10 (__TEXT,__text) non-external ____ZN6mach_o5Image15makeSymbolTableEv_block_invoke
00007ff80045ddd6 (__TEXT,__text) non-external ____ZN6mach_o5Image16makeSplitSegInfoEv_block_invoke
00007ff80045dcbe (__TEXT,__text) non-external ____ZN6mach_o5Image17makeChainedFixupsEv_block_invoke
00007ff80045dd2f (__TEXT,__text) non-external ____ZN6mach_o5Image17makeCompactUnwindEv_block_invoke
00007ff80045db37 (__TEXT,__text) non-external ____ZN6mach_o5Image17makeRebaseOpcodesEv_block_invoke
00007ff80045dcf8 (__TEXT,__text) non-external ____ZN6mach_o5Image18makeFunctionStartsEv_block_invoke
00007ff80045dbf3 (__TEXT,__text) non-external ____ZN6mach_o5Image19makeLazyBindOpcodesEv_block_invoke
00007ff80045dc60 (__TEXT,__text) non-external ____ZN6mach_o5Image19makeWeakBindOpcodesEv_block_invoke
00007ff80046d549 (__TEXT,__text) non-external ____ZNK15DyldSharedCache12forEachRangeEU13block_pointerFvPKcyyjyjjRbEU13block_pointerFvPKS_jE_block_invoke
00007ff80046d5e1 (__TEXT,__text) non-external ____ZNK15DyldSharedCache12forEachRangeEU13block_pointerFvPKcyyjyjjRbEU13block_pointerFvPKS_jE_block_invoke_2
00007ff80046d6fe (__TEXT,__text) non-external ____ZNK15DyldSharedCache7inCacheEPKvmRb_block_invoke
00007ff800452d04 (__TEXT,__text) non-external ____ZNK5dyld39MachOFile14forEachSectionEU13block_pointerFvRKNS0_11SectionInfoEbRbE_block_invoke
00007ff800471778 (__TEXT,__text) non-external ____ZNK5dyld39MachOFile14forEachSegmentEU13block_pointerFvRKNS0_11SegmentInfoERbE_block_invoke
00007ff8004713b4 (__TEXT,__text) non-external ____ZNK5dyld39MachOFile16builtForPlatformENS_8PlatformEb_block_invoke
00007ff80047167f (__TEXT,__text) non-external ____ZNK5dyld39MachOFile19getDylibInstallNameEPPKcPjS4__block_invoke
00007ff8004719bf (__TEXT,__text) non-external ____ZNK5dyld39MachOFile20preferredLoadAddressEv_block_invoke
00007ff800451f15 (__TEXT,__text) non-external ____ZNK5dyld39MachOFile24forEachSupportedPlatformEU13block_pointerFvNS_8PlatformEjjE_block_invoke
00007ff8004716ca (__TEXT,__text) non-external ____ZNK5dyld39MachOFile7getUuidEPh_block_invoke
00007ff800452a61 (__TEXT,__text) non-external ____ZNK5dyld39MachOFile7isMachOER11Diagnosticsy_block_invoke
00007ff80045aa29 (__TEXT,__text) non-external ____ZNK6mach_o11BindOpcodes17forEachBindTargetEU13block_pointerFvRKNS_5Fixup10BindTargetERbEU13block_pointerFvPKcE_block_invoke
00007ff80045a6c0 (__TEXT,__text) non-external ____ZNK6mach_o11BindOpcodes5validENSt3__14spanIKNS_13MappedSegmentELm18446744073709551615EEEjbb_block_invoke
00007ff80045a992 (__TEXT,__text) non-external ____ZNK6mach_o11BindOpcodes5validENSt3__14spanIKNS_13MappedSegmentELm18446744073709551615EEEjbb_block_invoke.14
00007ff800458c1c (__TEXT,__text) non-external ____ZNK6mach_o11ExportsTrie21forEachExportedSymbolEU13block_pointerFvRKNS_6SymbolERbE_block_invoke
00007ff800458e39 (__TEXT,__text) non-external ____ZNK6mach_o11ExportsTrie5validEy_block_invoke
00007ff80045886a (__TEXT,__text) non-external ____ZNK6mach_o11GenericTrie12forEachEntryEU13block_pointerFvRKNS0_5EntryERbE_block_invoke
00007ff8004591e5 (__TEXT,__text) non-external ____ZNK6mach_o13ChainedFixups17forEachBindTargetEU13block_pointerFvRKNS_5Fixup10BindTargetERbE_block_invoke
00007ff800453eb4 (__TEXT,__text) non-external ____ZNK6mach_o13RebaseOpcodes5validENSt3__14spanIKNS_13MappedSegmentELm18446744073709551615EEEbb_block_invoke
00007ff80045b5bc (__TEXT,__text) non-external ____ZNK6mach_o16NListSymbolTable13forEachSymbolEU13block_pointerFvPKcyhhtjRbE_block_invoke
00007ff80045b3ca (__TEXT,__text) non-external ____ZNK6mach_o16NListSymbolTable21forEachExportedSymbolEU13block_pointerFvRKNS_6SymbolEjRbE_block_invoke
00007ff80045b528 (__TEXT,__text) non-external ____ZNK6mach_o16NListSymbolTable21forEachExportedSymbolEU13block_pointerFvRKNS_6SymbolEjRbE_block_invoke.1
00007ff80045de1a (__TEXT,__text) non-external ____ZNK6mach_o5Image12segmentCountEv_block_invoke
00007ff80045d549 (__TEXT,__text) non-external ____ZNK6mach_o5Image17validInitializersERKNS_6PolicyE_block_invoke
00007ff80045d5c2 (__TEXT,__text) non-external ____ZNK6mach_o5Image17validInitializersERKNS_6PolicyE_block_invoke.49
00007ff80045d6b3 (__TEXT,__text) non-external ____ZNK6mach_o5Image17validInitializersERKNS_6PolicyE_block_invoke.53
00007ff80045d9a1 (__TEXT,__text) non-external ____ZNK6mach_o5Image17validInitializersERKNS_6PolicyE_block_invoke.60
00007ff80045cd85 (__TEXT,__text) non-external ____ZNK6mach_o5Image22validStructureLinkeditERKNS_6PolicyE_block_invoke
00007ff80045d447 (__TEXT,__text) non-external ____ZNK6mach_o5Image22validStructureLinkeditERKNS_6PolicyE_block_invoke.30
00007ff80045d47e (__TEXT,__text) non-external ____ZNK6mach_o5Image22validStructureLinkeditERKNS_6PolicyE_block_invoke.33
00007ff80045d498 (__TEXT,__text) non-external ____ZNK6mach_o5Image22validStructureLinkeditERKNS_6PolicyE_block_invoke.35
00007ff80045de61 (__TEXT,__text) non-external ____ZNK6mach_o5Image7segmentEj_block_invoke
00007ff80045805d (__TEXT,__text) non-external ____ZNK6mach_o6Header12forEachRPathEU13block_pointerFvPKcRbE_block_invoke
00007ff800457c15 (__TEXT,__text) non-external ____ZNK6mach_o6Header14forEachSectionEU13block_pointerFvRKNS0_11SectionInfoERbE_block_invoke
00007ff800457b6e (__TEXT,__text) non-external ____ZNK6mach_o6Header14forEachSegmentEU13block_pointerFvRKNS0_11SegmentInfoERbE_block_invoke
00007ff80045795d (__TEXT,__text) non-external ____ZNK6mach_o6Header15hasSplitSegInfoERb_block_invoke
00007ff80045719d (__TEXT,__text) non-external ____ZNK6mach_o6Header16builtForPlatformENS_8PlatformEb_block_invoke
00007ff800457894 (__TEXT,__text) non-external ____ZNK6mach_o6Header16hasCodeSignatureERjS1__block_invoke
00007ff800457623 (__TEXT,__text) non-external ____ZNK6mach_o6Header16linkedDylibCountEPb_block_invoke
00007ff800457698 (__TEXT,__text) non-external ____ZNK6mach_o6Header18forEachLinkedDylibEU13block_pointerFvPKcNS_21LinkedDylibAttributesENS_9Version32ES4_RbE_block_invoke
00007ff800456dd8 (__TEXT,__text) non-external ____ZNK6mach_o6Header18validSemanticsMainERKNS_6PolicyE_block_invoke
00007ff800455fa1 (__TEXT,__text) non-external ____ZNK6mach_o6Header18validSemanticsUUIDERKNS_6PolicyE_block_invoke
00007ff800457370 (__TEXT,__text) non-external ____ZNK6mach_o6Header19getDylibInstallNameEPPKcPNS_9Version32ES5__block_invoke
00007ff800457478 (__TEXT,__text) non-external ____ZNK6mach_o6Header19linkedDylibLoadPathEj_block_invoke
00007ff800454587 (__TEXT,__text) non-external ____ZNK6mach_o6Header19platformAndVersionsEv_block_invoke
00007ff800475402 (__TEXT,__text) non-external ____ZNK6mach_o6Header19platformAndVersionsEv_block_invoke.cold.1
00007ff80045624c (__TEXT,__text) non-external ____ZNK6mach_o6Header19validSemanticsRPathERKNS_6PolicyE_block_invoke
00007ff800457a12 (__TEXT,__text) non-external ____ZNK6mach_o6Header20preferredLoadAddressEv_block_invoke
00007ff800454778 (__TEXT,__text) non-external ____ZNK6mach_o6Header22validSemanticsPlatformEv_block_invoke
00007ff800456384 (__TEXT,__text) non-external ____ZNK6mach_o6Header22validSemanticsSegmentsERKNS_6PolicyEy_block_invoke
00007ff800457efb (__TEXT,__text) non-external ____ZNK6mach_o6Header23zerofillExpansionAmountEv_block_invoke
00007ff800455fba (__TEXT,__text) non-external ____ZNK6mach_o6Header25validSemanticsInstallNameERKNS_6PolicyE_block_invoke
00007ff800457056 (__TEXT,__text) non-external ____ZNK6mach_o6Header26forEachPlatformLoadCommandEU13block_pointerFvNS_8PlatformENS_9Version32ES2_E_block_invoke
00007ff800455fe2 (__TEXT,__text) non-external ____ZNK6mach_o6Header26validSemanticsLinkedDylibsERKNS_6PolicyE_block_invoke
00007ff8004558f5 (__TEXT,__text) non-external ____ZNK6mach_o6Header26validStructureLoadCommandsEy_block_invoke
00007ff800456fc8 (__TEXT,__text) non-external ____ZNK6mach_o6Header27validSemanticsLinkerOptionsERKNS_6PolicyE_block_invoke
00007ff800466721 (__TEXT,__text) non-external ____ZZN5dyld45Atlas15ProcessSnapshot12forEachImageEU13block_pointerFvPNS0_5ImageEEENK3$_0clEv_block_invoke
00007ff800466733 (__TEXT,__text) non-external ____ZZN5dyld45Atlas15ProcessSnapshot17forEachImageNotInERKS1_U13block_pointerFvPNS0_5ImageEEENK3$_0clEv_block_invoke
00007ff800465ec4 (__TEXT,__text) non-external ____ZZN5dyld45Atlas7Process19handleNotificationsEvENK3$_0clEPNS0_15ProcessSnapshotE_block_invoke
00007ff800466108 (__TEXT,__text) non-external ____ZZN5dyld45Atlas7Process19handleNotificationsEvENK3$_0clEPNS0_15ProcessSnapshotE_block_invoke_2
00007ff800466121 (__TEXT,__text) non-external ____ZZN5dyld45Atlas7Process19handleNotificationsEvENK3$_1clEPNS0_15ProcessSnapshotE_block_invoke
00007ff800466365 (__TEXT,__text) non-external ____ZZN5dyld45Atlas7Process19handleNotificationsEvENK3$_1clEPNS0_15ProcessSnapshotE_block_invoke_2
                 (undefined) weak external ____chkstk_darwin (from libsystem_pthread)
00007ff80046ef24 (__TEXT,__text) non-external ____dyld_process_info_create_block_invoke
                 (undefined) external ___assert_rtn (from libsystem_c)
00007ff84008f2d0 (__DATA_CONST,__const) non-external ___block_descriptor_tmp
00007ff84008f300 (__DATA_CONST,__const) non-external ___block_descriptor_tmp
00007ff84008f8a0 (__DATA_CONST,__const) non-external ___block_descriptor_tmp
00007ff840090030 (__DATA_CONST,__const) non-external ___block_descriptor_tmp
00007ff8400900f0 (__DATA_CONST,__const) non-external ___block_descriptor_tmp
00007ff840090180 (__DATA_CONST,__const) non-external ___block_descriptor_tmp
00007ff8400904b8 (__DATA_CONST,__const) non-external ___block_descriptor_tmp
00007ff840090880 (__DATA_CONST,__const) non-external ___block_descriptor_tmp
00007ff840090910 (__DATA_CONST,__const) non-external ___block_descriptor_tmp
00007ff840090a40 (__DATA_CONST,__const) non-external ___block_descriptor_tmp
00007ff840090f60 (__DATA_CONST,__const) non-external ___block_descriptor_tmp
00007ff840090fa0 (__DATA_CONST,__const) non-external ___block_descriptor_tmp
00007ff840091020 (__DATA_CONST,__const) non-external ___block_descriptor_tmp
00007ff84008f810 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.1
00007ff84008f330 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.10
00007ff8400909d0 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.10
00007ff84008f630 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.101
00007ff840090ed0 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.105
00007ff840090f00 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.108
00007ff840090f30 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.109
00007ff840091110 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.11
00007ff84008f660 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.113
00007ff840090a00 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.12
00007ff84008f840 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.13
00007ff840091140 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.13
00007ff840090518 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.14
00007ff84008f750 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.145
00007ff84008f780 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.146
00007ff84008f7b0 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.147
00007ff84008f870 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.15
00007ff840090b10 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.15
00007ff84008f7e0 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.158
00007ff840090060 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.16
00007ff840090548 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.16
00007ff840091170 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.16
00007ff840090578 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.17
00007ff8400911b0 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.17
00007ff8400905a8 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.18
00007ff8400911e0 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.19
00007ff840090120 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.2
00007ff8400908b0 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.21
00007ff840090b40 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.21
00007ff840091220 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.21
00007ff840090b70 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.23
00007ff8400908e0 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.24
00007ff840091250 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.24
00007ff840090ba0 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.27
00007ff8400900a0 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.28
00007ff840090bd0 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.29
00007ff840090a70 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.3
00007ff840090fc0 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.3
00007ff840091050 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.3
00007ff840090c00 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.30
00007ff8400901b0 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.32
00007ff840090c30 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.32
00007ff84008f360 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.33
00007ff840090c60 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.33
00007ff84008f390 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.34
00007ff8400901e0 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.34
00007ff84008f3c0 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.37
00007ff840090210 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.37
00007ff840090940 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.4
00007ff8400905d8 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.42
00007ff84008f3f0 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.43
00007ff8400905f8 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.46
00007ff840090240 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.47
00007ff840090618 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.47
00007ff840090970 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.5
00007ff840090aa0 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.5
00007ff840090fe0 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.5
00007ff840091080 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.5
00007ff84008f420 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.50
00007ff840090270 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.52
00007ff840090638 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.52
00007ff840090668 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.53
00007ff840090698 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.54
00007ff840090da0 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.54
00007ff84008f450 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.55
00007ff8400906c8 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.56
00007ff8400902a0 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.59
00007ff8400904e8 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.6
00007ff840091000 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.6
00007ff840090e00 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.64
00007ff8400902d0 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.65
00007ff840090300 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.66
00007ff840090320 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.67
00007ff8400906e8 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.67
00007ff84008f480 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.68
00007ff840090350 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.68
00007ff840090708 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.68
00007ff840090370 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.69
00007ff840090728 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.69
00007ff840090e30 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.69
00007ff840090150 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.7
00007ff8400909a0 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.7
00007ff8400910b0 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.7
00007ff840090390 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.70
00007ff840090748 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.70
00007ff8400903b0 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.71
00007ff8400903d0 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.72
00007ff84008f4b0 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.73
00007ff8400903f0 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.73
00007ff840090768 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.73
00007ff840090788 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.74
00007ff840090410 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.76
00007ff840090430 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.77
00007ff840090450 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.78
00007ff84008f4e0 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.81
00007ff840090480 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.81
00007ff84008f510 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.83
00007ff84008f540 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.88
00007ff8400910e0 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.9
00007ff84008f570 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.90
00007ff840090e70 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.90
00007ff840090ea0 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.91
00007ff84008f5a0 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.92
00007ff84008f5d0 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.94
00007ff84008f600 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.99
00007ff840090080 (__DATA_CONST,__const) non-external ___block_literal_global
00007ff840090a20 (__DATA_CONST,__const) non-external ___block_literal_global
00007ff840090e50 (__DATA_CONST,__const) non-external ___block_literal_global
00007ff840090f80 (__DATA_CONST,__const) non-external ___block_literal_global
00007ff840091190 (__DATA_CONST,__const) non-external ___block_literal_global
00007ff840091200 (__DATA_CONST,__const) non-external ___block_literal_global.20
                 (undefined) external ___bzero (from libsystem_platform)
00007ff800451df0 (__TEXT,__text) non-external (was a private external) ___chkstk_darwin
00007ff800453870 (__TEXT,__text) non-external (was a private external) ___chkstk_darwin_llvm_probe
00007ff8004588c0 (__TEXT,__text) non-external (was a private external) ___copy_helper_block_8_32b
00007ff80046d675 (__TEXT,__text) non-external (was a private external) ___copy_helper_block_8_32b40b48r
00007ff80045aab0 (__TEXT,__text) non-external (was a private external) ___copy_helper_block_8_32b40r
00007ff800473cc4 (__TEXT,__text) non-external (was a private external) ___copy_helper_block_8_32b40r48r
00007ff800471140 (__TEXT,__text) non-external (was a private external) ___copy_helper_block_8_32r
00007ff8004571b8 (__TEXT,__text) non-external (was a private external) ___copy_helper_block_8_32r40c22_ZTSN6mach_o8PlatformE
00007ff8004713d4 (__TEXT,__text) non-external (was a private external) ___copy_helper_block_8_32r40r
00007ff800458010 (__TEXT,__text) non-external (was a private external) ___copy_helper_block_8_32r40r48r
00007ff80045b5cc (__TEXT,__text) non-external (was a private external) ___copy_helper_block_8_32r40r48r56r64r
00007ff800456c13 (__TEXT,__text) non-external (was a private external) ___copy_helper_block_8_32r40r48rc56r64rc
00007ff800456104 (__TEXT,__text) non-external (was a private external) ___copy_helper_block_8_32r40rc
00007ff800460157 (__TEXT,__text) non-external (was a private external) ___copy_helper_block_8_32r40rc48r
00007ff800456f69 (__TEXT,__text) non-external (was a private external) ___copy_helper_block_8_32r40rc48r56r
00007ff80045d304 (__TEXT,__text) non-external (was a private external) ___copy_helper_block_8_32r40rc48r56r64r72r80r88r96r
00007ff80045a978 (__TEXT,__text) non-external (was a private external) ___copy_helper_block_8_32rc
00007ff800455dba (__TEXT,__text) non-external (was a private external) ___copy_helper_block_8_32rc40r
00007ff800454845 (__TEXT,__text) non-external (was a private external) ___copy_helper_block_8_32rc40rc
                 (undefined) external ___cxa_atexit (from libsystem_c)
                 (undefined) external ___cxa_finalize_ranges (from libsystem_c)
00007ff80046d0e4 (__TEXT,__text) non-external (was a private external) ___destroy_helper_block_8_32b
00007ff80046d6bf (__TEXT,__text) non-external (was a private external) ___destroy_helper_block_8_32b40b48r
00007ff800460b10 (__TEXT,__text) non-external (was a private external) ___destroy_helper_block_8_32b40r
00007ff800457724 (__TEXT,__text) non-external (was a private external) ___destroy_helper_block_8_32b40r48r
00007ff8004545ee (__TEXT,__text) non-external (was a private external) ___destroy_helper_block_8_32r
00007ff8004571e4 (__TEXT,__text) non-external (was a private external) ___destroy_helper_block_8_32r40
00007ff80047140c (__TEXT,__text) non-external (was a private external) ___destroy_helper_block_8_32r40r
00007ff80046d73c (__TEXT,__text) non-external (was a private external) ___destroy_helper_block_8_32r40r48r
00007ff800471a0e (__TEXT,__text) non-external (was a private external) ___destroy_helper_block_8_32r40r48r56r
00007ff80045b63a (__TEXT,__text) non-external (was a private external) ___destroy_helper_block_8_32r40r48r56r64r
00007ff80045d3ba (__TEXT,__text) non-external (was a private external) ___destroy_helper_block_8_32r40r48r56r64r72r80r88r96r
00007ff80046dc23 (__TEXT,__text) non-external ___dyld_for_each_installed_shared_cache_block_invoke
00007ff80046db90 (__TEXT,__text) non-external ___dyld_for_each_installed_shared_cache_with_system_path_block_invoke
00007ff80046e0bc (__TEXT,__text) non-external ___dyld_image_local_nlist_content_4Symbolication_block_invoke
00007ff80046da26 (__TEXT,__text) non-external ___dyld_process_snapshot_for_each_image_block_invoke
00007ff80046dafa (__TEXT,__text) non-external ___dyld_shared_cache_for_each_image_block_invoke
                 (undefined) external ___error (from libsystem_kernel)
00007ff800475181 (__TEXT,__text) non-external ___macho_for_each_defined_rpath_block_invoke
00007ff800475190 (__TEXT,__text) non-external ___macho_for_each_defined_rpath_block_invoke.6
00007ff800474784 (__TEXT,__text) non-external ___macho_for_each_slice_in_fd_block_invoke
00007ff84316b778 (__DATA_DIRTY,__common) external ___progname
                 (undefined) external ___stack_chk_fail (from libsystem_c)
                 (undefined) external ___stack_chk_guard (from libsystem_c)
                 (undefined) external ___stderrp (from libsystem_c)
                 (undefined) external ___stdoutp (from libsystem_c)
                 (undefined) external __dispatch_source_type_mach_recv (from libdispatch)
00007ff80045e583 (__TEXT,__text) external __dyld_all_twolevel_modules_prebound
00007ff800452c0f (__TEXT,__text) external __dyld_atfork_parent
00007ff800452bfa (__TEXT,__text) external __dyld_atfork_prepare
00007ff80045e597 (__TEXT,__text) external __dyld_bind_fully_image_containing_address
00007ff80045e9c4 (__TEXT,__text) external __dyld_dlopen_atfork_child
00007ff80045e9af (__TEXT,__text) external __dyld_dlopen_atfork_parent
00007ff80045e99a (__TEXT,__text) external __dyld_dlopen_atfork_prepare
00007ff80045eab2 (__TEXT,__text) external __dyld_dlsym_blocked
00007ff80045e8cb (__TEXT,__text) external __dyld_find_foreign_type_protocol_conformance
00007ff80045e976 (__TEXT,__text) external __dyld_find_foreign_type_protocol_conformance_on_disk
00007ff80045eb12 (__TEXT,__text) external __dyld_find_pointer_hash_table_entry
00007ff80045e8aa (__TEXT,__text) external __dyld_find_protocol_conformance
00007ff80045e952 (__TEXT,__text) external __dyld_find_protocol_conformance_on_disk
00007ff800452b37 (__TEXT,__text) external __dyld_find_unwind_sections
00007ff800452210 (__TEXT,__text) external __dyld_for_each_objc_class
00007ff800452037 (__TEXT,__text) external __dyld_for_each_objc_protocol
00007ff80045ea9d (__TEXT,__text) external __dyld_for_objc_header_opt_ro
