00000002465b36f4 (__TEXT,__text) external _AAAFSCGetMetadata
                 (undefined) external _strerror (from libSystem)
000000024656911c (__TEXT,__text) non-external _stringTableIndexCompareProc
0000000246568c48 (__TEXT,__text) non-external _stringTableReserve
00000002465b3030 (__TEXT,__text) non-external _stripAFSC
                 (undefined) external _strlcpy (from libSystem)
                 (undefined) external _strlen (from libSystem)
                 (undefined) external _strncmp (from libSystem)
                 (undefined) external _strrchr (from libSystem)
                 (undefined) external _strtol (from libSystem)
                 (undefined) external _strtoll (from libSystem)
                 (undefined) external _strtoull (from libSystem)
00000002465ae044 (__TEXT,__text) non-external _subArchiveCreate
00000002465ae5e8 (__TEXT,__text) non-external _subArchiveDestroy
                 (undefined) external _symlink (from libSystem)
                 (undefined) external _symlinkat (from libSystem)
                 (undefined) external _sysconf (from libSystem)
                 (undefined) external _sysctlbyname (from libSystem)
00000002465a6d14 (__TEXT,__text) non-external _tarParseInt
0000000246583474 (__TEXT,__text) non-external _tempStreamCancel
00000002465833dc (__TEXT,__text) non-external _tempStreamClose
00000002465834b8 (__TEXT,__text) non-external _tempStreamPRead
0000000246583710 (__TEXT,__text) non-external _tempStreamPWrite
0000000246583488 (__TEXT,__text) non-external _tempStreamRead
0000000246583680 (__TEXT,__text) non-external _tempStreamSeek
000000024658397c (__TEXT,__text) non-external _tempStreamTruncate
00000002465836e0 (__TEXT,__text) non-external _tempStreamWrite
000000024656fb64 (__TEXT,__text) non-external _threadPipelineConsumerThreadProc
000000024656f880 (__TEXT,__text) non-external _threadPipelineWorkerThreadProc
00000002465b970c (__TEXT,__text) non-external _threadPoolWorkerThreadProc
000000024657c55c (__TEXT,__text) non-external _threadWrapperProc
0000000246556044 (__TEXT,__text) non-external _treeAdd
0000000246555900 (__TEXT,__text) non-external (was a private external) _treeDeleteRangeWithPoint
0000000246555c5c (__TEXT,__text) non-external _treeRebalance
0000000246556b98 (__TEXT,__text) non-external _treeRotateLeft
0000000246556a2c (__TEXT,__text) non-external _treeRotateRight
0000000246555f00 (__TEXT,__text) non-external (was a private external) _treeSub
                 (undefined) external _unlink (from libSystem)
0000000246591a10 (__TEXT,__text) non-external _unlinkTempSegment
                 (undefined) external _unlinkat (from libSystem)
000000024657657c (__TEXT,__text) non-external (was a private external) _updateFileAttributes
0000000246578fe4 (__TEXT,__text) non-external _updateFromHeader
000000024657c028 (__TEXT,__text) non-external (was a private external) _updateThreadErrorContextErrorCode
000000024657c068 (__TEXT,__text) non-external (was a private external) _updateThreadErrorContextWarningCode
00000002465a2e70 (__TEXT,__text) non-external _update_field_sizes
                 (undefined) external _usleep (from libSystem)
                 (undefined) external _utimes (from libSystem)
                 (undefined) external _uuid_parse (from libSystem)
                 (undefined) external _uuid_unparse_upper (from libSystem)
                 (undefined) external _valloc (from libSystem)
000000024654e084 (__TEXT,__text) non-external _verifyDirectoryStreamCancel
000000024654d4dc (__TEXT,__text) non-external _verifyDirectoryStreamClose
000000024654de14 (__TEXT,__text) non-external _verifyDirectoryStreamWriteBlob
000000024654d82c (__TEXT,__text) non-external _verifyDirectoryStreamWriteHeader
0000000246582b30 (__TEXT,__text) non-external _verifySegment
0000000246590980 (__TEXT,__text) non-external _verifySegment
00000002465bcd70 (__TEXT,__text) non-external (was a private external) _verifySegmentProc
                 (undefined) external _vsnprintf (from libSystem)
0000000246599144 (__TEXT,__text) non-external _workerApplyAttr
000000024654e098 (__TEXT,__text) non-external _workerDataFree
00000002465993d8 (__TEXT,__text) non-external _workerDecodeAndApplyACL
00000002465992c8 (__TEXT,__text) non-external _workerDecodeAndApplyXAT
0000000246562788 (__TEXT,__text) non-external _workerDestroy
0000000246598dc8 (__TEXT,__text) non-external _workerDestroy
000000024653e1c0 (__TEXT,__text) non-external _workerProc
000000024654cfe4 (__TEXT,__text) non-external _workerProc
0000000246561f4c (__TEXT,__text) non-external _workerProc
000000024657569c (__TEXT,__text) non-external _workerProc
00000002465969dc (__TEXT,__text) non-external _workerProc
00000002465bbe70 (__TEXT,__text) non-external _workerProc
0000000246599214 (__TEXT,__text) non-external _workerReserve
0000000246598f00 (__TEXT,__text) non-external _workerUpdateDir
                 (undefined) external _write (from libSystem)
000000024657a124 (__TEXT,__text) non-external _writeBlobProc
0000000246579b94 (__TEXT,__text) non-external _writeHeaderProc
00000002465af888 (__TEXT,__text) non-external _writeOBuf
0000000246543dd8 (__TEXT,__text) non-external _writeProc
000000024656e718 (__TEXT,__text) non-external _writeProc
000000024658dde8 (__TEXT,__text) non-external _writeProc
000000024658a97c (__TEXT,__text) non-external _writerProc
00000002465bd190 (__TEXT,__text) non-external (was a private external) _writerProc
