00007ff90dd3f9af (__TEXT,__text) non-external +[Caller current]
00007ff943df6460 (__DATA,__objc_ivar) non-external (was a private external) _OBJC_IVAR_$_PreflightCacheInvalidationSource._cache
00007ff943df6458 (__DATA,__objc_ivar) non-external (was a private external) _OBJC_IVAR_$_PreflightCacheInvalidationSource._status
00007ff943df6438 (__DATA,__objc_ivar) non-external (was a private external) _OBJC_IVAR_$_PushButtonMonitor._axDoubleTapDetected
00007ff943df6420 (__DATA,__objc_ivar) non-external (was a private external) _OBJC_IVAR_$_PushButtonMonitor._axDoubleTapExpirationBlock
00007ff943df6440 (__DATA,__objc_ivar) non-external (was a private external) _OBJC_IVAR_$_PushButtonMonitor._delegate
00007ff943df6430 (__DATA,__objc_ivar) non-external (was a private external) _OBJC_IVAR_$_PushButtonMonitor._doubleTapDetected
00007ff943df6428 (__DATA,__objc_ivar) non-external (was a private external) _OBJC_IVAR_$_PushButtonMonitor._hidClient
00007ff943df6418 (__DATA,__objc_ivar) non-external (was a private external) _OBJC_IVAR_$_PushButtonMonitor._lastDoubleTap
00007ff943df6410 (__DATA,__objc_ivar) non-external (was a private external) _OBJC_IVAR_$_PushButtonMonitor._lastTap
00007ff943df6490 (__DATA,__objc_ivar) non-external (was a private external) _OBJC_IVAR_$_Request._caller
00007ff943df6480 (__DATA,__objc_ivar) non-external (was a private external) _OBJC_IVAR_$_Request._heldObjects
00007ff943df6488 (__DATA,__objc_ivar) non-external (was a private external) _OBJC_IVAR_$_Request._identifier
00007ff943df64a0 (__DATA,__objc_ivar) non-external (was a private external) _OBJC_IVAR_$_Request._log
00007ff943df6498 (__DATA,__objc_ivar) non-external (was a private external) _OBJC_IVAR_$_Request._received
00007ff943df64a8 (__DATA,__objc_ivar) non-external (was a private external) _OBJC_IVAR_$_Request._serviceLocator
00007ff943df6530 (__DATA,__objc_ivar) non-external (was a private external) _OBJC_IVAR_$_StorageRequest._acl
00007ff943df6538 (__DATA,__objc_ivar) non-external (was a private external) _OBJC_IVAR_$_StorageRequest._contextID
00007ff943df6540 (__DATA,__objc_ivar) non-external (was a private external) _OBJC_IVAR_$_StorageRequest._domain
00007ff943df6548 (__DATA,__objc_ivar) non-external (was a private external) _OBJC_IVAR_$_StorageRequest._key
00007ff943df6550 (__DATA,__objc_ivar) non-external (was a private external) _OBJC_IVAR_$_StorageRequest._options
00007ff943df6390 (__DATA,__objc_ivar) non-external (was a private external) _OBJC_IVAR_$_WatchMonitor._approveDiscovery
00007ff943df6388 (__DATA,__objc_ivar) non-external (was a private external) _OBJC_IVAR_$_WatchMonitor._failedActivationCount
00007ff943df6380 (__DATA,__objc_ivar) non-external (was a private external) _OBJC_IVAR_$_WatchMonitor._invalidationCount
00007ff943df63a0 (__DATA,__objc_ivar) non-external (was a private external) _OBJC_IVAR_$_WatchMonitor._lastActivation
00007ff943df6370 (__DATA,__objc_ivar) non-external (was a private external) _OBJC_IVAR_$_WatchMonitor._observers
00007ff943df6398 (__DATA,__objc_ivar) non-external (was a private external) _OBJC_IVAR_$_WatchMonitor._queue
00007ff943df6378 (__DATA,__objc_ivar) non-external (was a private external) _OBJC_IVAR_$_WatchMonitor._restartAttempt
00007ff9434169a8 (__DATA_DIRTY,__objc_data) external _OBJC_METACLASS_$_BiometryHelper
00007ff943416db8 (__DATA_DIRTY,__objc_data) external _OBJC_METACLASS_$_BiometryLockoutInvalidationSource
00007ff943416980 (__DATA_DIRTY,__objc_data) external _OBJC_METACLASS_$_Caller
00007ff943416958 (__DATA_DIRTY,__objc_data) external _OBJC_METACLASS_$_DaemonUtils
00007ff943416d18 (__DATA_DIRTY,__objc_data) external _OBJC_METACLASS_$_DarwinNotificationInvalidationSource
00007ff943416e08 (__DATA_DIRTY,__objc_data) external _OBJC_METACLASS_$_DomainStateRequest
00007ff943416930 (__DATA_DIRTY,__objc_data) external _OBJC_METACLASS_$_EvaluationRequest
00007ff943416c78 (__DATA_DIRTY,__objc_data) external _OBJC_METACLASS_$_InstalledAppsCache
00007ff943416908 (__DATA_DIRTY,__objc_data) external _OBJC_METACLASS_$_LAAnalytics
00007ff9434168e0 (__DATA_DIRTY,__objc_data) external _OBJC_METACLASS_$_LAAnalyticsEvaluation
00007ff943416b88 (__DATA_DIRTY,__objc_data) external _OBJC_METACLASS_$_LAAnalyticsPasscodeFallbackPeriod
                 (undefined) external _OBJC_METACLASS_$_LACBiometryHelper (from LocalAuthenticationCore)
00007ff943df66a0 (__DATA,__objc_data) external _OBJC_METACLASS_$_LADFROwnerToken
00007ff943df6880 (__DATA,__objc_data) external _OBJC_METACLASS_$_LASIORemoteCall
00007ff943df6920 (__DATA,__objc_data) external _OBJC_METACLASS_$_LASecureIO
00007ff943df6808 (__DATA,__objc_data) external _OBJC_METACLASS_$_LASecureIOArchive
00007ff943df68d0 (__DATA,__objc_data) external _OBJC_METACLASS_$_LASecureIOCommunication
00007ff943df6678 (__DATA,__objc_data) external _OBJC_METACLASS_$_LASecureIOHelper
00007ff943df6948 (__DATA,__objc_data) external _OBJC_METACLASS_$_LASecureIOLoggingHelper
                 (undefined) external _OBJC_METACLASS_$_NSObject (from libobjc)
00007ff943416d68 (__DATA_DIRTY,__objc_data) external _OBJC_METACLASS_$_NotificationCenterInvalidationSource
00007ff943416bd8 (__DATA_DIRTY,__objc_data) external _OBJC_METACLASS_$_PreflightCache
00007ff943df66f0 (__DATA,__objc_data) external _OBJC_METACLASS_$_PreflightCacheAssertion
00007ff943df6718 (__DATA,__objc_data) external _OBJC_METACLASS_$_PreflightCacheBypassAssertion
00007ff943416cc8 (__DATA_DIRTY,__objc_data) external _OBJC_METACLASS_$_PreflightCacheInvalidationSource
00007ff943416c28 (__DATA_DIRTY,__objc_data) external _OBJC_METACLASS_$_PushButtonMonitor
00007ff9434168b8 (__DATA_DIRTY,__objc_data) external _OBJC_METACLASS_$_Request
00007ff943416890 (__DATA_DIRTY,__objc_data) external _OBJC_METACLASS_$_StorageRequest
00007ff943416868 (__DATA_DIRTY,__objc_data) external _OBJC_METACLASS_$_TrustedAccessoryHelper
00007ff943df6790 (__DATA,__objc_data) external _OBJC_METACLASS_$_UserPasswordInvalidationSource
00007ff943df67e0 (__DATA,__objc_data) external _OBJC_METACLASS_$_WatchInvalidationSource
00007ff943416840 (__DATA_DIRTY,__objc_data) external _OBJC_METACLASS_$_WatchMonitor
00007ff90dd5cbd8 (__TEXT,__const) external _PreflightCacheCapacity
                 (undefined) external _SecCodeCheckValidity (from Security)
                 (undefined) external _SecCodeCopyGuestWithAttributes (from Security)
                 (undefined) external _SecRequirementCreateWithString (from Security)
00007ff90dd5252c (__TEXT,__text) external _SerializeAddCredential
00007ff90dd51f8b (__TEXT,__text) external _SerializeCredential
00007ff90dd526e3 (__TEXT,__text) external _SerializeCredentialList
00007ff90dd52932 (__TEXT,__text) external _SerializeGetContextProperty
00007ff90dd518e0 (__TEXT,__text) external _SerializeProcessAcl
00007ff90dd52687 (__TEXT,__text) external _SerializeRemoveCredential
00007ff90dd526d7 (__TEXT,__text) external _SerializeReplacePassphraseCredential
00007ff90dd51b1f (__TEXT,__text) external _SerializeRequirement
00007ff90dd5170a (__TEXT,__text) external _SerializeVerifyAclConstraint
00007ff90dd51368 (__TEXT,__text) external _SerializeVerifyPolicy
00007ff943416ed8 (__DATA_DIRTY,__bss) non-external _SharingLibraryCore.frameworkLibrary
00007ff90dd410e4 (__TEXT,__text) non-external _TrustedAccessoryLibrary
00007ff943416ed0 (__DATA_DIRTY,__bss) non-external _TrustedAccessoryLibraryCore.frameworkLibrary
00007ff90dd548d4 (__TEXT,__text) external _Util_AllocCredential
00007ff90dd54c9c (__TEXT,__text) external _Util_AllocRequirement
00007ff90dd55384 (__TEXT,__text) external _Util_CreateRequirement
00007ff90dd545a7 (__TEXT,__text) external _Util_DeallocCredential
00007ff90dd55401 (__TEXT,__text) external _Util_DeallocRequirement
00007ff90dd44a70 (__TEXT,__text) external _Util_GetBitCount
00007ff90dd44b5b (__TEXT,__text) external _Util_KeybagLockStateToEnvVar
00007ff90dd544c3 (__TEXT,__text) external _Util_ReadFromBuffer
00007ff90dd44b83 (__TEXT,__text) external _Util_SafeDeallocParameters
00007ff90dd543d5 (__TEXT,__text) external _Util_WriteToBuffer
00007ff90dd44ae5 (__TEXT,__text) external _Util_hexDumpToStrHelper
00007ff90dd44c54 (__TEXT,__text) non-external _Util_hexDumpToStrHelper.cold.1
00007ff90dd44c75 (__TEXT,__text) non-external _Util_hexDumpToStrHelper.cold.2
00007ff90dd44ab2 (__TEXT,__text) external _Util_isNonNullEqualMemory
00007ff90dd44a88 (__TEXT,__text) external _Util_isNullOrZeroMemory
                 (undefined) external __Block_object_assign (from libSystem)
                 (undefined) external __Block_object_dispose (from libSystem)
                 (undefined) external __NSConcreteGlobalBlock (from libSystem)
                 (undefined) external __NSConcreteStackBlock (from libSystem)
00007ff90dd5b468 (__TEXT,__objc_methlist) non-external __OBJC_$_CATEGORY_CLASS_METHODS_NSDictionary_$_Merge
00007ff90dd5b480 (__TEXT,__objc_methlist) non-external __OBJC_$_CATEGORY_INSTANCE_METHODS_NSDictionary_$_Merge
00007ff9412ad490 (__DATA_CONST,__objc_const) non-external __OBJC_$_CATEGORY_NSDictionary_$_Merge
00007ff90dd5b498 (__TEXT,__objc_methlist) non-external __OBJC_$_CLASS_METHODS_Caller
00007ff90dd5b4b8 (__TEXT,__objc_methlist) non-external __OBJC_$_CLASS_METHODS_DaemonUtils
00007ff90dd5b620 (__TEXT,__objc_methlist) non-external __OBJC_$_CLASS_METHODS_EvaluationRequest
00007ff90dd5b640 (__TEXT,__objc_methlist) non-external __OBJC_$_CLASS_METHODS_InstalledAppsCache
00007ff90dd5b658 (__TEXT,__objc_methlist) non-external __OBJC_$_CLASS_METHODS_LAAnalyticsPasscodeFallbackPeriod
00007ff90dd5b678 (__TEXT,__objc_methlist) non-external __OBJC_$_CLASS_METHODS_LASIORemoteCall
00007ff90dd5b690 (__TEXT,__objc_methlist) non-external __OBJC_$_CLASS_METHODS_LASecureIO
00007ff90dd5b6a8 (__TEXT,__objc_methlist) non-external __OBJC_$_CLASS_METHODS_LASecureIOArchive
00007ff90dd5b6c8 (__TEXT,__objc_methlist) non-external __OBJC_$_CLASS_METHODS_LASecureIOHelper
00007ff90dd5b6e0 (__TEXT,__objc_methlist) non-external __OBJC_$_CLASS_METHODS_LASecureIOLoggingHelper
00007ff90dd5b728 (__TEXT,__objc_methlist) non-external __OBJC_$_CLASS_METHODS_PreflightCache
00007ff90dd5b740 (__TEXT,__objc_methlist) non-external __OBJC_$_CLASS_METHODS_PreflightCacheInvalidationSource
00007ff90dd5b758 (__TEXT,__objc_methlist) non-external __OBJC_$_CLASS_METHODS_PushButtonMonitor
00007ff90dd5b770 (__TEXT,__objc_methlist) non-external __OBJC_$_CLASS_METHODS_Request
00007ff90dd5b7a0 (__TEXT,__objc_methlist) non-external __OBJC_$_CLASS_METHODS_TrustedAccessoryHelper
00007ff90dd5b7b8 (__TEXT,__objc_methlist) non-external __OBJC_$_CLASS_METHODS_WatchMonitor
00007ff9412afb48 (__DATA_CONST,__objc_const) non-external __OBJC_$_CLASS_PROP_LIST_DaemonUtils
00007ff90dd5b7d0 (__TEXT,__objc_methlist) non-external __OBJC_$_INSTANCE_METHODS_BiometryHelper
00007ff90dd5b7e8 (__TEXT,__objc_methlist) non-external __OBJC_$_INSTANCE_METHODS_BiometryLockoutInvalidationSource
00007ff90dd5b818 (__TEXT,__objc_methlist) non-external __OBJC_$_INSTANCE_METHODS_Caller
00007ff90dd5b8f8 (__TEXT,__objc_methlist) non-external __OBJC_$_INSTANCE_METHODS_DaemonUtils
00007ff90dd5b910 (__TEXT,__objc_methlist) non-external __OBJC_$_INSTANCE_METHODS_DarwinNotificationInvalidationSource
00007ff90dd5b958 (__TEXT,__objc_methlist) non-external __OBJC_$_INSTANCE_METHODS_DomainStateRequest
00007ff90dd5b9b8 (__TEXT,__objc_methlist) non-external __OBJC_$_INSTANCE_METHODS_EvaluationRequest
00007ff90dd5bbf8 (__TEXT,__objc_methlist) non-external __OBJC_$_INSTANCE_METHODS_InstalledAppsCache
00007ff90dd5bc30 (__TEXT,__objc_methlist) non-external __OBJC_$_INSTANCE_METHODS_LAAnalytics
00007ff90dd5bcf8 (__TEXT,__objc_methlist) non-external __OBJC_$_INSTANCE_METHODS_LAAnalyticsEvaluation
00007ff90dd5be60 (__TEXT,__objc_methlist) non-external __OBJC_$_INSTANCE_METHODS_LAAnalyticsPasscodeFallbackPeriod
00007ff90dd5bf10 (__TEXT,__objc_methlist) non-external __OBJC_$_INSTANCE_METHODS_LADFROwnerToken
00007ff90dd5bf28 (__TEXT,__objc_methlist) non-external __OBJC_$_INSTANCE_METHODS_LASIORemoteCall
00007ff90dd5c008 (__TEXT,__objc_methlist) non-external __OBJC_$_INSTANCE_METHODS_LASecureIO
00007ff90dd5c0e0 (__TEXT,__objc_methlist) non-external __OBJC_$_INSTANCE_METHODS_LASecureIOCommunication
00007ff90dd5c190 (__TEXT,__objc_methlist) non-external __OBJC_$_INSTANCE_METHODS_LASecureIOHelper
00007ff90dd5c288 (__TEXT,__objc_methlist) non-external __OBJC_$_INSTANCE_METHODS_NotificationCenterInvalidationSource
00007ff90dd5c2d8 (__TEXT,__objc_methlist) non-external __OBJC_$_INSTANCE_METHODS_PreflightCache
00007ff90dd5c368 (__TEXT,__objc_methlist) non-external __OBJC_$_INSTANCE_METHODS_PreflightCacheAssertion
00007ff90dd5c3d0 (__TEXT,__objc_methlist) non-external __OBJC_$_INSTANCE_METHODS_PreflightCacheInvalidationSource
00007ff90dd5c448 (__TEXT,__objc_methlist) non-external __OBJC_$_INSTANCE_METHODS_PushButtonMonitor
00007ff90dd5c568 (__TEXT,__objc_methlist) non-external __OBJC_$_INSTANCE_METHODS_Request
00007ff90dd5c600 (__TEXT,__objc_methlist) non-external __OBJC_$_INSTANCE_METHODS_StorageRequest
00007ff90dd5c668 (__TEXT,__objc_methlist) non-external __OBJC_$_INSTANCE_METHODS_TrustedAccessoryHelper
00007ff90dd5c700 (__TEXT,__objc_methlist) non-external __OBJC_$_INSTANCE_METHODS_UserPasswordInvalidationSource
00007ff90dd5c730 (__TEXT,__objc_methlist) non-external __OBJC_$_INSTANCE_METHODS_WatchInvalidationSource
00007ff90dd5c778 (__TEXT,__objc_methlist) non-external __OBJC_$_INSTANCE_METHODS_WatchMonitor
00007ff9412af930 (__DATA_CONST,__objc_const) non-external __OBJC_$_INSTANCE_VARIABLES_Caller
00007ff9412ae468 (__DATA_CONST,__objc_const) non-external __OBJC_$_INSTANCE_VARIABLES_DarwinNotificationInvalidationSource
00007ff9412af7a0 (__DATA_CONST,__objc_const) non-external __OBJC_$_INSTANCE_VARIABLES_DomainStateRequest
00007ff9412af028 (__DATA_CONST,__objc_const) non-external __OBJC_$_INSTANCE_VARIABLES_EvaluationRequest
00007ff9412ade38 (__DATA_CONST,__objc_const) non-external __OBJC_$_INSTANCE_VARIABLES_LAAnalytics
00007ff9412ad610 (__DATA_CONST,__objc_const) non-external __OBJC_$_INSTANCE_VARIABLES_LAAnalyticsEvaluation
00007ff9412ad338 (__DATA_CONST,__objc_const) non-external __OBJC_$_INSTANCE_VARIABLES_LAAnalyticsPasscodeFallbackPeriod
00007ff9412afce0 (__DATA_CONST,__objc_const) non-external __OBJC_$_INSTANCE_VARIABLES_LASIORemoteCall
00007ff9412b0090 (__DATA_CONST,__objc_const) non-external __OBJC_$_INSTANCE_VARIABLES_LASecureIO
00007ff9412aff00 (__DATA_CONST,__objc_const) non-external __OBJC_$_INSTANCE_VARIABLES_LASecureIOCommunication
00007ff9412adb88 (__DATA_CONST,__objc_const) non-external __OBJC_$_INSTANCE_VARIABLES_LASecureIOHelper
00007ff9412ae558 (__DATA_CONST,__objc_const) non-external __OBJC_$_INSTANCE_VARIABLES_NotificationCenterInvalidationSource
00007ff9412ad518 (__DATA_CONST,__objc_const) non-external __OBJC_$_INSTANCE_VARIABLES_PreflightCache
00007ff9412ae148 (__DATA_CONST,__objc_const) non-external __OBJC_$_INSTANCE_VARIABLES_PreflightCacheAssertion
00007ff9412ae368 (__DATA_CONST,__objc_const) non-external __OBJC_$_INSTANCE_VARIABLES_PreflightCacheInvalidationSource
00007ff9412adf98 (__DATA_CONST,__objc_const) non-external __OBJC_$_INSTANCE_VARIABLES_PushButtonMonitor
00007ff9412ae940 (__DATA_CONST,__objc_const) non-external __OBJC_$_INSTANCE_VARIABLES_Request
00007ff9412af528 (__DATA_CONST,__objc_const) non-external __OBJC_$_INSTANCE_VARIABLES_StorageRequest
00007ff9412ad9a0 (__DATA_CONST,__objc_const) non-external __OBJC_$_INSTANCE_VARIABLES_WatchMonitor
00007ff9412af9f8 (__DATA_CONST,__objc_const) non-external __OBJC_$_PROP_LIST_Caller
00007ff9412afba8 (__DATA_CONST,__objc_const) non-external __OBJC_$_PROP_LIST_DaemonUtils
00007ff9412ae4b0 (__DATA_CONST,__objc_const) non-external __OBJC_$_PROP_LIST_DarwinNotificationInvalidationSource
00007ff9412af808 (__DATA_CONST,__objc_const) non-external __OBJC_$_PROP_LIST_DomainStateRequest
00007ff9412af230 (__DATA_CONST,__objc_const) non-external __OBJC_$_PROP_LIST_EvaluationRequest
00007ff9412adec0 (__DATA_CONST,__objc_const) non-external __OBJC_$_PROP_LIST_LAAnalytics
00007ff9412ad818 (__DATA_CONST,__objc_const) non-external __OBJC_$_PROP_LIST_LAAnalyticsEvaluation
00007ff9412ad3e0 (__DATA_CONST,__objc_const) non-external __OBJC_$_PROP_LIST_LAAnalyticsPasscodeFallbackPeriod
00007ff9412af6e8 (__DATA_CONST,__objc_const) non-external __OBJC_$_PROP_LIST_LACDomainStateRequest
00007ff9412aede8 (__DATA_CONST,__objc_const) non-external __OBJC_$_PROP_LIST_LACEvaluationRequest
00007ff9412aed98 (__DATA_CONST,__objc_const) non-external __OBJC_$_PROP_LIST_LACRequest
00007ff9412af448 (__DATA_CONST,__objc_const) non-external __OBJC_$_PROP_LIST_LACStorageRequest
00007ff9412afde8 (__DATA_CONST,__objc_const) non-external __OBJC_$_PROP_LIST_LASIORemoteCall
00007ff9412b00d8 (__DATA_CONST,__objc_const) non-external __OBJC_$_PROP_LIST_LASecureIO
00007ff9412affe8 (__DATA_CONST,__objc_const) non-external __OBJC_$_PROP_LIST_LASecureIOCommunication
00007ff9412adcb0 (__DATA_CONST,__objc_const) non-external __OBJC_$_PROP_LIST_LASecureIOHelper
00007ff9412ae700 (__DATA_CONST,__objc_const) non-external __OBJC_$_PROP_LIST_NSObject
00007ff9412aec98 (__DATA_CONST,__objc_const) non-external __OBJC_$_PROP_LIST_NSObject
00007ff9412ae580 (__DATA_CONST,__objc_const) non-external __OBJC_$_PROP_LIST_NotificationCenterInvalidationSource
00007ff9412ae190 (__DATA_CONST,__objc_const) non-external __OBJC_$_PROP_LIST_PreflightCacheAssertion
00007ff9412ae3b0 (__DATA_CONST,__objc_const) non-external __OBJC_$_PROP_LIST_PreflightCacheInvalidationSource
00007ff9412ae080 (__DATA_CONST,__objc_const) non-external __OBJC_$_PROP_LIST_PushButtonMonitor
00007ff9412aea08 (__DATA_CONST,__objc_const) non-external __OBJC_$_PROP_LIST_Request
00007ff9412af5d0 (__DATA_CONST,__objc_const) non-external __OBJC_$_PROP_LIST_StorageRequest
00007ff9412ae868 (__DATA_CONST,__objc_const) non-external __OBJC_$_PROP_LIST_WatchInvalidationSource
00007ff9412ada88 (__DATA_CONST,__objc_const) non-external __OBJC_$_PROP_LIST_WatchMonitor
00007ff90dd5c868 (__TEXT,__objc_methlist) non-external __OBJC_$_PROTOCOL_INSTANCE_METHODS_LACDomainStateRequest
00007ff90dd5c8a0 (__TEXT,__objc_methlist) non-external __OBJC_$_PROTOCOL_INSTANCE_METHODS_LACEvaluationRequest
00007ff90dd5c9d8 (__TEXT,__objc_methlist) non-external __OBJC_$_PROTOCOL_INSTANCE_METHODS_LACRequest
00007ff90dd5c9f8 (__TEXT,__objc_methlist) non-external __OBJC_$_PROTOCOL_INSTANCE_METHODS_LACStorageRequest
00007ff90dd5ca40 (__TEXT,__objc_methlist) non-external __OBJC_$_PROTOCOL_INSTANCE_METHODS_LASecureIODelegate
00007ff90dd5ca60 (__TEXT,__objc_methlist) non-external __OBJC_$_PROTOCOL_INSTANCE_METHODS_NSObject
00007ff9412aeaa8 (__DATA_CONST,__objc_const) non-external __OBJC_$_PROTOCOL_INSTANCE_METHODS_NSObject
00007ff90dd5cb50 (__TEXT,__objc_methlist) non-external __OBJC_$_PROTOCOL_INSTANCE_METHODS_OPT_NSObject
00007ff9412aec78 (__DATA_CONST,__objc_const) non-external __OBJC_$_PROTOCOL_INSTANCE_METHODS_OPT_NSObject
00007ff90dd5cb68 (__TEXT,__objc_methlist) non-external __OBJC_$_PROTOCOL_INSTANCE_METHODS_OPT_WatchChangeObserver
00007ff9412af720 (__DATA_CONST,__objc_const) non-external __OBJC_$_PROTOCOL_METHOD_TYPES_LACDomainStateRequest
00007ff9412aef00 (__DATA_CONST,__objc_const) non-external __OBJC_$_PROTOCOL_METHOD_TYPES_LACEvaluationRequest
00007ff9412aedc0 (__DATA_CONST,__objc_const) non-external __OBJC_$_PROTOCOL_METHOD_TYPES_LACRequest
00007ff9412af4a0 (__DATA_CONST,__objc_const) non-external __OBJC_$_PROTOCOL_METHOD_TYPES_LACStorageRequest
00007ff9412adb18 (__DATA_CONST,__objc_const) non-external __OBJC_$_PROTOCOL_METHOD_TYPES_LASecureIODelegate
00007ff9412ae748 (__DATA_CONST,__objc_const) non-external __OBJC_$_PROTOCOL_METHOD_TYPES_NSObject
00007ff9412aece0 (__DATA_CONST,__objc_const) non-external __OBJC_$_PROTOCOL_METHOD_TYPES_NSObject
00007ff9412ae800 (__DATA_CONST,__objc_const) non-external __OBJC_$_PROTOCOL_METHOD_TYPES_WatchChangeObserver
00007ff9412af6d0 (__DATA_CONST,__objc_const) non-external __OBJC_$_PROTOCOL_REFS_LACDomainStateRequest
00007ff9412aedd0 (__DATA_CONST,__objc_const) non-external __OBJC_$_PROTOCOL_REFS_LACEvaluationRequest
00007ff9412aed80 (__DATA_CONST,__objc_const) non-external __OBJC_$_PROTOCOL_REFS_LACRequest
00007ff9412af430 (__DATA_CONST,__objc_const) non-external __OBJC_$_PROTOCOL_REFS_LACStorageRequest
00007ff9412ae7e8 (__DATA_CONST,__objc_const) non-external __OBJC_$_PROTOCOL_REFS_WatchChangeObserver
00007ff9412af740 (__DATA_CONST,__objc_const) non-external __OBJC_CLASS_PROTOCOLS_$_DomainStateRequest
00007ff9412aefc8 (__DATA_CONST,__objc_const) non-external __OBJC_CLASS_PROTOCOLS_$_EvaluationRequest
00007ff9412adb28 (__DATA_CONST,__objc_const) non-external __OBJC_CLASS_PROTOCOLS_$_LASecureIOHelper
00007ff9412af4c8 (__DATA_CONST,__objc_const) non-external __OBJC_CLASS_PROTOCOLS_$_StorageRequest
00007ff9412ae808 (__DATA_CONST,__objc_const) non-external __OBJC_CLASS_PROTOCOLS_$_WatchInvalidationSource
00007ff9412ad2a8 (__DATA_CONST,__objc_const) non-external __OBJC_CLASS_RO_$_BiometryHelper
00007ff9412ae628 (__DATA_CONST,__objc_const) non-external __OBJC_CLASS_RO_$_BiometryLockoutInvalidationSource
00007ff9412afa70 (__DATA_CONST,__objc_const) non-external __OBJC_CLASS_RO_$_Caller
00007ff9412afbc0 (__DATA_CONST,__objc_const) non-external __OBJC_CLASS_RO_$_DaemonUtils
00007ff9412ae4c8 (__DATA_CONST,__objc_const) non-external __OBJC_CLASS_RO_$_DarwinNotificationInvalidationSource
00007ff9412af8a0 (__DATA_CONST,__objc_const) non-external __OBJC_CLASS_RO_$_DomainStateRequest
00007ff9412af3e8 (__DATA_CONST,__objc_const) non-external __OBJC_CLASS_RO_$_EvaluationRequest
00007ff9412ae2d8 (__DATA_CONST,__objc_const) non-external __OBJC_CLASS_RO_$_InstalledAppsCache
00007ff9412adf08 (__DATA_CONST,__objc_const) non-external __OBJC_CLASS_RO_$_LAAnalytics
00007ff9412ad910 (__DATA_CONST,__objc_const) non-external __OBJC_CLASS_RO_$_LAAnalyticsEvaluation
00007ff9412ad448 (__DATA_CONST,__objc_const) non-external __OBJC_CLASS_RO_$_LAAnalyticsPasscodeFallbackPeriod
00007ff9412adda8 (__DATA_CONST,__objc_const) non-external __OBJC_CLASS_RO_$_LADFROwnerToken
00007ff9412afe70 (__DATA_CONST,__objc_const) non-external __OBJC_CLASS_RO_$_LASIORemoteCall
00007ff9412b00f0 (__DATA_CONST,__objc_const) non-external __OBJC_CLASS_RO_$_LASecureIO
00007ff9412afc50 (__DATA_CONST,__objc_const) non-external __OBJC_CLASS_RO_$_LASecureIOArchive
00007ff9412b0000 (__DATA_CONST,__objc_const) non-external __OBJC_CLASS_RO_$_LASecureIOCommunication
00007ff9412add18 (__DATA_CONST,__objc_const) non-external __OBJC_CLASS_RO_$_LASecureIOHelper
00007ff9412b0180 (__DATA_CONST,__objc_const) non-external __OBJC_CLASS_RO_$_LASecureIOLoggingHelper
00007ff9412ae598 (__DATA_CONST,__objc_const) non-external __OBJC_CLASS_RO_$_NotificationCenterInvalidationSource
00007ff9412ad580 (__DATA_CONST,__objc_const) non-external __OBJC_CLASS_RO_$_PreflightCache
00007ff9412ae1b8 (__DATA_CONST,__objc_const) non-external __OBJC_CLASS_RO_$_PreflightCacheAssertion
00007ff9412ae248 (__DATA_CONST,__objc_const) non-external __OBJC_CLASS_RO_$_PreflightCacheBypassAssertion
00007ff9412ae3d8 (__DATA_CONST,__objc_const) non-external __OBJC_CLASS_RO_$_PreflightCacheInvalidationSource
00007ff9412ae0b8 (__DATA_CONST,__objc_const) non-external __OBJC_CLASS_RO_$_PushButtonMonitor
00007ff9412aea60 (__DATA_CONST,__objc_const) non-external __OBJC_CLASS_RO_$_Request
00007ff9412af688 (__DATA_CONST,__objc_const) non-external __OBJC_CLASS_RO_$_StorageRequest
00007ff9412afb00 (__DATA_CONST,__objc_const) non-external __OBJC_CLASS_RO_$_TrustedAccessoryHelper
00007ff9412ae6b8 (__DATA_CONST,__objc_const) non-external __OBJC_CLASS_RO_$_UserPasswordInvalidationSource
00007ff9412ae8b0 (__DATA_CONST,__objc_const) non-external __OBJC_CLASS_RO_$_WatchInvalidationSource
00007ff9412adad0 (__DATA_CONST,__objc_const) non-external __OBJC_CLASS_RO_$_WatchMonitor
00007ff9412ad250 (__DATA_CONST,__objc_protolist) non-external (was a private external) __OBJC_LABEL_PROTOCOL_$_LACDomainStateRequest
00007ff9412ad240 (__DATA_CONST,__objc_protolist) non-external (was a private external) __OBJC_LABEL_PROTOCOL_$_LACEvaluationRequest
00007ff9412ad238 (__DATA_CONST,__objc_protolist) non-external (was a private external) __OBJC_LABEL_PROTOCOL_$_LACRequest
00007ff9412ad248 (__DATA_CONST,__objc_protolist) non-external (was a private external) __OBJC_LABEL_PROTOCOL_$_LACStorageRequest
00007ff9412ad220 (__DATA_CONST,__objc_protolist) non-external (was a private external) __OBJC_LABEL_PROTOCOL_$_LASecureIODelegate
00007ff9412ad228 (__DATA_CONST,__objc_protolist) non-external (was a private external) __OBJC_LABEL_PROTOCOL_$_NSObject
00007ff9412ad230 (__DATA_CONST,__objc_protolist) non-external (was a private external) __OBJC_LABEL_PROTOCOL_$_WatchChangeObserver
00007ff9412ad260 (__DATA_CONST,__objc_const) non-external __OBJC_METACLASS_RO_$_BiometryHelper
00007ff9412ae5e0 (__DATA_CONST,__objc_const) non-external __OBJC_METACLASS_RO_$_BiometryLockoutInvalidationSource
00007ff9412af8e8 (__DATA_CONST,__objc_const) non-external __OBJC_METACLASS_RO_$_Caller
