00000002454246f4 (__TEXT,__text) external _AAAFSCGetMetadata
00000002453fbcdc (__TEXT,__text) non-external _streamClose
00000002453c1c20 (__TEXT,__text) non-external _streamConsumerProc
00000002453fc7e0 (__TEXT,__text) non-external _streamEnqueueWriteChunkToStream
00000002453e4438 (__TEXT,__text) non-external _streamPRead
00000002453fc050 (__TEXT,__text) non-external _streamPWrite
00000002453e5350 (__TEXT,__text) non-external _streamProc
000000024542cfd4 (__TEXT,__text) non-external _streamProc
00000002453e4838 (__TEXT,__text) non-external _streamRead
00000002453e4858 (__TEXT,__text) non-external _streamSeek
00000002453c1d04 (__TEXT,__text) non-external _streamThreadProc
00000002453c1b70 (__TEXT,__text) non-external _streamWorkerProc
                 (undefined) external _strerror (from libSystem)
00000002453da11c (__TEXT,__text) non-external _stringTableIndexCompareProc
00000002453d9c48 (__TEXT,__text) non-external _stringTableReserve
0000000245424030 (__TEXT,__text) non-external _stripAFSC
                 (undefined) external _strlcpy (from libSystem)
                 (undefined) external _strlen (from libSystem)
                 (undefined) external _strncmp (from libSystem)
                 (undefined) external _strrchr (from libSystem)
                 (undefined) external _strtol (from libSystem)
                 (undefined) external _strtoll (from libSystem)
                 (undefined) external _strtoull (from libSystem)
000000024541f044 (__TEXT,__text) non-external _subArchiveCreate
000000024541f5e8 (__TEXT,__text) non-external _subArchiveDestroy
                 (undefined) external _symlink (from libSystem)
                 (undefined) external _symlinkat (from libSystem)
                 (undefined) external _sysconf (from libSystem)
                 (undefined) external _sysctlbyname (from libSystem)
0000000245417d14 (__TEXT,__text) non-external _tarParseInt
00000002453f4474 (__TEXT,__text) non-external _tempStreamCancel
00000002453f43dc (__TEXT,__text) non-external _tempStreamClose
00000002453f44b8 (__TEXT,__text) non-external _tempStreamPRead
00000002453f4710 (__TEXT,__text) non-external _tempStreamPWrite
00000002453f4488 (__TEXT,__text) non-external _tempStreamRead
00000002453f4680 (__TEXT,__text) non-external _tempStreamSeek
00000002453f497c (__TEXT,__text) non-external _tempStreamTruncate
00000002453f46e0 (__TEXT,__text) non-external _tempStreamWrite
00000002453e0b64 (__TEXT,__text) non-external _threadPipelineConsumerThreadProc
00000002453e0880 (__TEXT,__text) non-external _threadPipelineWorkerThreadProc
000000024542a70c (__TEXT,__text) non-external _threadPoolWorkerThreadProc
00000002453ed55c (__TEXT,__text) non-external _threadWrapperProc
00000002453c7044 (__TEXT,__text) non-external _treeAdd
00000002453c6900 (__TEXT,__text) non-external (was a private external) _treeDeleteRangeWithPoint
00000002453c6c5c (__TEXT,__text) non-external _treeRebalance
00000002453c7b98 (__TEXT,__text) non-external _treeRotateLeft
00000002453c7a2c (__TEXT,__text) non-external _treeRotateRight
00000002453c6f00 (__TEXT,__text) non-external (was a private external) _treeSub
                 (undefined) external _unlink (from libSystem)
0000000245402a10 (__TEXT,__text) non-external _unlinkTempSegment
                 (undefined) external _unlinkat (from libSystem)
00000002453e757c (__TEXT,__text) non-external (was a private external) _updateFileAttributes
00000002453e9fe4 (__TEXT,__text) non-external _updateFromHeader
00000002453ed028 (__TEXT,__text) non-external (was a private external) _updateThreadErrorContextErrorCode
00000002453ed068 (__TEXT,__text) non-external (was a private external) _updateThreadErrorContextWarningCode
0000000245413e70 (__TEXT,__text) non-external _update_field_sizes
                 (undefined) external _usleep (from libSystem)
                 (undefined) external _utimes (from libSystem)
                 (undefined) external _uuid_parse (from libSystem)
                 (undefined) external _uuid_unparse_upper (from libSystem)
                 (undefined) external _valloc (from libSystem)
00000002453bf084 (__TEXT,__text) non-external _verifyDirectoryStreamCancel
00000002453be4dc (__TEXT,__text) non-external _verifyDirectoryStreamClose
00000002453bee14 (__TEXT,__text) non-external _verifyDirectoryStreamWriteBlob
00000002453be82c (__TEXT,__text) non-external _verifyDirectoryStreamWriteHeader
00000002453f3b30 (__TEXT,__text) non-external _verifySegment
0000000245401980 (__TEXT,__text) non-external _verifySegment
000000024542dd70 (__TEXT,__text) non-external (was a private external) _verifySegmentProc
                 (undefined) external _vsnprintf (from libSystem)
000000024540a144 (__TEXT,__text) non-external _workerApplyAttr
00000002453bf098 (__TEXT,__text) non-external _workerDataFree
000000024540a3d8 (__TEXT,__text) non-external _workerDecodeAndApplyACL
000000024540a2c8 (__TEXT,__text) non-external _workerDecodeAndApplyXAT
00000002453d3788 (__TEXT,__text) non-external _workerDestroy
0000000245409dc8 (__TEXT,__text) non-external _workerDestroy
00000002453af1c0 (__TEXT,__text) non-external _workerProc
00000002453bdfe4 (__TEXT,__text) non-external _workerProc
00000002453d2f4c (__TEXT,__text) non-external _workerProc
00000002453e669c (__TEXT,__text) non-external _workerProc
00000002454079dc (__TEXT,__text) non-external _workerProc
000000024542ce70 (__TEXT,__text) non-external _workerProc
000000024540a214 (__TEXT,__text) non-external _workerReserve
0000000245409f00 (__TEXT,__text) non-external _workerUpdateDir
                 (undefined) external _write (from libSystem)
00000002453eb124 (__TEXT,__text) non-external _writeBlobProc
00000002453eab94 (__TEXT,__text) non-external _writeHeaderProc
0000000245420888 (__TEXT,__text) non-external _writeOBuf
00000002453b4dd8 (__TEXT,__text) non-external _writeProc
00000002453df718 (__TEXT,__text) non-external _writeProc
00000002453fede8 (__TEXT,__text) non-external _writeProc
00000002453fb97c (__TEXT,__text) non-external _writerProc
000000024542e190 (__TEXT,__text) non-external (was a private external) _writerProc
