00000001e79f0288 (__DATA,__data) non-external _.compoundliteral
0000000184032908 (__TEXT,__text) non-external _format_error
                 (undefined) external _fprintf (from libSystem)
                 (undefined) external _fputc (from libSystem)
                 (undefined) external _fputs (from libSystem)
                 (undefined) external _fread (from libSystem)
                 (undefined) external _free (from libSystem)
0000000184009788 (__TEXT,__text) non-external _free_bytes_in_buffer
                 (undefined) external _fseeko (from libSystem)
                 (undefined) external _fstat (from libSystem)
                 (undefined) external _ftello (from libSystem)
                 (undefined) external _funlockfile (from libSystem)
                 (undefined) external _funopen (from libSystem)
                 (undefined) external _fwrite (from libSystem)
00000001e79f9668 (__DATA,__crash_info) non-external (was a private external) _gCRAnnotations
0000000184011134 (__TEXT,__text) non-external _gc
00000001840103e0 (__TEXT,__text) non-external (was a private external) _gc_protect
0000000184010604 (__TEXT,__text) non-external (was a private external) _gc_unprotect
0000000184037cc0 (__TEXT,__text) non-external _gc_unprotect.cold.1
0000000184035bf8 (__TEXT,__text) non-external _generate_syscallmask
000000018400fa20 (__TEXT,__text) non-external (was a private external) _gensym
0000000184037c94 (__TEXT,__text) non-external _gensym.cold.1
000000018400aa64 (__TEXT,__text) non-external _get_cell
0000000184024298 (__TEXT,__text) non-external _get_current_data_address
00000001840355d4 (__TEXT,__text) non-external _has_pending_backtrack
000000018400c75c (__TEXT,__text) non-external _inchar
0000000184038ae5 (__TEXT,__const) non-external _init_scm
0000000184028294 (__TEXT,__text) non-external _inspect_iterate_items
000000018400f648 (__TEXT,__text) non-external _is_any
0000000184025cf4 (__TEXT,__text) non-external (was a private external) _is_bt_pointer
0000000184016ed4 (__TEXT,__text) non-external (was a private external) _is_character
0000000184025d80 (__TEXT,__text) non-external (was a private external) _is_closure
0000000184025da8 (__TEXT,__text) non-external (was a private external) _is_continuation
0000000184025dd0 (__TEXT,__text) non-external (was a private external) _is_environment
0000000184025d58 (__TEXT,__text) non-external (was a private external) _is_foreign
0000000184025d6c (__TEXT,__text) non-external (was a private external) _is_foreign_block
00000001840147a8 (__TEXT,__text) non-external (was a private external) _is_foreign_object
0000000184032dec (__TEXT,__text) non-external _is_implicit_source_name
0000000184012550 (__TEXT,__text) non-external (was a private external) _is_integer
0000000184025d94 (__TEXT,__text) non-external (was a private external) _is_macro
0000000184012bac (__TEXT,__text) non-external _is_nonneg
000000018402746c (__TEXT,__text) non-external _is_num_integer
000000018400fb08 (__TEXT,__text) non-external (was a private external) _is_number
000000018400e750 (__TEXT,__text) non-external (was a private external) _is_pair
0000000184025d30 (__TEXT,__text) non-external (was a private external) _is_port
000000018401c36c (__TEXT,__text) non-external _is_position_at_end_of_sequence
0000000184025d44 (__TEXT,__text) non-external (was a private external) _is_proc
0000000184025dbc (__TEXT,__text) non-external (was a private external) _is_promise
0000000184012b98 (__TEXT,__text) non-external (was a private external) _is_string
0000000184012dc8 (__TEXT,__text) non-external (was a private external) _is_symbol
0000000184025b38 (__TEXT,__text) non-external (was a private external) _is_vector
                 (undefined) external _isalnum (from libSystem)
                 (undefined) external _isalpha (from libSystem)
                 (undefined) external _isblank (from libSystem)
                 (undefined) external _iscntrl (from libSystem)
                 (undefined) external _isdigit (from libSystem)
                 (undefined) external _isgraph (from libSystem)
                 (undefined) external _islower (from libSystem)
                 (undefined) external _isprint (from libSystem)
                 (undefined) external _ispunct (from libSystem)
                 (undefined) external _isspace (from libSystem)
                 (undefined) external _isupper (from libSystem)
                 (undefined) external _isxdigit (from libSystem)
0000000184012558 (__TEXT,__text) non-external (was a private external) _ivalue
0000000184016bf8 (__TEXT,__text) non-external _list_cost_estimate
0000000184016e0c (__TEXT,__text) non-external _list_star
                 (undefined) external _mach_msg (from libSystem)
                 (undefined) external _mach_msg_destroy (from libSystem)
                 (undefined) external _mach_port_deallocate (from libSystem)
                 (undefined) external _mach_task_self_ (from libSystem)
                 (undefined) external _malloc (from libSystem)
                 (undefined) external _malloc_good_size (from libSystem)
                 (undefined) external _malloc_size (from libSystem)
                 (undefined) external _malloc_type_calloc (from libSystem)
                 (undefined) external _malloc_type_malloc (from libSystem)
                 (undefined) external _malloc_type_realloc (from libSystem)
0000000184011478 (__TEXT,__text) non-external _mark
                 (undefined) external _matchCombine (from libMatch)
                 (undefined) external _matchCompile (from libMatch)
                 (undefined) external _matchExec (from libMatch)
                 (undefined) external _matchFree (from libMatch)
                 (undefined) external _matchInit (from libMatch)
                 (undefined) external _matchPack (from libMatch)
                 (undefined) external _memchr (from libSystem)
                 (undefined) external _memcmp (from libSystem)
                 (undefined) external _memcpy (from libSystem)
                 (undefined) external _memmem (from libSystem)
                 (undefined) external _memmove (from libSystem)
                 (undefined) external _memset (from libSystem)
                 (undefined) external _mergesort_b (from libSystem)
                 (undefined) external _mig_dealloc_reply_port (from libSystem)
                 (undefined) external _mig_get_reply_port (from libSystem)
                 (undefined) external _mig_put_reply_port (from libSystem)
                 (undefined) external _mig_strncpy (from libSystem)
                 (undefined) weak external _mig_strncpy_zerofill (from libSystem)
000000018400d938 (__TEXT,__text) non-external _mk_atom
000000018401c22c (__TEXT,__text) non-external (was a private external) _mk_counted_string
0000000184026ef0 (__TEXT,__text) non-external _mk_empty_string
0000000184010760 (__TEXT,__text) non-external (was a private external) _mk_foreign_block
00000001840107a8 (__TEXT,__text) non-external (was a private external) _mk_foreign_func
000000018401476c (__TEXT,__text) non-external (was a private external) _mk_foreign_object
0000000184011000 (__TEXT,__text) non-external (was a private external) _mk_integer
000000018400e50c (__TEXT,__text) non-external _mk_sharp_const
000000018402591c (__TEXT,__text) non-external _mk_sharp_integer
000000018400ad5c (__TEXT,__text) non-external (was a private external) _mk_string
000000018400ab18 (__TEXT,__text) non-external (was a private external) _mk_symbol
000000018400a718 (__TEXT,__text) non-external _mk_vector
0000000184037d44 (__TEXT,__text) non-external _mk_vector.cold.1
00000001e3e48b58 (__DATA_CONST,__const) non-external _modifier_info
000000018401c3c0 (__TEXT,__text) non-external _move_to_next_node
0000000184033cfc (__TEXT,__text) non-external _msgfilter_free_callback
000000018401e43c (__TEXT,__text) non-external _negate_instruction
00000001e3e47e58 (__DATA_CONST,__const) non-external _network_filter_constants
000000018400a9b4 (__TEXT,__text) non-external _new_frame_in_env
000000018400ae5c (__TEXT,__text) non-external _new_slot_spec_in_env
00000001840487cc (__TEXT,__const) non-external _nfBasicCF
0000000184044c0c (__TEXT,__const) non-external _nfTrieHi
00000001840491cc (__TEXT,__const) non-external _nfTrieLo
00000001840475ec (__TEXT,__const) non-external _nfTrieMid
0000000184045238 (__TEXT,__const) non-external _nfU16InvMasks
0000000184045340 (__TEXT,__const) non-external _nfU16Seq2
0000000184045f54 (__TEXT,__const) non-external _nfU16Seq3
0000000184046488 (__TEXT,__const) non-external _nfU16SeqMisc
0000000184046614 (__TEXT,__const) non-external _nfU32Char
0000000184047490 (__TEXT,__const) non-external _nfU32SeqMisc
000000018400fb1c (__TEXT,__text) non-external _num_eq
0000000184016e88 (__TEXT,__text) non-external _num_ge
000000018401c290 (__TEXT,__text) non-external _num_gt
0000000184025b94 (__TEXT,__text) non-external _num_le
0000000184025b4c (__TEXT,__text) non-external _num_lt
0000000184026a64 (__TEXT,__text) non-external _num_mod
00000001e9d561c0 (__DATA_DIRTY,__bss) non-external _num_one
00000001840269f4 (__TEXT,__text) non-external _num_rem
00000001e9d561b0 (__DATA_DIRTY,__bss) non-external _num_zero
00000001840123b0 (__TEXT,__text) non-external (was a private external) _objvalue
000000018400ac2c (__TEXT,__text) non-external _oblist_add_by_name
000000018400ab70 (__TEXT,__text) non-external _oblist_find_by_name
0000000184019650 (__TEXT,__text) non-external _op_concat
0000000184019b8c (__TEXT,__text) non-external _operand_release
0000000184034f18 (__TEXT,__text) non-external _operation_expand
00000001e3e49578 (__DATA_CONST,__const) non-external _operation_info
00000001e3e48f48 (__DATA_CONST,__const) non-external _operation_names
0000000184034d20 (__TEXT,__text) non-external _operations_allowed_by_default
00000001840312a0 (__TEXT,__text) non-external _operator_name
0000000184019450 (__TEXT,__text) non-external _operator_precedence
000000018400b5f8 (__TEXT,__text) non-external _opexe_0
0000000184037d70 (__TEXT,__text) non-external _opexe_0.cold.1
0000000184037d9c (__TEXT,__text) non-external _opexe_0.cold.2
000000018400dc54 (__TEXT,__text) non-external _opexe_1
000000018400e764 (__TEXT,__text) non-external _opexe_2
000000018400f650 (__TEXT,__text) non-external _opexe_3
000000018400fcd0 (__TEXT,__text) non-external _opexe_4
000000018400c998 (__TEXT,__text) non-external _opexe_5
0000000184024f90 (__TEXT,__text) non-external _opexe_6
                 (undefined) external _os_log_type_enabled (from libSystem)
00000001840123b0 (__TEXT,__text) non-external (was a private external) _pair_car
0000000184012414 (__TEXT,__text) non-external (was a private external) _pair_cdr
00000001840134b4 (__TEXT,__text) non-external _parse_pattern
000000018403109c (__TEXT,__text) non-external _peek_operand
00000001840402f9 (__TEXT,__const) non-external _policy_scm
000000018402b800 (__TEXT,__text) non-external _populate_modifier_descriptor
000000018402bb9c (__TEXT,__text) non-external _populate_modifier_msgfilter_descriptor
000000018402abe8 (__TEXT,__text) non-external _populate_profile_entry_points
00000001840116b8 (__TEXT,__text) non-external _port_close
0000000184025f30 (__TEXT,__text) non-external _port_from_file
000000018400afd8 (__TEXT,__text) non-external _port_from_string
0000000184012bdc (__TEXT,__text) non-external _port_rep_from_file
000000018402b28c (__TEXT,__text) non-external _previously_emitted_condition
000000018402be18 (__TEXT,__text) non-external _previously_emitted_data
00000001840273d0 (__TEXT,__text) non-external _printatom
0000000184026f84 (__TEXT,__text) non-external _printslashstring
00000001e3e47ac0 (__DATA_CONST,__const) non-external _profile_dirs
000000018402ab1c (__TEXT,__text) non-external _profile_has_autobox_actions
000000018402aba4 (__TEXT,__text) non-external _profile_has_mach_message_filters
000000018402ab60 (__TEXT,__text) non-external _profile_has_message_filters
000000018401ba38 (__TEXT,__text) non-external _push_bytes
000000018401a3cc (__TEXT,__text) non-external _push_byteset
000000018403121c (__TEXT,__text) non-external _push_byteset_skip
000000018401bc18 (__TEXT,__text) non-external _push_jne_instr
00000001840194a0 (__TEXT,__text) non-external _push_literal
000000018401bdcc (__TEXT,__text) non-external _push_match_sequence_instr
0000000184035618 (__TEXT,__text) non-external _push_match_variable_instr
00000001840258cc (__TEXT,__text) non-external _push_nop
00000001840258cc (__TEXT,__text) non-external _push_operand
0000000184018fc0 (__TEXT,__text) non-external _push_operator
00000001840357b0 (__TEXT,__text) non-external _push_repeat_seek_byte_instr
0000000184031150 (__TEXT,__text) non-external _push_seek
00000001840356d4 (__TEXT,__text) non-external _push_seek_byte_instr
0000000184025e34 (__TEXT,__text) non-external (was a private external) _putcharacter
0000000184025de4 (__TEXT,__text) non-external (was a private external) _putstr
0000000184027324 (__TEXT,__text) non-external _readsharpstrexp
000000018400d864 (__TEXT,__text) non-external _readstr_upto
00000001840270b8 (__TEXT,__text) non-external _readstrexp
                 (undefined) external _reallocf (from libSystem)
00000001840243b4 (__TEXT,__text) non-external _record_condition_data
000000018402befc (__TEXT,__text) non-external _record_data_address
000000018401bfd0 (__TEXT,__text) non-external _regex_quote
000000018402ee7c (__TEXT,__text) non-external _remove_conditions_matching_predicate_policy
00000001840311a8 (__TEXT,__text) non-external _remove_leading_literal_byte
000000018402164c (__TEXT,__text) non-external _reorder_condition
0000000184021760 (__TEXT,__text) non-external _reorder_condition_list
0000000184031564 (__TEXT,__text) non-external _reorder_policy
0000000184016f10 (__TEXT,__text) non-external _reverse
0000000184010c08 (__TEXT,__text) non-external (was a private external) _s_cons
00000001840105d0 (__TEXT,__text) non-external (was a private external) _s_immutable_cons
000000018400c464 (__TEXT,__text) non-external _s_save
0000000184024908 (__TEXT,__text) external _sandbox_apply
0000000184024910 (__TEXT,__text) external _sandbox_apply_container
0000000184027c74 (__TEXT,__text) external _sandbox_compile_entitlements
0000000184007084 (__TEXT,__text) external _sandbox_compile_file
0000000184006fd0 (__TEXT,__text) external _sandbox_compile_named
00000001840254b4 (__TEXT,__text) external _sandbox_compile_string
0000000184028644 (__TEXT,__text) external _sandbox_container_paths_iterate_items
0000000184006e44 (__TEXT,__text) external _sandbox_create_params
0000000184028adc (__TEXT,__text) external _sandbox_exempt_from_network_approval_policy
0000000184024a08 (__TEXT,__text) external _sandbox_free_params
00000001840249bc (__TEXT,__text) external _sandbox_free_profile
0000000184027dc8 (__TEXT,__text) external _sandbox_inspect_pid
0000000184027ecc (__TEXT,__text) external _sandbox_inspect_smemory
0000000184028654 (__TEXT,__text) external _sandbox_prepare_user_home_mount
0000000184028ba8 (__TEXT,__text) external _sandbox_register_network_approval_policy_exemption_for_share
0000000184027c94 (__TEXT,__text) external _sandbox_register_profile
0000000184028f78 (__TEXT,__text) external _sandbox_register_sync_root
0000000184006ec0 (__TEXT,__text) external _sandbox_set_param
0000000184027f68 (__TEXT,__text) external _sandbox_set_user_state_item
0000000184027f7c (__TEXT,__text) external _sandbox_set_user_state_item_with_persona
0000000184027d90 (__TEXT,__text) external _sandbox_unregister_all_profiles
0000000184027d3c (__TEXT,__text) external _sandbox_unregister_profile
0000000184027ed4 (__TEXT,__text) external _sandbox_user_state_item_buffer_create
0000000184027f3c (__TEXT,__text) external _sandbox_user_state_item_buffer_destroy
0000000184027edc (__TEXT,__text) external _sandbox_user_state_item_buffer_send
0000000184028284 (__TEXT,__text) external _sandbox_user_state_iterate_items
00000001840371b0 (__TEXT,__text) non-external _save_condition
00000001840301d8 (__TEXT,__text) non-external _sb_action_iterate
00000001840296d4 (__TEXT,__text) non-external _sb_annotation_destroy
00000001840295e8 (__TEXT,__text) non-external _sb_annotation_list_copy
0000000184023394 (__TEXT,__text) non-external _sb_annotation_set_integer
000000018402a1f4 (__TEXT,__text) non-external _sb_bitmask_clear_bit
0000000184029f48 (__TEXT,__text) non-external _sb_bitmask_create_empty
000000018402a03c (__TEXT,__text) non-external _sb_bitmask_get_hash
000000018402a0f4 (__TEXT,__text) non-external _sb_bitmask_iterate_set
0000000184029eb8 (__TEXT,__text) non-external _sb_bitmask_release
0000000184029e50 (__TEXT,__text) non-external _sb_bitmask_retain
000000018402a188 (__TEXT,__text) non-external _sb_bitmask_set_bit
000000018402a518 (__TEXT,__text) non-external _sb_branch_get_target_instruction
000000018402a4c8 (__TEXT,__text) non-external _sb_branch_new
00000001840097d8 (__TEXT,__text) non-external _sb_buffer_alloc
000000018401a728 (__TEXT,__text) non-external _sb_buffer_get_byte_count
000000018401a7c4 (__TEXT,__text) non-external _sb_buffer_get_hash
000000018401befc (__TEXT,__text) non-external _sb_buffer_is_equivalent
0000000184013ad8 (__TEXT,__text) non-external _sb_buffer_release
000000018401ac38 (__TEXT,__text) non-external _sb_buffer_retain
000000018402a24c (__TEXT,__text) non-external _sb_buffer_with_contents_of_file
000000018401a774 (__TEXT,__text) non-external _sb_buffer_with_data_pointer
000000018401a150 (__TEXT,__text) non-external _sb_byteset_add_byte
000000018402cd20 (__TEXT,__text) non-external _sb_byteset_copy
000000018401a450 (__TEXT,__text) non-external _sb_byteset_get_population
0000000184022de0 (__TEXT,__text) non-external _sb_byteset_is_equivalent
000000018401c69c (__TEXT,__text) non-external _sb_byteset_iterate_ranges
000000018401a300 (__TEXT,__text) non-external _sb_byteset_negate
000000018401a0f8 (__TEXT,__text) non-external _sb_byteset_new
000000018401a280 (__TEXT,__text) non-external _sb_byteset_release
000000018401a218 (__TEXT,__text) non-external _sb_byteset_retain
000000018401c7ec (__TEXT,__text) non-external _sb_byteset_union
000000018402cc24 (__TEXT,__text) non-external _sb_byteset_with_range
000000018400962c (__TEXT,__text) non-external _sb_calloc
000000018402d20c (__TEXT,__text) non-external _sb_codepath_extend
000000018402d15c (__TEXT,__text) non-external _sb_codepath_get_last_branch
000000018402d0c8 (__TEXT,__text) non-external _sb_codepath_get_last_instruction
000000018402d3f4 (__TEXT,__text) non-external _sb_codepath_restore_state
000000018402d5dc (__TEXT,__text) non-external _sb_condition_bitmask
000000018402d548 (__TEXT,__text) non-external _sb_condition_boolean
000000018401717c (__TEXT,__text) non-external _sb_condition_conjunction
0000000184025294 (__TEXT,__text) non-external _sb_condition_constant
0000000184014480 (__TEXT,__text) non-external _sb_condition_disjunction
000000018402e348 (__TEXT,__text) non-external _sb_condition_is_bitmask
000000018402e1b0 (__TEXT,__text) non-external _sb_condition_is_boolean
000000018401f37c (__TEXT,__text) non-external _sb_condition_is_conjunction
0000000184017470 (__TEXT,__text) non-external _sb_condition_is_contrary
000000018401e660 (__TEXT,__text) non-external _sb_condition_is_disjunction
0000000184017ca8 (__TEXT,__text) non-external _sb_condition_is_equivalent
0000000184024034 (__TEXT,__text) non-external _sb_condition_is_integer
000000018402e2c0 (__TEXT,__text) non-external _sb_condition_is_network
000000018401f5e0 (__TEXT,__text) non-external _sb_condition_is_pattern
0000000184013f98 (__TEXT,__text) non-external _sb_condition_is_regex
000000018402e238 (__TEXT,__text) non-external _sb_condition_is_string_textbuf
000000018401f784 (__TEXT,__text) non-external _sb_condition_is_transposable
0000000184014020 (__TEXT,__text) non-external _sb_condition_list_append
000000018401fd24 (__TEXT,__text) non-external _sb_condition_list_contains_condition
000000018401f984 (__TEXT,__text) non-external _sb_condition_list_copy
000000018401ad3c (__TEXT,__text) non-external _sb_condition_list_every_condition_matches_predicate
000000018402e4a0 (__TEXT,__text) non-external _sb_condition_list_filter
0000000184016b50 (__TEXT,__text) non-external _sb_condition_list_get_hash
00000001840228e8 (__TEXT,__text) non-external _sb_condition_list_is_equivalent
0000000184016cf4 (__TEXT,__text) non-external _sb_condition_list_iterate
0000000184020398 (__TEXT,__text) non-external _sb_condition_list_iterate_reverse
00000001840122ac (__TEXT,__text) non-external _sb_condition_list_new
0000000184012abc (__TEXT,__text) non-external _sb_condition_list_release
000000018401fab4 (__TEXT,__text) non-external _sb_condition_list_remove
0000000184020c28 (__TEXT,__text) non-external _sb_condition_matches_subset
000000018401e538 (__TEXT,__text) non-external _sb_condition_negation
0000000184024efc (__TEXT,__text) non-external _sb_condition_network
0000000184013c38 (__TEXT,__text) non-external _sb_condition_new
000000018401a068 (__TEXT,__text) non-external _sb_condition_pattern
00000001840148b8 (__TEXT,__text) non-external _sb_condition_pattern_path
00000001840142e4 (__TEXT,__text) non-external _sb_condition_release
000000018401ab4c (__TEXT,__text) non-external _sb_condition_string
0000000184009330 (__TEXT,__text) non-external _sb_context_intern_string
00000001840127c0 (__TEXT,__text) non-external _sb_context_release
0000000184012718 (__TEXT,__text) non-external _sb_context_release_modification
000000018400920c (__TEXT,__text) non-external _sb_context_retain
000000018402e520 (__TEXT,__text) non-external _sb_context_retain_modification
000000018402ebcc (__TEXT,__text) non-external _sb_error_fatal
000000018402edb4 (__TEXT,__text) non-external _sb_error_fatal_for_instruction
000000018402ec18 (__TEXT,__text) non-external _sb_error_for_instruction
000000018401a5b4 (__TEXT,__text) non-external _sb_error_new
00000001e3e47e18 (__DATA_CONST,__const) non-external _sb_error_out_of_memory.oom_error
000000018401a508 (__TEXT,__text) non-external _sb_error_set_unsupported_with_format
000000018402ea94 (__TEXT,__text) non-external _sb_error_set_with_description
000000018402eba0 (__TEXT,__text) non-external _sb_error_set_with_format
000000018402eb00 (__TEXT,__text) non-external _sb_error_set_with_formatv
0000000184011040 (__TEXT,__text) non-external _sb_filter_accepts_type
0000000184013dfc (__TEXT,__text) non-external _sb_filter_has_dependency
00000001e9d561d0 (__DATA_DIRTY,__bss) non-external _sb_filter_has_side_effects.filterset
00000001e9d561e0 (__DATA_DIRTY,__bss) non-external _sb_filter_has_side_effects.onceToken
0000000184012e28 (__TEXT,__text) non-external _sb_filter_is_case_sensitive
000000018402f38c (__TEXT,__text) non-external _sb_filter_pattern_values_can_be_mutually_exclusive
000000018402f3e0 (__TEXT,__text) non-external _sb_filter_values_are_serialized_via_string_table
0000000184012f5c (__TEXT,__text) non-external _sb_fsa_acceptor
0000000184015ad0 (__TEXT,__text) non-external _sb_fsa_copy
00000001840158f4 (__TEXT,__text) non-external _sb_fsa_disjunction
0000000184015d64 (__TEXT,__text) non-external _sb_fsa_get_recognizer_child
0000000184020fe0 (__TEXT,__text) non-external _sb_fsa_is_backtracking_recognizer
0000000184020ea4 (__TEXT,__text) non-external _sb_fsa_matches_subset
0000000184029dfc (__TEXT,__text) non-external _sb_fsa_may_backtrack
000000018401c4e4 (__TEXT,__text) non-external _sb_fsa_recognizer_byteset
000000018401c910 (__TEXT,__text) non-external _sb_fsa_recognizer_byteset_skip
000000018401c434 (__TEXT,__text) non-external _sb_fsa_recognizer_seek_byte
0000000184019fb8 (__TEXT,__text) non-external _sb_fsa_recognizer_seek_byte_with_retry
0000000184015690 (__TEXT,__text) non-external _sb_fsa_recognizer_sequence
000000018401589c (__TEXT,__text) non-external _sb_fsa_recognizer_terminal
00000001840298ec (__TEXT,__text) non-external _sb_fsa_recognizer_variable
00000001840139a0 (__TEXT,__text) non-external _sb_fsa_release
0000000184016948 (__TEXT,__text) non-external _sb_fsa_release_indegree
00000001840138d0 (__TEXT,__text) non-external _sb_fsa_retain
0000000184015808 (__TEXT,__text) non-external _sb_fsa_retain_indegree
000000018401c2d4 (__TEXT,__text) non-external _sb_fsa_set_recognizer_child
00000001840096a4 (__TEXT,__text) non-external _sb_hash_compute
0000000184027ddc (__TEXT,__text) non-external _sb_inspect_subsystem
0000000184009a14 (__TEXT,__text) non-external _sb_instr_action
00000001840147bc (__TEXT,__text) non-external _sb_instr_conditional
000000018402f768 (__TEXT,__text) non-external _sb_instr_deep_copy
0000000184022e58 (__TEXT,__text) non-external _sb_instr_get_action_modifiers
000000018401e75c (__TEXT,__text) non-external _sb_instr_get_jump_target
000000018401e1ac (__TEXT,__text) non-external _sb_instr_is_equivalent
000000018402f8a0 (__TEXT,__text) non-external _sb_instr_is_unmodified_allow_action
000000018402f588 (__TEXT,__text) non-external _sb_instr_jump
0000000184009b1c (__TEXT,__text) non-external _sb_instr_new
0000000184009c78 (__TEXT,__text) non-external _sb_instr_release
000000018402f488 (__TEXT,__text) non-external _sb_instr_release_tracking
000000018401e3d8 (__TEXT,__text) non-external _sb_instr_replace
0000000184009be8 (__TEXT,__text) non-external _sb_instr_retain
000000018402f634 (__TEXT,__text) non-external _sb_instr_retain_tracking
000000018401e8f4 (__TEXT,__text) non-external _sb_instr_set_condition
000000018401aa84 (__TEXT,__text) non-external _sb_instr_set_false_branch
0000000184020b0c (__TEXT,__text) non-external _sb_instr_set_true_branch
0000000184009714 (__TEXT,__text) non-external _sb_malloc
0000000184030130 (__TEXT,__text) non-external _sb_modifier_get_name
00000001840180c0 (__TEXT,__text) non-external _sb_modifier_requires_argument
0000000184012574 (__TEXT,__text) non-external _sb_modifiers_iterate
0000000184012604 (__TEXT,__text) non-external _sb_modifiers_release
0000000184030430 (__TEXT,__text) non-external _sb_modifiers_set_deny_errno
0000000184030540 (__TEXT,__text) non-external _sb_modifiers_set_message_filter
000000018403028c (__TEXT,__text) non-external _sb_modifiers_set_modifier
00000001840303b4 (__TEXT,__text) non-external _sb_modifiers_set_signal
000000018402ff30 (__TEXT,__text) non-external _sb_msgfilter_is_equivalent
0000000184030010 (__TEXT,__text) non-external _sb_msgfilter_iterate_entry_points
000000018402fe70 (__TEXT,__text) non-external _sb_msgfilter_release
00000001840246d8 (__TEXT,__text) non-external _sb_mutable_buffer_make_immutable
000000018401d4a0 (__TEXT,__text) non-external _sb_mutable_buffer_new
00000001840247cc (__TEXT,__text) non-external _sb_mutable_buffer_release
0000000184023440 (__TEXT,__text) non-external _sb_mutable_buffer_set_minimum_size
00000001840234d8 (__TEXT,__text) non-external _sb_mutable_buffer_write
0000000184027670 (__TEXT,__text) non-external (was a private external) _sb_packbuff_free
0000000184037f28 (__TEXT,__text) non-external _sb_packbuff_free.cold.1
0000000184027710 (__TEXT,__text) non-external (was a private external) _sb_packbuff_get_bytes
0000000184027720 (__TEXT,__text) non-external (was a private external) _sb_packbuff_get_item_value_type
0000000184027718 (__TEXT,__text) non-external (was a private external) _sb_packbuff_get_size
00000001840275f4 (__TEXT,__text) non-external (was a private external) _sb_packbuff_init_with_buffer
0000000184027494 (__TEXT,__text) non-external (was a private external) _sb_packbuff_new
0000000184027950 (__TEXT,__text) non-external _sb_packbuff_pack_item
0000000184037fe8 (__TEXT,__text) non-external _sb_packbuff_pack_item.cold.1
0000000184038014 (__TEXT,__text) non-external _sb_packbuff_pack_item.cold.2
0000000184027ac4 (__TEXT,__text) non-external (was a private external) _sb_packbuff_pack_key_with_string_value
0000000184027a90 (__TEXT,__text) non-external (was a private external) _sb_packbuff_pack_string
0000000184027938 (__TEXT,__text) non-external (was a private external) _sb_packbuff_pack_uint32
0000000184027534 (__TEXT,__text) non-external _sb_packbuff_realloc
00000001840277d0 (__TEXT,__text) non-external _sb_packbuff_unpack_item
0000000184037fbc (__TEXT,__text) non-external _sb_packbuff_unpack_item.cold.1
0000000184027b9c (__TEXT,__text) non-external (was a private external) _sb_packbuff_unpack_key_with_string_value
00000001840278b4 (__TEXT,__text) non-external (was a private external) _sb_packbuff_unpack_string
0000000184027760 (__TEXT,__text) non-external (was a private external) _sb_packbuff_unpack_uint32
000000018401a960 (__TEXT,__text) non-external _sb_pattern_is_disjoint_with_regex
0000000184013938 (__TEXT,__text) non-external _sb_pattern_new
0000000184012e90 (__TEXT,__text) non-external _sb_pattern_prefix
00000001840182e0 (__TEXT,__text) non-external _sb_pattern_regex
0000000184013ed4 (__TEXT,__text) non-external _sb_pattern_release
0000000184013e6c (__TEXT,__text) non-external _sb_pattern_retain
000000018401b120 (__TEXT,__text) non-external _sb_pattern_serialize
00000001840376b0 (__TEXT,__text) non-external _sb_pattern_var_release
0000000184037648 (__TEXT,__text) non-external _sb_pattern_var_retain
00000001840377cc (__TEXT,__text) non-external _sb_pattern_var_set_ordinal
00000001840379ec (__TEXT,__text) non-external _sb_pattern_varset_enter
0000000184037b54 (__TEXT,__text) non-external _sb_pattern_varset_get_available_ordinal
00000001840253a4 (__TEXT,__text) non-external _sb_pattern_varset_release
00000001840252d8 (__TEXT,__text) non-external _sb_pattern_varset_retain
0000000184030ce0 (__TEXT,__text) non-external _sb_policy_get_entry_point
0000000184030c80 (__TEXT,__text) non-external _sb_policy_is_operation_supported
0000000184030d3c (__TEXT,__text) non-external _sb_policy_iterate_entry_points
0000000184030930 (__TEXT,__text) non-external _sb_policy_new
0000000184030bc8 (__TEXT,__text) non-external _sb_policy_release
0000000184030b04 (__TEXT,__text) non-external _sb_policy_set_entry_point
0000000184030dd8 (__TEXT,__text) non-external _sb_profile_iterate_enabled_named_flags_textbufs
000000018401d378 (__TEXT,__text) non-external _sb_profile_release
0000000184025340 (__TEXT,__text) non-external _sb_profile_set_pattern_variables
00000001840254d0 (__TEXT,__text) non-external _sb_program_add_source_buffer
0000000184009868 (__TEXT,__text) non-external _sb_program_source_alloc
000000018401bba8 (__TEXT,__text) non-external _sb_realloc
000000018401a80c (__TEXT,__text) non-external _sb_regex_release
000000018401d114 (__TEXT,__text) non-external _sb_sbpl_parser_release
00000001840358f8 (__TEXT,__text) non-external _sb_source_info_copy
000000018402bff4 (__TEXT,__text) non-external _sb_stringtable_enter
000000018402a580 (__TEXT,__text) non-external _sb_stringtable_release
000000018401a6e8 (__TEXT,__text) non-external _sb_textbuf_get_length
0000000184014b20 (__TEXT,__text) non-external _sb_textbuf_with_normalized_string_copy
0000000184009274 (__TEXT,__text) non-external _sb_textbuf_with_string_copy
000000018403632c (__TEXT,__text) non-external _sb_textbuf_with_string_pointer
000000018401a8cc (__TEXT,__text) non-external _sb_textbuf_with_substring_copy
0000000184030754 (__TEXT,__text) non-external _sb_transform_combine_patterns_profile
000000018402e6e8 (__TEXT,__text) non-external _sb_transform_eliminate_dead_code_profile
