000000000003c1b8 (__DATA,__data) external _NDR_record
000000000000f4c4 (__TEXT,__text) external _sigpending
0000000000004690 (__TEXT,__text) external _sigprocmask
000000000001a3c0 (__TEXT,__text) external _sigsuspend
0000000000008048 (__TEXT,__text) external _sigsuspend$NOCANCEL
000000000000515c (__TEXT,__text) external _socket
000000000000f4ec (__TEXT,__text) external _socket_delegate
0000000000005320 (__TEXT,__text) external _socketpair
000000000001550c (__TEXT,__text) external _stackshot_capture_with_config
0000000000015488 (__TEXT,__text) external _stackshot_config_create
0000000000015664 (__TEXT,__text) external _stackshot_config_dealloc
0000000000015614 (__TEXT,__text) external _stackshot_config_dealloc_buffer
000000000001557c (__TEXT,__text) external _stackshot_config_get_stackshot_buffer
0000000000015588 (__TEXT,__text) external _stackshot_config_get_stackshot_size
00000000000155c8 (__TEXT,__text) external _stackshot_config_set_delta_timestamp
00000000000154f0 (__TEXT,__text) external _stackshot_config_set_flags
00000000000155ec (__TEXT,__text) external _stackshot_config_set_pagetable_mask
00000000000154d4 (__TEXT,__text) external _stackshot_config_set_pid
00000000000155a4 (__TEXT,__text) external _stackshot_config_set_size_hint
000000000000c1ac (__TEXT,__text) external _stat
000000000000c1ac (__TEXT,__text) external _stat64
000000000000f564 (__TEXT,__text) external _statfs
000000000000f564 (__TEXT,__text) external _statfs64
000000000003c268 (__DATA,__bss) non-external _supported
000000000000f58c (__TEXT,__text) external _swapon
0000000000001304 (__TEXT,__text) external _swtch
00000000000012f8 (__TEXT,__text) external _swtch_pri
0000000000006888 (__TEXT,__text) external _symlink
000000000000f5b4 (__TEXT,__text) external _symlinkat
000000000000f5dc (__TEXT,__text) external _sync
00000000000034a0 (__TEXT,__text) external _syscall
0000000000001310 (__TEXT,__text) external _syscall_thread_switch
0000000000015768 (__TEXT,__text) external _system_get_sfi_window
000000000000f604 (__TEXT,__text) external _system_override
000000000000a1c4 (__TEXT,__text) external _system_set_sfi_window
000000000003c270 (__DATA,__bss) non-external _system_version_compat_check_path_suffix
000000000003c220 (__DATA,__common) external _system_version_compat_mode
0000000000029c04 (__TEXT,__text) external _task_assign
0000000000029d34 (__TEXT,__text) external _task_assign_default
00000000000282d4 (__TEXT,__text) external _task_create
000000000002c15c (__TEXT,__text) external _task_create_identity_token
000000000002c424 (__TEXT,__text) external _task_dyld_process_info_notify_deregister
0000000000001124 (__TEXT,__text) external _task_dyld_process_info_notify_get
000000000002c03c (__TEXT,__text) external _task_dyld_process_info_notify_register
000000000000128c (__TEXT,__text) external _task_for_pid
000000000002aed8 (__TEXT,__text) external _task_generate_corpse
0000000000029e50 (__TEXT,__text) external _task_get_assignment
000000000002b410 (__TEXT,__text) external _task_get_dyld_image_infos
0000000000029654 (__TEXT,__text) external _task_get_emulation_vector
000000000002bc98 (__TEXT,__text) external _task_get_exc_guard_behavior
000000000000bca0 (__TEXT,__text) external _task_get_exception_ports
000000000002c540 (__TEXT,__text) external _task_get_exception_ports_info
000000000002aacc (__TEXT,__text) external _task_get_mach_voucher
0000000000001810 (__TEXT,__text) external _task_get_special_port
000000000002a174 (__TEXT,__text) external _task_get_state
000000000002c2b8 (__TEXT,__text) external _task_identity_token_get_task_port
00000000000019e0 (__TEXT,__text) external _task_info
000000000002bac4 (__TEXT,__text) external _task_inspect
000000000000f62c (__TEXT,__text) external _task_inspect_for_pid
000000000002b034 (__TEXT,__text) external _task_map_corpse_info
000000000002b954 (__TEXT,__text) external _task_map_corpse_info_64
000000000002cb84 (__TEXT,__text) external _task_map_kcdata_object_64
0000000000001280 (__TEXT,__text) external _task_name_for_pid
00000000000293c4 (__TEXT,__text) external _task_policy
00000000000290a0 (__TEXT,__text) external _task_policy_get
00000000000037fc (__TEXT,__text) external _task_policy_set
000000000002a928 (__TEXT,__text) external _task_purgable_info
000000000000f654 (__TEXT,__text) external _task_read_for_pid
000000000002b7ec (__TEXT,__text) external _task_register_dyld_get_process_state
000000000002b1a0 (__TEXT,__text) external _task_register_dyld_image_infos
000000000002b6c8 (__TEXT,__text) external _task_register_dyld_set_dyld_state
000000000002b5a0 (__TEXT,__text) external _task_register_dyld_shared_cache_image_info
00000000000013b8 (__TEXT,__text) external _task_restartable_ranges_register
0000000000003d38 (__TEXT,__text) external _task_restartable_ranges_synchronize
0000000000028678 (__TEXT,__text) external _task_resume
000000000002a818 (__TEXT,__text) external _task_resume2
00000000000292a4 (__TEXT,__text) external _task_sample
0000000000012404 (__TEXT,__text) external _task_self_
00000000000011cc (__TEXT,__text) external _task_self_trap
000000000002c938 (__TEXT,__text) external _task_set_corpse_forking_behavior
000000000002953c (__TEXT,__text) external _task_set_emulation
00000000000297e0 (__TEXT,__text) external _task_set_emulation_vector
000000000002bddc (__TEXT,__text) external _task_set_exc_guard_behavior
000000000000ab60 (__TEXT,__text) external _task_set_exception_ports
000000000000afdc (__TEXT,__text) external _task_set_info
000000000002ac38 (__TEXT,__text) external _task_set_mach_voucher
000000000002a568 (__TEXT,__text) external _task_set_phys_footprint_limit
0000000000029fac (__TEXT,__text) external _task_set_policy
000000000001b71c (__TEXT,__text) external _task_set_port_space
0000000000029914 (__TEXT,__text) external _task_set_ras_pc
000000000000239c (__TEXT,__text) external _task_set_special_port
000000000002a3bc (__TEXT,__text) external _task_set_state
0000000000028568 (__TEXT,__text) external _task_suspend
000000000002a6bc (__TEXT,__text) external _task_suspend2
0000000000028ae4 (__TEXT,__text) external _task_swap_exception_ports
000000000002ad58 (__TEXT,__text) external _task_swap_mach_voucher
0000000000028458 (__TEXT,__text) external _task_terminate
000000000002ca54 (__TEXT,__text) external _task_test_async_upcall_propagation
000000000002c818 (__TEXT,__text) external _task_test_sync_upcall
0000000000009878 (__TEXT,__text) external _task_threads
000000000002b2d8 (__TEXT,__text) external _task_unregister_dyld_image_infos
0000000000029a2c (__TEXT,__text) external _task_zone_info
0000000000015764 (__TEXT,__text) external _terminate_with_payload
000000000000afa0 (__TEXT,__text) external _terminate_with_reason
000000000002d5c4 (__TEXT,__text) external _thread_abort
000000000002d6d4 (__TEXT,__text) external _thread_abort_safely
000000000002e100 (__TEXT,__text) external _thread_assign
000000000002e220 (__TEXT,__text) external _thread_assign_default
000000000002ea48 (__TEXT,__text) external _thread_convert_thread_state
0000000000028788 (__TEXT,__text) external _thread_create
00000000000288e4 (__TEXT,__text) external _thread_create_running
000000000002d7e4 (__TEXT,__text) external _thread_depress_abort
00000000000041dc (__TEXT,__text) external _thread_destruct_special_reply_port
000000000002e330 (__TEXT,__text) external _thread_get_assignment
000000000000a1d8 (__TEXT,__text) external _thread_get_exception_ports
000000000002eca4 (__TEXT,__text) external _thread_get_exception_ports_info
000000000002e63c (__TEXT,__text) external _thread_get_mach_voucher
0000000000014424 (__TEXT,__text) external _thread_get_register_pointer_values
000000000002d8f4 (__TEXT,__text) external _thread_get_special_port
00000000000012c8 (__TEXT,__text) external _thread_get_special_reply_port
00000000000099f8 (__TEXT,__text) external _thread_get_state
00000000000080a4 (__TEXT,__text) external _thread_info
0000000000005fd4 (__TEXT,__text) external _thread_policy
0000000000009c90 (__TEXT,__text) external _thread_policy_get
0000000000007014 (__TEXT,__text) external _thread_policy_set
000000000002d4b4 (__TEXT,__text) external _thread_resume
000000000002dec4 (__TEXT,__text) external _thread_sample
00000000000011c0 (__TEXT,__text) external _thread_self_trap
000000000000f67c (__TEXT,__text) external _thread_selfcounts
00000000000072c4 (__TEXT,__text) external _thread_set_exception_ports
000000000002e7a8 (__TEXT,__text) external _thread_set_mach_voucher
00000000000143cc (__TEXT,__text) external _thread_set_policy
000000000002da60 (__TEXT,__text) external _thread_set_special_port
000000000002d1f8 (__TEXT,__text) external _thread_set_state
000000000002d3a4 (__TEXT,__text) external _thread_suspend
000000000002db90 (__TEXT,__text) external _thread_swap_exception_ports
000000000002e8c8 (__TEXT,__text) external _thread_swap_mach_voucher
00000000000064b8 (__TEXT,__text) external _thread_switch
000000000002ccf4 (__TEXT,__text) external _thread_terminate
000000000001d890 (__TEXT,__text) external _thread_wire
0000000000031058 (__TEXT,__const) non-external _times_now
000000000000f6a4 (__TEXT,__text) external _tracker_action
000000000000f6cc (__TEXT,__text) external _truncate
0000000000006468 (__TEXT,__text) external _umask
000000000000f6f4 (__TEXT,__text) external _undelete
000000000000f71c (__TEXT,__text) external _ungraftdmg
0000000000004e5c (__TEXT,__text) external _unlink
000000000000a4b4 (__TEXT,__text) external _unlinkat
000000000000cce8 (__TEXT,__text) external _unmount
000000000000f744 (__TEXT,__text) external _usrctl
0000000000014310 (__TEXT,__text) external _utimensat
0000000000006490 (__TEXT,__text) external _utimes
000000000000f76c (__TEXT,__text) external _vfs_purge
0000000000003360 (__TEXT,__text) external _vm_allocate
000000000001d9c0 (__TEXT,__text) external _vm_allocate_cpm
000000000002f5c8 (__TEXT,__text) external _vm_behavior_set
0000000000004098 (__TEXT,__text) external _vm_copy
0000000000003444 (__TEXT,__text) external _vm_deallocate
000000000002ef7c (__TEXT,__text) external _vm_inherit
0000000000040028 (__DATA_DIRTY,__common) external _vm_kernel_page_mask
0000000000040030 (__DATA_DIRTY,__common) external _vm_kernel_page_shift
0000000000040020 (__DATA_DIRTY,__common) external _vm_kernel_page_size
000000000002f6e8 (__TEXT,__text) external _vm_machine_attribute
000000000000c974 (__TEXT,__text) external _vm_map
000000000002f840 (__TEXT,__text) external _vm_map_page_query
000000000002f4a8 (__TEXT,__text) external _vm_msync
0000000000040038 (__DATA_DIRTY,__common) external _vm_page_mask
0000000000040040 (__DATA_DIRTY,__common) external _vm_page_shift
0000000000040050 (__DATA_DIRTY,__common) external _vm_page_size
000000000000f794 (__TEXT,__text) external _vm_pressure_monitor
00000000000057f8 (__TEXT,__text) external _vm_protect
0000000000004874 (__TEXT,__text) external _vm_purgable_control
0000000000009f20 (__TEXT,__text) external _vm_read
000000000002f09c (__TEXT,__text) external _vm_read_list
000000000002f358 (__TEXT,__text) external _vm_read_overwrite
0000000000008c2c (__TEXT,__text) external _vm_region_64
0000000000008e58 (__TEXT,__text) external _vm_region_recurse_64
00000000000035dc (__TEXT,__text) external _vm_remap
000000000001bafc (__TEXT,__text) external _vm_remap_new
000000000001d75c (__TEXT,__text) external _vm_wire
000000000002f220 (__TEXT,__text) external _vm_write
0000000000004618 (__TEXT,__text) external _voucher_mach_msg_adopt
0000000000002320 (__TEXT,__text) external _voucher_mach_msg_clear
0000000000004600 (__TEXT,__text) external _voucher_mach_msg_revert
0000000000001f10 (__TEXT,__text) external _voucher_mach_msg_set
000000000003c208 (__DATA,__common) external _vprintf_stderr_func
000000000000cc20 (__TEXT,__text) external _wait4
000000000000f7bc (__TEXT,__text) external _waitid
000000000000e45c (__TEXT,__text) external _waitid$NOCANCEL
000000000001a954 (__TEXT,__text) external _work_interval_copy_port
00000000000095a0 (__TEXT,__text) external _work_interval_create
000000000001a7a8 (__TEXT,__text) external _work_interval_destroy
000000000001a48c (__TEXT,__text) external _work_interval_get_flags_from_port
00000000000096a4 (__TEXT,__text) external _work_interval_instance_alloc
000000000001a5d8 (__TEXT,__text) external _work_interval_instance_clear
000000000001a72c (__TEXT,__text) external _work_interval_instance_finish
000000000001a5ec (__TEXT,__text) external _work_interval_instance_free
000000000001a66c (__TEXT,__text) external _work_interval_instance_get_complexity
000000000001a63c (__TEXT,__text) external _work_interval_instance_get_deadline
000000000001a654 (__TEXT,__text) external _work_interval_instance_get_finish
00000000000096f4 (__TEXT,__text) external _work_interval_instance_get_id
000000000001a624 (__TEXT,__text) external _work_interval_instance_get_start
000000000001a61c (__TEXT,__text) external _work_interval_instance_set_complexity
000000000001a60c (__TEXT,__text) external _work_interval_instance_set_deadline
000000000001a614 (__TEXT,__text) external _work_interval_instance_set_finish
000000000001a604 (__TEXT,__text) external _work_interval_instance_set_start
000000000001a684 (__TEXT,__text) external _work_interval_instance_start
000000000001a6d4 (__TEXT,__text) external _work_interval_instance_update
000000000001a8a8 (__TEXT,__text) external _work_interval_join
000000000001a900 (__TEXT,__text) external _work_interval_join_port
000000000001a940 (__TEXT,__text) external _work_interval_leave
000000000001a514 (__TEXT,__text) external _work_interval_notify
000000000001a58c (__TEXT,__text) external _work_interval_notify_simple
0000000000004a74 (__TEXT,__text) external _write
0000000000004dcc (__TEXT,__text) external _write$NOCANCEL
0000000000004d7c (__TEXT,__text) external _writev
000000000000e484 (__TEXT,__text) external _writev$NOCANCEL
