00007ff8439ba040 (__DATA,__data) non-external _.compoundliteral
00007ff806c9ad6d (__TEXT,__text) non-external _compute_hash.274
00007ff806c85f49 (__TEXT,__text) non-external _condition_free_callback
00007ff806c9da08 (__TEXT,__text) non-external _condition_has_nested_condition_list
00007ff806c91373 (__TEXT,__text) non-external _condition_with_patterns_combined
00007ff806c972d5 (__TEXT,__text) non-external _connect_to_sandboxd_and_call
00007ff806c88cb2 (__TEXT,__text) non-external _construct_automaton
00007ff806c91bf6 (__TEXT,__text) non-external _create_pattern_disjunctions
00007ff806c8dad3 (__TEXT,__text) non-external _cse
00007ff806c8dde9 (__TEXT,__text) non-external _cse_inferior_list
00007ff806c8dc99 (__TEXT,__text) non-external _cse_multiple
00007ff806c8f87a (__TEXT,__text) non-external _dce
00007ff806c83847 (__TEXT,__text) non-external _decorate_condition
00007ff806c80230 (__TEXT,__text) non-external _decorate_operation
00007ff806ca3a0c (__TEXT,__text) non-external _die_die_die
                 (undefined) external _dispatch_once (from libSystem)
00007ff8406c2570 (__DATA_CONST,__const) non-external _dispatch_table
00007ff806c8b78e (__TEXT,__text) non-external _dump_stack_restore
00007ff806c8b70c (__TEXT,__text) non-external _dump_stack_stash
00007ff806c9a8d3 (__TEXT,__text) non-external _eliminate_common_subexpressions_policy
00007ff806c8f748 (__TEXT,__text) non-external _eliminate_dead_code
00007ff806c9b806 (__TEXT,__text) non-external _eliminate_dead_code_policy
00007ff806c93401 (__TEXT,__text) non-external _emit
00007ff806c99307 (__TEXT,__text) non-external _emit_bitmask
00007ff806c94bd1 (__TEXT,__text) non-external _emit_buffer
00007ff806c9268b (__TEXT,__text) non-external _emit_instruction
00007ff806c998a8 (__TEXT,__text) non-external _emit_modifier_descriptor
00007ff806c99270 (__TEXT,__text) non-external _emit_network
00007ff806c99113 (__TEXT,__text) non-external _emit_pattern
00007ff806c99167 (__TEXT,__text) non-external _emit_regex
00007ff806c98c17 (__TEXT,__text) non-external _emit_string_table
00007ff806c9901d (__TEXT,__text) non-external _emit_string_table_reference
00007ff806c98b59 (__TEXT,__text) non-external _emit_variable_names
00007ff806c9e9f6 (__TEXT,__text) non-external _enable_profile_flag
00007ff806c9310e (__TEXT,__text) non-external _encode_address
00007ff806c8867f (__TEXT,__text) non-external _end_expression
00007ff806c7ec94 (__TEXT,__text) non-external _eqv
00007ff806c8f2ab (__TEXT,__text) non-external _expand_logical_conditions
00007ff806c9c760 (__TEXT,__text) non-external _expand_logical_conditions_policy
00007ff806c9ec22 (__TEXT,__text) non-external _extends_builtin
00007ff806c9bfbc (__TEXT,__text) non-external _factor_policy
                 (undefined) external _fclose (from libSystem)
                 (undefined) external _fcntl (from libSystem)
                 (undefined) external _feof (from libSystem)
                 (undefined) external _ferror (from libSystem)
                 (undefined) external _fileno (from libSystem)
00007ff806c79163 (__TEXT,__text) non-external (was a private external) _fill_vector
00007ff8406c4790 (__DATA_CONST,__const) non-external _filter_info
00007ff806c790c9 (__TEXT,__text) non-external _find_consecutive_cells
00007ff806c7c783 (__TEXT,__text) non-external _find_slot_in_env
00007ff806c88acc (__TEXT,__text) non-external _fixup_unanchored_operand
                 (undefined) external _flockfile (from libSystem)
                 (undefined) external _fopen (from libSystem)
00007ff806c9fbca (__TEXT,__text) non-external _format_error
                 (undefined) external _fprintf (from libSystem)
                 (undefined) external _fputc (from libSystem)
                 (undefined) external _fputs (from libSystem)
                 (undefined) external _fread (from libSystem)
                 (undefined) external _free (from libSystem)
00007ff806c78198 (__TEXT,__text) non-external _free_bytes_in_buffer
                 (undefined) external _fseeko (from libSystem)
                 (undefined) external _fstat$INODE64 (from libSystem)
                 (undefined) external _ftello (from libSystem)
                 (undefined) external _funlockfile (from libSystem)
                 (undefined) external _funopen (from libSystem)
                 (undefined) external _fwrite (from libSystem)
00007ff8439b9bd0 (__DATA,__crash_info) non-external (was a private external) _gCRAnnotations
00007ff806c8036f (__TEXT,__text) non-external _gc
00007ff806c7f72c (__TEXT,__text) non-external (was a private external) _gc_protect
00007ff806c7f9bf (__TEXT,__text) non-external (was a private external) _gc_unprotect
00007ff806ca36ad (__TEXT,__text) non-external _gc_unprotect.cold.1
00007ff806ca1878 (__TEXT,__text) non-external _generate_syscallmask
00007ff806c7eb4e (__TEXT,__text) non-external (was a private external) _gensym
00007ff806ca368a (__TEXT,__text) non-external _gensym.cold.1
00007ff806c7926b (__TEXT,__text) non-external _get_cell
00007ff806c933a5 (__TEXT,__text) non-external _get_current_data_address
00007ff806c7b230 (__TEXT,__text) non-external _inchar
00007ff806ca41c0 (__TEXT,__const) non-external _init_scm
00007ff806c96d40 (__TEXT,__text) non-external _inspect_iterate_items
00007ff806c7e592 (__TEXT,__text) non-external _is_any
00007ff806c94cda (__TEXT,__text) non-external (was a private external) _is_bt_pointer
00007ff806c85f36 (__TEXT,__text) non-external (was a private external) _is_character
00007ff806c94d6b (__TEXT,__text) non-external (was a private external) _is_closure
00007ff806c94d91 (__TEXT,__text) non-external (was a private external) _is_continuation
00007ff806c94db7 (__TEXT,__text) non-external (was a private external) _is_environment
00007ff806c94d44 (__TEXT,__text) non-external (was a private external) _is_foreign
00007ff806c94d57 (__TEXT,__text) non-external (was a private external) _is_foreign_block
00007ff806c838ca (__TEXT,__text) non-external (was a private external) _is_foreign_object
00007ff806ca0047 (__TEXT,__text) non-external _is_implicit_source_name
00007ff806c81939 (__TEXT,__text) non-external (was a private external) _is_integer
00007ff806c94d7e (__TEXT,__text) non-external (was a private external) _is_macro
00007ff806c81f24 (__TEXT,__text) non-external _is_nonneg
00007ff806c96091 (__TEXT,__text) non-external _is_num_integer
00007ff806c7ec2a (__TEXT,__text) non-external (was a private external) _is_number
00007ff806c7d4ca (__TEXT,__text) non-external (was a private external) _is_pair
00007ff806c94d1b (__TEXT,__text) non-external (was a private external) _is_port
00007ff806c8b08a (__TEXT,__text) non-external _is_position_at_end_of_sequence
00007ff806c94d31 (__TEXT,__text) non-external (was a private external) _is_proc
00007ff806c94da4 (__TEXT,__text) non-external (was a private external) _is_promise
00007ff806c81f10 (__TEXT,__text) non-external (was a private external) _is_string
00007ff806c82127 (__TEXT,__text) non-external (was a private external) _is_symbol
00007ff806c94b17 (__TEXT,__text) non-external (was a private external) _is_vector
                 (undefined) external _isalnum (from libSystem)
                 (undefined) external _isalpha (from libSystem)
                 (undefined) external _isblank (from libSystem)
                 (undefined) external _iscntrl (from libSystem)
                 (undefined) external _isdigit (from libSystem)
                 (undefined) external _isgraph (from libSystem)
                 (undefined) external _islower (from libSystem)
                 (undefined) external _isprint (from libSystem)
                 (undefined) external _ispunct (from libSystem)
                 (undefined) external _isspace (from libSystem)
                 (undefined) external _isupper (from libSystem)
                 (undefined) external _isxdigit (from libSystem)
00007ff806c81946 (__TEXT,__text) non-external (was a private external) _ivalue
00007ff806c85c8a (__TEXT,__text) non-external _list_cost_estimate
00007ff806c85e78 (__TEXT,__text) non-external _list_star
                 (undefined) external _mach_msg (from libSystem)
                 (undefined) external _mach_msg_destroy (from libSystem)
                 (undefined) external _mach_port_deallocate (from libSystem)
                 (undefined) external _mach_task_self_ (from libSystem)
                 (undefined) external _malloc (from libSystem)
                 (undefined) external _malloc_good_size (from libSystem)
                 (undefined) external _malloc_size (from libSystem)
                 (undefined) external _malloc_type_calloc (from libSystem)
                 (undefined) external _malloc_type_free (from libSystem)
                 (undefined) external _malloc_type_malloc (from libSystem)
                 (undefined) external _malloc_type_realloc (from libSystem)
00007ff806c806d6 (__TEXT,__text) non-external _mark
                 (undefined) external _matchCombine (from libMatch)
                 (undefined) external _matchCompile (from libMatch)
                 (undefined) external _matchExec (from libMatch)
                 (undefined) external _matchFree (from libMatch)
                 (undefined) external _matchInit (from libMatch)
                 (undefined) external _matchPack (from libMatch)
                 (undefined) external _memchr (from libSystem)
                 (undefined) external _memcmp (from libSystem)
                 (undefined) external _memcpy (from libSystem)
                 (undefined) external _memmem (from libSystem)
                 (undefined) external _memmove (from libSystem)
                 (undefined) external _memset (from libSystem)
                 (undefined) external _mergesort_b (from libSystem)
                 (undefined) external _mig_dealloc_reply_port (from libSystem)
                 (undefined) external _mig_get_reply_port (from libSystem)
                 (undefined) external _mig_put_reply_port (from libSystem)
                 (undefined) external _mig_strncpy (from libSystem)
                 (undefined) weak external _mig_strncpy_zerofill (from libSystem)
00007ff806c7c587 (__TEXT,__text) non-external _mk_atom
00007ff806c8af62 (__TEXT,__text) non-external (was a private external) _mk_counted_string
00007ff806c95b6c (__TEXT,__text) non-external _mk_empty_string
00007ff806c7fad9 (__TEXT,__text) non-external (was a private external) _mk_foreign_block
00007ff806c7fb10 (__TEXT,__text) non-external (was a private external) _mk_foreign_func
00007ff806c8389b (__TEXT,__text) non-external (was a private external) _mk_foreign_object
00007ff806c80279 (__TEXT,__text) non-external (was a private external) _mk_integer
00007ff806c7d29e (__TEXT,__text) non-external _mk_sharp_const
00007ff806c9499a (__TEXT,__text) non-external _mk_sharp_integer
00007ff806c79500 (__TEXT,__text) non-external (was a private external) _mk_string
00007ff806c79306 (__TEXT,__text) non-external (was a private external) _mk_symbol
00007ff806c78f6b (__TEXT,__text) non-external _mk_vector
00007ff806ca3716 (__TEXT,__text) non-external _mk_vector.cold.1
00007ff8406c5790 (__DATA_CONST,__const) non-external _modifier_info
00007ff806c8b0c3 (__TEXT,__text) non-external _move_to_next_node
00007ff806ca039a (__TEXT,__text) non-external _msgfilter_free_callback
00007ff806c8d717 (__TEXT,__text) non-external _negate_instruction
00007ff8406c5510 (__DATA_CONST,__const) non-external _network_filter_constants
00007ff806c791b3 (__TEXT,__text) non-external _new_frame_in_env
00007ff806c79607 (__TEXT,__text) non-external _new_slot_spec_in_env
00007ff806cb5100 (__TEXT,__const) non-external _nfBasicCF
00007ff806cb1510 (__TEXT,__const) non-external _nfTrieHi
00007ff806cb5b00 (__TEXT,__const) non-external _nfTrieLo
00007ff806cb3f20 (__TEXT,__const) non-external _nfTrieMid
00007ff806cb1b40 (__TEXT,__const) non-external _nfU16InvMasks
00007ff806cb1c50 (__TEXT,__const) non-external _nfU16Seq2
00007ff806cb2870 (__TEXT,__const) non-external _nfU16Seq3
00007ff806cb2db0 (__TEXT,__const) non-external _nfU16SeqMisc
00007ff806cb2f40 (__TEXT,__const) non-external _nfU32Char
00007ff806cb3dc0 (__TEXT,__const) non-external _nfU32SeqMisc
00007ff806c7ec40 (__TEXT,__text) non-external _num_eq
00007ff806c85ee3 (__TEXT,__text) non-external _num_ge
00007ff806c8afb9 (__TEXT,__text) non-external _num_gt
00007ff806c94b7b (__TEXT,__text) non-external _num_le
00007ff806c94b2b (__TEXT,__text) non-external _num_lt
00007ff806c9571d (__TEXT,__text) non-external _num_mod
00007ff8436e6258 (__DATA_DIRTY,__bss) non-external _num_one
00007ff806c956ac (__TEXT,__text) non-external _num_rem
00007ff8436e6268 (__DATA_DIRTY,__bss) non-external _num_zero
00007ff806c817cd (__TEXT,__text) non-external (was a private external) _objvalue
00007ff806c793c9 (__TEXT,__text) non-external _oblist_add_by_name
00007ff806c79335 (__TEXT,__text) non-external _oblist_find_by_name
00007ff806c886f7 (__TEXT,__text) non-external _op_concat
00007ff806c88c08 (__TEXT,__text) non-external _operand_release
00007ff806c9ddc1 (__TEXT,__text) non-external _operation_expand
00007ff8406cef40 (__DATA_CONST,__const) non-external _operation_info
00007ff8406c5ad0 (__DATA_CONST,__const) non-external _operation_names
00007ff806c9e060 (__TEXT,__text) non-external _operations_allowed_by_default
00007ff806c9d638 (__TEXT,__text) non-external _operator_name
00007ff806c88500 (__TEXT,__text) non-external _operator_precedence
00007ff806c79dd1 (__TEXT,__text) non-external _opexe_0
00007ff806ca3739 (__TEXT,__text) non-external _opexe_0.cold.1
00007ff806ca375c (__TEXT,__text) non-external _opexe_0.cold.2
00007ff806c7c824 (__TEXT,__text) non-external _opexe_1
00007ff806c7d4e0 (__TEXT,__text) non-external _opexe_2
00007ff806c7e5a0 (__TEXT,__text) non-external _opexe_3
00007ff806c7ee10 (__TEXT,__text) non-external _opexe_4
00007ff806c7b424 (__TEXT,__text) non-external _opexe_5
00007ff806c94040 (__TEXT,__text) non-external _opexe_6
                 (undefined) external _os_log_type_enabled (from libSystem)
                 (undefined) external _os_variant_is_basesystem (from libSystem)
00007ff806c817cd (__TEXT,__text) non-external (was a private external) _pair_car
00007ff806c8181b (__TEXT,__text) non-external (was a private external) _pair_cdr
00007ff806c826e2 (__TEXT,__text) non-external _parse_pattern
00007ff806c9d4d5 (__TEXT,__text) non-external _peek_operand
00007ff806cabb60 (__TEXT,__const) non-external _policy_scm
00007ff806c995e7 (__TEXT,__text) non-external _populate_modifier_descriptor
00007ff806c9990a (__TEXT,__text) non-external _populate_modifier_msgfilter_descriptor
00007ff806c98ac9 (__TEXT,__text) non-external _populate_profile_entry_points
00007ff806c808ee (__TEXT,__text) non-external _port_close
00007ff806c94ee2 (__TEXT,__text) non-external _port_from_file
00007ff806c79787 (__TEXT,__text) non-external _port_from_string
00007ff806c81f46 (__TEXT,__text) non-external _port_rep_from_file
00007ff806c990bb (__TEXT,__text) non-external _previously_emitted_condition
00007ff806c99b3a (__TEXT,__text) non-external _previously_emitted_data
00007ff806c96005 (__TEXT,__text) non-external _printatom
00007ff806c95bf1 (__TEXT,__text) non-external _printslashstring
00007ff8406c3b10 (__DATA_CONST,__const) non-external _profile_dirs
00007ff806c98a39 (__TEXT,__text) non-external _profile_has_autobox_actions
00007ff806c98a99 (__TEXT,__text) non-external _profile_has_mach_message_filters
00007ff806c98a69 (__TEXT,__text) non-external _profile_has_message_filters
00007ff806c8a870 (__TEXT,__text) non-external _push_bytes
00007ff806c89332 (__TEXT,__text) non-external _push_byteset
00007ff806c9d5f2 (__TEXT,__text) non-external _push_byteset_skip
00007ff806c8a9ce (__TEXT,__text) non-external _push_jne_instr
00007ff806c88548 (__TEXT,__text) non-external _push_literal
00007ff806c8ab37 (__TEXT,__text) non-external _push_match_sequence_instr
00007ff806ca14b6 (__TEXT,__text) non-external _push_match_variable_instr
00007ff806c9d524 (__TEXT,__text) non-external _push_operand
00007ff806c8809e (__TEXT,__text) non-external _push_operator
00007ff806ca1612 (__TEXT,__text) non-external _push_repeat_seek_byte_instr
00007ff806ca1563 (__TEXT,__text) non-external _push_seek_byte_instr
00007ff806c94e17 (__TEXT,__text) non-external (was a private external) _putcharacter
00007ff806c94dcc (__TEXT,__text) non-external (was a private external) _putstr
00007ff806c95f40 (__TEXT,__text) non-external _readsharpstrexp
00007ff806c7c4d9 (__TEXT,__text) non-external _readstr_upto
00007ff806c95d21 (__TEXT,__text) non-external _readstrexp
                 (undefined) external _reallocf (from libSystem)
00007ff806c9349a (__TEXT,__text) non-external _record_condition_data
00007ff806c99be0 (__TEXT,__text) non-external _record_data_address
00007ff806c9898f (__TEXT,__text) non-external _record_enabled_profile_flags
00007ff806c8ad12 (__TEXT,__text) non-external _regex_quote
00007ff806c9d6b7 (__TEXT,__text) non-external _remove_conditions_matching_predicate_policy
00007ff806c9d5aa (__TEXT,__text) non-external _remove_leading_literal_byte
00007ff806c9071a (__TEXT,__text) non-external _reorder_condition
00007ff806c908f6 (__TEXT,__text) non-external _reorder_condition_list
00007ff806c9d8bb (__TEXT,__text) non-external _reorder_policy
00007ff806c85f67 (__TEXT,__text) non-external _reverse
00007ff806caf040 (__TEXT,__const) non-external _root_translation_scm
00007ff806c7fedf (__TEXT,__text) non-external (was a private external) _s_cons
00007ff806c7f998 (__TEXT,__text) non-external (was a private external) _s_immutable_cons
00007ff806c7af54 (__TEXT,__text) non-external _s_save
00007ff806c93998 (__TEXT,__text) external _sandbox_apply
00007ff806c939b3 (__TEXT,__text) external _sandbox_apply_container
00007ff806c9673c (__TEXT,__text) external _sandbox_compile_entitlements
00007ff806c7597d (__TEXT,__text) external _sandbox_compile_file
00007ff806c758e4 (__TEXT,__text) external _sandbox_compile_named
00007ff806c94619 (__TEXT,__text) external _sandbox_compile_string
00007ff806c970d8 (__TEXT,__text) external _sandbox_container_paths_iterate_items
00007ff806c75780 (__TEXT,__text) external _sandbox_create_params
00007ff806c974d7 (__TEXT,__text) external _sandbox_exempt_from_network_approval_policy
00007ff806c93a88 (__TEXT,__text) external _sandbox_free_params
00007ff806c93a55 (__TEXT,__text) external _sandbox_free_profile
00007ff806c96884 (__TEXT,__text) external _sandbox_inspect_pid
00007ff806c96986 (__TEXT,__text) external _sandbox_inspect_smemory
00007ff806c970ed (__TEXT,__text) external _sandbox_prepare_user_home_mount
00007ff806c97588 (__TEXT,__text) external _sandbox_register_network_approval_policy_exemption_for_share
00007ff806c96774 (__TEXT,__text) external _sandbox_register_profile
00007ff806c97921 (__TEXT,__text) external _sandbox_register_sync_root
00007ff806c757e4 (__TEXT,__text) external _sandbox_set_param
00007ff806c96a06 (__TEXT,__text) external _sandbox_set_user_state_item
00007ff806c96a1e (__TEXT,__text) external _sandbox_set_user_state_item_with_persona
00007ff806c96857 (__TEXT,__text) external _sandbox_unregister_all_profiles
00007ff806c96812 (__TEXT,__text) external _sandbox_unregister_profile
00007ff806c96991 (__TEXT,__text) external _sandbox_user_state_item_buffer_create
00007ff806c969ee (__TEXT,__text) external _sandbox_user_state_item_buffer_destroy
00007ff806c969a0 (__TEXT,__text) external _sandbox_user_state_item_buffer_send
00007ff806c96d2c (__TEXT,__text) external _sandbox_user_state_iterate_items
00007ff806ca2c66 (__TEXT,__text) non-external _save_condition
00007ff806c9ca16 (__TEXT,__text) non-external _sb_action_iterate
00007ff806c97c39 (__TEXT,__text) non-external _sb_annotation_destroy
00007ff806c924ce (__TEXT,__text) non-external _sb_annotation_set_integer
00007ff806c9858d (__TEXT,__text) non-external _sb_bitmask_clear_bit
00007ff806c98350 (__TEXT,__text) non-external _sb_bitmask_create_empty
00007ff806c98444 (__TEXT,__text) non-external _sb_bitmask_get_hash
00007ff806c984c7 (__TEXT,__text) non-external _sb_bitmask_iterate_set
00007ff806c982dd (__TEXT,__text) non-external _sb_bitmask_release
00007ff806c9828a (__TEXT,__text) non-external _sb_bitmask_retain
00007ff806c98543 (__TEXT,__text) non-external _sb_bitmask_set_bit
00007ff806c781e3 (__TEXT,__text) non-external _sb_buffer_alloc
00007ff806c89691 (__TEXT,__text) non-external _sb_buffer_get_byte_count
00007ff806c89727 (__TEXT,__text) non-external _sb_buffer_get_hash
00007ff806c8ac63 (__TEXT,__text) non-external _sb_buffer_is_equivalent
00007ff806c82cff (__TEXT,__text) non-external _sb_buffer_release
00007ff806c89ae7 (__TEXT,__text) non-external _sb_buffer_retain
00007ff806c985d5 (__TEXT,__text) non-external _sb_buffer_with_contents_of_file
00007ff806c896d2 (__TEXT,__text) non-external _sb_buffer_with_data_pointer
00007ff806c8911d (__TEXT,__text) non-external _sb_byteset_add_byte
00007ff806c9a887 (__TEXT,__text) non-external _sb_byteset_copy
00007ff806c8937d (__TEXT,__text) non-external _sb_byteset_get_population
00007ff806c91fd2 (__TEXT,__text) non-external _sb_byteset_is_equivalent
00007ff806c8b380 (__TEXT,__text) non-external _sb_byteset_iterate_ranges
00007ff806c89285 (__TEXT,__text) non-external _sb_byteset_negate
00007ff806c890a8 (__TEXT,__text) non-external _sb_byteset_new
00007ff806c8921e (__TEXT,__text) non-external _sb_byteset_release
00007ff806c891cb (__TEXT,__text) non-external _sb_byteset_retain
00007ff806c8b4af (__TEXT,__text) non-external _sb_byteset_union
00007ff806c9a7a9 (__TEXT,__text) non-external _sb_byteset_with_range
00007ff806c97b15 (__TEXT,__text) non-external _sb_calloc_typed
00007ff806c9ab00 (__TEXT,__text) non-external _sb_condition_bitmask
00007ff806c9aa8d (__TEXT,__text) non-external _sb_condition_boolean
00007ff806c861b1 (__TEXT,__text) non-external _sb_condition_conjunction
00007ff806c94439 (__TEXT,__text) non-external _sb_condition_constant
00007ff806c83604 (__TEXT,__text) non-external _sb_condition_disjunction
00007ff806c9b4a8 (__TEXT,__text) non-external _sb_condition_is_bitmask
00007ff806c9b368 (__TEXT,__text) non-external _sb_condition_is_boolean
00007ff806c8e678 (__TEXT,__text) non-external _sb_condition_is_conjunction
00007ff806c8646c (__TEXT,__text) non-external _sb_condition_is_contrary
00007ff806c8d99e (__TEXT,__text) non-external _sb_condition_is_disjunction
00007ff806c86bc3 (__TEXT,__text) non-external _sb_condition_is_equivalent
00007ff806c9318c (__TEXT,__text) non-external _sb_condition_is_integer
00007ff806c9b444 (__TEXT,__text) non-external _sb_condition_is_network
00007ff806c8e8cc (__TEXT,__text) non-external _sb_condition_is_pattern
00007ff806c831aa (__TEXT,__text) non-external _sb_condition_is_regex
00007ff806c9b3d7 (__TEXT,__text) non-external _sb_condition_is_string_textbuf
00007ff806c8ea36 (__TEXT,__text) non-external _sb_condition_is_transposable
00007ff806c8321b (__TEXT,__text) non-external _sb_condition_list_append
00007ff806c8efe8 (__TEXT,__text) non-external _sb_condition_list_contains_condition
00007ff806c8ebff (__TEXT,__text) non-external _sb_condition_list_copy
00007ff806c89be8 (__TEXT,__text) non-external _sb_condition_list_every_condition_matches_predicate
00007ff806c9b5aa (__TEXT,__text) non-external _sb_condition_list_filter
00007ff806c85c03 (__TEXT,__text) non-external _sb_condition_list_get_hash
00007ff806c91b3c (__TEXT,__text) non-external _sb_condition_list_is_equivalent
00007ff806c85d7d (__TEXT,__text) non-external _sb_condition_list_iterate
00007ff806c8f597 (__TEXT,__text) non-external _sb_condition_list_iterate_reverse
00007ff806c816ee (__TEXT,__text) non-external _sb_condition_list_new
00007ff806c81e6a (__TEXT,__text) non-external _sb_condition_list_release
00007ff806c8ed08 (__TEXT,__text) non-external _sb_condition_list_remove
00007ff806c8fe04 (__TEXT,__text) non-external _sb_condition_matches_subset
00007ff806c8d7ec (__TEXT,__text) non-external _sb_condition_negation
00007ff806c93fcd (__TEXT,__text) non-external _sb_condition_network
00007ff806c82e34 (__TEXT,__text) non-external _sb_condition_new
00007ff806c8903d (__TEXT,__text) non-external _sb_condition_pattern
00007ff806c839ad (__TEXT,__text) non-external _sb_condition_pattern_path
00007ff806c83497 (__TEXT,__text) non-external _sb_condition_release
00007ff806c83132 (__TEXT,__text) non-external _sb_condition_set_source_info
00007ff806c89a20 (__TEXT,__text) non-external _sb_condition_string
00007ff806c77df5 (__TEXT,__text) non-external _sb_context_intern_string
00007ff806c81b58 (__TEXT,__text) non-external _sb_context_release
00007ff806c81ae2 (__TEXT,__text) non-external _sb_context_release_modification
00007ff806c77cc5 (__TEXT,__text) non-external _sb_context_retain
00007ff806c9b7b7 (__TEXT,__text) non-external _sb_context_retain_modification
00007ff806ca3975 (__TEXT,__text) non-external _sb_error_fatal
00007ff806ca3a1d (__TEXT,__text) non-external _sb_error_fatal_for_instruction
00007ff806c9bdcc (__TEXT,__text) non-external _sb_error_for_instruction
00007ff806c8953f (__TEXT,__text) non-external _sb_error_new
00007ff8406c46c0 (__DATA_CONST,__const) non-external _sb_error_out_of_memory.oom_error
00007ff806c8943c (__TEXT,__text) non-external _sb_error_set_unsupported_with_format
00007ff806c9bc5b (__TEXT,__text) non-external _sb_error_set_with_description
00007ff806c9bd30 (__TEXT,__text) non-external _sb_error_set_with_format
00007ff806c9bcb0 (__TEXT,__text) non-external _sb_error_set_with_formatv
00007ff806c802af (__TEXT,__text) non-external _sb_filter_accepts_type
00007ff806c82fea (__TEXT,__text) non-external _sb_filter_has_dependency
00007ff8436e6248 (__DATA_DIRTY,__bss) non-external _sb_filter_has_side_effects.filterset
00007ff8436e6240 (__DATA_DIRTY,__bss) non-external _sb_filter_has_side_effects.onceToken
00007ff806c8217c (__TEXT,__text) non-external _sb_filter_is_case_sensitive
00007ff806c9c1dc (__TEXT,__text) non-external _sb_filter_values_are_serialized_via_string_table
00007ff806c82286 (__TEXT,__text) non-external _sb_fsa_acceptor
00007ff806c84cb8 (__TEXT,__text) non-external _sb_fsa_copy
00007ff806c84b09 (__TEXT,__text) non-external _sb_fsa_disjunction
00007ff806c84f1a (__TEXT,__text) non-external _sb_fsa_get_recognizer_child
00007ff806c90174 (__TEXT,__text) non-external _sb_fsa_is_backtracking_recognizer
00007ff806c9006b (__TEXT,__text) non-external _sb_fsa_matches_subset
00007ff806c98233 (__TEXT,__text) non-external _sb_fsa_may_backtrack
00007ff806c8b1d6 (__TEXT,__text) non-external _sb_fsa_recognizer_byteset
00007ff806c8b5ad (__TEXT,__text) non-external _sb_fsa_recognizer_byteset_skip
00007ff806c8b133 (__TEXT,__text) non-external _sb_fsa_recognizer_seek_byte
00007ff806c88f96 (__TEXT,__text) non-external _sb_fsa_recognizer_seek_byte_with_retry
00007ff806c848ae (__TEXT,__text) non-external _sb_fsa_recognizer_sequence
00007ff806c84ab6 (__TEXT,__text) non-external _sb_fsa_recognizer_terminal
00007ff806c97dcf (__TEXT,__text) non-external _sb_fsa_recognizer_variable
00007ff806c82bdf (__TEXT,__text) non-external _sb_fsa_release
00007ff806c85a3c (__TEXT,__text) non-external _sb_fsa_release_indegree
00007ff806c82b1c (__TEXT,__text) non-external _sb_fsa_retain
00007ff806c84a26 (__TEXT,__text) non-external _sb_fsa_retain_indegree
00007ff806c8b008 (__TEXT,__text) non-external _sb_fsa_set_recognizer_child
00007ff806c78139 (__TEXT,__text) non-external _sb_hash_compute
00007ff806c9689c (__TEXT,__text) non-external _sb_inspect_subsystem
00007ff806c78301 (__TEXT,__text) non-external _sb_instr_action
00007ff806c838e2 (__TEXT,__text) non-external _sb_instr_conditional
00007ff806c92039 (__TEXT,__text) non-external _sb_instr_get_action_modifiers
00007ff806c8da91 (__TEXT,__text) non-external _sb_instr_get_jump_target
00007ff806c8d4da (__TEXT,__text) non-external _sb_instr_is_equivalent
00007ff806c9c47c (__TEXT,__text) non-external _sb_instr_is_unmodified_allow_action
00007ff806c783da (__TEXT,__text) non-external _sb_instr_new
00007ff806c78514 (__TEXT,__text) non-external _sb_instr_release
00007ff806c9c262 (__TEXT,__text) non-external _sb_instr_release_tracking
00007ff806c8d6c1 (__TEXT,__text) non-external _sb_instr_replace
00007ff806c7849c (__TEXT,__text) non-external _sb_instr_retain
00007ff806c9c34e (__TEXT,__text) non-external _sb_instr_retain_tracking
00007ff806c8dbff (__TEXT,__text) non-external _sb_instr_set_condition
00007ff806c89988 (__TEXT,__text) non-external _sb_instr_set_false_branch
00007ff806c8fd27 (__TEXT,__text) non-external _sb_instr_set_true_branch
00007ff806c97a5c (__TEXT,__text) non-external _sb_malloc_typed
00007ff806c86f79 (__TEXT,__text) non-external _sb_modifier_requires_argument
00007ff806c81961 (__TEXT,__text) non-external _sb_modifiers_iterate
00007ff806c819d6 (__TEXT,__text) non-external _sb_modifiers_release
00007ff806c9c8c0 (__TEXT,__text) non-external _sb_msgfilter_is_equivalent
00007ff806c9c830 (__TEXT,__text) non-external _sb_msgfilter_release
00007ff806c9377e (__TEXT,__text) non-external _sb_mutable_buffer_make_immutable
00007ff806c8c0ca (__TEXT,__text) non-external _sb_mutable_buffer_new
00007ff806c93893 (__TEXT,__text) non-external _sb_mutable_buffer_release
00007ff806c92567 (__TEXT,__text) non-external _sb_mutable_buffer_set_minimum_size
00007ff806c925ef (__TEXT,__text) non-external _sb_mutable_buffer_write
00007ff806c9622f (__TEXT,__text) non-external (was a private external) _sb_packbuff_free
00007ff806ca3897 (__TEXT,__text) non-external _sb_packbuff_free.cold.1
00007ff806c962a1 (__TEXT,__text) non-external (was a private external) _sb_packbuff_get_bytes
00007ff806c962b5 (__TEXT,__text) non-external (was a private external) _sb_packbuff_get_item_value_type
00007ff806c962ab (__TEXT,__text) non-external (was a private external) _sb_packbuff_get_size
00007ff806c961b7 (__TEXT,__text) non-external (was a private external) _sb_packbuff_init_with_buffer
00007ff806c960ac (__TEXT,__text) non-external (was a private external) _sb_packbuff_new
