00007ffc1fe07ef6 (__TEXT,__text) external _AAAFSCGetMetadata
                 (undefined) external _pthread_get_qos_class_np (from libSystem)
                 (undefined) external _pthread_getspecific (from libSystem)
                 (undefined) external _pthread_join (from libSystem)
                 (undefined) external _pthread_key_create (from libSystem)
                 (undefined) external _pthread_mutex_destroy (from libSystem)
                 (undefined) external _pthread_mutex_init (from libSystem)
                 (undefined) external _pthread_mutex_lock (from libSystem)
                 (undefined) external _pthread_mutex_unlock (from libSystem)
                 (undefined) external _pthread_once (from libSystem)
                 (undefined) external _pthread_self (from libSystem)
                 (undefined) external _pthread_setspecific (from libSystem)
                 (undefined) external _pthread_yield_np (from libSystem)
00007ffc1fe0496e (__TEXT,__text) non-external (was a private external) _pushControls
00007ffc1fe048f9 (__TEXT,__text) non-external (was a private external) _pushDiffSegment
00007ffc1fd8ee68 (__TEXT,__text) non-external _pushPaddingRange
00007ffc1fd8d5b2 (__TEXT,__text) non-external _pushRange
                 (undefined) external _pwrite (from libSystem)
                 (undefined) external _qsort (from libSystem)
                 (undefined) external _qsort_r (from libSystem)
00007ffc1fdbcb78 (__TEXT,__text) non-external _quicksort64
                 (undefined) external _rand (from libSystem)
00007ffc1fdada91 (__TEXT,__text) non-external _randomAccessWorkerProc
00007ffc1fdc6114 (__TEXT,__text) non-external _rangeCmp
00007ffc1fdc1292 (__TEXT,__text) non-external _rangeInputStreamCancel
00007ffc1fdc126f (__TEXT,__text) non-external _rangeInputStreamClose
00007ffc1fdc12af (__TEXT,__text) non-external _rangeInputStreamRead
00007ffc1fd8a125 (__TEXT,__text) non-external _rawimg_add_fork
00007ffc1fd8a2c0 (__TEXT,__text) non-external _rawimg_add_volume
00007ffc1fd89e06 (__TEXT,__text) non-external (was a private external) _rawimg_create_with_path
00007ffc1fd8bfd1 (__TEXT,__text) non-external (was a private external) _rawimg_create_with_stream
00007ffc1fd89ba3 (__TEXT,__text) non-external (was a private external) _rawimg_destroy
00007ffc1fd8b601 (__TEXT,__text) non-external _rawimg_digest_worker
00007ffc1fdb01ce (__TEXT,__text) non-external (was a private external) _rawimg_force_in_place
00007ffc1fd8b58d (__TEXT,__text) non-external _rawimg_free_chunks
00007ffc1fd8a7bb (__TEXT,__text) non-external (was a private external) _rawimg_get_digests
00007ffc1fd8bba8 (__TEXT,__text) non-external (was a private external) _rawimg_save_to_stream
00007ffc1fd8b7a0 (__TEXT,__text) non-external (was a private external) _rawimg_set_fork_types
00007ffc1fd89c16 (__TEXT,__text) non-external (was a private external) _rawimg_show
00007ffc1fd8a2c8 (__TEXT,__text) non-external _rawimg_verify
00007ffc1fd987c8 (__TEXT,__text) non-external (was a private external) _reStringAppend
                 (undefined) external _read (from libSystem)
                 (undefined) external _readdir_r$INODE64 (from libSystem)
00007ffc1fe119ef (__TEXT,__text) non-external (was a private external) _readerProc
                 (undefined) external _readlink (from libSystem)
                 (undefined) external _realloc (from libSystem)
00007ffc1fdc6660 (__TEXT,__text) non-external (was a private external) _reallocToFit
00007ffc1fdf53e5 (__TEXT,__text) non-external _realloc_fields
                 (undefined) external _reallocf (from libSystem)
                 (undefined) external _realpath$DARWIN_EXTSN (from libSystem)
                 (undefined) external _regcomp (from libSystem)
                 (undefined) external _regerror (from libSystem)
                 (undefined) external _regexec (from libSystem)
                 (undefined) external _regfree (from libSystem)
00007ffc1fe27d00 (__TEXT,__const) non-external _reltable.rawimg_force_in_place
00007ffc1fdd8175 (__TEXT,__text) non-external _remap_page
00007ffc1fdc880e (__TEXT,__text) non-external _removeEntryProc
00007ffc1fdc842c (__TEXT,__text) non-external (was a private external) _removeFile
00007ffc1fdc88ab (__TEXT,__text) non-external _removeLeaveDirProc
00007ffc1fdb2dfd (__TEXT,__text) non-external _removeStreamAbort
00007ffc1fdb25c5 (__TEXT,__text) non-external _removeStreamClose
00007ffc1fdb2deb (__TEXT,__text) non-external _removeStreamWriteBlob
00007ffc1fdb28cf (__TEXT,__text) non-external _removeStreamWriteHeader
00007ffc1fdc87d8 (__TEXT,__text) non-external (was a private external) _removeTree
                 (undefined) external _rename (from libSystem)
00007ffc1fe0488f (__TEXT,__text) non-external (was a private external) _reserveDiffSegmentVector
00007ffc1fe08f84 (__TEXT,__text) non-external _resizeResourceFork
00007ffc1fdd568f (__TEXT,__text) non-external _resizeStream
00007ffc1fe081fc (__TEXT,__text) non-external _resourceForkSize
00007ffc1fdcd4f3 (__TEXT,__text) non-external (was a private external) _restoreThreadErrorContext
00007ffc1fde45d5 (__TEXT,__text) non-external _retireEntryRange
00007ffc1fdf4506 (__TEXT,__text) non-external _retireThreadEnqueue
00007ffc1fdf031d (__TEXT,__text) non-external _retireThreadProc
                 (undefined) external _rmdir (from libSystem)
00007ffc1fddb7f7 (__TEXT,__text) non-external _sanitize_internal_controls
00007ffc1fdcd49e (__TEXT,__text) non-external (was a private external) _saveThreadErrorContext
00007ffc1fdbdc87 (__TEXT,__text) non-external _seekTo
00007ffc1fdd186d (__TEXT,__text) non-external _segment_find
00007ffc1fdb1b5f (__TEXT,__text) non-external _sendEOF
00007ffc1fdcef42 (__TEXT,__text) non-external _sendHeader
00007ffc1fd9dd96 (__TEXT,__text) non-external _sendMessage
00007ffc1fe115e9 (__TEXT,__text) non-external _sendMessage
00007ffc1fdad95f (__TEXT,__text) non-external _sequentialReaderProc
00007ffc1fdad9e3 (__TEXT,__text) non-external _sequentialWriterProc
00007ffc1fdc6796 (__TEXT,__text) non-external (was a private external) _serializeHexString
00007ffc1fe1dd20 (__TEXT,__cstring) non-external _serializeHexString.digit
00007ffc1fdda344 (__TEXT,__text) non-external _setFieldBlob
00007ffc1fdc799c (__TEXT,__text) non-external (was a private external) _setFileAPFSInternalFlags
00007ffc1fdc7f59 (__TEXT,__text) non-external (was a private external) _setFileAPFSInternalFlagsFD
00007ffc1fdccf7e (__TEXT,__text) non-external _setThreadErrorContext
00007ffc1fe0a2ee (__TEXT,__text) non-external _setUFCompressedBit
                 (undefined) external _setattrlist (from libSystem)
00007ffc1fdd43e8 (__TEXT,__text) non-external _setupContext
00007ffc1fde238f (__TEXT,__text) non-external _setupContext
00007ffc1fdc675d (__TEXT,__text) non-external (was a private external) _sha1ToString
00007ffc1fdc67e6 (__TEXT,__text) non-external (was a private external) _sha1cmp
00007ffc1fda20a3 (__TEXT,__text) non-external _sharedBufferWriteToDrain
                 (undefined) external _snprintf (from libSystem)
00007ffc1fd8ef15 (__TEXT,__text) non-external _startStreaming
                 (undefined) external _stat$INODE64 (from libSystem)
00007ffc1fdc7911 (__TEXT,__text) non-external (was a private external) _statIsCompressed
00007ffc1fdc8902 (__TEXT,__text) non-external (was a private external) _statIsDataless
00007ffc1fdec863 (__TEXT,__text) non-external _stateAppendEntry
00007ffc1fe00c59 (__TEXT,__text) non-external _stateCollectorStreamClose
00007ffc1fe01856 (__TEXT,__text) non-external _stateCollectorStreamWriteBlob
00007ffc1fe00c66 (__TEXT,__text) non-external _stateCollectorStreamWriteHeader
00007ffc1fdfe735 (__TEXT,__text) non-external _stateComputePatches
00007ffc1fdec21f (__TEXT,__text) non-external _stateConcatPath
00007ffc1fde985a (__TEXT,__text) non-external _stateDestroy
00007ffc1fe00b20 (__TEXT,__text) non-external _stateDestroy
00007ffc1fdfeaef (__TEXT,__text) non-external _stateGenerateArchive
00007ffc1fdec252 (__TEXT,__text) non-external _stateGetEntryData
00007ffc1fe02856 (__TEXT,__text) non-external _stateLoadEntryHeader
00007ffc1fdec437 (__TEXT,__text) non-external _stateShouldCreateFileInCluster
00007ffc1fdc6168 (__TEXT,__text) non-external _stateSortRanges
                 (undefined) external _statfs$INODE64 (from libSystem)
00007ffc1fe13af1 (__TEXT,__text) non-external _storeCachePos
00007ffc1fe0a3ba (__TEXT,__text) non-external _storeChunkOffsets
00007ffc1fdc6fac (__TEXT,__text) non-external (was a private external) _storeFileContents
                 (undefined) external _strcasecmp (from libSystem)
                 (undefined) external _strchr (from libSystem)
                 (undefined) external _strcmp (from libSystem)
00007ffc1fdc4155 (__TEXT,__text) non-external _streamAbort
00007ffc1fddce4c (__TEXT,__text) non-external _streamAbort
00007ffc1fdc3ffa (__TEXT,__text) non-external _streamClose
00007ffc1fddcadd (__TEXT,__text) non-external _streamClose
00007ffc1fda07e4 (__TEXT,__text) non-external _streamConsumerProc
00007ffc1fddd6e2 (__TEXT,__text) non-external _streamEnqueueWriteChunkToStream
00007ffc1fdc4172 (__TEXT,__text) non-external _streamPRead
00007ffc1fddce6c (__TEXT,__text) non-external _streamPWrite
00007ffc1fdc4fcc (__TEXT,__text) non-external _streamProc
00007ffc1fe10926 (__TEXT,__text) non-external _streamProc
00007ffc1fdc4542 (__TEXT,__text) non-external _streamRead
00007ffc1fdc4565 (__TEXT,__text) non-external _streamSeek
00007ffc1fda08a7 (__TEXT,__text) non-external _streamThreadProc
00007ffc1fda0752 (__TEXT,__text) non-external _streamWorkerProc
                 (undefined) external _strerror (from libSystem)
00007ffc1fdb9bcb (__TEXT,__text) non-external _stringTableIndexCompareProc
00007ffc1fdb96a8 (__TEXT,__text) non-external _stringTableReserve
00007ffc1fe07824 (__TEXT,__text) non-external _stripAFSC
                 (undefined) external _strlcpy (from libSystem)
                 (undefined) external _strlen (from libSystem)
                 (undefined) external _strncmp (from libSystem)
                 (undefined) external _strrchr (from libSystem)
                 (undefined) external _strtol (from libSystem)
                 (undefined) external _strtoll (from libSystem)
                 (undefined) external _strtoull (from libSystem)
00007ffc1fe02a83 (__TEXT,__text) non-external _subArchiveCreate
00007ffc1fe02fdd (__TEXT,__text) non-external _subArchiveDestroy
                 (undefined) external _symlink (from libSystem)
                 (undefined) external _symlinkat (from libSystem)
                 (undefined) external _sysconf (from libSystem)
                 (undefined) external _sysctlbyname (from libSystem)
00007ffc1fdfab5e (__TEXT,__text) non-external _tarParseInt
00007ffc1fdd500d (__TEXT,__text) non-external _tempStreamCancel
00007ffc1fdd4f8a (__TEXT,__text) non-external _tempStreamClose
00007ffc1fdd505a (__TEXT,__text) non-external _tempStreamPRead
00007ffc1fdd52bc (__TEXT,__text) non-external _tempStreamPWrite
00007ffc1fdd5022 (__TEXT,__text) non-external _tempStreamRead
00007ffc1fdd5230 (__TEXT,__text) non-external _tempStreamSeek
00007ffc1fdd5520 (__TEXT,__text) non-external _tempStreamTruncate
00007ffc1fdd5284 (__TEXT,__text) non-external _tempStreamWrite
00007ffc1fdc0596 (__TEXT,__text) non-external _threadPipelineConsumerThreadProc
00007ffc1fdc02a0 (__TEXT,__text) non-external _threadPipelineWorkerThreadProc
00007ffc1fe0dfb9 (__TEXT,__text) non-external _threadPoolWorkerThreadProc
00007ffc1fdcd903 (__TEXT,__text) non-external _threadWrapperProc
00007ffc1fda5daa (__TEXT,__text) non-external _treeAdd
00007ffc1fda577b (__TEXT,__text) non-external (was a private external) _treeDeleteRangeWithPoint
00007ffc1fda5a49 (__TEXT,__text) non-external _treeRebalance
00007ffc1fda678a (__TEXT,__text) non-external _treeRotateLeft
00007ffc1fda6668 (__TEXT,__text) non-external _treeRotateRight
00007ffc1fda5c8d (__TEXT,__text) non-external (was a private external) _treeSub
                 (undefined) external _unlink (from libSystem)
00007ffc1fde4047 (__TEXT,__text) non-external _unlinkTempSegment
                 (undefined) external _unlinkat (from libSystem)
00007ffc1fdc727f (__TEXT,__text) non-external (was a private external) _updateFileAttributes
00007ffc1fdc9e51 (__TEXT,__text) non-external _updateFromHeader
00007ffc1fdcd42c (__TEXT,__text) non-external (was a private external) _updateThreadErrorContextErrorCode
00007ffc1fdcd45f (__TEXT,__text) non-external (was a private external) _updateThreadErrorContextWarningCode
00007ffc1fdf6cb8 (__TEXT,__text) non-external _update_field_sizes
                 (undefined) external _usleep (from libSystem)
                 (undefined) external _utimes (from libSystem)
                 (undefined) external _uuid_parse (from libSystem)
                 (undefined) external _uuid_unparse_upper (from libSystem)
                 (undefined) external _valloc (from libSystem)
00007ffc1fd9dce0 (__TEXT,__text) non-external _verifyDirectoryStreamCancel
00007ffc1fd9cfe9 (__TEXT,__text) non-external _verifyDirectoryStreamClose
00007ffc1fd9da57 (__TEXT,__text) non-external _verifyDirectoryStreamWriteBlob
00007ffc1fd9d36e (__TEXT,__text) non-external _verifyDirectoryStreamWriteHeader
00007ffc1fdd469d (__TEXT,__text) non-external _verifySegment
00007ffc1fde2fba (__TEXT,__text) non-external _verifySegment
00007ffc1fe1176c (__TEXT,__text) non-external (was a private external) _verifySegmentProc
                 (undefined) external _vsnprintf (from libSystem)
00007ffc1fdec510 (__TEXT,__text) non-external _workerApplyAttr
00007ffc1fd9dcf5 (__TEXT,__text) non-external _workerDataFree
00007ffc1fdec767 (__TEXT,__text) non-external _workerDecodeAndApplyACL
00007ffc1fdec66b (__TEXT,__text) non-external _workerDecodeAndApplyXAT
00007ffc1fdb2e12 (__TEXT,__text) non-external _workerDestroy
00007ffc1fdec1c4 (__TEXT,__text) non-external _workerDestroy
00007ffc1fd8ccb7 (__TEXT,__text) non-external _workerProc
00007ffc1fd9cafc (__TEXT,__text) non-external _workerProc
00007ffc1fdb24d0 (__TEXT,__text) non-external _workerProc
00007ffc1fdc64eb (__TEXT,__text) non-external _workerProc
00007ffc1fde9913 (__TEXT,__text) non-external _workerProc
00007ffc1fe107df (__TEXT,__text) non-external _workerProc
00007ffc1fdec5cc (__TEXT,__text) non-external _workerReserve
00007ffc1fdec2ef (__TEXT,__text) non-external _workerUpdateDir
                 (undefined) external _write (from libSystem)
00007ffc1fdcb171 (__TEXT,__text) non-external _writeBlobProc
00007ffc1fdcab06 (__TEXT,__text) non-external _writeHeaderProc
00007ffc1fe041ff (__TEXT,__text) non-external _writeOBuf
00007ffc1fd93133 (__TEXT,__text) non-external _writeProc
00007ffc1fdbf0b8 (__TEXT,__text) non-external _writeProc
00007ffc1fddfdbc (__TEXT,__text) non-external _writeProc
00007ffc1fddc7c4 (__TEXT,__text) non-external _writerProc
00007ffc1fe11bb8 (__TEXT,__text) non-external (was a private external) _writerProc
