00007ffa1e97e082 (__TEXT,__text) non-external _DiToMD5
00007ffa1e96d5b4 (__TEXT,__text) external __ZThn40_N20IOExtensiblePaniclog11ClaimBufferEPyS0_
00007ffa1e96d5f8 (__TEXT,__text) external __ZThn40_N20IOExtensiblePaniclog11YieldBufferEj
00007ffa1e96b98e (__TEXT,__text) external __ZThn48_N12IOUserClient14ExternalMethodEyP27IOUserClientMethodArgumentsPK26IOUserClientMethodDispatchP8OSObjectPv
00007ffa1e971320 (__TEXT,__text) external __ZThn48_N12OSDictionary14ensureCapacityEj
00007ffa1e9713d8 (__TEXT,__text) external __ZThn48_N12OSDictionary15flushCollectionEv
00007ffa1e9719d8 (__TEXT,__text) external __ZThn48_N7OSArray14ensureCapacityEj
00007ffa1e971a68 (__TEXT,__text) external __ZThn48_N7OSArray15flushCollectionEv
00007ffa1e9711fe (__TEXT,__text) external __ZThn48_NK12OSCollection14copyCollectionEP12OSDictionary
00007ffa1e97120e (__TEXT,__text) external __ZThn48_NK12OSCollection14iterateObjectsEU13block_pointerFbP8OSObjectE
00007ffa1e97130a (__TEXT,__text) external __ZThn48_NK12OSDictionary11getCapacityEv
00007ffa1e971820 (__TEXT,__text) external __ZThn48_NK12OSDictionary14iterateObjectsEU13block_pointerFbP8OSObjectE
00007ffa1e9712ee (__TEXT,__text) external __ZThn48_NK12OSDictionary8getCountEv
00007ffa1e9719c2 (__TEXT,__text) external __ZThn48_NK7OSArray11getCapacityEv
00007ffa1e971d82 (__TEXT,__text) external __ZThn48_NK7OSArray14iterateObjectsEU13block_pointerFbP8OSObjectE
00007ffa1e9719a6 (__TEXT,__text) external __ZThn48_NK7OSArray8getCountEv
00007ffa42cf0490 (__DATA,__bss) non-external __ZZL13noChannelNamevE4name
00007ffa42cf0498 (__DATA,__bss) non-external __ZZL13noChannelNamevE4once
00007ffa42cef450 (__DATA,__bss) non-external __ZZL18isFirstPartyDrivervE4once
00007ffa42cef458 (__DATA,__bss) non-external __ZZL18isFirstPartyDrivervE6result
                 (undefined) weak external __ZdlPv (from libc++)
                 (undefined) weak external __Znwm (from libc++)
00007ffa1e96821c (__TEXT,__text) non-external ___IOUserServerMain_block_invoke
00007ffa1e968276 (__TEXT,__text) non-external ___IOUserServerMain_block_invoke_2
00007ffa1e9682c9 (__TEXT,__text) non-external ___IOUserServerMain_block_invoke_3
00007ffa1e98f5a9 (__TEXT,__text) non-external ___IOUserServerMain_block_invoke_3.cold.1
00007ffa1e98f5cc (__TEXT,__text) non-external ___IOUserServerMain_block_invoke_3.cold.2
00007ffa1e96ff64 (__TEXT,__text) non-external ___OSArrayApply_block_invoke
00007ffa1e96f5fc (__TEXT,__text) non-external ___OSDictionaryApply_block_invoke
00007ffa1e99000f (__TEXT,__text) non-external ___OSDictionaryApply_block_invoke.cold.1
00007ffa1e990032 (__TEXT,__text) non-external ___OSDictionaryApply_block_invoke.cold.2
00007ffa1e96ee70 (__TEXT,__text) non-external ___OSStringCreate_block_invoke
00007ffa1e970af2 (__TEXT,__text) non-external ____Z16OSSerializeEntryP15OSSerializationS0_17OSCollectionEntry_block_invoke
00007ffa1e970b4d (__TEXT,__text) non-external ____Z16OSSerializeEntryP15OSSerializationS0_17OSCollectionEntry_block_invoke_2
00007ffa1e971140 (__TEXT,__text) non-external ____Z19OSObjectLogInternalP8OSObjectj_block_invoke
00007ffa1e971198 (__TEXT,__text) non-external ____Z19OSObjectLogInternalP8OSObjectj_block_invoke.39
00007ffa1e97bf30 (__TEXT,__text) non-external ____ZL13noChannelNamev_block_invoke
00007ffa1e96dad2 (__TEXT,__text) non-external ____ZL15OSCopyInObjectsP18IOUserServer_IVarsP16IORPCMessageMachP12IORPCMessageb_block_invoke
00007ffa1e98fd4d (__TEXT,__text) non-external ____ZL15OSCopyInObjectsP18IOUserServer_IVarsP16IORPCMessageMachP12IORPCMessageb_block_invoke.cold.1
00007ffa1e9651d3 (__TEXT,__text) non-external ____ZL18isFirstPartyDriverv_block_invoke
00007ffa1e972dde (__TEXT,__text) non-external ____ZL19OSArrayContainerizeP7OSArray_block_invoke
00007ffa1e972ed7 (__TEXT,__text) non-external ____ZL20OSArrayInternalApplyP7OSArrayjU13block_pointerFbmP15OSSerialization17OSCollectionEntryE_block_invoke
00007ffa1e972c40 (__TEXT,__text) non-external ____ZL20OSDictionaryGetEntryP12OSDictionaryP8OSObjectPKcPm_block_invoke
00007ffa1e9904b5 (__TEXT,__text) non-external ____ZL20OSDictionaryGetEntryP12OSDictionaryP8OSObjectPKcPm_block_invoke.cold.1
00007ffa1e972ff9 (__TEXT,__text) non-external ____ZL21OSArrayIterateObjectsP7OSArrayjU13block_pointerFbP8OSObjectE_block_invoke
00007ffa1e972ad0 (__TEXT,__text) non-external ____ZL24OSDictionaryContainerizeP12OSDictionary_block_invoke
00007ffa1e972c0e (__TEXT,__text) non-external ____ZL25OSDictionaryInternalApplyP12OSDictionaryU13block_pointerFbmP15OSSerialization17OSCollectionEntryS3_E_block_invoke
00007ffa1e972f47 (__TEXT,__text) non-external ____ZL26OSDictionaryIterateObjectsP12OSDictionaryU13block_pointerFbP8OSObjectS2_E_block_invoke
00007ffa1e972f28 (__TEXT,__text) non-external ____ZL27OSCollectionEntryArrayApplyP15OSSerialization17OSCollectionEntryU13block_pointerFbmS0_S1_E_block_invoke
00007ffa1e96e061 (__TEXT,__text) non-external ____ZL31IOInterruptDispatchSourceThreadPv_block_invoke
00007ffa1e972efe (__TEXT,__text) non-external ____ZL32OSCollectionEntryDictionaryApplyP15OSSerialization17OSCollectionEntryU13block_pointerFbmS0_S1_S1_E_block_invoke
00007ffa1e96daf1 (__TEXT,__text) non-external ____ZL8LockTesti_block_invoke
00007ffa1e96db46 (__TEXT,__text) non-external ____ZL8LockTesti_block_invoke.169
00007ffa1e96dbbd (__TEXT,__text) non-external ____ZL8LockTesti_block_invoke.171
00007ffa1e97df33 (__TEXT,__text) non-external ____ZL8deepcopyP12OSDictionary_block_invoke
00007ffa1e97adbd (__TEXT,__text) non-external ____ZN10IOReporter16updateAllReportsEP12OSCollectionP6OSDatajPjyyP18IOMemoryDescriptor_block_invoke
00007ffa1e97aa01 (__TEXT,__text) non-external ____ZN10IOReporter19configureAllReportsEP12OSCollectionP6OSDatajPj_block_invoke
00007ffa1e971619 (__TEXT,__text) non-external ____ZN12OSDictionary5mergeEPKS__block_invoke
00007ffa1e96c3dc (__TEXT,__text) non-external ____ZN13IOCommandPool10getCommandEb_block_invoke
00007ffa1e96c47d (__TEXT,__text) non-external ____ZN13IOCommandPool13returnCommandEP9IOCommand_block_invoke
00007ffa1e98fad7 (__TEXT,__text) non-external ____ZN13IOCommandPool13returnCommandEP9IOCommand_block_invoke.cold.1
00007ffa1e968aa6 (__TEXT,__text) non-external ____ZN15IODispatchQueue14DispatchSync_fEPvPFvS0_E_block_invoke
00007ffa1e9688aa (__TEXT,__text) non-external ____ZN15IODispatchQueue15DispatchAsync_fEPvPFvS0_E_block_invoke
00007ffa1e9689af (__TEXT,__text) non-external ____ZN15IODispatchQueue20DispatchConcurrent_fEPvPFvS0_E_block_invoke
00007ffa1e968506 (__TEXT,__text) non-external ____ZN15IODispatchQueue6CancelEU13block_pointerFvvE_block_invoke
00007ffa1e968f23 (__TEXT,__text) non-external ____ZN15IODispatchQueue9RunActionEU13block_pointerFivE_block_invoke
00007ffa1e966af8 (__TEXT,__text) non-external ____ZN15OSMetaClassBase6InvokeE5IORPC_block_invoke
00007ffa1e96a674 (__TEXT,__text) non-external ____ZN21IOTimerDispatchSource11Cancel_ImplEU13block_pointerFvvE_block_invoke
00007ffa1e96a422 (__TEXT,__text) non-external ____ZN21IOTimerDispatchSource11Create_ImplEP15IODispatchQueuePPS__block_invoke
00007ffa1e96a4c7 (__TEXT,__text) non-external ____ZN21IOTimerDispatchSource11Create_ImplEP15IODispatchQueuePPS__block_invoke_2
00007ffa1e96a843 (__TEXT,__text) non-external ____ZN21IOTimerDispatchSource15WakeAtTime_ImplEyyy_block_invoke
00007ffa1e969395 (__TEXT,__text) non-external ____ZN25IOInterruptDispatchSource11Cancel_ImplEU13block_pointerFvvE_block_invoke
00007ffa1e96917b (__TEXT,__text) non-external ____ZN25IOInterruptDispatchSource28SetEnableWithCompletion_ImplEbU13block_pointerFvvE_block_invoke
00007ffa1e96962c (__TEXT,__text) non-external ____ZN35IOServiceNotificationDispatchSource11Cancel_ImplEU13block_pointerFvvE_block_invoke
00007ffa1e969761 (__TEXT,__text) non-external ____ZN35IOServiceNotificationDispatchSource20DeliverNotificationsEU13block_pointerFvyP9IOServiceyE_block_invoke
00007ffa1e98f7d9 (__TEXT,__text) non-external ____ZN35IOServiceNotificationDispatchSource20DeliverNotificationsEU13block_pointerFvyP9IOServiceyE_block_invoke.cold.1
00007ffa1e98f7fc (__TEXT,__text) non-external ____ZN35IOServiceNotificationDispatchSource20DeliverNotificationsEU13block_pointerFvyP9IOServiceyE_block_invoke.cold.2
00007ffa1e9695ad (__TEXT,__text) non-external ____ZN35IOServiceNotificationDispatchSource28SetEnableWithCompletion_ImplEbU13block_pointerFvvE_block_invoke
00007ffa1e96c7c9 (__TEXT,__text) non-external ____ZN40IOServiceStateNotificationDispatchSource11Cancel_ImplEU13block_pointerFvvE_block_invoke
00007ffa1e96c74a (__TEXT,__text) non-external ____ZN40IOServiceStateNotificationDispatchSource28SetEnableWithCompletion_ImplEbU13block_pointerFvvE_block_invoke
00007ffa1e972078 (__TEXT,__text) non-external ____ZN5OSSet5mergeEPK7OSArray_block_invoke
00007ffa1e971c4a (__TEXT,__text) non-external ____ZN7OSArray5mergeEPKS__block_invoke
00007ffa1e96ab0c (__TEXT,__text) non-external ____ZN8OSAction6CancelEU13block_pointerFvvE_block_invoke
00007ffa1e96f120 (__TEXT,__text) non-external ____ZN8OSString4freeEv_block_invoke
00007ffa1e96b442 (__TEXT,__text) non-external ____ZN9IOService9Stop_ImplEPS__block_invoke
00007ffa1e971810 (__TEXT,__text) non-external ____ZNK12OSDictionary14iterateObjectsEU13block_pointerFbP8OSObjectE_block_invoke
00007ffa1e971739 (__TEXT,__text) non-external ____ZNK12OSDictionary9isEqualToEPKS_PK12OSCollection_block_invoke
00007ffa1e97164f (__TEXT,__text) non-external ____ZNK12OSDictionary9isEqualToEPKS__block_invoke
00007ffa1e971e24 (__TEXT,__text) non-external ____ZNK7OSArray20getNextIndexOfObjectEPK15OSMetaClassBasej_block_invoke
00007ffa1e971c85 (__TEXT,__text) non-external ____ZNK7OSArray9isEqualToEPKS__block_invoke
                 (undefined) weak external ____chkstk_darwin (from libSystem)
00007ffa1e98e7d3 (__TEXT,__text) external ___assert_rtn
00007ffa41b3ec28 (__DATA_CONST,__const) non-external ___block_descriptor_tmp
00007ffa41b3ec68 (__DATA_CONST,__const) non-external ___block_descriptor_tmp
00007ffa41b3f438 (__DATA_CONST,__const) non-external ___block_descriptor_tmp
00007ffa41b40178 (__DATA_CONST,__const) non-external ___block_descriptor_tmp
00007ffa41b404e0 (__DATA_CONST,__const) non-external ___block_descriptor_tmp
00007ffa41b401a8 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.1
00007ffa41b3eed8 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.103
00007ffa41b3eef8 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.104
00007ffa41b3ef18 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.105
00007ffa41b3ef48 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.106
00007ffa41b3ef78 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.108
00007ffa41b3efa8 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.119
00007ffa41b3efc8 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.133
00007ffa41b3eff8 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.134
00007ffa41b3f018 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.136
00007ffa41b3f048 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.137
00007ffa41b3f338 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.149
00007ffa41b3f458 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.16
00007ffa41b3f378 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.167
00007ffa41b3f3a8 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.170
00007ffa41b3f3d8 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.172
00007ffa41b3f408 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.187
00007ffa41b3f478 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.22
00007ffa41b402d8 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.23
00007ffa41b3f4a8 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.24
00007ffa41b3f4d8 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.30
00007ffa41b3f4f8 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.31
00007ffa41b3f518 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.38
00007ffa41b3f548 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.42
00007ffa41b3f578 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.51
00007ffa41b3f5a8 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.52
00007ffa41b3f5d8 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.53
00007ffa41b3f608 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.54
00007ffa41b3f638 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.55
00007ffa41b3f668 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.56
00007ffa41b3f698 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.57
00007ffa41b3f6c8 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.58
00007ffa41b3ffe8 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.62
00007ffa41b40008 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.64
00007ffa41b40038 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.67
00007ffa41b40068 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.69
00007ffa41b3ec98 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.70
00007ffa41b3ecc8 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.71
00007ffa41b40088 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.71
00007ffa41b3ecf8 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.72
00007ffa41b3ed28 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.75
00007ffa41b400b8 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.75
00007ffa41b400e8 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.76
00007ffa41b40118 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.78
00007ffa41b40148 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.79
00007ffa41b3ed58 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.82
00007ffa41b3ed78 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.83
00007ffa41b3ed98 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.84
00007ffa41b3edb8 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.88
00007ffa41b3ede8 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.89
00007ffa41b3ee18 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.90
00007ffa41b3ee48 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.91
00007ffa41b3ee78 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.92
00007ffa41b3eea8 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.94
00007ffa41b3ec48 (__DATA_CONST,__const) non-external ___block_literal_global
00007ffa41b3f358 (__DATA_CONST,__const) non-external ___block_literal_global
00007ffa41b402f8 (__DATA_CONST,__const) non-external ___block_literal_global
                 (undefined) external ___bzero (from libSystem)
00007ffa1e965280 (__TEXT,__text) non-external (was a private external) ___chkstk_darwin
00007ffa1e9652a0 (__TEXT,__text) non-external (was a private external) ___chkstk_darwin_llvm_probe
00007ffa1e96856c (__TEXT,__text) non-external (was a private external) ___copy_helper_block_8_32b
00007ffa1e968f45 (__TEXT,__text) non-external (was a private external) ___copy_helper_block_8_32b40r
00007ffa1e97dfb3 (__TEXT,__text) non-external (was a private external) ___copy_helper_block_8_32c33_ZTS11OSSharedPtrI12OSDictionaryE
00007ffa1e96a8a5 (__TEXT,__text) non-external (was a private external) ___copy_helper_block_8_32r
00007ffa1e966b83 (__TEXT,__text) non-external (was a private external) ___copy_helper_block_8_32r40c28_ZTS11OSSharedPtrI8OSActionE
00007ffa1e968336 (__TEXT,__text) non-external (was a private external) ___copy_helper_block_8_32r40r
00007ffa1e97aad7 (__TEXT,__text) non-external (was a private external) ___copy_helper_block_8_32r40r48r
00007ffa1e97aebe (__TEXT,__text) non-external (was a private external) ___copy_helper_block_8_32r40r48r56r64r
                 (undefined) external ___cxa_pure_virtual (from libc++)
00007ffa1e968583 (__TEXT,__text) non-external (was a private external) ___destroy_helper_block_8_32b
00007ffa1e968f7d (__TEXT,__text) non-external (was a private external) ___destroy_helper_block_8_32b40r
00007ffa1e97dfd0 (__TEXT,__text) non-external (was a private external) ___destroy_helper_block_8_32c33_ZTS11OSSharedPtrI12OSDictionaryE
00007ffa1e96a8bc (__TEXT,__text) non-external (was a private external) ___destroy_helper_block_8_32r
00007ffa1e966bbe (__TEXT,__text) non-external (was a private external) ___destroy_helper_block_8_32r40c28_ZTS11OSSharedPtrI8OSActionE
00007ffa1e96836e (__TEXT,__text) non-external (was a private external) ___destroy_helper_block_8_32r40r
00007ffa1e97ab21 (__TEXT,__text) non-external (was a private external) ___destroy_helper_block_8_32r40r48r
00007ffa1e97af2c (__TEXT,__text) non-external (was a private external) ___destroy_helper_block_8_32r40r48r56r64r
                 (undefined) external ___error (from libSystem)
                 (undefined) external ___memcpy_chk (from libSystem)
                 (undefined) external ___stack_chk_fail (from libSystem)
                 (undefined) external ___stack_chk_guard (from libSystem)
                 (undefined) external ___stderrp (from libSystem)
                 (undefined) external __dispatch_queue_attr_concurrent (from libSystem)
                 (undefined) external __dispatch_source_type_timer (from libSystem)
                 (undefined) external __dyld_get_image_header (from libSystem)
                 (undefined) external __dyld_get_image_name (from libSystem)
                 (undefined) external __dyld_image_count (from libSystem)
                 (undefined) external __os_log_default (from libSystem)
                 (undefined) external __os_log_impl (from libSystem)
                 (undefined) external _abort (from libSystem)
00007ffa1e96479a (__TEXT,__text) external _absolutetime_to_continuoustime
00007ffa1e964674 (__TEXT,__text) external _absolutetime_to_nanoseconds
00007ffa1e98e71f (__TEXT,__text) non-external _absolutetime_to_nanoseconds.cold.1
00007ffa1e97e6ff (__TEXT,__text) external _aes_decrypt
00007ffa1e97ead3 (__TEXT,__text) external _aes_decrypt_aad_gcm
00007ffa1e97e659 (__TEXT,__text) external _aes_decrypt_cbc
00007ffa1e97eb66 (__TEXT,__text) external _aes_decrypt_finalize_gcm
00007ffa1e97eb1b (__TEXT,__text) external _aes_decrypt_gcm
00007ffa1e97ebdc (__TEXT,__text) external _aes_decrypt_get_ctx_size_gcm
00007ffa1e97eaa0 (__TEXT,__text) external _aes_decrypt_inc_iv_gcm
00007ffa1e97e60b (__TEXT,__text) external _aes_decrypt_key
00007ffa1e990ad4 (__TEXT,__text) non-external _aes_decrypt_key.cold.1
00007ffa1e97e728 (__TEXT,__text) external _aes_decrypt_key128
00007ffa1e97e74c (__TEXT,__text) external _aes_decrypt_key256
00007ffa1e97e986 (__TEXT,__text) external _aes_decrypt_key_gcm
00007ffa1e97e9ce (__TEXT,__text) external _aes_decrypt_key_with_iv_gcm
00007ffa1e97ea70 (__TEXT,__text) external _aes_decrypt_reset_gcm
00007ffa1e97ea19 (__TEXT,__text) external _aes_decrypt_set_iv_gcm
00007ffa1e97e5f4 (__TEXT,__text) external _aes_encrypt
00007ffa1e97e89c (__TEXT,__text) external _aes_encrypt_aad_gcm
00007ffa1e97e54e (__TEXT,__text) external _aes_encrypt_cbc
00007ffa1e97e92f (__TEXT,__text) external _aes_encrypt_finalize_gcm
00007ffa1e97e8e4 (__TEXT,__text) external _aes_encrypt_gcm
00007ffa1e97ebbd (__TEXT,__text) external _aes_encrypt_get_ctx_size_gcm
00007ffa1e97e869 (__TEXT,__text) external _aes_encrypt_inc_iv_gcm
00007ffa1e97e500 (__TEXT,__text) external _aes_encrypt_key
00007ffa1e990abb (__TEXT,__text) non-external _aes_encrypt_key.cold.1
00007ffa1e97e716 (__TEXT,__text) external _aes_encrypt_key128
00007ffa1e97e73a (__TEXT,__text) external _aes_encrypt_key256
00007ffa1e97e75e (__TEXT,__text) external _aes_encrypt_key_gcm
00007ffa1e97e7a6 (__TEXT,__text) external _aes_encrypt_key_with_iv_gcm
00007ffa1e97e839 (__TEXT,__text) external _aes_encrypt_reset_gcm
00007ffa1e97e7f1 (__TEXT,__text) external _aes_encrypt_set_iv_gcm
                 (undefined) external _arc4random_buf (from libSystem)
                 (undefined) external _calloc (from libSystem)
                 (undefined) external _ccaes_cbc_decrypt_mode (from libSystem)
                 (undefined) external _ccaes_cbc_encrypt_mode (from libSystem)
                 (undefined) external _ccaes_gcm_decrypt_mode (from libSystem)
                 (undefined) external _ccaes_gcm_encrypt_mode (from libSystem)
                 (undefined) external _cccbc_init (from libSystem)
                 (undefined) external _cccbc_set_iv (from libSystem)
                 (undefined) external _cccbc_update (from libSystem)
                 (undefined) external _ccdigest_init (from libSystem)
                 (undefined) external _ccdigest_update (from libSystem)
                 (undefined) external _ccgcm_aad (from libSystem)
                 (undefined) external _ccgcm_finalize (from libSystem)
                 (undefined) external _ccgcm_inc_iv (from libSystem)
                 (undefined) external _ccgcm_init (from libSystem)
                 (undefined) external _ccgcm_init_with_iv (from libSystem)
                 (undefined) external _ccgcm_reset (from libSystem)
                 (undefined) external _ccgcm_set_iv (from libSystem)
                 (undefined) external _ccgcm_update (from libSystem)
                 (undefined) external _ccmd5_di (from libSystem)
                 (undefined) external _ccsha1_di (from libSystem)
                 (undefined) external _ccsha256_di (from libSystem)
                 (undefined) external _ccsha384_di (from libSystem)
                 (undefined) external _ccsha512_di (from libSystem)
00007ffa1e9646c4 (__TEXT,__text) external _clock_get_calendar_microtime
00007ffa1e98e765 (__TEXT,__text) non-external _clock_get_calendar_microtime.cold.1
00007ffa1e964689 (__TEXT,__text) external _clock_get_calendar_nanotime
00007ffa1e98e742 (__TEXT,__text) non-external _clock_get_calendar_nanotime.cold.1
00007ffa1e964715 (__TEXT,__text) external _clock_get_system_nanotime
00007ffa1e98e788 (__TEXT,__text) non-external _clock_get_system_nanotime.cold.1
                 (undefined) external _clock_gettime (from libSystem)
                 (undefined) external _clock_gettime_nsec_np (from libSystem)
00007ffa1e964753 (__TEXT,__text) external _clock_interval_to_deadline
                 (undefined) external _close (from libSystem)
00007ffa1e964781 (__TEXT,__text) external _continuoustime_to_absolutetime
00007ffa1e963be2 (__TEXT,__text) external _crc32
                 (undefined) external _csops (from libSystem)
                 (undefined) external _csr_check (from libSystem)
                 (undefined) external _dispatch_activate (from libSystem)
                 (undefined) external _dispatch_async (from libSystem)
                 (undefined) external _dispatch_async_f (from libSystem)
                 (undefined) external _dispatch_get_specific (from libSystem)
                 (undefined) external _dispatch_group_async (from libSystem)
                 (undefined) external _dispatch_group_create (from libSystem)
                 (undefined) external _dispatch_group_wait (from libSystem)
                 (undefined) external _dispatch_mach_cancel (from libSystem)
                 (undefined) external _dispatch_mach_connect (from libSystem)
                 (undefined) external _dispatch_mach_create_f (from libSystem)
                 (undefined) external _dispatch_mach_msg_get_msg (from libSystem)
                 (undefined) external _dispatch_main (from libSystem)
                 (undefined) external _dispatch_once (from libSystem)
                 (undefined) external _dispatch_queue_create (from libSystem)
                 (undefined) external _dispatch_queue_create_with_target$V2 (from libSystem)
                 (undefined) external _dispatch_queue_get_label (from libSystem)
                 (undefined) external _dispatch_queue_set_specific (from libSystem)
                 (undefined) external _dispatch_release (from libSystem)
                 (undefined) external _dispatch_resume (from libSystem)
                 (undefined) external _dispatch_source_cancel (from libSystem)
                 (undefined) external _dispatch_source_create (from libSystem)
                 (undefined) external _dispatch_source_set_cancel_handler (from libSystem)
                 (undefined) external _dispatch_source_set_event_handler (from libSystem)
                 (undefined) external _dispatch_source_set_timer (from libSystem)
                 (undefined) external _dispatch_sync (from libSystem)
                 (undefined) external _dispatch_workloop_create_inactive (from libSystem)
                 (undefined) external _dispatch_workloop_set_scheduler_priority (from libSystem)
                 (undefined) external _dladdr (from libSystem)
                 (undefined) external _dlclose (from libSystem)
                 (undefined) external _dlerror (from libSystem)
                 (undefined) external _dlopen (from libSystem)
                 (undefined) external _dyld_get_program_sdk_version (from libSystem)
                 (undefined) external _exit (from libSystem)
                 (undefined) external _fprintf (from libSystem)
                 (undefined) external _free (from libSystem)
                 (undefined) external _fstat$INODE64 (from libSystem)
00007ffa42ceeba0 (__DATA,__crash_info) non-external (was a private external) _gCRAnnotations
00007ffa42ceeef0 (__DATA,__common) external _gIOBufferMemoryDescriptorMetaClass
00007ffa41b43ea8 (__DATA_CONST,__osclassinfo) non-external (was a private external) _gIOBufferMemoryDescriptor_Declaration
00007ffa42ceeef8 (__DATA,__common) external _gIOCommandMetaClass
00007ffa42ceef00 (__DATA,__common) external _gIOCommandPoolMetaClass
00007ffa41b43eb8 (__DATA_CONST,__osclassinfo) non-external (was a private external) _gIOCommandPool_Declaration
00007ffa41b43eb0 (__DATA_CONST,__osclassinfo) non-external (was a private external) _gIOCommand_Declaration
00007ffa42ceebe0 (__DATA,__common) external _gIODKDebug
00007ffa42ceef08 (__DATA,__common) external _gIODMACommandMetaClass
00007ffa41b43ec0 (__DATA_CONST,__osclassinfo) non-external (was a private external) _gIODMACommand_Declaration
00007ffa42ceef10 (__DATA,__common) external _gIODataQueueDispatchSourceMetaClass
00007ffa41b43ec8 (__DATA_CONST,__osclassinfo) non-external (was a private external) _gIODataQueueDispatchSource_Declaration
00007ffa42ceef18 (__DATA,__common) external _gIODispatchQueueMetaClass
00007ffa41b43ed0 (__DATA_CONST,__osclassinfo) non-external (was a private external) _gIODispatchQueue_Declaration
00007ffa42ceef20 (__DATA,__common) external _gIODispatchSourceMetaClass
00007ffa41b43ed8 (__DATA_CONST,__osclassinfo) non-external (was a private external) _gIODispatchSource_Declaration
00007ffa42ceef28 (__DATA,__common) external _gIOEventLinkMetaClass
00007ffa41b43ee0 (__DATA_CONST,__osclassinfo) non-external (was a private external) _gIOEventLink_Declaration
00007ffa42ceef30 (__DATA,__common) external _gIOExtensiblePaniclogMetaClass
00007ffa41b43ee8 (__DATA_CONST,__osclassinfo) non-external (was a private external) _gIOExtensiblePaniclog_Declaration
00007ffa42ceef68 (__DATA,__common) external _gIOHistogramReporterMetaClass
00007ffa41b43f20 (__DATA_CONST,__osclassinfo) non-external (was a private external) _gIOHistogramReporter_Declaration
00007ffa42ceef38 (__DATA,__common) external _gIOInterruptDispatchSourceMetaClass
00007ffa41b43ef0 (__DATA_CONST,__osclassinfo) non-external (was a private external) _gIOInterruptDispatchSource_Declaration
00007ffa42ceef40 (__DATA,__common) external _gIOMemoryDescriptorMetaClass
00007ffa41b43ef8 (__DATA_CONST,__osclassinfo) non-external (was a private external) _gIOMemoryDescriptor_Declaration
00007ffa42ceef48 (__DATA,__common) external _gIOMemoryMapMetaClass
00007ffa41b43f00 (__DATA_CONST,__osclassinfo) non-external (was a private external) _gIOMemoryMap_Declaration
00007ffa42ceef70 (__DATA,__common) external _gIOReportLegendMetaClass
00007ffa41b43f28 (__DATA_CONST,__osclassinfo) non-external (was a private external) _gIOReportLegend_Declaration
00007ffa42ceef50 (__DATA,__common) external _gIOReporterMetaClass
