00000001e3447b90 (__DATA,__data) external _NDR_record
000000018041b930 (__TEXT,__text) external _sem_wait$NOCANCEL
0000000180410d04 (__TEXT,__text) external _semaphore_create
0000000180411090 (__TEXT,__text) external _semaphore_destroy
0000000180410e70 (__TEXT,__text) external _semaphore_signal
00000001804208b4 (__TEXT,__text) external _semaphore_signal_all
000000018040dd90 (__TEXT,__text) external _semaphore_signal_all_trap
00000001804208b8 (__TEXT,__text) external _semaphore_signal_thread
000000018040dd9c (__TEXT,__text) external _semaphore_signal_thread_trap
000000018040dd84 (__TEXT,__text) external _semaphore_signal_trap
0000000180412a0c (__TEXT,__text) external _semaphore_timedwait
00000001804208c0 (__TEXT,__text) external _semaphore_timedwait_signal
000000018040ddcc (__TEXT,__text) external _semaphore_timedwait_signal_trap
000000018040ddc0 (__TEXT,__text) external _semaphore_timedwait_trap
0000000180410e6c (__TEXT,__text) external _semaphore_wait
00000001804208bc (__TEXT,__text) external _semaphore_wait_signal
000000018040ddb4 (__TEXT,__text) external _semaphore_wait_signal_trap
000000018040dda8 (__TEXT,__text) external _semaphore_wait_trap
000000018041aad4 (__TEXT,__text) external _semctl
000000018041cd90 (__TEXT,__text) external _semget
000000018041cdbc (__TEXT,__text) external _semop
000000018041aab0 (__TEXT,__text) external _semsys
000000018041cde8 (__TEXT,__text) external _sendfile
0000000180413934 (__TEXT,__text) external _sendmsg
0000000180412270 (__TEXT,__text) external _sendmsg$NOCANCEL
000000018041ce14 (__TEXT,__text) external _sendmsg_x
0000000180412324 (__TEXT,__text) external _sendto
000000018041218c (__TEXT,__text) external _sendto$NOCANCEL
0000000180411540 (__TEXT,__text) external _setattrlist
000000018041ce40 (__TEXT,__text) external _setattrlistat
000000018042b870 (__TEXT,__text) external _setaudit
000000018041ce6c (__TEXT,__text) external _setaudit_addr
000000018041ce98 (__TEXT,__text) external _setauid
0000000180417548 (__TEXT,__text) external _setegid
000000018041751c (__TEXT,__text) external _seteuid
000000018041727c (__TEXT,__text) external _setgid
000000018041cec4 (__TEXT,__text) external _setgroups
0000000180415940 (__TEXT,__text) external _setiopolicy_np
0000000180416624 (__TEXT,__text) external _setitimer
0000000180419864 (__TEXT,__text) external _setpgid
00000001804160a0 (__TEXT,__text) external _setpriority
000000018041cef0 (__TEXT,__text) external _setprivexec
00000001804207c4 (__TEXT,__text) external _setquota
000000018041b9b4 (__TEXT,__text) external _setregid
000000018041b9e0 (__TEXT,__text) external _setreuid
0000000180410ac0 (__TEXT,__text) external _setrlimit
000000018041ba0c (__TEXT,__text) external _setsgroups_np
00000001804167a0 (__TEXT,__text) external _setsid
0000000180412134 (__TEXT,__text) external _setsockopt
00000001804172a8 (__TEXT,__text) external _setuid
000000018041ba90 (__TEXT,__text) external _setwgroups_np
0000000180411838 (__TEXT,__text) external _setxattr
0000000180424854 (__TEXT,__text) external _sfi_get_class_offtime
000000018042487c (__TEXT,__text) external _sfi_process_get_flags
0000000180424868 (__TEXT,__text) external _sfi_process_set_flags
00000001804177ec (__TEXT,__text) external _sfi_set_class_offtime
000000018041aa70 (__TEXT,__text) external _shm_open
000000018041cf1c (__TEXT,__text) external _shm_unlink
000000018041cf48 (__TEXT,__text) external _shmat
000000018041bb40 (__TEXT,__text) external _shmctl
000000018041cf74 (__TEXT,__text) external _shmdt
000000018041cfa0 (__TEXT,__text) external _shmget
000000018041aaf4 (__TEXT,__text) external _shmsys
00000001804123d4 (__TEXT,__text) external _shutdown
000000018041cfcc (__TEXT,__text) external _sigpending
0000000180411490 (__TEXT,__text) external _sigprocmask
0000000180429db8 (__TEXT,__text) external _sigsuspend
0000000180415550 (__TEXT,__text) external _sigsuspend$NOCANCEL
0000000180412058 (__TEXT,__text) external _socket
000000018041cff8 (__TEXT,__text) external _socket_delegate
0000000180412244 (__TEXT,__text) external _socketpair
0000000180424314 (__TEXT,__text) external _stackshot_capture_with_config
0000000180424258 (__TEXT,__text) external _stackshot_config_create
0000000180424484 (__TEXT,__text) external _stackshot_config_dealloc
000000018042442c (__TEXT,__text) external _stackshot_config_dealloc_buffer
0000000180424394 (__TEXT,__text) external _stackshot_config_get_stackshot_buffer
00000001804243a0 (__TEXT,__text) external _stackshot_config_get_stackshot_size
00000001804243e0 (__TEXT,__text) external _stackshot_config_set_delta_timestamp
00000001804242f8 (__TEXT,__text) external _stackshot_config_set_flags
0000000180424404 (__TEXT,__text) external _stackshot_config_set_pagetable_mask
00000001804242dc (__TEXT,__text) external _stackshot_config_set_pid
00000001804243bc (__TEXT,__text) external _stackshot_config_set_size_hint
00000001804198bc (__TEXT,__text) external _stat
00000001804198bc (__TEXT,__text) external _stat64
000000018041d07c (__TEXT,__text) external _statfs
000000018041d07c (__TEXT,__text) external _statfs64
00000001e3447c08 (__DATA,__bss) non-external _supported
000000018041d0a8 (__TEXT,__text) external _swapon
000000018040de8c (__TEXT,__text) external _swtch
000000018040de80 (__TEXT,__text) external _swtch_pri
00000001804138dc (__TEXT,__text) external _symlink
000000018041d0d4 (__TEXT,__text) external _symlinkat
000000018041d100 (__TEXT,__text) external _sync
00000001804101ac (__TEXT,__text) external _syscall
000000018040de98 (__TEXT,__text) external _syscall_thread_switch
0000000180424840 (__TEXT,__text) external _system_get_sfi_window
000000018041d12c (__TEXT,__text) external _system_override
000000018041782c (__TEXT,__text) external _system_set_sfi_window
00000001e3447c10 (__DATA,__bss) non-external _system_version_compat_check_path_suffix
00000001e3447c38 (__DATA,__common) external _system_version_compat_mode
0000000180439b9c (__TEXT,__text) external _task_assign
0000000180439cc8 (__TEXT,__text) external _task_assign_default
0000000180437fd8 (__TEXT,__text) external _task_create
000000018043c0a4 (__TEXT,__text) external _task_create_identity_token
000000018043c36c (__TEXT,__text) external _task_dyld_process_info_notify_deregister
000000018040dcac (__TEXT,__text) external _task_dyld_process_info_notify_get
000000018043bf88 (__TEXT,__text) external _task_dyld_process_info_notify_register
000000018040de14 (__TEXT,__text) external _task_for_pid
000000018043ae30 (__TEXT,__text) external _task_generate_corpse
0000000180439de4 (__TEXT,__text) external _task_get_assignment
000000018043b35c (__TEXT,__text) external _task_get_dyld_image_infos
00000001804395f0 (__TEXT,__text) external _task_get_emulation_vector
000000018043bbe4 (__TEXT,__text) external _task_get_exc_guard_behavior
0000000180419328 (__TEXT,__text) external _task_get_exception_ports
000000018043c488 (__TEXT,__text) external _task_get_exception_ports_info
000000018043aa2c (__TEXT,__text) external _task_get_mach_voucher
000000018040e380 (__TEXT,__text) external _task_get_special_port
000000018043a100 (__TEXT,__text) external _task_get_state
000000018043c200 (__TEXT,__text) external _task_identity_token_get_task_port
000000018040e564 (__TEXT,__text) external _task_info
000000018043ba0c (__TEXT,__text) external _task_inspect
000000018041d158 (__TEXT,__text) external _task_inspect_for_pid
000000018043af8c (__TEXT,__text) external _task_map_corpse_info
000000018043b8a0 (__TEXT,__text) external _task_map_corpse_info_64
000000018043cac4 (__TEXT,__text) external _task_map_kcdata_object_64
000000018040de08 (__TEXT,__text) external _task_name_for_pid
0000000180439360 (__TEXT,__text) external _task_policy
000000018043903c (__TEXT,__text) external _task_policy_get
000000018041052c (__TEXT,__text) external _task_policy_set
000000018043a888 (__TEXT,__text) external _task_purgable_info
000000018041d184 (__TEXT,__text) external _task_read_for_pid
000000018043b738 (__TEXT,__text) external _task_register_dyld_get_process_state
000000018043b0f4 (__TEXT,__text) external _task_register_dyld_image_infos
000000018043b614 (__TEXT,__text) external _task_register_dyld_set_dyld_state
000000018043b4ec (__TEXT,__text) external _task_register_dyld_shared_cache_image_info
000000018043cc30 (__TEXT,__text) external _task_register_hardened_exception_handler
000000018040df4c (__TEXT,__text) external _task_restartable_ranges_register
0000000180410af4 (__TEXT,__text) external _task_restartable_ranges_synchronize
0000000180438644 (__TEXT,__text) external _task_resume
000000018043a778 (__TEXT,__text) external _task_resume2
0000000180439244 (__TEXT,__text) external _task_sample
00000001804208e0 (__TEXT,__text) external _task_self_
000000018040dd54 (__TEXT,__text) external _task_self_trap
000000018043c87c (__TEXT,__text) external _task_set_corpse_forking_behavior
00000001804394d8 (__TEXT,__text) external _task_set_emulation
000000018043977c (__TEXT,__text) external _task_set_emulation_vector
000000018043bd28 (__TEXT,__text) external _task_set_exc_guard_behavior
00000001804181ec (__TEXT,__text) external _task_set_exception_ports
0000000180418674 (__TEXT,__text) external _task_set_info
000000018043ab98 (__TEXT,__text) external _task_set_mach_voucher
000000018043a4c8 (__TEXT,__text) external _task_set_phys_footprint_limit
0000000180439f40 (__TEXT,__text) external _task_set_policy
000000018042b36c (__TEXT,__text) external _task_set_port_space
00000001804398ac (__TEXT,__text) external _task_set_ras_pc
000000018040efa8 (__TEXT,__text) external _task_set_special_port
000000018043a348 (__TEXT,__text) external _task_set_state
0000000180438534 (__TEXT,__text) external _task_suspend
000000018043a61c (__TEXT,__text) external _task_suspend2
0000000180438a84 (__TEXT,__text) external _task_swap_exception_ports
000000018043acb4 (__TEXT,__text) external _task_swap_mach_voucher
0000000180438158 (__TEXT,__text) external _task_terminate
000000018043c998 (__TEXT,__text) external _task_test_async_upcall_propagation
000000018043c760 (__TEXT,__text) external _task_test_sync_upcall
0000000180416eb4 (__TEXT,__text) external _task_threads
000000018043b228 (__TEXT,__text) external _task_unregister_dyld_image_infos
00000001804399c4 (__TEXT,__text) external _task_zone_info
000000018042471c (__TEXT,__text) external _terminate_with_payload
0000000180418634 (__TEXT,__text) external _terminate_with_reason
000000018043d5d8 (__TEXT,__text) external _thread_abort
000000018043d6e8 (__TEXT,__text) external _thread_abort_safely
000000018043ef78 (__TEXT,__text) external _thread_adopt_exception_handler
000000018043e10c (__TEXT,__text) external _thread_assign
000000018043e228 (__TEXT,__text) external _thread_assign_default
000000018043ea44 (__TEXT,__text) external _thread_convert_thread_state
0000000180438754 (__TEXT,__text) external _thread_create
00000001804388b0 (__TEXT,__text) external _thread_create_running
000000018043d7f8 (__TEXT,__text) external _thread_depress_abort
0000000180410fbc (__TEXT,__text) external _thread_destruct_special_reply_port
000000018043e338 (__TEXT,__text) external _thread_get_assignment
0000000180417840 (__TEXT,__text) external _thread_get_exception_ports
000000018043eca0 (__TEXT,__text) external _thread_get_exception_ports_info
000000018043e640 (__TEXT,__text) external _thread_get_mach_voucher
0000000180422cfc (__TEXT,__text) external _thread_get_register_pointer_values
000000018043d908 (__TEXT,__text) external _thread_get_special_port
000000018040de50 (__TEXT,__text) external _thread_get_special_reply_port
0000000180417034 (__TEXT,__text) external _thread_get_state
00000001804155b4 (__TEXT,__text) external _thread_info
0000000180412f88 (__TEXT,__text) external _thread_policy
00000001804172d4 (__TEXT,__text) external _thread_policy_get
0000000180414104 (__TEXT,__text) external _thread_policy_set
000000018043d4c8 (__TEXT,__text) external _thread_resume
000000018043ded4 (__TEXT,__text) external _thread_sample
000000018040dd48 (__TEXT,__text) external _thread_self_trap
000000018041d1b0 (__TEXT,__text) external _thread_selfcounts
0000000180414420 (__TEXT,__text) external _thread_set_exception_ports
000000018043e7ac (__TEXT,__text) external _thread_set_mach_voucher
0000000180422c6c (__TEXT,__text) external _thread_set_policy
000000018043da74 (__TEXT,__text) external _thread_set_special_port
000000018043d238 (__TEXT,__text) external _thread_set_state
000000018043d3b8 (__TEXT,__text) external _thread_suspend
000000018043dba0 (__TEXT,__text) external _thread_swap_exception_ports
000000018043e8c8 (__TEXT,__text) external _thread_swap_mach_voucher
00000001804134c8 (__TEXT,__text) external _thread_switch
000000018043cd60 (__TEXT,__text) external _thread_terminate
000000018042d414 (__TEXT,__text) external _thread_wire
0000000180441a18 (__TEXT,__const) non-external _times_now
000000018041d1dc (__TEXT,__text) external _tracker_action
000000018041d208 (__TEXT,__text) external _truncate
0000000180413470 (__TEXT,__text) external _umask
000000018041d234 (__TEXT,__text) external _undelete
000000018041d260 (__TEXT,__text) external _ungraftdmg
0000000180411d38 (__TEXT,__text) external _unlink
0000000180417b10 (__TEXT,__text) external _unlinkat
000000018041a3ac (__TEXT,__text) external _unmount
000000018041d28c (__TEXT,__text) external _usrctl
0000000180422bb0 (__TEXT,__text) external _utimensat
000000018041349c (__TEXT,__text) external _utimes
000000018041d2b8 (__TEXT,__text) external _vfs_purge
0000000180410058 (__TEXT,__text) external _vm_allocate
000000018042d540 (__TEXT,__text) external _vm_allocate_cpm
000000018043f6f0 (__TEXT,__text) external _vm_behavior_set
0000000180410e74 (__TEXT,__text) external _vm_copy
0000000180410148 (__TEXT,__text) external _vm_deallocate
000000018043f0a8 (__TEXT,__text) external _vm_inherit
00000001e556dee8 (__DATA_DIRTY,__common) external _vm_kernel_page_mask
00000001e556def0 (__DATA_DIRTY,__common) external _vm_kernel_page_shift
00000001e556dee0 (__DATA_DIRTY,__common) external _vm_kernel_page_size
000000018043f810 (__TEXT,__text) external _vm_machine_attribute
000000018041a018 (__TEXT,__text) external _vm_map
000000018043f968 (__TEXT,__text) external _vm_map_page_query
000000018043f5d0 (__TEXT,__text) external _vm_msync
00000001e556def8 (__DATA_DIRTY,__common) external _vm_page_mask
00000001e556df00 (__DATA_DIRTY,__common) external _vm_page_shift
00000001e556df10 (__DATA_DIRTY,__common) external _vm_page_size
000000018041d2e4 (__TEXT,__text) external _vm_pressure_monitor
000000018041277c (__TEXT,__text) external _vm_protect
00000001804116a4 (__TEXT,__text) external _vm_purgable_control
0000000180417574 (__TEXT,__text) external _vm_read
000000018043f1c8 (__TEXT,__text) external _vm_read_list
000000018043f480 (__TEXT,__text) external _vm_read_overwrite
000000018041615c (__TEXT,__text) external _vm_region_64
0000000180416388 (__TEXT,__text) external _vm_region_recurse_64
000000018041030c (__TEXT,__text) external _vm_remap
000000018042b778 (__TEXT,__text) external _vm_remap_new
000000018042d2e4 (__TEXT,__text) external _vm_wire
000000018043f34c (__TEXT,__text) external _vm_write
0000000180411404 (__TEXT,__text) external _voucher_mach_msg_adopt
000000018040ef18 (__TEXT,__text) external _voucher_mach_msg_clear
00000001804113ec (__TEXT,__text) external _voucher_mach_msg_revert
000000018040ead0 (__TEXT,__text) external _voucher_mach_msg_set
00000001e3447c18 (__DATA,__common) external _vprintf_stderr_func
000000018041a2d0 (__TEXT,__text) external _wait4
000000018041d310 (__TEXT,__text) external _waitid
000000018041bd3c (__TEXT,__text) external _waitid$NOCANCEL
000000018042a440 (__TEXT,__text) external _work_interval_copy_port
0000000180416b4c (__TEXT,__text) external _work_interval_create
000000018042a228 (__TEXT,__text) external _work_interval_destroy
0000000180429e9c (__TEXT,__text) external _work_interval_get_flags_from_port
0000000180416c8c (__TEXT,__text) external _work_interval_instance_alloc
000000018042a004 (__TEXT,__text) external _work_interval_instance_clear
000000018042a1a8 (__TEXT,__text) external _work_interval_instance_finish
000000018042a018 (__TEXT,__text) external _work_interval_instance_free
000000018042a0cc (__TEXT,__text) external _work_interval_instance_get_complexity
000000018042a09c (__TEXT,__text) external _work_interval_instance_get_deadline
000000018042a0b4 (__TEXT,__text) external _work_interval_instance_get_finish
0000000180416d2c (__TEXT,__text) external _work_interval_instance_get_id
000000018042a084 (__TEXT,__text) external _work_interval_instance_get_start
000000018042a0e4 (__TEXT,__text) external _work_interval_instance_get_telemetry_data
000000018042a07c (__TEXT,__text) external _work_interval_instance_set_complexity
000000018042a06c (__TEXT,__text) external _work_interval_instance_set_deadline
000000018042a074 (__TEXT,__text) external _work_interval_instance_set_finish
000000018042a064 (__TEXT,__text) external _work_interval_instance_set_start
000000018042a100 (__TEXT,__text) external _work_interval_instance_start
000000018042a150 (__TEXT,__text) external _work_interval_instance_update
000000018042a394 (__TEXT,__text) external _work_interval_join
000000018042a3ec (__TEXT,__text) external _work_interval_join_port
000000018042a42c (__TEXT,__text) external _work_interval_leave
0000000180429f28 (__TEXT,__text) external _work_interval_notify
0000000180429fa4 (__TEXT,__text) external _work_interval_notify_simple
00000001804118ec (__TEXT,__text) external _write
0000000180411c9c (__TEXT,__text) external _write$NOCANCEL
0000000180411c44 (__TEXT,__text) external _writev
000000018041bd68 (__TEXT,__text) external _writev$NOCANCEL
