0000000258e046e4 (__TEXT,__text) external _AAAFSCGetMetadata
0000000258dc6b94 (__TEXT,__text) non-external (was a private external) _sha1cmp
0000000258da3878 (__TEXT,__text) non-external _sharedBufferWriteToDrain
                 (undefined) external _snprintf (from libSystem)
0000000258d914cc (__TEXT,__text) non-external _startStreaming
                 (undefined) external _stat (from libSystem)
0000000258dc7e8c (__TEXT,__text) non-external (was a private external) _statIsCompressed
0000000258dc8fb8 (__TEXT,__text) non-external (was a private external) _statIsDataless
0000000258dea4f8 (__TEXT,__text) non-external _stateAppendEntry
0000000258dfd4bc (__TEXT,__text) non-external _stateCollectorStreamClose
0000000258dfdf1c (__TEXT,__text) non-external _stateCollectorStreamWriteBlob
0000000258dfd4d8 (__TEXT,__text) non-external _stateCollectorStreamWriteHeader
0000000258dfb35c (__TEXT,__text) non-external _stateComputePatches
0000000258de9e48 (__TEXT,__text) non-external _stateConcatPath
0000000258de79a8 (__TEXT,__text) non-external _stateDestroy
0000000258dfd390 (__TEXT,__text) non-external _stateDestroy
0000000258dfb694 (__TEXT,__text) non-external _stateGenerateArchive
0000000258de9e68 (__TEXT,__text) non-external _stateGetEntryData
0000000258dfedd8 (__TEXT,__text) non-external _stateLoadEntryHeader
0000000258dea058 (__TEXT,__text) non-external _stateShouldCreateFileInCluster
0000000258dc64d0 (__TEXT,__text) non-external _stateSortRanges
                 (undefined) external _statfs (from libSystem)
0000000258e0ff40 (__TEXT,__text) non-external _storeCachePos
0000000258e06a18 (__TEXT,__text) non-external _storeChunkOffsets
0000000258dc749c (__TEXT,__text) non-external (was a private external) _storeFileContents
                 (undefined) external _strcasecmp (from libSystem)
                 (undefined) external _strchr (from libSystem)
                 (undefined) external _strcmp (from libSystem)
0000000258dc45ec (__TEXT,__text) non-external _streamAbort
0000000258ddc1e4 (__TEXT,__text) non-external _streamAbort
0000000258dc4498 (__TEXT,__text) non-external _streamClose
0000000258ddbe94 (__TEXT,__text) non-external _streamClose
0000000258da200c (__TEXT,__text) non-external _streamConsumerProc
0000000258ddc998 (__TEXT,__text) non-external _streamEnqueueWriteChunkToStream
0000000258dc4610 (__TEXT,__text) non-external _streamPRead
0000000258ddc208 (__TEXT,__text) non-external _streamPWrite
0000000258dc5520 (__TEXT,__text) non-external _streamProc
0000000258e0cec8 (__TEXT,__text) non-external _streamProc
0000000258dc4a10 (__TEXT,__text) non-external _streamRead
0000000258dc4a30 (__TEXT,__text) non-external _streamSeek
0000000258da20f0 (__TEXT,__text) non-external _streamThreadProc
0000000258da1f6c (__TEXT,__text) non-external _streamWorkerProc
                 (undefined) external _strerror (from libSystem)
0000000258dba3dc (__TEXT,__text) non-external _stringTableIndexCompareProc
0000000258db9f08 (__TEXT,__text) non-external _stringTableReserve
0000000258e04020 (__TEXT,__text) non-external _stripAFSC
                 (undefined) external _strlcpy (from libSystem)
                 (undefined) external _strlen (from libSystem)
                 (undefined) external _strncmp (from libSystem)
                 (undefined) external _strrchr (from libSystem)
                 (undefined) external _strtol (from libSystem)
                 (undefined) external _strtoll (from libSystem)
                 (undefined) external _strtoull (from libSystem)
0000000258dff02c (__TEXT,__text) non-external _subArchiveCreate
0000000258dff5d0 (__TEXT,__text) non-external _subArchiveDestroy
                 (undefined) external _symlink (from libSystem)
                 (undefined) external _symlinkat (from libSystem)
                 (undefined) external _sysconf (from libSystem)
                 (undefined) external _sysctlbyname (from libSystem)
0000000258df7c94 (__TEXT,__text) non-external _tarParseInt
0000000258dd4688 (__TEXT,__text) non-external _tempStreamCancel
0000000258dd45f0 (__TEXT,__text) non-external _tempStreamClose
0000000258dd46cc (__TEXT,__text) non-external _tempStreamPRead
0000000258dd4924 (__TEXT,__text) non-external _tempStreamPWrite
0000000258dd469c (__TEXT,__text) non-external _tempStreamRead
0000000258dd4894 (__TEXT,__text) non-external _tempStreamSeek
0000000258dd4b90 (__TEXT,__text) non-external _tempStreamTruncate
0000000258dd48f4 (__TEXT,__text) non-external _tempStreamWrite
0000000258dc0e2c (__TEXT,__text) non-external _threadPipelineConsumerThreadProc
0000000258dc0b48 (__TEXT,__text) non-external _threadPipelineWorkerThreadProc
0000000258e0a65c (__TEXT,__text) non-external _threadPoolWorkerThreadProc
0000000258dcd73c (__TEXT,__text) non-external _threadWrapperProc
0000000258da73fc (__TEXT,__text) non-external _treeAdd
0000000258da6cb8 (__TEXT,__text) non-external (was a private external) _treeDeleteRangeWithPoint
0000000258da7014 (__TEXT,__text) non-external _treeRebalance
0000000258da7f64 (__TEXT,__text) non-external _treeRotateLeft
0000000258da7df8 (__TEXT,__text) non-external _treeRotateRight
0000000258da72b8 (__TEXT,__text) non-external (was a private external) _treeSub
                 (undefined) external _unlink (from libSystem)
0000000258de2b90 (__TEXT,__text) non-external _unlinkTempSegment
                 (undefined) external _unlinkat (from libSystem)
0000000258dc7780 (__TEXT,__text) non-external (was a private external) _updateFileAttributes
0000000258dca1ec (__TEXT,__text) non-external _updateFromHeader
0000000258dcd1fc (__TEXT,__text) non-external (was a private external) _updateThreadErrorContextErrorCode
0000000258dcd244 (__TEXT,__text) non-external (was a private external) _updateThreadErrorContextWarningCode
0000000258df3e8c (__TEXT,__text) non-external _update_field_sizes
                 (undefined) external _usleep (from libSystem)
                 (undefined) external _utimes (from libSystem)
                 (undefined) external _uuid_parse (from libSystem)
                 (undefined) external _uuid_unparse_upper (from libSystem)
                 (undefined) external _valloc (from libSystem)
0000000258d9f464 (__TEXT,__text) non-external _verifyDirectoryStreamCancel
0000000258d9e8a4 (__TEXT,__text) non-external _verifyDirectoryStreamClose
0000000258d9f1f4 (__TEXT,__text) non-external _verifyDirectoryStreamWriteBlob
0000000258d9ebf4 (__TEXT,__text) non-external _verifyDirectoryStreamWriteHeader
0000000258dd3d4c (__TEXT,__text) non-external _verifySegment
0000000258de1b14 (__TEXT,__text) non-external _verifySegment
0000000258e0dc48 (__TEXT,__text) non-external (was a private external) _verifySegmentProc
                 (undefined) external _vsnprintf (from libSystem)
0000000258dea154 (__TEXT,__text) non-external _workerApplyAttr
0000000258d9f478 (__TEXT,__text) non-external _workerDataFree
0000000258dea3e8 (__TEXT,__text) non-external _workerDecodeAndApplyACL
0000000258dea2d8 (__TEXT,__text) non-external _workerDecodeAndApplyXAT
0000000258db3a44 (__TEXT,__text) non-external _workerDestroy
0000000258de9dd8 (__TEXT,__text) non-external _workerDestroy
0000000258d8f4ac (__TEXT,__text) non-external _workerProc
0000000258d9e3ac (__TEXT,__text) non-external _workerProc
0000000258db3208 (__TEXT,__text) non-external _workerProc
0000000258dc685c (__TEXT,__text) non-external _workerProc
0000000258de7a5c (__TEXT,__text) non-external _workerProc
0000000258e0cd64 (__TEXT,__text) non-external _workerProc
0000000258dea224 (__TEXT,__text) non-external _workerReserve
0000000258de9f10 (__TEXT,__text) non-external _workerUpdateDir
                 (undefined) external _write (from libSystem)
0000000258dcb360 (__TEXT,__text) non-external _writeBlobProc
0000000258dcada0 (__TEXT,__text) non-external _writeHeaderProc
0000000258e00870 (__TEXT,__text) non-external _writeOBuf
0000000258d950b0 (__TEXT,__text) non-external _writeProc
0000000258dbf9e8 (__TEXT,__text) non-external _writeProc
0000000258ddef98 (__TEXT,__text) non-external _writeProc
0000000258ddbb34 (__TEXT,__text) non-external _writerProc
0000000258e0e068 (__TEXT,__text) non-external (was a private external) _writerProc
