00007ffa158a61c0 (__TEXT,__text) external _ARMCompilationCallback
00007ffa156c60d0 (__TEXT,__text) external __ZNK4llvm17X86TargetLowering10LowerSETCCENS_7SDValueERNS_12SelectionDAGE
00007ffa156cb5e0 (__TEXT,__text) external __ZNK4llvm17X86TargetLowering10LowerVAARGENS_7SDValueERNS_12SelectionDAGE
00007ffa156dcbc0 (__TEXT,__text) external __ZNK4llvm17X86TargetLowering10isZExtFreeENS_3EVTES1_
00007ffa156dcbf0 (__TEXT,__text) external __ZNK4llvm17X86TargetLowering10isZExtFreeENS_7SDValueENS_3EVTE
00007ffa156dcb70 (__TEXT,__text) external __ZNK4llvm17X86TargetLowering10isZExtFreeEPNS_4TypeES2_
00007ffa156c9790 (__TEXT,__text) external __ZNK4llvm17X86TargetLowering11LowerBRCONDENS_7SDValueERNS_12SelectionDAGE
00007ffa156a3770 (__TEXT,__text) external __ZNK4llvm17X86TargetLowering11LowerReturnENS_7SDValueENS_11CallingConv2IDEbRKNS_15SmallVectorImplINS_3ISD9OutputArgEEERKNS4_IS1_EENS_5SDLocERNS_12SelectionDAGE
00007ffa156c8350 (__TEXT,__text) external __ZNK4llvm17X86TargetLowering11LowerSELECTENS_7SDValueERNS_12SelectionDAGE
00007ffa156cad70 (__TEXT,__text) external __ZNK4llvm17X86TargetLowering12LowerVASTARTENS_7SDValueERNS_12SelectionDAGE
00007ffa156ac4b0 (__TEXT,__text) external __ZNK4llvm17X86TargetLowering12isFPImmLegalERKNS_7APFloatENS_3EVTE
00007ffa156c3e40 (__TEXT,__text) external __ZNK4llvm17X86TargetLowering13LowerTRUNCATEENS_7SDValueERNS_12SelectionDAGE
00007ffa156e6450 (__TEXT,__text) external __ZNK4llvm17X86TargetLowering13emitFMA3InstrEPNS_12MachineInstrEPNS_17MachineBasicBlockE
00007ffa156a2d80 (__TEXT,__text) external __ZNK4llvm17X86TargetLowering14CanLowerReturnENS_11CallingConv2IDERNS_15MachineFunctionEbRKNS_15SmallVectorImplINS_3ISD9OutputArgEEERNS_11LLVMContextE
00007ffa156cbe00 (__TEXT,__text) external __ZNK4llvm17X86TargetLowering14LowerEH_RETURNENS_7SDValueERNS_12SelectionDAGE
00007ffa156cbc10 (__TEXT,__text) external __ZNK4llvm17X86TargetLowering14LowerFRAMEADDRENS_7SDValueERNS_12SelectionDAGE
00007ffa156c0110 (__TEXT,__text) external __ZNK4llvm17X86TargetLowering14LowerJumpTableENS_7SDValueERNS_12SelectionDAGE
00007ffa156ce640 (__TEXT,__text) external __ZNK4llvm17X86TargetLowering14LowerOperationENS_7SDValueERNS_12SelectionDAGE
00007ffa156ac450 (__TEXT,__text) external __ZNK4llvm17X86TargetLowering14createFastISelERNS_20FunctionLoweringInfoEPKNS_17TargetLibraryInfoE
00007ffa156e90c0 (__TEXT,__text) external __ZNK4llvm17X86TargetLowering14isGAPlusOffsetEPNS_6SDNodeERPKNS_11GlobalValueERx
00007ffa156dcac0 (__TEXT,__text) external __ZNK4llvm17X86TargetLowering14isTruncateFreeENS_3EVTES1_
00007ffa156dca20 (__TEXT,__text) external __ZNK4llvm17X86TargetLowering14isTruncateFreeEPNS_4TypeES2_
00007ffa156f5be0 (__TEXT,__text) external __ZNK4llvm17X86TargetLowering15ExpandInlineAsmEPNS_8CallInstE
00007ffa156c3640 (__TEXT,__text) external __ZNK4llvm17X86TargetLowering15FP_TO_INTHelperENS_7SDValueERNS_12SelectionDAGEbb
00007ffa156a4460 (__TEXT,__text) external __ZNK4llvm17X86TargetLowering15LowerCallResultENS_7SDValueES1_NS_11CallingConv2IDEbRKNS_15SmallVectorImplINS_3ISD8InputArgEEENS_5SDLocERNS_12SelectionDAGERNS4_IS1_EE
00007ffa156c59a0 (__TEXT,__text) external __ZNK4llvm17X86TargetLowering15LowerFP_TO_SINTENS_7SDValueERNS_12SelectionDAGE
00007ffa156c5aa0 (__TEXT,__text) external __ZNK4llvm17X86TargetLowering15LowerFP_TO_UINTENS_7SDValueERNS_12SelectionDAGE
00007ffa156cba20 (__TEXT,__text) external __ZNK4llvm17X86TargetLowering15LowerRETURNADDRENS_7SDValueERNS_12SelectionDAGE
00007ffa156c19b0 (__TEXT,__text) external __ZNK4llvm17X86TargetLowering15LowerSINT_TO_FPENS_7SDValueERNS_12SelectionDAGE
00007ffa156c2c70 (__TEXT,__text) external __ZNK4llvm17X86TargetLowering15LowerUINT_TO_FPENS_7SDValueERNS_12SelectionDAGE
00007ffa156a2b20 (__TEXT,__text) external __ZNK4llvm17X86TargetLowering15isSafeMemOpTypeENS_3MVTE
00007ffa156cd0b0 (__TEXT,__text) external __ZNK4llvm17X86TargetLowering16LowerFLT_ROUNDS_ENS_7SDValueERNS_12SelectionDAGE
00007ffa156a4ca0 (__TEXT,__text) external __ZNK4llvm17X86TargetLowering16LowerMemArgumentENS_7SDValueENS_11CallingConv2IDERKNS_15SmallVectorImplINS_3ISD8InputArgEEENS_5SDLocERNS_12SelectionDAGERKNS_11CCValAssignEPNS_16MachineFrameInfoEj
00007ffa156a8640 (__TEXT,__text) external __ZNK4llvm17X86TargetLowering16LowerMemOpCallToENS_7SDValueES1_S1_NS_5SDLocERNS_12SelectionDAGERKNS_11CCValAssignENS_3ISD10ArgFlagsTyE
00007ffa156f6cd0 (__TEXT,__text) external __ZNK4llvm17X86TargetLowering16LowerXConstraintENS_3EVTE
00007ffa156e5200 (__TEXT,__text) external __ZNK4llvm17X86TargetLowering16emitEHSjLjSetJmpEPNS_12MachineInstrEPNS_17MachineBasicBlockE
00007ffa156de9d0 (__TEXT,__text) external __ZNK4llvm17X86TargetLowering17EmitLoweredSelectEPNS_12MachineInstrEPNS_17MachineBasicBlockE
00007ffa156aeb10 (__TEXT,__text) external __ZNK4llvm17X86TargetLowering17LowerBUILD_VECTORENS_7SDValueERNS_12SelectionDAGE
00007ffa156c0280 (__TEXT,__text) external __ZNK4llvm17X86TargetLowering17LowerBlockAddressENS_7SDValueERNS_12SelectionDAGE
00007ffa156bff90 (__TEXT,__text) external __ZNK4llvm17X86TargetLowering17LowerConstantPoolENS_7SDValueERNS_12SelectionDAGE
00007ffa156e9110 (__TEXT,__text) external __ZNK4llvm17X86TargetLowering17PerformDAGCombineEPNS_6SDNodeERNS_14TargetLowering15DAGCombinerInfoE
00007ffa156e5e20 (__TEXT,__text) external __ZNK4llvm17X86TargetLowering17emitEHSjLjLongJmpEPNS_12MachineInstrEPNS_17MachineBasicBlockE
00007ffa156f6840 (__TEXT,__text) external __ZNK4llvm17X86TargetLowering17getConstraintTypeERKNSt3__112basic_stringIcNS1_11char_traitsIcEENS1_9allocatorIcEEEE
00007ffa156dc880 (__TEXT,__text) external __ZNK4llvm17X86TargetLowering17getTargetNodeNameEj
00007ffa156e4b10 (__TEXT,__text) external __ZNK4llvm17X86TargetLowering18EmitLoweredTLSCallEPNS_12MachineInstrEPNS_17MachineBasicBlockE
00007ffa156ac160 (__TEXT,__text) external __ZNK4llvm17X86TargetLowering18LowerGlobalAddressENS_7SDValueERNS_12SelectionDAGE
00007ffa156c0420 (__TEXT,__text) external __ZNK4llvm17X86TargetLowering18LowerGlobalAddressEPKNS_11GlobalValueENS_5SDLocExRNS_12SelectionDAGE
00007ffa156db440 (__TEXT,__text) external __ZNK4llvm17X86TargetLowering18ReplaceNodeResultsEPNS_6SDNodeERNS_15SmallVectorImplINS_7SDValueEEERNS_12SelectionDAGE
00007ffa156a2650 (__TEXT,__text) external __ZNK4llvm17X86TargetLowering18getSetCCResultTypeERNS_11LLVMContextENS_3EVTE
00007ffa156dcd20 (__TEXT,__text) external __ZNK4llvm17X86TargetLowering18isShuffleMaskLegalERKNS_15SmallVectorImplIiEENS_3EVTE
00007ffa156a42e0 (__TEXT,__text) external __ZNK4llvm17X86TargetLowering18isUsedByReturnOnlyEPNS_6SDNodeERNS_7SDValueE
00007ffa156dd160 (__TEXT,__text) external __ZNK4llvm17X86TargetLowering19EmitAtomicLoadArithEPNS_12MachineInstrEPNS_17MachineBasicBlockE
00007ffa156ac180 (__TEXT,__text) external __ZNK4llvm17X86TargetLowering19LowerExternalSymbolENS_7SDValueERNS_12SelectionDAGE
00007ffa156c2720 (__TEXT,__text) external __ZNK4llvm17X86TargetLowering19LowerUINT_TO_FP_i32ENS_7SDValueERNS_12SelectionDAGE
00007ffa156c2090 (__TEXT,__text) external __ZNK4llvm17X86TargetLowering19LowerUINT_TO_FP_i64ENS_7SDValueERNS_12SelectionDAGE
00007ffa156b3230 (__TEXT,__text) external __ZNK4llvm17X86TargetLowering19LowerVECTOR_SHUFFLEENS_7SDValueERNS_12SelectionDAGE
00007ffa156a2a00 (__TEXT,__text) external __ZNK4llvm17X86TargetLowering19getOptimalMemOpTypeEyjjbbbRNS_15MachineFunctionE
00007ffa156a3760 (__TEXT,__text) external __ZNK4llvm17X86TargetLowering19getScratchRegistersENS_11CallingConv2IDE
00007ffa156dcab0 (__TEXT,__text) external __ZNK4llvm17X86TargetLowering19isLegalAddImmediateEx
00007ffa156a2d60 (__TEXT,__text) external __ZNK4llvm17X86TargetLowering19isNoopAddrSpaceCastEjj
00007ffa156cc130 (__TEXT,__text) external __ZNK4llvm17X86TargetLowering19lowerEH_SJLJ_SETJMPENS_7SDValueERNS_12SelectionDAGE
00007ffa156c2b90 (__TEXT,__text) external __ZNK4llvm17X86TargetLowering19lowerUINT_TO_FP_vecENS_7SDValueERNS_12SelectionDAGE
00007ffa156e34d0 (__TEXT,__text) external __ZNK4llvm17X86TargetLowering20EmitLoweredSegAllocaEPNS_12MachineInstrEPNS_17MachineBasicBlockEb
00007ffa156e4520 (__TEXT,__text) external __ZNK4llvm17X86TargetLowering20EmitLoweredWinAllocaEPNS_12MachineInstrEPNS_17MachineBasicBlockE
00007ffa156a4e60 (__TEXT,__text) external __ZNK4llvm17X86TargetLowering20LowerFormalArgumentsENS_7SDValueENS_11CallingConv2IDEbRKNS_15SmallVectorImplINS_3ISD8InputArgEEENS_5SDLocERNS_12SelectionDAGERNS4_IS1_EE
00007ffa156cc1d0 (__TEXT,__text) external __ZNK4llvm17X86TargetLowering20LowerINIT_TRAMPOLINEENS_7SDValueERNS_12SelectionDAGE
00007ffa156a2b70 (__TEXT,__text) external __ZNK4llvm17X86TargetLowering20getJumpTableEncodingEv
00007ffa156dcaa0 (__TEXT,__text) external __ZNK4llvm17X86TargetLowering20isLegalICmpImmediateEx
00007ffa156f55b0 (__TEXT,__text) external __ZNK4llvm17X86TargetLowering20isTypeDesirableForOpEjNS_3EVTE
00007ffa156cc190 (__TEXT,__text) external __ZNK4llvm17X86TargetLowering20lowerEH_SJLJ_LONGJMPENS_7SDValueERNS_12SelectionDAGE
00007ffa156ad610 (__TEXT,__text) external __ZNK4llvm17X86TargetLowering21ConvertCmpIfNecessaryENS_7SDValueERNS_12SelectionDAGE
00007ffa156ac920 (__TEXT,__text) external __ZNK4llvm17X86TargetLowering21LowerBUILD_VECTORvXi1ENS_7SDValueERNS_12SelectionDAGE
00007ffa156c07f0 (__TEXT,__text) external __ZNK4llvm17X86TargetLowering21LowerGlobalTLSAddressENS_7SDValueERNS_12SelectionDAGE
00007ffa156a28a0 (__TEXT,__text) external __ZNK4llvm17X86TargetLowering21getByValTypeAlignmentEPNS_4TypeE
00007ffa156dc8b0 (__TEXT,__text) external __ZNK4llvm17X86TargetLowering21isLegalAddressingModeERKNS_18TargetLoweringBase8AddrModeEPNS_4TypeE
00007ffa156dcd00 (__TEXT,__text) external __ZNK4llvm17X86TargetLowering21isNarrowingProfitableENS_3EVTES1_
00007ffa156f5780 (__TEXT,__text) external __ZNK4llvm17X86TargetLowering22IsDesirableToPromoteOpENS_7SDValueERNS_3EVTE
00007ffa156bf7e0 (__TEXT,__text) external __ZNK4llvm17X86TargetLowering22LowerINSERT_VECTOR_ELTENS_7SDValueERNS_12SelectionDAGE
00007ffa156cd5b0 (__TEXT,__text) external __ZNK4llvm17X86TargetLowering22LowerSIGN_EXTEND_INREGENS_7SDValueERNS_12SelectionDAGE
00007ffa156f7f80 (__TEXT,__text) non-external (was a private external) __ZNK4llvm17X86TargetLowering22ShouldShrinkFPConstantENS_3EVTE
00007ffa156f7eb0 (__TEXT,__text) non-external (was a private external) __ZNK4llvm17X86TargetLowering22getScalarShiftAmountTyENS_3EVTE
00007ffa156a2d00 (__TEXT,__text) external __ZNK4llvm17X86TargetLowering22getStackCookieLocationERjS1_
00007ffa156dcfa0 (__TEXT,__text) external __ZNK4llvm17X86TargetLowering22isVectorClearMaskLegalERKNS_15SmallVectorImplIiEENS_3EVTE
00007ffa156a4c50 (__TEXT,__text) external __ZNK4llvm17X86TargetLowering22mayBeEmittedAsTailCallEPNS_8CallInstE
00007ffa156df060 (__TEXT,__text) external __ZNK4llvm17X86TargetLowering23EmitAtomicLoadArith6432EPNS_12MachineInstrEPNS_17MachineBasicBlockE
00007ffa156a8860 (__TEXT,__text) external __ZNK4llvm17X86TargetLowering23EmitTailCallLoadRetAddrERNS_12SelectionDAGERNS_7SDValueES3_bbiNS_5SDLocE
00007ffa156ca770 (__TEXT,__text) external __ZNK4llvm17X86TargetLowering23LowerDYNAMIC_STACKALLOCENS_7SDValueERNS_12SelectionDAGE
00007ffa156be830 (__TEXT,__text) external __ZNK4llvm17X86TargetLowering23LowerEXTRACT_VECTOR_ELTENS_7SDValueERNS_12SelectionDAGE
00007ffa156a2c90 (__TEXT,__text) external __ZNK4llvm17X86TargetLowering23findRepresentativeClassENS_3MVTE
00007ffa156dca60 (__TEXT,__text) external __ZNK4llvm17X86TargetLowering24allowTruncateForTailCallEPNS_4TypeES2_
00007ffa156a2bf0 (__TEXT,__text) external __ZNK4llvm17X86TargetLowering24getPICJumpTableRelocBaseENS_7SDValueERNS_12SelectionDAGE
00007ffa156a43f0 (__TEXT,__text) external __ZNK4llvm17X86TargetLowering24getTypeForExtArgOrReturnENS_3MVTENS_3ISD8NodeTypeE
00007ffa156a2bc0 (__TEXT,__text) external __ZNK4llvm17X86TargetLowering25LowerCustomJumpTableEntryEPKNS_20MachineJumpTableInfoEPKNS_17MachineBasicBlockEjRNS_9MCContextE
00007ffa156cbdd0 (__TEXT,__text) external __ZNK4llvm17X86TargetLowering25LowerFRAME_TO_ARGS_OFFSETENS_7SDValueERNS_12SelectionDAGE
00007ffa156a8920 (__TEXT,__text) external __ZNK4llvm17X86TargetLowering26getReturnAddressFrameIndexERNS_12SelectionDAGE
00007ffa156dcc90 (__TEXT,__text) external __ZNK4llvm17X86TargetLowering26isFMAFasterThanFMulAndFAddENS_3EVTE
00007ffa156dc9e0 (__TEXT,__text) external __ZNK4llvm17X86TargetLowering26isVectorShiftByScalarCheapEPNS_4TypeE
00007ffa156e6af0 (__TEXT,__text) external __ZNK4llvm17X86TargetLowering27EmitInstrWithCustomInserterEPNS_12MachineInstrEPNS_17MachineBasicBlockE
00007ffa156a82d0 (__TEXT,__text) external __ZNK4llvm17X86TargetLowering27GetAlignedArgumentStackSizeEjRNS_12SelectionDAGE
00007ffa156f6d50 (__TEXT,__text) external __ZNK4llvm17X86TargetLowering28LowerAsmOperandForConstraintENS_7SDValueERNSt3__112basic_stringIcNS2_11char_traitsIcEENS2_9allocatorIcEEEERNS2_6vectorIS1_NS6_IS1_EEEERNS_12SelectionDAGE
00007ffa156a2c40 (__TEXT,__text) external __ZNK4llvm17X86TargetLowering28getPICJumpTableRelocBaseExprEPKNS_15MachineFunctionEjRNS_9MCContextE
00007ffa156f73b0 (__TEXT,__text) external __ZNK4llvm17X86TargetLowering28getRegForInlineAsmConstraintERKNSt3__112basic_stringIcNS1_11char_traitsIcEENS1_9allocatorIcEEEENS_3MVTE
00007ffa156e1950 (__TEXT,__text) external __ZNK4llvm17X86TargetLowering29EmitVAARG64WithCustomInserterEPNS_12MachineInstrEPNS_17MachineBasicBlockE
00007ffa156a2b50 (__TEXT,__text) external __ZNK4llvm17X86TargetLowering29allowsUnalignedMemoryAccessesENS_3EVTEPb
00007ffa156e8db0 (__TEXT,__text) external __ZNK4llvm17X86TargetLowering30computeMaskedBitsForTargetNodeENS_7SDValueERNS_5APIntES3_RKNS_12SelectionDAGEj
00007ffa156f68a0 (__TEXT,__text) external __ZNK4llvm17X86TargetLowering30getSingleConstraintMatchWeightERNS_14TargetLowering14AsmOperandInfoEPKc
00007ffa156e9030 (__TEXT,__text) external __ZNK4llvm17X86TargetLowering31ComputeNumSignBitsForTargetNodeENS_7SDValueEj
00007ffa156ab310 (__TEXT,__text) external __ZNK4llvm17X86TargetLowering33IsEligibleForTailCallOptimizationENS_7SDValueENS_11CallingConv2IDEbbbPNS_4TypeERKNS_15SmallVectorImplINS_3ISD9OutputArgEEERKNS6_IS1_EERKNS6_INS7_8InputArgEEERNS_12SelectionDAGE
00007ffa156e2f30 (__TEXT,__text) external __ZNK4llvm17X86TargetLowering40EmitVAStartSaveXMMRegsWithCustomInserterEPNS_12MachineInstrEPNS_17MachineBasicBlockE
00007ffa156ad320 (__TEXT,__text) external __ZNK4llvm17X86TargetLowering7EmitCmpENS_5SDLocENS_7SDValueES2_jRNS_12SelectionDAGE
00007ffa156ad820 (__TEXT,__text) external __ZNK4llvm17X86TargetLowering8EmitTestENS_5SDLocENS_7SDValueEjRNS_12SelectionDAGE
00007ffa156c1bb0 (__TEXT,__text) external __ZNK4llvm17X86TargetLowering9BuildFILDENS_7SDValueENS_3EVTES1_S1_RNS_12SelectionDAGE
00007ffa156a8a10 (__TEXT,__text) external __ZNK4llvm17X86TargetLowering9LowerCallERNS_14TargetLowering16CallLoweringInfoERNS_15SmallVectorImplINS_7SDValueEEE
00007ffa156c5b80 (__TEXT,__text) external __ZNK4llvm17X86TargetLowering9LowerToBTENS_7SDValueENS_3ISD8CondCodeENS_5SDLocERNS_12SelectionDAGE
00007ffa15760560 (__TEXT,__text) external __ZNK4llvm18ARM64FrameLowering12emitEpilogueERNS_15MachineFunctionERNS_17MachineBasicBlockE
00007ffa1575f7c0 (__TEXT,__text) external __ZNK4llvm18ARM64FrameLowering12emitPrologueERNS_15MachineFunctionE
00007ffa1575f0d0 (__TEXT,__text) external __ZNK4llvm18ARM64FrameLowering13canUseRedZoneERKNS_15MachineFunctionE
00007ffa15760920 (__TEXT,__text) external __ZNK4llvm18ARM64FrameLowering19getFrameIndexOffsetERKNS_15MachineFunctionEi
00007ffa1575f250 (__TEXT,__text) external __ZNK4llvm18ARM64FrameLowering20hasReservedCallFrameERKNS_15MachineFunctionE
00007ffa15760940 (__TEXT,__text) external __ZNK4llvm18ARM64FrameLowering22getFrameIndexReferenceERKNS_15MachineFunctionEiRj
00007ffa1575f390 (__TEXT,__text) external __ZNK4llvm18ARM64FrameLowering25emitCalleeSavedFrameMovesERNS_15MachineFunctionEPNS_8MCSymbolEj
00007ffa15760cb0 (__TEXT,__text) external __ZNK4llvm18ARM64FrameLowering25spillCalleeSavedRegistersERNS_17MachineBasicBlockENS1_15bundle_iteratorINS_12MachineInstrENS_14ilist_iteratorIS4_EEEERKNSt3__16vectorINS_15CalleeSavedInfoENS8_9allocatorISA_EEEEPKNS_18TargetRegisterInfoE
00007ffa15760950 (__TEXT,__text) external __ZNK4llvm18ARM64FrameLowering26resolveFrameIndexReferenceERKNS_15MachineFunctionEiRjb
00007ffa15761000 (__TEXT,__text) external __ZNK4llvm18ARM64FrameLowering27restoreCalleeSavedRegistersERNS_17MachineBasicBlockENS1_15bundle_iteratorINS_12MachineInstrENS_14ilist_iteratorIS4_EEEERKNSt3__16vectorINS_15CalleeSavedInfoENS8_9allocatorISA_EEEEPKNS_18TargetRegisterInfoE
00007ffa1575f270 (__TEXT,__text) external __ZNK4llvm18ARM64FrameLowering29eliminateCallFramePseudoInstrERNS_15MachineFunctionERNS_17MachineBasicBlockENS3_15bundle_iteratorINS_12MachineInstrENS_14ilist_iteratorIS6_EEEE
00007ffa15761290 (__TEXT,__text) external __ZNK4llvm18ARM64FrameLowering36processFunctionBeforeCalleeSavedScanERNS_15MachineFunctionEPNS_12RegScavengerE
00007ffa1575f220 (__TEXT,__text) external __ZNK4llvm18ARM64FrameLowering5hasFPERKNS_15MachineFunctionE
00007ffa1579ca60 (__TEXT,__text) non-external (was a private external) __ZNK4llvm18ARM64TargetMachine12getInstrInfoEv
00007ffa1579caa0 (__TEXT,__text) non-external (was a private external) __ZNK4llvm18ARM64TargetMachine13getDataLayoutEv
00007ffa1579cab0 (__TEXT,__text) non-external (was a private external) __ZNK4llvm18ARM64TargetMachine15getRegisterInfoEv
00007ffa1579ca70 (__TEXT,__text) non-external (was a private external) __ZNK4llvm18ARM64TargetMachine16getFrameLoweringEv
00007ffa1579ca50 (__TEXT,__text) non-external (was a private external) __ZNK4llvm18ARM64TargetMachine16getSubtargetImplEv
00007ffa1579ca80 (__TEXT,__text) non-external (was a private external) __ZNK4llvm18ARM64TargetMachine17getTargetLoweringEv
00007ffa1579ca90 (__TEXT,__text) non-external (was a private external) __ZNK4llvm18ARM64TargetMachine19getSelectionDAGInfoEv
00007ffa158398e0 (__TEXT,__text) external __ZNK4llvm18ARMConstantPoolMBB5printERNS_11raw_ostreamE
00007ffa15825fd0 (__TEXT,__text) external __ZNK4llvm18ARMGenRegisterInfo16getRegUnitWeightEj
00007ffa15825fb0 (__TEXT,__text) external __ZNK4llvm18ARMGenRegisterInfo17getRegClassWeightEPKNS_19TargetRegisterClassE
00007ffa15825ff0 (__TEXT,__text) external __ZNK4llvm18ARMGenRegisterInfo21getNumRegPressureSetsEv
00007ffa15826000 (__TEXT,__text) external __ZNK4llvm18ARMGenRegisterInfo21getRegPressureSetNameEj
00007ffa15825f70 (__TEXT,__text) external __ZNK4llvm18ARMGenRegisterInfo21getSubClassWithSubRegEPKNS_19TargetRegisterClassEj
00007ffa15827e50 (__TEXT,__text) non-external (was a private external) __ZNK4llvm18ARMGenRegisterInfo21needsStackRealignmentERKNS_15MachineFunctionE
00007ffa15826020 (__TEXT,__text) external __ZNK4llvm18ARMGenRegisterInfo22getRegPressureSetLimitEj
00007ffa15826070 (__TEXT,__text) external __ZNK4llvm18ARMGenRegisterInfo22getRegUnitPressureSetsEj
00007ffa15826040 (__TEXT,__text) external __ZNK4llvm18ARMGenRegisterInfo23getRegClassPressureSetsEPKNS_19TargetRegisterClassE
00007ffa15825f40 (__TEXT,__text) external __ZNK4llvm18ARMGenRegisterInfo24composeSubRegIndicesImplEjj
00007ffa15cfc190 (__TEXT,__text) non-external (was a private external) __ZNK4llvm18BlockFrequencyImplINS_10BasicBlockENS_8FunctionENS_21BranchProbabilityInfoEE5printERNS_11raw_ostreamE
00007ffa15cfca60 (__TEXT,__text) external __ZNK4llvm18BlockFrequencyInfo11getFunctionEv
00007ffa15cfc950 (__TEXT,__text) external __ZNK4llvm18BlockFrequencyInfo12getBlockFreqEPKNS_10BasicBlockE
00007ffa15cfcc40 (__TEXT,__text) external __ZNK4llvm18BlockFrequencyInfo12getEntryFreqEv
00007ffa15cfca80 (__TEXT,__text) external __ZNK4llvm18BlockFrequencyInfo14printBlockFreqERNS_11raw_ostreamENS_14BlockFrequencyE
00007ffa15cfcb20 (__TEXT,__text) external __ZNK4llvm18BlockFrequencyInfo14printBlockFreqERNS_11raw_ostreamEPKNS_10BasicBlockE
00007ffa15cfbaa0 (__TEXT,__text) external __ZNK4llvm18BlockFrequencyInfo16getAnalysisUsageERNS_13AnalysisUsageE
00007ffa15cfc9e0 (__TEXT,__text) external __ZNK4llvm18BlockFrequencyInfo4viewEv
00007ffa15cfc170 (__TEXT,__text) external __ZNK4llvm18BlockFrequencyInfo5printERNS_11raw_ostreamEPKNS_6ModuleE
00007ffa15dd98d0 (__TEXT,__text) external __ZNK4llvm18ConstantDataVector13getSplatValueEv
00007ffa1599a680 (__TEXT,__text) external __ZNK4llvm18ConstantPoolSDNode7getTypeEv
00007ffa15dfd300 (__TEXT,__text) non-external (was a private external) __ZNK4llvm18DILexicalBlockFile10getContextEv
00007ffa15dfb3d0 (__TEXT,__text) external __ZNK4llvm18DILexicalBlockFile6VerifyEv
00007ffa15d0cd60 (__TEXT,__text) external __ZNK4llvm18DependenceAnalysis10Constraint17getAssociatedLoopEv
00007ffa15d0ce40 (__TEXT,__text) external __ZNK4llvm18DependenceAnalysis10Constraint4dumpERNS_11raw_ostreamE
00007ffa15d0cd10 (__TEXT,__text) external __ZNK4llvm18DependenceAnalysis10Constraint4getAEv
00007ffa15d0cd20 (__TEXT,__text) external __ZNK4llvm18DependenceAnalysis10Constraint4getBEv
00007ffa15d0cd30 (__TEXT,__text) external __ZNK4llvm18DependenceAnalysis10Constraint4getCEv
00007ffa15d0cd40 (__TEXT,__text) external __ZNK4llvm18DependenceAnalysis10Constraint4getDEv
00007ffa15d0ccf0 (__TEXT,__text) external __ZNK4llvm18DependenceAnalysis10Constraint4getXEv
00007ffa15d0cd00 (__TEXT,__text) external __ZNK4llvm18DependenceAnalysis10Constraint4getYEv
00007ffa15d16910 (__TEXT,__text) external __ZNK4llvm18DependenceAnalysis10gcdMIVtestEPKNS_4SCEVES3_RNS_14FullDependenceE
00007ffa15d0e910 (__TEXT,__text) external __ZNK4llvm18DependenceAnalysis10mapDstLoopEPKNS_4LoopE
00007ffa15d0e8e0 (__TEXT,__text) external __ZNK4llvm18DependenceAnalysis10mapSrcLoopEPKNS_4LoopE
00007ffa15d17f10 (__TEXT,__text) external __ZNK4llvm18DependenceAnalysis10testBoundsEhjPNS0_9BoundInfoEPKNS_4SCEVE
00007ffa15d109e0 (__TEXT,__text) external __ZNK4llvm18DependenceAnalysis12exactSIVtestEPKNS_4SCEVES3_S3_S3_PKNS_4LoopEjRNS_14FullDependenceERNS0_10ConstraintE
00007ffa15d18a30 (__TEXT,__text) external __ZNK4llvm18DependenceAnalysis12findBoundsEQEPNS0_15CoefficientInfoES2_PNS0_9BoundInfoEj
00007ffa15d186d0 (__TEXT,__text) external __ZNK4llvm18DependenceAnalysis12findBoundsGTEPNS0_15CoefficientInfoES2_PNS0_9BoundInfoEj
00007ffa15d183c0 (__TEXT,__text) external __ZNK4llvm18DependenceAnalysis12findBoundsLTEPNS0_15CoefficientInfoES2_PNS0_9BoundInfoEj
00007ffa15d14960 (__TEXT,__text) external __ZNK4llvm18DependenceAnalysis13exactRDIVtestEPKNS_4SCEVES3_S3_S3_PKNS_4LoopES6_RNS_14FullDependenceE
00007ffa15d17d00 (__TEXT,__text) external __ZNK4llvm18DependenceAnalysis13findBoundsALLEPNS0_15CoefficientInfoES2_PNS0_9BoundInfoEj
00007ffa15d18c20 (__TEXT,__text) external __ZNK4llvm18DependenceAnalysis13getLowerBoundEPNS0_9BoundInfoE
00007ffa15d18d10 (__TEXT,__text) external __ZNK4llvm18DependenceAnalysis13getUpperBoundEPNS0_9BoundInfoE
00007ffa15d0fd30 (__TEXT,__text) external __ZNK4llvm18DependenceAnalysis13strongSIVtestEPKNS_4SCEVES3_S3_PKNS_4LoopEjRNS_14FullDependenceERNS0_10ConstraintE
00007ffa15d1a2c0 (__TEXT,__text) external __ZNK4llvm18DependenceAnalysis14tryDelinearizeEPKNS_4SCEVES3_RNS_15SmallVectorImplINS0_9SubscriptEEE
00007ffa15d17790 (__TEXT,__text) external __ZNK4llvm18DependenceAnalysis15banerjeeMIVtestEPKNS_4SCEVES3_RKNS_14SmallBitVectorERNS_14FullDependenceE
00007ffa15d18e80 (__TEXT,__text) external __ZNK4llvm18DependenceAnalysis15findCoefficientEPKNS_4SCEVEPKNS_4LoopE
00007ffa15d18e00 (__TEXT,__text) external __ZNK4llvm18DependenceAnalysis15getNegativePartEPKNS_4SCEVE
00007ffa15d18e40 (__TEXT,__text) external __ZNK4llvm18DependenceAnalysis15getPositivePartEPKNS_4SCEVE
