00007fff8691d0b0 (__DATA,__data) external _DefaultServerName
00007fff77841be8 (__TEXT,__text) external _phLibNfc_GetSmbLogCmd
00007fff77841c5d (__TEXT,__text) external _phLibNfc_GetSmbLogProc
00007fff77841cf9 (__TEXT,__text) external _phLibNfc_GetSmbLogProcComplete
00007fff7784271a (__TEXT,__text) external _phLibNfc_GetSuicaSysCodeCmd
00007fff7784285d (__TEXT,__text) external _phLibNfc_GetSuicaSysCodeComplete
00007fff778427c1 (__TEXT,__text) external _phLibNfc_GetSuicaSysCodeProc
00007fff778418d0 (__TEXT,__text) external _phLibNfc_GetSwio1VoltageCmd
00007fff77841a4b (__TEXT,__text) external _phLibNfc_GetSwio2VoltageCmd
00007fff77841951 (__TEXT,__text) external _phLibNfc_GetSwioPadVoltageProc
00007fff77841acc (__TEXT,__text) external _phLibNfc_GetSwioPadVoltageSeqComplete
00007fff77817f04 (__TEXT,__text) external _phLibNfc_GetTagInfo
00007fff7781c2c8 (__TEXT,__text) external _phLibNfc_GetTagTypeInit
00007fff7781c3f7 (__TEXT,__text) external _phLibNfc_GetTagTypeMoreInfo
00007fff7781c6a4 (__TEXT,__text) external _phLibNfc_GetTagTypeMoreInfoResp
00007fff7781c364 (__TEXT,__text) external _phLibNfc_GetTagTypeResp
00007fff7781d014 (__TEXT,__text) external _phLibNfc_GetTagTypeSeqComplete
00007fff7783455b (__TEXT,__text) external _phLibNfc_GetTechModeAndRfInterface
00007fff7781e75a (__TEXT,__text) external _phLibNfc_GetTranscvResp
00007fff7784255d (__TEXT,__text) external _phLibNfc_GetVasCodeCfgCmd
00007fff77842673 (__TEXT,__text) external _phLibNfc_GetVasCodeCfgComplete
00007fff778425d7 (__TEXT,__text) external _phLibNfc_GetVasCodeCfgProc
00007fff777e1f9c (__TEXT,__text) external _phLibNfc_Get_IoctlId
00007fff777fe02a (__TEXT,__text) external _phLibNfc_Get_TagIds
00007fff77842d23 (__TEXT,__text) external _phLibNfc_HLMCfgComplete
00007fff7782ecb4 (__TEXT,__text) external _phLibNfc_HandleInternalEvent
00007fff7782f29e (__TEXT,__text) external _phLibNfc_HandlePriorityEvent
00007fff77837546 (__TEXT,__text) external _phLibNfc_HciCreateApduPipe
00007fff77837622 (__TEXT,__text) external _phLibNfc_HciCreateApduPipeProc
00007fff77837f32 (__TEXT,__text) external _phLibNfc_HciDataSend
00007fff778383ba (__TEXT,__text) external _phLibNfc_HciDataSendProc
00007fff77837d4b (__TEXT,__text) external _phLibNfc_HciDeInit
00007fff7783ca2b (__TEXT,__text) external _phLibNfc_HciEvtEndofOptRcvd
00007fff77837ae1 (__TEXT,__text) external _phLibNfc_HciGetAPDU_MaxWaitTime
00007fff77837bd7 (__TEXT,__text) external _phLibNfc_HciGetAPDU_MaxWtTimeProc
00007fff778378e3 (__TEXT,__text) external _phLibNfc_HciGetMax_C_APDU
00007fff778379d9 (__TEXT,__text) external _phLibNfc_HciGetMax_C_APDUProc
00007fff778372b8 (__TEXT,__text) external _phLibNfc_HciInitComplete
00007fff778376f8 (__TEXT,__text) external _phLibNfc_HciOpenAPDUPipe
00007fff778377e5 (__TEXT,__text) external _phLibNfc_HciOpenAPDUPipeProc
00007fff77836b20 (__TEXT,__text) external _phLibNfc_HciOpenAdmPipe
00007fff77836c17 (__TEXT,__text) external _phLibNfc_HciOpenAdmPipeProc
00007fff77838a80 (__TEXT,__text) external _phLibNfc_HciRawDataSend
00007fff77838722 (__TEXT,__text) external _phLibNfc_HciRawDataSendProc
00007fff77836cf7 (__TEXT,__text) external _phLibNfc_HciSetWhiteList
00007fff77836f29 (__TEXT,__text) external _phLibNfc_HciSetWhiteListProc
00007fff7783a31a (__TEXT,__text) external _phLibNfc_IFPwrCtrlCmd
00007fff7783a3ac (__TEXT,__text) external _phLibNfc_IFPwrCtrlResp
00007fff7783a41d (__TEXT,__text) external _phLibNfc_IFPwrCtrlSeqComplete
00007fff7783a22c (__TEXT,__text) external _phLibNfc_IFSePowerCycleSeqComplete
00007fff7783993e (__TEXT,__text) external _phLibNfc_IFSetSeModeSeqComplete
00007fff7781acbc (__TEXT,__text) external _phLibNfc_ISO_14443_3B_AttribResp
00007fff7781ad3c (__TEXT,__text) external _phLibNfc_ISO_14443_3B_PresChkConnComplete
00007fff77834e31 (__TEXT,__text) external _phLibNfc_Init2Discovery
00007fff77834dab (__TEXT,__text) external _phLibNfc_Init2InitEnDisMultiTag
00007fff777fecfc (__TEXT,__text) external _phLibNfc_InitCb
00007fff7783cff8 (__TEXT,__text) external _phLibNfc_InitCompleteWdTimer
00007fff7783d0dc (__TEXT,__text) external _phLibNfc_InitCompleteWdTimerCb
00007fff777fb8c0 (__TEXT,__text) external _phLibNfc_InitSetConfig
00007fff777fbc47 (__TEXT,__text) external _phLibNfc_InitSetConfigProcess
00007fff777fbf4d (__TEXT,__text) external _phLibNfc_InitSetMapping
00007fff777fc009 (__TEXT,__text) external _phLibNfc_InitSetMappingProcess
00007fff777fac0c (__TEXT,__text) external _phLibNfc_Initialize
00007fff777fc3c8 (__TEXT,__text) external _phLibNfc_InitializeComplete
00007fff777fad38 (__TEXT,__text) external _phLibNfc_InitializeProcess
00007fff777fe0a5 (__TEXT,__text) external _phLibNfc_Initialize_TagIds
00007fff7781db6c (__TEXT,__text) external _phLibNfc_InternalPrepareConnect
00007fff777ddcbe (__TEXT,__text) external _phLibNfc_InternalSequence
00007fff777fa0cc (__TEXT,__text) external _phLibNfc_InternalTransceive
00007fff77833034 (__TEXT,__text) external _phLibNfc_InvokeDiscDisconnCb
00007fff7781e795 (__TEXT,__text) external _phLibNfc_InvokeNciTranscvComplete
00007fff7783313e (__TEXT,__text) external _phLibNfc_InvokePendingCb
00007fff7783cb23 (__TEXT,__text) external _phLibNfc_InvokeSeNtfCallback
00007fff7780147b (__TEXT,__text) external _phLibNfc_Invoke_Pending_Cb
00007fff777e21b4 (__TEXT,__text) external _phLibNfc_IoctlClearAbortDnldCtx
00007fff777e022f (__TEXT,__text) external _phLibNfc_IoctlGetIfResValComplete
00007fff777e089e (__TEXT,__text) external _phLibNfc_IoctlGetRfCalDataCmd
00007fff777e0920 (__TEXT,__text) external _phLibNfc_IoctlGetRfCalDataComplete
00007fff777dfb5a (__TEXT,__text) external _phLibNfc_IoctlGetRfCfgCmd
00007fff777e0028 (__TEXT,__text) external _phLibNfc_IoctlGetRfCfgComplete
00007fff777dfbf6 (__TEXT,__text) external _phLibNfc_IoctlGetRfCfgProc
00007fff777e06bc (__TEXT,__text) external _phLibNfc_IoctlGetRfRegCmd
00007fff777e0310 (__TEXT,__text) external _phLibNfc_IoctlGetSpmiGpioCmd
00007fff777e061b (__TEXT,__text) external _phLibNfc_IoctlGetSpmiGpioComplete
00007fff777e03ac (__TEXT,__text) external _phLibNfc_IoctlGetSpmiGpioProc
00007fff777e09c4 (__TEXT,__text) external _phLibNfc_IoctlLoopbackCmd
00007fff777e0a90 (__TEXT,__text) external _phLibNfc_IoctlLoopbackComplete
00007fff777e0a55 (__TEXT,__text) external _phLibNfc_IoctlMgmt_Transceive_CB
00007fff777e229f (__TEXT,__text) external _phLibNfc_IoctlRfConfig
00007fff777deef3 (__TEXT,__text) external _phLibNfc_IoctlSetCfgSignedComplete
00007fff777e07da (__TEXT,__text) external _phLibNfc_IoctlSetGetRfCalDataProc
00007fff777dea78 (__TEXT,__text) external _phLibNfc_IoctlSetPropRfCfgCmd
00007fff777dec90 (__TEXT,__text) external _phLibNfc_IoctlSetPropRfCfgComplete
00007fff777e0758 (__TEXT,__text) external _phLibNfc_IoctlSetRfCalDataCmd
00007fff777e0815 (__TEXT,__text) external _phLibNfc_IoctlSetRfCalDataComplete
00007fff777df030 (__TEXT,__text) external _phLibNfc_IoctlSetRfCfgCmd
00007fff777df17d (__TEXT,__text) external _phLibNfc_IoctlSetRfCfgComplete
00007fff777debc7 (__TEXT,__text) external _phLibNfc_IoctlSetRfCfgProc
00007fff777e0b50 (__TEXT,__text) external _phLibNfc_IoctlSetSysCfgProc
00007fff777e0bb5 (__TEXT,__text) external _phLibNfc_IoctlSysCfgComplete
00007fff86919b20 (__DATA,__const) non-external _phLibNfc_IoctlTbl
00007fff777e19e5 (__TEXT,__text) external _phLibNfc_Ioctl_ClearSpmiErrorRegs
00007fff777e0c39 (__TEXT,__text) external _phLibNfc_Ioctl_DisableDtaMode
00007fff777e1c51 (__TEXT,__text) external _phLibNfc_Ioctl_DnldGetDieID
00007fff777e1754 (__TEXT,__text) external _phLibNfc_Ioctl_DnldMemRead
00007fff777e15b3 (__TEXT,__text) external _phLibNfc_Ioctl_DnldMemWrite
00007fff777e1678 (__TEXT,__text) external _phLibNfc_Ioctl_DnldReadLog
00007fff777e181a (__TEXT,__text) external _phLibNfc_Ioctl_EnableDnldMode
00007fff777e0cb3 (__TEXT,__text) external _phLibNfc_Ioctl_EnableDtaMode
00007fff777e1bad (__TEXT,__text) external _phLibNfc_Ioctl_EnableNciMode
00007fff777e109b (__TEXT,__text) external _phLibNfc_Ioctl_GetDnldIntgInfo
00007fff777e5a4a (__TEXT,__text) external _phLibNfc_Ioctl_GetRfCalData
00007fff777e1a6b (__TEXT,__text) external _phLibNfc_Ioctl_GetSpmiConfigRegs
00007fff777e1954 (__TEXT,__text) external _phLibNfc_Ioctl_GetSpmiErrorRegs
00007fff777e0edc (__TEXT,__text) external _phLibNfc_Ioctl_GetSpmiGpio
00007fff777e1d02 (__TEXT,__text) external _phLibNfc_Ioctl_LoopbackTransceive
00007fff777e257e (__TEXT,__text) external _phLibNfc_Ioctl_Mgmt_CB
00007fff777e1326 (__TEXT,__text) external _phLibNfc_Ioctl_NfccTimerCfg
00007fff777e141d (__TEXT,__text) external _phLibNfc_Ioctl_PrbsTest
00007fff777e0e10 (__TEXT,__text) external _phLibNfc_Ioctl_PropGetIFResVal
00007fff777e0fb1 (__TEXT,__text) external _phLibNfc_Ioctl_PropGetRfConfig
00007fff777e0d2d (__TEXT,__text) external _phLibNfc_Ioctl_PropGetRfRegs
00007fff777e5af0 (__TEXT,__text) external _phLibNfc_Ioctl_PropSetConfigSigned
00007fff777e5c62 (__TEXT,__text) external _phLibNfc_Ioctl_PropSetCrcChkConfig
00007fff777e5b9d (__TEXT,__text) external _phLibNfc_Ioctl_PropSetPwrTrackConfig
00007fff777e114d (__TEXT,__text) external _phLibNfc_Ioctl_PropSetRfConfig
00007fff777e153c (__TEXT,__text) external _phLibNfc_Ioctl_SWP1Test
00007fff777e14c5 (__TEXT,__text) external _phLibNfc_Ioctl_SWP2Test
00007fff777e59a4 (__TEXT,__text) external _phLibNfc_Ioctl_SetRfCalData
00007fff777e1279 (__TEXT,__text) external _phLibNfc_Ioctl_SetRfConfig
00007fff777e1b0c (__TEXT,__text) external _phLibNfc_Ioctl_SetSpmiConfigRegs
00007fff777e18be (__TEXT,__text) external _phLibNfc_Ioctl_SetSpmiGpio
00007fff777e11fa (__TEXT,__text) external _phLibNfc_Ioctl_SetSystemConfigs
00007fff777e1412 (__TEXT,__text) external _phLibNfc_Ioctl_SwitchSWPMode
00007fff7782c6e9 (__TEXT,__text) external _phLibNfc_IsFirstBuffer
00007fff777e7930 (__TEXT,__text) external _phLibNfc_IsShutDownInProgress
00007fff777db178 (__TEXT,__text) external _phLibNfc_Iso15693Map
00007fff7781effb (__TEXT,__text) external _phLibNfc_IsoDepFelicaPresChk_Cb
00007fff7781ed24 (__TEXT,__text) external _phLibNfc_JewelMap
00007fff77845824 (__TEXT,__text) external _phLibNfc_L2EventProc
00007fff7783bcfc (__TEXT,__text) external _phLibNfc_LaunchChildDeviceSequence
00007fff777fe90c (__TEXT,__text) external _phLibNfc_LibNfcRecovery
00007fff777f5d45 (__TEXT,__text) external _phLibNfc_ListenModeDeactvNtfHandler
00007fff7781a213 (__TEXT,__text) external _phLibNfc_Llcp_Accept
00007fff7781a19a (__TEXT,__text) external _phLibNfc_Llcp_Activate
00007fff7781a1fd (__TEXT,__text) external _phLibNfc_Llcp_Bind
00007fff7781a18f (__TEXT,__text) external _phLibNfc_Llcp_CheckLlcp
00007fff7781a1dc (__TEXT,__text) external _phLibNfc_Llcp_Close
00007fff7781a229 (__TEXT,__text) external _phLibNfc_Llcp_Connect
00007fff7781a234 (__TEXT,__text) external _phLibNfc_Llcp_ConnectByUri
00007fff7781a1a5 (__TEXT,__text) external _phLibNfc_Llcp_Deactivate
00007fff7781a23f (__TEXT,__text) external _phLibNfc_Llcp_Disconnect
00007fff7781a1c6 (__TEXT,__text) external _phLibNfc_Llcp_DiscoverServices
00007fff7781a1b0 (__TEXT,__text) external _phLibNfc_Llcp_GetLocalInfo
00007fff7781a1bb (__TEXT,__text) external _phLibNfc_Llcp_GetRemoteInfo
00007fff7781a208 (__TEXT,__text) external _phLibNfc_Llcp_Listen
00007fff7781a24a (__TEXT,__text) external _phLibNfc_Llcp_Recv
00007fff7781a255 (__TEXT,__text) external _phLibNfc_Llcp_RecvFrom
00007fff7781a21e (__TEXT,__text) external _phLibNfc_Llcp_Reject
00007fff7781a260 (__TEXT,__text) external _phLibNfc_Llcp_Send
00007fff7781a26b (__TEXT,__text) external _phLibNfc_Llcp_SendTo
00007fff7781a1d1 (__TEXT,__text) external _phLibNfc_Llcp_Socket
00007fff7781a1e7 (__TEXT,__text) external _phLibNfc_Llcp_SocketGetLocalOptions
00007fff7781a1f2 (__TEXT,__text) external _phLibNfc_Llcp_SocketGetRemoteOptions
00007fff777e70d8 (__TEXT,__text) external _phLibNfc_LogConnCloseCb
00007fff777fefe3 (__TEXT,__text) external _phLibNfc_LogEepromUserData
00007fff77846924 (__TEXT,__text) external _phLibNfc_LoggingNtfHandler
00007fff77848b34 (__TEXT,__text) external _phLibNfc_LpcdTraceNtfHandler
00007fff7782d29a (__TEXT,__text) external _phLibNfc_MFCIncDecResPayloadComplete
00007fff7782d12f (__TEXT,__text) external _phLibNfc_MFCIncDecRestorePayload
00007fff7782cf11 (__TEXT,__text) external _phLibNfc_MFCIncDecRestoreResp
00007fff7782d214 (__TEXT,__text) external _phLibNfc_MFCIncDecRestore_PayloadResp
00007fff7782cd98 (__TEXT,__text) external _phLibNfc_MFCIncDecTrRestoreCmd
00007fff7782cfea (__TEXT,__text) external _phLibNfc_MFCIncDecTrRestoreComplete
00007fff7782d6cb (__TEXT,__text) external _phLibNfc_MFCSendAuthCmdComplete
00007fff7782d3f0 (__TEXT,__text) external _phLibNfc_MFCTransferResp
00007fff7782cc6e (__TEXT,__text) external _phLibNfc_MFCWrite16Complete
00007fff778340f5 (__TEXT,__text) external _phLibNfc_MapBitRate
00007fff7781e3d3 (__TEXT,__text) external _phLibNfc_MapCmds
00007fff7781fd1f (__TEXT,__text) external _phLibNfc_MapDesfireTagType
00007fff777e815c (__TEXT,__text) external _phLibNfc_MapRemDevType
00007fff77833b90 (__TEXT,__text) external _phLibNfc_MapRemoteDevA
00007fff77833da1 (__TEXT,__text) external _phLibNfc_MapRemoteDevAJewel
00007fff77833f15 (__TEXT,__text) external _phLibNfc_MapRemoteDevB
00007fff777f9b3c (__TEXT,__text) external _phLibNfc_MapRemoteDevCeHost
00007fff7783404a (__TEXT,__text) external _phLibNfc_MapRemoteDevFelica
00007fff7781d6ae (__TEXT,__text) external _phLibNfc_MapRemoteDevHandle
00007fff777db283 (__TEXT,__text) external _phLibNfc_MapRemoteDevIso15693
00007fff77833e37 (__TEXT,__text) external _phLibNfc_MapRemoteDevKovio
00007fff7782509e (__TEXT,__text) external _phLibNfc_MapRemoteDevNfcIp1
00007fff7781f55b (__TEXT,__text) external _phLibNfc_MfcAuthInfo_Clear
00007fff7782d7b5 (__TEXT,__text) external _phLibNfc_MfcChkPresAuth
00007fff7782d932 (__TEXT,__text) external _phLibNfc_MfcChkPresAuthComplete
00007fff7782d8a5 (__TEXT,__text) external _phLibNfc_MfcChkPresAuthProc
00007fff7782da60 (__TEXT,__text) external _phLibNfc_MfcRawtoCmd
00007fff77817d2e (__TEXT,__text) external _phLibNfc_Mgt_ConfigFieldTestInfoLog
00007fff77816c4e (__TEXT,__text) external _phLibNfc_Mgt_ConfigRoutingTable
00007fff7781795e (__TEXT,__text) external _phLibNfc_Mgt_ConfigureAssertionLogging
00007fff77816d4b (__TEXT,__text) external _phLibNfc_Mgt_ConfigureDiscovery
00007fff77815f2f (__TEXT,__text) external _phLibNfc_Mgt_ConfigureDriver
00007fff778169c3 (__TEXT,__text) external _phLibNfc_Mgt_ConfigureHsuParams
00007fff7781787d (__TEXT,__text) external _phLibNfc_Mgt_ConfigureLogging
00007fff77816292 (__TEXT,__text) external _phLibNfc_Mgt_ConfigureMwLogging
00007fff77816a85 (__TEXT,__text) external _phLibNfc_Mgt_ConfigurePowerMode
00007fff77817be7 (__TEXT,__text) external _phLibNfc_Mgt_ConfigureTestMode
00007fff778166f8 (__TEXT,__text) external _phLibNfc_Mgt_DeInitialize
00007fff77816b8a (__TEXT,__text) external _phLibNfc_Mgt_GeneralNtfRegister
00007fff778177ba (__TEXT,__text) external _phLibNfc_Mgt_GetClrAssertRegs
00007fff77817b24 (__TEXT,__text) external _phLibNfc_Mgt_GetDebugInfo
00007fff778174fc (__TEXT,__text) external _phLibNfc_Mgt_GetFwVersion
00007fff77815eb4 (__TEXT,__text) external _phLibNfc_Mgt_GetMwVersionStr
00007fff8691f4d0 (__DATA,__bss) non-external _phLibNfc_Mgt_GetMwVersionStr.abMwVersion
00007fff7781a276 (__TEXT,__text) external _phLibNfc_Mgt_GetNfccParams
00007fff7781702d (__TEXT,__text) external _phLibNfc_Mgt_GetstackCapabilities
00007fff77817372 (__TEXT,__text) external _phLibNfc_Mgt_IceFallPwrCtrl
00007fff77817438 (__TEXT,__text) external _phLibNfc_Mgt_IceFallSvddControl
00007fff77816306 (__TEXT,__text) external _phLibNfc_Mgt_Initialize
00007fff777e1ff9 (__TEXT,__text) external _phLibNfc_Mgt_IoCtl
00007fff77816953 (__TEXT,__text) external _phLibNfc_Mgt_Reset
00007fff77819ae5 (__TEXT,__text) external _phLibNfc_Mgt_SetCE_ConfigParams
00007fff7781a02f (__TEXT,__text) external _phLibNfc_Mgt_SetLlcp_ConfigParams
00007fff7781a357 (__TEXT,__text) external _phLibNfc_Mgt_SetNfccParams
00007fff77819f7c (__TEXT,__text) external _phLibNfc_Mgt_SetP2P_ConfigParams
00007fff77817188 (__TEXT,__text) external _phLibNfc_Mgt_SetRfSettings
00007fff778176e6 (__TEXT,__text) external _phLibNfc_Mgt_TriggerNfccAssertion
00007fff77816234 (__TEXT,__text) external _phLibNfc_Mgt_UnConfigureDriver
00007fff77819226 (__TEXT,__text) external _phLibNfc_Mgt_UpdateMifareKey
00007fff778170b6 (__TEXT,__text) external _phLibNfc_Mgt_ValidateEepromSettings
00007fff778172c1 (__TEXT,__text) external _phLibNfc_Mgt_eSeSvddControl
00007fff7781e7e6 (__TEXT,__text) external _phLibNfc_MifareMap
00007fff7781d356 (__TEXT,__text) external _phLibNfc_MifareULTagTypeSeqComplete
00007fff77836fb6 (__TEXT,__text) external _phLibNfc_ModeSetHciNwk
00007fff77837205 (__TEXT,__text) external _phLibNfc_ModeSetHciNwkProc
00007fff778475c3 (__TEXT,__text) external _phLibNfc_MultiTagCompleteInit
00007fff778495c4 (__TEXT,__text) external _phLibNfc_MultiTagGetFwInfoComplete
00007fff77849493 (__TEXT,__text) external _phLibNfc_MultiTagGetFwTypeProc
00007fff777ffdf8 (__TEXT,__text) external _phLibNfc_MultiTagNtfWaitTimeOutCb
00007fff7783ac8c (__TEXT,__text) external _phLibNfc_MuxCheckAbortTrans
00007fff777fb113 (__TEXT,__text) external _phLibNfc_MwFwCompatibilityChk
00007fff777fb1fb (__TEXT,__text) external _phLibNfc_MwFwCompatibilityChkProcess
00007fff7781870b (__TEXT,__text) external _phLibNfc_Ndef_CheckNdef
00007fff7781bd36 (__TEXT,__text) external _phLibNfc_Ndef_CheckNdefRsp_Cb
00007fff7781bcb4 (__TEXT,__text) external _phLibNfc_Ndef_ClearFieldNdefInfo
00007fff7781af7e (__TEXT,__text) external _phLibNfc_Ndef_DeInit
00007fff7781add5 (__TEXT,__text) external _phLibNfc_Ndef_Init
00007fff7781bbca (__TEXT,__text) external _phLibNfc_Ndef_InvokeFieldNdefInfo_Cb
00007fff77818830 (__TEXT,__text) external _phLibNfc_Ndef_Read
00007fff7781bf48 (__TEXT,__text) external _phLibNfc_Ndef_ReadNdefRsp_Cb
00007fff7781b36c (__TEXT,__text) external _phLibNfc_Ndef_ReadOnly_Cb
00007fff7781bc7d (__TEXT,__text) external _phLibNfc_Ndef_Rtd_Cb
00007fff77818d42 (__TEXT,__text) external _phLibNfc_Ndef_SearchNdefContent
00007fff7781b54e (__TEXT,__text) external _phLibNfc_Ndef_SrchNdefCnt_Cb
00007fff8691f508 (__DATA,__bss) non-external _phLibNfc_Ndef_SrchNdefCnt_Cb.RegPrSt
00007fff778189a7 (__TEXT,__text) external _phLibNfc_Ndef_Write
00007fff7781c091 (__TEXT,__text) external _phLibNfc_Ndef_WriteNdefRsp_Cb
00007fff7781b447 (__TEXT,__text) external _phLibNfc_Ndef_format_Cb
00007fff7780bf6f (__TEXT,__text) external _phLibNfc_NfccResetNtf_CB
00007fff777fe79f (__TEXT,__text) external _phLibNfc_NfccResetRecoveryCb
00007fff777fd2d7 (__TEXT,__text) external _phLibNfc_NfceeDisableESE
00007fff777fd717 (__TEXT,__text) external _phLibNfc_NfceeDisableIFSe
00007fff777fd44d (__TEXT,__text) external _phLibNfc_NfceeDisableProc
00007fff777fd857 (__TEXT,__text) external _phLibNfc_NfceeDisableSE2
00007fff777fd5d8 (__TEXT,__text) external _phLibNfc_NfceeDisableUICC
00007fff77800785 (__TEXT,__text) external _phLibNfc_NfceeInitializeComplete
00007fff777ffd67 (__TEXT,__text) external _phLibNfc_NfceeNtfDelayCb
00007fff778359a5 (__TEXT,__text) external _phLibNfc_NtfRegRespCb
00007fff777ff4a4 (__TEXT,__text) external _phLibNfc_OpenLogConn
00007fff777ff529 (__TEXT,__text) external _phLibNfc_OpenLogConnProcess
00007fff7782c5cf (__TEXT,__text) external _phLibNfc_P2PSendCmd
00007fff7782c6a7 (__TEXT,__text) external _phLibNfc_P2PSendComplete
00007fff7782c636 (__TEXT,__text) external _phLibNfc_P2PSendResp
00007fff77824ee4 (__TEXT,__text) external _phLibNfc_P2pConfig
00007fff77824fd2 (__TEXT,__text) external _phLibNfc_P2pConfigComp
00007fff77824f54 (__TEXT,__text) external _phLibNfc_P2pConfigResp
00007fff7782c91e (__TEXT,__text) external _phLibNfc_P2pRemoteDev_ReceiveCb
00007fff7782c8bb (__TEXT,__text) external _phLibNfc_P2pRemoteDev_SendCb
00007fff77848f36 (__TEXT,__text) external _phLibNfc_ParseAssertionData
00007fff7783386b (__TEXT,__text) external _phLibNfc_ParseDiscActivatedRemDevInfo
00007fff777e7d7c (__TEXT,__text) external _phLibNfc_ParseHrdFltDumpInfo
00007fff777e2391 (__TEXT,__text) external _phLibNfc_ParseInputBuffer
00007fff77844596 (__TEXT,__text) external _phLibNfc_ParseLogNtfDatRxFailure
00007fff778489dd (__TEXT,__text) external _phLibNfc_ParseRfConfigSignedInputBuffer
00007fff777e7991 (__TEXT,__text) external _phLibNfc_ParseWdgDumpInfo
00007fff777e7f33 (__TEXT,__text) external _phLibNfc_ParseWdgTickInfo
00007fff77845b3c (__TEXT,__text) external _phLibNfc_ParseWupIotReconfigStage
00007fff778345c7 (__TEXT,__text) external _phLibNfc_Pending_CntDiscntDisvrychkprsn_Cb
00007fff7781c1f2 (__TEXT,__text) external _phLibNfc_Pending_Ndeftransv_Cb
00007fff77847d19 (__TEXT,__text) external _phLibNfc_PllUnlockedNtfHandler
00007fff778474b7 (__TEXT,__text) external _phLibNfc_PopulateRxdTagInfo
00007fff777e24fe (__TEXT,__text) external _phLibNfc_PrbsTest_CB
00007fff7781d8de (__TEXT,__text) external _phLibNfc_PrepareConnect
00007fff7781e2f7 (__TEXT,__text) external _phLibNfc_PrepareConnect_14443_3B
00007fff8691f566 (__DATA,__bss) non-external _phLibNfc_PrepareConnect_14443_3B.bIso14443_3BCmdBuff
00007fff8691f573 (__DATA,__bss) non-external _phLibNfc_PrepareConnect_14443_3B.bIso14443_3B_RespBuff
00007fff7781e0e5 (__TEXT,__text) external _phLibNfc_PrepareConnect_Felica
00007fff8691d2d0 (__DATA,__data) non-external _phLibNfc_PrepareConnect_Felica.bFelicaCmdBuff
00007fff8691f580 (__DATA,__bss) non-external _phLibNfc_PrepareConnect_Felica.bRespBuff
00007fff7781df87 (__TEXT,__text) external _phLibNfc_PrepareConnect_ISO14443_4A
00007fff8691d2c0 (__DATA,__data) non-external _phLibNfc_PrepareConnect_ISO14443_4A.b4ACmdBuff
00007fff8691f523 (__DATA,__bss) non-external _phLibNfc_PrepareConnect_ISO14443_4A.b4ARespBuff
00007fff7781e1b8 (__TEXT,__text) external _phLibNfc_PrepareConnect_Iso15693
00007fff8691f530 (__DATA,__bss) non-external _phLibNfc_PrepareConnect_Iso15693.bIso15693CmdBuff
00007fff8691f540 (__DATA,__bss) non-external _phLibNfc_PrepareConnect_Iso15693.bIso15693RespBuff
00007fff7781e032 (__TEXT,__text) external _phLibNfc_PrepareConnect_Jewel
00007fff8691d2c7 (__DATA,__data) non-external _phLibNfc_PrepareConnect_Jewel.bJewelCmdBuff
00007fff8691f575 (__DATA,__bss) non-external _phLibNfc_PrepareConnect_Jewel.bJewelRespBuff
00007fff7781ded7 (__TEXT,__text) external _phLibNfc_PrepareConnect_MifareUL
00007fff8691f510 (__DATA,__bss) non-external _phLibNfc_PrepareConnect_MifareUL.bRATSRespBuff
00007fff7781fa88 (__TEXT,__text) external _phLibNfc_PreparePresenceCheck
00007fff778009c3 (__TEXT,__text) external _phLibNfc_PrepareSeSelectCb
00007fff777fa441 (__TEXT,__text) external _phLibNfc_PrepareTransceiveCb
00007fff8691f490 (__DATA,__bss) non-external _phLibNfc_PrepareTransceiveCb.wIntStatus
00007fff77838f5d (__TEXT,__text) external _phLibNfc_PrintHciCritInfo
00007fff777e769f (__TEXT,__text) external _phLibNfc_PrintLibNfcCritInfo
00007fff778215ad (__TEXT,__text) external _phLibNfc_PrintSendData
00007fff777e731b (__TEXT,__text) external _phLibNfc_PrintgDebugInfo
00007fff77846679 (__TEXT,__text) external _phLibNfc_ProcSysL1LogNtf
00007fff778447d9 (__TEXT,__text) external _phLibNfc_ProcSysL1LogStandbyNtf
00007fff77845c4d (__TEXT,__text) external _phLibNfc_ProcSysL2LogNtf
00007fff778317a7 (__TEXT,__text) external _phLibNfc_ProcessDeactComplete
00007fff777f5e9e (__TEXT,__text) external _phLibNfc_ProcessDeactResp
00007fff77831ba9 (__TEXT,__text) external _phLibNfc_ProcessDeactToDiscResp
00007fff77832e3a (__TEXT,__text) external _phLibNfc_ProcessDevInfo
00007fff77831c72 (__TEXT,__text) external _phLibNfc_ProcessDiscReq
00007fff7783d78c (__TEXT,__text) external _phLibNfc_ProcessEvtAtr
00007fff777fc320 (__TEXT,__text) external _phLibNfc_ProcessNfceeDiscRsp
00007fff777fcb16 (__TEXT,__text) external _phLibNfc_ProcessNfceeStopDisc
00007fff7782c37d (__TEXT,__text) external _phLibNfc_ProcessRallResp
00007fff77831df1 (__TEXT,__text) external _phLibNfc_ProcessReDiscReq
00007fff7782c1d6 (__TEXT,__text) external _phLibNfc_ProcessRidResp
00007fff777e6eed (__TEXT,__text) external _phLibNfc_ProcessTmlError
00007fff7783519c (__TEXT,__text) external _phLibNfc_Process_ConfigDisc
00007fff778366d0 (__TEXT,__text) external _phLibNfc_Process_Disconnect
00007fff778498a6 (__TEXT,__text) external _phLibNfc_PropChipScopeLoggingNtfHandler
