00007ffc0dba54ba (__TEXT,__text) external _AAAFSCGetMetadata
00007ffc0dba004d (__TEXT,__text) non-external _subArchiveCreate
00007ffc0dba05a7 (__TEXT,__text) non-external _subArchiveDestroy
                 (undefined) external _symlink (from libSystem)
                 (undefined) external _symlinkat (from libSystem)
                 (undefined) external _sysconf (from libSystem)
                 (undefined) external _sysctlbyname (from libSystem)
00007ffc0db985da (__TEXT,__text) non-external _tarParseInt
00007ffc0db740b7 (__TEXT,__text) non-external _tempStreamCancel
00007ffc0db74034 (__TEXT,__text) non-external _tempStreamClose
00007ffc0db74104 (__TEXT,__text) non-external _tempStreamPRead
00007ffc0db74366 (__TEXT,__text) non-external _tempStreamPWrite
00007ffc0db740cc (__TEXT,__text) non-external _tempStreamRead
00007ffc0db742da (__TEXT,__text) non-external _tempStreamSeek
00007ffc0db745ca (__TEXT,__text) non-external _tempStreamTruncate
00007ffc0db7432e (__TEXT,__text) non-external _tempStreamWrite
00007ffc0db637a2 (__TEXT,__text) non-external _threadPipelineConsumerThreadProc
00007ffc0db634ac (__TEXT,__text) non-external _threadPipelineWorkerThreadProc
00007ffc0dbaaae5 (__TEXT,__text) non-external _threadPoolWorkerThreadProc
00007ffc0db708c0 (__TEXT,__text) non-external _threadWrapperProc
00007ffc0db4db61 (__TEXT,__text) non-external _treeAdd
00007ffc0db4d532 (__TEXT,__text) non-external (was a private external) _treeDeleteRangeWithPoint
00007ffc0db4d800 (__TEXT,__text) non-external _treeRebalance
00007ffc0db4e542 (__TEXT,__text) non-external _treeRotateLeft
00007ffc0db4e420 (__TEXT,__text) non-external _treeRotateRight
00007ffc0db4da44 (__TEXT,__text) non-external (was a private external) _treeSub
                 (undefined) external _unlink (from libSystem)
00007ffc0db81ab9 (__TEXT,__text) non-external _unlinkTempSegment
                 (undefined) external _unlinkat (from libSystem)
00007ffc0db6a511 (__TEXT,__text) non-external (was a private external) _updateFileAttributes
00007ffc0db6cf22 (__TEXT,__text) non-external _updateFromHeader
00007ffc0db70547 (__TEXT,__text) non-external (was a private external) _updateThreadErrorContextErrorCode
00007ffc0db70579 (__TEXT,__text) non-external (was a private external) _updateThreadErrorContextWarningCode
00007ffc0db9476d (__TEXT,__text) non-external _update_field_sizes
                 (undefined) external _usleep (from libSystem)
                 (undefined) external _utimes (from libSystem)
                 (undefined) external _uuid_parse (from libSystem)
                 (undefined) external _uuid_unparse_upper (from libSystem)
                 (undefined) external _valloc (from libSystem)
00007ffc0db4672d (__TEXT,__text) non-external _verifyDirectoryStreamCancel
00007ffc0db45a26 (__TEXT,__text) non-external _verifyDirectoryStreamClose
00007ffc0db4649a (__TEXT,__text) non-external _verifyDirectoryStreamWriteBlob
00007ffc0db45dab (__TEXT,__text) non-external _verifyDirectoryStreamWriteHeader
00007ffc0db73741 (__TEXT,__text) non-external _verifySegment
00007ffc0db809cd (__TEXT,__text) non-external _verifySegment
00007ffc0dbae311 (__TEXT,__text) non-external (was a private external) _verifySegmentProc
                 (undefined) external _vsnprintf (from libSystem)
00007ffc0db89fa4 (__TEXT,__text) non-external _workerApplyAttr
00007ffc0db46742 (__TEXT,__text) non-external _workerDataFree
00007ffc0db8a1fb (__TEXT,__text) non-external _workerDecodeAndApplyACL
00007ffc0db8a0ff (__TEXT,__text) non-external _workerDecodeAndApplyXAT
00007ffc0db57395 (__TEXT,__text) non-external _workerDestroy
00007ffc0db89c58 (__TEXT,__text) non-external _workerDestroy
00007ffc0db360c3 (__TEXT,__text) non-external _workerProc
00007ffc0db45539 (__TEXT,__text) non-external _workerProc
00007ffc0db56a53 (__TEXT,__text) non-external _workerProc
00007ffc0db697f3 (__TEXT,__text) non-external _workerProc
00007ffc0db8737a (__TEXT,__text) non-external _workerProc
00007ffc0dbad373 (__TEXT,__text) non-external _workerProc
00007ffc0db8a060 (__TEXT,__text) non-external _workerReserve
00007ffc0db89d83 (__TEXT,__text) non-external _workerUpdateDir
                 (undefined) external _write (from libSystem)
00007ffc0db6e297 (__TEXT,__text) non-external _writeBlobProc
00007ffc0db6dc43 (__TEXT,__text) non-external _writeHeaderProc
00007ffc0dba17c4 (__TEXT,__text) non-external _writeOBuf
00007ffc0db3c5ae (__TEXT,__text) non-external _writeProc
00007ffc0db622b8 (__TEXT,__text) non-external _writeProc
00007ffc0db7e170 (__TEXT,__text) non-external _writeProc
00007ffc0db7ab46 (__TEXT,__text) non-external _writerProc
00007ffc0dbae75d (__TEXT,__text) non-external (was a private external) _writerProc
