00000001a0ea3ff8 (__TEXT,__text) non-external +[AMFI isAvailable]
00000001a0e94290 (__TEXT,__text) non-external ___47-[SPProvenanceTracking getAllProvenanceEntries]_block_invoke
00000001a0e9c030 (__TEXT,__text) non-external ___48-[SPExecutionPolicy blockedExecutionPolicyItems]_block_invoke
00000001a0e94180 (__TEXT,__text) non-external ___49-[SPProvenanceTracking findProvenanceEntryForID:]_block_invoke
00000001a0e9a354 (__TEXT,__text) non-external ___50-[SPKernelExtensionHistory kernelExtensionHistory]_block_invoke
00000001a0e94094 (__TEXT,__text) non-external ___50-[SPProvenanceTracking findProvenanceEntryForURL:]_block_invoke
00000001a0ea47c4 (__TEXT,__text) non-external ___51-[SPDeveloperPolicy setDeveloperModeEnabled:error:]_block_invoke
00000001a0e9c118 (__TEXT,__text) non-external ___51-[SPExecutionPolicy addGatekeeperUserIntent:error:]_block_invoke
00000001a0e9ae14 (__TEXT,__text) non-external ___51-[SPKernelExtensionPolicy updatePolicyItems:error:]_block_invoke
00000001a0e9b478 (__TEXT,__text) non-external ___52-[SPKernelExtensionPolicy requiresSecurityDowngrade]_block_invoke
00000001a0e9c208 (__TEXT,__text) non-external ___54-[SPExecutionPolicy addBlockedSoftwareOverride:error:]_block_invoke
00000001a0e9c3f4 (__TEXT,__text) non-external ___54-[SPExecutionPolicy getBlockedSoftwareOverride:error:]_block_invoke
00000001a0e9b45c (__TEXT,__text) non-external ___54-[SPKernelExtensionPolicy triggerPanicMedicWithError:]_block_invoke
00000001a0e9a48c (__TEXT,__text) non-external ___55+[SPKernelExtensionPolicy findBundledKernelExtensions:]_block_invoke
00000001a0e9a938 (__TEXT,__text) non-external ___56-[SPKernelExtensionPolicy canLoadKernelExtension:error:]_block_invoke
00000001a0e9b354 (__TEXT,__text) non-external ___56-[SPKernelExtensionPolicy getCurrentUAKLHash:withError:]_block_invoke
00000001a0e9b494 (__TEXT,__text) non-external ___56-[SPKernelExtensionPolicy requiresRebootForInstallation]_block_invoke
00000001a0e9426c (__TEXT,__text) non-external ___56-[SPProvenanceTracking findAssociatedProvenanceEntries:]_block_invoke
00000001a0ea47e4 (__TEXT,__text) non-external ___57-[SPDeveloperPolicy isDeveloperToolEnvironmentWithError:]_block_invoke
00000001a0e9aae8 (__TEXT,__text) non-external ___57-[SPKernelExtensionPolicy teamIdentifierIsAllowed:error:]_block_invoke
00000001a0e9b424 (__TEXT,__text) non-external ___57-[SPKernelExtensionPolicy updateLastUsedTimes:withError:]_block_invoke
00000001a0e97938 (__TEXT,__text) non-external ___58-[BundleData initWithURL:withReloadBlock:watchForUpdates:]_block_invoke
00000001a0e9b4b0 (__TEXT,__text) non-external ___58-[SPKernelExtensionPolicy requiresAuthenticationOnUpdates]_block_invoke
00000001a0e9d738 (__TEXT,__text) non-external ___61-[SPKernelExtensionPolicy(MDM) setUserApprovalAllowed:error:]_block_invoke
00000001a0e9aa10 (__TEXT,__text) non-external ___63-[SPKernelExtensionPolicy canLoadKernelExtensionInCache:error:]_block_invoke
00000001a0e9c300 (__TEXT,__text) non-external ___64-[SPExecutionPolicy setBlockedSoftwareOverride:isEnabled:error:]_block_invoke
00000001a0e9b1e8 (__TEXT,__text) non-external ___64-[SPKernelExtensionPolicy notifyLoadedKernelExtension:withPath:]_block_invoke
00000001a0e9b4cc (__TEXT,__text) non-external ___64-[SPKernelExtensionPolicy requiresAdministratorToApproveUpdates]_block_invoke
00000001a0e9af3c (__TEXT,__text) non-external ___65-[SPKernelExtensionPolicy areKernelExtensionsApproved:withError:]_block_invoke
00000001a0e9b2bc (__TEXT,__text) non-external ___66-[SPKernelExtensionPolicy notifyUnsupportedKernelExtension:error:]_block_invoke
00000001a0e9db50 (__TEXT,__text) non-external ___67-[SPKernelExtensionPolicy(MDM) removeMDMPayload:withContext:error:]_block_invoke
00000001a0e9b014 (__TEXT,__text) non-external ___69-[SPKernelExtensionPolicy requestKernelExtensionApprovals:withError:]_block_invoke
00000001a0e9ad3c (__TEXT,__text) non-external ___71-[SPKernelExtensionPolicy updatePolicyItems:withExternalContext:error:]_block_invoke
00000001a0e9d808 (__TEXT,__text) non-external ___71-[SPKernelExtensionPolicy(MDM) setApprovalRequiresAdministrator:error:]_block_invoke
00000001a0e9dd64 (__TEXT,__text) non-external ___76-[SPKernelExtensionPolicy(MDM) enableKernelExtensionManagementForMDM:error:]_block_invoke
00000001a0e9abf4 (__TEXT,__text) non-external ___78-[SPKernelExtensionPolicy isKernelExtensionApprovedByUser:withBundleID:error:]_block_invoke
00000001a0e92668 (__TEXT,__text) non-external ___79-[StagedBundleData initWithURL:withStagedURL:withReloadBlock:withPrepareBlock:]_block_invoke
00000001a0e9b444 (__TEXT,__text) non-external ___80-[SPKernelExtensionPolicy triggerRecoveryJumpToSecurityStartupUtilityWithError:]_block_invoke
00000001a0e99214 (__TEXT,__text) non-external ___83-[SPExecutionPolicy(Gatekeeper) notifyInstalledContent:withInstallationType:error:]_block_invoke
00000001a0e9dc74 (__TEXT,__text) non-external ___87-[SPKernelExtensionPolicy(MDM) triggerKernelCollectionRebuildForMDM:withContext:error:]_block_invoke
00000001a0e9910c (__TEXT,__text) non-external ___92-[SPExecutionPolicy(Gatekeeper) performGatekeeperPreflight:withPreflightOptions:withResult:]_block_invoke
00000001a0e9911c (__TEXT,__text) non-external ___92-[SPExecutionPolicy(Gatekeeper) performGatekeeperPreflight:withPreflightOptions:withResult:]_block_invoke.42
00000001a0e9b0f0 (__TEXT,__text) non-external ___93-[SPKernelExtensionPolicy triggerKernelCollectionRebuildFlow:withKernelExtensions:withError:]_block_invoke
00000001a0e9d990 (__TEXT,__text) non-external ___93-[SPKernelExtensionPolicy(MDM) installMDMPayload:withTeams:withExtensions:withContext:error:]_block_invoke
00000001a0e993e0 (__TEXT,__text) non-external ___97-[SPExecutionPolicy(Gatekeeper) performGatekeeperScan:withScanOptions:withProgressHandler:error:]_block_invoke
00000001a0ea3d2c (__TEXT,__text) non-external ___AppleMobileFileIntegrityLibraryCore_block_invoke
00000001a0e9f4cc (__TEXT,__text) non-external ___Block_byref_object_copy_
00000001a0e9f4dc (__TEXT,__text) non-external ___Block_byref_object_dispose_
00000001a0e9f804 (__TEXT,__text) non-external ___BooleanXPCImpl_block_invoke
00000001a0e9f8b4 (__TEXT,__text) non-external ___BooleanXPCImpl_block_invoke.9
00000001a0ea6978 (__TEXT,__text) non-external ___BooleanXPCImpl_block_invoke.cold.1
                 (undefined) external ___CFConstantStringClassReference (from CoreFoundation)
                 (undefined) external ___NSDictionary0__struct (from CoreFoundation)
00000001d581f958 (__DATA_CONST,__const) non-external (was a private external) ___block_descriptor_32_e27_B24?0"NSURL"8"NSError"16l
00000001d581f938 (__DATA_CONST,__const) non-external (was a private external) ___block_descriptor_32_e28_v24?08?<v?"NSError">16l
00000001d581f980 (__DATA_CONST,__const) non-external (was a private external) ___block_descriptor_32_e28_v24?08?<v?B"NSError">16l
00000001d581f918 (__DATA_CONST,__const) non-external (was a private external) ___block_descriptor_32_e5_v8?0l
00000001d581f9a0 (__DATA_CONST,__const) non-external (was a private external) ___block_descriptor_33_e28_v24?08?<v?B"NSError">16l
00000001dec47448 (__AUTH_CONST,__const) non-external (was a private external) ___block_descriptor_40_e8_32bs_e17_v16?0"NSError"8l
00000001dec47598 (__AUTH_CONST,__const) non-external (was a private external) ___block_descriptor_40_e8_32bs_e57_^v32?0^{__SecCode=}8^{__CFString=}16^{__CFDictionary=}24l
00000001dec475f8 (__AUTH_CONST,__const) non-external (was a private external) ___block_descriptor_40_e8_32r_e5_v8?0l
00000001dec47538 (__AUTH_CONST,__const) non-external (was a private external) ___block_descriptor_40_e8_32s_e15_B16?0"NSURL"8l
00000001dec46ef8 (__AUTH_CONST,__const) non-external (was a private external) ___block_descriptor_40_e8_32s_e20_v16?0"BundleData"8l
00000001dec46f48 (__AUTH_CONST,__const) non-external (was a private external) ___block_descriptor_40_e8_32s_e28_v24?08?<v?"NSError">16l
00000001dec47018 (__AUTH_CONST,__const) non-external (was a private external) ___block_descriptor_40_e8_32s_e28_v24?08?<v?B"NSError">16l
00000001dec471b8 (__AUTH_CONST,__const) non-external (was a private external) ___block_descriptor_40_e8_32s_e54_v40?0"NSURL"8"NSString"16"NSString"24"NSString"32l
00000001dec46fe8 (__AUTH_CONST,__const) non-external (was a private external) ___block_descriptor_40_e8_32s_e5_v8?0l
00000001dec46e98 (__AUTH_CONST,__const) non-external (was a private external) ___block_descriptor_40_e8_32w_e20_v16?0"BundleData"8l
00000001dec47378 (__AUTH_CONST,__const) non-external (was a private external) ___block_descriptor_41_e8_32s_e28_v24?08?<v?B"NSError">16l
00000001dec474a8 (__AUTH_CONST,__const) non-external (was a private external) ___block_descriptor_48_e8_32bs40r_e17_v16?0"NSError"8l
00000001dec47418 (__AUTH_CONST,__const) non-external (was a private external) ___block_descriptor_48_e8_32r40r_e20_v24?08"NSError"16l
00000001dec475c8 (__AUTH_CONST,__const) non-external (was a private external) ___block_descriptor_48_e8_32r_e5_v8?0l
00000001dec47568 (__AUTH_CONST,__const) non-external (was a private external) ___block_descriptor_48_e8_32s40s_e15_v16?0"NSURL"8l
00000001dec471e8 (__AUTH_CONST,__const) non-external (was a private external) ___block_descriptor_48_e8_32s40s_e28_v24?08?<v?B"NSError">16l
00000001dec46ec8 (__AUTH_CONST,__const) non-external (was a private external) ___block_descriptor_48_e8_32s40w_e5_v8?0l
00000001dec47078 (__AUTH_CONST,__const) non-external (was a private external) ___block_descriptor_48_e8_32s_e28_v24?08?<v?B"NSError">16l
00000001dec47478 (__AUTH_CONST,__const) non-external (was a private external) ___block_descriptor_49_e8_32r40r_e20_v20?0B8"NSError"12l
00000001dec474d8 (__AUTH_CONST,__const) non-external (was a private external) ___block_descriptor_51_e8_32s40s_e28_v24?08?<v?B"NSError">16l
00000001dec47048 (__AUTH_CONST,__const) non-external (was a private external) ___block_descriptor_52_e8_32s_e28_v24?08?<v?B"NSError">16l
00000001dec46fb8 (__AUTH_CONST,__const) non-external (was a private external) ___block_descriptor_56_e8_32s40s48bs_e15_v16?0"NSURL"8l
00000001dec47508 (__AUTH_CONST,__const) non-external (was a private external) ___block_descriptor_57_e8_32s40s48s_e28_v24?08?<v?B"NSError">16l
00000001dec470a8 (__AUTH_CONST,__const) non-external (was a private external) ___block_descriptor_60_e8_32s40bs_e28_v24?08?<v?"NSError">16l
00000001dec473c8 (__AUTH_CONST,__const) non-external (was a private external) ___block_descriptor_64_e8_32s40s48s56s_e28_v24?08?<v?B"NSError">16l
00000001dec46f28 (__AUTH_CONST,__const) non-external ___block_literal_global
00000001dec46f78 (__AUTH_CONST,__const) non-external ___block_literal_global
00000001dec46f98 (__AUTH_CONST,__const) non-external ___block_literal_global
00000001dec470d8 (__AUTH_CONST,__const) non-external ___block_literal_global
00000001dec47198 (__AUTH_CONST,__const) non-external ___block_literal_global
00000001dec47218 (__AUTH_CONST,__const) non-external ___block_literal_global
00000001dec47338 (__AUTH_CONST,__const) non-external ___block_literal_global
00000001dec473a8 (__AUTH_CONST,__const) non-external ___block_literal_global
00000001dec473f8 (__AUTH_CONST,__const) non-external ___block_literal_global
00000001dec47628 (__AUTH_CONST,__const) non-external ___block_literal_global
00000001dec47138 (__AUTH_CONST,__const) non-external ___block_literal_global.10
00000001dec47158 (__AUTH_CONST,__const) non-external ___block_literal_global.13
00000001dec47178 (__AUTH_CONST,__const) non-external ___block_literal_global.16
00000001dec470f8 (__AUTH_CONST,__const) non-external ___block_literal_global.4
00000001dec47648 (__AUTH_CONST,__const) non-external ___block_literal_global.50
00000001dec47358 (__AUTH_CONST,__const) non-external ___block_literal_global.66
00000001dec47118 (__AUTH_CONST,__const) non-external ___block_literal_global.7
00000001dec47238 (__AUTH_CONST,__const) non-external ___block_literal_global.79
00000001dec47258 (__AUTH_CONST,__const) non-external ___block_literal_global.85
00000001dec47278 (__AUTH_CONST,__const) non-external ___block_literal_global.87
00000001dec47298 (__AUTH_CONST,__const) non-external ___block_literal_global.89
00000001dec472b8 (__AUTH_CONST,__const) non-external ___block_literal_global.91
00000001dec472d8 (__AUTH_CONST,__const) non-external ___block_literal_global.93
00000001dec472f8 (__AUTH_CONST,__const) non-external ___block_literal_global.95
00000001dec47318 (__AUTH_CONST,__const) non-external ___block_literal_global.97
                 (undefined) external ___chkstk_darwin (from libSystem)
00000001a0e9f658 (__TEXT,__text) non-external (was a private external) ___copy_helper_block_e8_32b
00000001a0e9f8d4 (__TEXT,__text) non-external (was a private external) ___copy_helper_block_e8_32b40r
00000001a0ea3dbc (__TEXT,__text) non-external (was a private external) ___copy_helper_block_e8_32r
00000001a0e9f5ac (__TEXT,__text) non-external (was a private external) ___copy_helper_block_e8_32r40r
00000001a0e930f0 (__TEXT,__text) non-external (was a private external) ___copy_helper_block_e8_32s
00000001a0e99400 (__TEXT,__text) non-external (was a private external) ___copy_helper_block_e8_32s40b
00000001a0e9ac04 (__TEXT,__text) non-external (was a private external) ___copy_helper_block_e8_32s40s
00000001a0e96c50 (__TEXT,__text) non-external (was a private external) ___copy_helper_block_e8_32s40s48b
00000001a0ea1784 (__TEXT,__text) non-external (was a private external) ___copy_helper_block_e8_32s40s48s
00000001a0e9d9a4 (__TEXT,__text) non-external (was a private external) ___copy_helper_block_e8_32s40s48s56s
00000001a0e92b28 (__TEXT,__text) non-external (was a private external) ___copy_helper_block_e8_32s40w
00000001a0e926a8 (__TEXT,__text) non-external (was a private external) ___copy_helper_block_e8_32w
00000001a0ea3dcc (__TEXT,__text) non-external (was a private external) ___destroy_helper_block_e8_32r
00000001a0e9f5fc (__TEXT,__text) non-external (was a private external) ___destroy_helper_block_e8_32r40r
00000001a0e930f8 (__TEXT,__text) non-external (was a private external) ___destroy_helper_block_e8_32s
00000001a0e9f924 (__TEXT,__text) non-external (was a private external) ___destroy_helper_block_e8_32s40r
00000001a0e99448 (__TEXT,__text) non-external (was a private external) ___destroy_helper_block_e8_32s40s
00000001a0e96ca0 (__TEXT,__text) non-external (was a private external) ___destroy_helper_block_e8_32s40s48s
00000001a0e9d9f0 (__TEXT,__text) non-external (was a private external) ___destroy_helper_block_e8_32s40s48s56s
00000001a0e92b6c (__TEXT,__text) non-external (was a private external) ___destroy_helper_block_e8_32s40w
00000001a0e926b4 (__TEXT,__text) non-external (was a private external) ___destroy_helper_block_e8_32w
00000001a0e9f4e4 (__TEXT,__text) non-external ___doObjectXPCFunction_block_invoke
00000001a0e9f640 (__TEXT,__text) non-external ___doObjectXPCFunction_block_invoke.1
00000001a0ea68c0 (__TEXT,__text) non-external ___doObjectXPCFunction_block_invoke.cold.1
                 (undefined) external ___error (from libSystem)
00000001a0ea3f28 (__TEXT,__text) non-external ___getAMFIExecutionPreflightSymbolLoc_block_invoke
00000001a0e9d628 (__TEXT,__text) non-external ___globalBundleSuffixes_block_invoke
                 (undefined) external ___objc_personality_v0 (from libobjc)
00000001a0ea3ab8 (__TEXT,__text) non-external ___opaqueSignCode_block_invoke
00000001a0e96b4c (__TEXT,__text) non-external ___scanForBundledKernelExtensions_block_invoke
00000001a0e966bc (__TEXT,__text) non-external ___scanForBundles_block_invoke
00000001a0ea5850 (__TEXT,__text) non-external ___scanForBundles_block_invoke.cold.1
                 (undefined) external ___stack_chk_fail (from libSystem)
                 (undefined) external ___stack_chk_guard (from libSystem)
                 (undefined) external __dispatch_main_q (from libSystem)
                 (undefined) external __dispatch_queue_attr_concurrent (from libSystem)
                 (undefined) external __objc_empty_cache (from libobjc)
                 (undefined) external __os_feature_enabled_impl (from libSystem)
                 (undefined) external __os_log_debug_impl (from libSystem)
                 (undefined) external __os_log_default (from libSystem)
                 (undefined) external __os_log_error_impl (from libSystem)
                 (undefined) external __os_log_impl (from libSystem)
                 (undefined) external __qtn_error (from libSystem)
                 (undefined) external __qtn_file_alloc (from libSystem)
                 (undefined) external __qtn_file_free (from libSystem)
                 (undefined) external __qtn_file_get_flags (from libSystem)
                 (undefined) external __qtn_file_init_with_mount_point (from libSystem)
                 (undefined) external __qtn_file_init_with_path (from libSystem)
                 (undefined) external __sl_dlopen (from SoftLinking)
00000001d58225b0 (__DATA_CONST,__objc_arraydata) non-external __unnamed_array_storage
00000001d58227c8 (__DATA_CONST,__objc_arraydata) non-external __unnamed_array_storage
00000001d5822800 (__DATA_CONST,__objc_arraydata) non-external __unnamed_array_storage
00000001d5822930 (__DATA_CONST,__objc_arraydata) non-external __unnamed_array_storage
00000001d5822a18 (__DATA_CONST,__objc_arraydata) non-external __unnamed_array_storage
00000001d5822620 (__DATA_CONST,__objc_arraydata) non-external __unnamed_array_storage.104
00000001d5822840 (__DATA_CONST,__objc_arraydata) non-external __unnamed_array_storage.105
00000001d5822848 (__DATA_CONST,__objc_arraydata) non-external __unnamed_array_storage.114
00000001d5822850 (__DATA_CONST,__objc_arraydata) non-external __unnamed_array_storage.120
00000001d5822858 (__DATA_CONST,__objc_arraydata) non-external __unnamed_array_storage.122
00000001d5822898 (__DATA_CONST,__objc_arraydata) non-external __unnamed_array_storage.123
00000001d58228d8 (__DATA_CONST,__objc_arraydata) non-external __unnamed_array_storage.176
00000001d5822648 (__DATA_CONST,__objc_arraydata) non-external __unnamed_array_storage.178
00000001d58226a8 (__DATA_CONST,__objc_arraydata) non-external __unnamed_array_storage.179
00000001d5822708 (__DATA_CONST,__objc_arraydata) non-external __unnamed_array_storage.232
00000001d5822750 (__DATA_CONST,__objc_arraydata) non-external __unnamed_array_storage.233
00000001d5822798 (__DATA_CONST,__objc_arraydata) non-external __unnamed_array_storage.251
00000001d58227b0 (__DATA_CONST,__objc_arraydata) non-external __unnamed_array_storage.252
00000001d58225c0 (__DATA_CONST,__objc_arraydata) non-external __unnamed_array_storage.59
00000001d5822808 (__DATA_CONST,__objc_arraydata) non-external __unnamed_array_storage.60
00000001d5822810 (__DATA_CONST,__objc_arraydata) non-external __unnamed_array_storage.69
00000001d5822818 (__DATA_CONST,__objc_arraydata) non-external __unnamed_array_storage.81
00000001d58225e0 (__DATA_CONST,__objc_arraydata) non-external __unnamed_array_storage.86
00000001d5822828 (__DATA_CONST,__objc_arraydata) non-external __unnamed_array_storage.96
                 (undefined) external _abort_report_np (from libSystem)
00000001a0ea3610 (__TEXT,__text) external _areGatekeeperOverridesDisabledByMDM
                 (undefined) external _bzero (from libSystem)
00000001a0e9b538 (__TEXT,__text) external _calculateTotalPathSize
                 (undefined) external _calloc (from libSystem)
                 (undefined) external _ccdigest_init (from libSystem)
                 (undefined) external _ccdigest_update (from libSystem)
                 (undefined) external _ccsha256_di (from libSystem)
00000001a0ea355c (__TEXT,__text) external _checkBOOLSetting
00000001a0e9727c (__TEXT,__text) external _checkPathQuarantineState
00000001a0ea5b94 (__TEXT,__text) non-external _checkPathQuarantineState.cold.1
00000001a0e971e4 (__TEXT,__text) external _checkURLQuarantineState
                 (undefined) external _close (from libSystem)
00000001a0e944c8 (__TEXT,__text) external _copyAdhocSignatureHash
00000001a0ea4c68 (__TEXT,__text) non-external _copyAdhocSignatureHash.cold.1
00000001a0ea4e64 (__TEXT,__text) non-external _copyAdhocSignatureHash.cold.10
00000001a0ea4e98 (__TEXT,__text) non-external _copyAdhocSignatureHash.cold.11
00000001a0ea4ecc (__TEXT,__text) non-external _copyAdhocSignatureHash.cold.12
00000001a0ea4f00 (__TEXT,__text) non-external _copyAdhocSignatureHash.cold.13
00000001a0ea4f5c (__TEXT,__text) non-external _copyAdhocSignatureHash.cold.14
00000001a0ea4f90 (__TEXT,__text) non-external _copyAdhocSignatureHash.cold.15
00000001a0ea5014 (__TEXT,__text) non-external _copyAdhocSignatureHash.cold.16
00000001a0ea5070 (__TEXT,__text) non-external _copyAdhocSignatureHash.cold.17
00000001a0ea50cc (__TEXT,__text) non-external _copyAdhocSignatureHash.cold.18
00000001a0ea4cc4 (__TEXT,__text) non-external _copyAdhocSignatureHash.cold.2
00000001a0ea4cf8 (__TEXT,__text) non-external _copyAdhocSignatureHash.cold.3
00000001a0ea4d2c (__TEXT,__text) non-external _copyAdhocSignatureHash.cold.4
00000001a0ea4d60 (__TEXT,__text) non-external _copyAdhocSignatureHash.cold.5
00000001a0ea4d94 (__TEXT,__text) non-external _copyAdhocSignatureHash.cold.6
00000001a0ea4dc8 (__TEXT,__text) non-external _copyAdhocSignatureHash.cold.7
00000001a0ea4dfc (__TEXT,__text) non-external _copyAdhocSignatureHash.cold.8
00000001a0ea4e30 (__TEXT,__text) non-external _copyAdhocSignatureHash.cold.9
00000001a0e95d9c (__TEXT,__text) external _copyBootUUID
00000001a0ea56e0 (__TEXT,__text) non-external _copyBootUUID.cold.1
00000001a0e95500 (__TEXT,__text) external _copyBundleID
00000001a0ea53e8 (__TEXT,__text) non-external _copyBundleID.cold.1
00000001a0e955f8 (__TEXT,__text) external _copyBundleIDFromURL
00000001a0e95818 (__TEXT,__text) external _copyBundleVersion
00000001a0ea54a0 (__TEXT,__text) non-external _copyBundleVersion.cold.1
00000001a0e95720 (__TEXT,__text) external _copyBundleVersionShort
00000001a0ea5444 (__TEXT,__text) non-external _copyBundleVersionShort.cold.1
00000001a0e9568c (__TEXT,__text) external _copyBundleVersionShortFromURL
00000001a0e94eac (__TEXT,__text) external _copyCdhash
00000001a0ea5128 (__TEXT,__text) non-external _copyCdhash.cold.1
00000001a0ea515c (__TEXT,__text) non-external _copyCdhash.cold.2
00000001a0ea5190 (__TEXT,__text) non-external _copyCdhash.cold.3
00000001a0e94e24 (__TEXT,__text) external _copyCdhashFromKextURL
00000001a0ea3710 (__TEXT,__text) external _copyCodeSigningInfo
00000001a0e95bc0 (__TEXT,__text) external _copyDeveloperName
00000001a0ea5558 (__TEXT,__text) non-external _copyDeveloperName.cold.1
00000001a0ea55bc (__TEXT,__text) non-external _copyDeveloperName.cold.2
00000001a0ea5620 (__TEXT,__text) non-external _copyDeveloperName.cold.3
00000001a0ea5684 (__TEXT,__text) non-external _copyDeveloperName.cold.4
00000001a0ea3b14 (__TEXT,__text) external _copyEntitlements
00000001a0e9b6c4 (__TEXT,__text) external _copyFileHashForURL
00000001a0ea6228 (__TEXT,__text) non-external _copyFileHashForURL.cold.1
00000001a0ea62c4 (__TEXT,__text) non-external _copyFileHashForURL.cold.2
00000001a0ea6350 (__TEXT,__text) non-external _copyFileHashForURL.cold.3
00000001a0e95004 (__TEXT,__text) external _copyLegacyCdhash
00000001a0e9326c (__TEXT,__text) external _copyLegacyDeveloperName
00000001a0e96f50 (__TEXT,__text) external _copySecureTimestamp
00000001a0ea5ad4 (__TEXT,__text) non-external _copySecureTimestamp.cold.1
00000001a0e95f40 (__TEXT,__text) external _copyShippedThirdPartyKernelExtensions
00000001a0e95428 (__TEXT,__text) external _copySigningID
00000001a0ea538c (__TEXT,__text) non-external _copySigningID.cold.1
00000001a0e95244 (__TEXT,__text) external _copyTeamIdentifier
00000001a0ea5330 (__TEXT,__text) non-external _copyTeamIdentifier.cold.1
00000001a0e95070 (__TEXT,__text) external _copyTeamIdentifierFromCertificates
00000001a0ea51ec (__TEXT,__text) non-external _copyTeamIdentifierFromCertificates.cold.1
00000001a0ea5258 (__TEXT,__text) non-external _copyTeamIdentifierFromCertificates.cold.2
00000001a0e9518c (__TEXT,__text) external _copyTeamIdentifierFromSigningInformation
00000001a0ea52c4 (__TEXT,__text) non-external _copyTeamIdentifierFromSigningInformation.cold.1
00000001a0e95910 (__TEXT,__text) external _copyUnstagedURL
00000001a0ea54fc (__TEXT,__text) non-external _copyUnstagedURL.cold.1
00000001a0e944c0 (__TEXT,__text) external _createCodeReference
00000001a0e943a8 (__TEXT,__text) non-external _createCodeReferenceHelper
00000001a0ea4b58 (__TEXT,__text) non-external _createCodeReferenceHelper.cold.1
00000001a0ea4be0 (__TEXT,__text) non-external _createCodeReferenceHelper.cold.2
00000001a0e943a0 (__TEXT,__text) external _createCodeReferenceQuiet
00000001a0e942dc (__TEXT,__text) external _createHexStringFromData
00000001a0e9fdf4 (__TEXT,__text) non-external _createMigrationManifest
00000001a0ea6a18 (__TEXT,__text) non-external _createMigrationManifest.cold.1
00000001a0ea3668 (__TEXT,__text) external _createSecStaticCodeForURL
00000001a0ea6dd8 (__TEXT,__text) non-external _createSecStaticCodeForURL.cold.1
00000001a0ea3520 (__TEXT,__text) external _createSystemPolicyDefaults
00000001a0e95a1c (__TEXT,__text) external _createURLWithoutPrefix
                 (undefined) external _csr_check (from libSystem)
00000001d9afc978 (__DATA,__bss) non-external _currentDeviceID.sDeviceID
00000001d9afc980 (__DATA,__bss) non-external _currentDeviceID.sOnceToken
                 (undefined) external _difftime (from libSystem)
                 (undefined) external _dirstat_np (from libSystem)
                 (undefined) external _dispatch_barrier_async (from libSystem)
                 (undefined) external _dispatch_once (from libSystem)
                 (undefined) external _dispatch_queue_create (from libSystem)
                 (undefined) external _dispatch_sync (from libSystem)
                 (undefined) external _dlerror (from libSystem)
                 (undefined) external _dlsym (from libSystem)
00000001a0e9efb8 (__TEXT,__text) external _doBooleanXPCFunction
00000001a0e9f22c (__TEXT,__text) external _doBooleanXPCFunctionSilent
00000001a0e9f234 (__TEXT,__text) external _doObjectXPCFunction
00000001d9afc930 (__DATA,__bss) non-external _exec.sLog
00000001d9afc928 (__DATA,__bss) non-external _exec.sLogInit
00000001a0e9b5f4 (__TEXT,__text) external _fileExists
00000001a0e9b65c (__TEXT,__text) external _fileIsSymlink
00000001a0e9c7f0 (__TEXT,__text) external _findContainingBundle
00000001a0e96184 (__TEXT,__text) external _findFirstSubdirectoryURL
00000001a0e9d0f4 (__TEXT,__text) external _findOuterMostBundle
00000001a0e9d590 (__TEXT,__text) external _findOuterMostBundleWithFilter
00000001a0e9c984 (__TEXT,__text) external _findScanTargetByPath
00000001a0e9cd1c (__TEXT,__text) external _findTopAppBundle
00000001a0e9c8f4 (__TEXT,__text) external _findTopBundle
                 (undefined) external _free (from libSystem)
00000001a0e97b18 (__TEXT,__text) non-external _fsEventCallback
00000001d9afc910 (__DATA,__bss) non-external _generic.sLog
00000001d9afc908 (__DATA,__bss) non-external _generic.sLogInit
00000001a0ea3e34 (__TEXT,__text) non-external (was a private external) _getAMFIExecutionPreflightSymbolLoc
00000001d9afc990 (__DATA,__bss) non-external _getAMFIExecutionPreflightSymbolLoc.ptr
00000001d9afc8f8 (__DATA,__bss) non-external _getAllowedPaths.dragWhitelist
00000001d9afc900 (__DATA,__bss) non-external _getAllowedPaths.once
00000001a0e95324 (__TEXT,__text) external _getDictionaryValue
00000001a0e9cfec (__TEXT,__text) external _getVolumePrefix
00000001a0ea63dc (__TEXT,__text) non-external _getVolumePrefix.cold.1
                 (undefined) external _getattrlist (from libSystem)
                 (undefined) external _getenv (from libSystem)
                 (undefined) external _getuid (from libSystem)
00000001a0e9c79c (__TEXT,__text) non-external _globalBundleSuffixes
00000001d9afc970 (__DATA,__bss) non-external _globalBundleSuffixes.bundleSuffixes
00000001d9afc968 (__DATA,__bss) non-external _globalBundleSuffixes.staticInit
00000001a0e9cf58 (__TEXT,__text) external _hasAppExtension
00000001a0e95fc4 (__TEXT,__text) external _hasCodeRequirementString
00000001a0ea5798 (__TEXT,__text) non-external _hasCodeRequirementString.cold.1
00000001a0ea9af6 (__TEXT,__cstring) non-external _hexString.nibble
00000001a0e974e4 (__TEXT,__text) external _historyEntriesContainPolicyMatch
00000001a0e97368 (__TEXT,__text) external _historyEntryMatchesPolicyEntry
00000001a0e960cc (__TEXT,__text) external _isAdhocSignature
00000001a0ea57f4 (__TEXT,__text) non-external _isAdhocSignature.cold.1
00000001a0e93c7c (__TEXT,__text) external _isAppleInternalMachine
00000001a0e9608c (__TEXT,__text) external _isAppleSignedCode
00000001a0e93ce8 (__TEXT,__text) external _isBehavioralEngineEnabledMachine
