00007ffb4390aaa0 (__DATA,__common) external _AfterColour
00007ffb1826b35c (__TEXT,__text) external __ZNK4llvm6Module13getNamedIFuncENS_9StringRefE
00007ffb1826ad34 (__TEXT,__text) external __ZNK4llvm6Module13getNamedValueENS_9StringRefE
00007ffb1826d4b4 (__TEXT,__text) external __ZNK4llvm6Module13getSDKVersionEv
00007ffb1939872a (__TEXT,__text) external __ZNK4llvm6Module13global_valuesEv
00007ffb1826ae6a (__TEXT,__text) external __ZNK4llvm6Module14getMDKindNamesERNS_15SmallVectorImplINS_9StringRefEEE
00007ffb19398aa0 (__TEXT,__text) external __ZNK4llvm6Module14getRtLibUseGOTEv
00007ffb1826c226 (__TEXT,__text) external __ZNK4llvm6Module14global_objectsEv
00007ffb1826cc94 (__TEXT,__text) external __ZNK4llvm6Module15getCodeViewFlagEv
00007ffb1826caac (__TEXT,__text) external __ZNK4llvm6Module15getDwarfVersionEv
00007ffb19398b52 (__TEXT,__text) external __ZNK4llvm6Module15getFramePointerEv
00007ffb1826b486 (__TEXT,__text) external __ZNK4llvm6Module16getNamedMetadataERKNS_5TwineE
00007ffb1826b216 (__TEXT,__text) external __ZNK4llvm6Module17getGlobalVariableENS_9StringRefEb
00007ffb1826ae4e (__TEXT,__text) external __ZNK4llvm6Module17getNumNamedValuesEv
00007ffb1826ce5a (__TEXT,__text) external __ZNK4llvm6Module17getProfileSummaryEb
00007ffb19398876 (__TEXT,__text) external __ZNK4llvm6Module19getInstructionCountEv
00007ffb1826ae78 (__TEXT,__text) external __ZNK4llvm6Module20getOperandBundleTagsERNS_15SmallVectorImplINS_9StringRefEEE
00007ffb1826dafc (__TEXT,__text) external __ZNK4llvm6Module20getPtrAuthABIVersionEv
00007ffb1826d674 (__TEXT,__text) external __ZNK4llvm6Module21getPtrAuthABIVersionsEv
00007ffb1826bd50 (__TEXT,__text) external __ZNK4llvm6Module22getModuleFlagsMetadataERNS_15SmallVectorImplINS0_15ModuleFlagEntryEEE
00007ffb1826be7c (__TEXT,__text) external __ZNK4llvm6Module22getModuleFlagsMetadataEv
00007ffb19398ba6 (__TEXT,__text) external __ZNK4llvm6Module22getStackProtectorGuardEv
00007ffb193987c6 (__TEXT,__text) external __ZNK4llvm6Module24getIdentifiedStructTypesEv
00007ffb1826cfb0 (__TEXT,__text) external __ZNK4llvm6Module24getSemanticInterpositionEv
00007ffb1826d2b8 (__TEXT,__text) external __ZNK4llvm6Module25getOverrideStackAlignmentEv
00007ffb1826d0ac (__TEXT,__text) external __ZNK4llvm6Module25getStackProtectorGuardRegEv
00007ffb1826c9b4 (__TEXT,__text) external __ZNK4llvm6Module27getNumberRegisterParametersEv
00007ffb1826c188 (__TEXT,__text) external __ZNK4llvm6Module28debug_compile_units_iteratordeEv
00007ffb1826c1a0 (__TEXT,__text) external __ZNK4llvm6Module28debug_compile_units_iteratorptEv
00007ffb1826df58 (__TEXT,__text) external __ZNK4llvm6Module28getDarwinTargetVariantTripleEv
00007ffb1826d1a4 (__TEXT,__text) external __ZNK4llvm6Module28getStackProtectorGuardOffsetEv
00007ffb1826e04c (__TEXT,__text) external __ZNK4llvm6Module32getDarwinTargetVariantSDKVersionEv
00007ffb19371b9c (__TEXT,__text) external __ZNK4llvm6Module4dumpEv
00007ffb18143880 (__TEXT,__text) external __ZNK4llvm6Module5printERNS_11raw_ostreamEPNS_24AssemblyAnnotationWriterEbb
00007ffb1826ab9c (__TEXT,__text) external __ZNK4llvm6Module9createRNGENS_9StringRefE
00007ffb1826cb9e (__TEXT,__text) external __ZNK4llvm6Module9isDwarf64Ev
00007ffb1957de58 (__TEXT,__text) external __ZNK4llvm6Triple11getArchNameENS0_8ArchTypeENS0_11SubArchTypeE
00007ffb18ec8abc (__TEXT,__text) external __ZNK4llvm6Triple11getArchNameEv
00007ffb1957e7ea (__TEXT,__text) external __ZNK4llvm6Triple11isArch16BitEv
00007ffb1957e7d6 (__TEXT,__text) external __ZNK4llvm6Triple11isArch32BitEv
00007ffb18ec9d12 (__TEXT,__text) external __ZNK4llvm6Triple11isArch64BitEv
00007ffb18ec8e02 (__TEXT,__text) external __ZNK4llvm6Triple12getOSVersionEv
00007ffb18ec91ba (__TEXT,__text) external __ZNK4llvm6Triple13getAIRVersionEv
00007ffb18ec8b14 (__TEXT,__text) external __ZNK4llvm6Triple13getVendorNameEv
00007ffb1957e050 (__TEXT,__text) external __ZNK4llvm6Triple13getiOSVersionEv
00007ffb1957ef94 (__TEXT,__text) external __ZNK4llvm6Triple14isLittleEndianEv
00007ffb1957f6a4 (__TEXT,__text) external __ZNK4llvm6Triple16getARMCPUForArchENS_9StringRefE
00007ffb1957dfb6 (__TEXT,__text) external __ZNK4llvm6Triple16getMacOSXVersionERNS_12VersionTupleE
00007ffb1957f28e (__TEXT,__text) external __ZNK4llvm6Triple16isCompatibleWithERKS0_
00007ffb1957e0d2 (__TEXT,__text) external __ZNK4llvm6Triple17getWatchOSVersionEv
00007ffb18eca0da (__TEXT,__text) external __ZNK4llvm6Triple17isMacOSXVersionLTEjjj
00007ffb1957e104 (__TEXT,__text) external __ZNK4llvm6Triple18getBridgeOSVersionEv
00007ffb18ec8c7c (__TEXT,__text) external __ZNK4llvm6Triple18getEnvironmentNameEv
00007ffb1957e7fe (__TEXT,__text) external __ZNK4llvm6Triple19get32BitArchVariantEv
00007ffb1957eab8 (__TEXT,__text) external __ZNK4llvm6Triple19get64BitArchVariantEv
00007ffb1957e14a (__TEXT,__text) external __ZNK4llvm6Triple19getDriverKitVersionEv
00007ffb1957ded2 (__TEXT,__text) external __ZNK4llvm6Triple21getEnvironmentVersionEv
00007ffb18eca1a2 (__TEXT,__text) external __ZNK4llvm6Triple23getAIRVersionedArchNameEv
00007ffb1957ed64 (__TEXT,__text) external __ZNK4llvm6Triple23getBigEndianArchVariantEv
00007ffb18ec8d64 (__TEXT,__text) external __ZNK4llvm6Triple23getOSAndEnvironmentNameEv
00007ffb1957f0d0 (__TEXT,__text) external __ZNK4llvm6Triple26getLittleEndianArchVariantEv
00007ffb1957f5e6 (__TEXT,__text) external __ZNK4llvm6Triple28getMinimumSupportedOSVersionEv
00007ffb18ec9d3c (__TEXT,__text) external __ZNK4llvm6Triple30getEffectiveMacCatalystVariantEv
00007ffb1957f53e (__TEXT,__text) external __ZNK4llvm6Triple5mergeERKS0_
00007ffb18ec8ba6 (__TEXT,__text) external __ZNK4llvm6Triple9getOSNameEv
00007ffb195f6254 (__TEXT,__text) external __ZNK4llvm6VPLane16getAsRuntimeExprERNS_13IRBuilderBaseERKNS_12ElementCountE
00007ffb195f82ce (__TEXT,__text) external __ZNK4llvm6VPUser13printOperandsERNS_11raw_ostreamERNS_13VPSlotTrackerE
00007ffb1956313a (__TEXT,__text) external __ZNK4llvm6detail13DoubleAPFloat10isDenormalEv
00007ffb18e32042 (__TEXT,__text) external __ZNK4llvm6detail13DoubleAPFloat10isNegativeEv
00007ffb18e32fc2 (__TEXT,__text) external __ZNK4llvm6detail13DoubleAPFloat10isSmallestEv
00007ffb18e32020 (__TEXT,__text) external __ZNK4llvm6detail13DoubleAPFloat11getCategoryEv
00007ffb19562aa4 (__TEXT,__text) external __ZNK4llvm6detail13DoubleAPFloat14bitcastToAPIntEv
00007ffb19562f7e (__TEXT,__text) external __ZNK4llvm6detail13DoubleAPFloat14bitwiseIsEqualERKS1_
00007ffb19563310 (__TEXT,__text) external __ZNK4llvm6detail13DoubleAPFloat15getExactInverseEPNS_7APFloatE
00007ffb1956307c (__TEXT,__text) external __ZNK4llvm6detail13DoubleAPFloat16convertToIntegerENS_15MutableArrayRefIyEEjbNS_12RoundingModeEPb
00007ffb18e32ee6 (__TEXT,__text) external __ZNK4llvm6detail13DoubleAPFloat18convertToHexStringEPcjbNS_12RoundingModeE
00007ffb19562b86 (__TEXT,__text) external __ZNK4llvm6detail13DoubleAPFloat20compareAbsoluteValueERKS1_
00007ffb19562f40 (__TEXT,__text) external __ZNK4llvm6detail13DoubleAPFloat7compareERKS1_
00007ffb19563268 (__TEXT,__text) external __ZNK4llvm6detail13DoubleAPFloat8toStringERNS_15SmallVectorImplIcEEjjb
00007ffb19563236 (__TEXT,__text) external __ZNK4llvm6detail13DoubleAPFloat9isIntegerEv
00007ffb18e3306c (__TEXT,__text) external __ZNK4llvm6detail13DoubleAPFloat9isLargestEv
00007ffb18e26f52 (__TEXT,__text) external __ZNK4llvm6detail9IEEEFloat10isDenormalEv
00007ffb19560272 (__TEXT,__text) external __ZNK4llvm6detail9IEEEFloat10isSmallestEv
00007ffb18e31aa8 (__TEXT,__text) external __ZNK4llvm6detail9IEEEFloat11exponentInfEv
00007ffb18e26d98 (__TEXT,__text) external __ZNK4llvm6detail9IEEEFloat11exponentNaNEv
00007ffb18e2a97c (__TEXT,__text) external __ZNK4llvm6detail9IEEEFloat11isSignalingEv
00007ffb18e31ab6 (__TEXT,__text) external __ZNK4llvm6detail9IEEEFloat12exponentZeroEv
00007ffb18e2f4a0 (__TEXT,__text) external __ZNK4llvm6detail9IEEEFloat14bitcastToAPIntEv
00007ffb18e27574 (__TEXT,__text) external __ZNK4llvm6detail9IEEEFloat14bitwiseIsEqualERKS1_
00007ffb18e2f6d6 (__TEXT,__text) external __ZNK4llvm6detail9IEEEFloat14convertToFloatEv
00007ffb18e2a29c (__TEXT,__text) external __ZNK4llvm6detail9IEEEFloat14significandLSBEv
00007ffb18e26fa6 (__TEXT,__text) external __ZNK4llvm6detail9IEEEFloat14significandMSBEv
00007ffb18e2f720 (__TEXT,__text) external __ZNK4llvm6detail9IEEEFloat15convertToDoubleEv
00007ffb18e31822 (__TEXT,__text) external __ZNK4llvm6detail9IEEEFloat15getExactInverseEPNS_7APFloatE
00007ffb18e2be50 (__TEXT,__text) external __ZNK4llvm6detail9IEEEFloat16convertToIntegerENS_15MutableArrayRefIyEEjbNS_12RoundingModeEPb
00007ffb18e26a82 (__TEXT,__text) external __ZNK4llvm6detail9IEEEFloat16significandPartsEv
00007ffb18e2a5fe (__TEXT,__text) external __ZNK4llvm6detail9IEEEFloat17roundAwayFromZeroENS_12RoundingModeENS_12lostFractionEj
00007ffb18e2eb08 (__TEXT,__text) external __ZNK4llvm6detail9IEEEFloat18convertToHexStringEPcjbNS_12RoundingModeE
00007ffb18e2a3fc (__TEXT,__text) external __ZNK4llvm6detail9IEEEFloat20compareAbsoluteValueERKS1_
00007ffb18e26ffe (__TEXT,__text) external __ZNK4llvm6detail9IEEEFloat20isSignificandAllOnesEv
00007ffb1956035e (__TEXT,__text) external __ZNK4llvm6detail9IEEEFloat21isSignificandAllZerosEv
00007ffb18e2ec30 (__TEXT,__text) external __ZNK4llvm6detail9IEEEFloat24convertNormalToHexStringEPcjbNS_12RoundingModeE
00007ffb18e2f3f6 (__TEXT,__text) external __ZNK4llvm6detail9IEEEFloat25convertHalfAPFloatToAPIntEv
00007ffb18e2f34c (__TEXT,__text) external __ZNK4llvm6detail9IEEEFloat26convertFloatAPFloatToAPIntEv
00007ffb19560fde (__TEXT,__text) external __ZNK4llvm6detail9IEEEFloat27convertBFloatAPFloatToAPIntEv
00007ffb18e2f28c (__TEXT,__text) external __ZNK4llvm6detail9IEEEFloat27convertDoubleAPFloatToAPIntEv
00007ffb18e2b6a8 (__TEXT,__text) external __ZNK4llvm6detail9IEEEFloat28convertToSignExtendedIntegerENS_15MutableArrayRefIyEEjbNS_12RoundingModeEPb
00007ffb195602ea (__TEXT,__text) external __ZNK4llvm6detail9IEEEFloat29isSignificandAllOnesExceptLSBEv
00007ffb19560ed6 (__TEXT,__text) external __ZNK4llvm6detail9IEEEFloat30convertQuadrupleAPFloatToAPIntEv
00007ffb19561078 (__TEXT,__text) external __ZNK4llvm6detail9IEEEFloat31convertFloat8E5M2APFloatToAPIntEv
00007ffb1956110c (__TEXT,__text) external __ZNK4llvm6detail9IEEEFloat33convertFloat8E4M3FNAPFloatToAPIntEv
00007ffb19560ba4 (__TEXT,__text) external __ZNK4llvm6detail9IEEEFloat34convertF80LongDoubleAPFloatToAPIntEv
00007ffb19560c98 (__TEXT,__text) external __ZNK4llvm6detail9IEEEFloat36convertPPCDoubleDoubleAPFloatToAPIntEv
00007ffb18e27458 (__TEXT,__text) external __ZNK4llvm6detail9IEEEFloat7compareERKS1_
00007ffb18e2ffe2 (__TEXT,__text) external __ZNK4llvm6detail9IEEEFloat8toStringERNS_15SmallVectorImplIcEEjjb
00007ffb195603c2 (__TEXT,__text) external __ZNK4llvm6detail9IEEEFloat9isIntegerEv
00007ffb18e2705a (__TEXT,__text) external __ZNK4llvm6detail9IEEEFloat9isLargestEv
00007ffb19560254 (__TEXT,__text) external __ZNK4llvm6detail9IEEEFloat9partCountEv
00007ffb1898fec6 (__TEXT,__text) external __ZNK4llvm6object10MetalValue5asIntEj
00007ffb1898fec0 (__TEXT,__text) external __ZNK4llvm6object10MetalValue7asFloatERKNS_12fltSemanticsE
00007ffb18992f60 (__TEXT,__text) external __ZNK4llvm6object10ObjectFile10makeTripleEv
00007ffb194656bc (__TEXT,__text) external __ZNK4llvm6object10ObjectFile14getSymbolValueENS0_11DataRefImplE
00007ffb19465906 (__TEXT,__text) external __ZNK4llvm6object10ObjectFile14isBerkeleyDataENS0_11DataRefImplE
00007ffb194658f4 (__TEXT,__text) external __ZNK4llvm6object10ObjectFile14isBerkeleyTextENS0_11DataRefImplE
00007ffb19465918 (__TEXT,__text) external __ZNK4llvm6object10ObjectFile14isDebugSectionENS0_11DataRefImplE
00007ffb19465768 (__TEXT,__text) external __ZNK4llvm6object10ObjectFile15printSymbolNameERNS_11raw_ostreamENS0_11DataRefImplE
00007ffb1946582c (__TEXT,__text) external __ZNK4llvm6object10ObjectFile16isSectionBitcodeENS0_11DataRefImplE
00007ffb194658ec (__TEXT,__text) external __ZNK4llvm6object10ObjectFile17isSectionStrippedENS0_11DataRefImplE
00007ffb19465824 (__TEXT,__text) external __ZNK4llvm6object10ObjectFile18getSymbolAlignmentENS0_11DataRefImplE
00007ffb19465920 (__TEXT,__text) external __ZNK4llvm6object10ObjectFile19getRelocatedSectionENS0_11DataRefImplE
00007ffb189933fc (__TEXT,__text) external __ZNK4llvm6object10ObjectFile29isReflectionSectionStrippableENS_12binaryformat27Swift5ReflectionSectionKindE
00007ffb18992df6 (__TEXT,__text) external __ZNK4llvm6object10SectionRef14containsSymbolENS0_9SymbolRefE
00007ffb194665b4 (__TEXT,__text) external __ZNK4llvm6object10WasmSymbol4dumpEv
00007ffb18999a84 (__TEXT,__text) external __ZNK4llvm6object10WasmSymbol5printERNS_11raw_ostreamE
00007ffb189768ca (__TEXT,__text) external __ZNK4llvm6object11AIRMetalLib4findENS_8ArrayRefIhEE
00007ffb1896ce92 (__TEXT,__text) external __ZNK4llvm6object11ExportEntry10nodeOffsetEv
00007ffb1896cdf6 (__TEXT,__text) external __ZNK4llvm6object11ExportEntry4nameEv
00007ffb1896ce04 (__TEXT,__text) external __ZNK4llvm6object11ExportEntry5flagsEv
00007ffb1896ce3c (__TEXT,__text) external __ZNK4llvm6object11ExportEntry5otherEv
00007ffb1896ce20 (__TEXT,__text) external __ZNK4llvm6object11ExportEntry7addressEv
00007ffb1896ce58 (__TEXT,__text) external __ZNK4llvm6object11ExportEntry9otherNameEv
00007ffb1896cd04 (__TEXT,__text) external __ZNK4llvm6object11ExportEntryeqERKS1_
00007ffb189a75b0 (__TEXT,__text) external __ZNK4llvm6object11TBVectorExt10hasVarArgsEv
00007ffb189a75a2 (__TEXT,__text) external __ZNK4llvm6object11TBVectorExt16isVRSavedOnStackEv
00007ffb189a75ca (__TEXT,__text) external __ZNK4llvm6object11TBVectorExt17hasVMXInstructionEv
00007ffb189a7596 (__TEXT,__text) external __ZNK4llvm6object11TBVectorExt18getNumberOfVRSavedEv
00007ffb189a75bc (__TEXT,__text) external __ZNK4llvm6object11TBVectorExt22getNumberOfVectorParmsEv
00007ffb1892869e (__TEXT,__text) external __ZNK4llvm6object12BaseRelocRef6getRVAERj
00007ffb1892867e (__TEXT,__text) external __ZNK4llvm6object12BaseRelocRef7getTypeERh
00007ffb18928638 (__TEXT,__text) external __ZNK4llvm6object12BaseRelocRefeqERKS1_
00007ffb1945ced2 (__TEXT,__text) external __ZNK4llvm6object12IRObjectFile10symbol_endEv
00007ffb1945cec2 (__TEXT,__text) external __ZNK4llvm6object12IRObjectFile12symbol_beginEv
00007ffb1895cff6 (__TEXT,__text) external __ZNK4llvm6object12IRObjectFile14getSymbolFlagsENS0_11DataRefImplE
00007ffb1895cfc0 (__TEXT,__text) external __ZNK4llvm6object12IRObjectFile14moveSymbolNextERNS0_11DataRefImplE
00007ffb1945cee2 (__TEXT,__text) external __ZNK4llvm6object12IRObjectFile15getTargetTripleEv
00007ffb1895cfca (__TEXT,__text) external __ZNK4llvm6object12IRObjectFile15printSymbolNameERNS_11raw_ostreamENS0_11DataRefImplE
00007ffb18990388 (__TEXT,__text) external __ZNK4llvm6object12MinidumpFile12getRawStreamENS_8minidump10StreamTypeE
00007ffb18990b68 (__TEXT,__text) weak external __ZNK4llvm6object12MinidumpFile13getListStreamINS_8minidump16MemoryDescriptorEEENS_8ExpectedINS_8ArrayRefIT_EEEENS3_10StreamTypeE
00007ffb189908bc (__TEXT,__text) weak external __ZNK4llvm6object12MinidumpFile13getListStreamINS_8minidump6ModuleEEENS_8ExpectedINS_8ArrayRefIT_EEEENS3_10StreamTypeE
00007ffb18990a0c (__TEXT,__text) weak external __ZNK4llvm6object12MinidumpFile13getListStreamINS_8minidump6ThreadEEENS_8ExpectedINS_8ArrayRefIT_EEEENS3_10StreamTypeE
00007ffb18990738 (__TEXT,__text) external __ZNK4llvm6object12MinidumpFile17getMemoryInfoListEv
00007ffb18990426 (__TEXT,__text) external __ZNK4llvm6object12MinidumpFile9getStringEm
00007ffb189778aa (__TEXT,__text) external __ZNK4llvm6object13AIRDescriptor4findENS_8ArrayRefIhEE
00007ffb189971b2 (__TEXT,__text) external __ZNK4llvm6object13TapiUniversal13ObjectForArch15getAsObjectFileEv
00007ffb18925d8c (__TEXT,__text) external __ZNK4llvm6object14COFFObjectFile10getSectionEi
00007ffb1944ad9a (__TEXT,__text) external __ZNK4llvm6object14COFFObjectFile10symbol_endEv
00007ffb189278b4 (__TEXT,__text) external __ZNK4llvm6object14COFFObjectFile11base_relocsEv
00007ffb18926d3c (__TEXT,__text) external __ZNK4llvm6object14COFFObjectFile11getHintNameEjRtRNS_9StringRefE
00007ffb1892779c (__TEXT,__text) external __ZNK4llvm6object14COFFObjectFile11section_endEv
00007ffb18925e4e (__TEXT,__text) external __ZNK4llvm6object14COFFObjectFile12getImageBaseEv
00007ffb18926318 (__TEXT,__text) external __ZNK4llvm6object14COFFObjectFile12getSectionIDENS0_10SectionRefE
00007ffb1944a696 (__TEXT,__text) external __ZNK4llvm6object14COFFObjectFile12isSectionBSSENS0_11DataRefImplE
00007ffb1944ad84 (__TEXT,__text) external __ZNK4llvm6object14COFFObjectFile12symbol_beginEv
00007ffb18925ba0 (__TEXT,__text) external __ZNK4llvm6object14COFFObjectFile13getCOFFSymbolERKNS0_11DataRefImplE
00007ffb1892795c (__TEXT,__text) external __ZNK4llvm6object14COFFObjectFile13getCOFFSymbolERKNS0_9SymbolRefE
00007ffb18925b4a (__TEXT,__text) external __ZNK4llvm6object14COFFObjectFile13getSymbolNameENS0_11DataRefImplE
00007ffb18925b80 (__TEXT,__text) external __ZNK4llvm6object14COFFObjectFile13getSymbolNameENS0_13COFFSymbolRefE
00007ffb1944b012 (__TEXT,__text) external __ZNK4llvm6object14COFFObjectFile13getSymbolNameEPKNS0_19coff_symbol_genericE
00007ffb18925e74 (__TEXT,__text) external __ZNK4llvm6object14COFFObjectFile13getSymbolTypeENS0_11DataRefImplE
00007ffb1944a688 (__TEXT,__text) external __ZNK4llvm6object14COFFObjectFile13isSectionDataENS0_11DataRefImplE
00007ffb1944a67a (__TEXT,__text) external __ZNK4llvm6object14COFFObjectFile13isSectionTextENS0_11DataRefImplE
00007ffb1944adaa (__TEXT,__text) external __ZNK4llvm6object14COFFObjectFile13section_beginEv
00007ffb189277e2 (__TEXT,__text) external __ZNK4llvm6object14COFFObjectFile14base_reloc_endEv
00007ffb18926a8a (__TEXT,__text) external __ZNK4llvm6object14COFFObjectFile14getCOFFSectionERKNS0_10SectionRefE
00007ffb18927980 (__TEXT,__text) external __ZNK4llvm6object14COFFObjectFile14getRelocationsEPKNS0_12coff_sectionE
00007ffb1944a35c (__TEXT,__text) external __ZNK4llvm6object14COFFObjectFile14getSectionNameENS0_11DataRefImplE
00007ffb1944a374 (__TEXT,__text) external __ZNK4llvm6object14COFFObjectFile14getSectionNameEPKNS0_12coff_sectionE
00007ffb1944a5c8 (__TEXT,__text) external __ZNK4llvm6object14COFFObjectFile14getSectionSizeENS0_11DataRefImplE
00007ffb1892621a (__TEXT,__text) external __ZNK4llvm6object14COFFObjectFile14getSectionSizeEPKNS0_12coff_sectionE
00007ffb18925f8a (__TEXT,__text) external __ZNK4llvm6object14COFFObjectFile14getSymbolFlagsENS0_11DataRefImplE
00007ffb18927918 (__TEXT,__text) external __ZNK4llvm6object14COFFObjectFile14getSymbolIndexENS0_13COFFSymbolRefE
00007ffb1944a6aa (__TEXT,__text) external __ZNK4llvm6object14COFFObjectFile14isDebugSectionENS0_11DataRefImplE
00007ffb1944a27a (__TEXT,__text) external __ZNK4llvm6object14COFFObjectFile14moveSymbolNextERNS0_11DataRefImplE
00007ffb18926da4 (__TEXT,__text) external __ZNK4llvm6object14COFFObjectFile15getDebugPDBInfoEPKNS0_15debug_directoryERPKNS_8codeview9DebugInfoERNS_9StringRefE
00007ffb18926ea8 (__TEXT,__text) external __ZNK4llvm6object14COFFObjectFile15getDebugPDBInfoERPKNS_8codeview9DebugInfoERNS_9StringRefE
00007ffb1944a5ac (__TEXT,__text) external __ZNK4llvm6object14COFFObjectFile15getSectionIndexENS0_11DataRefImplE
00007ffb1944aed4 (__TEXT,__text) external __ZNK4llvm6object14COFFObjectFile15getStartAddressEv
00007ffb1944a352 (__TEXT,__text) external __ZNK4llvm6object14COFFObjectFile15moveSectionNextERNS0_11DataRefImplE
00007ffb1944a7c2 (__TEXT,__text) external __ZNK4llvm6object14COFFObjectFile15section_rel_endENS0_11DataRefImplE
00007ffb189277d2 (__TEXT,__text) external __ZNK4llvm6object14COFFObjectFile16base_reloc_beginEv
00007ffb18927012 (__TEXT,__text) external __ZNK4llvm6object14COFFObjectFile16getDataDirectoryEj
00007ffb18925c48 (__TEXT,__text) external __ZNK4llvm6object14COFFObjectFile16getSymbolAddressENS0_11DataRefImplE
00007ffb189278da (__TEXT,__text) external __ZNK4llvm6object14COFFObjectFile16getSymbolAuxDataENS0_13COFFSymbolRefE
00007ffb18926148 (__TEXT,__text) external __ZNK4llvm6object14COFFObjectFile16getSymbolSectionENS0_11DataRefImplE
00007ffb1944a76e (__TEXT,__text) external __ZNK4llvm6object14COFFObjectFile16isSectionVirtualENS0_11DataRefImplE
00007ffb1944adba (__TEXT,__text) external __ZNK4llvm6object14COFFObjectFile17getBytesInAddressEv
00007ffb18927976 (__TEXT,__text) external __ZNK4llvm6object14COFFObjectFile17getCOFFRelocationERKNS0_13RelocationRefE
00007ffb1944adf6 (__TEXT,__text) external __ZNK4llvm6object14COFFObjectFile17getFileFormatNameEv
00007ffb1944b0de (__TEXT,__text) external __ZNK4llvm6object14COFFObjectFile17getRelocationTypeENS0_11DataRefImplE
00007ffb1944a580 (__TEXT,__text) external __ZNK4llvm6object14COFFObjectFile17getSectionAddressENS0_11DataRefImplE
00007ffb1944a77c (__TEXT,__text) external __ZNK4llvm6object14COFFObjectFile17section_rel_beginENS0_11DataRefImplE
00007ffb1892787e (__TEXT,__text) external __ZNK4llvm6object14COFFObjectFile18export_directoriesEv
00007ffb1944a5f8 (__TEXT,__text) external __ZNK4llvm6object14COFFObjectFile18getSectionContentsENS0_11DataRefImplE
00007ffb18926248 (__TEXT,__text) external __ZNK4llvm6object14COFFObjectFile18getSectionContentsEPKNS0_12coff_sectionERNS_8ArrayRefIhEE
00007ffb18925bda (__TEXT,__text) external __ZNK4llvm6object14COFFObjectFile18getSymbolAlignmentENS0_11DataRefImplE
00007ffb189261fc (__TEXT,__text) external __ZNK4llvm6object14COFFObjectFile18getSymbolSectionIDENS0_9SymbolRefE
00007ffb18925bba (__TEXT,__text) external __ZNK4llvm6object14COFFObjectFile18getSymbolValueImplENS0_11DataRefImplE
00007ffb189277f4 (__TEXT,__text) external __ZNK4llvm6object14COFFObjectFile18import_directoriesEv
00007ffb1944b066 (__TEXT,__text) external __ZNK4llvm6object14COFFObjectFile18moveRelocationNextERNS0_11DataRefImplE
00007ffb1944b070 (__TEXT,__text) external __ZNK4llvm6object14COFFObjectFile19getRelocationOffsetENS0_11DataRefImplE
00007ffb1944b078 (__TEXT,__text) external __ZNK4llvm6object14COFFObjectFile19getRelocationSymbolENS0_11DataRefImplE
00007ffb1944a644 (__TEXT,__text) external __ZNK4llvm6object14COFFObjectFile19getSectionAlignmentENS0_11DataRefImplE
00007ffb1944b1e6 (__TEXT,__text) external __ZNK4llvm6object14COFFObjectFile19isRelocatableObjectEv
00007ffb1944a672 (__TEXT,__text) external __ZNK4llvm6object14COFFObjectFile19isSectionCompressedENS0_11DataRefImplE
00007ffb1944b1f4 (__TEXT,__text) external __ZNK4llvm6object14COFFObjectFile19mapDebugSectionNameENS_9StringRefE
00007ffb18927774 (__TEXT,__text) external __ZNK4llvm6object14COFFObjectFile20export_directory_endEv
00007ffb18926a94 (__TEXT,__text) external __ZNK4llvm6object14COFFObjectFile20getRvaAndSizeAsBytesEjjRNS_8ArrayRefIhEEPKc
00007ffb189276fc (__TEXT,__text) external __ZNK4llvm6object14COFFObjectFile20import_directory_endEv
00007ffb1944b1c0 (__TEXT,__text) external __ZNK4llvm6object14COFFObjectFile21getRelocationTypeNameENS0_11DataRefImplERNS_15SmallVectorImplIcEE
00007ffb1944b0ea (__TEXT,__text) external __ZNK4llvm6object14COFFObjectFile21getRelocationTypeNameEt
00007ffb18927756 (__TEXT,__text) external __ZNK4llvm6object14COFFObjectFile22export_directory_beginEv
00007ffb189276b4 (__TEXT,__text) external __ZNK4llvm6object14COFFObjectFile22import_directory_beginEv
00007ffb18926128 (__TEXT,__text) external __ZNK4llvm6object14COFFObjectFile23getCommonSymbolSizeImplENS0_11DataRefImplE
00007ffb1892784e (__TEXT,__text) external __ZNK4llvm6object14COFFObjectFile24delay_import_directoriesEv
00007ffb18927736 (__TEXT,__text) external __ZNK4llvm6object14COFFObjectFile26delay_import_directory_endEv
00007ffb18927718 (__TEXT,__text) external __ZNK4llvm6object14COFFObjectFile28delay_import_directory_beginEv
00007ffb18927950 (__TEXT,__text) external __ZNK4llvm6object14COFFObjectFile5toRelENS0_11DataRefImplE
00007ffb18925b40 (__TEXT,__text) external __ZNK4llvm6object14COFFObjectFile5toSecENS0_11DataRefImplE
00007ffb1944ae78 (__TEXT,__text) external __ZNK4llvm6object14COFFObjectFile7getArchEv
00007ffb189267b6 (__TEXT,__text) external __ZNK4llvm6object14COFFObjectFile8getVaPtrEyRm
00007ffb189267f6 (__TEXT,__text) external __ZNK4llvm6object14COFFObjectFile9getRvaPtrEjRmPKc
00007ffb1944aefa (__TEXT,__text) external __ZNK4llvm6object14COFFObjectFile9getStringEj
00007ffb1946a0d0 (__TEXT,__text) external __ZNK4llvm6object14WasmObjectFile10symbol_endEv
00007ffb1946a6ba (__TEXT,__text) external __ZNK4llvm6object14WasmObjectFile11getFeaturesEv
00007ffb1946a662 (__TEXT,__text) external __ZNK4llvm6object14WasmObjectFile11section_endEv
