00007ff843a36e20 (__DATA,__data) non-external _.compoundliteral
00007ff806930190 (__TEXT,__text) non-external _emit_regex
00007ff80692fc3a (__TEXT,__text) non-external _emit_string_table
00007ff806930046 (__TEXT,__text) non-external _emit_string_table_reference
00007ff80692fb7c (__TEXT,__text) non-external _emit_variable_names
00007ff806935c8f (__TEXT,__text) non-external _enable_profile_flag
00007ff80692a160 (__TEXT,__text) non-external _encode_address
00007ff80691f697 (__TEXT,__text) non-external _end_expression
00007ff806915c18 (__TEXT,__text) non-external _eqv
00007ff806926353 (__TEXT,__text) non-external _expand_logical_conditions
00007ff8069338a8 (__TEXT,__text) non-external _expand_logical_conditions_policy
00007ff806935ec5 (__TEXT,__text) non-external _extends_builtin
00007ff806933106 (__TEXT,__text) non-external _factor_policy
                 (undefined) external _fclose (from libSystem)
                 (undefined) external _fcntl (from libSystem)
                 (undefined) external _feof (from libSystem)
                 (undefined) external _ferror (from libSystem)
                 (undefined) external _fileno (from libSystem)
00007ff806910112 (__TEXT,__text) non-external (was a private external) _fill_vector
00007ff8406be660 (__DATA_CONST,__const) non-external _filter_info
00007ff806910079 (__TEXT,__text) non-external _find_consecutive_cells
00007ff806913703 (__TEXT,__text) non-external _find_slot_in_env
00007ff80691fae4 (__TEXT,__text) non-external _fixup_unanchored_operand
                 (undefined) external _flockfile (from libSystem)
                 (undefined) external _fopen (from libSystem)
00007ff806936e68 (__TEXT,__text) non-external _format_error
                 (undefined) external _fprintf (from libSystem)
                 (undefined) external _fputc (from libSystem)
                 (undefined) external _fputs (from libSystem)
                 (undefined) external _fread (from libSystem)
                 (undefined) external _free (from libSystem)
00007ff80690f14e (__TEXT,__text) non-external _free_bytes_in_buffer
                 (undefined) external _fseeko (from libSystem)
                 (undefined) external _fstat$INODE64 (from libSystem)
                 (undefined) external _ftello (from libSystem)
                 (undefined) external _funlockfile (from libSystem)
                 (undefined) external _funopen (from libSystem)
                 (undefined) external _fwrite (from libSystem)
00007ff843a369b0 (__DATA,__crash_info) non-external (was a private external) _gCRAnnotations
00007ff8069172eb (__TEXT,__text) non-external _gc
00007ff8069166b1 (__TEXT,__text) non-external (was a private external) _gc_protect
00007ff806916930 (__TEXT,__text) non-external (was a private external) _gc_unprotect
00007ff80693a85d (__TEXT,__text) non-external _gc_unprotect.cold.1
00007ff806938a62 (__TEXT,__text) non-external _generate_syscallmask
00007ff806915ad3 (__TEXT,__text) non-external (was a private external) _gensym
00007ff80693a83a (__TEXT,__text) non-external _gensym.cold.1
00007ff80691021d (__TEXT,__text) non-external _get_cell
00007ff80692a3f7 (__TEXT,__text) non-external _get_current_data_address
00007ff8069121a0 (__TEXT,__text) non-external _inchar
00007ff80693b1b0 (__TEXT,__const) non-external _init_scm
00007ff80692dd60 (__TEXT,__text) non-external _inspect_iterate_items
00007ff806915516 (__TEXT,__text) non-external _is_any
00007ff80692bd4e (__TEXT,__text) non-external (was a private external) _is_bt_pointer
00007ff80691cf1e (__TEXT,__text) non-external (was a private external) _is_character
00007ff80692bddf (__TEXT,__text) non-external (was a private external) _is_closure
00007ff80692be05 (__TEXT,__text) non-external (was a private external) _is_continuation
00007ff80692be2b (__TEXT,__text) non-external (was a private external) _is_environment
00007ff80692bdb8 (__TEXT,__text) non-external (was a private external) _is_foreign
00007ff80692bdcb (__TEXT,__text) non-external (was a private external) _is_foreign_block
00007ff80691a88a (__TEXT,__text) non-external (was a private external) _is_foreign_object
00007ff8069372e5 (__TEXT,__text) non-external _is_implicit_source_name
00007ff8069188b5 (__TEXT,__text) non-external (was a private external) _is_integer
00007ff80692bdf2 (__TEXT,__text) non-external (was a private external) _is_macro
00007ff806918ea8 (__TEXT,__text) non-external _is_nonneg
00007ff80692d0b5 (__TEXT,__text) non-external _is_num_integer
00007ff806915bae (__TEXT,__text) non-external (was a private external) _is_number
00007ff806914456 (__TEXT,__text) non-external (was a private external) _is_pair
00007ff80692bd8f (__TEXT,__text) non-external (was a private external) _is_port
00007ff8069220d6 (__TEXT,__text) non-external _is_position_at_end_of_sequence
00007ff80692bda5 (__TEXT,__text) non-external (was a private external) _is_proc
00007ff80692be18 (__TEXT,__text) non-external (was a private external) _is_promise
00007ff806918e94 (__TEXT,__text) non-external (was a private external) _is_string
00007ff8069190a7 (__TEXT,__text) non-external (was a private external) _is_symbol
00007ff80692bb83 (__TEXT,__text) non-external (was a private external) _is_vector
                 (undefined) external _isalnum (from libSystem)
                 (undefined) external _isalpha (from libSystem)
                 (undefined) external _isblank (from libSystem)
                 (undefined) external _iscntrl (from libSystem)
                 (undefined) external _isdigit (from libSystem)
                 (undefined) external _isgraph (from libSystem)
                 (undefined) external _islower (from libSystem)
                 (undefined) external _isprint (from libSystem)
                 (undefined) external _ispunct (from libSystem)
                 (undefined) external _isspace (from libSystem)
                 (undefined) external _isupper (from libSystem)
                 (undefined) external _isxdigit (from libSystem)
00007ff8069188c2 (__TEXT,__text) non-external (was a private external) _ivalue
00007ff80691cc72 (__TEXT,__text) non-external _list_cost_estimate
00007ff80691ce60 (__TEXT,__text) non-external _list_star
                 (undefined) external _mach_msg (from libSystem)
                 (undefined) external _mach_msg_destroy (from libSystem)
                 (undefined) external _mach_port_deallocate (from libSystem)
                 (undefined) external _mach_task_self_ (from libSystem)
                 (undefined) external _malloc (from libSystem)
                 (undefined) external _malloc_good_size (from libSystem)
                 (undefined) external _malloc_size (from libSystem)
                 (undefined) external _malloc_type_calloc (from libSystem)
                 (undefined) external _malloc_type_free (from libSystem)
                 (undefined) external _malloc_type_malloc (from libSystem)
                 (undefined) external _malloc_type_realloc (from libSystem)
00007ff806917652 (__TEXT,__text) non-external _mark
                 (undefined) external _matchCombine (from libMatch)
                 (undefined) external _matchCompile (from libMatch)
                 (undefined) external _matchExec (from libMatch)
                 (undefined) external _matchFree (from libMatch)
                 (undefined) external _matchInit (from libMatch)
                 (undefined) external _matchPack (from libMatch)
                 (undefined) external _memchr (from libSystem)
                 (undefined) external _memcmp (from libSystem)
                 (undefined) external _memcpy (from libSystem)
                 (undefined) external _memmem (from libSystem)
                 (undefined) external _memmove (from libSystem)
                 (undefined) external _memset (from libSystem)
                 (undefined) external _mergesort_b (from libSystem)
                 (undefined) external _mig_dealloc_reply_port (from libSystem)
                 (undefined) external _mig_get_reply_port (from libSystem)
                 (undefined) external _mig_put_reply_port (from libSystem)
                 (undefined) external _mig_strncpy (from libSystem)
                 (undefined) weak external _mig_strncpy_zerofill (from libSystem)
00007ff806913507 (__TEXT,__text) non-external _mk_atom
00007ff806921fa9 (__TEXT,__text) non-external (was a private external) _mk_counted_string
00007ff80692cbe0 (__TEXT,__text) non-external _mk_empty_string
00007ff806916a57 (__TEXT,__text) non-external (was a private external) _mk_foreign_block
00007ff806916a8e (__TEXT,__text) non-external (was a private external) _mk_foreign_func
00007ff80691a859 (__TEXT,__text) non-external (was a private external) _mk_foreign_object
00007ff8069171f7 (__TEXT,__text) non-external (was a private external) _mk_integer
00007ff80691422a (__TEXT,__text) non-external _mk_sharp_const
00007ff80692b9f6 (__TEXT,__text) non-external _mk_sharp_integer
00007ff8069104a6 (__TEXT,__text) non-external (was a private external) _mk_string
00007ff8069102b6 (__TEXT,__text) non-external (was a private external) _mk_symbol
00007ff80690ff1b (__TEXT,__text) non-external _mk_vector
00007ff80693a8c6 (__TEXT,__text) non-external _mk_vector.cold.1
00007ff8406bf580 (__DATA_CONST,__const) non-external _modifier_info
00007ff80692210f (__TEXT,__text) non-external _move_to_next_node
00007ff806937638 (__TEXT,__text) non-external _msgfilter_free_callback
00007ff8069247bf (__TEXT,__text) non-external _negate_instruction
00007ff8406be5c0 (__DATA_CONST,__const) non-external _network_filter_constants
00007ff806910164 (__TEXT,__text) non-external _new_frame_in_env
00007ff80691057f (__TEXT,__text) non-external _new_slot_spec_in_env
00007ff80694b2d0 (__TEXT,__const) non-external _nfBasicCF
00007ff8069476e0 (__TEXT,__const) non-external _nfTrieHi
00007ff80694bcd0 (__TEXT,__const) non-external _nfTrieLo
00007ff80694a0f0 (__TEXT,__const) non-external _nfTrieMid
00007ff806947d10 (__TEXT,__const) non-external _nfU16InvMasks
00007ff806947e20 (__TEXT,__const) non-external _nfU16Seq2
00007ff806948a40 (__TEXT,__const) non-external _nfU16Seq3
00007ff806948f80 (__TEXT,__const) non-external _nfU16SeqMisc
00007ff806949110 (__TEXT,__const) non-external _nfU32Char
00007ff806949f90 (__TEXT,__const) non-external _nfU32SeqMisc
00007ff806915bc4 (__TEXT,__text) non-external _num_eq
00007ff80691cecb (__TEXT,__text) non-external _num_ge
00007ff806921ffd (__TEXT,__text) non-external _num_gt
00007ff80692bbe7 (__TEXT,__text) non-external _num_le
00007ff80692bb97 (__TEXT,__text) non-external _num_lt
00007ff80692c791 (__TEXT,__text) non-external _num_mod
00007ff84370c480 (__DATA_DIRTY,__bss) non-external _num_one
00007ff80692c720 (__TEXT,__text) non-external _num_rem
00007ff84370c490 (__DATA_DIRTY,__bss) non-external _num_zero
00007ff806918749 (__TEXT,__text) non-external (was a private external) _objvalue
00007ff806910379 (__TEXT,__text) non-external _oblist_add_by_name
00007ff8069102e5 (__TEXT,__text) non-external _oblist_find_by_name
00007ff80691f715 (__TEXT,__text) non-external _op_concat
00007ff80691fc20 (__TEXT,__text) non-external _operand_release
00007ff806934f54 (__TEXT,__text) non-external _operation_expand
00007ff8406bff10 (__DATA_CONST,__const) non-external _operation_info
00007ff8406bf8c0 (__DATA_CONST,__const) non-external _operation_names
00007ff8069351f8 (__TEXT,__text) non-external _operations_allowed_by_default
00007ff8069347ce (__TEXT,__text) non-external _operator_name
00007ff80691f544 (__TEXT,__text) non-external _operator_precedence
00007ff806910d41 (__TEXT,__text) non-external _opexe_0
00007ff80693a8e9 (__TEXT,__text) non-external _opexe_0.cold.1
00007ff80693a90c (__TEXT,__text) non-external _opexe_0.cold.2
00007ff8069137a4 (__TEXT,__text) non-external _opexe_1
00007ff80691446c (__TEXT,__text) non-external _opexe_2
00007ff806915524 (__TEXT,__text) non-external _opexe_3
00007ff806915d94 (__TEXT,__text) non-external _opexe_4
00007ff806912394 (__TEXT,__text) non-external _opexe_5
00007ff80692b0a0 (__TEXT,__text) non-external _opexe_6
                 (undefined) external _os_log_type_enabled (from libSystem)
00007ff806918749 (__TEXT,__text) non-external (was a private external) _pair_car
00007ff80691879b (__TEXT,__text) non-external (was a private external) _pair_cdr
00007ff80691964b (__TEXT,__text) non-external _parse_pattern
00007ff80693469d (__TEXT,__text) non-external _peek_operand
00007ff806942b50 (__TEXT,__const) non-external _policy_scm
00007ff8069305e0 (__TEXT,__text) non-external _populate_modifier_descriptor
00007ff8069308fa (__TEXT,__text) non-external _populate_modifier_msgfilter_descriptor
00007ff80692faec (__TEXT,__text) non-external _populate_profile_entry_points
00007ff806917866 (__TEXT,__text) non-external _port_close
00007ff80692bf57 (__TEXT,__text) non-external _port_from_file
00007ff8069106f4 (__TEXT,__text) non-external _port_from_string
00007ff806918eca (__TEXT,__text) non-external _port_rep_from_file
00007ff8069300e4 (__TEXT,__text) non-external _previously_emitted_condition
00007ff806930b2a (__TEXT,__text) non-external _previously_emitted_data
00007ff80692d029 (__TEXT,__text) non-external _printatom
00007ff80692cc65 (__TEXT,__text) non-external _printslashstring
00007ff8406bd8e0 (__DATA_CONST,__const) non-external _profile_dirs
00007ff80692fa5c (__TEXT,__text) non-external _profile_has_autobox_actions
00007ff80692fabc (__TEXT,__text) non-external _profile_has_mach_message_filters
00007ff80692fa8c (__TEXT,__text) non-external _profile_has_message_filters
00007ff8069218a0 (__TEXT,__text) non-external _push_bytes
00007ff80692031a (__TEXT,__text) non-external _push_byteset
00007ff806934788 (__TEXT,__text) non-external _push_byteset_skip
00007ff8069219fe (__TEXT,__text) non-external _push_jne_instr
00007ff80691f590 (__TEXT,__text) non-external _push_literal
00007ff806921b72 (__TEXT,__text) non-external _push_match_sequence_instr
00007ff8069386a1 (__TEXT,__text) non-external _push_match_variable_instr
00007ff8069346ec (__TEXT,__text) non-external _push_operand
00007ff80691f0f0 (__TEXT,__text) non-external _push_operator
00007ff8069387fd (__TEXT,__text) non-external _push_repeat_seek_byte_instr
00007ff80693874e (__TEXT,__text) non-external _push_seek_byte_instr
00007ff80692be8c (__TEXT,__text) non-external (was a private external) _putcharacter
00007ff80692be41 (__TEXT,__text) non-external (was a private external) _putstr
00007ff80692cf8c (__TEXT,__text) non-external _readsharpstrexp
00007ff806913449 (__TEXT,__text) non-external _readstr_upto
00007ff80692cd95 (__TEXT,__text) non-external _readstrexp
                 (undefined) external _reallocf (from libSystem)
00007ff80692a4f3 (__TEXT,__text) non-external _record_condition_data
00007ff806930bd0 (__TEXT,__text) non-external _record_data_address
00007ff80692f9b2 (__TEXT,__text) non-external _record_enabled_profile_flags
00007ff806921d55 (__TEXT,__text) non-external _regex_quote
00007ff80693484b (__TEXT,__text) non-external _remove_conditions_matching_predicate_policy
00007ff806934740 (__TEXT,__text) non-external _remove_leading_literal_byte
00007ff80692779e (__TEXT,__text) non-external _reorder_condition
00007ff80692796f (__TEXT,__text) non-external _reorder_condition_list
00007ff806934a44 (__TEXT,__text) non-external _reorder_policy
00007ff80691cf57 (__TEXT,__text) non-external _reverse
00007ff806916e5c (__TEXT,__text) non-external (was a private external) _s_cons
00007ff806916909 (__TEXT,__text) non-external (was a private external) _s_immutable_cons
00007ff806911ec4 (__TEXT,__text) non-external _s_save
00007ff80692a9eb (__TEXT,__text) external _sandbox_apply
00007ff80692aa06 (__TEXT,__text) external _sandbox_apply_container
00007ff80692d75f (__TEXT,__text) external _sandbox_compile_entitlements
00007ff80690c980 (__TEXT,__text) external _sandbox_compile_file
00007ff80690c8e7 (__TEXT,__text) external _sandbox_compile_named
00007ff80692b66c (__TEXT,__text) external _sandbox_compile_string
00007ff80692e0f8 (__TEXT,__text) external _sandbox_container_paths_iterate_items
00007ff80690c780 (__TEXT,__text) external _sandbox_create_params
00007ff80692e4f7 (__TEXT,__text) external _sandbox_exempt_from_network_approval_policy
00007ff80692aadb (__TEXT,__text) external _sandbox_free_params
00007ff80692aaa8 (__TEXT,__text) external _sandbox_free_profile
00007ff80692d8a7 (__TEXT,__text) external _sandbox_inspect_pid
00007ff80692d9a9 (__TEXT,__text) external _sandbox_inspect_smemory
00007ff80692e10d (__TEXT,__text) external _sandbox_prepare_user_home_mount
00007ff80692e5a8 (__TEXT,__text) external _sandbox_register_network_approval_policy_exemption_for_share
00007ff80692d797 (__TEXT,__text) external _sandbox_register_profile
00007ff80692e941 (__TEXT,__text) external _sandbox_register_sync_root
00007ff80690c7e4 (__TEXT,__text) external _sandbox_set_param
00007ff80692da29 (__TEXT,__text) external _sandbox_set_user_state_item
00007ff80692da41 (__TEXT,__text) external _sandbox_set_user_state_item_with_persona
00007ff80692d87a (__TEXT,__text) external _sandbox_unregister_all_profiles
00007ff80692d835 (__TEXT,__text) external _sandbox_unregister_profile
00007ff80692d9b4 (__TEXT,__text) external _sandbox_user_state_item_buffer_create
00007ff80692da11 (__TEXT,__text) external _sandbox_user_state_item_buffer_destroy
00007ff80692d9c3 (__TEXT,__text) external _sandbox_user_state_item_buffer_send
00007ff80692dd4c (__TEXT,__text) external _sandbox_user_state_iterate_items
00007ff806939e25 (__TEXT,__text) non-external _save_condition
00007ff806933b5b (__TEXT,__text) non-external _sb_action_iterate
00007ff80692ec68 (__TEXT,__text) non-external _sb_annotation_destroy
00007ff80692953d (__TEXT,__text) non-external _sb_annotation_set_integer
00007ff80692f5c7 (__TEXT,__text) non-external _sb_bitmask_clear_bit
00007ff80692f38c (__TEXT,__text) non-external _sb_bitmask_create_empty
00007ff80692f480 (__TEXT,__text) non-external _sb_bitmask_get_hash
00007ff80692f502 (__TEXT,__text) non-external _sb_bitmask_iterate_set
00007ff80692f319 (__TEXT,__text) non-external _sb_bitmask_release
00007ff80692f2c6 (__TEXT,__text) non-external _sb_bitmask_retain
00007ff80692f57d (__TEXT,__text) non-external _sb_bitmask_set_bit
00007ff80690f18d (__TEXT,__text) non-external _sb_buffer_alloc
00007ff806920689 (__TEXT,__text) non-external _sb_buffer_get_byte_count
00007ff806920721 (__TEXT,__text) non-external _sb_buffer_get_hash
00007ff806921c9d (__TEXT,__text) non-external _sb_buffer_is_equivalent
00007ff806919c79 (__TEXT,__text) non-external _sb_buffer_release
00007ff806920b11 (__TEXT,__text) non-external _sb_buffer_retain
00007ff80692f60f (__TEXT,__text) non-external _sb_buffer_with_contents_of_file
00007ff8069206cc (__TEXT,__text) non-external _sb_buffer_with_data_pointer
00007ff80692010a (__TEXT,__text) non-external _sb_byteset_add_byte
00007ff806931884 (__TEXT,__text) non-external _sb_byteset_copy
00007ff80692036a (__TEXT,__text) non-external _sb_byteset_get_population
00007ff80692901f (__TEXT,__text) non-external _sb_byteset_is_equivalent
00007ff8069223cd (__TEXT,__text) non-external _sb_byteset_iterate_ranges
00007ff806920272 (__TEXT,__text) non-external _sb_byteset_negate
00007ff8069200bf (__TEXT,__text) non-external _sb_byteset_new
00007ff80692020b (__TEXT,__text) non-external _sb_byteset_release
00007ff8069201b8 (__TEXT,__text) non-external _sb_byteset_retain
00007ff80692251c (__TEXT,__text) non-external _sb_byteset_union
00007ff8069317a6 (__TEXT,__text) non-external _sb_byteset_with_range
00007ff80692eb44 (__TEXT,__text) non-external _sb_calloc_typed
00007ff806931aef (__TEXT,__text) non-external _sb_condition_bitmask
00007ff806931a7c (__TEXT,__text) non-external _sb_condition_boolean
00007ff80691d1b1 (__TEXT,__text) non-external _sb_condition_conjunction
00007ff80692b4a0 (__TEXT,__text) non-external _sb_condition_constant
00007ff80691a5c4 (__TEXT,__text) non-external _sb_condition_disjunction
00007ff8069324bb (__TEXT,__text) non-external _sb_condition_is_bitmask
00007ff80693236c (__TEXT,__text) non-external _sb_condition_is_boolean
00007ff80692571c (__TEXT,__text) non-external _sb_condition_is_conjunction
00007ff80691d464 (__TEXT,__text) non-external _sb_condition_is_contrary
00007ff806924a52 (__TEXT,__text) non-external _sb_condition_is_disjunction
00007ff80691dbda (__TEXT,__text) non-external _sb_condition_is_equivalent
00007ff80692a1e5 (__TEXT,__text) non-external _sb_condition_is_integer
00007ff806932452 (__TEXT,__text) non-external _sb_condition_is_network
00007ff80692596a (__TEXT,__text) non-external _sb_condition_is_pattern
00007ff80691a148 (__TEXT,__text) non-external _sb_condition_is_regex
00007ff8069323e0 (__TEXT,__text) non-external _sb_condition_is_string_textbuf
00007ff806925ace (__TEXT,__text) non-external _sb_condition_is_transposable
00007ff80691a1b3 (__TEXT,__text) non-external _sb_condition_list_append
00007ff80692607b (__TEXT,__text) non-external _sb_condition_list_contains_condition
00007ff806925c93 (__TEXT,__text) non-external _sb_condition_list_copy
00007ff806920c0e (__TEXT,__text) non-external _sb_condition_list_every_condition_matches_predicate
00007ff8069325b0 (__TEXT,__text) non-external _sb_condition_list_filter
00007ff80691cbeb (__TEXT,__text) non-external _sb_condition_list_get_hash
00007ff806928b8c (__TEXT,__text) non-external _sb_condition_list_is_equivalent
00007ff80691cd63 (__TEXT,__text) non-external _sb_condition_list_iterate
00007ff80692663d (__TEXT,__text) non-external _sb_condition_list_iterate_reverse
00007ff806918662 (__TEXT,__text) non-external _sb_condition_list_new
00007ff806918dee (__TEXT,__text) non-external _sb_condition_list_release
00007ff806925d9c (__TEXT,__text) non-external _sb_condition_list_remove
00007ff806926e98 (__TEXT,__text) non-external _sb_condition_matches_subset
00007ff80692489c (__TEXT,__text) non-external _sb_condition_negation
00007ff80692b02c (__TEXT,__text) non-external _sb_condition_network
00007ff806919dbb (__TEXT,__text) non-external _sb_condition_new
00007ff806920054 (__TEXT,__text) non-external _sb_condition_pattern
00007ff80691a974 (__TEXT,__text) non-external _sb_condition_pattern_path
00007ff80691a455 (__TEXT,__text) non-external _sb_condition_release
00007ff80691a0c5 (__TEXT,__text) non-external _sb_condition_set_source_info
00007ff806920a47 (__TEXT,__text) non-external _sb_condition_string
00007ff80690edb9 (__TEXT,__text) non-external _sb_context_intern_string
00007ff806918ade (__TEXT,__text) non-external _sb_context_release
00007ff806918a66 (__TEXT,__text) non-external _sb_context_release_modification
00007ff80690ec9b (__TEXT,__text) non-external _sb_context_retain
00007ff8069327bd (__TEXT,__text) non-external _sb_context_retain_modification
00007ff806932ddf (__TEXT,__text) non-external _sb_error_fatal
00007ff806933067 (__TEXT,__text) non-external _sb_error_fatal_for_instruction
00007ff806932e86 (__TEXT,__text) non-external _sb_error_for_instruction
00007ff806920537 (__TEXT,__text) non-external _sb_error_new
00007ff8406be4e8 (__DATA_CONST,__const) non-external _sb_error_out_of_memory.oom_error
00007ff806920424 (__TEXT,__text) non-external _sb_error_set_unsupported_with_format
00007ff806932c63 (__TEXT,__text) non-external _sb_error_set_with_description
00007ff806932d38 (__TEXT,__text) non-external _sb_error_set_with_format
00007ff806932cb8 (__TEXT,__text) non-external _sb_error_set_with_formatv
00007ff806917229 (__TEXT,__text) non-external _sb_filter_accepts_type
00007ff806919f76 (__TEXT,__text) non-external _sb_filter_has_dependency
00007ff84370c470 (__DATA_DIRTY,__bss) non-external _sb_filter_has_side_effects.filterset
00007ff84370c468 (__DATA_DIRTY,__bss) non-external _sb_filter_has_side_effects.onceToken
00007ff8069190f8 (__TEXT,__text) non-external _sb_filter_is_case_sensitive
00007ff806933328 (__TEXT,__text) non-external _sb_filter_values_are_serialized_via_string_table
00007ff8069191f6 (__TEXT,__text) non-external _sb_fsa_acceptor
00007ff80691bcb8 (__TEXT,__text) non-external _sb_fsa_copy
00007ff80691bb09 (__TEXT,__text) non-external _sb_fsa_disjunction
00007ff80691bf16 (__TEXT,__text) non-external _sb_fsa_get_recognizer_child
00007ff806927200 (__TEXT,__text) non-external _sb_fsa_is_backtracking_recognizer
00007ff8069270f7 (__TEXT,__text) non-external _sb_fsa_matches_subset
00007ff80692f26f (__TEXT,__text) non-external _sb_fsa_may_backtrack
00007ff80692221e (__TEXT,__text) non-external _sb_fsa_recognizer_byteset
00007ff80692261d (__TEXT,__text) non-external _sb_fsa_recognizer_byteset_skip
00007ff806922173 (__TEXT,__text) non-external _sb_fsa_recognizer_seek_byte
00007ff80691ffa6 (__TEXT,__text) non-external _sb_fsa_recognizer_seek_byte_with_retry
00007ff80691b8b6 (__TEXT,__text) non-external _sb_fsa_recognizer_sequence
00007ff80691bab6 (__TEXT,__text) non-external _sb_fsa_recognizer_terminal
00007ff80692edf7 (__TEXT,__text) non-external _sb_fsa_recognizer_variable
00007ff806919b4e (__TEXT,__text) non-external _sb_fsa_release
00007ff80691ca2c (__TEXT,__text) non-external _sb_fsa_release_indegree
00007ff806919a7b (__TEXT,__text) non-external _sb_fsa_retain
00007ff80691ba36 (__TEXT,__text) non-external _sb_fsa_retain_indegree
00007ff806922058 (__TEXT,__text) non-external _sb_fsa_set_recognizer_child
00007ff80690f0f5 (__TEXT,__text) non-external _sb_hash_compute
00007ff80692d8bf (__TEXT,__text) non-external _sb_inspect_subsystem
00007ff80690f29d (__TEXT,__text) non-external _sb_instr_action
00007ff80691a89e (__TEXT,__text) non-external _sb_instr_conditional
00007ff806929085 (__TEXT,__text) non-external _sb_instr_get_action_modifiers
00007ff806924b3d (__TEXT,__text) non-external _sb_instr_get_jump_target
00007ff806924586 (__TEXT,__text) non-external _sb_instr_is_equivalent
00007ff8069335c8 (__TEXT,__text) non-external _sb_instr_is_unmodified_allow_action
00007ff80690f376 (__TEXT,__text) non-external _sb_instr_new
00007ff80690f4b0 (__TEXT,__text) non-external _sb_instr_release
00007ff8069333ae (__TEXT,__text) non-external _sb_instr_release_tracking
00007ff80692476d (__TEXT,__text) non-external _sb_instr_replace
00007ff80690f438 (__TEXT,__text) non-external _sb_instr_retain
00007ff80693349a (__TEXT,__text) non-external _sb_instr_retain_tracking
00007ff806924ca9 (__TEXT,__text) non-external _sb_instr_set_condition
00007ff8069209b2 (__TEXT,__text) non-external _sb_instr_set_false_branch
00007ff806926dc1 (__TEXT,__text) non-external _sb_instr_set_true_branch
00007ff80692ea8b (__TEXT,__text) non-external _sb_malloc_typed
00007ff80691dfae (__TEXT,__text) non-external _sb_modifier_requires_argument
00007ff8069188e9 (__TEXT,__text) non-external _sb_modifiers_iterate
00007ff80691895e (__TEXT,__text) non-external _sb_modifiers_release
00007ff806933a08 (__TEXT,__text) non-external _sb_msgfilter_is_equivalent
00007ff806933978 (__TEXT,__text) non-external _sb_msgfilter_release
00007ff80692a7d4 (__TEXT,__text) non-external _sb_mutable_buffer_make_immutable
00007ff806923140 (__TEXT,__text) non-external _sb_mutable_buffer_new
00007ff80692a8e9 (__TEXT,__text) non-external _sb_mutable_buffer_release
00007ff8069295cd (__TEXT,__text) non-external _sb_mutable_buffer_set_minimum_size
00007ff806929655 (__TEXT,__text) non-external _sb_mutable_buffer_write
00007ff80692d253 (__TEXT,__text) non-external (was a private external) _sb_packbuff_free
00007ff80693aa47 (__TEXT,__text) non-external _sb_packbuff_free.cold.1
00007ff80692d2c5 (__TEXT,__text) non-external (was a private external) _sb_packbuff_get_bytes
00007ff80692d2d9 (__TEXT,__text) non-external (was a private external) _sb_packbuff_get_item_value_type
00007ff80692d2cf (__TEXT,__text) non-external (was a private external) _sb_packbuff_get_size
00007ff80692d1db (__TEXT,__text) non-external (was a private external) _sb_packbuff_init_with_buffer
00007ff80692d0d0 (__TEXT,__text) non-external (was a private external) _sb_packbuff_new
00007ff80692d49d (__TEXT,__text) non-external _sb_packbuff_pack_item
00007ff80693aadc (__TEXT,__text) non-external _sb_packbuff_pack_item.cold.1
00007ff80693aaff (__TEXT,__text) non-external _sb_packbuff_pack_item.cold.2
00007ff80692d5e9 (__TEXT,__text) non-external (was a private external) _sb_packbuff_pack_key_with_string_value
00007ff80692d5b5 (__TEXT,__text) non-external (was a private external) _sb_packbuff_pack_string
00007ff80692d484 (__TEXT,__text) non-external (was a private external) _sb_packbuff_pack_uint32
00007ff80692d14c (__TEXT,__text) non-external _sb_packbuff_realloc
00007ff80692d361 (__TEXT,__text) non-external _sb_packbuff_unpack_item
00007ff80693aab9 (__TEXT,__text) non-external _sb_packbuff_unpack_item.cold.1
00007ff80692d698 (__TEXT,__text) non-external (was a private external) _sb_packbuff_unpack_key_with_string_value
00007ff80692d415 (__TEXT,__text) non-external (was a private external) _sb_packbuff_unpack_string
00007ff80692d30f (__TEXT,__text) non-external (was a private external) _sb_packbuff_unpack_uint32
00007ff8069208ae (__TEXT,__text) non-external _sb_pattern_is_disjoint_with_regex
00007ff806919ada (__TEXT,__text) non-external _sb_pattern_new
00007ff806919150 (__TEXT,__text) non-external _sb_pattern_prefix
00007ff80691e186 (__TEXT,__text) non-external _sb_pattern_regex
00007ff80691a023 (__TEXT,__text) non-external _sb_pattern_release
00007ff806919fd0 (__TEXT,__text) non-external _sb_pattern_retain
00007ff806920fac (__TEXT,__text) non-external _sb_pattern_serialize
00007ff80693a24d (__TEXT,__text) non-external _sb_pattern_var_release
00007ff80693a1f8 (__TEXT,__text) non-external _sb_pattern_var_retain
00007ff80693a336 (__TEXT,__text) non-external _sb_pattern_var_set_ordinal
00007ff80693a524 (__TEXT,__text) non-external _sb_pattern_varset_enter
00007ff80693a66f (__TEXT,__text) non-external _sb_pattern_varset_get_available_ordinal
00007ff80692b571 (__TEXT,__text) non-external _sb_pattern_varset_release
00007ff80692b4d1 (__TEXT,__text) non-external _sb_pattern_varset_retain
00007ff806934393 (__TEXT,__text) non-external _sb_policy_get_entry_point
00007ff806934355 (__TEXT,__text) non-external _sb_policy_is_operation_supported
00007ff8069343d5 (__TEXT,__text) non-external _sb_policy_iterate_entry_points
00007ff806933fe2 (__TEXT,__text) non-external _sb_policy_new
00007ff806934236 (__TEXT,__text) non-external _sb_policy_release
