00007ff843adf990 (__DATA,__data) external _NDR_record
00007ff801e98d36 (__TEXT,__text) external _proc_denap_assertion_complete
00007ff801ea1177 (__TEXT,__text) external _proc_disable_apptype
00007ff801e99daf (__TEXT,__text) external _proc_disable_cpumon
00007ff801e989d5 (__TEXT,__text) external _proc_disable_wakemon
00007ff801ea0fdc (__TEXT,__text) external _proc_donate_importance_boost
00007ff801ea11d7 (__TEXT,__text) external _proc_enable_apptype
00007ff801e9896e (__TEXT,__text) external _proc_get_cpumon_params
00007ff801ea09fa (__TEXT,__text) external _proc_get_dirty
00007ff801ea0e9f (__TEXT,__text) external _proc_get_wakemon_params
00007ff801e98c7e (__TEXT,__text) external _proc_importance_assertion_begin_with_msg
00007ff801e98d3e (__TEXT,__text) external _proc_importance_assertion_complete
00007ff801ea088a (__TEXT,__text) external _proc_kmsgbuf
00007ff801ea09df (__TEXT,__text) external _proc_libversion
00007ff801ea0ef7 (__TEXT,__text) external _proc_list_dynkqueueids
00007ff801ea0ede (__TEXT,__text) external _proc_list_uptrs
00007ff801ea0657 (__TEXT,__text) external _proc_listallpids
00007ff801ea06c1 (__TEXT,__text) external _proc_listchildpids
00007ff801ea06f9 (__TEXT,__text) external _proc_listcoalitions
00007ff801ea068c (__TEXT,__text) external _proc_listpgrppids
00007ff801e98c30 (__TEXT,__text) external _proc_listpids
00007ff801ea83c6 (__TEXT,__text) external _proc_listpidspath
00007ff801e9575f (__TEXT,__text) external _proc_name
00007ff801e96d80 (__TEXT,__text) external _proc_pid_rusage
00007ff801ea07c0 (__TEXT,__text) external _proc_piddynkqueueinfo
00007ff801ea0777 (__TEXT,__text) external _proc_pidfdinfo
00007ff801ea079c (__TEXT,__text) external _proc_pidfileportinfo
00007ff801e91bb2 (__TEXT,__text) external _proc_pidinfo
00007ff801e96b13 (__TEXT,__text) external _proc_pidoriginatorinfo
00007ff801e921b5 (__TEXT,__text) external _proc_pidpath
00007ff801ea08b5 (__TEXT,__text) external _proc_pidpath_audittoken
00007ff801ea07fe (__TEXT,__text) external _proc_regionfilename
00007ff801ea0f77 (__TEXT,__text) external _proc_reset_footprint_interval
00007ff801ea0ce6 (__TEXT,__text) external _proc_resume_cpumon
00007ff801e97824 (__TEXT,__text) external _proc_rlimit_control
00007ff801e96d33 (__TEXT,__text) external _proc_set_cpumon_defaults
00007ff801e96cd0 (__TEXT,__text) external _proc_set_cpumon_params
00007ff801ea0d1e (__TEXT,__text) external _proc_set_cpumon_params_fatal
00007ff801ea12e6 (__TEXT,__text) external _proc_set_csm
00007ff801ea10da (__TEXT,__text) external _proc_set_delayidlesleep
00007ff801e93440 (__TEXT,__text) external _proc_set_dirty
00007ff801ea123a (__TEXT,__text) external _proc_set_no_smt
00007ff801ea108d (__TEXT,__text) external _proc_set_owner_vmpressure
00007ff801e98a30 (__TEXT,__text) external _proc_set_wakemon_defaults
00007ff801ea0e7a (__TEXT,__text) external _proc_set_wakemon_params
00007ff801ea0f10 (__TEXT,__text) external _proc_setcpu_percentage
00007ff801e92824 (__TEXT,__text) external _proc_setpcontrol
00007ff801ea0726 (__TEXT,__text) external _proc_setthread_cpupercent
00007ff801ea1396 (__TEXT,__text) external _proc_setthread_csm
00007ff801ea1292 (__TEXT,__text) external _proc_setthread_no_smt
00007ff801ea0af7 (__TEXT,__text) external _proc_signal_delegate
00007ff801ea0bed (__TEXT,__text) external _proc_signal_with_audittoken
00007ff801ea1237 (__TEXT,__text) external _proc_suppress
00007ff801ea0a9f (__TEXT,__text) external _proc_terminate
00007ff801ea0c90 (__TEXT,__text) external _proc_terminate_all_rsr
00007ff801ea0b66 (__TEXT,__text) external _proc_terminate_delegate
00007ff801ea0c35 (__TEXT,__text) external _proc_terminate_with_audittoken
00007ff801e9c2c8 (__TEXT,__text) external _proc_trace_log
00007ff801e933f6 (__TEXT,__text) external _proc_track_dirty
00007ff801ea07e5 (__TEXT,__text) external _proc_udata_info
00007ff801e9c2e0 (__TEXT,__text) external _proc_uuid_policy
00007ff801eb3211 (__TEXT,__text) external _processor_assign
00007ff801eb30e5 (__TEXT,__text) external _processor_control
00007ff801eb2e41 (__TEXT,__text) external _processor_exit
00007ff801eb3309 (__TEXT,__text) external _processor_get_assignment
00007ff801eb2f0c (__TEXT,__text) external _processor_info
00007ff801eacae7 (__TEXT,__text) external _processor_set_create
00007ff801eac9e1 (__TEXT,__text) external _processor_set_default
00007ff801eb226a (__TEXT,__text) external _processor_set_destroy
00007ff801eb2a92 (__TEXT,__text) external _processor_set_info
00007ff801eb2335 (__TEXT,__text) external _processor_set_max_priority
00007ff801eb2818 (__TEXT,__text) external _processor_set_policy_control
00007ff801eb24ff (__TEXT,__text) external _processor_set_policy_disable
00007ff801eb241c (__TEXT,__text) external _processor_set_policy_enable
00007ff801eb294f (__TEXT,__text) external _processor_set_stack_usage
00007ff801eb20d0 (__TEXT,__text) external _processor_set_statistics
00007ff801eb25e6 (__TEXT,__text) external _processor_set_tasks
00007ff801eb2c3e (__TEXT,__text) external _processor_set_tasks_with_flavor
00007ff801eb26ff (__TEXT,__text) external _processor_set_threads
00007ff801eb2d76 (__TEXT,__text) external _processor_start
00007ff801ea66f5 (__TEXT,__text) external _pselect
00007ff801e96dc8 (__TEXT,__text) external _pselect$1050
00007ff801e9582e (__TEXT,__text) external _pselect$DARWIN_EXTSN
00007ff801e9fdd6 (__TEXT,__text) external _pselect$DARWIN_EXTSN$NOCANCEL
00007ff801ea68ef (__TEXT,__text) external _pselect$NOCANCEL
00007ff801e92170 (__TEXT,__text) external _pthread_getugid_np
00007ff801e98474 (__TEXT,__text) external _pthread_setugid_np
00007ff801e97c54 (__TEXT,__text) external _ptrace
00007ff801e93674 (__TEXT,__text) external _pwrite
00007ff801e9b880 (__TEXT,__text) external _pwrite$NOCANCEL
00007ff801e9c2f8 (__TEXT,__text) external _pwritev
00007ff801e9b898 (__TEXT,__text) external _pwritev$NOCANCEL
00007ff801e9fabe (__TEXT,__text) external _quota
00007ff801e95970 (__TEXT,__text) external _quotactl
00007ff801e915a8 (__TEXT,__text) external _read
00007ff801e92448 (__TEXT,__text) external _read$NOCANCEL
00007ff801e927c8 (__TEXT,__text) external _readlink
00007ff801e9c310 (__TEXT,__text) external _readlinkat
00007ff801e9c328 (__TEXT,__text) external _readv
00007ff801e9b8b0 (__TEXT,__text) external _readv$NOCANCEL
00007ff801e9ed5f (__TEXT,__text) external _reboot
00007ff801e9ed66 (__TEXT,__text) external _reboot_np
00007ff801ea68e8 (__TEXT,__text) external _record_system_event_as_kernel
00007ff801e94250 (__TEXT,__text) external _recvfrom
00007ff801e94120 (__TEXT,__text) external _recvfrom$NOCANCEL
00007ff801e94560 (__TEXT,__text) external _recvmsg
00007ff801e9b8f8 (__TEXT,__text) external _recvmsg$NOCANCEL
00007ff801e9c340 (__TEXT,__text) external _recvmsg_x
00007ff801e9c358 (__TEXT,__text) external _register_uexc_handler
00007ff801e949f8 (__TEXT,__text) external _removexattr
00007ff801e93973 (__TEXT,__text) external _rename
00007ff801ea2236 (__TEXT,__text) external _rename_ext
00007ff801e9edd2 (__TEXT,__text) external _renameat
00007ff801ea21f5 (__TEXT,__text) external _renameatx_np
00007ff801ea220c (__TEXT,__text) external _renamex_np
00007ff801e9c370 (__TEXT,__text) external _revoke
00007ff801e939aa (__TEXT,__text) external _rmdir
00007ff801e9c388 (__TEXT,__text) external _searchfs
00007ff801e942de (__TEXT,__text) external _select
00007ff801e94dbd (__TEXT,__text) external _select$1050
00007ff801e999f4 (__TEXT,__text) external _select$DARWIN_EXTSN
00007ff801e94108 (__TEXT,__text) external _select$DARWIN_EXTSN$NOCANCEL
00007ff801e940d8 (__TEXT,__text) external _select$NOCANCEL
00007ff801e98664 (__TEXT,__text) external _sem_close
00007ff801ea63ba (__TEXT,__text) external _sem_destroy
00007ff801ea63dd (__TEXT,__text) external _sem_getvalue
00007ff801ea6400 (__TEXT,__text) external _sem_init
00007ff801e9864c (__TEXT,__text) external _sem_open
00007ff801e9c3a0 (__TEXT,__text) external _sem_post
00007ff801e9c3b8 (__TEXT,__text) external _sem_trywait
00007ff801e9c3d0 (__TEXT,__text) external _sem_unlink
00007ff801e9c3e8 (__TEXT,__text) external _sem_wait
00007ff801e9b940 (__TEXT,__text) external _sem_wait$NOCANCEL
00007ff801e9302a (__TEXT,__text) external _semaphore_create
00007ff801e9330c (__TEXT,__text) external _semaphore_destroy
00007ff801e93154 (__TEXT,__text) external _semaphore_signal
00007ff801e9fba1 (__TEXT,__text) external _semaphore_signal_all
00007ff801e90aa4 (__TEXT,__text) external _semaphore_signal_all_trap
00007ff801e9fba6 (__TEXT,__text) external _semaphore_signal_thread
00007ff801e90ab0 (__TEXT,__text) external _semaphore_signal_thread_trap
00007ff801e90a98 (__TEXT,__text) external _semaphore_signal_trap
00007ff801e947a0 (__TEXT,__text) external _semaphore_timedwait
00007ff801e9fbb1 (__TEXT,__text) external _semaphore_timedwait_signal
00007ff801e90ae0 (__TEXT,__text) external _semaphore_timedwait_signal_trap
00007ff801e90ad4 (__TEXT,__text) external _semaphore_timedwait_trap
00007ff801e9314f (__TEXT,__text) external _semaphore_wait
00007ff801e9fbac (__TEXT,__text) external _semaphore_wait_signal
00007ff801e90ac8 (__TEXT,__text) external _semaphore_wait_signal_trap
00007ff801e90abc (__TEXT,__text) external _semaphore_wait_trap
00007ff801e9b958 (__TEXT,__text) external _semctl
00007ff801e9c400 (__TEXT,__text) external _semget
00007ff801e9c418 (__TEXT,__text) external _semop
00007ff801e9b970 (__TEXT,__text) external _semsys
00007ff801e9c430 (__TEXT,__text) external _sendfile
00007ff801e95384 (__TEXT,__text) external _sendmsg
00007ff801e94150 (__TEXT,__text) external _sendmsg$NOCANCEL
00007ff801e9c448 (__TEXT,__text) external _sendmsg_x
00007ff801e94238 (__TEXT,__text) external _sendto
00007ff801e940c0 (__TEXT,__text) external _sendto$NOCANCEL
00007ff801e936a4 (__TEXT,__text) external _setattrlist
00007ff801e9c460 (__TEXT,__text) external _setattrlistat
00007ff801ea92ad (__TEXT,__text) external _setaudit
00007ff801e9c478 (__TEXT,__text) external _setaudit_addr
00007ff801e9c490 (__TEXT,__text) external _setauid
00007ff801e984a4 (__TEXT,__text) external _setegid
00007ff801e9848c (__TEXT,__text) external _seteuid
00007ff801e9825c (__TEXT,__text) external _setgid
00007ff801e9c4a8 (__TEXT,__text) external _setgroups
00007ff801e96c4e (__TEXT,__text) external _setiopolicy_np
00007ff801e97854 (__TEXT,__text) external _setitimer
00007ff801e9a204 (__TEXT,__text) external _setpgid
00007ff801e973b3 (__TEXT,__text) external _setpriority
00007ff801e9c4c0 (__TEXT,__text) external _setprivexec
00007ff801e9fad9 (__TEXT,__text) external _setquota
00007ff801e9b988 (__TEXT,__text) external _setregid
00007ff801e9b9a0 (__TEXT,__text) external _setreuid
00007ff801e92e7f (__TEXT,__text) external _setrlimit
00007ff801e9b9b8 (__TEXT,__text) external _setsgroups_np
00007ff801e97958 (__TEXT,__text) external _setsid
00007ff801e94090 (__TEXT,__text) external _setsockopt
00007ff801e98274 (__TEXT,__text) external _setuid
00007ff801e9ba00 (__TEXT,__text) external _setwgroups_np
00007ff801e938e0 (__TEXT,__text) external _setxattr
00007ff801ea35d6 (__TEXT,__text) external _sfi_get_class_offtime
00007ff801ea35f7 (__TEXT,__text) external _sfi_process_get_flags
00007ff801ea35e7 (__TEXT,__text) external _sfi_process_set_flags
00007ff801e98691 (__TEXT,__text) external _sfi_set_class_offtime
00007ff801e91f78 (__TEXT,__text) external _shm_open
00007ff801e9c4d8 (__TEXT,__text) external _shm_unlink
00007ff801e9c4f0 (__TEXT,__text) external _shmat
00007ff801e9ba60 (__TEXT,__text) external _shmctl
00007ff801e9c508 (__TEXT,__text) external _shmdt
00007ff801e9c520 (__TEXT,__text) external _shmget
00007ff801e9ba78 (__TEXT,__text) external _shmsys
00007ff801e94298 (__TEXT,__text) external _shutdown
00007ff801e9c538 (__TEXT,__text) external _sigpending
00007ff801e93644 (__TEXT,__text) external _sigprocmask
00007ff801ea78cf (__TEXT,__text) external _sigsuspend
00007ff801e968fa (__TEXT,__text) external _sigsuspend$NOCANCEL
00007ff801e93e5c (__TEXT,__text) external _socket
00007ff801e9c550 (__TEXT,__text) external _socket_delegate
00007ff801e94138 (__TEXT,__text) external _socketpair
00007ff801ea33bb (__TEXT,__text) external _stackshot_capture_with_config
00007ff801ea335a (__TEXT,__text) external _stackshot_config_create
00007ff801ea34e0 (__TEXT,__text) external _stackshot_config_dealloc
00007ff801ea3498 (__TEXT,__text) external _stackshot_config_dealloc_buffer
00007ff801ea342a (__TEXT,__text) external _stackshot_config_get_stackshot_buffer
00007ff801ea3437 (__TEXT,__text) external _stackshot_config_get_stackshot_size
00007ff801ea3464 (__TEXT,__text) external _stackshot_config_set_delta_timestamp
00007ff801ea33a9 (__TEXT,__text) external _stackshot_config_set_flags
00007ff801ea347d (__TEXT,__text) external _stackshot_config_set_pagetable_mask
00007ff801ea3399 (__TEXT,__text) external _stackshot_config_set_pid
00007ff801ea344c (__TEXT,__text) external _stackshot_config_set_size_hint
00007ff801e9a234 (__TEXT,__text) external _stat
00007ff801e920b8 (__TEXT,__text) external _stat$INODE64
00007ff801e920b8 (__TEXT,__text) external _stat64
00007ff801e9c568 (__TEXT,__text) external _statfs
00007ff801e92fd0 (__TEXT,__text) external _statfs$INODE64
00007ff801e92fd0 (__TEXT,__text) external _statfs64
00007ff801ea24e8 (__TEXT,__text) external _statfs_ext
00007ff843adfa20 (__DATA,__bss) non-external _supported
00007ff801e9c580 (__TEXT,__text) external _swapon
00007ff801e90ba0 (__TEXT,__text) external _swtch
00007ff801e90b94 (__TEXT,__text) external _swtch_pri
00007ff801e95354 (__TEXT,__text) external _symlink
00007ff801e9c598 (__TEXT,__text) external _symlinkat
00007ff801e9c5b0 (__TEXT,__text) external _sync
00007ff801e927b0 (__TEXT,__text) external _syscall
00007ff801e90bac (__TEXT,__text) external _syscall_thread_switch
00007ff801ea35c4 (__TEXT,__text) external _system_get_sfi_window
00007ff801e9c5c8 (__TEXT,__text) external _system_override
00007ff801e986bb (__TEXT,__text) external _system_set_sfi_window
00007ff843adfa28 (__DATA,__bss) non-external _system_version_compat_check_path_suffix
00007ff843adf9d0 (__DATA,__common) external _system_version_compat_mode
00007ff801eb513b (__TEXT,__text) external _task_assign
00007ff801eb5233 (__TEXT,__text) external _task_assign_default
00007ff801eb3aa7 (__TEXT,__text) external _task_create
00007ff801eb6f6f (__TEXT,__text) external _task_create_identity_token
00007ff801eb7193 (__TEXT,__text) external _task_dyld_process_info_notify_deregister
00007ff801e909c0 (__TEXT,__text) external _task_dyld_process_info_notify_get
00007ff801eb6e86 (__TEXT,__text) external _task_dyld_process_info_notify_register
00007ff801e90b28 (__TEXT,__text) external _task_for_pid
00007ff801eb6044 (__TEXT,__text) external _task_generate_corpse
00007ff801eb5316 (__TEXT,__text) external _task_get_assignment
00007ff801eb6489 (__TEXT,__text) external _task_get_dyld_image_infos
00007ff801eb4cbd (__TEXT,__text) external _task_get_emulation_vector
00007ff801eb6baf (__TEXT,__text) external _task_get_exc_guard_behavior
00007ff801e99dfb (__TEXT,__text) external _task_get_exception_ports
00007ff801eb7276 (__TEXT,__text) external _task_get_exception_ports_info
00007ff801eb5d0e (__TEXT,__text) external _task_get_mach_voucher
00007ff801e90f4f (__TEXT,__text) external _task_get_special_port
00007ff801eb55d4 (__TEXT,__text) external _task_get_state
00007ff801eb7075 (__TEXT,__text) external _task_identity_token_get_task_port
00007ff801e910b0 (__TEXT,__text) external _task_info
00007ff801eb6a15 (__TEXT,__text) external _task_inspect
00007ff801e9c5e0 (__TEXT,__text) external _task_inspect_for_pid
00007ff801eb614a (__TEXT,__text) external _task_map_corpse_info
00007ff801eb68d8 (__TEXT,__text) external _task_map_corpse_info_64
00007ff801eb77b1 (__TEXT,__text) external _task_map_kcdata_object_64
00007ff801e90b1c (__TEXT,__text) external _task_name_for_pid
00007ff801eb4a93 (__TEXT,__text) external _task_policy
00007ff801eb47cf (__TEXT,__text) external _task_policy_get
00007ff801e92a75 (__TEXT,__text) external _task_policy_set
00007ff801eb5bdd (__TEXT,__text) external _task_purgable_info
00007ff801e9c5f8 (__TEXT,__text) external _task_read_for_pid
00007ff801eb679f (__TEXT,__text) external _task_register_dyld_get_process_state
00007ff801eb6285 (__TEXT,__text) external _task_register_dyld_image_infos
00007ff801eb66b0 (__TEXT,__text) external _task_register_dyld_set_dyld_state
00007ff801eb65af (__TEXT,__text) external _task_register_dyld_shared_cache_image_info
00007ff801eb78ee (__TEXT,__text) external _task_register_hardened_exception_handler
00007ff801e90c62 (__TEXT,__text) external _task_restartable_ranges_register
00007ff801e92ea3 (__TEXT,__text) external _task_restartable_ranges_synchronize
00007ff801eb3fbc (__TEXT,__text) external _task_resume
00007ff801eb5b12 (__TEXT,__text) external _task_resume2
00007ff801eb49aa (__TEXT,__text) external _task_sample
00007ff801e9fbcf (__TEXT,__text) external _task_self_
00007ff801e90a68 (__TEXT,__text) external _task_self_trap
00007ff801eb75d2 (__TEXT,__text) external _task_set_corpse_forking_behavior
00007ff801eb4bd6 (__TEXT,__text) external _task_set_emulation
00007ff801eb4de7 (__TEXT,__text) external _task_set_emulation_vector
00007ff801eb6ca9 (__TEXT,__text) external _task_set_exc_guard_behavior
00007ff801e98eff (__TEXT,__text) external _task_set_exception_ports
00007ff801e992d0 (__TEXT,__text) external _task_set_info
00007ff801eb5e2c (__TEXT,__text) external _task_set_mach_voucher
00007ff801eb58fa (__TEXT,__text) external _task_set_phys_footprint_limit
00007ff801eb541c (__TEXT,__text) external _task_set_policy
00007ff801ea8e67 (__TEXT,__text) external _task_set_port_space
00007ff801eb4eee (__TEXT,__text) external _task_set_ras_pc
00007ff801e91a75 (__TEXT,__text) external _task_set_special_port
00007ff801eb57aa (__TEXT,__text) external _task_set_state
00007ff801eb3ef1 (__TEXT,__text) external _task_suspend
00007ff801eb5a0c (__TEXT,__text) external _task_suspend2
00007ff801eb4334 (__TEXT,__text) external _task_swap_exception_ports
00007ff801eb5f15 (__TEXT,__text) external _task_swap_mach_voucher
00007ff801eb3bed (__TEXT,__text) external _task_terminate
00007ff801eb76b5 (__TEXT,__text) external _task_test_async_upcall_propagation
00007ff801eb74e9 (__TEXT,__text) external _task_test_sync_upcall
00007ff801e97f68 (__TEXT,__text) external _task_threads
00007ff801eb6387 (__TEXT,__text) external _task_unregister_dyld_image_infos
00007ff801eb4fd5 (__TEXT,__text) external _task_zone_info
00007ff801ea35bc (__TEXT,__text) external _terminate_with_payload
00007ff801e99299 (__TEXT,__text) external _terminate_with_reason
00007ff801eb80cb (__TEXT,__text) external _thread_abort
00007ff801eb8196 (__TEXT,__text) external _thread_abort_safely
00007ff801eb95b0 (__TEXT,__text) external _thread_adopt_exception_handler
00007ff801eb899e (__TEXT,__text) external _thread_assign
00007ff801eb8a87 (__TEXT,__text) external _thread_assign_default
00007ff801eb9104 (__TEXT,__text) external _thread_convert_thread_state
00007ff801eb4089 (__TEXT,__text) external _thread_create
00007ff801eb418f (__TEXT,__text) external _thread_create_running
00007ff801eb8261 (__TEXT,__text) external _thread_depress_abort
00007ff801e9325e (__TEXT,__text) external _thread_destruct_special_reply_port
00007ff801eb8b52 (__TEXT,__text) external _thread_get_assignment
00007ff801e986ce (__TEXT,__text) external _thread_get_exception_ports
00007ff801eb933d (__TEXT,__text) external _thread_get_exception_ports_info
00007ff801eb8dce (__TEXT,__text) external _thread_get_mach_voucher
00007ff801ea1f10 (__TEXT,__text) external _thread_get_register_pointer_values
00007ff801eb832c (__TEXT,__text) external _thread_get_special_port
00007ff801e90b64 (__TEXT,__text) external _thread_get_special_reply_port
00007ff801e98083 (__TEXT,__text) external _thread_get_state
00007ff801e9693e (__TEXT,__text) external _thread_info
00007ff801e94c41 (__TEXT,__text) external _thread_policy
00007ff801e9828b (__TEXT,__text) external _thread_policy_get
00007ff801e9599e (__TEXT,__text) external _thread_policy_set
00007ff801eb8000 (__TEXT,__text) external _thread_resume
00007ff801eb87d2 (__TEXT,__text) external _thread_sample
00007ff801e90a5c (__TEXT,__text) external _thread_self_trap
00007ff801e9c610 (__TEXT,__text) external _thread_selfcounts
00007ff801e95b9a (__TEXT,__text) external _thread_set_exception_ports
00007ff801eb8eec (__TEXT,__text) external _thread_set_mach_voucher
00007ff801ea1ebf (__TEXT,__text) external _thread_set_policy
00007ff801eb844a (__TEXT,__text) external _thread_set_special_port
00007ff801eb7de5 (__TEXT,__text) external _thread_set_state
00007ff801eb7f35 (__TEXT,__text) external _thread_suspend
00007ff801eb8543 (__TEXT,__text) external _thread_swap_exception_ports
00007ff801eb8fd5 (__TEXT,__text) external _thread_swap_mach_voucher
00007ff801e95018 (__TEXT,__text) external _thread_switch
00007ff801eb79f2 (__TEXT,__text) external _thread_terminate
00007ff801eaa99c (__TEXT,__text) external _thread_wire
00007ff801ebb260 (__TEXT,__const) non-external _times_now
00007ff801e9c628 (__TEXT,__text) external _tracker_action
00007ff801e9c640 (__TEXT,__text) external _truncate
00007ff801e94fe8 (__TEXT,__text) external _umask
00007ff801e9c658 (__TEXT,__text) external _undelete
00007ff801e9c670 (__TEXT,__text) external _ungraftdmg
00007ff801e93c3a (__TEXT,__text) external _unlink
00007ff801e98940 (__TEXT,__text) external _unlinkat
00007ff801e9ab48 (__TEXT,__text) external _unmount
00007ff801e9c688 (__TEXT,__text) external _usrctl
00007ff801ea1ded (__TEXT,__text) external _utimensat
00007ff801e95000 (__TEXT,__text) external _utimes
00007ff801e9c6a0 (__TEXT,__text) external _vfs_purge
00007ff801e926b3 (__TEXT,__text) external _vm_allocate
00007ff801eaaa94 (__TEXT,__text) external _vm_allocate_cpm
00007ff801eb9c31 (__TEXT,__text) external _vm_behavior_set
00007ff801e9315a (__TEXT,__text) external _vm_copy
00007ff801e9276e (__TEXT,__text) external _vm_deallocate
00007ff801eb96b0 (__TEXT,__text) external _vm_inherit
00007ff8438d7c78 (__DATA_DIRTY,__common) external _vm_kernel_page_mask
00007ff8438d7c80 (__DATA_DIRTY,__common) external _vm_kernel_page_shift
00007ff8438d7c70 (__DATA_DIRTY,__common) external _vm_kernel_page_size
00007ff801eb9d1e (__TEXT,__text) external _vm_machine_attribute
00007ff801e9a87b (__TEXT,__text) external _vm_map
00007ff801eb9e4d (__TEXT,__text) external _vm_map_page_query
00007ff801eb9b46 (__TEXT,__text) external _vm_msync
00007ff8438d7c98 (__DATA_DIRTY,__common) external _vm_page_mask
00007ff8438d7c84 (__DATA_DIRTY,__common) external _vm_page_shift
00007ff8438d7ca8 (__DATA_DIRTY,__common) external _vm_page_size
00007ff801e9c6b8 (__TEXT,__text) external _vm_pressure_monitor
00007ff801e9455b (__TEXT,__text) external _vm_protect
00007ff801e937f3 (__TEXT,__text) external _vm_purgable_control
00007ff801e984b9 (__TEXT,__text) external _vm_read
00007ff801eb979c (__TEXT,__text) external _vm_read_list
00007ff801eb9a1d (__TEXT,__text) external _vm_read_overwrite
00007ff801e9740d (__TEXT,__text) external _vm_region_64
00007ff801e97600 (__TEXT,__text) external _vm_region_recurse_64
00007ff801e9287f (__TEXT,__text) external _vm_remap
00007ff801ea91d8 (__TEXT,__text) external _vm_remap_new
00007ff801eaa89c (__TEXT,__text) external _vm_wire
00007ff801eb991a (__TEXT,__text) external _vm_write
00007ff801e935e5 (__TEXT,__text) external _voucher_mach_msg_adopt
00007ff801e91a1a (__TEXT,__text) external _voucher_mach_msg_clear
00007ff801e935cf (__TEXT,__text) external _voucher_mach_msg_revert
00007ff801e9168d (__TEXT,__text) external _voucher_mach_msg_set
00007ff843adf9a0 (__DATA,__common) external _vprintf_stderr_func
00007ff801e9aad0 (__TEXT,__text) external _wait4
00007ff801e9c6d0 (__TEXT,__text) external _waitid
00007ff801e9bb90 (__TEXT,__text) external _waitid$NOCANCEL
00007ff801ea7e32 (__TEXT,__text) external _work_interval_copy_port
00007ff801e97cd5 (__TEXT,__text) external _work_interval_create
00007ff801ea7ccc (__TEXT,__text) external _work_interval_destroy
00007ff801ea7a1a (__TEXT,__text) external _work_interval_get_flags_from_port
00007ff801e97dcf (__TEXT,__text) external _work_interval_instance_alloc
00007ff801ea7b3e (__TEXT,__text) external _work_interval_instance_clear
00007ff801ea7c64 (__TEXT,__text) external _work_interval_instance_finish
00007ff801ea7b52 (__TEXT,__text) external _work_interval_instance_free
00007ff801ea7ba6 (__TEXT,__text) external _work_interval_instance_get_complexity
00007ff801ea7b88 (__TEXT,__text) external _work_interval_instance_get_deadline
00007ff801ea7b97 (__TEXT,__text) external _work_interval_instance_get_finish
00007ff801e97e1d (__TEXT,__text) external _work_interval_instance_get_id
00007ff801ea7b79 (__TEXT,__text) external _work_interval_instance_get_start
00007ff801ea7bb6 (__TEXT,__text) external _work_interval_instance_get_telemetry_data
00007ff801ea7b74 (__TEXT,__text) external _work_interval_instance_set_complexity
00007ff801ea7b6a (__TEXT,__text) external _work_interval_instance_set_deadline
00007ff801ea7b6f (__TEXT,__text) external _work_interval_instance_set_finish
00007ff801ea7b65 (__TEXT,__text) external _work_interval_instance_set_start
00007ff801ea7bd2 (__TEXT,__text) external _work_interval_instance_start
00007ff801ea7c17 (__TEXT,__text) external _work_interval_instance_update
00007ff801ea7da4 (__TEXT,__text) external _work_interval_join
00007ff801ea7deb (__TEXT,__text) external _work_interval_join_port
00007ff801ea7e22 (__TEXT,__text) external _work_interval_leave
00007ff801ea7a91 (__TEXT,__text) external _work_interval_notify
00007ff801ea7b00 (__TEXT,__text) external _work_interval_notify_simple
00007ff801e9395c (__TEXT,__text) external _write
00007ff801e93bdc (__TEXT,__text) external _write$NOCANCEL
00007ff801e93bac (__TEXT,__text) external _writev
00007ff801e9bba8 (__TEXT,__text) external _writev$NOCANCEL
